customer_id,pays,ville,segment_client,date_inscription
CUS00477,Cote d'Ivoire,Abidjan,Standard,2023-06-23
CUS00478,Nigeria,Abuja,Standard,2022-02-22
CUS00479,Ghana,Kumasi,Nouveau,2021-05-08
CUS00480,France,Lyon,Occasionnel,2023-09-07
CUS00481,Ghana,Kumasi,Nouveau,2023-07-31
CUS00482,Nigeria,Kano,Standard,2022-06-26
CUS00483,Belgique,Bruxelles,Nouveau,2022-07-26
CUS00484,Maroc,Casablanca,Nouveau,2022-09-02
CUS00485,Maroc,Marrakech,Standard,2023-09-29
CUS00486,Nigeria,Abuja,Standard,2022-07-15
CUS00487,Maroc,Casablanca,Occasionnel,2024-01-18
CUS00488,Ghana,Kumasi,Occasionnel,2021-10-27
CUS00489,Maroc,Casablanca,Standard,2021-06-11
CUS00490,Nigeria,Abuja,Occasionnel,2023-09-09
CUS00491,Cameroun,Douala,Occasionnel,2022-07-10
CUS00492,Maroc,Casablanca,Premium,2024-04-16
CUS00493,Cameroun,Douala,Premium,2023-12-24
CUS00494,Cameroun,Douala,Premium,2023-04-27
CUS00495,Nigeria,Kano,Standard,2021-10-09
CUS00496,Cote d'Ivoire,Bouake,Standard,2023-09-02
CUS00497,Belgique,Bruxelles,Occasionnel,2022-08-12
CUS00498,Nigeria,Abuja,Occasionnel,2021-07-03
CUS00499,Cameroun,Douala,Nouveau,2021-12-25
CUS00500,Ghana,Accra,Nouveau,2021-03-16
CUS00501,Ghana,Kumasi,Standard,2022-08-16
CUS00502,Cote d'Ivoire,Abidjan,Standard,2024-05-19
CUS00503,Senegal,Thies,Standard,2024-01-18
CUS00504,Belgique,Bruxelles,Nouveau,2023-08-17
CUS00505,Maroc,Casablanca,Occasionnel,2022-11-09
CUS00506,France,Bordeaux,Occasionnel,2022-01-17
CUS00507,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-03-08
CUS00508,Cameroun,Douala,Occasionnel,2023-04-11
CUS00509,Ghana,Kumasi,Premium,2021-07-15
CUS00510,France,Lyon,Standard,2022-05-24
CUS00511,Cote d'Ivoire,Yamoussoukro,Standard,2023-07-04
CUS00512,Maroc,Rabat,Standard,2024-03-19
CUS00513,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-04-29
CUS00514,Cote d'Ivoire,Abidjan,Standard,2021-11-24
CUS00515,Ghana,Kumasi,Occasionnel,2022-08-28
CUS00516,Nigeria,Kano,Standard,2021-10-01
CUS00517,Belgique,Bruxelles,Standard,2024-05-25
CUS00518,Nigeria,Abuja,Occasionnel,2023-08-23
CUS00519,Cameroun,Douala,Occasionnel,2024-05-05
CUS00520,Senegal,Saint-Louis,Standard,2023-01-11
CUS00521,Senegal,Saint-Louis,Premium,2024-01-27
CUS00522,Cameroun,Douala,Standard,2023-12-02
CUS00523,Belgique,Bruxelles,Occasionnel,2024-04-09
CUS00524,Belgique,Bruxelles,Nouveau,2023-07-02
CUS00525,Cote d'Ivoire,Daloa,Premium,2023-05-01
CUS00526,Belgique,Bruxelles,Occasionnel,2022-09-24
CUS00527,Cote d'Ivoire,Daloa,Standard,2021-01-07
CUS00528,Cameroun,Douala,Premium,2022-12-07
CUS00529,Senegal,Saint-Louis,Nouveau,2021-05-22
CUS00530,Belgique,Bruxelles,Standard,2022-01-04
CUS00531,France,Bordeaux,Standard,2023-02-23
CUS00532,Belgique,Liege,Standard,2024-01-10
CUS00533,France,Marseille,Premium,2024-01-06
CUS00534,Ghana,Accra,Occasionnel,2022-04-02
CUS00535,Cote d'Ivoire,Abidjan,Nouveau,2023-08-07
CUS00536,Ghana,Kumasi,Occasionnel,2022-05-22
CUS00537,Belgique,Liege,Standard,2022-01-22
CUS00538,Senegal,Dakar,Occasionnel,2023-05-09
CUS00539,Cote d'Ivoire,Bouake,Standard,2021-07-26
CUS00540,Cote d'Ivoire,Daloa,Occasionnel,2021-04-10
CUS00541,Cameroun,Douala,Standard,2022-04-25
CUS00542,Cameroun,Douala,Premium,2022-08-16
CUS00543,Cameroun,Yaounde,Occasionnel,2022-10-19
CUS00544,Cameroun,Yaounde,Nouveau,2023-12-04
CUS00545,Cameroun,Yaounde,Standard,2021-05-05
CUS00546,France,Bordeaux,Occasionnel,2021-04-07
CUS00547,Nigeria,Kano,Occasionnel,2023-12-11
CUS00548,Nigeria,Kano,Standard,2021-11-02
CUS00549,Maroc,Rabat,Standard,2024-01-07
CUS00550,Belgique,Bruxelles,Occasionnel,2022-09-08
CUS00551,France,Bordeaux,Nouveau,2024-02-26
CUS00552,Ghana,Kumasi,Occasionnel,2021-10-02
CUS00553,Ghana,Accra,Standard,2022-11-08
CUS00554,Senegal,Thies,Occasionnel,2021-07-09
CUS00555,Cameroun,Douala,Standard,2024-05-23
CUS00556,Cote d'Ivoire,Abidjan,Standard,2024-04-18
CUS00557,Cameroun,Yaounde,Standard,2022-11-13
CUS00558,Maroc,Casablanca,Standard,2022-01-25
CUS00559,Senegal,Saint-Louis,Nouveau,2023-09-08
CUS00560,Cameroun,Douala,Standard,2022-05-06
CUS00561,Nigeria,Abuja,Standard,2023-12-29
CUS00562,Nigeria,Abuja,Standard,2023-11-17
CUS00563,Belgique,Liege,Premium,2023-08-20
CUS00564,Nigeria,Lagos,Standard,2023-04-28
CUS00565,Cote d'Ivoire,Bouake,Occasionnel,2021-02-03
CUS00566,Maroc,Marrakech,Nouveau,2024-04-01
CUS00567,Ghana,Kumasi,Standard,2022-11-07
CUS00568,Cameroun,Yaounde,Occasionnel,2022-05-19
CUS00569,Belgique,Liege,Standard,2023-09-28
CUS00570,Belgique,Liege,Standard,2022-12-23
CUS00571,France,Lyon,Occasionnel,2023-09-28
CUS00572,France,Paris,Occasionnel,2021-06-02
CUS00573,Cote d'Ivoire,Abidjan,Standard,2022-04-19
CUS00574,Senegal,Saint-Louis,Standard,2022-03-24
CUS00575,Belgique,Liege,Premium,2024-06-16
CUS00576,Belgique,Liege,Premium,2023-12-26
CUS00577,Ghana,Accra,Premium,2022-07-17
CUS00578,Maroc,Casablanca,Occasionnel,2023-06-01
CUS00579,France,Paris,Nouveau,2023-12-10
CUS00580,France,Lyon,Standard,2023-12-15
CUS00581,Maroc,Rabat,Standard,2023-03-24
CUS00582,Senegal,Thies,Nouveau,2023-07-30
CUS00583,Cameroun,Douala,Standard,2021-06-15
CUS00584,Cote d'Ivoire,Abidjan,Standard,2023-02-12
CUS00585,Belgique,Bruxelles,Occasionnel,2021-12-17
CUS00586,Senegal,Thies,Occasionnel,2022-11-10
CUS00587,Senegal,Saint-Louis,Nouveau,2022-04-16
CUS00588,Cameroun,Yaounde,Standard,2021-06-02
CUS00589,Maroc,Marrakech,Occasionnel,2021-03-09
CUS00590,France,Marseille,Premium,2022-03-01
CUS00591,France,Bordeaux,Nouveau,2022-09-05
CUS00592,France,Lyon,Occasionnel,2023-03-08
CUS00593,Nigeria,Abuja,Occasionnel,2021-10-14
CUS00594,Senegal,Saint-Louis,Occasionnel,2022-12-10
CUS00595,Cote d'Ivoire,Abidjan,Standard,2021-06-05
CUS00596,Nigeria,Kano,Occasionnel,2024-05-04
CUS00597,Ghana,Kumasi,Premium,2022-07-14
CUS00598,Belgique,Liege,Standard,2024-02-07
CUS00599,Ghana,Kumasi,Standard,2024-04-14
CUS00600,Ghana,Accra,Occasionnel,2022-08-28
CUS00601,Cameroun,Douala,Premium,2021-11-12
CUS00602,Ghana,Accra,Occasionnel,2022-10-11
CUS00603,Nigeria,Lagos,Premium,2022-09-24
CUS00604,Belgique,Liege,Occasionnel,2021-07-29
CUS00605,France,Paris,Standard,2023-07-09
CUS00606,Ghana,Accra,Premium,2022-12-26
CUS00607,Senegal,Saint-Louis,Occasionnel,2022-10-27
CUS00608,Ghana,Accra,Standard,2023-03-06
CUS00609,Senegal,Saint-Louis,Nouveau,2022-05-13
CUS00610,France,Bordeaux,Standard,2022-07-05
CUS00611,Maroc,Rabat,Standard,2021-05-10
CUS00612,France,Bordeaux,Standard,2022-09-06
CUS00613,Belgique,Bruxelles,Standard,2022-05-21
CUS00614,Belgique,Bruxelles,Standard,2021-10-05
CUS00615,Maroc,Casablanca,Nouveau,2022-11-12
CUS00616,Ghana,Kumasi,Standard,2023-06-01
CUS00617,France,Marseille,Standard,2022-02-16
CUS00618,Belgique,Liege,Standard,2023-03-27
CUS00619,Nigeria,Abuja,Occasionnel,2023-10-03
CUS00620,Cameroun,Yaounde,Standard,2023-03-16
CUS00621,Nigeria,Lagos,Nouveau,2022-02-14
CUS00622,France,Paris,Nouveau,2023-08-04
CUS00623,Cameroun,Yaounde,Occasionnel,2021-05-22
CUS00624,Ghana,Kumasi,Premium,2022-09-13
CUS00625,Cameroun,Yaounde,Occasionnel,2023-05-17
CUS00626,Ghana,Accra,Standard,2024-05-09
CUS00627,Belgique,Liege,Occasionnel,2023-05-07
CUS00628,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-01-05
CUS00629,Senegal,Dakar,Occasionnel,2022-12-29
CUS00630,France,Paris,Occasionnel,2023-03-30
CUS00631,Nigeria,Abuja,Premium,2021-07-21
CUS00632,Maroc,Casablanca,Occasionnel,2023-11-29
CUS00633,Cameroun,Yaounde,Standard,2023-08-07
CUS00634,France,Marseille,Nouveau,2023-09-16
CUS00635,Senegal,Thies,Standard,2021-06-25
CUS00636,Senegal,Saint-Louis,Premium,2022-10-01
CUS00637,Nigeria,Abuja,Occasionnel,2023-12-04
CUS00638,Belgique,Liege,Standard,2023-06-17
CUS00639,Belgique,Liege,Premium,2021-04-02
CUS00640,Senegal,Dakar,Occasionnel,2021-08-12
CUS00641,France,Lyon,Occasionnel,2024-02-05
CUS00642,France,Marseille,Occasionnel,2023-08-05
CUS00643,Cameroun,Yaounde,Occasionnel,2022-01-17
CUS00644,Ghana,Kumasi,Premium,2024-06-11
CUS00645,Cameroun,Yaounde,Occasionnel,2023-03-08
CUS00646,Cote d'Ivoire,Bouake,Standard,2021-05-09
CUS00647,Senegal,Saint-Louis,Standard,2022-10-30
CUS00648,Cameroun,Yaounde,Premium,2023-09-30
CUS00649,Nigeria,Kano,Standard,2023-03-15
CUS00650,Senegal,Thies,Standard,2023-07-27
CUS00651,France,Marseille,Nouveau,2024-04-23
CUS00652,Senegal,Saint-Louis,Premium,2021-08-30
CUS00653,Cameroun,Yaounde,Premium,2023-02-04
CUS00654,France,Bordeaux,Standard,2021-10-10
CUS00655,Ghana,Kumasi,Standard,2024-01-06
CUS00656,France,Lyon,Standard,2021-10-15
CUS00657,France,Marseille,Occasionnel,2024-06-22
CUS00658,Cote d'Ivoire,Yamoussoukro,Nouveau,2023-09-20
CUS00659,France,Lyon,Occasionnel,2024-02-25
CUS00660,Belgique,Liege,Occasionnel,2023-05-02
CUS00661,Belgique,Liege,Standard,2024-03-03
CUS00662,Cote d'Ivoire,Bouake,Standard,2022-07-17
CUS00663,Cameroun,Yaounde,Standard,2023-07-26
CUS00664,Belgique,Bruxelles,Occasionnel,2022-07-03
CUS00665,Nigeria,Kano,Occasionnel,2021-03-27
CUS00666,Belgique,Bruxelles,Nouveau,2021-07-29
CUS00667,Cameroun,Yaounde,Nouveau,2021-03-08
CUS00668,Belgique,Liege,Standard,2021-06-28
CUS00669,Belgique,Bruxelles,Occasionnel,2022-05-01
CUS00670,Cameroun,Yaounde,Nouveau,2024-06-03
CUS00671,Ghana,Accra,Occasionnel,2022-02-28
CUS00672,Cameroun,Douala,Occasionnel,2023-12-27
CUS00673,Maroc,Marrakech,Occasionnel,2022-10-25
CUS00674,Maroc,Rabat,Occasionnel,2023-11-20
CUS00675,Senegal,Dakar,Nouveau,2023-04-23
CUS00676,Cote d'Ivoire,Yamoussoukro,Nouveau,2021-09-17
CUS00677,France,Lyon,Premium,2022-10-22
CUS00678,Cameroun,Yaounde,Standard,2024-03-28
CUS00679,Maroc,Marrakech,Standard,2023-07-15
CUS00680,Senegal,Saint-Louis,Occasionnel,2021-07-10
CUS00681,Ghana,Kumasi,Occasionnel,2023-01-26
CUS00682,Belgique,Liege,Standard,2021-01-06
CUS00683,Senegal,Saint-Louis,Nouveau,2023-01-04
CUS00684,Senegal,Saint-Louis,Standard,2023-05-30
CUS00685,Cameroun,Yaounde,Standard,2022-08-04
CUS00686,Nigeria,Kano,Occasionnel,2024-03-05
CUS00687,Belgique,Liege,Nouveau,2021-04-10
CUS00688,Cote d'Ivoire,Abidjan,Occasionnel,2023-07-31
CUS00689,Cote d'Ivoire,Abidjan,Nouveau,2021-11-20
CUS00690,Belgique,Liege,Premium,2023-05-27
CUS00691,Cameroun,Douala,Nouveau,2022-09-11
CUS00692,France,Marseille,Premium,2023-01-09
CUS00693,Maroc,Casablanca,Standard,2021-12-05
CUS00694,Cote d'Ivoire,Daloa,Occasionnel,2022-04-25
CUS00695,Ghana,Accra,Occasionnel,2021-01-03
CUS00696,Cameroun,Yaounde,Premium,2024-04-30
CUS00697,Cameroun,Yaounde,Premium,2022-12-05
CUS00698,Senegal,Thies,Occasionnel,2023-09-06
CUS00699,Senegal,Dakar,Standard,2021-07-29
CUS00700,Senegal,Thies,Standard,2022-09-05
CUS00701,France,Bordeaux,Occasionnel,2021-09-30
CUS00702,France,Paris,Occasionnel,2021-01-18
CUS00703,France,Bordeaux,Standard,2022-03-13
CUS00704,France,Bordeaux,Occasionnel,2023-06-26
CUS00705,Cameroun,Douala,Nouveau,2021-10-14
CUS00706,Senegal,Saint-Louis,Occasionnel,2022-12-21
CUS00707,Ghana,Kumasi,Occasionnel,2022-05-23
CUS00708,Maroc,Marrakech,Premium,2024-02-08
CUS00709,Maroc,Marrakech,Premium,2022-09-10
CUS00710,Cameroun,Douala,Occasionnel,2022-08-29
CUS00711,Cote d'Ivoire,Bouake,Standard,2021-08-19
CUS00712,Cameroun,Yaounde,Occasionnel,2021-05-26
CUS00713,Cote d'Ivoire,Yamoussoukro,Nouveau,2021-09-28
CUS00714,Ghana,Kumasi,Standard,2021-12-20
CUS00715,Belgique,Bruxelles,Premium,2021-05-19
CUS00716,Cote d'Ivoire,Yamoussoukro,Standard,2021-05-04
CUS00717,Ghana,Kumasi,Occasionnel,2023-10-24
CUS00718,Ghana,Kumasi,Occasionnel,2021-06-18
CUS00719,France,Marseille,Premium,2021-06-11
CUS00720,Cameroun,Douala,Occasionnel,2023-03-12
CUS00721,Senegal,Thies,Occasionnel,2022-05-04
CUS00722,Cote d'Ivoire,Bouake,Premium,2023-06-09
CUS00723,Senegal,Thies,Occasionnel,2021-04-23
CUS00724,Maroc,Marrakech,Occasionnel,2021-12-26
CUS00725,Senegal,Dakar,Occasionnel,2021-01-24
CUS00726,France,Bordeaux,Nouveau,2023-12-08
CUS00727,Maroc,Casablanca,Standard,2022-07-05
CUS00728,Senegal,Dakar,Standard,2023-05-30
CUS00729,Maroc,Marrakech,Premium,2024-03-26
CUS00730,Senegal,Thies,Standard,2023-01-08
CUS00731,Cote d'Ivoire,Daloa,Nouveau,2021-12-08
CUS00732,Nigeria,Lagos,Standard,2021-07-30
CUS00733,Senegal,Dakar,Occasionnel,2021-01-06
CUS00734,Cote d'Ivoire,Abidjan,Standard,2023-08-25
CUS00735,Nigeria,Abuja,Nouveau,2022-01-02
CUS00736,Cote d'Ivoire,Daloa,Standard,2022-05-24
CUS00737,Ghana,Kumasi,Standard,2021-06-09
CUS00738,Nigeria,Lagos,Occasionnel,2021-04-18
CUS00739,France,Lyon,Occasionnel,2021-04-05
CUS00740,Ghana,Accra,Nouveau,2022-08-02
CUS00741,Maroc,Rabat,Premium,2023-07-25
CUS00742,Cote d'Ivoire,Yamoussoukro,Standard,2024-02-29
CUS00743,Maroc,Marrakech,Occasionnel,2023-08-09
CUS00744,Nigeria,Kano,Nouveau,2022-02-05
CUS00745,Cameroun,Douala,Premium,2023-04-20
CUS00746,Cote d'Ivoire,Bouake,Occasionnel,2021-01-20
CUS00747,Nigeria,Lagos,Occasionnel,2023-02-10
CUS00748,Maroc,Casablanca,Standard,2022-05-03
CUS00749,Ghana,Kumasi,Nouveau,2021-10-19
CUS00750,Maroc,Casablanca,Premium,2022-04-20
CUS00751,Ghana,Kumasi,Standard,2021-06-23
CUS00752,Senegal,Saint-Louis,Premium,2023-03-19
CUS00753,Senegal,Saint-Louis,Occasionnel,2023-06-10
CUS00754,France,Lyon,Standard,2022-10-08
CUS00755,Ghana,Kumasi,Standard,2022-07-11
CUS00756,Cameroun,Douala,Nouveau,2021-10-06
CUS00757,Senegal,Dakar,Premium,2023-07-10
CUS00758,Belgique,Liege,Standard,2024-01-03
CUS00759,Nigeria,Lagos,Standard,2023-08-07
CUS00760,Maroc,Casablanca,Premium,2022-09-16
CUS00761,Cote d'Ivoire,Bouake,Occasionnel,2022-11-03
CUS00762,France,Paris,Occasionnel,2022-12-30
CUS00763,Ghana,Accra,Occasionnel,2022-06-17
CUS00764,France,Paris,Nouveau,2023-07-16
CUS00765,Cameroun,Douala,Standard,2021-10-14
CUS00766,Senegal,Dakar,Premium,2022-04-01
CUS00767,France,Lyon,Occasionnel,2023-02-02
CUS00768,Senegal,Saint-Louis,Occasionnel,2021-06-03
CUS00769,Cote d'Ivoire,Abidjan,Standard,2023-06-28
CUS00770,France,Paris,Nouveau,2022-11-11
CUS00771,Senegal,Dakar,Nouveau,2021-04-14
CUS00772,France,Bordeaux,Occasionnel,2023-03-20
CUS00773,Belgique,Bruxelles,Standard,2023-05-24
CUS00774,France,Marseille,Standard,2022-01-19
CUS00775,Maroc,Rabat,Standard,2021-11-01
CUS00776,Cote d'Ivoire,Bouake,Occasionnel,2023-10-19
CUS00777,Ghana,Kumasi,Premium,2022-07-27
CUS00778,Ghana,Accra,Standard,2023-12-13
CUS00779,Cameroun,Douala,Nouveau,2023-01-06
CUS00780,Belgique,Liege,Standard,2024-03-04
CUS00781,Nigeria,Abuja,Standard,2021-02-23
CUS00782,Nigeria,Kano,Standard,2022-07-30
CUS00783,Cote d'Ivoire,Daloa,Occasionnel,2024-04-11
CUS00784,Cameroun,Douala,Premium,2022-05-09
CUS00785,Maroc,Marrakech,Occasionnel,2021-04-25
CUS00786,Cameroun,Yaounde,Standard,2021-12-22
CUS00787,France,Lyon,Occasionnel,2023-01-05
CUS00788,Cote d'Ivoire,Yamoussoukro,Nouveau,2024-02-29
CUS00789,France,Lyon,Occasionnel,2023-10-06
CUS00790,Maroc,Casablanca,Standard,2021-07-04
CUS00791,Cote d'Ivoire,Bouake,Occasionnel,2021-02-10
CUS00792,Belgique,Bruxelles,Standard,2024-06-11
CUS00793,Cameroun,Douala,Standard,2021-12-30
CUS00794,Nigeria,Lagos,Premium,2024-04-16
CUS00795,France,Paris,Occasionnel,2023-01-18
CUS00796,Senegal,Thies,Occasionnel,2023-03-22
CUS00797,Senegal,Thies,Standard,2021-10-07
CUS00798,France,Bordeaux,Occasionnel,2023-09-25
CUS00799,Nigeria,Lagos,Occasionnel,2024-02-25
CUS00800,Nigeria,Lagos,Occasionnel,2021-12-26
CUS00801,Ghana,Kumasi,Occasionnel,2022-08-27
CUS00802,France,Lyon,Occasionnel,2024-03-19
CUS00803,Ghana,Accra,Standard,2022-10-14
CUS00804,Cameroun,Douala,Nouveau,2021-10-16
CUS00805,Nigeria,Kano,Premium,2022-12-12
CUS00806,Nigeria,Lagos,Occasionnel,2021-07-01
CUS00807,Nigeria,Abuja,Premium,2022-03-06
CUS00808,Cameroun,Douala,Standard,2021-08-10
CUS00809,Cote d'Ivoire,Abidjan,Standard,2023-05-10
CUS00810,France,Bordeaux,Standard,2023-02-15
CUS00811,Nigeria,Kano,Standard,2023-09-09
CUS00812,Cameroun,Douala,Standard,2021-03-10
CUS00813,Maroc,Casablanca,Standard,2021-08-03
CUS00814,Senegal,Thies,Standard,2023-02-08
CUS00815,France,Paris,Occasionnel,2021-07-10
CUS00816,Nigeria,Kano,Nouveau,2023-09-16
CUS00817,Cote d'Ivoire,Daloa,Nouveau,2021-12-04
CUS00818,Ghana,Accra,Premium,2022-11-10
CUS00819,Cameroun,Douala,Standard,2024-02-09
CUS00820,Maroc,Marrakech,Standard,2022-05-02
CUS00821,Senegal,Dakar,Standard,2024-01-31
CUS00822,Belgique,Bruxelles,Premium,2021-01-08
CUS00823,Ghana,Accra,Standard,2024-05-14
CUS00824,Belgique,Bruxelles,Premium,2022-02-28
CUS00825,France,Marseille,Nouveau,2023-08-28
CUS00826,Senegal,Thies,Occasionnel,2023-08-23
CUS00827,Belgique,Liege,Premium,2024-01-20
CUS00828,Ghana,Accra,Standard,2023-02-21
CUS00829,Nigeria,Lagos,Standard,2022-06-24
CUS00830,Belgique,Liege,Standard,2022-07-05
CUS00831,Cote d'Ivoire,Bouake,Occasionnel,2021-07-18
CUS00832,Senegal,Saint-Louis,Standard,2024-01-14
CUS00833,Ghana,Accra,Occasionnel,2023-03-04
CUS00834,Ghana,Kumasi,Occasionnel,2022-04-28
CUS00835,Belgique,Liege,Premium,2021-03-13
CUS00836,France,Paris,Nouveau,2023-07-09
CUS00837,France,Lyon,Nouveau,2022-01-30
CUS00838,France,Paris,Standard,2023-06-11
CUS00839,Cameroun,Douala,Occasionnel,2022-06-13
CUS00840,Nigeria,Kano,Nouveau,2021-05-18
CUS00841,Senegal,Thies,Occasionnel,2024-02-05
CUS00842,Nigeria,Abuja,Occasionnel,2021-01-26
CUS00843,Ghana,Accra,Standard,2021-10-31
CUS00844,Senegal,Dakar,Occasionnel,2021-07-26
CUS00845,Maroc,Marrakech,Nouveau,2023-04-22
CUS00846,Maroc,Rabat,Occasionnel,2024-03-17
CUS00847,Belgique,Bruxelles,Standard,2023-04-06
CUS00848,France,Bordeaux,Premium,2022-11-10
CUS00849,Cameroun,Douala,Occasionnel,2022-07-05
CUS00850,Nigeria,Lagos,Standard,2022-09-13
CUS00851,Maroc,Rabat,Occasionnel,2021-07-21
CUS00852,Cameroun,Douala,Standard,2023-06-27
CUS00853,Nigeria,Abuja,Occasionnel,2024-05-23
CUS00854,Senegal,Dakar,Standard,2023-04-14
CUS00855,Belgique,Liege,Occasionnel,2023-11-22
CUS00856,France,Paris,Standard,2023-11-04
CUS00857,Ghana,Accra,Occasionnel,2023-12-10
CUS00858,Cote d'Ivoire,Bouake,Standard,2022-02-16
CUS00859,Cote d'Ivoire,Bouake,Premium,2021-04-14
CUS00860,Nigeria,Kano,Standard,2023-01-25
CUS00861,Belgique,Liege,Occasionnel,2021-09-11
CUS00862,Cote d'Ivoire,Bouake,Standard,2024-05-01
CUS00863,Belgique,Bruxelles,Nouveau,2023-08-30
CUS00864,Nigeria,Abuja,Standard,2022-06-14
CUS00865,Senegal,Thies,Premium,2021-04-12
CUS00866,France,Lyon,Nouveau,2022-04-07
CUS00867,Cameroun,Yaounde,Occasionnel,2023-11-18
CUS00868,Cote d'Ivoire,Abidjan,Standard,2021-09-28
CUS00869,France,Paris,Standard,2024-05-30
CUS00870,Maroc,Marrakech,Nouveau,2022-07-18
CUS00871,Ghana,Kumasi,Nouveau,2023-07-30
CUS00872,Maroc,Casablanca,Standard,2023-12-03
CUS00873,Ghana,Accra,Premium,2023-02-06
CUS00874,Maroc,Rabat,Occasionnel,2023-09-14
CUS00875,Senegal,Thies,Nouveau,2022-10-28
CUS00876,Maroc,Rabat,Occasionnel,2022-09-04
CUS00877,Cameroun,Douala,Occasionnel,2022-05-08
CUS00878,Cote d'Ivoire,Daloa,Occasionnel,2021-10-14
CUS00879,Cote d'Ivoire,Daloa,Nouveau,2022-06-16
CUS00880,Ghana,Kumasi,Standard,2021-03-14
CUS00881,Cameroun,Yaounde,Occasionnel,2022-04-01
CUS00882,Belgique,Liege,Occasionnel,2021-12-15
CUS00883,France,Marseille,Premium,2021-09-20
CUS00884,Maroc,Marrakech,Occasionnel,2022-01-10
CUS00885,Nigeria,Kano,Premium,2022-12-29
CUS00886,Cameroun,Yaounde,Standard,2022-11-10
CUS00887,Nigeria,Abuja,Occasionnel,2023-08-08
CUS00888,Senegal,Thies,Premium,2024-04-10
CUS00889,Senegal,Thies,Nouveau,2023-10-22
CUS00890,Senegal,Saint-Louis,Standard,2022-09-04
CUS00891,Ghana,Accra,Nouveau,2021-11-05
CUS00892,France,Lyon,Standard,2024-03-12
CUS00893,Belgique,Bruxelles,Standard,2022-01-05
CUS00894,Senegal,Thies,Standard,2021-12-29
CUS00895,Nigeria,Kano,Premium,2023-07-15
CUS00896,Maroc,Casablanca,Occasionnel,2021-12-12
CUS00897,France,Bordeaux,Occasionnel,2021-06-30
CUS00898,France,Bordeaux,Occasionnel,2023-04-07
CUS00899,Ghana,Kumasi,Standard,2021-03-19
CUS00900,Cameroun,Yaounde,Nouveau,2022-10-22
CUS00901,Cameroun,Douala,Occasionnel,2022-05-25
CUS00902,Cameroun,Yaounde,Standard,2021-07-30
CUS00903,Ghana,Kumasi,Standard,2021-04-04
CUS00904,Maroc,Rabat,Standard,2023-12-02
CUS00905,Nigeria,Abuja,Nouveau,2021-10-02
CUS00906,Nigeria,Abuja,Standard,2022-01-21
CUS00907,France,Bordeaux,Premium,2022-04-05
CUS00908,France,Lyon,Occasionnel,2024-04-22
CUS00909,France,Paris,Standard,2021-03-18
CUS00910,Ghana,Kumasi,Occasionnel,2024-06-30
CUS00911,Cote d'Ivoire,Abidjan,Occasionnel,2021-02-10
CUS00912,Cote d'Ivoire,Abidjan,Standard,2023-02-18
CUS00913,Senegal,Saint-Louis,Standard,2021-11-10
CUS00914,Cameroun,Douala,Standard,2021-07-26
CUS00915,Maroc,Marrakech,Occasionnel,2021-10-08
CUS00916,Ghana,Accra,Occasionnel,2024-06-19
CUS00917,Senegal,Thies,Premium,2021-08-06
CUS00918,Belgique,Bruxelles,Occasionnel,2022-06-23
CUS00919,Cameroun,Yaounde,Occasionnel,2022-08-28
CUS00920,France,Paris,Occasionnel,2022-03-02
CUS00921,Belgique,Liege,Standard,2021-01-27
CUS00922,Senegal,Dakar,Occasionnel,2023-10-09
CUS00923,France,Paris,Occasionnel,2021-06-03
CUS00924,Senegal,Thies,Occasionnel,2023-07-25
CUS00925,Maroc,Rabat,Standard,2021-07-24
CUS00926,France,Paris,Nouveau,2023-01-08
CUS00927,Nigeria,Abuja,Occasionnel,2021-07-14
CUS00928,Cote d'Ivoire,Abidjan,Nouveau,2021-12-16
CUS00929,Nigeria,Abuja,Nouveau,2024-06-27
CUS00930,Maroc,Marrakech,Premium,2022-12-03
CUS00931,France,Paris,Standard,2023-07-24
CUS00932,Maroc,Rabat,Occasionnel,2023-09-07
CUS00933,Ghana,Accra,Premium,2021-05-01
CUS00934,France,Paris,Standard,2024-04-24
CUS00935,Belgique,Liege,Standard,2023-02-17
CUS00936,Nigeria,Kano,Premium,2021-09-25
CUS00937,Belgique,Liege,Premium,2023-04-23
CUS00938,Belgique,Bruxelles,Premium,2022-10-06
CUS00939,Cote d'Ivoire,Bouake,Nouveau,2022-11-24
CUS00940,Senegal,Thies,Occasionnel,2022-05-25
CUS00941,Belgique,Liege,Occasionnel,2023-02-28
CUS00942,France,Paris,Premium,2021-11-18
CUS00943,Belgique,Liege,Nouveau,2021-06-03
CUS00944,Belgique,Liege,Standard,2022-07-24
CUS00945,Cote d'Ivoire,Bouake,Occasionnel,2023-02-15
CUS00946,Ghana,Accra,Premium,2023-06-29
CUS00947,Belgique,Bruxelles,Nouveau,2023-07-05
CUS00948,Nigeria,Lagos,Nouveau,2021-02-06
CUS00949,Senegal,Thies,Standard,2024-02-16
CUS00950,Cote d'Ivoire,Abidjan,Occasionnel,2024-06-21
CUS00951,Maroc,Marrakech,Occasionnel,2023-07-24
CUS00952,Nigeria,Abuja,Occasionnel,2022-04-02
CUS00953,Belgique,Liege,Occasionnel,2024-06-23
CUS00954,Belgique,Liege,Occasionnel,2021-08-22
CUS00955,Senegal,Saint-Louis,Standard,2022-12-01
