inscription_id,apprenant_id,parcours_id,date_inscription,statut,progression_pct,csat,jours_depuis_inscription,mois_inscription,est_inscription_weekend,nb_sessions,duree_totale_min,nb_semaines_actives,engagement_score,nb_jours_inactif,at_risk_dropout
INS01571,APP1119,PAR004,2022-07-13,Suspendu,29.0,,718,7,0,0.0,0.0,0.0,0.0,718.0,1
INS01572,APP1119,PAR008,2022-07-13,Abandonne,39.0,,718,7,0,0.0,0.0,0.0,0.0,718.0,1
INS01573,APP1120,PAR009,2022-03-26,Abandonne,8.0,,827,3,1,0.0,0.0,0.0,0.0,827.0,1
INS01574,APP1121,PAR001,2023-10-04,Termine,100.0,5.0,270,10,0,0.0,0.0,0.0,0.0,270.0,0
INS01575,APP1122,PAR002,2022-10-24,Termine,100.0,5.0,615,10,0,0.0,0.0,0.0,0.0,615.0,0
INS01576,APP1123,PAR011,2023-10-12,Termine,100.0,5.0,262,10,0,58.0,2593.0,29.0,48.155765822390975,1.0,0
INS01577,APP1123,PAR009,2023-10-12,Termine,100.0,4.0,262,10,0,0.0,0.0,0.0,0.0,262.0,0
INS01578,APP1124,PAR003,2022-10-29,En cours,51.0,,610,10,1,0.0,0.0,0.0,0.0,610.0,1
INS01579,APP1124,PAR001,2022-10-29,Termine,100.0,5.0,610,10,1,63.0,2526.0,36.0,52.32478447668024,2.0,0
INS01580,APP1125,PAR005,2022-06-17,Abandonne,27.0,,744,6,0,0.0,0.0,0.0,0.0,744.0,1
INS01581,APP1126,PAR004,2022-07-14,Termine,100.0,5.0,717,7,0,47.0,1831.0,32.0,40.83694273618029,9.0,0
INS01582,APP1126,PAR012,2022-07-14,Suspendu,25.0,,717,7,0,0.0,0.0,0.0,0.0,717.0,1
INS01583,APP1126,PAR010,2022-07-14,Abandonne,29.0,,717,7,0,0.0,0.0,0.0,0.0,717.0,1
INS01584,APP1127,PAR008,2024-06-30,En cours,7.0,,0,6,1,2.0,63.0,1.0,1.4916844954379387,0.0,0
INS01585,APP1128,PAR002,2024-05-05,En cours,10.0,,56,5,1,0.0,0.0,0.0,0.0,56.0,1
INS01586,APP1129,PAR009,2024-02-10,Abandonne,17.0,,141,2,1,0.0,0.0,0.0,0.0,141.0,1
INS01587,APP1129,PAR010,2024-02-10,Termine,100.0,4.0,141,2,1,32.0,1330.0,16.0,25.925446413182502,2.0,0
INS01588,APP1130,PAR006,2023-08-06,En cours,41.0,,329,8,1,0.0,0.0,0.0,0.0,329.0,1
INS01589,APP1131,PAR007,2022-03-14,Termine,100.0,5.0,839,3,0,0.0,0.0,0.0,0.0,839.0,0
INS01590,APP1131,PAR010,2022-03-14,Suspendu,7.0,,839,3,0,0.0,0.0,0.0,0.0,839.0,1
INS01591,APP1132,PAR001,2023-02-17,Termine,100.0,4.0,499,2,0,0.0,0.0,0.0,0.0,499.0,0
INS01592,APP1133,PAR008,2022-10-07,Abandonne,11.0,,632,10,0,0.0,0.0,0.0,0.0,632.0,1
INS01593,APP1134,PAR001,2023-01-11,Suspendu,14.0,,536,1,0,0.0,0.0,0.0,0.0,536.0,1
INS01594,APP1135,PAR006,2022-07-31,Suspendu,11.0,,700,7,1,7.0,267.0,7.0,6.976496128257921,223.0,1
INS01595,APP1136,PAR007,2024-03-14,Suspendu,16.0,,108,3,0,0.0,0.0,0.0,0.0,108.0,1
INS01596,APP1137,PAR003,2023-07-06,Termine,100.0,5.0,360,7,0,29.0,1179.0,21.0,26.035057542275343,13.0,0
INS01597,APP1137,PAR007,2023-07-06,Termine,100.0,5.0,360,7,0,0.0,0.0,0.0,0.0,360.0,0
INS01598,APP1137,PAR001,2023-07-06,Suspendu,7.0,,360,7,0,0.0,0.0,0.0,0.0,360.0,1
INS01599,APP1138,PAR009,2023-02-09,Termine,100.0,4.0,507,2,0,37.0,1483.0,28.0,33.58422320502438,73.0,0
INS01600,APP1138,PAR006,2023-02-09,Abandonne,31.0,,507,2,0,30.0,1026.0,22.0,25.80975413978921,10.0,1
INS01601,APP1138,PAR007,2023-02-09,En cours,15.0,,507,2,0,7.0,256.0,7.0,6.906174888046957,54.0,1
INS01602,APP1139,PAR005,2022-07-09,Termine,100.0,5.0,722,7,1,0.0,0.0,0.0,0.0,722.0,0
INS01603,APP1140,PAR002,2022-09-08,Abandonne,47.0,,661,9,0,0.0,0.0,0.0,0.0,661.0,1
INS01604,APP1141,PAR002,2023-01-19,Termine,100.0,4.0,528,1,0,0.0,0.0,0.0,0.0,528.0,0
INS01605,APP1141,PAR012,2023-01-19,Abandonne,19.0,,528,1,0,0.0,0.0,0.0,0.0,528.0,1
INS01606,APP1142,PAR009,2022-01-02,Abandonne,20.0,,910,1,1,0.0,0.0,0.0,0.0,910.0,1
INS01607,APP1143,PAR003,2022-10-11,Abandonne,24.0,,628,10,0,4.0,368.0,4.0,5.363769608850413,115.0,1
INS01608,APP1143,PAR005,2022-10-11,En cours,29.0,,628,10,0,0.0,0.0,0.0,0.0,628.0,1
INS01609,APP1144,PAR003,2023-06-24,En cours,39.0,,372,6,1,11.0,484.0,10.0,10.958280227545709,27.0,1
INS01610,APP1145,PAR003,2023-10-14,Suspendu,20.0,,260,10,1,6.0,151.0,6.0,5.482125565585032,19.0,0
INS01611,APP1146,PAR005,2022-08-04,En cours,45.0,,696,8,0,0.0,0.0,0.0,0.0,696.0,1
INS01612,APP1146,PAR002,2022-08-04,En cours,42.0,,696,8,0,24.0,706.0,19.0,20.497238610963002,16.0,0
INS01613,APP1147,PAR003,2022-07-17,Termine,100.0,4.0,714,7,1,36.0,1629.0,26.0,33.348110060709594,9.0,0
INS01614,APP1148,PAR005,2024-06-30,En cours,10.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01615,APP1149,PAR007,2022-03-16,Termine,100.0,3.0,837,3,0,42.0,2488.0,29.0,42.10636635987303,21.0,0
INS01616,APP1150,PAR011,2022-09-06,Suspendu,22.0,,663,9,0,7.0,375.0,6.0,7.250256183662534,71.0,1
INS01617,APP1151,PAR003,2022-09-10,Termine,100.0,3.0,659,9,1,42.0,2000.0,30.0,39.40332709718057,10.0,0
INS01618,APP1152,PAR001,2023-02-20,Abandonne,38.0,,496,2,0,15.0,622.0,14.0,14.851696631985064,70.0,1
INS01619,APP1153,PAR010,2022-12-14,Abandonne,18.0,,564,12,0,2.0,64.0,2.0,1.914744002123784,257.0,1
INS01620,APP1154,PAR006,2022-12-14,Termine,100.0,5.0,564,12,0,0.0,0.0,0.0,0.0,564.0,0
INS01621,APP1155,PAR003,2022-07-07,Termine,100.0,5.0,724,7,0,26.0,1165.0,20.0,24.52048775399564,21.0,0
INS01622,APP1155,PAR001,2022-07-07,Suspendu,6.0,,724,7,0,0.0,0.0,0.0,0.0,724.0,1
INS01623,APP1156,PAR012,2023-07-23,Abandonne,15.0,,343,7,1,0.0,0.0,0.0,0.0,343.0,1
INS01624,APP1157,PAR001,2023-10-13,Termine,100.0,4.0,261,10,0,55.0,2899.0,29.0,49.10357150691506,10.0,0
INS01625,APP1158,PAR005,2023-09-20,En cours,37.0,,284,9,0,0.0,0.0,0.0,0.0,284.0,1
INS01626,APP1158,PAR007,2023-09-20,En cours,68.0,,284,9,0,0.0,0.0,0.0,0.0,284.0,1
INS01627,APP1159,PAR002,2022-09-05,Termine,100.0,4.0,664,9,0,0.0,0.0,0.0,0.0,664.0,0
INS01628,APP1160,PAR006,2022-12-29,Suspendu,5.0,,549,12,0,0.0,0.0,0.0,0.0,549.0,1
INS01629,APP1161,PAR003,2022-04-19,Abandonne,34.0,,803,4,0,0.0,0.0,0.0,0.0,803.0,1
INS01630,APP1162,PAR007,2023-01-02,Termine,100.0,5.0,545,1,0,0.0,0.0,0.0,0.0,545.0,0
INS01631,APP1162,PAR006,2023-01-02,En cours,42.0,,545,1,0,43.0,1552.0,28.0,36.04213588903677,22.0,1
INS01632,APP1163,PAR005,2022-12-29,Abandonne,25.0,,549,12,0,0.0,0.0,0.0,0.0,549.0,1
INS01633,APP1163,PAR007,2022-12-29,Termine,100.0,4.0,549,12,0,70.0,3236.0,41.0,61.299975400100905,6.0,0
INS01634,APP1164,PAR002,2022-08-21,En cours,88.0,,679,8,1,0.0,0.0,0.0,0.0,679.0,0
INS01635,APP1164,PAR001,2022-08-21,Termine,100.0,5.0,679,8,1,57.0,2348.0,31.0,47.086718897244054,47.0,0
INS01636,APP1165,PAR004,2024-06-30,En cours,10.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01637,APP1165,PAR012,2024-06-30,En cours,0.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01638,APP1166,PAR010,2022-05-01,Abandonne,28.0,,791,5,1,0.0,0.0,0.0,0.0,791.0,1
INS01639,APP1167,PAR010,2022-01-21,Termine,100.0,4.0,891,1,0,0.0,0.0,0.0,0.0,891.0,0
INS01640,APP1168,PAR004,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01641,APP1169,PAR008,2024-02-18,Suspendu,5.0,,133,2,1,0.0,0.0,0.0,0.0,133.0,1
INS01642,APP1169,PAR009,2024-02-18,Suspendu,22.0,,133,2,1,0.0,0.0,0.0,0.0,133.0,1
INS01643,APP1170,PAR009,2022-02-27,Abandonne,16.0,,854,2,1,0.0,0.0,0.0,0.0,854.0,1
INS01644,APP1170,PAR007,2022-02-27,En cours,43.0,,854,2,1,20.0,842.0,14.0,17.9387937051119,57.0,1
INS01645,APP1171,PAR002,2022-08-10,Abandonne,36.0,,690,8,0,0.0,0.0,0.0,0.0,690.0,1
INS01646,APP1171,PAR005,2022-08-10,Abandonne,39.0,,690,8,0,0.0,0.0,0.0,0.0,690.0,1
INS01647,APP1172,PAR001,2022-03-13,En cours,81.0,,840,3,1,0.0,0.0,0.0,0.0,840.0,0
INS01648,APP1173,PAR006,2022-12-16,Termine,100.0,3.0,562,12,0,55.0,3018.0,37.0,53.19765280253064,10.0,0
INS01649,APP1173,PAR008,2022-12-16,Termine,100.0,5.0,562,12,0,0.0,0.0,0.0,0.0,562.0,0
INS01650,APP1174,PAR009,2022-03-08,En cours,29.0,,845,3,0,0.0,0.0,0.0,0.0,845.0,1
INS01651,APP1174,PAR007,2022-03-08,En cours,42.0,,845,3,0,19.0,755.0,17.0,18.296482169661857,15.0,0
INS01652,APP1175,PAR002,2023-01-23,En cours,27.0,,524,1,0,0.0,0.0,0.0,0.0,524.0,1
INS01653,APP1176,PAR008,2022-05-28,Abandonne,17.0,,764,5,1,5.0,348.0,5.0,5.988713928915022,79.0,1
INS01654,APP1177,PAR001,2024-06-30,En cours,8.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01655,APP1177,PAR007,2024-06-30,En cours,10.0,,0,6,1,5.0,116.0,1.0,2.8389083777989383,0.0,0
INS01656,APP1178,PAR011,2022-09-01,Abandonne,30.0,,668,9,0,0.0,0.0,0.0,0.0,668.0,1
INS01657,APP1179,PAR004,2023-01-29,En cours,15.0,,518,1,1,0.0,0.0,0.0,0.0,518.0,1
INS01658,APP1179,PAR001,2023-01-29,Abandonne,5.0,,518,1,1,1.0,51.0,1.0,1.078835961426284,172.0,1
INS01659,APP1180,PAR005,2022-05-21,Abandonne,7.0,,771,5,1,2.0,90.0,2.0,2.0809578426224253,75.0,1
INS01660,APP1181,PAR009,2022-09-10,Termine,100.0,4.0,659,9,1,0.0,0.0,0.0,0.0,659.0,0
INS01661,APP1181,PAR010,2022-09-10,Suspendu,28.0,,659,9,1,0.0,0.0,0.0,0.0,659.0,1
INS01662,APP1182,PAR011,2022-01-21,Abandonne,14.0,,891,1,0,5.0,189.0,5.0,4.9722523658656375,12.0,1
INS01663,APP1182,PAR002,2022-01-21,Termine,100.0,5.0,891,1,0,62.0,2507.0,35.0,51.450519395867666,21.0,0
INS01664,APP1183,PAR004,2022-05-12,Termine,100.0,5.0,780,5,0,0.0,0.0,0.0,0.0,780.0,0
INS01665,APP1184,PAR009,2022-12-02,Termine,100.0,5.0,576,12,0,0.0,0.0,0.0,0.0,576.0,0
INS01666,APP1185,PAR011,2022-04-26,Termine,100.0,3.0,796,4,0,42.0,1519.0,27.0,35.078371047955706,11.0,0
INS01667,APP1186,PAR003,2022-03-10,Abandonne,20.0,,843,3,0,7.0,429.0,7.0,8.012136211364842,22.0,1
INS01668,APP1187,PAR005,2022-01-14,En cours,49.0,,898,1,0,0.0,0.0,0.0,0.0,898.0,1
INS01669,APP1188,PAR010,2022-07-16,En cours,66.0,,715,7,1,0.0,0.0,0.0,0.0,715.0,1
INS01670,APP1189,PAR007,2024-03-22,Termine,100.0,3.0,100,3,0,58.0,2642.0,15.0,42.63568164999738,2.0,0
INS01671,APP1189,PAR008,2024-03-22,Abandonne,15.0,,100,3,0,4.0,94.0,4.0,3.6121314435954983,2.0,1
INS01672,APP1190,PAR002,2023-05-11,Termine,100.0,3.0,416,5,0,68.0,3170.0,37.0,58.53911238460543,6.0,0
INS01673,APP1191,PAR011,2024-06-30,En cours,14.0,,0,6,1,2.0,24.0,1.0,1.2423637346899763,0.0,0
INS01674,APP1192,PAR009,2023-05-08,Termine,100.0,3.0,419,5,0,0.0,0.0,0.0,0.0,419.0,0
INS01675,APP1193,PAR004,2022-07-01,Suspendu,13.0,,730,7,0,0.0,0.0,0.0,0.0,730.0,1
INS01676,APP1194,PAR003,2024-02-10,Suspendu,13.0,,141,2,1,0.0,0.0,0.0,0.0,141.0,1
INS01677,APP1195,PAR006,2023-07-18,En cours,82.0,,348,7,0,0.0,0.0,0.0,0.0,348.0,0
INS01678,APP1195,PAR009,2023-07-18,Suspendu,18.0,,348,7,0,0.0,0.0,0.0,0.0,348.0,1
INS01679,APP1196,PAR003,2022-09-13,Termine,100.0,3.0,656,9,0,0.0,0.0,0.0,0.0,656.0,0
INS01680,APP1197,PAR004,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01681,APP1198,PAR009,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01682,APP1199,PAR007,2022-02-20,Termine,100.0,3.0,861,2,1,0.0,0.0,0.0,0.0,861.0,0
INS01683,APP1199,PAR009,2022-02-20,En cours,53.0,,861,2,1,0.0,0.0,0.0,0.0,861.0,1
INS01684,APP1200,PAR008,2024-06-30,En cours,12.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01685,APP1201,PAR001,2022-11-24,En cours,11.0,,584,11,0,2.0,267.0,2.0,3.2124905260170236,123.0,1
INS01686,APP1202,PAR001,2023-02-08,En cours,29.0,,508,2,0,0.0,0.0,0.0,0.0,508.0,1
INS01687,APP1203,PAR008,2023-07-27,Abandonne,34.0,,339,7,0,0.0,0.0,0.0,0.0,339.0,1
INS01688,APP1204,PAR010,2022-03-11,Termine,100.0,3.0,842,3,0,0.0,0.0,0.0,0.0,842.0,0
INS01689,APP1204,PAR005,2022-03-11,Abandonne,42.0,,842,3,0,0.0,0.0,0.0,0.0,842.0,1
INS01690,APP1204,PAR003,2022-03-11,Suspendu,10.0,,842,3,0,0.0,0.0,0.0,0.0,842.0,1
INS01691,APP1205,PAR001,2022-10-25,Abandonne,46.0,,614,10,0,0.0,0.0,0.0,0.0,614.0,1
INS01692,APP1205,PAR012,2022-10-25,Suspendu,14.0,,614,10,0,0.0,0.0,0.0,0.0,614.0,1
INS01693,APP1206,PAR008,2022-03-15,En cours,28.0,,838,3,0,0.0,0.0,0.0,0.0,838.0,1
INS01694,APP1207,PAR005,2022-08-14,Abandonne,21.0,,686,8,1,0.0,0.0,0.0,0.0,686.0,1
INS01695,APP1207,PAR010,2022-08-14,Termine,100.0,5.0,686,8,1,35.0,1629.0,25.0,32.59530894026142,43.0,0
INS01696,APP1208,PAR005,2022-02-10,Suspendu,2.0,,871,2,0,1.0,42.0,1.0,1.021300401253677,301.0,1
INS01697,APP1209,PAR011,2022-09-05,Suspendu,28.0,,664,9,0,0.0,0.0,0.0,0.0,664.0,1
INS01698,APP1210,PAR007,2022-03-24,Abandonne,30.0,,829,3,0,0.0,0.0,0.0,0.0,829.0,1
INS01699,APP1210,PAR006,2022-03-24,Abandonne,31.0,,829,3,0,0.0,0.0,0.0,0.0,829.0,1
INS01700,APP1211,PAR011,2022-10-15,Termine,100.0,4.0,624,10,1,28.0,1419.0,20.0,26.816538026430003,15.0,0
INS01701,APP1212,PAR004,2023-02-28,Abandonne,33.0,,488,2,0,6.0,237.0,6.0,6.031909807234385,26.0,1
INS01702,APP1212,PAR010,2023-02-28,Termine,100.0,4.0,488,2,0,0.0,0.0,0.0,0.0,488.0,0
INS01703,APP1213,PAR009,2024-06-30,En cours,10.0,,0,6,1,4.0,229.0,1.0,3.2251648461845988,0.0,0
INS01704,APP1214,PAR005,2023-01-01,Termine,100.0,4.0,546,1,1,33.0,1143.0,22.0,27.566119783377633,3.0,0
INS01705,APP1215,PAR001,2023-03-14,Suspendu,26.0,,474,3,0,0.0,0.0,0.0,0.0,474.0,1
INS01706,APP1216,PAR003,2022-01-08,Abandonne,8.0,,904,1,1,0.0,0.0,0.0,0.0,904.0,1
INS01707,APP1216,PAR009,2022-01-08,Termine,100.0,4.0,904,1,1,26.0,847.0,22.0,23.3208979612302,76.0,0
INS01708,APP1217,PAR010,2023-01-20,Termine,100.0,5.0,527,1,0,0.0,0.0,0.0,0.0,527.0,0
INS01709,APP1218,PAR002,2022-08-04,En cours,15.0,,696,8,0,0.0,0.0,0.0,0.0,696.0,1
INS01710,APP1219,PAR005,2022-12-23,Termine,100.0,5.0,555,12,0,0.0,0.0,0.0,0.0,555.0,0
INS01711,APP1219,PAR002,2022-12-23,Suspendu,22.0,,555,12,0,0.0,0.0,0.0,0.0,555.0,1
INS01712,APP1220,PAR007,2022-04-16,Termine,100.0,4.0,806,4,1,0.0,0.0,0.0,0.0,806.0,0
INS01713,APP1221,PAR012,2022-08-04,Abandonne,39.0,,696,8,0,0.0,0.0,0.0,0.0,696.0,1
INS01714,APP1221,PAR002,2022-08-04,Termine,100.0,5.0,696,8,0,0.0,0.0,0.0,0.0,696.0,0
INS01715,APP1222,PAR003,2024-04-28,Suspendu,15.0,,63,4,1,0.0,0.0,0.0,0.0,63.0,1
INS01716,APP1222,PAR009,2024-04-28,Suspendu,14.0,,63,4,1,0.0,0.0,0.0,0.0,63.0,1
INS01717,APP1223,PAR005,2023-01-19,En cours,69.0,,528,1,0,0.0,0.0,0.0,0.0,528.0,1
INS01718,APP1224,PAR007,2023-10-27,Termine,100.0,4.0,247,10,0,49.0,1845.0,27.0,39.51537807067849,4.0,0
INS01719,APP1225,PAR004,2022-10-08,Suspendu,19.0,,631,10,1,3.0,73.0,3.0,2.72508068274457,109.0,1
INS01720,APP1225,PAR010,2022-10-08,Suspendu,26.0,,631,10,1,0.0,0.0,0.0,0.0,631.0,1
INS01721,APP1225,PAR009,2022-10-08,Suspendu,1.0,,631,10,1,1.0,2.0,1.0,0.7655868004865363,547.0,1
INS01722,APP1226,PAR006,2022-02-25,Termine,100.0,5.0,856,2,0,91.0,3551.0,44.0,71.6225435355539,2.0,0
INS01723,APP1227,PAR011,2022-01-01,En cours,20.0,,911,1,1,0.0,0.0,0.0,0.0,911.0,1
INS01724,APP1227,PAR006,2022-01-01,Termine,100.0,4.0,911,1,1,0.0,0.0,0.0,0.0,911.0,0
INS01725,APP1228,PAR011,2022-10-02,En cours,24.0,,637,10,1,0.0,0.0,0.0,0.0,637.0,1
INS01726,APP1229,PAR005,2022-11-29,Abandonne,23.0,,579,11,0,0.0,0.0,0.0,0.0,579.0,1
INS01727,APP1230,PAR012,2022-06-01,En cours,65.0,,760,6,0,14.0,755.0,14.0,15.365809900754293,43.0,1
INS01728,APP1230,PAR008,2022-06-01,Suspendu,28.0,,760,6,0,0.0,0.0,0.0,0.0,760.0,1
INS01729,APP1230,PAR005,2022-06-01,Suspendu,6.0,,760,6,0,2.0,154.0,2.0,2.4900996038498504,438.0,1
INS01730,APP1231,PAR004,2022-11-14,En cours,71.0,,594,11,0,40.0,1117.0,27.0,31.836180452682918,14.0,0
INS01731,APP1232,PAR011,2023-09-05,Termine,100.0,3.0,299,9,0,54.0,2702.0,32.0,48.75804756935538,5.0,0
INS01732,APP1233,PAR006,2022-08-15,En cours,12.0,,685,8,0,0.0,0.0,0.0,0.0,685.0,1
INS01733,APP1234,PAR006,2023-05-15,Termine,100.0,5.0,412,5,0,50.0,2332.0,31.0,44.63149228046661,3.0,0
INS01734,APP1235,PAR004,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01735,APP1235,PAR008,2024-06-30,En cours,5.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01736,APP1236,PAR010,2023-12-07,Termine,100.0,3.0,206,12,0,0.0,0.0,0.0,0.0,206.0,0
INS01737,APP1237,PAR006,2022-07-16,Abandonne,46.0,,715,7,1,0.0,0.0,0.0,0.0,715.0,1
INS01738,APP1238,PAR001,2022-04-15,Abandonne,34.0,,807,4,0,14.0,412.0,12.0,12.339732440842727,15.0,1
INS01739,APP1238,PAR003,2022-04-15,En cours,16.0,,807,4,0,2.0,76.0,2.0,1.9914580823539259,15.0,0
INS01740,APP1239,PAR011,2022-11-19,En cours,33.0,,589,11,1,0.0,0.0,0.0,0.0,589.0,1
INS01741,APP1239,PAR001,2022-11-19,Termine,100.0,5.0,589,11,1,47.0,2024.0,31.0,41.65409419321509,5.0,0
INS01742,APP1240,PAR010,2024-03-08,Suspendu,8.0,,114,3,0,1.0,28.0,1.0,0.9318006409851778,85.0,1
INS01743,APP1241,PAR008,2023-03-20,Termine,100.0,5.0,468,3,0,0.0,0.0,0.0,0.0,468.0,0
INS01744,APP1242,PAR001,2024-06-30,En cours,5.0,,0,6,1,2.0,49.0,1.0,1.4021847351694392,0.0,0
INS01745,APP1242,PAR012,2024-06-30,En cours,4.0,,0,6,1,1.0,23.0,1.0,0.8998364408892852,0.0,0
INS01746,APP1242,PAR003,2024-06-30,En cours,11.0,,0,6,1,2.0,170.0,1.0,2.1757183774900404,0.0,0
INS01747,APP1243,PAR007,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01748,APP1244,PAR009,2022-09-24,Termine,100.0,5.0,645,9,1,40.0,2108.0,27.0,38.17148491168883,6.0,0
INS01749,APP1244,PAR008,2022-09-24,Abandonne,45.0,,645,9,1,0.0,0.0,0.0,0.0,645.0,1
INS01750,APP1245,PAR007,2023-09-05,En cours,46.0,,299,9,0,0.0,0.0,0.0,0.0,299.0,1
INS01751,APP1245,PAR009,2023-09-05,Suspendu,23.0,,299,9,0,0.0,0.0,0.0,0.0,299.0,1
INS01752,APP1246,PAR002,2022-09-27,Abandonne,11.0,,642,9,0,0.0,0.0,0.0,0.0,642.0,1
INS01753,APP1247,PAR011,2022-01-01,Abandonne,18.0,,911,1,1,6.0,380.0,5.0,6.529419263310246,233.0,1
INS01754,APP1248,PAR011,2024-06-30,En cours,11.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01755,APP1249,PAR002,2022-12-29,En cours,59.0,,549,12,0,0.0,0.0,0.0,0.0,549.0,1
INS01756,APP1250,PAR009,2022-09-19,En cours,73.0,,650,9,0,20.0,1001.0,16.0,19.788588601494617,10.0,0
INS01757,APP1250,PAR001,2022-09-19,Termine,100.0,4.0,650,9,0,25.0,1054.0,20.0,23.47474805808531,19.0,0
INS01758,APP1251,PAR011,2022-02-06,Suspendu,10.0,,875,2,1,0.0,0.0,0.0,0.0,875.0,1
INS01759,APP1251,PAR008,2022-02-06,En cours,13.0,,875,2,1,0.0,0.0,0.0,0.0,875.0,1
INS01760,APP1252,PAR011,2022-04-30,En cours,68.0,,792,4,1,0.0,0.0,0.0,0.0,792.0,1
INS01761,APP1253,PAR002,2022-05-10,En cours,82.0,,782,5,0,42.0,2248.0,31.0,41.40541808860352,14.0,0
INS01762,APP1254,PAR006,2023-05-08,En cours,46.0,,419,5,0,0.0,0.0,0.0,0.0,419.0,1
INS01763,APP1254,PAR007,2023-05-08,Termine,100.0,5.0,419,5,0,0.0,0.0,0.0,0.0,419.0,0
INS01764,APP1255,PAR010,2024-04-28,Suspendu,28.0,,63,4,1,0.0,0.0,0.0,0.0,63.0,1
INS01765,APP1255,PAR006,2024-04-28,En cours,86.0,,63,4,1,0.0,0.0,0.0,0.0,63.0,0
INS01766,APP1255,PAR007,2024-04-28,Termine,100.0,4.0,63,4,1,41.0,1854.0,9.0,29.383838000598995,2.0,0
INS01767,APP1256,PAR003,2022-01-31,Suspendu,18.0,,881,1,0,0.0,0.0,0.0,0.0,881.0,1
INS01768,APP1256,PAR001,2022-01-31,En cours,22.0,,881,1,0,0.0,0.0,0.0,0.0,881.0,1
INS01769,APP1257,PAR002,2023-02-10,En cours,87.0,,506,2,0,52.0,2389.0,31.0,45.66815306912281,3.0,0
INS01770,APP1258,PAR008,2022-02-08,En cours,53.0,,873,2,0,11.0,414.0,10.0,10.510781426203215,123.0,1
INS01771,APP1258,PAR006,2022-02-08,Termine,100.0,5.0,873,2,0,105.0,4308.0,46.0,82.00113911634655,8.0,0
INS01772,APP1259,PAR004,2022-06-13,Termine,100.0,3.0,748,6,0,0.0,0.0,0.0,0.0,748.0,0
INS01773,APP1259,PAR008,2022-06-13,En cours,61.0,,748,6,0,0.0,0.0,0.0,0.0,748.0,1
INS01774,APP1259,PAR001,2022-06-13,Suspendu,14.0,,748,6,0,8.0,421.0,7.0,8.297127944992926,44.0,1
INS01775,APP1260,PAR004,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS01776,APP1261,PAR012,2023-02-04,Termine,100.0,4.0,512,2,1,0.0,0.0,0.0,0.0,512.0,0
INS01777,APP1262,PAR001,2022-10-08,Termine,100.0,3.0,631,10,1,0.0,0.0,0.0,0.0,631.0,0
INS01778,APP1263,PAR005,2024-05-27,En cours,33.0,,34,5,0,13.0,573.0,4.0,9.699511896815622,3.0,0
INS01779,APP1264,PAR011,2023-05-03,Termine,100.0,5.0,424,5,0,0.0,0.0,0.0,0.0,424.0,0
INS01780,APP1265,PAR012,2022-04-27,Suspendu,12.0,,795,4,0,2.0,60.0,2.0,1.8891726420470698,370.0,1
INS01781,APP1266,PAR006,2022-11-28,Termine,100.0,5.0,580,11,0,57.0,2899.0,35.0,52.27584041447809,6.0,0
INS01782,APP1267,PAR004,2022-12-09,Termine,100.0,3.0,569,12,0,0.0,0.0,0.0,0.0,569.0,0
INS01783,APP1268,PAR002,2022-12-13,En cours,71.0,,565,12,0,57.0,2279.0,34.0,47.89561293592074,2.0,0
INS01784,APP1268,PAR010,2022-12-13,Termine,100.0,5.0,565,12,0,0.0,0.0,0.0,0.0,565.0,0
INS01785,APP1269,PAR011,2022-06-13,Termine,100.0,5.0,748,6,0,0.0,0.0,0.0,0.0,748.0,0
INS01786,APP1269,PAR005,2022-06-13,En cours,67.0,,748,6,0,0.0,0.0,0.0,0.0,748.0,1
INS01787,APP1270,PAR012,2023-03-09,Termine,100.0,4.0,479,3,0,43.0,1686.0,28.0,36.89877645160669,1.0,0
INS01788,APP1271,PAR004,2022-08-15,Termine,100.0,5.0,685,8,0,0.0,0.0,0.0,0.0,685.0,0
INS01789,APP1272,PAR004,2024-06-30,En cours,0.0,,0,6,1,2.0,154.0,1.0,2.073432937183184,0.0,0
INS01790,APP1272,PAR008,2024-06-30,En cours,0.0,,0,6,1,1.0,28.0,1.0,0.9318006409851778,0.0,0
INS01791,APP1273,PAR006,2022-05-06,Termine,100.0,5.0,786,5,0,0.0,0.0,0.0,0.0,786.0,0
INS01792,APP1273,PAR001,2022-05-06,En cours,85.0,,786,5,0,34.0,1661.0,25.0,32.46374536709362,20.0,0
