inscription_id,apprenant_id,parcours_id,date_inscription,date_fin_reelle,statut,progression_pct,csat,certificat_obtenu
INS01252,APP0893,PAR002,2024-06-30,,En cours,1.0,,0
INS01253,APP0893,PAR003,2024-06-30,,En cours,2.0,,0
INS01254,APP0894,PAR011,2022-08-14,2022-11-09,Termine,100.0,5.0,1
INS01255,APP0895,PAR002,2024-06-30,,En cours,11.0,,0
INS01256,APP0896,PAR004,2023-09-17,2023-12-14,Termine,100.0,4.0,1
INS01257,APP0897,PAR006,2023-03-17,,En cours,69.0,,0
INS01258,APP0898,PAR003,2022-01-18,,En cours,78.0,,0
INS01259,APP0899,PAR012,2022-07-30,2022-09-20,Termine,100.0,4.0,0
INS01260,APP0900,PAR005,2024-06-30,,En cours,10.0,,0
INS01261,APP0900,PAR008,2024-06-30,,En cours,3.0,,0
INS01262,APP0900,PAR009,2024-06-30,,En cours,6.0,,0
INS01263,APP0901,PAR008,2023-07-07,2023-09-01,Termine,100.0,5.0,1
INS01264,APP0901,PAR002,2023-07-07,,En cours,68.0,,0
INS01265,APP0902,PAR003,2024-04-27,2024-05-05,Abandonne,26.0,,0
INS01266,APP0902,PAR011,2024-04-27,,En cours,76.0,,0
INS01267,APP0903,PAR006,2022-07-12,,En cours,38.0,,0
INS01268,APP0904,PAR006,2022-01-08,,Suspendu,17.0,,0
INS01269,APP0904,PAR003,2022-01-08,2022-02-25,Termine,100.0,4.0,1
INS01270,APP0905,PAR002,2024-01-30,,En cours,15.0,,0
INS01271,APP0905,PAR004,2024-01-30,2024-05-03,Termine,100.0,3.0,1
INS01272,APP0906,PAR008,2022-10-09,2022-12-08,Termine,100.0,5.0,1
INS01273,APP0907,PAR007,2022-05-02,2022-05-22,Abandonne,49.0,,0
INS01274,APP0908,PAR001,2022-09-02,,En cours,45.0,,0
INS01275,APP0908,PAR004,2022-09-02,2022-11-06,Termine,100.0,4.0,1
INS01276,APP0909,PAR008,2022-06-13,2022-08-24,Termine,100.0,3.0,1
INS01277,APP0910,PAR006,2022-04-05,,Suspendu,13.0,,0
INS01278,APP0911,PAR005,2022-08-21,,En cours,48.0,,0
INS01279,APP0912,PAR009,2022-03-20,,En cours,80.0,,0
INS01280,APP0913,PAR003,2024-06-30,,En cours,14.0,,0
INS01281,APP0914,PAR002,2022-03-07,2022-08-02,Termine,100.0,5.0,1
INS01282,APP0915,PAR005,2022-12-25,2023-01-11,Abandonne,5.0,,0
INS01283,APP0916,PAR006,2024-01-27,2024-05-29,Termine,100.0,5.0,1
INS01284,APP0917,PAR012,2023-07-17,,En cours,15.0,,0
INS01285,APP0918,PAR007,2022-07-22,2022-09-17,Abandonne,35.0,,0
INS01286,APP0919,PAR006,2023-06-07,2023-12-17,Termine,100.0,5.0,1
INS01287,APP0920,PAR011,2022-07-24,,En cours,18.0,,0
INS01288,APP0920,PAR012,2022-07-24,,Suspendu,18.0,,0
INS01289,APP0921,PAR004,2022-06-12,2022-09-17,Termine,100.0,4.0,1
INS01290,APP0922,PAR003,2022-05-17,,Suspendu,25.0,,0
INS01291,APP0923,PAR009,2022-03-09,2022-03-21,Abandonne,19.0,,0
INS01292,APP0924,PAR007,2022-10-29,,Suspendu,3.0,,0
INS01293,APP0924,PAR004,2022-10-29,,En cours,23.0,,0
INS01294,APP0925,PAR003,2023-01-12,2023-03-29,Termine,100.0,3.0,1
INS01295,APP0926,PAR007,2022-08-30,,Suspendu,29.0,,0
INS01296,APP0926,PAR012,2022-08-30,2022-11-15,Termine,100.0,4.0,0
INS01297,APP0926,PAR011,2022-08-30,,Suspendu,7.0,,0
INS01298,APP0927,PAR008,2022-04-18,,En cours,43.0,,0
INS01299,APP0928,PAR009,2022-04-10,2022-04-25,Abandonne,40.0,,0
INS01300,APP0929,PAR011,2022-01-05,,En cours,55.0,,0
INS01301,APP0930,PAR006,2023-02-26,,Suspendu,27.0,,0
INS01302,APP0930,PAR001,2023-02-26,,Suspendu,18.0,,0
INS01303,APP0931,PAR008,2024-06-30,,En cours,6.0,,0
INS01304,APP0932,PAR003,2023-04-29,,Suspendu,2.0,,0
INS01305,APP0933,PAR001,2023-12-27,,Suspendu,2.0,,0
INS01306,APP0934,PAR012,2022-05-09,,En cours,46.0,,0
INS01307,APP0935,PAR009,2023-02-03,,En cours,87.0,,0
INS01308,APP0936,PAR002,2022-01-05,2022-05-22,Termine,100.0,5.0,1
INS01309,APP0937,PAR002,2022-11-22,2023-04-05,Termine,100.0,4.0,1
INS01310,APP0937,PAR006,2022-11-22,2023-01-01,Abandonne,23.0,,0
INS01311,APP0938,PAR006,2024-06-30,,En cours,10.0,,0
INS01312,APP0939,PAR007,2022-07-13,2022-11-09,Termine,100.0,4.0,1
INS01313,APP0940,PAR003,2022-07-21,2022-09-13,Termine,100.0,5.0,1
INS01314,APP0941,PAR007,2022-09-10,,En cours,63.0,,0
INS01315,APP0942,PAR001,2023-06-30,2023-07-17,Abandonne,47.0,,0
INS01316,APP0943,PAR007,2022-02-20,2022-05-11,Termine,100.0,5.0,1
INS01317,APP0943,PAR001,2022-02-20,2022-05-12,Termine,100.0,5.0,1
INS01318,APP0944,PAR011,2023-01-29,2023-04-09,Termine,100.0,3.0,1
INS01319,APP0945,PAR011,2023-12-08,2024-02-17,Termine,100.0,5.0,1
INS01320,APP0946,PAR003,2022-07-30,2022-09-29,Termine,100.0,4.0,1
INS01321,APP0947,PAR010,2022-11-01,2022-12-05,Termine,100.0,5.0,1
INS01322,APP0948,PAR001,2024-06-11,,Suspendu,26.0,,0
INS01323,APP0948,PAR011,2024-06-11,,En cours,48.0,,0
INS01324,APP0949,PAR012,2022-12-30,2023-03-07,Termine,100.0,3.0,1
INS01325,APP0949,PAR011,2022-12-30,2023-02-26,Termine,100.0,5.0,1
INS01326,APP0950,PAR009,2022-02-18,2022-04-30,Termine,100.0,4.0,1
INS01327,APP0951,PAR005,2023-05-09,2023-05-31,Abandonne,36.0,,0
INS01328,APP0951,PAR007,2023-05-09,2023-08-03,Termine,100.0,4.0,0
INS01329,APP0952,PAR007,2022-04-09,,En cours,78.0,,0
INS01330,APP0952,PAR011,2022-04-09,,En cours,10.0,,0
INS01331,APP0953,PAR012,2022-11-16,,En cours,41.0,,0
INS01332,APP0954,PAR009,2023-02-12,2023-03-22,Abandonne,35.0,,0
INS01333,APP0954,PAR005,2023-02-12,2023-05-06,Termine,100.0,4.0,1
INS01334,APP0955,PAR012,2022-07-05,,Suspendu,26.0,,0
INS01335,APP0955,PAR006,2022-07-05,2022-08-06,Abandonne,5.0,,0
INS01336,APP0956,PAR006,2022-04-22,,Suspendu,4.0,,0
INS01337,APP0956,PAR001,2022-04-22,2022-07-14,Termine,100.0,5.0,1
INS01338,APP0957,PAR005,2024-06-30,,En cours,3.0,,0
INS01339,APP0957,PAR009,2024-06-30,,En cours,13.0,,0
INS01340,APP0958,PAR010,2023-02-23,,En cours,50.0,,0
INS01341,APP0959,PAR003,2022-10-17,2022-10-23,Abandonne,48.0,,0
INS01342,APP0960,PAR012,2022-06-13,,En cours,18.0,,0
INS01343,APP0960,PAR007,2022-06-13,2022-09-26,Termine,100.0,5.0,1
INS01344,APP0961,PAR008,2024-06-10,2024-08-22,Termine,100.0,5.0,1
INS01345,APP0962,PAR011,2022-12-09,2022-12-27,Abandonne,18.0,,0
INS01346,APP0962,PAR004,2022-12-09,2023-03-12,Termine,100.0,5.0,1
INS01347,APP0963,PAR009,2024-06-30,,En cours,0.0,,0
INS01348,APP0963,PAR010,2024-06-30,,En cours,14.0,,0
INS01349,APP0964,PAR010,2022-08-13,,En cours,54.0,,0
INS01350,APP0965,PAR011,2023-11-24,2023-12-29,Abandonne,40.0,,0
INS01351,APP0966,PAR008,2023-07-31,,En cours,20.0,,0
INS01352,APP0967,PAR012,2022-10-10,2022-12-04,Termine,100.0,5.0,1
INS01353,APP0967,PAR006,2022-10-10,,Suspendu,9.0,,0
INS01354,APP0968,PAR011,2023-02-14,2023-04-29,Termine,100.0,5.0,1
INS01355,APP0969,PAR007,2024-06-30,,En cours,6.0,,0
INS01356,APP0970,PAR004,2022-03-29,2022-06-09,Termine,100.0,4.0,1
INS01357,APP0971,PAR005,2022-01-07,,En cours,81.0,,0
INS01358,APP0972,PAR002,2022-08-19,2022-11-24,Termine,100.0,4.0,1
INS01359,APP0972,PAR001,2022-08-19,,Suspendu,22.0,,0
INS01360,APP0973,PAR009,2022-03-07,,En cours,65.0,,0
INS01361,APP0974,PAR006,2022-03-29,,Suspendu,17.0,,0
INS01362,APP0975,PAR007,2024-06-30,,En cours,6.0,,0
INS01363,APP0975,PAR003,2024-06-30,,En cours,9.0,,0
INS01364,APP0976,PAR009,2022-08-04,2022-10-11,Termine,100.0,5.0,0
INS01365,APP0976,PAR012,2022-08-04,,Suspendu,29.0,,0
INS01366,APP0977,PAR005,2022-03-12,,Suspendu,25.0,,0
INS01367,APP0978,PAR004,2022-12-27,2023-02-26,Termine,100.0,5.0,1
INS01368,APP0979,PAR002,2022-01-01,2022-04-28,Termine,100.0,5.0,1
INS01369,APP0980,PAR009,2022-04-27,2022-05-14,Abandonne,10.0,,0
INS01370,APP0981,PAR009,2022-07-25,2022-09-01,Abandonne,48.0,,0
INS01371,APP0981,PAR005,2022-07-25,2022-10-24,Termine,100.0,4.0,0
INS01372,APP0981,PAR012,2022-07-25,2022-08-06,Abandonne,31.0,,0
INS01373,APP0982,PAR006,2023-02-26,2023-03-13,Abandonne,43.0,,0
INS01374,APP0982,PAR011,2023-02-26,,Suspendu,14.0,,0
INS01375,APP0983,PAR003,2024-06-02,,Suspendu,4.0,,0
INS01376,APP0984,PAR001,2022-01-09,,En cours,65.0,,0
INS01377,APP0985,PAR001,2022-08-16,,Suspendu,7.0,,0
INS01378,APP0985,PAR009,2022-08-16,2022-10-17,Termine,100.0,3.0,1
INS01379,APP0985,PAR010,2022-08-16,2022-09-20,Termine,100.0,3.0,1
INS01380,APP0986,PAR005,2022-03-08,2022-03-20,Abandonne,22.0,,0
INS01381,APP0987,PAR004,2023-05-22,,En cours,35.0,,0
INS01382,APP0988,PAR005,2022-10-31,2023-01-12,Termine,100.0,5.0,0
INS01383,APP0988,PAR007,2022-10-31,2023-03-15,Termine,100.0,5.0,1
INS01384,APP0989,PAR009,2022-06-03,,Suspendu,13.0,,0
INS01385,APP0990,PAR002,2022-03-10,2022-05-09,Abandonne,32.0,,0
INS01386,APP0990,PAR001,2022-03-10,,Suspendu,3.0,,0
INS01387,APP0991,PAR006,2023-02-23,,Suspendu,15.0,,0
INS01388,APP0992,PAR005,2022-07-11,,En cours,80.0,,0
INS01389,APP0993,PAR011,2023-06-28,,En cours,49.0,,0
INS01390,APP0994,PAR009,2022-11-13,2023-01-31,Termine,100.0,5.0,1
INS01391,APP0994,PAR006,2022-11-13,,En cours,83.0,,0
INS01392,APP0995,PAR002,2022-06-14,2022-10-04,Termine,100.0,5.0,1
INS01393,APP0996,PAR001,2024-03-13,,En cours,61.0,,0
INS01394,APP0997,PAR011,2023-02-19,2023-03-08,Abandonne,48.0,,0
INS01395,APP0997,PAR002,2023-02-19,2023-03-25,Abandonne,25.0,,0
INS01396,APP0998,PAR008,2023-07-01,2023-08-31,Termine,100.0,5.0,1
INS01397,APP0999,PAR005,2022-10-23,2022-12-30,Termine,100.0,5.0,1
INS01398,APP0999,PAR010,2022-10-23,2022-12-19,Termine,100.0,4.0,1
INS01399,APP1000,PAR012,2023-01-01,,En cours,53.0,,0
INS01400,APP1000,PAR001,2023-01-01,2023-01-30,Abandonne,42.0,,0
INS01401,APP1001,PAR008,2022-12-21,2023-02-11,Termine,100.0,5.0,1
INS01402,APP1002,PAR006,2022-08-01,,En cours,81.0,,0
INS01403,APP1002,PAR004,2022-08-01,2022-10-16,Termine,100.0,3.0,1
INS01404,APP1002,PAR010,2022-08-01,2022-09-08,Termine,100.0,3.0,1
INS01405,APP1003,PAR010,2022-05-23,,En cours,35.0,,0
INS01406,APP1003,PAR011,2022-05-23,2022-05-31,Abandonne,6.0,,0
INS01407,APP1004,PAR011,2024-04-12,,En cours,18.0,,0
INS01408,APP1005,PAR009,2022-06-05,2022-08-11,Termine,100.0,3.0,1
INS01409,APP1006,PAR010,2022-02-21,2022-04-12,Termine,100.0,5.0,1
INS01410,APP1007,PAR004,2022-07-26,,En cours,69.0,,0
INS01411,APP1007,PAR006,2022-07-26,,En cours,63.0,,0
INS01412,APP1008,PAR005,2023-02-07,,En cours,56.0,,0
INS01413,APP1008,PAR012,2023-02-07,,Suspendu,16.0,,0
INS01414,APP1009,PAR011,2023-11-10,2023-11-22,Abandonne,33.0,,0
INS01415,APP1010,PAR012,2022-11-16,2023-01-22,Termine,100.0,4.0,1
INS01416,APP1010,PAR010,2022-11-16,2022-11-26,Abandonne,33.0,,0
INS01417,APP1010,PAR003,2022-11-16,,En cours,84.0,,0
INS01418,APP1011,PAR012,2023-07-10,,Suspendu,2.0,,0
INS01419,APP1011,PAR007,2023-07-10,2023-11-13,Termine,100.0,5.0,1
INS01420,APP1012,PAR009,2024-05-10,2024-08-09,Termine,100.0,5.0,1
INS01421,APP1012,PAR004,2024-05-10,,Suspendu,18.0,,0
INS01422,APP1012,PAR002,2024-05-10,2024-10-03,Termine,100.0,4.0,1
INS01423,APP1013,PAR006,2023-10-29,2023-11-15,Abandonne,23.0,,0
INS01424,APP1014,PAR009,2022-06-06,2022-08-08,Termine,100.0,5.0,1
INS01425,APP1015,PAR010,2024-01-02,,En cours,77.0,,0
INS01426,APP1016,PAR004,2023-12-01,2024-01-29,Termine,100.0,3.0,1
INS01427,APP1016,PAR006,2023-12-01,2024-05-27,Termine,100.0,4.0,1
INS01428,APP1017,PAR008,2022-05-02,2022-07-01,Termine,100.0,4.0,1
INS01429,APP1018,PAR002,2022-04-12,2022-08-23,Termine,100.0,3.0,1
INS01430,APP1018,PAR003,2022-04-12,,Suspendu,4.0,,0
INS01431,APP1019,PAR012,2024-05-18,2024-07-28,Termine,100.0,4.0,1
INS01432,APP1020,PAR007,2023-03-02,2023-03-26,Abandonne,44.0,,0
INS01433,APP1021,PAR007,2022-09-24,,Suspendu,2.0,,0
INS01434,APP1021,PAR002,2022-09-24,,Suspendu,26.0,,0
INS01435,APP1021,PAR011,2022-09-24,,Suspendu,16.0,,0
INS01436,APP1022,PAR001,2023-11-22,2024-02-15,Termine,100.0,3.0,1
INS01437,APP1022,PAR007,2023-11-22,2024-03-05,Termine,100.0,3.0,1
INS01438,APP1023,PAR003,2022-01-17,2022-03-25,Termine,100.0,4.0,1
INS01439,APP1024,PAR008,2022-02-18,2022-03-02,Abandonne,15.0,,0
INS01440,APP1024,PAR004,2022-02-18,,En cours,63.0,,0
INS01441,APP1025,PAR008,2023-09-26,2023-12-09,Termine,100.0,4.0,1
INS01442,APP1026,PAR002,2023-02-06,2023-03-05,Abandonne,9.0,,0
INS01443,APP1027,PAR006,2022-01-17,,Suspendu,10.0,,0
INS01444,APP1027,PAR011,2022-01-17,2022-04-08,Termine,100.0,3.0,1
INS01445,APP1028,PAR009,2022-01-24,,Suspendu,27.0,,0
INS01446,APP1029,PAR007,2022-12-06,,En cours,60.0,,0
INS01447,APP1030,PAR010,2022-05-12,2022-05-23,Abandonne,24.0,,0
INS01448,APP1031,PAR009,2022-07-01,,Suspendu,0.0,,0
INS01449,APP1032,PAR009,2023-12-07,2024-01-11,Abandonne,17.0,,0
INS01450,APP1033,PAR007,2023-04-28,,Suspendu,14.0,,0
INS01451,APP1034,PAR005,2023-02-12,2023-04-19,Termine,100.0,4.0,1
INS01452,APP1034,PAR010,2023-02-12,,Suspendu,28.0,,0
INS01453,APP1034,PAR008,2023-02-12,,Suspendu,0.0,,0
INS01454,APP1035,PAR011,2023-05-15,2023-08-03,Termine,100.0,4.0,1
INS01455,APP1036,PAR007,2022-09-03,,En cours,75.0,,0
INS01456,APP1036,PAR008,2022-09-03,2022-11-01,Termine,100.0,5.0,0
INS01457,APP1037,PAR012,2022-09-05,2022-11-19,Termine,100.0,3.0,1
INS01458,APP1038,PAR008,2024-02-21,2024-03-11,Abandonne,22.0,,0
INS01459,APP1038,PAR007,2024-02-21,2024-05-27,Termine,100.0,5.0,1
INS01460,APP1039,PAR003,2022-01-18,2022-02-17,Abandonne,13.0,,0
INS01461,APP1040,PAR003,2023-03-25,2023-06-07,Termine,100.0,5.0,1
INS01462,APP1041,PAR009,2022-03-05,2022-04-06,Abandonne,30.0,,0
INS01463,APP1041,PAR003,2022-03-05,,En cours,43.0,,0
INS01464,APP1042,PAR008,2023-03-04,2023-05-07,Termine,100.0,5.0,1
INS01465,APP1042,PAR012,2023-03-04,,En cours,70.0,,0
INS01466,APP1043,PAR003,2022-02-02,,En cours,17.0,,0
INS01467,APP1044,PAR012,2024-06-30,,En cours,8.0,,0
INS01468,APP1045,PAR009,2023-10-24,2024-01-08,Termine,100.0,5.0,1
INS01469,APP1046,PAR009,2022-03-03,2022-05-22,Termine,100.0,5.0,1
INS01470,APP1046,PAR002,2022-03-03,2022-06-28,Termine,100.0,5.0,1
INS01471,APP1047,PAR012,2022-12-07,2023-02-07,Termine,100.0,3.0,1
INS01472,APP1048,PAR004,2024-06-30,,En cours,2.0,,0
INS01473,APP1048,PAR008,2024-06-30,,En cours,9.0,,0
INS01474,APP1048,PAR011,2024-06-30,,En cours,14.0,,0
INS01475,APP1049,PAR001,2022-06-11,,Suspendu,18.0,,0
INS01476,APP1050,PAR012,2023-04-21,,Suspendu,24.0,,0
INS01477,APP1050,PAR003,2023-04-21,,Suspendu,20.0,,0
INS01478,APP1050,PAR009,2023-04-21,2023-06-17,Termine,100.0,4.0,1
INS01479,APP1051,PAR006,2024-06-30,,En cours,12.0,,0
INS01480,APP1051,PAR002,2024-06-30,,En cours,14.0,,0
INS01481,APP1051,PAR010,2024-06-30,,En cours,9.0,,0
INS01482,APP1052,PAR007,2023-05-07,,En cours,78.0,,0
INS01483,APP1052,PAR002,2023-05-07,,En cours,58.0,,0
INS01484,APP1053,PAR002,2022-04-29,2022-06-16,Abandonne,33.0,,0
INS01485,APP1054,PAR006,2023-07-01,2023-09-08,Abandonne,13.0,,0
INS01486,APP1055,PAR010,2023-01-24,2023-03-19,Termine,100.0,5.0,1
INS01487,APP1055,PAR005,2023-01-24,,En cours,56.0,,0
INS01488,APP1056,PAR001,2022-02-19,,Suspendu,14.0,,0
INS01489,APP1056,PAR009,2022-02-19,2022-05-16,Termine,100.0,4.0,1
INS01490,APP1057,PAR003,2022-05-29,2022-07-29,Termine,100.0,5.0,1
INS01491,APP1058,PAR002,2022-01-31,,En cours,40.0,,0
INS01492,APP1059,PAR006,2022-04-04,2022-06-26,Abandonne,49.0,,0
INS01493,APP1060,PAR005,2022-07-14,2022-09-19,Termine,100.0,4.0,1
INS01494,APP1061,PAR006,2022-01-16,2022-06-22,Termine,100.0,5.0,1
INS01495,APP1062,PAR005,2022-12-08,2023-01-09,Abandonne,13.0,,0
INS01496,APP1063,PAR005,2022-04-11,2022-06-24,Termine,100.0,5.0,1
INS01497,APP1064,PAR008,2022-11-25,,Suspendu,25.0,,0
INS01498,APP1065,PAR001,2023-04-18,,Suspendu,9.0,,0
INS01499,APP1066,PAR003,2022-11-08,2022-11-29,Abandonne,18.0,,0
INS01500,APP1066,PAR012,2022-11-08,,En cours,21.0,,0
INS01501,APP1066,PAR010,2022-11-08,2022-11-29,Abandonne,11.0,,0
INS01502,APP1067,PAR007,2022-12-14,,Suspendu,20.0,,0
INS01503,APP1068,PAR001,2022-03-20,2022-07-06,Termine,100.0,5.0,1
INS01504,APP1069,PAR005,2024-06-30,,En cours,6.0,,0
INS01505,APP1070,PAR005,2022-05-30,2022-08-25,Termine,100.0,5.0,1
INS01506,APP1071,PAR004,2022-05-01,,Suspendu,6.0,,0
INS01507,APP1071,PAR003,2022-05-01,,Suspendu,22.0,,0
INS01508,APP1072,PAR012,2024-06-24,,En cours,10.0,,0
INS01509,APP1073,PAR008,2023-06-26,,En cours,58.0,,0
INS01510,APP1073,PAR001,2023-06-26,,En cours,17.0,,0
INS01511,APP1074,PAR002,2022-03-04,2022-04-22,Abandonne,49.0,,0
INS01512,APP1075,PAR009,2022-01-25,2022-04-05,Termine,100.0,5.0,1
INS01513,APP1076,PAR006,2022-06-03,2022-07-30,Abandonne,8.0,,0
INS01514,APP1077,PAR002,2024-06-30,,En cours,9.0,,0
INS01515,APP1078,PAR001,2023-09-18,2023-10-09,Abandonne,33.0,,0
INS01516,APP1079,PAR007,2022-10-10,2023-01-06,Termine,100.0,4.0,1
INS01517,APP1079,PAR008,2022-10-10,2022-12-18,Termine,100.0,5.0,1
INS01518,APP1080,PAR010,2022-01-06,2022-02-11,Termine,100.0,3.0,1
INS01519,APP1081,PAR005,2022-06-20,2022-07-08,Abandonne,26.0,,0
INS01520,APP1082,PAR010,2022-05-23,2022-06-13,Abandonne,44.0,,0
INS01521,APP1083,PAR008,2024-06-30,,En cours,12.0,,0
INS01522,APP1084,PAR006,2022-01-10,,Suspendu,28.0,,0
INS01523,APP1085,PAR007,2022-01-07,,En cours,39.0,,0
INS01524,APP1086,PAR008,2023-03-16,2023-05-23,Termine,100.0,3.0,1
INS01525,APP1086,PAR010,2023-03-16,2023-04-26,Termine,100.0,3.0,1
INS01526,APP1087,PAR003,2022-02-24,2022-03-29,Abandonne,40.0,,0
INS01527,APP1087,PAR012,2022-02-24,2022-03-18,Abandonne,6.0,,0
INS01528,APP1088,PAR009,2022-07-11,,En cours,60.0,,0
INS01529,APP1089,PAR011,2022-02-08,2022-04-10,Termine,100.0,4.0,1
INS01530,APP1089,PAR008,2022-02-08,2022-04-23,Termine,100.0,5.0,1
INS01531,APP1090,PAR008,2022-03-21,,Suspendu,4.0,,0
INS01532,APP1091,PAR011,2022-06-16,,Suspendu,12.0,,0
INS01533,APP1092,PAR008,2023-01-04,2023-03-21,Termine,100.0,5.0,1
INS01534,APP1093,PAR003,2023-06-27,,En cours,54.0,,0
INS01535,APP1093,PAR006,2023-06-27,,En cours,53.0,,0
INS01536,APP1094,PAR002,2022-11-21,,En cours,48.0,,0
INS01537,APP1095,PAR010,2022-01-11,,Suspendu,11.0,,0
INS01538,APP1095,PAR011,2022-01-11,,Suspendu,28.0,,0
INS01539,APP1096,PAR010,2022-07-20,,En cours,43.0,,0
INS01540,APP1097,PAR007,2022-03-13,,Suspendu,6.0,,0
INS01541,APP1098,PAR007,2022-03-17,,Suspendu,25.0,,0
INS01542,APP1098,PAR004,2022-03-17,,En cours,39.0,,0
INS01543,APP1099,PAR007,2022-09-11,,En cours,10.0,,0
INS01544,APP1100,PAR006,2023-06-19,,En cours,34.0,,0
INS01545,APP1100,PAR009,2023-06-19,2023-07-06,Abandonne,49.0,,0
INS01546,APP1101,PAR001,2022-04-09,,Suspendu,26.0,,0
INS01547,APP1102,PAR011,2023-09-02,2023-11-25,Termine,100.0,5.0,1
INS01548,APP1102,PAR008,2023-09-02,2023-11-05,Termine,100.0,4.0,1
INS01549,APP1102,PAR005,2023-09-02,2023-09-09,Abandonne,9.0,,0
INS01550,APP1103,PAR011,2023-06-25,2023-08-30,Termine,100.0,4.0,1
INS01551,APP1103,PAR002,2023-06-25,2023-10-25,Termine,100.0,4.0,1
INS01552,APP1104,PAR003,2024-06-30,,En cours,12.0,,0
INS01553,APP1105,PAR012,2024-02-26,,Suspendu,14.0,,0
INS01554,APP1106,PAR001,2022-10-14,2023-01-28,Termine,100.0,4.0,1
INS01555,APP1107,PAR010,2022-03-29,2022-05-21,Termine,100.0,3.0,1
INS01556,APP1108,PAR011,2023-04-01,2023-06-11,Termine,100.0,3.0,1
INS01557,APP1108,PAR005,2023-04-01,2023-04-23,Abandonne,24.0,,0
INS01558,APP1109,PAR009,2024-06-30,,En cours,6.0,,0
INS01559,APP1110,PAR011,2024-03-27,2024-06-01,Termine,100.0,4.0,1
INS01560,APP1111,PAR002,2022-06-03,,En cours,35.0,,0
INS01561,APP1112,PAR011,2024-06-30,,En cours,6.0,,0
INS01562,APP1113,PAR009,2022-04-16,2022-04-26,Abandonne,49.0,,0
INS01563,APP1114,PAR002,2022-11-04,,En cours,10.0,,0
INS01564,APP1114,PAR004,2022-11-04,,Suspendu,25.0,,0
INS01565,APP1115,PAR010,2022-09-13,,Suspendu,1.0,,0
INS01566,APP1116,PAR009,2024-02-21,,En cours,63.0,,0
INS01567,APP1116,PAR010,2024-02-21,2024-04-14,Termine,100.0,4.0,1
INS01568,APP1117,PAR001,2022-08-26,2022-12-07,Termine,100.0,3.0,1
INS01569,APP1118,PAR010,2023-06-14,2023-07-08,Abandonne,24.0,,0
INS01570,APP1118,PAR009,2023-06-14,,En cours,63.0,,0
INS01571,APP1119,PAR004,2022-07-13,,Suspendu,29.0,,0
INS01572,APP1119,PAR008,2022-07-13,2022-08-02,Abandonne,39.0,,0
INS01573,APP1120,PAR009,2022-03-26,2022-04-21,Abandonne,8.0,,0
INS01574,APP1121,PAR001,2023-10-04,2024-01-04,Termine,100.0,5.0,1
INS01575,APP1122,PAR002,2022-10-24,2023-01-31,Termine,100.0,5.0,1
INS01576,APP1123,PAR011,2023-10-12,2023-12-18,Termine,100.0,5.0,0
INS01577,APP1123,PAR009,2023-10-12,2023-12-08,Termine,100.0,4.0,1
INS01578,APP1124,PAR003,2022-10-29,,En cours,51.0,,0
INS01579,APP1124,PAR001,2022-10-29,2023-02-15,Termine,100.0,5.0,1
INS01580,APP1125,PAR005,2022-06-17,2022-07-13,Abandonne,27.0,,0
INS01581,APP1126,PAR004,2022-07-14,2022-09-25,Termine,100.0,5.0,1
INS01582,APP1126,PAR012,2022-07-14,,Suspendu,25.0,,0
INS01583,APP1126,PAR010,2022-07-14,2022-07-31,Abandonne,29.0,,0
INS01584,APP1127,PAR008,2024-06-30,,En cours,7.0,,0
INS01585,APP1128,PAR002,2024-05-05,,En cours,10.0,,0
INS01586,APP1129,PAR009,2024-02-10,2024-03-20,Abandonne,17.0,,0
INS01587,APP1129,PAR010,2024-02-10,2024-03-26,Termine,100.0,4.0,1
INS01588,APP1130,PAR006,2023-08-06,,En cours,41.0,,0
INS01589,APP1131,PAR007,2022-03-14,2022-07-08,Termine,100.0,5.0,1
INS01590,APP1131,PAR010,2022-03-14,,Suspendu,7.0,,0
INS01591,APP1132,PAR001,2023-02-17,2023-06-11,Termine,100.0,4.0,1
INS01592,APP1133,PAR008,2022-10-07,2022-10-29,Abandonne,11.0,,0
INS01593,APP1134,PAR001,2023-01-11,,Suspendu,14.0,,0
INS01594,APP1135,PAR006,2022-07-31,,Suspendu,11.0,,0
INS01595,APP1136,PAR007,2024-03-14,,Suspendu,16.0,,0
INS01596,APP1137,PAR003,2023-07-06,2023-09-08,Termine,100.0,5.0,1
INS01597,APP1137,PAR007,2023-07-06,2023-10-27,Termine,100.0,5.0,1
INS01598,APP1137,PAR001,2023-07-06,,Suspendu,7.0,,0
INS01599,APP1138,PAR009,2023-02-09,2023-04-11,Termine,100.0,4.0,1
INS01600,APP1138,PAR006,2023-02-09,2023-04-14,Abandonne,31.0,,0
INS01601,APP1138,PAR007,2023-02-09,,En cours,15.0,,0
INS01602,APP1139,PAR005,2022-07-09,2022-10-06,Termine,100.0,5.0,1
INS01603,APP1140,PAR002,2022-09-08,2022-10-16,Abandonne,47.0,,0
INS01604,APP1141,PAR002,2023-01-19,2023-05-17,Termine,100.0,4.0,0
INS01605,APP1141,PAR012,2023-01-19,2023-02-17,Abandonne,19.0,,0
INS01606,APP1142,PAR009,2022-01-02,2022-02-06,Abandonne,20.0,,0
INS01607,APP1143,PAR003,2022-10-11,2022-10-28,Abandonne,24.0,,0
INS01608,APP1143,PAR005,2022-10-11,,En cours,29.0,,0
INS01609,APP1144,PAR003,2023-06-24,,En cours,39.0,,0
