session_id,apprenant_id,parcours_id,date_session,heure_connexion,duree_minutes,module_consulte,appareil,est_weekend
SES005509,APP2369,PAR009,2022-06-22,21,45,Module_19,Mobile,0
SES005510,APP2369,PAR009,2023-05-25,22,36,Module_04,Mobile,0
SES005511,APP2369,PAR009,2024-05-31,20,22,Module_07,Desktop,0
SES005512,APP2369,PAR009,2023-04-15,11,14,Module_13,Desktop,1
SES005513,APP2369,PAR009,2023-02-02,19,82,Module_17,Mobile,0
SES005514,APP2369,PAR009,2023-07-05,6,115,Module_09,Desktop,0
SES005515,APP2369,PAR009,2022-09-06,18,16,Module_17,Mobile,0
SES005516,APP2369,PAR009,2022-12-16,16,26,Module_15,Mobile,0
SES005517,APP2369,PAR009,2024-01-16,6,240,Module_07,Mobile,0
SES005518,APP2369,PAR009,2022-07-15,7,36,Module_10,Mobile,0
SES005519,APP2369,PAR009,2024-05-09,17,47,Module_01,Mobile,0
SES005520,APP2369,PAR009,2023-04-08,21,100,Module_07,Desktop,1
SES005521,APP2369,PAR009,2022-08-05,21,28,Module_15,Mobile,0
SES005522,APP2369,PAR009,2023-03-25,6,27,Module_06,Mobile,1
SES005523,APP4203,PAR004,2023-10-01,13,47,Module_01,Mobile,1
SES005524,APP4203,PAR004,2023-10-26,10,65,Module_03,Mobile,0
SES005525,APP4203,PAR004,2023-10-04,20,87,Module_16,Mobile,0
SES005526,APP4203,PAR004,2023-12-29,13,18,Module_10,Mobile,0
SES005527,APP4203,PAR004,2024-01-08,10,46,Module_10,Mobile,0
SES005528,APP4203,PAR004,2024-06-07,20,3,Module_17,Desktop,0
SES005529,APP4203,PAR004,2023-09-29,21,7,Module_03,Mobile,0
SES005530,APP4203,PAR004,2024-05-01,19,81,Module_20,Desktop,0
SES005531,APP4203,PAR004,2024-03-11,15,14,Module_12,Desktop,0
SES005532,APP4203,PAR004,2023-09-12,18,3,Module_17,Mobile,0
SES005533,APP4203,PAR004,2023-12-26,10,30,Module_08,Desktop,0
SES005534,APP4203,PAR004,2024-01-02,12,4,Module_19,Mobile,0
SES005535,APP4203,PAR004,2024-01-19,7,78,Module_02,Desktop,0
SES005536,APP4203,PAR004,2023-12-29,15,13,Module_18,Desktop,0
SES005537,APP4203,PAR004,2024-06-04,18,16,Module_17,Mobile,0
SES005538,APP4203,PAR004,2023-11-04,14,8,Module_18,Desktop,1
SES005539,APP4203,PAR004,2023-11-29,6,20,Module_19,Mobile,0
SES005540,APP4203,PAR004,2024-06-20,6,11,Module_05,Mobile,0
SES005541,APP4203,PAR004,2023-08-15,17,38,Module_02,Mobile,0
SES005542,APP4203,PAR004,2024-05-08,21,21,Module_05,Desktop,0
SES005543,APP4203,PAR004,2024-05-16,19,84,Module_10,Desktop,0
SES005544,APP4203,PAR004,2024-03-22,11,92,Module_01,Desktop,0
SES005545,APP4203,PAR004,2023-09-19,12,16,Module_07,Desktop,0
SES005546,APP4203,PAR004,2024-01-19,7,54,Module_10,Desktop,0
SES005547,APP4203,PAR004,2023-09-08,14,29,Module_01,Desktop,0
SES005548,APP4203,PAR004,2024-05-15,9,101,Module_01,Desktop,0
SES005549,APP4203,PAR004,2024-02-06,13,53,Module_10,Desktop,0
SES005550,APP4203,PAR004,2024-02-12,14,46,Module_17,Mobile,0
SES005551,APP4203,PAR004,2023-12-24,7,64,Module_05,Desktop,1
SES005552,APP4203,PAR004,2023-08-24,13,1,Module_05,Mobile,0
SES005553,APP4203,PAR004,2023-09-15,21,21,Module_06,Mobile,0
SES005554,APP4203,PAR004,2023-08-27,17,5,Module_20,Mobile,1
SES005555,APP4203,PAR004,2024-03-21,7,39,Module_12,Mobile,0
SES005556,APP4203,PAR004,2023-10-11,20,113,Module_05,Mobile,0
SES005557,APP4203,PAR004,2024-05-22,15,50,Module_19,Mobile,0
SES005558,APP4203,PAR004,2024-06-24,16,53,Module_09,Mobile,0
SES005559,APP4203,PAR004,2024-05-25,13,23,Module_04,Tablette,1
SES005560,APP4203,PAR004,2024-02-01,22,15,Module_14,Desktop,0
SES005561,APP4203,PAR004,2023-09-03,13,7,Module_05,Desktop,1
SES005562,APP4203,PAR004,2023-11-04,9,19,Module_03,Mobile,1
SES005563,APP4203,PAR004,2024-06-06,22,76,Module_11,Mobile,0
SES005564,APP4203,PAR004,2024-01-12,21,5,Module_13,Desktop,0
SES005565,APP4203,PAR004,2024-06-28,19,48,Module_05,Desktop,0
SES005566,APP4203,PAR004,2024-04-18,6,47,Module_16,Mobile,0
SES005567,APP4203,PAR004,2023-09-04,16,38,Module_12,Desktop,0
SES005568,APP4203,PAR004,2024-05-06,16,32,Module_06,Mobile,0
SES005569,APP4203,PAR004,2024-01-25,7,75,Module_06,Desktop,0
SES005570,APP4203,PAR004,2024-03-08,12,23,Module_20,Mobile,0
SES005571,APP2681,PAR007,2023-09-16,8,6,Module_13,Mobile,1
SES005572,APP2681,PAR007,2023-08-12,16,57,Module_08,Mobile,1
SES005573,APP2681,PAR007,2024-05-24,11,20,Module_05,Mobile,0
SES005574,APP2681,PAR007,2023-07-05,15,91,Module_02,Desktop,0
SES005575,APP2681,PAR007,2024-06-06,20,27,Module_21,Desktop,0
SES005576,APP2681,PAR007,2022-10-08,17,1,Module_04,Mobile,1
SES005577,APP2681,PAR007,2023-11-05,20,15,Module_19,Desktop,1
SES005578,APP2681,PAR007,2024-02-05,22,15,Module_04,Mobile,0
SES005579,APP3548,PAR009,2022-05-12,11,8,Module_07,Desktop,0
SES005580,APP3548,PAR009,2022-09-12,16,20,Module_10,Mobile,0
SES005581,APP3548,PAR009,2024-04-14,14,41,Module_12,Mobile,1
SES005582,APP3548,PAR009,2022-10-20,20,36,Module_13,Mobile,0
SES005583,APP3548,PAR009,2023-08-24,15,17,Module_17,Mobile,0
SES005584,APP3548,PAR009,2023-08-22,11,30,Module_12,Mobile,0
SES005585,APP3548,PAR009,2022-12-29,10,1,Module_07,Mobile,0
SES005586,APP3548,PAR009,2024-02-15,16,63,Module_06,Tablette,0
SES005587,APP3346,PAR007,2023-03-08,6,6,Module_15,Mobile,0
SES005588,APP2775,PAR012,2024-02-03,10,30,Module_06,Mobile,1
SES005589,APP2775,PAR012,2024-02-18,22,25,Module_04,Mobile,1
SES005590,APP2775,PAR012,2024-03-15,8,13,Module_01,Desktop,0
SES005591,APP2775,PAR012,2024-03-19,22,30,Module_13,Mobile,0
SES005592,APP1399,PAR012,2023-02-18,22,16,Module_12,Desktop,1
SES005593,APP1399,PAR012,2023-02-01,17,48,Module_04,Mobile,0
SES005594,APP1399,PAR012,2023-04-09,12,1,Module_12,Mobile,1
SES005595,APP1399,PAR012,2024-04-22,8,55,Module_07,Mobile,0
SES005596,APP1399,PAR012,2024-06-03,18,27,Module_06,Mobile,0
SES005597,APP1399,PAR012,2023-06-25,11,55,Module_06,Desktop,1
SES005598,APP1399,PAR012,2024-05-18,19,24,Module_01,Mobile,1
SES005599,APP1399,PAR012,2023-08-12,15,18,Module_13,Desktop,1
SES005600,APP1399,PAR012,2023-06-18,12,43,Module_15,Desktop,1
SES005601,APP1399,PAR012,2023-09-16,20,47,Module_01,Mobile,1
SES005602,APP1399,PAR012,2024-01-16,11,6,Module_11,Mobile,0
SES005603,APP1399,PAR012,2024-04-08,21,21,Module_05,Mobile,0
SES005604,APP1399,PAR012,2024-05-04,11,24,Module_13,Mobile,1
SES005605,APP1399,PAR012,2023-03-10,20,69,Module_11,Tablette,0
SES005606,APP1399,PAR012,2023-09-24,15,14,Module_13,Mobile,1
SES005607,APP1399,PAR012,2024-06-29,16,21,Module_16,Mobile,1
SES005608,APP1399,PAR012,2023-10-01,12,78,Module_14,Desktop,1
SES005609,APP1399,PAR012,2024-04-30,19,2,Module_12,Desktop,0
SES005610,APP1399,PAR012,2023-08-19,21,29,Module_10,Mobile,1
SES005611,APP1399,PAR012,2022-10-07,17,3,Module_09,Mobile,0
SES005612,APP1399,PAR012,2022-10-10,10,31,Module_09,Desktop,0
SES005613,APP1399,PAR012,2022-11-06,21,2,Module_06,Tablette,1
SES005614,APP1399,PAR012,2023-07-25,6,14,Module_16,Desktop,0
SES005615,APP1399,PAR012,2022-10-17,9,66,Module_08,Mobile,0
SES005616,APP1399,PAR012,2024-06-14,8,6,Module_04,Mobile,0
SES005617,APP1399,PAR012,2024-06-27,11,78,Module_04,Desktop,0
SES005618,APP1399,PAR012,2023-08-23,11,41,Module_15,Desktop,0
SES005619,APP1399,PAR012,2022-10-12,15,6,Module_15,Desktop,0
SES005620,APP1399,PAR012,2023-12-19,8,27,Module_03,Mobile,0
SES005621,APP1399,PAR012,2023-01-21,17,33,Module_12,Desktop,1
SES005622,APP1399,PAR012,2023-10-05,11,21,Module_13,Mobile,0
SES005623,APP1399,PAR012,2023-12-22,6,16,Module_07,Mobile,0
SES005624,APP1399,PAR012,2023-12-17,13,4,Module_01,Desktop,1
SES005625,APP1399,PAR012,2024-03-11,9,69,Module_13,Mobile,0
SES005626,APP1399,PAR012,2024-03-11,12,6,Module_09,Mobile,0
SES005627,APP1399,PAR012,2023-08-16,18,71,Module_01,Desktop,0
SES005628,APP1399,PAR012,2023-10-02,7,4,Module_14,Desktop,0
SES005629,APP1399,PAR012,2023-11-14,13,5,Module_04,Desktop,0
SES005630,APP1399,PAR012,2022-11-10,17,50,Module_02,Tablette,0
SES005631,APP1399,PAR012,2022-12-12,20,16,Module_08,Mobile,0
SES005632,APP1399,PAR012,2023-02-19,16,28,Module_06,Mobile,1
SES005633,APP3505,PAR003,2023-09-13,12,5,Module_13,Mobile,0
SES005634,APP3505,PAR003,2023-11-24,18,114,Module_13,Tablette,0
SES005635,APP3505,PAR003,2024-02-28,6,232,Module_13,Tablette,0
SES005636,APP3505,PAR003,2024-06-22,17,84,Module_03,Desktop,1
SES005637,APP3505,PAR003,2023-01-19,13,104,Module_12,Mobile,0
SES005638,APP3505,PAR003,2023-05-21,12,1,Module_04,Desktop,1
SES005639,APP3505,PAR003,2024-05-09,17,28,Module_13,Mobile,0
SES005640,APP3505,PAR003,2023-01-27,22,49,Module_03,Desktop,0
SES005641,APP3505,PAR003,2022-12-04,11,5,Module_04,Mobile,1
SES005642,APP3262,PAR006,2023-04-02,16,98,Module_36,Mobile,1
SES005643,APP3262,PAR006,2023-01-09,13,12,Module_14,Mobile,0
SES005644,APP3262,PAR006,2024-02-02,14,14,Module_07,Mobile,0
SES005645,APP3262,PAR006,2024-05-11,7,14,Module_03,Desktop,1
SES005646,APP3262,PAR006,2024-03-29,13,11,Module_08,Desktop,0
SES005647,APP3262,PAR006,2023-06-15,11,37,Module_12,Desktop,0
SES005648,APP3262,PAR006,2023-11-05,10,4,Module_08,Mobile,1
SES005649,APP3262,PAR006,2022-08-05,15,7,Module_21,Mobile,0
SES005650,APP3262,PAR006,2022-12-13,11,143,Module_05,Desktop,0
SES005651,APP3262,PAR006,2024-06-05,16,80,Module_30,Desktop,0
SES005652,APP3262,PAR006,2022-11-07,6,34,Module_28,Desktop,0
SES005653,APP3262,PAR006,2022-09-15,14,10,Module_11,Mobile,0
SES005654,APP3262,PAR006,2024-05-01,13,64,Module_37,Mobile,0
SES005655,APP3262,PAR006,2023-08-10,19,15,Module_18,Mobile,0
SES005656,APP3262,PAR006,2023-05-07,14,15,Module_08,Mobile,1
SES005657,APP3262,PAR006,2023-04-04,21,122,Module_32,Mobile,0
SES005658,APP3262,PAR006,2022-03-16,12,1,Module_38,Tablette,0
SES005659,APP3262,PAR006,2023-09-03,15,27,Module_10,Mobile,1
SES005660,APP3262,PAR006,2022-04-11,18,36,Module_34,Desktop,0
SES005661,APP3262,PAR006,2022-07-25,14,91,Module_36,Mobile,0
SES005662,APP3262,PAR006,2023-12-30,22,27,Module_34,Tablette,1
SES005663,APP3262,PAR006,2023-03-02,7,69,Module_34,Desktop,0
SES005664,APP3262,PAR006,2023-09-23,15,1,Module_38,Desktop,1
SES005665,APP3262,PAR006,2023-12-24,12,25,Module_26,Mobile,1
SES005666,APP3262,PAR006,2022-09-27,13,27,Module_25,Mobile,0
SES005667,APP3262,PAR006,2024-01-23,6,13,Module_20,Mobile,0
SES005668,APP3262,PAR006,2023-08-06,16,30,Module_02,Mobile,1
SES005669,APP3262,PAR006,2023-01-04,9,17,Module_14,Desktop,0
SES005670,APP3262,PAR006,2022-03-21,10,15,Module_31,Mobile,0
SES005671,APP3262,PAR006,2023-06-09,21,45,Module_27,Mobile,0
SES005672,APP3262,PAR006,2023-07-01,18,2,Module_40,Mobile,1
SES005673,APP3262,PAR006,2023-12-19,14,37,Module_37,Mobile,0
SES005674,APP3262,PAR006,2024-04-26,11,32,Module_36,Mobile,0
SES005675,APP3262,PAR006,2023-12-20,21,13,Module_15,Mobile,0
SES005676,APP3262,PAR006,2024-01-08,16,114,Module_05,Mobile,0
SES005677,APP3262,PAR006,2023-11-10,21,26,Module_09,Desktop,0
SES005678,APP3262,PAR006,2022-11-08,19,10,Module_16,Mobile,0
SES005679,APP3262,PAR006,2022-06-09,17,10,Module_14,Tablette,0
SES005680,APP3262,PAR006,2023-10-18,13,7,Module_06,Mobile,0
SES005681,APP3262,PAR006,2023-04-26,15,36,Module_11,Tablette,0
SES005682,APP3262,PAR006,2024-05-30,7,31,Module_13,Mobile,0
SES005683,APP3262,PAR006,2024-02-01,16,35,Module_37,Mobile,0
SES005684,APP3262,PAR006,2024-01-27,19,51,Module_01,Mobile,1
SES005685,APP3262,PAR006,2023-04-04,22,32,Module_19,Mobile,0
SES005686,APP3262,PAR006,2023-06-26,19,240,Module_21,Desktop,0
SES005687,APP3262,PAR006,2023-11-22,19,195,Module_05,Mobile,0
SES005688,APP3262,PAR006,2023-10-29,6,42,Module_17,Mobile,1
SES005689,APP3262,PAR006,2022-06-13,8,11,Module_16,Mobile,0
SES005690,APP3262,PAR006,2023-10-16,19,2,Module_16,Desktop,0
SES005691,APP3262,PAR006,2023-08-19,11,59,Module_18,Mobile,1
SES005692,APP3262,PAR006,2024-02-13,17,63,Module_12,Tablette,0
SES005693,APP3262,PAR006,2022-09-04,15,57,Module_23,Desktop,1
SES005694,APP3262,PAR006,2023-12-19,20,5,Module_39,Tablette,0
SES005695,APP3262,PAR006,2024-05-18,17,82,Module_08,Mobile,1
SES005696,APP3262,PAR006,2023-12-12,17,9,Module_11,Mobile,0
SES005697,APP3262,PAR006,2023-11-04,14,138,Module_32,Desktop,1
SES005698,APP3262,PAR006,2023-03-19,12,21,Module_17,Mobile,1
SES005699,APP3262,PAR006,2022-07-17,7,13,Module_31,Mobile,1
SES005700,APP3262,PAR006,2024-06-26,15,1,Module_27,Mobile,0
SES005701,APP3262,PAR006,2024-01-21,21,58,Module_11,Desktop,1
SES005702,APP3262,PAR006,2022-04-30,11,180,Module_05,Mobile,1
SES005703,APP3262,PAR006,2023-04-13,20,75,Module_15,Desktop,0
SES005704,APP3262,PAR006,2022-10-16,19,7,Module_37,Desktop,1
SES005705,APP3262,PAR006,2022-10-22,17,4,Module_28,Mobile,1
SES005706,APP3501,PAR006,2024-04-03,9,63,Module_14,Mobile,0
SES005707,APP3501,PAR006,2024-04-11,9,1,Module_20,Mobile,0
SES005708,APP3501,PAR006,2024-04-10,15,54,Module_30,Tablette,0
SES005709,APP3501,PAR006,2024-05-15,12,44,Module_40,Desktop,0
SES005710,APP3501,PAR006,2024-06-24,15,27,Module_18,Mobile,0
SES005711,APP3501,PAR006,2024-04-01,21,14,Module_14,Mobile,0
SES005712,APP3501,PAR006,2024-05-05,18,51,Module_24,Mobile,1
SES005713,APP3501,PAR006,2024-05-16,21,166,Module_18,Desktop,0
SES005714,APP3501,PAR006,2024-04-04,9,87,Module_36,Desktop,0
SES005715,APP3501,PAR006,2024-04-21,19,7,Module_15,Mobile,1
SES005716,APP3501,PAR006,2024-04-03,20,68,Module_24,Mobile,0
SES005717,APP3501,PAR006,2024-04-05,16,53,Module_33,Mobile,0
SES005718,APP3501,PAR006,2024-06-10,15,19,Module_12,Mobile,0
SES005719,APP4236,PAR010,2024-06-30,17,16,Module_04,Mobile,1
SES005720,APP4236,PAR010,2024-06-30,19,24,Module_01,Mobile,1
SES005721,APP4220,PAR011,2023-11-08,20,1,Module_16,Mobile,0
SES005722,APP4220,PAR011,2024-04-05,10,30,Module_15,Desktop,0
SES005723,APP4220,PAR011,2023-03-03,19,28,Module_12,Mobile,0
SES005724,APP4220,PAR011,2023-06-22,22,27,Module_05,Desktop,0
SES005725,APP4220,PAR011,2023-08-28,7,79,Module_19,Desktop,0
SES005726,APP4220,PAR011,2024-04-19,17,7,Module_17,Mobile,0
SES005727,APP4220,PAR011,2023-10-13,8,34,Module_10,Mobile,0
SES005728,APP4220,PAR011,2023-11-02,8,23,Module_15,Desktop,0
SES005729,APP4220,PAR011,2023-12-07,11,6,Module_13,Mobile,0
SES005730,APP4220,PAR011,2023-07-15,18,1,Module_10,Tablette,1
SES005731,APP4220,PAR011,2023-05-05,7,12,Module_08,Mobile,0
SES005732,APP4220,PAR011,2024-04-04,10,51,Module_19,Mobile,0
SES005733,APP4220,PAR011,2023-05-19,8,89,Module_19,Mobile,0
SES005734,APP4220,PAR011,2023-06-03,21,74,Module_07,Mobile,1
SES005735,APP4220,PAR011,2023-02-06,16,42,Module_04,Desktop,0
SES005736,APP4220,PAR011,2024-01-20,19,49,Module_08,Mobile,1
SES005737,APP4220,PAR011,2023-06-01,10,15,Module_14,Mobile,0
SES005738,APP4220,PAR011,2023-05-26,9,17,Module_02,Mobile,0
SES005739,APP4220,PAR011,2023-11-21,17,8,Module_09,Desktop,0
SES005740,APP4220,PAR011,2023-01-26,13,60,Module_09,Mobile,0
SES005741,APP4220,PAR011,2023-11-29,10,1,Module_12,Desktop,0
SES005742,APP4220,PAR011,2023-04-01,20,2,Module_02,Desktop,1
SES005743,APP4220,PAR011,2023-06-17,7,14,Module_14,Mobile,1
SES005744,APP4220,PAR011,2023-08-24,11,11,Module_15,Desktop,0
SES005745,APP4220,PAR011,2024-06-28,18,35,Module_11,Mobile,0
SES005746,APP4220,PAR011,2023-05-10,20,70,Module_15,Tablette,0
SES005747,APP4220,PAR011,2023-02-18,6,76,Module_15,Mobile,1
SES005748,APP4220,PAR011,2023-08-10,7,182,Module_11,Mobile,0
SES005749,APP4220,PAR011,2023-06-02,12,42,Module_11,Mobile,0
SES005750,APP4220,PAR011,2023-10-23,6,162,Module_15,Desktop,0
SES005751,APP4220,PAR011,2023-08-16,12,21,Module_08,Desktop,0
SES005752,APP4220,PAR011,2023-04-18,10,54,Module_16,Mobile,0
SES005753,APP4220,PAR011,2023-06-30,9,72,Module_05,Mobile,0
SES005754,APP4220,PAR011,2024-06-07,18,18,Module_03,Desktop,0
SES005755,APP4220,PAR011,2023-03-11,20,24,Module_13,Mobile,1
SES005756,APP4220,PAR011,2023-12-13,13,22,Module_03,Desktop,0
SES005757,APP4220,PAR011,2024-01-26,9,78,Module_06,Desktop,0
SES005758,APP4220,PAR011,2023-03-09,20,70,Module_19,Mobile,0
SES005759,APP4220,PAR011,2023-01-08,13,49,Module_18,Tablette,1
SES005760,APP4220,PAR011,2024-06-18,18,2,Module_04,Mobile,0
SES005761,APP4220,PAR011,2023-04-05,8,18,Module_03,Mobile,0
SES005762,APP4003,PAR005,2023-04-24,18,45,Module_05,Desktop,0
SES005763,APP4003,PAR005,2023-11-05,11,22,Module_17,Desktop,1
SES005764,APP4003,PAR005,2024-05-18,8,15,Module_08,Desktop,1
SES005765,APP4003,PAR005,2023-11-20,6,1,Module_02,Mobile,0
SES005766,APP4003,PAR005,2023-02-19,17,23,Module_07,Mobile,1
SES005767,APP4003,PAR005,2023-05-15,16,86,Module_03,Desktop,0
SES005768,APP4003,PAR005,2023-03-12,12,41,Module_04,Mobile,1
SES005769,APP4003,PAR005,2023-02-09,21,1,Module_09,Desktop,0
SES005770,APP4003,PAR005,2023-05-06,17,30,Module_14,Mobile,1
SES005771,APP4003,PAR005,2023-12-25,16,80,Module_19,Mobile,0
SES005772,APP4003,PAR005,2023-12-19,16,31,Module_19,Desktop,0
SES005773,APP4003,PAR005,2023-03-28,9,49,Module_13,Desktop,0
SES005774,APP4003,PAR005,2023-09-22,22,39,Module_08,Mobile,0
SES005775,APP4003,PAR005,2023-05-25,19,67,Module_15,Desktop,0
SES005776,APP4003,PAR005,2024-06-06,10,2,Module_16,Mobile,0
SES005777,APP4003,PAR005,2023-12-16,19,62,Module_06,Mobile,1
SES005778,APP4003,PAR005,2023-11-19,19,24,Module_12,Desktop,1
SES005779,APP4003,PAR005,2023-04-23,13,29,Module_05,Mobile,1
SES005780,APP4003,PAR005,2024-03-15,11,74,Module_16,Desktop,0
SES005781,APP4003,PAR005,2023-03-19,9,2,Module_03,Mobile,1
SES005782,APP4003,PAR005,2023-04-23,14,45,Module_16,Desktop,1
SES005783,APP4003,PAR005,2024-05-08,21,116,Module_16,Mobile,0
SES005784,APP4003,PAR005,2024-03-31,12,15,Module_02,Desktop,1
SES005785,APP4003,PAR005,2023-06-14,18,19,Module_19,Desktop,0
SES005786,APP4003,PAR005,2024-05-12,6,3,Module_17,Desktop,1
SES005787,APP4003,PAR005,2023-12-10,14,8,Module_01,Desktop,1
SES005788,APP4003,PAR005,2023-01-29,6,46,Module_12,Mobile,1
SES005789,APP4003,PAR005,2024-03-03,12,1,Module_19,Desktop,1
SES005790,APP4003,PAR005,2024-06-14,18,29,Module_06,Desktop,0
SES005791,APP4003,PAR005,2023-01-21,9,29,Module_02,Mobile,1
SES005792,APP4003,PAR005,2023-03-01,11,71,Module_16,Mobile,0
SES005793,APP4003,PAR005,2024-02-13,16,152,Module_04,Mobile,0
SES005794,APP4003,PAR005,2024-04-18,12,19,Module_02,Mobile,0
SES005795,APP4003,PAR005,2023-02-24,21,2,Module_16,Mobile,0
SES005796,APP4003,PAR005,2024-05-15,15,93,Module_02,Desktop,0
SES005797,APP4003,PAR005,2023-08-07,8,30,Module_10,Desktop,0
SES005798,APP4003,PAR005,2023-04-14,19,95,Module_01,Mobile,0
SES005799,APP4003,PAR005,2024-04-24,19,24,Module_05,Mobile,0
SES005800,APP4003,PAR005,2023-04-24,17,35,Module_09,Desktop,0
SES005801,APP4003,PAR005,2023-05-22,10,26,Module_08,Desktop,0
SES005802,APP4003,PAR005,2023-07-10,19,144,Module_03,Desktop,0
SES005803,APP4003,PAR005,2024-03-29,14,56,Module_02,Tablette,0
SES005804,APP4003,PAR005,2023-08-30,8,190,Module_10,Desktop,0
SES005805,APP4003,PAR005,2024-04-24,16,28,Module_06,Mobile,0
SES005806,APP4003,PAR005,2024-06-20,10,8,Module_12,Mobile,0
SES005807,APP4003,PAR005,2023-10-08,21,59,Module_01,Desktop,1
SES005808,APP4003,PAR005,2023-08-15,8,21,Module_20,Desktop,0
SES005809,APP4003,PAR005,2023-02-03,14,12,Module_08,Mobile,0
SES005810,APP4003,PAR005,2023-03-21,7,2,Module_07,Desktop,0
SES005811,APP4003,PAR005,2024-06-02,20,24,Module_15,Mobile,1
SES005812,APP4003,PAR005,2023-02-23,8,63,Module_20,Mobile,0
SES005813,APP4003,PAR005,2023-02-01,19,15,Module_17,Mobile,0
SES005814,APP4003,PAR005,2023-05-27,15,37,Module_17,Mobile,1
SES005815,APP4003,PAR005,2023-09-10,21,18,Module_19,Desktop,1
SES005816,APP4095,PAR001,2022-04-10,7,41,Module_12,Desktop,1
SES005817,APP4095,PAR001,2022-07-13,18,3,Module_18,Desktop,0
SES005818,APP4095,PAR001,2023-12-04,13,37,Module_22,Desktop,0
SES005819,APP4095,PAR001,2023-10-14,17,48,Module_12,Mobile,1
SES005820,APP4095,PAR001,2023-02-06,13,1,Module_17,Mobile,0
SES005821,APP4095,PAR001,2023-04-29,18,23,Module_23,Tablette,1
SES005822,APP4095,PAR001,2023-05-05,9,43,Module_06,Desktop,0
SES005823,APP4095,PAR001,2022-12-22,20,33,Module_12,Mobile,0
SES005824,APP4095,PAR001,2023-10-20,18,107,Module_05,Mobile,0
SES005825,APP4095,PAR001,2023-12-20,14,96,Module_23,Mobile,0
SES005826,APP4095,PAR001,2022-06-19,9,45,Module_20,Desktop,1
SES005827,APP4095,PAR001,2024-01-28,7,6,Module_03,Mobile,1
SES005828,APP4095,PAR001,2023-09-14,21,6,Module_04,Mobile,0
SES005829,APP4095,PAR001,2024-04-18,14,240,Module_15,Desktop,0
SES005830,APP4095,PAR001,2023-05-12,18,50,Module_17,Mobile,0
SES005831,APP4095,PAR001,2022-10-29,20,10,Module_17,Desktop,1
SES005832,APP4095,PAR001,2024-06-08,19,3,Module_17,Mobile,1
SES005833,APP4095,PAR001,2022-04-16,21,8,Module_08,Mobile,1
SES005834,APP4095,PAR001,2022-06-21,12,16,Module_22,Mobile,0
SES005835,APP4095,PAR001,2022-12-23,7,128,Module_24,Mobile,0
SES005836,APP4095,PAR001,2023-06-16,15,63,Module_11,Desktop,0
SES005837,APP4095,PAR001,2023-06-08,21,45,Module_21,Mobile,0
SES005838,APP4095,PAR001,2023-06-20,14,39,Module_19,Desktop,0
SES005839,APP4095,PAR001,2022-04-30,7,61,Module_24,Mobile,1
SES005840,APP4095,PAR001,2023-02-25,7,22,Module_17,Mobile,1
SES005841,APP4095,PAR001,2023-08-09,12,77,Module_18,Mobile,0
SES005842,APP4095,PAR001,2022-09-21,22,54,Module_13,Mobile,0
SES005843,APP4095,PAR001,2023-03-06,8,64,Module_02,Desktop,0
SES005844,APP4095,PAR001,2023-01-26,19,30,Module_16,Desktop,0
SES005845,APP4095,PAR001,2023-12-04,9,30,Module_10,Desktop,0
SES005846,APP4095,PAR001,2023-02-07,21,114,Module_10,Mobile,0
SES005847,APP4095,PAR001,2024-06-17,21,42,Module_16,Mobile,0
SES005848,APP4095,PAR001,2022-09-11,11,56,Module_06,Desktop,1
SES005849,APP4095,PAR001,2024-01-03,20,15,Module_17,Mobile,0
SES005850,APP4095,PAR001,2024-03-14,8,12,Module_23,Tablette,0
SES005851,APP4095,PAR001,2023-04-06,9,169,Module_23,Mobile,0
SES005852,APP4095,PAR001,2023-04-23,18,110,Module_14,Mobile,1
SES005853,APP4095,PAR001,2022-05-16,6,96,Module_09,Desktop,0
SES005854,APP4095,PAR001,2024-01-17,22,5,Module_11,Desktop,0
SES005855,APP4095,PAR001,2022-12-10,6,46,Module_06,Desktop,1
SES005856,APP2426,PAR009,2024-06-30,16,19,Module_05,Tablette,1
SES005857,APP4450,PAR004,2023-06-11,19,51,Module_04,Mobile,1
SES005858,APP4450,PAR004,2024-01-20,11,88,Module_01,Mobile,1
SES005859,APP4450,PAR004,2024-02-19,11,86,Module_11,Desktop,0
SES005860,APP4450,PAR004,2024-02-21,14,37,Module_06,Mobile,0
SES005861,APP4450,PAR004,2023-06-12,15,24,Module_13,Mobile,0
SES005862,APP0734,PAR006,2023-05-07,10,18,Module_37,Mobile,1
SES005863,APP0734,PAR006,2024-02-23,15,30,Module_10,Desktop,0
SES005864,APP0734,PAR006,2023-07-04,15,109,Module_12,Desktop,0
SES005865,APP0734,PAR006,2022-06-27,22,14,Module_36,Desktop,0
SES005866,APP0734,PAR006,2023-03-10,15,1,Module_32,Mobile,0
SES005867,APP0734,PAR006,2022-05-01,19,120,Module_39,Mobile,1
SES005868,APP0734,PAR006,2023-02-06,12,63,Module_32,Desktop,0
SES005869,APP0734,PAR006,2023-07-07,13,11,Module_09,Mobile,0
SES005870,APP0734,PAR006,2024-02-08,17,42,Module_03,Mobile,0
SES005871,APP0734,PAR006,2024-01-05,14,73,Module_15,Mobile,0
SES005872,APP0734,PAR006,2024-05-11,13,37,Module_33,Mobile,1
SES005873,APP0734,PAR006,2023-10-25,12,19,Module_16,Desktop,0
SES005874,APP0734,PAR006,2023-07-23,8,23,Module_23,Mobile,1
SES005875,APP0734,PAR006,2023-03-02,13,7,Module_09,Mobile,0
