paiement_id,apprenant_id,parcours_id,date_paiement,montant_fcfa,methode,type_paiement,statut_paiement
PAY01683,APP0891,PAR002,2022-11-12,99500,Virement,En 2 fois,Valide
PAY01684,APP0891,PAR009,2022-10-13,119000,PayPal,Integral,Valide
PAY01685,APP0892,PAR001,2022-09-02,119200,Carte bancaire,Integral,Valide
PAY01686,APP0893,PAR009,2024-06-30,119000,Mobile Money,Integral,Valide
PAY01687,APP0893,PAR002,2024-06-30,99500,Mobile Money,En 2 fois,Valide
PAY01688,APP0893,PAR002,2024-07-30,99500,Carte bancaire,En 2 fois,Valide
PAY01689,APP0893,PAR003,2024-06-30,89000,Mobile Money,Integral,Valide
PAY01690,APP0894,PAR011,2022-08-14,109000,Carte bancaire,Integral,Valide
PAY01691,APP0895,PAR002,2024-06-30,159200,PayPal,Integral,Valide
PAY01692,APP0896,PAR004,2023-09-17,103200,Carte bancaire,Integral,Valide
PAY01693,APP0897,PAR006,2023-03-17,199200,Mobile Money,Integral,Valide
PAY01694,APP0898,PAR003,2022-01-18,22250,Mobile Money,Mensuel,Valide
PAY01695,APP0898,PAR003,2022-02-17,22250,Mobile Money,Mensuel,Valide
PAY01696,APP0898,PAR003,2022-03-19,22250,Virement,Mensuel,Valide
PAY01697,APP0898,PAR003,2022-04-18,22250,Mobile Money,Mensuel,Valide
PAY01698,APP0899,PAR012,2022-07-30,71200,Virement,Integral,Valide
PAY01699,APP0900,PAR005,2024-06-30,99000,Mobile Money,Integral,Valide
PAY01700,APP0900,PAR008,2024-06-30,79000,Mobile Money,Integral,Valide
PAY01701,APP0900,PAR009,2024-06-30,119000,Mobile Money,Integral,Valide
PAY01702,APP0901,PAR008,2023-07-07,63200,Carte bancaire,Integral,Valide
PAY01703,APP0901,PAR002,2023-07-07,79600,Mobile Money,En 2 fois,Valide
PAY01704,APP0901,PAR002,2023-08-06,79600,Carte bancaire,En 2 fois,Valide
PAY01705,APP0902,PAR003,2024-04-27,71200,Mobile Money,Integral,Valide
PAY01706,APP0902,PAR011,2024-04-27,87200,Carte bancaire,Integral,Valide
PAY01707,APP0903,PAR006,2022-07-12,249000,Carte bancaire,Integral,Valide
PAY01708,APP0904,PAR006,2022-01-08,199200,Carte bancaire,Integral,Valide
PAY01709,APP0904,PAR003,2022-01-08,71200,Virement,Integral,Valide
PAY01710,APP0905,PAR002,2024-01-30,159200,Mobile Money,Integral,Valide
PAY01711,APP0905,PAR004,2024-01-30,103200,Mobile Money,Integral,Valide
PAY01712,APP0906,PAR008,2022-10-09,39500,Virement,En 2 fois,Echoue
PAY01713,APP0906,PAR008,2022-11-08,39500,Virement,En 2 fois,Valide
PAY01714,APP0907,PAR007,2022-05-02,179000,Mobile Money,Integral,Valide
PAY01715,APP0908,PAR001,2022-09-02,119200,Mobile Money,Integral,Valide
PAY01716,APP0908,PAR004,2022-09-02,103200,PayPal,Integral,Valide
PAY01717,APP0909,PAR008,2022-06-13,79000,Carte bancaire,Integral,Valide
PAY01718,APP0910,PAR006,2022-04-05,249000,Virement,Integral,Valide
PAY01719,APP0911,PAR005,2022-08-21,99000,Mobile Money,Integral,Valide
PAY01720,APP0912,PAR009,2022-03-20,95200,Mobile Money,Integral,Valide
PAY01721,APP0913,PAR003,2024-06-30,71200,Mobile Money,Integral,Valide
PAY01722,APP0914,PAR002,2022-03-07,199000,PayPal,Integral,Valide
PAY01723,APP0915,PAR005,2022-12-25,79200,Virement,Integral,Valide
PAY01724,APP0916,PAR006,2024-01-27,199200,Mobile Money,Integral,Valide
PAY01725,APP0917,PAR012,2023-07-17,89000,PayPal,Integral,Valide
PAY01726,APP0918,PAR007,2022-07-22,179000,Mobile Money,Integral,Valide
PAY01727,APP0919,PAR006,2023-06-07,249000,Virement,Integral,Valide
PAY01728,APP0920,PAR011,2022-07-24,87200,Mobile Money,Integral,Valide
PAY01729,APP0920,PAR012,2022-07-24,35600,Carte bancaire,En 2 fois,Valide
PAY01730,APP0920,PAR012,2022-08-23,35600,Virement,En 2 fois,Valide
PAY01731,APP0921,PAR004,2022-06-12,64500,Mobile Money,En 2 fois,Valide
PAY01732,APP0921,PAR004,2022-07-12,64500,Mobile Money,En 2 fois,Valide
PAY01733,APP0922,PAR003,2022-05-17,89000,Mobile Money,Integral,Valide
PAY01734,APP0923,PAR009,2022-03-09,29750,Mobile Money,Mensuel,Valide
PAY01735,APP0923,PAR009,2022-04-08,29750,Virement,Mensuel,Valide
PAY01736,APP0923,PAR009,2022-05-08,29750,Mobile Money,Mensuel,Valide
PAY01737,APP0923,PAR009,2022-06-07,29750,Mobile Money,Mensuel,Valide
PAY01738,APP0924,PAR007,2022-10-29,179000,Mobile Money,Integral,Valide
PAY01739,APP0924,PAR004,2022-10-29,129000,Carte bancaire,Integral,Valide
PAY01740,APP0925,PAR003,2023-01-12,44500,Mobile Money,En 2 fois,Valide
PAY01741,APP0925,PAR003,2023-02-11,44500,Carte bancaire,En 2 fois,Valide
PAY01742,APP0926,PAR007,2022-08-30,71600,Mobile Money,En 2 fois,Valide
PAY01743,APP0926,PAR007,2022-09-29,71600,Mobile Money,En 2 fois,Valide
PAY01744,APP0926,PAR012,2022-08-30,71200,Carte bancaire,Integral,Valide
PAY01745,APP0926,PAR011,2022-08-30,43600,Mobile Money,En 2 fois,Valide
PAY01746,APP0926,PAR011,2022-09-29,43600,Mobile Money,En 2 fois,Echoue
PAY01747,APP0927,PAR008,2022-04-18,79000,Carte bancaire,Integral,Valide
PAY01748,APP0928,PAR009,2022-04-10,95200,Mobile Money,Integral,Valide
PAY01749,APP0929,PAR011,2022-01-05,87200,Carte bancaire,Integral,Valide
PAY01750,APP0930,PAR006,2023-02-26,49800,Carte bancaire,Mensuel,Valide
PAY01751,APP0930,PAR006,2023-03-28,49800,Mobile Money,Mensuel,Valide
PAY01752,APP0930,PAR006,2023-04-27,49800,Carte bancaire,Mensuel,Valide
PAY01753,APP0930,PAR006,2023-05-27,49800,Virement,Mensuel,Valide
PAY01754,APP0930,PAR001,2023-02-26,59600,Mobile Money,En 2 fois,Valide
PAY01755,APP0930,PAR001,2023-03-28,59600,Mobile Money,En 2 fois,Valide
PAY01756,APP0931,PAR008,2024-06-30,79000,Mobile Money,Integral,Valide
PAY01757,APP0932,PAR003,2023-04-29,89000,Mobile Money,Integral,Valide
PAY01758,APP0933,PAR001,2023-12-27,119200,Carte bancaire,Integral,Valide
PAY01759,APP0934,PAR012,2022-05-09,89000,Virement,Integral,Valide
PAY01760,APP0935,PAR009,2023-02-03,119000,Virement,Integral,Valide
PAY01761,APP0936,PAR002,2022-01-05,99500,Carte bancaire,En 2 fois,Valide
PAY01762,APP0936,PAR002,2022-02-04,99500,Mobile Money,En 2 fois,Valide
PAY01763,APP0937,PAR002,2022-11-22,199000,Carte bancaire,Integral,Rembourse
PAY01764,APP0937,PAR006,2022-11-22,249000,Mobile Money,Integral,Valide
PAY01765,APP0938,PAR006,2024-06-30,249000,Carte bancaire,Integral,Valide
PAY01766,APP0939,PAR007,2022-07-13,143200,Virement,Integral,Valide
PAY01767,APP0940,PAR003,2022-07-21,71200,Mobile Money,Integral,Valide
PAY01768,APP0941,PAR007,2022-09-10,143200,Mobile Money,Integral,Valide
PAY01769,APP0942,PAR001,2023-06-30,59600,Mobile Money,En 2 fois,Valide
PAY01770,APP0942,PAR001,2023-07-30,59600,Carte bancaire,En 2 fois,Valide
PAY01771,APP0943,PAR007,2022-02-20,143200,Virement,Integral,Valide
PAY01772,APP0943,PAR001,2022-02-20,119200,Carte bancaire,Integral,Valide
PAY01773,APP0944,PAR011,2023-01-29,54500,Mobile Money,En 2 fois,Valide
PAY01774,APP0944,PAR011,2023-02-28,54500,PayPal,En 2 fois,Valide
PAY01775,APP0945,PAR011,2023-12-08,109000,Carte bancaire,Integral,Valide
PAY01776,APP0946,PAR003,2022-07-30,71200,Carte bancaire,Integral,Valide
PAY01777,APP0947,PAR010,2022-11-01,69000,Mobile Money,Integral,Valide
PAY01778,APP0948,PAR001,2024-06-11,119200,Mobile Money,Integral,Valide
PAY01779,APP0948,PAR011,2024-06-11,43600,PayPal,En 2 fois,Valide
PAY01780,APP0948,PAR011,2024-07-11,43600,Mobile Money,En 2 fois,Valide
PAY01781,APP0949,PAR012,2022-12-30,89000,PayPal,Integral,Valide
PAY01782,APP0949,PAR011,2022-12-30,109000,Carte bancaire,Integral,Valide
PAY01783,APP0950,PAR009,2022-02-18,119000,Mobile Money,Integral,Valide
PAY01784,APP0951,PAR005,2023-05-09,79200,Carte bancaire,Integral,Valide
PAY01785,APP0951,PAR007,2023-05-09,143200,Virement,Integral,Valide
PAY01786,APP0952,PAR007,2022-04-09,143200,Mobile Money,Integral,Valide
PAY01787,APP0952,PAR011,2022-04-09,43600,Mobile Money,En 2 fois,Valide
PAY01788,APP0952,PAR011,2022-05-09,43600,PayPal,En 2 fois,Valide
PAY01789,APP0953,PAR012,2022-11-16,35600,Carte bancaire,En 2 fois,Echoue
PAY01790,APP0953,PAR012,2022-12-16,35600,Mobile Money,En 2 fois,Valide
PAY01791,APP0954,PAR009,2023-02-12,59500,Mobile Money,En 2 fois,Valide
PAY01792,APP0954,PAR009,2023-03-14,59500,Mobile Money,En 2 fois,Valide
PAY01793,APP0954,PAR005,2023-02-12,99000,Mobile Money,Integral,Valide
PAY01794,APP0955,PAR012,2022-07-05,44500,Virement,En 2 fois,Valide
PAY01795,APP0955,PAR012,2022-08-04,44500,Carte bancaire,En 2 fois,Valide
PAY01796,APP0955,PAR006,2022-07-05,249000,Mobile Money,Integral,Valide
PAY01797,APP0956,PAR006,2022-04-22,199200,Mobile Money,Integral,Valide
PAY01798,APP0956,PAR001,2022-04-22,119200,Virement,Integral,Valide
PAY01799,APP0957,PAR005,2024-06-30,79200,Mobile Money,Integral,Valide
PAY01800,APP0957,PAR009,2024-06-30,47600,Mobile Money,En 2 fois,Valide
PAY01801,APP0957,PAR009,2024-07-30,47600,Mobile Money,En 2 fois,Valide
PAY01802,APP0958,PAR010,2023-02-23,69000,Carte bancaire,Integral,Valide
PAY01803,APP0959,PAR003,2022-10-17,89000,Virement,Integral,Valide
PAY01804,APP0960,PAR012,2022-06-13,89000,Mobile Money,Integral,Valide
PAY01805,APP0960,PAR007,2022-06-13,89500,Mobile Money,En 2 fois,Valide
PAY01806,APP0960,PAR007,2022-07-13,89500,Mobile Money,En 2 fois,Valide
PAY01807,APP0961,PAR008,2024-06-10,63200,Mobile Money,Integral,Valide
PAY01808,APP0962,PAR011,2022-12-09,109000,Carte bancaire,Integral,Valide
PAY01809,APP0962,PAR004,2022-12-09,64500,Carte bancaire,En 2 fois,Valide
PAY01810,APP0962,PAR004,2023-01-08,64500,Mobile Money,En 2 fois,Echoue
PAY01811,APP0963,PAR009,2024-06-30,47600,Mobile Money,En 2 fois,Valide
PAY01812,APP0963,PAR009,2024-07-30,47600,Mobile Money,En 2 fois,Valide
PAY01813,APP0963,PAR010,2024-06-30,55200,Carte bancaire,Integral,Valide
PAY01814,APP0964,PAR010,2022-08-13,69000,Virement,Integral,Valide
PAY01815,APP0965,PAR011,2023-11-24,43600,PayPal,En 2 fois,Valide
PAY01816,APP0965,PAR011,2023-12-24,43600,Mobile Money,En 2 fois,Valide
PAY01817,APP0966,PAR008,2023-07-31,63200,Mobile Money,Integral,Valide
PAY01818,APP0967,PAR012,2022-10-10,89000,Mobile Money,Integral,Valide
PAY01819,APP0967,PAR006,2022-10-10,249000,Mobile Money,Integral,Valide
PAY01820,APP0968,PAR011,2023-02-14,109000,Mobile Money,Integral,Valide
PAY01821,APP0969,PAR007,2024-06-30,179000,Virement,Integral,Valide
PAY01822,APP0970,PAR004,2022-03-29,103200,Virement,Integral,Valide
PAY01823,APP0971,PAR005,2022-01-07,79200,Mobile Money,Integral,Valide
PAY01824,APP0972,PAR002,2022-08-19,199000,Mobile Money,Integral,Valide
PAY01825,APP0972,PAR001,2022-08-19,149000,Carte bancaire,Integral,Valide
PAY01826,APP0973,PAR009,2022-03-07,59500,Mobile Money,En 2 fois,Valide
PAY01827,APP0973,PAR009,2022-04-06,59500,Carte bancaire,En 2 fois,Valide
PAY01828,APP0974,PAR006,2022-03-29,199200,Mobile Money,Integral,Valide
PAY01829,APP0975,PAR007,2024-06-30,179000,Carte bancaire,Integral,Valide
PAY01830,APP0975,PAR003,2024-06-30,89000,Mobile Money,Integral,Valide
PAY01831,APP0976,PAR009,2022-08-04,119000,Mobile Money,Integral,Valide
PAY01832,APP0976,PAR012,2022-08-04,89000,Carte bancaire,Integral,Valide
PAY01833,APP0977,PAR005,2022-03-12,79200,Virement,Integral,Valide
PAY01834,APP0978,PAR004,2022-12-27,103200,PayPal,Integral,Valide
PAY01835,APP0979,PAR002,2022-01-01,99500,Carte bancaire,En 2 fois,Valide
PAY01836,APP0979,PAR002,2022-01-31,99500,Mobile Money,En 2 fois,Valide
PAY01837,APP0980,PAR009,2022-04-27,119000,Mobile Money,Integral,Valide
PAY01838,APP0981,PAR009,2022-07-25,119000,Mobile Money,Integral,Valide
PAY01839,APP0981,PAR005,2022-07-25,99000,Mobile Money,Integral,Valide
PAY01840,APP0981,PAR012,2022-07-25,89000,Virement,Integral,Valide
PAY01841,APP0982,PAR006,2023-02-26,62250,Carte bancaire,Mensuel,Valide
PAY01842,APP0982,PAR006,2023-03-28,62250,Virement,Mensuel,Valide
PAY01843,APP0982,PAR006,2023-04-27,62250,Carte bancaire,Mensuel,Valide
PAY01844,APP0982,PAR006,2023-05-27,62250,Mobile Money,Mensuel,Valide
PAY01845,APP0982,PAR011,2023-02-26,109000,Mobile Money,Integral,Valide
PAY01846,APP0983,PAR003,2024-06-02,71200,Mobile Money,Integral,Valide
PAY01847,APP0984,PAR001,2022-01-09,149000,Mobile Money,Integral,Valide
PAY01848,APP0985,PAR001,2022-08-16,149000,Mobile Money,Integral,Valide
PAY01849,APP0985,PAR009,2022-08-16,119000,Virement,Integral,Valide
PAY01850,APP0985,PAR010,2022-08-16,69000,PayPal,Integral,Valide
PAY01851,APP0986,PAR005,2022-03-08,49500,Carte bancaire,En 2 fois,Valide
PAY01852,APP0986,PAR005,2022-04-07,49500,Mobile Money,En 2 fois,Valide
PAY01853,APP0987,PAR004,2023-05-22,103200,Mobile Money,Integral,Valide
PAY01854,APP0988,PAR005,2022-10-31,39600,Mobile Money,En 2 fois,Valide
PAY01855,APP0988,PAR005,2022-11-30,39600,Mobile Money,En 2 fois,Valide
PAY01856,APP0988,PAR007,2022-10-31,35800,PayPal,Mensuel,Valide
PAY01857,APP0988,PAR007,2022-11-30,35800,Mobile Money,Mensuel,Valide
PAY01858,APP0988,PAR007,2022-12-30,35800,Mobile Money,Mensuel,Valide
PAY01859,APP0988,PAR007,2023-01-29,35800,Mobile Money,Mensuel,Valide
PAY01860,APP0989,PAR009,2022-06-03,119000,Mobile Money,Integral,Valide
PAY01861,APP0990,PAR002,2022-03-10,199000,Carte bancaire,Integral,Valide
PAY01862,APP0990,PAR001,2022-03-10,149000,Mobile Money,Integral,Valide
PAY01863,APP0991,PAR006,2023-02-23,249000,Virement,Integral,Valide
PAY01864,APP0992,PAR005,2022-07-11,79200,PayPal,Integral,Valide
PAY01865,APP0993,PAR011,2023-06-28,87200,Mobile Money,Integral,Valide
PAY01866,APP0994,PAR009,2022-11-13,47600,Carte bancaire,En 2 fois,Valide
PAY01867,APP0994,PAR009,2022-12-13,47600,PayPal,En 2 fois,Valide
PAY01868,APP0994,PAR006,2022-11-13,199200,PayPal,Integral,Valide
PAY01869,APP0995,PAR002,2022-06-14,159200,Mobile Money,Integral,Valide
PAY01870,APP0996,PAR001,2024-03-13,149000,Mobile Money,Integral,Valide
PAY01871,APP0997,PAR011,2023-02-19,43600,Carte bancaire,En 2 fois,Valide
PAY01872,APP0997,PAR011,2023-03-21,43600,PayPal,En 2 fois,Valide
PAY01873,APP0997,PAR002,2023-02-19,159200,Mobile Money,Integral,Valide
PAY01874,APP0998,PAR008,2023-07-01,39500,Carte bancaire,En 2 fois,Valide
PAY01875,APP0998,PAR008,2023-07-31,39500,Carte bancaire,En 2 fois,Valide
PAY01876,APP0999,PAR005,2022-10-23,99000,Carte bancaire,Integral,Echoue
PAY01877,APP0999,PAR010,2022-10-23,69000,Virement,Integral,Valide
PAY01878,APP1000,PAR012,2023-01-01,89000,Carte bancaire,Integral,Valide
PAY01879,APP1000,PAR001,2023-01-01,74500,Virement,En 2 fois,Valide
PAY01880,APP1000,PAR001,2023-01-31,74500,PayPal,En 2 fois,Valide
PAY01881,APP1001,PAR008,2022-12-21,63200,Virement,Integral,Valide
PAY01882,APP1002,PAR006,2022-08-01,99600,Mobile Money,En 2 fois,Valide
PAY01883,APP1002,PAR006,2022-08-31,99600,Virement,En 2 fois,Valide
PAY01884,APP1002,PAR004,2022-08-01,103200,Mobile Money,Integral,Valide
PAY01885,APP1002,PAR010,2022-08-01,55200,Carte bancaire,Integral,Valide
PAY01886,APP1003,PAR010,2022-05-23,34500,Mobile Money,En 2 fois,Valide
PAY01887,APP1003,PAR010,2022-06-22,34500,Mobile Money,En 2 fois,Echoue
PAY01888,APP1003,PAR011,2022-05-23,109000,Carte bancaire,Integral,Valide
PAY01889,APP1004,PAR011,2024-04-12,87200,Mobile Money,Integral,Valide
PAY01890,APP1005,PAR009,2022-06-05,95200,Mobile Money,Integral,Valide
PAY01891,APP1006,PAR010,2022-02-21,55200,Mobile Money,Integral,Valide
PAY01892,APP1007,PAR004,2022-07-26,64500,Mobile Money,En 2 fois,Valide
PAY01893,APP1007,PAR004,2022-08-25,64500,Mobile Money,En 2 fois,Valide
PAY01894,APP1007,PAR006,2022-07-26,124500,Mobile Money,En 2 fois,Valide
PAY01895,APP1007,PAR006,2022-08-25,124500,Carte bancaire,En 2 fois,Valide
PAY01896,APP1008,PAR005,2023-02-07,79200,Mobile Money,Integral,Valide
PAY01897,APP1008,PAR012,2023-02-07,71200,Mobile Money,Integral,Valide
PAY01898,APP1009,PAR011,2023-11-10,87200,PayPal,Integral,Valide
PAY01899,APP1010,PAR012,2022-11-16,17800,Mobile Money,Mensuel,Valide
PAY01900,APP1010,PAR012,2022-12-16,17800,Mobile Money,Mensuel,Valide
PAY01901,APP1010,PAR012,2023-01-15,17800,Mobile Money,Mensuel,Valide
PAY01902,APP1010,PAR012,2023-02-14,17800,Virement,Mensuel,Valide
PAY01903,APP1010,PAR010,2022-11-16,27600,Carte bancaire,En 2 fois,Valide
PAY01904,APP1010,PAR010,2022-12-16,27600,Virement,En 2 fois,Valide
PAY01905,APP1010,PAR003,2022-11-16,71200,Virement,Integral,Valide
PAY01906,APP1011,PAR012,2023-07-10,89000,Mobile Money,Integral,Valide
PAY01907,APP1011,PAR007,2023-07-10,179000,PayPal,Integral,Valide
PAY01908,APP1012,PAR009,2024-05-10,95200,Mobile Money,Integral,Valide
PAY01909,APP1012,PAR004,2024-05-10,51600,Virement,En 2 fois,Valide
PAY01910,APP1012,PAR004,2024-06-09,51600,Carte bancaire,En 2 fois,Valide
PAY01911,APP1012,PAR002,2024-05-10,159200,Virement,Integral,Valide
PAY01912,APP1013,PAR006,2023-10-29,99600,Virement,En 2 fois,Valide
PAY01913,APP1013,PAR006,2023-11-28,99600,Mobile Money,En 2 fois,Valide
PAY01914,APP1014,PAR009,2022-06-06,119000,Carte bancaire,Integral,Valide
PAY01915,APP1015,PAR010,2024-01-02,55200,Mobile Money,Integral,Valide
PAY01916,APP1016,PAR004,2023-12-01,129000,Mobile Money,Integral,Valide
PAY01917,APP1016,PAR006,2023-12-01,62250,Carte bancaire,Mensuel,Valide
PAY01918,APP1016,PAR006,2023-12-31,62250,Mobile Money,Mensuel,Valide
PAY01919,APP1016,PAR006,2024-01-30,62250,Mobile Money,Mensuel,Valide
PAY01920,APP1016,PAR006,2024-02-29,62250,Mobile Money,Mensuel,Valide
PAY01921,APP1017,PAR008,2022-05-02,63200,Mobile Money,Integral,Valide
PAY01922,APP1018,PAR002,2022-04-12,199000,Carte bancaire,Integral,Valide
PAY01923,APP1018,PAR003,2022-04-12,89000,PayPal,Integral,Valide
PAY01924,APP1019,PAR012,2024-05-18,89000,Mobile Money,Integral,Valide
PAY01925,APP1020,PAR007,2023-03-02,179000,Carte bancaire,Integral,Valide
PAY01926,APP1021,PAR007,2022-09-24,179000,Mobile Money,Integral,Valide
PAY01927,APP1021,PAR002,2022-09-24,199000,PayPal,Integral,Valide
PAY01928,APP1021,PAR011,2022-09-24,109000,Carte bancaire,Integral,Valide
PAY01929,APP1022,PAR001,2023-11-22,149000,Mobile Money,Integral,Valide
PAY01930,APP1022,PAR007,2023-11-22,179000,PayPal,Integral,Valide
PAY01931,APP1023,PAR003,2022-01-17,44500,PayPal,En 2 fois,Valide
PAY01932,APP1023,PAR003,2022-02-16,44500,Carte bancaire,En 2 fois,Valide
PAY01933,APP1024,PAR008,2022-02-18,39500,Mobile Money,En 2 fois,Valide
PAY01934,APP1024,PAR008,2022-03-20,39500,Virement,En 2 fois,Valide
PAY01935,APP1024,PAR004,2022-02-18,64500,PayPal,En 2 fois,Valide
PAY01936,APP1024,PAR004,2022-03-20,64500,Mobile Money,En 2 fois,Valide
PAY01937,APP1025,PAR008,2023-09-26,63200,Virement,Integral,Valide
PAY01938,APP1026,PAR002,2023-02-06,99500,Carte bancaire,En 2 fois,Echoue
PAY01939,APP1026,PAR002,2023-03-08,99500,Mobile Money,En 2 fois,Echoue
PAY01940,APP1027,PAR006,2022-01-17,249000,Mobile Money,Integral,Valide
PAY01941,APP1027,PAR011,2022-01-17,109000,Mobile Money,Integral,Valide
PAY01942,APP1028,PAR009,2022-01-24,59500,Mobile Money,En 2 fois,Valide
PAY01943,APP1028,PAR009,2022-02-23,59500,PayPal,En 2 fois,Valide
PAY01944,APP1029,PAR007,2022-12-06,179000,Virement,Integral,Valide
PAY01945,APP1030,PAR010,2022-05-12,69000,Carte bancaire,Integral,Valide
PAY01946,APP1031,PAR009,2022-07-01,95200,Mobile Money,Integral,Valide
PAY01947,APP1032,PAR009,2023-12-07,59500,PayPal,En 2 fois,Valide
PAY01948,APP1032,PAR009,2024-01-06,59500,Mobile Money,En 2 fois,Valide
PAY01949,APP1033,PAR007,2023-04-28,179000,Carte bancaire,Integral,Valide
PAY01950,APP1034,PAR005,2023-02-12,99000,Carte bancaire,Integral,Valide
PAY01951,APP1034,PAR010,2023-02-12,69000,Carte bancaire,Integral,Valide
PAY01952,APP1034,PAR008,2023-02-12,39500,Virement,En 2 fois,Valide
PAY01953,APP1034,PAR008,2023-03-14,39500,Carte bancaire,En 2 fois,Valide
PAY01954,APP1035,PAR011,2023-05-15,109000,Carte bancaire,Integral,Valide
PAY01955,APP1036,PAR007,2022-09-03,143200,Mobile Money,Integral,Valide
PAY01956,APP1036,PAR008,2022-09-03,31600,PayPal,En 2 fois,Valide
PAY01957,APP1036,PAR008,2022-10-03,31600,PayPal,En 2 fois,Valide
PAY01958,APP1037,PAR012,2022-09-05,71200,Carte bancaire,Integral,Valide
PAY01959,APP1038,PAR008,2024-02-21,79000,Mobile Money,Integral,Valide
PAY01960,APP1038,PAR007,2024-02-21,89500,Mobile Money,En 2 fois,Valide
PAY01961,APP1038,PAR007,2024-03-22,89500,Mobile Money,En 2 fois,Valide
PAY01962,APP1039,PAR003,2022-01-18,44500,PayPal,En 2 fois,Valide
PAY01963,APP1039,PAR003,2022-02-17,44500,Mobile Money,En 2 fois,Valide
PAY01964,APP1040,PAR003,2023-03-25,35600,Mobile Money,En 2 fois,Valide
PAY01965,APP1040,PAR003,2023-04-24,35600,Mobile Money,En 2 fois,Valide
PAY01966,APP1041,PAR009,2022-03-05,119000,Mobile Money,Integral,Valide
PAY01967,APP1041,PAR003,2022-03-05,89000,Virement,Integral,Valide
PAY01968,APP1042,PAR008,2023-03-04,79000,Mobile Money,Integral,Valide
PAY01969,APP1042,PAR012,2023-03-04,89000,Virement,Integral,Valide
PAY01970,APP1043,PAR003,2022-02-02,71200,Mobile Money,Integral,Valide
PAY01971,APP1044,PAR012,2024-06-30,89000,Mobile Money,Integral,Valide
PAY01972,APP1045,PAR009,2023-10-24,119000,Mobile Money,Integral,Echoue
PAY01973,APP1046,PAR009,2022-03-03,95200,Mobile Money,Integral,Valide
PAY01974,APP1046,PAR002,2022-03-03,159200,Carte bancaire,Integral,Valide
PAY01975,APP1047,PAR012,2022-12-07,89000,Mobile Money,Integral,Valide
PAY01976,APP1048,PAR004,2024-06-30,129000,Virement,Integral,Valide
PAY01977,APP1048,PAR008,2024-06-30,79000,Mobile Money,Integral,Valide
PAY01978,APP1048,PAR011,2024-06-30,109000,Mobile Money,Integral,Valide
PAY01979,APP1049,PAR001,2022-06-11,119200,Carte bancaire,Integral,Valide
PAY01980,APP1050,PAR012,2023-04-21,89000,Carte bancaire,Integral,Valide
PAY01981,APP1050,PAR003,2023-04-21,44500,Mobile Money,En 2 fois,Valide
PAY01982,APP1050,PAR003,2023-05-21,44500,Mobile Money,En 2 fois,Valide
PAY01983,APP1050,PAR009,2023-04-21,119000,Mobile Money,Integral,Valide
PAY01984,APP1051,PAR006,2024-06-30,124500,Carte bancaire,En 2 fois,Rembourse
PAY01985,APP1051,PAR006,2024-07-30,124500,Mobile Money,En 2 fois,Valide
PAY01986,APP1051,PAR002,2024-06-30,49750,Mobile Money,Mensuel,Valide
PAY01987,APP1051,PAR002,2024-07-30,49750,Carte bancaire,Mensuel,Valide
PAY01988,APP1051,PAR002,2024-08-29,49750,PayPal,Mensuel,Valide
PAY01989,APP1051,PAR002,2024-09-28,49750,Virement,Mensuel,Valide
PAY01990,APP1051,PAR010,2024-06-30,69000,Carte bancaire,Integral,Valide
PAY01991,APP1052,PAR007,2023-05-07,71600,Virement,En 2 fois,Valide
PAY01992,APP1052,PAR007,2023-06-06,71600,Virement,En 2 fois,Valide
PAY01993,APP1052,PAR002,2023-05-07,159200,Mobile Money,Integral,Valide
PAY01994,APP1053,PAR002,2022-04-29,79600,Mobile Money,En 2 fois,Valide
PAY01995,APP1053,PAR002,2022-05-29,79600,Mobile Money,En 2 fois,Valide
PAY01996,APP1054,PAR006,2023-07-01,99600,Mobile Money,En 2 fois,Valide
PAY01997,APP1054,PAR006,2023-07-31,99600,Carte bancaire,En 2 fois,Valide
PAY01998,APP1055,PAR010,2023-01-24,69000,Virement,Integral,Valide
PAY01999,APP1055,PAR005,2023-01-24,49500,Mobile Money,En 2 fois,Valide
PAY02000,APP1055,PAR005,2023-02-23,49500,Mobile Money,En 2 fois,Valide
PAY02001,APP1056,PAR001,2022-02-19,-5000,Mobile Money,Integral,Valide
PAY02002,APP1056,PAR009,2022-02-19,119000,Virement,Integral,Valide
PAY02003,APP1057,PAR003,2022-05-29,71200,Carte bancaire,Integral,Valide
PAY02004,APP1058,PAR002,2022-01-31,199000,Carte bancaire,Integral,Valide
PAY02005,APP1059,PAR006,2022-04-04,199200,Carte bancaire,Integral,Valide
PAY02006,APP1060,PAR005,2022-07-14,49500,Carte bancaire,En 2 fois,Valide
PAY02007,APP1060,PAR005,2022-08-13,49500,Carte bancaire,En 2 fois,Valide
PAY02008,APP1061,PAR006,2022-01-16,249000,Mobile Money,Integral,Valide
PAY02009,APP1062,PAR005,2022-12-08,39600,PayPal,En 2 fois,Valide
PAY02010,APP1062,PAR005,2023-01-07,39600,Virement,En 2 fois,Valide
PAY02011,APP1063,PAR005,2022-04-11,39600,PayPal,En 2 fois,Valide
PAY02012,APP1063,PAR005,2022-05-11,39600,Mobile Money,En 2 fois,Valide
PAY02013,APP1064,PAR008,2022-11-25,39500,Carte bancaire,En 2 fois,Valide
PAY02014,APP1064,PAR008,2022-12-25,39500,Mobile Money,En 2 fois,Valide
PAY02015,APP1065,PAR001,2023-04-18,37250,Mobile Money,Mensuel,Valide
