order_id,customer_id,order_date,canal,payment_method,order_status,montant_total,delivery_delay,date_id
ORD000718,CUS02924,2022-01-30,Email,Carte bancaire,Livree,1051.0,2,20220130
ORD000719,CUS01445,2022-01-30,Direct,Mobile Money,Livree,7342.0,3,20220130
ORD000720,CUS00436,2022-01-30,Email,Mobile Money,Livree,566.0,0,20220130
ORD000721,CUS01282,2022-01-30,Social Media,Mobile Money,Remboursee,897.0,2,20220130
ORD000722,CUS00183,2022-01-30,Email,PayPal,Livree,117.0,0,20220130
ORD000723,CUS02474,2022-01-30,Direct,Carte bancaire,Remboursee,2105.0,2,20220130
ORD000724,CUS01274,2022-01-30,Direct,PayPal,Remboursee,78.0,8,20220130
ORD000725,CUS00666,2022-01-30,Organic,Carte bancaire,Livree,2396.0,2,20220130
ORD000726,CUS00637,2022-01-30,Organic,Carte bancaire,Livree,2634.0,12,20220130
ORD000727,CUS00450,2022-01-30,Organic,Cash on Delivery,Remboursee,6279.0,6,20220130
ORD000728,CUS00054,2022-01-30,Organic,PayPal,Remboursee,2376.0,5,20220130
ORD000729,CUS01798,2022-01-30,Social Media,Virement,Livree,199.0,2,20220130
ORD000730,CUS00170,2022-01-30,Direct,PayPal,Livree,2156.0,7,20220130
ORD000731,CUS00808,2022-01-30,Organic,Cash on Delivery,Livree,414.0,3,20220130
ORD000732,CUS02395,2022-01-30,Organic,Mobile Money,Livree,1947.0,5,20220130
ORD000733,CUS00368,2022-01-30,Paid Search,Virement,Livree,2884.0,12,20220130
ORD000734,CUS02385,2022-01-31,Email,Mobile Money,Livree,87.0,8,20220131
ORD000735,CUS02217,2022-01-31,Direct,Carte bancaire,Livree,189.0,2,20220131
ORD000736,CUS00486,2022-01-31,Paid Search,Carte bancaire,Livree,227.0,4,20220131
ORD000737,CUS01570,2022-01-31,Organic,Mobile Money,Livree,3894.0,10,20220131
ORD000738,CUS01231,2022-01-31,Social Media,Mobile Money,Livree,39.0,3,20220131
ORD000739,CUS02938,2022-01-31,Organic,Mobile Money,Livree,958.0,10,20220131
ORD000740,CUS01778,2022-01-31,Direct,Carte bancaire,Livree,24.0,7,20220131
ORD000741,CUS02726,2022-01-31,Organic,Virement,Livree,4962.0,3,20220131
ORD000742,CUS02607,2022-01-31,Direct,Carte bancaire,Livree,45.0,6,20220131
ORD000743,CUS02967,2022-01-31,Paid Search,Virement,Livree,959.0,7,20220131
ORD000744,CUS00549,2022-01-31,Email,Cash on Delivery,Livree,2445.0,6,20220131
ORD000745,CUS02178,2022-01-31,Organic,Carte bancaire,Remboursee,567.0,0,20220131
ORD000746,CUS01499,2022-01-31,Direct,Mobile Money,Livree,375.0,2,20220131
ORD000747,CUS01600,2022-01-31,Direct,Mobile Money,Livree,1464.0,4,20220131
ORD000748,CUS01099,2022-01-31,Email,Cash on Delivery,Annulee,1145.0,4,20220131
ORD000749,CUS01935,2022-01-31,Affiliate,Carte bancaire,Livree,1685.0,6,20220131
ORD000750,CUS00726,2022-01-31,Paid Search,Mobile Money,Livree,87.0,5,20220131
ORD000751,CUS01255,2022-01-31,Social Media,Virement,Livree,202.0,0,20220131
ORD000752,CUS01627,2022-01-31,Paid Search,Mobile Money,Livree,258.0,6,20220131
ORD000753,CUS00560,2022-01-31,Organic,PayPal,Livree,180.0,6,20220131
ORD000754,CUS01172,2022-01-31,Organic,PayPal,Livree,1609.0,6,20220131
ORD000755,CUS01266,2022-02-01,Organic,PayPal,Livree,427.0,7,20220201
ORD000756,CUS02789,2022-02-01,Direct,Carte bancaire,Livree,1196.0,6,20220201
ORD000757,CUS00326,2022-02-01,Paid Search,Mobile Money,Livree,882.0,4,20220201
ORD000758,CUS00722,2022-02-01,Paid Search,Virement,Livree,1310.0,0,20220201
ORD000759,CUS00461,2022-02-01,Social Media,PayPal,Livree,1519.0,6,20220201
ORD000760,CUS00605,2022-02-01,Organic,Mobile Money,Livree,693.0,5,20220201
ORD000761,CUS00014,2022-02-01,Organic,Cash on Delivery,Livree,1498.0,5,20220201
ORD000762,CUS02200,2022-02-01,Organic,Cash on Delivery,Livree,3423.0,1,20220201
ORD000763,CUS00525,2022-02-01,Organic,Carte bancaire,Livree,4646.0,1,20220201
ORD000764,CUS02350,2022-02-01,Email,Carte bancaire,Annulee,928.0,8,20220201
ORD000765,CUS00812,2022-02-01,Paid Search,Carte bancaire,Livree,4389.0,4,20220201
ORD000766,CUS02358,2022-02-01,Email,Virement,Livree,894.0,7,20220201
ORD000767,CUS02798,2022-02-01,Organic,Carte bancaire,Livree,1479.0,5,20220201
ORD000768,CUS00714,2022-02-01,Organic,Mobile Money,Livree,1096.0,5,20220201
ORD000769,CUS00357,2022-02-01,Social Media,Cash on Delivery,Livree,29.0,7,20220201
ORD000770,CUS02095,2022-02-01,Organic,Mobile Money,Livree,129.0,3,20220201
ORD000771,CUS01562,2022-02-01,Organic,Carte bancaire,Livree,1182.0,5,20220201
ORD000772,CUS02777,2022-02-01,Social Media,Cash on Delivery,Livree,996.0,3,20220201
ORD000773,CUS01649,2022-02-01,Social Media,Carte bancaire,Livree,837.0,3,20220201
ORD000774,CUS00626,2022-02-01,Organic,Carte bancaire,Livree,30.0,4,20220201
ORD000775,CUS01040,2022-02-01,Affiliate,Carte bancaire,Remboursee,270.0,5,20220201
ORD000776,CUS00732,2022-02-01,Email,Mobile Money,Livree,447.0,3,20220201
ORD000777,CUS00202,2022-02-02,Direct,Carte bancaire,Annulee,5076.0,2,20220202
ORD000778,CUS00228,2022-02-02,Paid Search,PayPal,Livree,177.0,4,20220202
ORD000779,CUS01292,2022-02-02,Organic,Mobile Money,Livree,3897.0,3,20220202
ORD000780,CUS00294,2022-02-02,Organic,Mobile Money,Livree,180.0,9,20220202
ORD000781,CUS02339,2022-02-02,Direct,Mobile Money,Livree,158.0,5,20220202
ORD000782,CUS00185,2022-02-02,Paid Search,Carte bancaire,Livree,378.0,8,20220202
ORD000783,CUS02951,2022-02-02,Paid Search,Carte bancaire,Livree,913.0,0,20220202
ORD000784,CUS02953,2022-02-02,Paid Search,Cash on Delivery,Livree,2010.0,5,20220202
ORD000785,CUS00003,2022-02-02,Direct,Carte bancaire,Livree,45.0,7,20220202
ORD000786,CUS02033,2022-02-02,Organic,PayPal,Livree,206.0,5,20220202
ORD000787,CUS01762,2022-02-02,Direct,Mobile Money,Livree,3574.0,8,20220202
ORD000788,CUS00676,2022-02-02,Paid Search,Virement,Livree,666.0,3,20220202
ORD000789,CUS01886,2022-02-02,Affiliate,PayPal,Remboursee,834.0,9,20220202
ORD000790,CUS00852,2022-02-02,Affiliate,PayPal,Annulee,5142.0,11,20220202
ORD000791,CUS01347,2022-02-02,Paid Search,Carte bancaire,Livree,1747.0,3,20220202
ORD000792,CUS02401,2022-02-02,Organic,Virement,Livree,2337.0,3,20220202
ORD000793,CUS01164,2022-02-02,Social Media,PayPal,Livree,2395.0,9,20220202
ORD000794,CUS01783,2022-02-02,Social Media,Carte bancaire,Livree,407.0,9,20220202
ORD000795,CUS01580,2022-02-02,Direct,Mobile Money,Remboursee,5243.0,3,20220202
ORD000796,CUS00904,2022-02-02,Social Media,Carte bancaire,Livree,1327.0,3,20220202
ORD000797,CUS00451,2022-02-02,Direct,Mobile Money,Livree,4093.0,4,20220202
ORD000798,CUS01909,2022-02-02,Email,Carte bancaire,Livree,297.0,0,20220202
ORD000799,CUS00846,2022-02-02,Paid Search,Carte bancaire,Livree,834.0,2,20220202
ORD000800,CUS02335,2022-02-03,Email,Mobile Money,Livree,1597.0,2,20220203
ORD000801,CUS01073,2022-02-03,Direct,Cash on Delivery,Livree,79.0,4,20220203
ORD000802,CUS01251,2022-02-03,Social Media,Mobile Money,Annulee,360.0,5,20220203
ORD000803,CUS01130,2022-02-03,Social Media,Carte bancaire,Livree,4014.0,9,20220203
ORD000804,CUS02693,2022-02-03,Email,Carte bancaire,Livree,371.0,2,20220203
ORD000805,CUS02358,2022-02-03,Social Media,Mobile Money,Livree,3045.0,7,20220203
ORD000806,CUS01825,2022-02-03,Organic,PayPal,Livree,4891.0,4,20220203
ORD000807,CUS02908,2022-02-03,Email,Mobile Money,Livree,2337.0,4,20220203
ORD000808,CUS01237,2022-02-03,Paid Search,Mobile Money,Livree,15.0,7,20220203
ORD000809,CUS02321,2022-02-03,Organic,Carte bancaire,Annulee,876.0,1,20220203
ORD000810,CUS01891,2022-02-03,Paid Search,Mobile Money,Livree,4268.0,6,20220203
ORD000811,CUS01763,2022-02-03,Affiliate,Carte bancaire,Livree,398.0,5,20220203
ORD000812,CUS02264,2022-02-03,Paid Search,Carte bancaire,Livree,2233.0,6,20220203
ORD000813,CUS01215,2022-02-04,Direct,Carte bancaire,Livree,745.0,12,20220204
ORD000814,CUS00751,2022-02-04,Paid Search,Carte bancaire,Livree,265.0,3,20220204
ORD000815,CUS02067,2022-02-04,Email,PayPal,Livree,3043.0,3,20220204
ORD000816,CUS02331,2022-02-04,Direct,Mobile Money,Livree,36.0,3,20220204
ORD000817,CUS00368,2022-02-04,Social Media,Cash on Delivery,Livree,2077.0,3,20220204
ORD000818,CUS00852,2022-02-04,Direct,Carte bancaire,Livree,1977.0,3,20220204
ORD000819,CUS01730,2022-02-04,Paid Search,Carte bancaire,Livree,443.0,8,20220204
ORD000820,CUS00039,2022-02-04,Organic,Carte bancaire,Livree,399.0,9,20220204
ORD000821,CUS00941,2022-02-04,Organic,Carte bancaire,Livree,235.0,3,20220204
ORD000822,CUS01869,2022-02-04,Paid Search,Virement,Livree,207.0,2,20220204
ORD000823,CUS01292,2022-02-04,Organic,PayPal,Livree,1547.0,6,20220204
ORD000824,CUS02383,2022-02-04,Social Media,Carte bancaire,Livree,237.0,3,20220204
ORD000825,CUS00540,2022-02-04,Organic,Mobile Money,Livree,754.0,6,20220204
ORD000826,CUS01199,2022-02-04,Organic,Mobile Money,Livree,199.0,5,20220204
ORD000827,CUS00417,2022-02-04,Direct,Mobile Money,Livree,4655.0,0,20220204
ORD000828,CUS02461,2022-02-04,Affiliate,Carte bancaire,Livree,3321.0,9,20220204
ORD000829,CUS00608,2022-02-04,Paid Search,Virement,Livree,2997.0,10,20220204
ORD000830,CUS02819,2022-02-04,Paid Search,Mobile Money,Livree,1234.0,3,20220204
ORD000831,CUS01021,2022-02-04,Social Media,Mobile Money,Livree,749.0,3,20220204
ORD000832,CUS00353,2022-02-05,Affiliate,Carte bancaire,Livree,1292.0,6,20220205
ORD000833,CUS02516,2022-02-05,Organic,Cash on Delivery,Remboursee,1998.0,6,20220205
ORD000834,CUS01194,2022-02-05,Email,PayPal,Annulee,4779.0,11,20220205
ORD000835,CUS01454,2022-02-05,Organic,Carte bancaire,En cours,649.0,4,20220205
ORD000836,CUS00583,2022-02-05,Direct,Cash on Delivery,Livree,29.0,2,20220205
ORD000837,CUS00670,2022-02-05,Organic,Virement,Livree,540.0,0,20220205
ORD000838,CUS01313,2022-02-05,Email,Carte bancaire,En cours,926.0,2,20220205
ORD000839,CUS02836,2022-02-05,Social Media,Carte bancaire,Remboursee,2646.0,4,20220205
ORD000840,CUS02125,2022-02-05,Social Media,Mobile Money,Annulee,1299.0,10,20220205
ORD000841,CUS00043,2022-02-05,Direct,Mobile Money,Livree,973.0,3,20220205
ORD000842,CUS01055,2022-02-05,Social Media,Virement,Livree,1474.0,5,20220205
ORD000843,CUS01098,2022-02-05,Organic,Cash on Delivery,Livree,1196.0,4,20220205
ORD000844,CUS01714,2022-02-05,Organic,Mobile Money,Livree,90.0,8,20220205
ORD000845,CUS02346,2022-02-05,Email,Carte bancaire,Livree,298.0,12,20220205
ORD000846,CUS00895,2022-02-05,Organic,Mobile Money,Livree,854.0,3,20220205
ORD000847,CUS00706,2022-02-05,Direct,PayPal,Livree,180.0,3,20220205
ORD000848,CUS01374,2022-02-05,Social Media,Mobile Money,Livree,1415.0,8,20220205
ORD000849,CUS02205,2022-02-05,Email,Carte bancaire,Livree,885.0,7,20220205
ORD000850,CUS00622,2022-02-05,Organic,Virement,Livree,416.0,10,20220205
ORD000851,CUS02205,2022-02-05,Organic,Mobile Money,Livree,4896.0,6,20220205
ORD000852,CUS00450,2022-02-05,Social Media,Carte bancaire,Livree,126.0,3,20220205
ORD000853,CUS00004,2022-02-05,Organic,Mobile Money,Livree,252.0,6,20220205
ORD000854,CUS02134,2022-02-05,Paid Search,PayPal,Livree,2787.0,8,20220205
ORD000855,CUS00487,2022-02-05,Social Media,PayPal,Livree,425.0,7,20220205
ORD000856,CUS00734,2022-02-06,Organic,Carte bancaire,Livree,1947.0,8,20220206
ORD000857,CUS01037,2022-02-06,Social Media,PayPal,Livree,693.0,8,20220206
ORD000858,CUS00369,2022-02-06,Social Media,Mobile Money,Livree,7240.0,9,20220206
ORD000859,CUS00455,2022-02-06,Email,Carte bancaire,Livree,4494.0,6,20220206
ORD000860,CUS00689,2022-02-06,Email,Carte bancaire,Livree,649.0,4,20220206
ORD000861,CUS02229,2022-02-06,Paid Search,Virement,Livree,1298.0,5,20220206
ORD000862,CUS01001,2022-02-06,Direct,Virement,Livree,199.0,8,20220206
ORD000863,CUS01712,2022-02-06,Direct,Mobile Money,Livree,1054.0,2,20220206
ORD000864,CUS01874,2022-02-06,Email,Cash on Delivery,En cours,387.0,6,20220206
ORD000865,CUS02497,2022-02-06,Direct,PayPal,En cours,118.0,3,20220206
ORD000866,CUS00342,2022-02-06,Social Media,PayPal,En cours,2156.0,5,20220206
ORD000867,CUS01249,2022-02-06,Affiliate,Carte bancaire,Remboursee,149.0,8,20220206
ORD000868,CUS00824,2022-02-06,Direct,PayPal,Livree,1565.0,5,20220206
ORD000869,CUS02984,2022-02-06,Direct,Mobile Money,Livree,5413.0,5,20220206
ORD000870,CUS00178,2022-02-06,Paid Search,Mobile Money,Livree,1346.0,0,20220206
ORD000871,CUS02680,2022-02-06,Direct,Carte bancaire,Livree,58.0,7,20220206
ORD000872,CUS00479,2022-02-06,Social Media,Mobile Money,Livree,1329.0,6,20220206
ORD000873,CUS01225,2022-02-06,Paid Search,Mobile Money,Livree,360.0,11,20220206
ORD000874,CUS01510,2022-02-06,Email,Virement,Livree,1527.0,4,20220206
ORD000875,CUS01836,2022-02-06,Organic,Mobile Money,Livree,1047.0,5,20220206
ORD000876,CUS01118,2022-02-06,Email,Mobile Money,Livree,2634.0,5,20220206
ORD000877,CUS00093,2022-02-06,Paid Search,Mobile Money,Livree,823.0,9,20220206
ORD000878,CUS01624,2022-02-06,Social Media,Mobile Money,Livree,770.0,4,20220206
ORD000879,CUS02809,2022-02-06,Social Media,Mobile Money,Livree,45.0,5,20220206
ORD000880,CUS01239,2022-02-06,Organic,Mobile Money,Livree,807.0,6,20220206
ORD000881,CUS02185,2022-02-06,Organic,Mobile Money,Livree,7342.0,5,20220206
ORD000882,CUS02622,2022-02-07,Social Media,Mobile Money,Livree,399.0,5,20220207
ORD000883,CUS00672,2022-02-07,Paid Search,Cash on Delivery,Livree,3912.0,8,20220207
ORD000884,CUS00734,2022-02-07,Paid Search,Virement,Livree,897.0,1,20220207
ORD000885,CUS02348,2022-02-07,Social Media,Virement,Livree,353.0,5,20220207
ORD000886,CUS02535,2022-02-07,Social Media,Mobile Money,En cours,129.0,2,20220207
ORD000887,CUS00060,2022-02-07,Organic,Cash on Delivery,Livree,279.0,8,20220207
ORD000888,CUS02784,2022-02-07,Paid Search,Mobile Money,Livree,279.0,0,20220207
ORD000889,CUS01465,2022-02-07,Paid Search,Carte bancaire,Livree,321.0,3,20220207
ORD000890,CUS02333,2022-02-07,Organic,PayPal,Annulee,59.0,6,20220207
ORD000891,CUS01698,2022-02-07,Direct,PayPal,Livree,2644.0,9,20220207
ORD000892,CUS01211,2022-02-07,Paid Search,Cash on Delivery,Livree,451.0,4,20220207
ORD000893,CUS01642,2022-02-07,Direct,Mobile Money,Livree,12.0,3,20220207
ORD000894,CUS00479,2022-02-07,Paid Search,Carte bancaire,Livree,337.0,10,20220207
ORD000895,CUS00755,2022-02-07,Affiliate,Carte bancaire,Livree,582.0,0,20220207
ORD000896,CUS01208,2022-02-07,Paid Search,Carte bancaire,Livree,634.0,0,20220207
ORD000897,CUS01526,2022-02-07,Social Media,Mobile Money,Livree,698.0,6,20220207
ORD000898,CUS00026,2022-02-08,Social Media,Carte bancaire,Livree,2096.0,1,20220208
ORD000899,CUS00231,2022-02-08,Organic,Carte bancaire,Livree,129.0,7,20220208
ORD000900,CUS02938,2022-02-08,Email,Carte bancaire,Livree,1298.0,5,20220208
ORD000901,CUS01109,2022-02-08,Social Media,Mobile Money,Livree,634.0,3,20220208
ORD000902,CUS00701,2022-02-08,Organic,PayPal,Livree,3256.0,1,20220208
ORD000903,CUS00474,2022-02-08,Affiliate,Carte bancaire,Livree,1998.0,7,20220208
ORD000904,CUS00214,2022-02-08,Social Media,PayPal,Livree,1615.0,6,20220208
ORD000905,CUS01500,2022-02-08,Social Media,Mobile Money,Livree,3831.0,4,20220208
ORD000906,CUS01882,2022-02-08,Organic,Carte bancaire,Annulee,698.0,10,20220208
ORD000907,CUS02092,2022-02-08,Social Media,Carte bancaire,Livree,328.0,1,20220208
ORD000908,CUS00982,2022-02-08,Direct,Mobile Money,Livree,2997.0,0,20220208
ORD000909,CUS01944,2022-02-08,Social Media,Virement,Livree,248.0,2,20220208
ORD000910,CUS00040,2022-02-08,Paid Search,Mobile Money,Livree,2234.0,4,20220208
ORD000911,CUS01339,2022-02-08,Direct,Carte bancaire,Livree,36.0,5,20220208
ORD000912,CUS00205,2022-02-08,Organic,Mobile Money,Livree,1756.0,4,20220208
ORD000913,CUS02034,2022-02-09,Organic,Mobile Money,Livree,898.0,1,20220209
ORD000914,CUS00860,2022-02-09,Direct,Carte bancaire,Livree,182.0,9,20220209
ORD000915,CUS00216,2022-02-09,Social Media,Mobile Money,Livree,4340.0,4,20220209
ORD000916,CUS00934,2022-02-09,Social Media,Mobile Money,Livree,5094.0,8,20220209
ORD000917,CUS02718,2022-02-09,Social Media,Virement,Livree,384.0,6,20220209
ORD000918,CUS01219,2022-02-09,Social Media,Cash on Delivery,En cours,2543.0,6,20220209
ORD000919,CUS02009,2022-02-09,Paid Search,PayPal,Livree,1175.0,6,20220209
ORD000920,CUS00588,2022-02-09,Organic,PayPal,Livree,2782.0,6,20220209
ORD000921,CUS02493,2022-02-09,Direct,Mobile Money,Livree,267.0,6,20220209
ORD000922,CUS01226,2022-02-09,Direct,Carte bancaire,Livree,149.0,8,20220209
ORD000923,CUS01743,2022-02-09,Social Media,Virement,Livree,2784.0,5,20220209
ORD000924,CUS00122,2022-02-09,Organic,Mobile Money,Livree,1791.0,7,20220209
ORD000925,CUS00327,2022-02-09,Paid Search,Cash on Delivery,Livree,2998.0,4,20220209
ORD000926,CUS01917,2022-02-09,Social Media,Mobile Money,Livree,337.0,9,20220209
ORD000927,CUS00367,2022-02-09,Social Media,PayPal,Livree,384.0,2,20220209
ORD000928,CUS01305,2022-02-09,Organic,PayPal,Livree,1047.0,10,20220209
ORD000929,CUS00327,2022-02-09,Organic,Cash on Delivery,Livree,2654.0,4,20220209
ORD000930,CUS00997,2022-02-09,Email,Carte bancaire,Livree,3444.0,0,20220209
ORD000931,CUS00250,2022-02-09,Direct,Carte bancaire,Livree,798.0,5,20220209
ORD000932,CUS02856,2022-02-10,Email,Mobile Money,Livree,866.0,7,20220210
ORD000933,CUS01429,2022-02-10,Social Media,Mobile Money,Livree,3033.0,3,20220210
ORD000934,CUS00030,2022-02-10,Social Media,Mobile Money,Remboursee,177.0,3,20220210
ORD000935,CUS01009,2022-02-10,Organic,Carte bancaire,Livree,1475.0,0,20220210
ORD000936,CUS01421,2022-02-10,Email,Carte bancaire,Livree,33.0,3,20220210
ORD000937,CUS02082,2022-02-10,Direct,Mobile Money,Livree,30.0,0,20220210
ORD000938,CUS02664,2022-02-10,Paid Search,Carte bancaire,Annulee,481.0,0,20220210
ORD000939,CUS02887,2022-02-10,Email,Carte bancaire,Annulee,2379.0,7,20220210
ORD000940,CUS01228,2022-02-10,Paid Search,Carte bancaire,Remboursee,54.0,7,20220210
ORD000941,CUS02240,2022-02-10,Organic,Mobile Money,Livree,198.0,6,20220210
ORD000942,CUS02086,2022-02-10,Direct,Carte bancaire,Livree,1494.0,2,20220210
ORD000943,CUS01299,2022-02-10,Email,Cash on Delivery,Livree,472.0,4,20220210
ORD000944,CUS02486,2022-02-10,Social Media,PayPal,Livree,598.0,4,20220210
ORD000945,CUS02514,2022-02-10,Social Media,PayPal,En cours,257.0,1,20220210
ORD000946,CUS02203,2022-02-10,Email,Mobile Money,En cours,399.0,9,20220210
ORD000947,CUS00088,2022-02-11,Social Media,Mobile Money,Livree,3173.0,4,20220211
ORD000948,CUS00144,2022-02-11,Organic,Cash on Delivery,Livree,744.0,5,20220211
ORD000949,CUS01472,2022-02-11,Affiliate,Carte bancaire,Livree,2716.0,5,20220211
ORD000950,CUS00387,2022-02-11,Organic,Carte bancaire,Livree,447.0,0,20220211
ORD000951,CUS01717,2022-02-11,Affiliate,Carte bancaire,Livree,12.0,4,20220211
ORD000952,CUS00162,2022-02-11,Affiliate,Carte bancaire,En cours,2997.0,2,20220211
ORD000953,CUS02673,2022-02-11,Paid Search,Mobile Money,Livree,3395.0,1,20220211
ORD000954,CUS02825,2022-02-11,Social Media,PayPal,Livree,149.0,4,20220211
ORD000955,CUS02257,2022-02-11,Social Media,Carte bancaire,Livree,2141.0,10,20220211
ORD000956,CUS00116,2022-02-11,Social Media,PayPal,Livree,1135.0,6,20220211
ORD000957,CUS01529,2022-02-11,Organic,Mobile Money,Livree,2598.0,3,20220211
ORD000958,CUS02843,2022-02-11,Social Media,Carte bancaire,Livree,558.0,6,20220211
ORD000959,CUS01568,2022-02-11,Social Media,Carte bancaire,Livree,2247.0,9,20220211
ORD000960,CUS01636,2022-02-11,Paid Search,PayPal,Livree,30.0,7,20220211
ORD000961,CUS00969,2022-02-11,Paid Search,PayPal,Livree,297.0,5,20220211
ORD000962,CUS02390,2022-02-11,Organic,Carte bancaire,Livree,3347.0,3,20220211
ORD000963,CUS01367,2022-02-11,Affiliate,Mobile Money,Livree,308.0,7,20220211
ORD000964,CUS02681,2022-02-11,Social Media,Carte bancaire,Livree,3694.0,6,20220211
ORD000965,CUS02684,2022-02-11,Paid Search,Carte bancaire,Livree,525.0,7,20220211
ORD000966,CUS01670,2022-02-11,Email,Cash on Delivery,Livree,29.0,6,20220211
ORD000967,CUS01863,2022-02-11,Paid Search,Carte bancaire,Livree,1498.0,8,20220211
ORD000968,CUS00540,2022-02-12,Organic,Carte bancaire,Livree,649.0,8,20220212
ORD000969,CUS02408,2022-02-12,Paid Search,Carte bancaire,Remboursee,360.0,5,20220212
ORD000970,CUS00739,2022-02-12,Paid Search,Carte bancaire,Livree,1648.0,11,20220212
ORD000971,CUS01927,2022-02-12,Paid Search,PayPal,Livree,1945.0,2,20220212
ORD000972,CUS01471,2022-02-12,Social Media,Mobile Money,Livree,267.0,10,20220212
ORD000973,CUS00453,2022-02-12,Paid Search,Cash on Delivery,Livree,297.0,5,20220212
ORD000974,CUS01658,2022-02-12,Affiliate,PayPal,Livree,510.0,3,20220212
ORD000975,CUS00520,2022-02-12,Organic,Mobile Money,Livree,58.0,3,20220212
ORD000976,CUS00097,2022-02-12,Social Media,Carte bancaire,Livree,1998.0,4,20220212
ORD000977,CUS01195,2022-02-12,Social Media,Mobile Money,Livree,807.0,6,20220212
ORD000978,CUS02168,2022-02-12,Affiliate,PayPal,Annulee,267.0,6,20220212
ORD000979,CUS00524,2022-02-12,Direct,PayPal,Remboursee,227.0,3,20220212
ORD000980,CUS02066,2022-02-12,Organic,Carte bancaire,Remboursee,3124.0,4,20220212
ORD000981,CUS00682,2022-02-12,Organic,PayPal,Livree,4695.0,11,20220212
ORD000982,CUS00893,2022-02-12,Organic,Carte bancaire,Livree,2645.0,10,20220212
ORD000983,CUS01858,2022-02-12,Organic,Carte bancaire,Livree,2998.0,6,20220212
ORD000984,CUS00011,2022-02-12,Organic,Cash on Delivery,En cours,385.0,5,20220212
ORD000985,CUS00826,2022-02-12,Affiliate,PayPal,Livree,6492.0,5,20220212
ORD000986,CUS01380,2022-02-12,Paid Search,Cash on Delivery,Remboursee,1506.0,6,20220212
ORD000987,CUS02445,2022-02-12,Direct,Cash on Delivery,Livree,1588.0,1,20220212
ORD000988,CUS01826,2022-02-13,Organic,Carte bancaire,En cours,135.0,0,20220213
ORD000989,CUS02844,2022-02-13,Paid Search,Mobile Money,Livree,1074.0,6,20220213
ORD000990,CUS00050,2022-02-13,Organic,Carte bancaire,Livree,3896.0,6,20220213
ORD000991,CUS02355,2022-02-13,Social Media,Carte bancaire,Livree,588.0,3,20220213
ORD000992,CUS00392,2022-02-13,Organic,Carte bancaire,En cours,2513.0,9,20220213
ORD000993,CUS02821,2022-02-13,Social Media,Cash on Delivery,Livree,2395.0,1,20220213
ORD000994,CUS00577,2022-02-13,Organic,Carte bancaire,En cours,747.0,0,20220213
ORD000995,CUS01686,2022-02-13,Paid Search,Cash on Delivery,Livree,2696.0,5,20220213
ORD000996,CUS00388,2022-02-13,Affiliate,Mobile Money,Livree,902.0,8,20220213
ORD000997,CUS00724,2022-02-13,Email,Cash on Delivery,Livree,258.0,10,20220213
ORD000998,CUS00469,2022-02-13,Direct,Carte bancaire,Livree,198.0,3,20220213
ORD000999,CUS00097,2022-02-13,Organic,Carte bancaire,Livree,1566.0,8,20220213
ORD001000,CUS00720,2022-02-13,Organic,Virement,Livree,988.0,4,20220213
ORD001001,CUS02181,2022-02-13,Email,Carte bancaire,Livree,385.0,4,20220213
ORD001002,CUS01279,2022-02-13,Paid Search,Carte bancaire,En cours,1984.0,7,20220213
ORD001003,CUS01229,2022-02-13,Paid Search,Cash on Delivery,Livree,2598.0,6,20220213
ORD001004,CUS02045,2022-02-13,Email,PayPal,Remboursee,655.0,0,20220213
ORD001005,CUS01728,2022-02-13,Organic,Cash on Delivery,Livree,4497.0,9,20220213
ORD001006,CUS02783,2022-02-13,Organic,Mobile Money,Remboursee,556.0,9,20220213
ORD001007,CUS02882,2022-02-13,Direct,Cash on Delivery,Annulee,2065.0,3,20220213
ORD001008,CUS01811,2022-02-13,Direct,Mobile Money,Livree,177.0,6,20220213
ORD001009,CUS02714,2022-02-13,Organic,Carte bancaire,Livree,149.0,6,20220213
ORD001010,CUS02091,2022-02-14,Paid Search,Mobile Money,Remboursee,1298.0,3,20220214
ORD001011,CUS00859,2022-02-14,Paid Search,Carte bancaire,Livree,2939.0,2,20220214
ORD001012,CUS01460,2022-02-14,Organic,Carte bancaire,Livree,398.0,4,20220214
ORD001013,CUS01160,2022-02-14,Social Media,Carte bancaire,Livree,1285.0,8,20220214
ORD001014,CUS01899,2022-02-14,Organic,Virement,Livree,78.0,6,20220214
ORD001015,CUS02050,2022-02-14,Direct,Mobile Money,Livree,24.0,3,20220214
ORD001016,CUS02199,2022-02-14,Organic,Mobile Money,Livree,1499.0,7,20220214
ORD001017,CUS00180,2022-02-14,Organic,Carte bancaire,En cours,1394.0,0,20220214
ORD001018,CUS00121,2022-02-14,Organic,Mobile Money,Livree,4585.0,8,20220214
ORD001019,CUS02991,2022-02-14,Social Media,Mobile Money,Livree,2997.0,0,20220214
ORD001020,CUS00826,2022-02-14,Organic,Mobile Money,Livree,1935.0,3,20220214
ORD001021,CUS01945,2022-02-14,Direct,Carte bancaire,Livree,3770.0,1,20220214
ORD001022,CUS00430,2022-02-14,Direct,PayPal,En cours,597.0,1,20220214
ORD001023,CUS00209,2022-02-14,Email,Carte bancaire,Livree,556.0,8,20220214
ORD001024,CUS00039,2022-02-14,Social Media,Carte bancaire,Remboursee,348.0,3,20220214
ORD001025,CUS00093,2022-02-14,Social Media,Carte bancaire,Livree,1513.0,6,20220214
