item_id,order_id,product_id,quantite,prix_unitaire,line_revenue,line_cost,line_margin
ITM007283,ORD003525,PRD013,2,180.0,360.0,136.0,224.0
ITM007284,ORD003525,PRD003,2,189.0,378.0,190.0,188.0
ITM007285,ORD003526,PRD022,3,18.0,54.0,15.0,39.0
ITM007286,ORD003526,PRD030,2,149.0,298.0,136.0,162.0
ITM007287,ORD003526,PRD010,2,749.0,1498.0,860.0,638.0
ITM007288,ORD003527,PRD002,1,999.0,999.0,600.0,399.0
ITM007289,ORD003527,PRD005,3,749.0,2247.0,1260.0,987.0
ITM007290,ORD003528,PRD007,2,279.0,558.0,260.0,298.0
ITM007291,ORD003528,PRD014,2,99.0,198.0,76.0,122.0
ITM007292,ORD003529,PRD003,1,189.0,189.0,95.0,94.0
ITM007293,ORD003530,PRD017,1,149.0,149.0,60.0,89.0
ITM007294,ORD003530,PRD009,3,79.0,237.0,96.0,141.0
ITM007295,ORD003531,PRD015,2,29.0,58.0,18.0,40.0
ITM007296,ORD003532,PRD011,2,649.0,1298.0,740.0,558.0
ITM007297,ORD003533,PRD006,1,649.0,649.0,380.0,269.0
ITM007298,ORD003534,PRD009,3,79.0,237.0,96.0,141.0
ITM007299,ORD003535,PRD025,3,39.0,117.0,42.0,75.0
ITM007300,ORD003535,PRD009,3,79.0,237.0,96.0,141.0
ITM007301,ORD003535,PRD006,3,649.0,1947.0,1140.0,807.0
ITM007302,ORD003536,PRD025,3,39.0,117.0,42.0,75.0
ITM007303,ORD003536,PRD006,3,649.0,1947.0,1140.0,807.0
ITM007304,ORD003536,PRD014,3,99.0,297.0,114.0,183.0
ITM007305,ORD003536,PRD022,2,18.0,36.0,10.0,26.0
ITM007306,ORD003537,PRD009,3,79.0,237.0,96.0,141.0
ITM007307,ORD003537,PRD014,2,99.0,198.0,76.0,122.0
ITM007308,ORD003538,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM007309,ORD003539,PRD026,3,12.0,36.0,7.5,28.5
ITM007310,ORD003539,PRD019,3,89.0,267.0,66.0,201.0
ITM007311,ORD003539,PRD005,2,749.0,1498.0,840.0,658.0
ITM007312,ORD003540,PRD001,1,1299.0,1299.0,780.0,519.0
ITM007313,ORD003540,PRD017,2,149.0,298.0,120.0,178.0
ITM007314,ORD003541,PRD022,2,18.0,36.0,10.0,26.0
ITM007315,ORD003541,PRD005,1,749.0,749.0,420.0,329.0
ITM007316,ORD003541,PRD008,1,349.0,349.0,180.0,169.0
ITM007317,ORD003542,PRD025,1,39.0,39.0,14.0,25.0
ITM007318,ORD003542,PRD028,3,129.0,387.0,156.0,231.0
ITM007319,ORD003542,PRD026,3,12.0,36.0,7.5,28.5
ITM007320,ORD003543,PRD028,2,129.0,258.0,104.0,154.0
ITM007321,ORD003543,PRD007,1,279.0,279.0,130.0,149.0
ITM007322,ORD003543,PRD014,2,99.0,198.0,76.0,122.0
ITM007323,ORD003544,PRD029,3,399.0,1197.0,630.0,567.0
ITM007324,ORD003545,PRD005,3,749.0,2247.0,1260.0,987.0
ITM007325,ORD003545,PRD023,1,199.0,199.0,85.0,114.0
ITM007326,ORD003546,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM007327,ORD003547,PRD023,2,199.0,398.0,170.0,228.0
ITM007328,ORD003547,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM007329,ORD003548,PRD014,2,99.0,198.0,76.0,122.0
ITM007330,ORD003549,PRD026,2,12.0,24.0,5.0,19.0
ITM007331,ORD003549,PRD014,2,99.0,198.0,76.0,122.0
ITM007332,ORD003549,PRD014,3,99.0,297.0,114.0,183.0
ITM007333,ORD003550,PRD014,1,99.0,99.0,38.0,61.0
ITM007334,ORD003550,PRD006,3,649.0,1947.0,1140.0,807.0
ITM007335,ORD003551,PRD022,3,18.0,54.0,15.0,39.0
ITM007336,ORD003551,PRD020,1,15.0,15.0,4.0,11.0
ITM007337,ORD003552,PRD030,2,149.0,298.0,136.0,162.0
ITM007338,ORD003552,PRD003,3,189.0,567.0,285.0,282.0
ITM007339,ORD003553,PRD025,3,39.0,117.0,42.0,75.0
ITM007340,ORD003553,PRD015,2,29.0,58.0,18.0,40.0
ITM007341,ORD003554,PRD024,3,89.0,267.0,96.0,171.0
ITM007342,ORD003555,PRD028,1,129.0,129.0,52.0,77.0
ITM007343,ORD003555,PRD014,3,99.0,297.0,114.0,183.0
ITM007344,ORD003555,PRD008,2,349.0,698.0,360.0,338.0
ITM007345,ORD003556,PRD003,3,189.0,567.0,285.0,282.0
ITM007346,ORD003557,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM007347,ORD003557,PRD024,3,89.0,267.0,96.0,171.0
ITM007348,ORD003557,PRD005,2,749.0,1498.0,840.0,658.0
ITM007349,ORD003558,PRD015,1,29.0,29.0,9.0,20.0
ITM007350,ORD003558,PRD009,2,79.0,158.0,64.0,94.0
ITM007351,ORD003559,PRD009,2,79.0,158.0,64.0,94.0
ITM007352,ORD003559,PRD030,2,149.0,298.0,136.0,162.0
ITM007353,ORD003559,PRD026,2,12.0,24.0,5.0,19.0
ITM007354,ORD003560,PRD013,3,180.0,540.0,204.0,336.0
ITM007355,ORD003560,PRD018,2,299.0,598.0,280.0,318.0
ITM007356,ORD003560,PRD019,1,89.0,89.0,22.0,67.0
ITM007357,ORD003561,PRD018,1,299.0,299.0,140.0,159.0
ITM007358,ORD003562,PRD012,2,149.0,298.0,110.0,188.0
ITM007359,ORD003562,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM007360,ORD003562,PRD017,1,149.0,149.0,60.0,89.0
ITM007361,ORD003563,PRD022,1,18.0,18.0,5.0,13.0
ITM007362,ORD003563,PRD010,2,749.0,1498.0,860.0,638.0
ITM007363,ORD003563,PRD013,3,180.0,540.0,204.0,336.0
ITM007364,ORD003564,PRD023,2,199.0,398.0,170.0,228.0
ITM007365,ORD003564,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM007366,ORD003564,PRD015,1,29.0,29.0,9.0,20.0
ITM007367,ORD003564,PRD025,2,39.0,78.0,28.0,50.0
ITM007368,ORD003565,PRD015,1,29.0,29.0,9.0,20.0
ITM007369,ORD003565,PRD025,1,39.0,39.0,14.0,25.0
ITM007370,ORD003565,PRD019,3,89.0,267.0,66.0,201.0
ITM007371,ORD003566,PRD025,3,39.0,117.0,42.0,75.0
ITM007372,ORD003567,PRD010,2,749.0,1498.0,860.0,638.0
ITM007373,ORD003567,PRD014,2,99.0,198.0,76.0,122.0
ITM007374,ORD003567,PRD019,1,89.0,89.0,22.0,67.0
ITM007375,ORD003568,PRD029,1,399.0,399.0,210.0,189.0
ITM007376,ORD003568,PRD030,3,149.0,447.0,204.0,243.0
ITM007377,ORD003568,PRD016,3,59.0,177.0,54.0,123.0
ITM007378,ORD003569,PRD003,2,189.0,378.0,190.0,188.0
ITM007379,ORD003569,PRD012,1,149.0,149.0,55.0,94.0
ITM007380,ORD003569,PRD022,3,18.0,54.0,15.0,39.0
ITM007381,ORD003570,PRD013,2,180.0,360.0,136.0,224.0
ITM007382,ORD003570,PRD003,2,189.0,378.0,190.0,188.0
ITM007383,ORD003571,PRD017,2,149.0,298.0,120.0,178.0
ITM007384,ORD003571,PRD013,1,180.0,180.0,68.0,112.0
ITM007385,ORD003571,PRD005,3,749.0,2247.0,1260.0,987.0
ITM007386,ORD003572,PRD017,1,149.0,149.0,60.0,89.0
ITM007387,ORD003572,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM007388,ORD003573,PRD017,3,149.0,447.0,180.0,267.0
ITM007389,ORD003573,PRD022,1,18.0,18.0,5.0,13.0
ITM007390,ORD003573,PRD015,3,29.0,87.0,27.0,60.0
ITM007391,ORD003574,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM007392,ORD003574,PRD029,1,399.0,399.0,210.0,189.0
ITM007393,ORD003574,PRD026,1,12.0,12.0,2.5,9.5
ITM007394,ORD003575,PRD019,2,89.0,178.0,44.0,134.0
ITM007395,ORD003575,PRD008,2,349.0,698.0,360.0,338.0
ITM007396,ORD003575,PRD019,3,89.0,267.0,66.0,201.0
ITM007397,ORD003576,PRD021,2,45.0,90.0,24.0,66.0
ITM007398,ORD003577,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM007399,ORD003577,PRD013,2,180.0,360.0,136.0,224.0
ITM007400,ORD003578,PRD009,3,79.0,237.0,96.0,141.0
ITM007401,ORD003578,PRD003,1,189.0,189.0,95.0,94.0
ITM007402,ORD003578,PRD018,1,299.0,299.0,140.0,159.0
ITM007403,ORD003578,PRD009,2,79.0,158.0,64.0,94.0
ITM007404,ORD003579,PRD014,1,99.0,99.0,38.0,61.0
ITM007405,ORD003580,PRD015,3,29.0,87.0,27.0,60.0
ITM007406,ORD003581,PRD015,2,29.0,58.0,18.0,40.0
ITM007407,ORD003582,PRD003,3,189.0,567.0,285.0,282.0
ITM007408,ORD003582,PRD008,2,349.0,698.0,360.0,338.0
ITM007409,ORD003582,PRD018,3,299.0,897.0,420.0,477.0
ITM007410,ORD003583,PRD018,2,299.0,598.0,280.0,318.0
ITM007411,ORD003584,PRD008,2,349.0,698.0,360.0,338.0
ITM007412,ORD003584,PRD024,2,89.0,178.0,64.0,114.0
ITM007413,ORD003584,PRD014,1,99.0,99.0,38.0,61.0
ITM007414,ORD003585,PRD017,2,149.0,298.0,120.0,178.0
ITM007415,ORD003585,PRD019,1,89.0,89.0,22.0,67.0
ITM007416,ORD003586,PRD022,3,18.0,54.0,15.0,39.0
ITM007417,ORD003586,PRD030,3,149.0,447.0,204.0,243.0
ITM007418,ORD003587,PRD020,2,15.0,30.0,8.0,22.0
ITM007419,ORD003588,PRD028,2,129.0,258.0,104.0,154.0
ITM007420,ORD003589,PRD019,3,89.0,267.0,66.0,201.0
ITM007421,ORD003589,PRD018,1,299.0,299.0,140.0,159.0
ITM007422,ORD003590,PRD025,1,39.0,39.0,14.0,25.0
ITM007423,ORD003590,PRD019,2,89.0,178.0,44.0,134.0
ITM007424,ORD003591,PRD007,2,279.0,558.0,260.0,298.0
ITM007425,ORD003591,PRD009,1,79.0,79.0,32.0,47.0
ITM007426,ORD003591,PRD021,1,45.0,45.0,12.0,33.0
ITM007427,ORD003592,PRD028,1,129.0,129.0,52.0,77.0
ITM007428,ORD003592,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM007429,ORD003592,PRD014,1,99.0,99.0,38.0,61.0
ITM007430,ORD003592,PRD020,3,15.0,45.0,12.0,33.0
ITM007431,ORD003593,PRD026,1,12.0,12.0,2.5,9.5
ITM007432,ORD003593,PRD022,1,18.0,18.0,5.0,13.0
ITM007433,ORD003593,PRD008,1,349.0,349.0,180.0,169.0
ITM007434,ORD003594,PRD012,1,149.0,149.0,55.0,94.0
ITM007435,ORD003594,PRD003,2,189.0,378.0,190.0,188.0
ITM007436,ORD003595,PRD005,3,749.0,2247.0,1260.0,987.0
ITM007437,ORD003595,PRD003,1,189.0,189.0,95.0,94.0
ITM007438,ORD003595,PRD022,3,18.0,54.0,15.0,39.0
ITM007439,ORD003595,PRD016,3,59.0,177.0,54.0,123.0
ITM007440,ORD003596,PRD007,3,279.0,837.0,390.0,447.0
ITM007441,ORD003596,PRD023,3,199.0,597.0,255.0,342.0
ITM007442,ORD003597,PRD013,1,180.0,180.0,68.0,112.0
ITM007443,ORD003598,PRD003,2,189.0,378.0,190.0,188.0
ITM007444,ORD003598,PRD013,2,180.0,360.0,136.0,224.0
ITM007445,ORD003598,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM007446,ORD003599,PRD003,2,189.0,378.0,190.0,188.0
ITM007447,ORD003599,PRD007,1,279.0,279.0,130.0,149.0
ITM007448,ORD003600,PRD011,2,649.0,1298.0,740.0,558.0
ITM007449,ORD003600,PRD009,2,79.0,158.0,64.0,94.0
ITM007450,ORD003601,PRD012,1,149.0,149.0,55.0,94.0
ITM007451,ORD003602,PRD013,2,180.0,360.0,136.0,224.0
ITM007452,ORD003602,PRD024,1,89.0,89.0,32.0,57.0
ITM007453,ORD003602,PRD018,3,299.0,897.0,420.0,477.0
ITM007454,ORD003603,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM007455,ORD003603,PRD021,1,45.0,45.0,12.0,33.0
ITM007456,ORD003604,PRD004,1,1499.0,1499.0,900.0,599.0
ITM007457,ORD003604,PRD026,3,12.0,36.0,7.5,28.5
ITM007458,ORD003605,PRD006,1,649.0,649.0,380.0,269.0
ITM007459,ORD003605,PRD021,3,45.0,135.0,36.0,99.0
ITM007460,ORD003606,PRD003,3,189.0,567.0,285.0,282.0
ITM007461,ORD003606,PRD006,1,649.0,649.0,380.0,269.0
ITM007462,ORD003607,PRD002,2,999.0,1998.0,1200.0,798.0
ITM007463,ORD003607,PRD006,2,649.0,1298.0,760.0,538.0
ITM007464,ORD003608,PRD002,2,999.0,1998.0,1200.0,798.0
ITM007465,ORD003608,PRD021,1,45.0,45.0,12.0,33.0
ITM007466,ORD003609,PRD022,2,18.0,36.0,10.0,26.0
ITM007467,ORD003609,PRD004,1,1499.0,1499.0,900.0,599.0
ITM007468,ORD003610,PRD012,3,149.0,447.0,165.0,282.0
ITM007469,ORD003610,PRD022,3,18.0,54.0,15.0,39.0
ITM007470,ORD003611,PRD007,2,279.0,558.0,260.0,298.0
ITM007471,ORD003611,PRD003,3,189.0,567.0,285.0,282.0
ITM007472,ORD003612,PRD027,3,29.0,87.0,24.0,63.0
ITM007473,ORD003613,PRD010,1,749.0,749.0,430.0,319.0
ITM007474,ORD003613,PRD018,3,299.0,897.0,420.0,477.0
ITM007475,ORD003613,PRD017,1,149.0,149.0,60.0,89.0
ITM007476,ORD003614,PRD013,2,180.0,360.0,136.0,224.0
ITM007477,ORD003615,PRD028,1,129.0,129.0,52.0,77.0
ITM007478,ORD003615,PRD017,2,149.0,298.0,120.0,178.0
ITM007479,ORD003615,PRD017,2,149.0,298.0,120.0,178.0
ITM007480,ORD003616,PRD019,1,89.0,89.0,22.0,67.0
ITM007481,ORD003617,PRD015,2,29.0,58.0,18.0,40.0
ITM007482,ORD003617,PRD006,2,649.0,1298.0,760.0,538.0
ITM007483,ORD003618,PRD018,2,299.0,598.0,280.0,318.0
ITM007484,ORD003618,PRD003,1,189.0,189.0,95.0,94.0
ITM007485,ORD003618,PRD020,2,15.0,30.0,8.0,22.0
ITM007486,ORD003619,PRD011,1,649.0,649.0,370.0,279.0
ITM007487,ORD003619,PRD028,3,129.0,387.0,156.0,231.0
ITM007488,ORD003620,PRD018,1,299.0,299.0,140.0,159.0
ITM007489,ORD003621,PRD029,1,399.0,399.0,210.0,189.0
ITM007490,ORD003621,PRD018,3,299.0,897.0,420.0,477.0
ITM007491,ORD003621,PRD021,2,45.0,90.0,24.0,66.0
ITM007492,ORD003622,PRD004,1,1499.0,1499.0,900.0,599.0
ITM007493,ORD003622,PRD019,3,89.0,267.0,66.0,201.0
ITM007494,ORD003623,PRD015,3,29.0,87.0,27.0,60.0
ITM007495,ORD003624,PRD025,2,39.0,78.0,28.0,50.0
ITM007496,ORD003624,PRD025,2,39.0,78.0,28.0,50.0
ITM007497,ORD003625,PRD013,1,180.0,180.0,68.0,112.0
ITM007498,ORD003625,PRD026,1,12.0,12.0,2.5,9.5
ITM007499,ORD003625,PRD025,3,39.0,117.0,42.0,75.0
ITM007500,ORD003625,PRD013,1,180.0,180.0,68.0,112.0
ITM007501,ORD003626,PRD010,3,749.0,2247.0,1290.0,957.0
ITM007502,ORD003626,PRD027,3,29.0,87.0,24.0,63.0
ITM007503,ORD003626,PRD017,2,149.0,298.0,120.0,178.0
ITM007504,ORD003627,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM007505,ORD003627,PRD008,2,349.0,698.0,360.0,338.0
ITM007506,ORD003627,PRD010,2,749.0,1498.0,860.0,638.0
ITM007507,ORD003628,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM007508,ORD003628,PRD015,2,29.0,58.0,18.0,40.0
ITM007509,ORD003629,PRD017,3,149.0,447.0,180.0,267.0
ITM007510,ORD003630,PRD022,3,18.0,54.0,15.0,39.0
ITM007511,ORD003631,PRD021,2,45.0,90.0,24.0,66.0
ITM007512,ORD003631,PRD013,3,180.0,540.0,204.0,336.0
ITM007513,ORD003632,PRD007,1,279.0,279.0,130.0,149.0
ITM007514,ORD003633,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM007515,ORD003634,PRD017,2,149.0,298.0,120.0,178.0
ITM007516,ORD003635,PRD008,2,349.0,698.0,360.0,338.0
ITM007517,ORD003635,PRD014,3,99.0,297.0,114.0,183.0
ITM007518,ORD003636,PRD013,2,180.0,360.0,136.0,224.0
ITM007519,ORD003636,PRD003,2,189.0,378.0,190.0,188.0
ITM007520,ORD003637,PRD014,2,99.0,198.0,76.0,122.0
ITM007521,ORD003637,PRD003,1,189.0,189.0,95.0,94.0
ITM007522,ORD003637,PRD007,1,279.0,279.0,130.0,149.0
ITM007523,ORD003638,PRD006,3,649.0,1947.0,1140.0,807.0
ITM007524,ORD003638,PRD014,2,99.0,198.0,76.0,122.0
ITM007525,ORD003639,PRD024,1,89.0,89.0,32.0,57.0
ITM007526,ORD003639,PRD005,3,749.0,2247.0,1260.0,987.0
ITM007527,ORD003639,PRD026,1,12.0,12.0,2.5,9.5
ITM007528,ORD003640,PRD006,2,649.0,1298.0,760.0,538.0
ITM007529,ORD003640,PRD009,2,79.0,158.0,64.0,94.0
ITM007530,ORD003641,PRD010,3,749.0,2247.0,1290.0,957.0
ITM007531,ORD003641,PRD007,2,279.0,558.0,260.0,298.0
ITM007532,ORD003642,PRD023,2,199.0,398.0,170.0,228.0
ITM007533,ORD003643,PRD023,3,199.0,597.0,255.0,342.0
ITM007534,ORD003643,PRD003,1,189.0,189.0,95.0,94.0
ITM007535,ORD003643,PRD026,3,12.0,36.0,7.5,28.5
ITM007536,ORD003644,PRD025,2,39.0,78.0,28.0,50.0
ITM007537,ORD003645,PRD023,3,199.0,597.0,255.0,342.0
ITM007538,ORD003645,PRD029,1,399.0,399.0,210.0,189.0
ITM007539,ORD003645,PRD022,2,18.0,36.0,10.0,26.0
ITM007540,ORD003646,PRD012,1,149.0,149.0,55.0,94.0
ITM007541,ORD003646,PRD005,1,749.0,749.0,420.0,329.0
ITM007542,ORD003647,PRD026,3,12.0,36.0,7.5,28.5
ITM007543,ORD003648,PRD026,1,12.0,12.0,2.5,9.5
ITM007544,ORD003648,PRD008,1,349.0,349.0,180.0,169.0
ITM007545,ORD003649,PRD027,1,29.0,29.0,8.0,21.0
ITM007546,ORD003649,PRD018,1,299.0,299.0,140.0,159.0
ITM007547,ORD003649,PRD023,2,199.0,398.0,170.0,228.0
ITM007548,ORD003650,PRD019,2,89.0,178.0,44.0,134.0
ITM007549,ORD003650,PRD030,1,149.0,149.0,68.0,81.0
ITM007550,ORD003650,PRD016,3,59.0,177.0,54.0,123.0
ITM007551,ORD003651,PRD002,1,999.0,999.0,600.0,399.0
ITM007552,ORD003651,PRD025,2,39.0,78.0,28.0,50.0
ITM007553,ORD003652,PRD013,1,180.0,180.0,68.0,112.0
ITM007554,ORD003652,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM007555,ORD003652,PRD022,2,18.0,36.0,10.0,26.0
ITM007556,ORD003653,PRD017,2,149.0,298.0,120.0,178.0
ITM007557,ORD003653,PRD020,2,15.0,30.0,8.0,22.0
ITM007558,ORD003654,PRD026,1,12.0,12.0,2.5,9.5
ITM007559,ORD003654,PRD020,1,15.0,15.0,4.0,11.0
ITM007560,ORD003654,PRD020,3,15.0,45.0,12.0,33.0
ITM007561,ORD003655,PRD015,3,29.0,87.0,27.0,60.0
ITM007562,ORD003656,PRD006,3,649.0,1947.0,1140.0,807.0
ITM007563,ORD003657,PRD020,3,15.0,45.0,12.0,33.0
ITM007564,ORD003657,PRD014,2,99.0,198.0,76.0,122.0
ITM007565,ORD003657,PRD021,3,45.0,135.0,36.0,99.0
ITM007566,ORD003658,PRD015,2,29.0,58.0,18.0,40.0
ITM007567,ORD003658,PRD011,2,649.0,1298.0,740.0,558.0
ITM007568,ORD003658,PRD006,3,649.0,1947.0,1140.0,807.0
ITM007569,ORD003659,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM007570,ORD003660,PRD019,3,89.0,267.0,66.0,201.0
ITM007571,ORD003660,PRD028,1,129.0,129.0,52.0,77.0
ITM007572,ORD003660,PRD022,1,18.0,18.0,5.0,13.0
ITM007573,ORD003661,PRD013,3,180.0,540.0,204.0,336.0
ITM007574,ORD003661,PRD030,1,149.0,149.0,68.0,81.0
ITM007575,ORD003662,PRD018,2,299.0,598.0,280.0,318.0
ITM007576,ORD003662,PRD016,2,59.0,118.0,36.0,82.0
ITM007577,ORD003663,PRD022,2,18.0,36.0,10.0,26.0
ITM007578,ORD003663,PRD008,3,349.0,1047.0,540.0,507.0
ITM007579,ORD003664,PRD006,1,649.0,649.0,380.0,269.0
ITM007580,ORD003665,PRD013,3,180.0,540.0,204.0,336.0
ITM007581,ORD003665,PRD026,3,12.0,36.0,7.5,28.5
ITM007582,ORD003665,PRD009,1,79.0,79.0,32.0,47.0
ITM007583,ORD003666,PRD016,1,59.0,59.0,18.0,41.0
ITM007584,ORD003666,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM007585,ORD003667,PRD023,3,199.0,597.0,255.0,342.0
ITM007586,ORD003667,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM007587,ORD003668,PRD001,1,1299.0,1299.0,780.0,519.0
ITM007588,ORD003669,PRD019,1,89.0,89.0,22.0,67.0
ITM007589,ORD003670,PRD013,3,180.0,540.0,204.0,336.0
ITM007590,ORD003670,PRD023,2,199.0,398.0,170.0,228.0
ITM007591,ORD003670,PRD007,1,279.0,279.0,130.0,149.0
ITM007592,ORD003671,PRD013,2,180.0,360.0,136.0,224.0
ITM007593,ORD003671,PRD005,1,749.0,749.0,420.0,329.0
ITM007594,ORD003671,PRD005,2,749.0,1498.0,840.0,658.0
ITM007595,ORD003672,PRD002,2,999.0,1998.0,1200.0,798.0
ITM007596,ORD003673,PRD009,1,79.0,79.0,32.0,47.0
ITM007597,ORD003673,PRD018,1,299.0,299.0,140.0,159.0
ITM007598,ORD003674,PRD020,3,15.0,45.0,12.0,33.0
ITM007599,ORD003674,PRD024,1,89.0,89.0,32.0,57.0
ITM007600,ORD003674,PRD024,1,89.0,89.0,32.0,57.0
ITM007601,ORD003675,PRD021,3,45.0,135.0,36.0,99.0
ITM007602,ORD003675,PRD014,3,99.0,297.0,114.0,183.0
ITM007603,ORD003676,PRD008,3,349.0,1047.0,540.0,507.0
ITM007604,ORD003676,PRD008,2,349.0,698.0,360.0,338.0
ITM007605,ORD003677,PRD016,3,59.0,177.0,54.0,123.0
ITM007606,ORD003677,PRD003,1,189.0,189.0,95.0,94.0
ITM007607,ORD003677,PRD027,3,29.0,87.0,24.0,63.0
ITM007608,ORD003678,PRD010,3,749.0,2247.0,1290.0,957.0
ITM007609,ORD003678,PRD023,2,199.0,398.0,170.0,228.0
ITM007610,ORD003678,PRD011,1,649.0,649.0,370.0,279.0
ITM007611,ORD003679,PRD029,1,399.0,399.0,210.0,189.0
ITM007612,ORD003680,PRD001,1,1299.0,1299.0,780.0,519.0
ITM007613,ORD003680,PRD013,2,180.0,360.0,136.0,224.0
ITM007614,ORD003681,PRD010,3,749.0,2247.0,1290.0,957.0
ITM007615,ORD003681,PRD003,2,189.0,378.0,190.0,188.0
ITM007616,ORD003681,PRD007,3,279.0,837.0,390.0,447.0
ITM007617,ORD003682,PRD007,2,279.0,558.0,260.0,298.0
ITM007618,ORD003683,PRD008,1,349.0,349.0,180.0,169.0
ITM007619,ORD003683,PRD018,1,299.0,299.0,140.0,159.0
ITM007620,ORD003684,PRD029,3,399.0,1197.0,630.0,567.0
ITM007621,ORD003684,PRD017,3,149.0,447.0,180.0,267.0
ITM007622,ORD003684,PRD014,3,99.0,297.0,114.0,183.0
ITM007623,ORD003685,PRD029,1,399.0,399.0,210.0,189.0
ITM007624,ORD003685,PRD002,2,999.0,1998.0,1200.0,798.0
ITM007625,ORD003686,PRD005,2,749.0,1498.0,840.0,658.0
ITM007626,ORD003686,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM007627,ORD003687,PRD029,2,399.0,798.0,420.0,378.0
ITM007628,ORD003688,PRD027,3,29.0,87.0,24.0,63.0
ITM007629,ORD003688,PRD015,1,29.0,29.0,9.0,20.0
ITM007630,ORD003689,PRD021,2,45.0,90.0,24.0,66.0
ITM007631,ORD003689,PRD009,2,79.0,158.0,64.0,94.0
ITM007632,ORD003689,PRD024,2,89.0,178.0,64.0,114.0
ITM007633,ORD003690,PRD018,3,299.0,897.0,420.0,477.0
ITM007634,ORD003690,PRD011,1,649.0,649.0,370.0,279.0
ITM007635,ORD003690,PRD021,2,45.0,90.0,24.0,66.0
ITM007636,ORD003691,PRD019,3,89.0,267.0,66.0,201.0
ITM007637,ORD003691,PRD021,3,45.0,135.0,36.0,99.0
ITM007638,ORD003692,PRD013,3,180.0,540.0,204.0,336.0
ITM007639,ORD003692,PRD029,2,399.0,798.0,420.0,378.0
ITM007640,ORD003692,PRD002,1,999.0,999.0,600.0,399.0
ITM007641,ORD003693,PRD009,3,79.0,237.0,96.0,141.0
ITM007642,ORD003693,PRD024,1,89.0,89.0,32.0,57.0
ITM007643,ORD003694,PRD021,1,45.0,45.0,12.0,33.0
ITM007644,ORD003694,PRD020,3,15.0,45.0,12.0,33.0
ITM007645,ORD003695,PRD010,2,749.0,1498.0,860.0,638.0
ITM007646,ORD003696,PRD021,3,45.0,135.0,36.0,99.0
ITM007647,ORD003696,PRD020,3,15.0,45.0,12.0,33.0
ITM007648,ORD003696,PRD012,3,149.0,447.0,165.0,282.0
ITM007649,ORD003697,PRD013,1,180.0,180.0,68.0,112.0
ITM007650,ORD003697,PRD030,3,149.0,447.0,204.0,243.0
ITM007651,ORD003697,PRD027,3,29.0,87.0,24.0,63.0
ITM007652,ORD003698,PRD024,3,89.0,267.0,96.0,171.0
ITM007653,ORD003698,PRD024,2,89.0,178.0,64.0,114.0
ITM007654,ORD003699,PRD003,3,189.0,567.0,285.0,282.0
ITM007655,ORD003700,PRD008,2,349.0,698.0,360.0,338.0
ITM007656,ORD003700,PRD014,3,99.0,297.0,114.0,183.0
ITM007657,ORD003700,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM007658,ORD003701,PRD005,2,749.0,1498.0,840.0,658.0
ITM007659,ORD003702,PRD018,2,299.0,598.0,280.0,318.0
ITM007660,ORD003703,PRD021,1,45.0,45.0,12.0,33.0
ITM007661,ORD003703,PRD005,2,749.0,1498.0,840.0,658.0
ITM007662,ORD003703,PRD017,1,149.0,149.0,60.0,89.0
ITM007663,ORD003704,PRD028,2,129.0,258.0,104.0,154.0
ITM007664,ORD003704,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM007665,ORD003704,PRD022,1,18.0,18.0,5.0,13.0
ITM007666,ORD003705,PRD005,2,749.0,1498.0,840.0,658.0
ITM007667,ORD003705,PRD016,1,59.0,59.0,18.0,41.0
ITM007668,ORD003705,PRD008,1,349.0,349.0,180.0,169.0
ITM007669,ORD003706,PRD013,1,180.0,180.0,68.0,112.0
ITM007670,ORD003706,PRD009,1,79.0,79.0,32.0,47.0
ITM007671,ORD003706,PRD009,1,79.0,79.0,32.0,47.0
ITM007672,ORD003707,PRD023,1,199.0,199.0,85.0,114.0
ITM007673,ORD003707,PRD028,1,129.0,129.0,52.0,77.0
ITM007674,ORD003708,PRD019,1,89.0,89.0,22.0,67.0
ITM007675,ORD003708,PRD003,2,189.0,378.0,190.0,188.0
ITM007676,ORD003709,PRD009,3,79.0,237.0,96.0,141.0
