customer_id,frequency,monetary,segment,pays,recency,R_score,F_score,M_score,rfm_score,rfm_total,segment_rfm
CUS00748,9,8404.0,Standard,Maroc,79,4,5,4,454,13,Champions
CUS00749,6,8017.0,Nouveau,Ghana,522,1,4,4,144,9,À réactiver
CUS00750,16,29904.0,Premium,Maroc,8,5,5,5,555,15,Champions
CUS00751,8,8687.0,Standard,Ghana,136,3,5,4,354,12,Fidèles
CUS00752,3,6738.0,Premium,Senegal,358,1,1,3,113,5,Dormants
CUS00753,5,3750.0,Occasionnel,Senegal,179,2,3,2,232,7,Dormants
CUS00754,6,7831.0,Standard,France,40,4,4,4,444,12,Champions
CUS00755,3,3244.0,Standard,Ghana,744,1,1,2,112,4,Dormants
CUS00756,5,4930.0,Nouveau,Cameroun,24,5,3,2,532,10,Fidèles
CUS00757,6,12752.0,Premium,Senegal,273,1,4,5,145,10,À réactiver
CUS00758,7,5520.0,Standard,Belgique,119,3,4,3,343,10,Fidèles
CUS00759,1,1415.0,Standard,Nigeria,303,1,1,1,111,3,Dormants
CUS00760,6,11738.0,Premium,Maroc,61,4,4,5,445,13,Champions
CUS00761,4,4421.0,Occasionnel,Cote d'Ivoire,135,3,2,2,322,7,Dormants
CUS00762,3,6988.0,Occasionnel,France,100,3,1,3,313,7,Dormants
CUS00763,7,8833.0,Occasionnel,Ghana,161,3,4,4,344,11,Fidèles
CUS00764,10,14443.0,Nouveau,France,208,2,5,5,255,12,À réactiver
CUS00765,7,9757.0,Standard,Cameroun,118,3,4,4,344,11,Fidèles
CUS00766,7,8737.0,Premium,Senegal,32,5,4,4,544,13,Champions
CUS00767,7,15050.0,Occasionnel,France,179,2,4,5,245,11,À réactiver
CUS00768,5,6318.0,Occasionnel,Senegal,28,5,3,3,533,11,Fidèles
CUS00769,10,16401.0,Standard,Cote d'Ivoire,2,5,5,5,555,15,Champions
CUS00770,5,6124.0,Nouveau,France,372,1,3,3,133,7,Dormants
CUS00771,8,12602.0,Nouveau,Senegal,13,5,5,5,555,15,Champions
CUS00772,7,9607.0,Occasionnel,France,29,5,4,4,544,13,Champions
CUS00773,1,2958.0,Standard,Belgique,491,1,1,1,111,3,Dormants
CUS00774,3,2077.0,Standard,France,239,2,1,1,211,4,Dormants
CUS00775,4,669.0,Standard,Maroc,61,4,2,1,421,7,Nouveaux prometteurs
CUS00776,5,5497.0,Occasionnel,Cote d'Ivoire,134,3,3,2,332,8,Fidèles
CUS00777,10,16223.0,Premium,Ghana,12,5,5,5,555,15,Champions
CUS00778,3,2621.0,Standard,Ghana,216,2,1,1,211,4,Dormants
CUS00779,5,8321.0,Nouveau,Cameroun,44,4,3,4,434,11,Fidèles
CUS00780,3,2842.0,Standard,Belgique,184,2,1,1,211,4,Dormants
CUS00781,3,3958.0,Standard,Nigeria,210,2,1,2,212,5,Dormants
CUS00782,6,4800.0,Standard,Nigeria,235,2,4,2,242,8,À réactiver
CUS00783,7,7756.0,Occasionnel,Cote d'Ivoire,13,5,4,4,544,13,Champions
CUS00784,8,13368.0,Premium,Cameroun,1,5,5,5,555,15,Champions
CUS00785,2,1922.0,Occasionnel,Maroc,65,4,1,1,411,6,Nouveaux prometteurs
CUS00786,4,1527.0,Standard,Cameroun,21,5,2,1,521,8,Nouveaux prometteurs
CUS00787,7,3276.0,Occasionnel,France,165,3,4,2,342,9,Fidèles
CUS00788,5,1423.0,Nouveau,Cote d'Ivoire,62,4,3,1,431,8,Fidèles
CUS00789,3,2916.0,Occasionnel,France,549,1,1,1,111,3,Dormants
CUS00790,10,17386.0,Standard,Maroc,16,5,5,5,555,15,Champions
CUS00791,5,8030.0,Occasionnel,Cote d'Ivoire,36,5,3,4,534,12,Fidèles
CUS00792,7,13468.0,Standard,Belgique,307,1,4,5,145,10,À réactiver
CUS00793,3,4053.0,Standard,Cameroun,622,1,1,2,112,4,Dormants
CUS00794,3,4914.0,Premium,Nigeria,515,1,1,2,112,4,Dormants
CUS00795,5,5653.0,Occasionnel,France,30,5,3,3,533,11,Fidèles
CUS00796,10,9114.0,Occasionnel,Senegal,52,4,5,4,454,13,Champions
CUS00797,6,5642.0,Standard,Senegal,50,4,4,3,443,11,Fidèles
CUS00798,10,6000.0,Occasionnel,France,6,5,5,3,553,13,Fidèles
CUS00799,10,5481.0,Occasionnel,Nigeria,194,2,5,2,252,9,À réactiver
CUS00800,1,90.0,Occasionnel,Nigeria,378,1,1,1,111,3,Dormants
CUS00801,8,10982.0,Occasionnel,Ghana,18,5,5,5,555,15,Champions
CUS00802,7,9088.0,Occasionnel,France,325,1,4,4,144,9,À réactiver
CUS00803,5,6838.0,Standard,Ghana,31,5,3,3,533,11,Fidèles
CUS00804,8,9227.0,Nouveau,Cameroun,64,4,5,4,454,13,Champions
CUS00805,4,7326.0,Premium,Nigeria,3,5,2,3,523,10,Nouveaux prometteurs
CUS00806,7,8390.0,Occasionnel,Nigeria,156,3,4,4,344,11,Fidèles
CUS00807,11,12152.0,Premium,Nigeria,89,4,5,5,455,14,Champions
CUS00808,6,3286.0,Standard,Cameroun,201,2,4,2,242,8,À réactiver
CUS00809,5,4400.0,Standard,Cote d'Ivoire,206,2,3,2,232,7,Dormants
CUS00810,4,8662.0,Standard,France,422,1,2,4,124,7,Gros dépensiers occasionnels
CUS00811,3,747.0,Standard,Nigeria,167,3,1,1,311,5,Dormants
CUS00812,15,38509.0,Standard,Cameroun,118,3,5,5,355,13,Fidèles
CUS00813,9,16589.0,Standard,Maroc,28,5,5,5,555,15,Champions
CUS00814,4,3805.0,Standard,Senegal,345,1,2,2,122,5,Dormants
CUS00815,1,549.0,Occasionnel,France,386,1,1,1,111,3,Dormants
CUS00816,6,4624.0,Nouveau,Nigeria,86,4,4,2,442,10,Fidèles
CUS00817,6,17210.0,Nouveau,Cote d'Ivoire,112,3,4,5,345,12,Fidèles
CUS00818,6,13094.0,Premium,Ghana,6,5,4,5,545,14,Champions
CUS00819,2,506.0,Standard,Cameroun,401,1,1,1,111,3,Dormants
CUS00820,4,14219.0,Standard,Maroc,364,1,2,5,125,8,Gros dépensiers occasionnels
CUS00821,1,1022.0,Standard,Senegal,657,1,1,1,111,3,Dormants
CUS00822,4,5711.0,Premium,Belgique,163,3,2,3,323,8,Dormants
CUS00823,6,4520.0,Standard,Ghana,139,3,4,2,342,9,Fidèles
CUS00824,9,11324.0,Premium,Belgique,48,4,5,5,455,14,Champions
CUS00825,4,966.0,Nouveau,France,91,4,2,1,421,7,Nouveaux prometteurs
CUS00826,7,13401.0,Occasionnel,Senegal,150,3,4,5,345,12,Fidèles
CUS00827,6,5507.0,Premium,Belgique,115,3,4,3,343,10,Fidèles
CUS00828,2,337.0,Standard,Ghana,253,2,1,1,211,4,Dormants
CUS00829,6,6321.0,Standard,Nigeria,160,3,4,3,343,10,Fidèles
CUS00830,4,11882.0,Standard,Belgique,239,2,2,5,225,9,Gros dépensiers occasionnels
CUS00831,5,1412.0,Occasionnel,Cote d'Ivoire,107,3,3,1,331,7,Fidèles
CUS00832,7,8691.0,Standard,Senegal,92,4,4,4,444,12,Champions
CUS00833,5,4818.0,Occasionnel,Ghana,451,1,3,2,132,6,Dormants
CUS00834,3,6788.0,Occasionnel,Ghana,63,4,1,3,413,8,Nouveaux prometteurs
CUS00835,6,6008.0,Premium,Belgique,9,5,4,3,543,12,Fidèles
CUS00836,7,3153.0,Nouveau,France,216,2,4,1,241,7,Dormants
CUS00837,2,3887.0,Nouveau,France,291,1,1,2,112,4,Dormants
CUS00838,4,3460.0,Standard,France,302,1,2,2,122,5,Dormants
CUS00839,5,3140.0,Occasionnel,Cameroun,12,5,3,1,531,9,Fidèles
CUS00840,9,14371.0,Nouveau,Nigeria,62,4,5,5,455,14,Champions
CUS00841,5,6490.0,Occasionnel,Senegal,525,1,3,3,133,7,Dormants
CUS00842,2,369.0,Occasionnel,Nigeria,607,1,1,1,111,3,Dormants
CUS00843,6,11388.0,Standard,Ghana,70,4,4,5,445,13,Champions
CUS00844,5,2913.0,Occasionnel,Senegal,512,1,3,1,131,5,Dormants
CUS00845,4,927.0,Nouveau,Maroc,96,3,2,1,321,6,Dormants
CUS00846,6,7904.0,Occasionnel,Maroc,149,3,4,4,344,11,Fidèles
CUS00847,5,1802.0,Standard,Belgique,320,1,3,1,131,5,Dormants
CUS00848,6,12688.0,Premium,France,350,1,4,5,145,10,À réactiver
CUS00849,6,6588.0,Occasionnel,Cameroun,406,1,4,3,143,8,À réactiver
CUS00850,3,1712.0,Standard,Nigeria,245,2,1,1,211,4,Dormants
CUS00851,8,17588.0,Occasionnel,Maroc,28,5,5,5,555,15,Champions
CUS00852,10,13104.0,Standard,Cameroun,32,5,5,5,555,15,Champions
CUS00853,7,8469.0,Occasionnel,Nigeria,45,4,4,4,444,12,Champions
CUS00854,1,117.0,Standard,Senegal,517,1,1,1,111,3,Dormants
CUS00855,3,3644.0,Occasionnel,Belgique,362,1,1,2,112,4,Dormants
CUS00856,2,1677.0,Standard,France,105,3,1,1,311,5,Dormants
CUS00857,7,3484.0,Occasionnel,Ghana,74,4,4,2,442,10,Fidèles
CUS00858,9,19967.0,Standard,Cote d'Ivoire,221,2,5,5,255,12,À réactiver
CUS00859,6,15052.0,Premium,Cote d'Ivoire,76,4,4,5,445,13,Champions
CUS00860,7,10875.0,Standard,Nigeria,188,2,4,5,245,11,À réactiver
CUS00861,6,9545.0,Occasionnel,Belgique,216,2,4,4,244,10,À réactiver
CUS00862,4,5287.0,Standard,Cote d'Ivoire,131,3,2,2,322,7,Dormants
CUS00863,5,3475.0,Nouveau,Belgique,189,2,3,2,232,7,Dormants
CUS00864,5,12900.0,Standard,Nigeria,47,4,3,5,435,12,Fidèles
CUS00865,3,4352.0,Premium,Senegal,366,1,1,2,112,4,Dormants
CUS00866,5,6624.0,Nouveau,France,42,4,3,3,433,10,Fidèles
CUS00868,5,4133.0,Standard,Cote d'Ivoire,144,3,3,2,332,8,Fidèles
CUS00869,6,6645.0,Standard,France,153,3,4,3,343,10,Fidèles
CUS00870,8,10053.0,Nouveau,Maroc,125,3,5,4,354,12,Fidèles
CUS00871,5,6101.0,Nouveau,Ghana,40,4,3,3,433,10,Fidèles
CUS00872,3,7987.0,Standard,Maroc,330,1,1,4,114,6,Gros dépensiers occasionnels
CUS00873,5,4828.0,Premium,Ghana,49,4,3,2,432,9,Fidèles
CUS00874,5,5280.0,Occasionnel,Maroc,84,4,3,2,432,9,Fidèles
CUS00875,6,2732.0,Nouveau,Senegal,33,5,4,1,541,10,Fidèles
CUS00876,4,3790.0,Occasionnel,Maroc,540,1,2,2,122,5,Dormants
CUS00877,5,3225.0,Occasionnel,Cameroun,212,2,3,2,232,7,Dormants
CUS00878,4,3453.0,Occasionnel,Cote d'Ivoire,211,2,2,2,222,6,Dormants
CUS00879,5,2653.0,Nouveau,Cote d'Ivoire,25,5,3,1,531,9,Fidèles
CUS00880,5,2953.0,Standard,Ghana,121,3,3,1,331,7,Fidèles
CUS00881,3,4137.0,Occasionnel,Cameroun,231,2,1,2,212,5,Dormants
CUS00882,5,9290.0,Occasionnel,Belgique,371,1,3,4,134,8,À réactiver
CUS00883,5,8182.0,Premium,France,512,1,3,4,134,8,À réactiver
CUS00884,9,9268.0,Occasionnel,Maroc,16,5,5,4,554,14,Champions
CUS00885,2,1411.0,Premium,Nigeria,283,1,1,1,111,3,Dormants
CUS00886,1,669.0,Standard,Cameroun,227,2,1,1,211,4,Dormants
CUS00887,5,12941.0,Occasionnel,Nigeria,122,3,3,5,335,11,Fidèles
CUS00888,4,5387.0,Premium,Senegal,408,1,2,2,122,5,Dormants
CUS00889,7,9954.0,Nouveau,Senegal,116,3,4,4,344,11,Fidèles
CUS00890,8,6649.0,Standard,Senegal,223,2,5,3,253,10,À réactiver
CUS00891,3,1208.0,Nouveau,Ghana,193,2,1,1,211,4,Dormants
CUS00892,6,3273.0,Standard,France,24,5,4,2,542,11,Fidèles
CUS00893,8,17390.0,Standard,Belgique,275,1,5,5,155,11,À réactiver
CUS00894,5,3231.0,Standard,Senegal,73,4,3,2,432,9,Fidèles
CUS00895,9,6341.0,Premium,Nigeria,151,3,5,3,353,11,Fidèles
CUS00897,8,9354.0,Occasionnel,France,61,4,5,4,454,13,Champions
CUS00898,8,10967.0,Occasionnel,France,309,1,5,5,155,11,À réactiver
CUS00899,4,9914.0,Standard,Ghana,481,1,2,4,124,7,Gros dépensiers occasionnels
CUS00900,2,2534.0,Nouveau,Cameroun,524,1,1,1,111,3,Dormants
CUS00901,8,14910.0,Occasionnel,Cameroun,198,2,5,5,255,12,À réactiver
CUS00902,6,5524.0,Standard,Cameroun,84,4,4,3,443,11,Fidèles
CUS00903,6,5974.0,Standard,Ghana,155,3,4,3,343,10,Fidèles
CUS00904,6,7626.0,Standard,Maroc,390,1,4,3,143,8,À réactiver
CUS00905,6,1961.0,Nouveau,Nigeria,25,5,4,1,541,10,Fidèles
CUS00906,6,2843.0,Standard,Nigeria,386,1,4,1,141,6,Dormants
CUS00907,3,4205.0,Premium,France,155,3,1,2,312,6,Dormants
CUS00908,9,14231.0,Occasionnel,France,82,4,5,5,455,14,Champions
CUS00909,7,6952.0,Standard,France,6,5,4,3,543,12,Fidèles
CUS00910,5,4627.0,Occasionnel,Ghana,49,4,3,2,432,9,Fidèles
CUS00911,4,7230.0,Occasionnel,Cote d'Ivoire,100,3,2,3,323,8,Dormants
CUS00912,3,4195.0,Standard,Cote d'Ivoire,700,1,1,2,112,4,Dormants
CUS00913,5,8070.0,Standard,Senegal,199,2,3,4,234,9,À réactiver
CUS00914,7,11344.0,Standard,Cameroun,89,4,4,5,445,13,Champions
CUS00915,3,5400.0,Occasionnel,Maroc,97,3,1,2,312,6,Dormants
CUS00916,9,11920.0,Occasionnel,Ghana,64,4,5,5,455,14,Champions
CUS00917,6,11419.0,Premium,Senegal,294,1,4,5,145,10,À réactiver
CUS00918,4,2227.0,Occasionnel,Belgique,383,1,2,1,121,4,Dormants
CUS00919,6,7109.0,Occasionnel,Cameroun,18,5,4,3,543,12,Fidèles
CUS00920,4,1641.0,Occasionnel,France,511,1,2,1,121,4,Dormants
CUS00921,6,2755.0,Standard,Belgique,162,3,4,1,341,8,Fidèles
CUS00922,4,2728.0,Occasionnel,Senegal,239,2,2,1,221,5,Dormants
CUS00923,5,8516.0,Occasionnel,France,162,3,3,4,334,10,Fidèles
CUS00924,4,5048.0,Occasionnel,Senegal,165,3,2,2,322,7,Dormants
CUS00925,2,2034.0,Standard,Maroc,173,2,1,1,211,4,Dormants
CUS00926,6,7505.0,Nouveau,France,140,3,4,3,343,10,Fidèles
CUS00927,4,6882.0,Occasionnel,Nigeria,90,4,2,3,423,9,Nouveaux prometteurs
CUS00928,8,15071.0,Nouveau,Cote d'Ivoire,7,5,5,5,555,15,Champions
CUS00929,3,593.0,Nouveau,Nigeria,324,1,1,1,111,3,Dormants
CUS00930,3,12379.0,Premium,Maroc,463,1,1,5,115,7,Gros dépensiers occasionnels
CUS00931,9,15677.0,Standard,France,178,2,5,5,255,12,À réactiver
CUS00932,9,9962.0,Occasionnel,Maroc,17,5,5,4,554,14,Champions
CUS00933,7,8678.0,Premium,Ghana,14,5,4,4,544,13,Champions
CUS00934,8,13847.0,Standard,France,55,4,5,5,455,14,Champions
CUS00935,4,1092.0,Standard,Belgique,273,1,2,1,121,4,Dormants
CUS00936,4,6258.0,Premium,Nigeria,383,1,2,3,123,6,Dormants
CUS00937,10,12224.0,Premium,Belgique,111,3,5,5,355,13,Fidèles
CUS00938,7,8354.0,Premium,Belgique,14,5,4,4,544,13,Champions
CUS00939,5,3832.0,Nouveau,Cote d'Ivoire,577,1,3,2,132,6,Dormants
CUS00940,9,8437.0,Occasionnel,Senegal,66,4,5,4,454,13,Champions
CUS00941,5,5371.0,Occasionnel,Belgique,83,4,3,2,432,9,Fidèles
CUS00942,3,1317.0,Premium,France,36,5,1,1,511,7,Nouveaux prometteurs
CUS00943,6,7562.0,Nouveau,Belgique,175,2,4,3,243,9,À réactiver
CUS00944,7,6003.0,Standard,Belgique,26,5,4,3,543,12,Fidèles
CUS00945,2,1696.0,Occasionnel,Cote d'Ivoire,59,4,1,1,411,6,Nouveaux prometteurs
CUS00946,2,1357.0,Premium,Ghana,230,2,1,1,211,4,Dormants
CUS00947,6,6218.0,Nouveau,Belgique,30,5,4,3,543,12,Fidèles
CUS00948,4,2709.0,Nouveau,Nigeria,732,1,2,1,121,4,Dormants
CUS00949,5,3830.0,Standard,Senegal,435,1,3,2,132,6,Dormants
CUS00950,6,7643.0,Occasionnel,Cote d'Ivoire,48,4,4,4,444,12,Champions
CUS00951,3,2489.0,Occasionnel,Maroc,60,4,1,1,411,6,Nouveaux prometteurs
CUS00952,8,8813.0,Occasionnel,Nigeria,36,5,5,4,554,14,Champions
CUS00953,4,4869.0,Occasionnel,Belgique,86,4,2,2,422,8,Nouveaux prometteurs
CUS00954,2,1113.0,Occasionnel,Belgique,73,4,1,1,411,6,Nouveaux prometteurs
CUS00955,7,6740.0,Standard,Senegal,10,5,4,3,543,12,Fidèles
CUS00956,2,1375.0,Nouveau,Nigeria,137,3,1,1,311,5,Dormants
CUS00957,14,17386.0,Premium,Nigeria,47,4,5,5,455,14,Champions
CUS00958,4,8100.0,Occasionnel,Belgique,39,4,2,4,424,10,Gros dépensiers occasionnels
CUS00959,3,3539.0,Occasionnel,Senegal,161,3,1,2,312,6,Dormants
CUS00960,6,8628.0,Standard,Senegal,92,4,4,4,444,12,Champions
CUS00961,5,11944.0,Occasionnel,Nigeria,208,2,3,5,235,10,À réactiver
CUS00962,8,9571.0,Standard,Senegal,139,3,5,4,354,12,Fidèles
CUS00963,2,4546.0,Premium,France,639,1,1,2,112,4,Dormants
CUS00964,3,5894.0,Nouveau,Ghana,46,4,1,3,413,8,Nouveaux prometteurs
CUS00965,9,12799.0,Premium,France,50,4,5,5,455,14,Champions
CUS00966,7,7358.0,Nouveau,Nigeria,5,5,4,3,543,12,Fidèles
CUS00967,3,1867.0,Standard,Cameroun,224,2,1,1,211,4,Dormants
CUS00968,5,11217.0,Occasionnel,Maroc,198,2,3,5,235,10,À réactiver
CUS00969,3,876.0,Occasionnel,Ghana,240,2,1,1,211,4,Dormants
CUS00970,5,11219.0,Occasionnel,Nigeria,150,3,3,5,335,11,Fidèles
CUS00971,5,5032.0,Standard,Cameroun,162,3,3,2,332,8,Fidèles
CUS00972,3,6639.0,Premium,Nigeria,110,3,1,3,313,7,Dormants
CUS00973,3,9588.0,Premium,Nigeria,56,4,1,4,414,9,Gros dépensiers occasionnels
CUS00974,1,1034.0,Occasionnel,Belgique,905,1,1,1,111,3,Dormants
CUS00975,7,5286.0,Occasionnel,Maroc,116,3,4,2,342,9,Fidèles
CUS00976,6,3835.0,Standard,Senegal,86,4,4,2,442,10,Fidèles
CUS00977,7,7060.0,Standard,Cote d'Ivoire,143,3,4,3,343,10,Fidèles
CUS00978,5,2387.0,Standard,Maroc,253,2,3,1,231,6,Dormants
CUS00979,7,10372.0,Occasionnel,Maroc,176,2,4,4,244,10,À réactiver
CUS00980,9,19221.0,Premium,Nigeria,169,2,5,5,255,12,À réactiver
CUS00981,6,10795.0,Standard,Cameroun,6,5,4,5,545,14,Champions
CUS00982,3,6542.0,Standard,Cote d'Ivoire,213,2,1,3,213,6,Dormants
CUS00983,6,4293.0,Occasionnel,Cote d'Ivoire,180,2,4,2,242,8,À réactiver
CUS00984,1,78.0,Nouveau,Belgique,419,1,1,1,111,3,Dormants
CUS00985,5,6846.0,Standard,Cameroun,149,3,3,3,333,9,Fidèles
CUS00986,2,2032.0,Nouveau,Senegal,549,1,1,1,111,3,Dormants
CUS00987,3,7636.0,Premium,Senegal,40,4,1,4,414,9,Gros dépensiers occasionnels
CUS00988,3,1691.0,Standard,Maroc,200,2,1,1,211,4,Dormants
CUS00989,7,5446.0,Standard,Cote d'Ivoire,114,3,4,2,342,9,Fidèles
CUS00990,3,2350.0,Nouveau,Cote d'Ivoire,161,3,1,1,311,5,Dormants
CUS00991,6,7017.0,Standard,Cote d'Ivoire,70,4,4,3,443,11,Fidèles
CUS00992,8,4092.0,Occasionnel,Nigeria,17,5,5,2,552,12,Fidèles
CUS00993,3,6155.0,Occasionnel,Cameroun,372,1,1,3,113,5,Dormants
CUS00994,7,14261.0,Occasionnel,France,101,3,4,5,345,12,Fidèles
CUS00995,4,2284.0,Standard,Senegal,198,2,2,1,221,5,Dormants
CUS00996,6,4809.0,Standard,Nigeria,28,5,4,2,542,11,Fidèles
CUS00997,7,9658.0,Premium,Belgique,4,5,4,4,544,13,Champions
CUS00998,5,6424.0,Nouveau,Belgique,93,4,3,3,433,10,Fidèles
CUS00999,6,6410.0,Occasionnel,Cameroun,86,4,4,3,443,11,Fidèles
CUS01000,3,2441.0,Standard,Ghana,139,3,1,1,311,5,Dormants
CUS01001,11,16005.0,Nouveau,Maroc,47,4,5,5,455,14,Champions
CUS01002,9,15003.0,Premium,Belgique,7,5,5,5,555,15,Champions
CUS01003,10,12977.0,Premium,Nigeria,12,5,5,5,555,15,Champions
CUS01004,8,3504.0,Occasionnel,France,202,2,5,2,252,9,À réactiver
CUS01005,3,2490.0,Occasionnel,Cameroun,147,3,1,1,311,5,Dormants
CUS01006,5,7033.0,Occasionnel,Ghana,54,4,3,3,433,10,Fidèles
CUS01007,8,5480.0,Occasionnel,Cote d'Ivoire,31,5,5,2,552,12,Fidèles
CUS01008,7,6446.0,Premium,Senegal,80,4,4,3,443,11,Fidèles
CUS01009,5,5160.0,Occasionnel,Senegal,55,4,3,2,432,9,Fidèles
CUS01010,4,4021.0,Standard,Ghana,21,5,2,2,522,9,Nouveaux prometteurs
CUS01011,5,6714.0,Premium,Ghana,285,1,3,3,133,7,Dormants
CUS01012,7,8760.0,Occasionnel,Cote d'Ivoire,113,3,4,4,344,11,Fidèles
CUS01013,5,3451.0,Standard,Cote d'Ivoire,305,1,3,2,132,6,Dormants
CUS01014,3,3214.0,Occasionnel,Senegal,70,4,1,2,412,7,Nouveaux prometteurs
CUS01015,13,10942.0,Occasionnel,Senegal,67,4,5,5,455,14,Champions
CUS01016,6,11272.0,Occasionnel,Ghana,196,2,4,5,245,11,À réactiver
CUS01017,10,19298.0,Occasionnel,Belgique,83,4,5,5,455,14,Champions
CUS01018,5,8483.0,Nouveau,Ghana,93,4,3,4,434,11,Fidèles
CUS01019,6,13425.0,Nouveau,Maroc,197,2,4,5,245,11,À réactiver
CUS01020,3,7717.0,Premium,Cote d'Ivoire,149,3,1,4,314,8,Gros dépensiers occasionnels
CUS01021,2,898.0,Standard,Ghana,729,1,1,1,111,3,Dormants
CUS01022,5,3701.0,Nouveau,Cameroun,231,2,3,2,232,7,Dormants
CUS01023,7,5528.0,Standard,France,125,3,4,3,343,10,Fidèles
CUS01024,3,2501.0,Premium,Maroc,330,1,1,1,111,3,Dormants
CUS01025,2,111.0,Occasionnel,Cote d'Ivoire,586,1,1,1,111,3,Dormants
CUS01026,9,9694.0,Premium,Maroc,44,4,5,4,454,13,Champions
CUS01027,2,2901.0,Nouveau,Cameroun,256,2,1,1,211,4,Dormants
CUS01028,7,3943.0,Premium,France,112,3,4,2,342,9,Fidèles
CUS01029,4,5338.0,Standard,Senegal,189,2,2,2,222,6,Dormants
CUS01030,3,5519.0,Occasionnel,Nigeria,197,2,1,3,213,6,Dormants
CUS01031,2,916.0,Occasionnel,France,751,1,1,1,111,3,Dormants
CUS01032,8,9149.0,Standard,France,128,3,5,4,354,12,Fidèles
CUS01033,2,878.0,Occasionnel,Ghana,209,2,1,1,211,4,Dormants
CUS01034,6,9046.0,Standard,Nigeria,14,5,4,4,544,13,Champions
CUS01035,5,8001.0,Occasionnel,Maroc,92,4,3,4,434,11,Fidèles
CUS01036,4,7712.0,Nouveau,Senegal,133,3,2,4,324,9,Gros dépensiers occasionnels
CUS01037,5,2940.0,Occasionnel,Cameroun,16,5,3,1,531,9,Fidèles
CUS01038,10,10654.0,Occasionnel,Senegal,40,4,5,5,455,14,Champions
CUS01039,3,5532.0,Nouveau,Ghana,286,1,1,3,113,5,Dormants
CUS01040,2,3279.0,Nouveau,Maroc,38,4,1,2,412,7,Nouveaux prometteurs
CUS01041,6,5277.0,Standard,Belgique,57,4,4,2,442,10,Fidèles
CUS01042,5,4145.0,Standard,Maroc,36,5,3,2,532,10,Fidèles
CUS01043,4,7008.0,Standard,Senegal,44,4,2,3,423,9,Nouveaux prometteurs
CUS01044,5,5010.0,Occasionnel,Cameroun,195,2,3,2,232,7,Dormants
CUS01045,5,5023.0,Standard,Belgique,102,3,3,2,332,8,Fidèles
CUS01046,5,8889.0,Nouveau,France,160,3,3,4,334,10,Fidèles
CUS01047,4,3427.0,Standard,Cameroun,199,2,2,2,222,6,Dormants
CUS01048,2,1955.0,Premium,Nigeria,407,1,1,1,111,3,Dormants
CUS01049,6,10116.0,Standard,Nigeria,257,2,4,4,244,10,À réactiver
CUS01050,1,174.0,Nouveau,Cote d'Ivoire,661,1,1,1,111,3,Dormants
CUS01051,7,9329.0,Nouveau,Senegal,22,5,4,4,544,13,Champions
CUS01052,6,7961.0,Occasionnel,Maroc,92,4,4,4,444,12,Champions
CUS01053,6,3787.0,Standard,Ghana,268,2,4,2,242,8,À réactiver
CUS01054,5,10144.0,Nouveau,Maroc,205,2,3,4,234,9,À réactiver
CUS01055,3,2705.0,Occasionnel,Ghana,543,1,1,1,111,3,Dormants
CUS01056,5,8900.0,Nouveau,Belgique,13,5,3,4,534,12,Fidèles
CUS01057,5,7091.0,Standard,France,162,3,3,3,333,9,Fidèles
CUS01058,6,11363.0,Standard,Maroc,152,3,4,5,345,12,Fidèles
CUS01059,3,5588.0,Occasionnel,Nigeria,359,1,1,3,113,5,Dormants
CUS01060,7,8891.0,Occasionnel,Cameroun,160,3,4,4,344,11,Fidèles
CUS01061,3,6883.0,Standard,Belgique,506,1,1,3,113,5,Dormants
CUS01062,6,11603.0,Premium,France,1,5,4,5,545,14,Champions
CUS01063,4,8637.0,Premium,France,1,5,2,4,524,11,Gros dépensiers occasionnels
CUS01064,5,8489.0,Premium,Cote d'Ivoire,83,4,3,4,434,11,Fidèles
CUS01065,3,187.0,Occasionnel,France,12,5,1,1,511,7,Nouveaux prometteurs
CUS01066,8,6657.0,Nouveau,Cote d'Ivoire,37,4,5,3,453,12,Fidèles
CUS01067,6,10011.0,Nouveau,Belgique,141,3,4,4,344,11,Fidèles
CUS01068,4,6450.0,Occasionnel,Cameroun,8,5,2,3,523,10,Nouveaux prometteurs
CUS01069,3,3766.0,Standard,France,247,2,1,2,212,5,Dormants
CUS01070,6,9518.0,Standard,Belgique,68,4,4,4,444,12,Champions
CUS01071,3,9710.0,Premium,France,338,1,1,4,114,6,Gros dépensiers occasionnels
CUS01072,9,16462.0,Occasionnel,Ghana,49,4,5,5,455,14,Champions
CUS01073,10,12135.0,Nouveau,Belgique,209,2,5,5,255,12,À réactiver
CUS01074,2,1782.0,Standard,Senegal,432,1,1,1,111,3,Dormants
CUS01075,9,9022.0,Occasionnel,Cote d'Ivoire,2,5,5,4,554,14,Champions
CUS01076,5,5120.0,Standard,Cote d'Ivoire,194,2,3,2,232,7,Dormants
CUS01077,9,10341.0,Occasionnel,Ghana,15,5,5,4,554,14,Champions
CUS01078,8,12250.0,Premium,Senegal,173,2,5,5,255,12,À réactiver
CUS01079,4,7757.0,Standard,Cameroun,52,4,2,4,424,10,Gros dépensiers occasionnels
CUS01080,3,1057.0,Standard,Ghana,206,2,1,1,211,4,Dormants
CUS01081,4,7872.0,Premium,Senegal,84,4,2,4,424,10,Gros dépensiers occasionnels
CUS01082,1,749.0,Standard,Nigeria,379,1,1,1,111,3,Dormants
CUS01083,5,12784.0,Standard,Ghana,366,1,3,5,135,9,À réactiver
