customer_id,pays,ville,segment_client,date_inscription,customer_age_days
CUS00441,Maroc,Marrakech,Standard,2024-03-17,289
CUS00442,Ghana,Accra,Standard,2024-01-23,343
CUS00443,Maroc,Marrakech,Nouveau,2023-09-17,471
CUS00444,Cameroun,Yaounde,Standard,2021-05-30,1311
CUS00445,Cote d'Ivoire,Bouake,Standard,2023-09-19,469
CUS00446,Belgique,Bruxelles,Standard,2021-10-22,1166
CUS00447,Nigeria,Kano,Standard,2022-12-09,753
CUS00448,Ghana,Accra,Occasionnel,2023-11-21,406
CUS00449,Senegal,Thies,Standard,2021-09-08,1210
CUS00450,Maroc,Rabat,Standard,2021-07-18,1262
CUS00451,Cote d'Ivoire,Yamoussoukro,Nouveau,2024-06-14,200
CUS00452,Ghana,Accra,Nouveau,2021-11-24,1133
CUS00453,Nigeria,Kano,Occasionnel,2022-01-24,1072
CUS00454,France,Bordeaux,Nouveau,2023-08-15,504
CUS00455,Belgique,Liege,Standard,2021-07-04,1276
CUS00456,Ghana,Kumasi,Nouveau,2022-03-17,1020
CUS00457,Nigeria,Lagos,Premium,2023-10-11,447
CUS00458,Belgique,Liege,Occasionnel,2021-08-09,1240
CUS00459,Ghana,Accra,Nouveau,2023-01-20,711
CUS00460,Ghana,Kumasi,Premium,2021-04-15,1356
CUS00461,Cameroun,Yaounde,Occasionnel,2021-05-31,1310
CUS00462,Ghana,Kumasi,Occasionnel,2022-07-27,888
CUS00463,Senegal,Dakar,Nouveau,2023-03-18,654
CUS00464,Nigeria,Abuja,Occasionnel,2023-01-19,712
CUS00465,France,Lyon,Occasionnel,2023-04-03,638
CUS00466,Cote d'Ivoire,Abidjan,Premium,2022-11-14,778
CUS00467,Belgique,Liege,Premium,2023-11-22,405
CUS00468,France,Marseille,Nouveau,2022-10-15,808
CUS00469,France,Bordeaux,Nouveau,2022-09-05,848
CUS00470,Nigeria,Kano,Occasionnel,2023-12-27,370
CUS00471,Belgique,Liege,Standard,2021-02-04,1426
CUS00472,Nigeria,Abuja,Occasionnel,2023-05-04,607
CUS00473,Maroc,Marrakech,Nouveau,2021-02-24,1406
CUS00474,Belgique,Liege,Nouveau,2024-03-30,276
CUS00475,Cameroun,Douala,Occasionnel,2021-12-16,1111
CUS00476,Ghana,Accra,Occasionnel,2022-05-12,964
CUS00477,Cote d'Ivoire,Abidjan,Standard,2023-06-23,557
CUS00478,Nigeria,Abuja,Standard,2022-02-22,1043
CUS00479,Ghana,Kumasi,Nouveau,2021-05-08,1333
CUS00480,France,Lyon,Occasionnel,2023-09-07,481
CUS00481,Ghana,Kumasi,Nouveau,2023-07-31,519
CUS00482,Nigeria,Kano,Standard,2022-06-26,919
CUS00483,Belgique,Bruxelles,Nouveau,2022-07-26,889
CUS00484,Maroc,Casablanca,Nouveau,2022-09-02,851
CUS00485,Maroc,Marrakech,Standard,2023-09-29,459
CUS00486,Nigeria,Abuja,Standard,2022-07-15,900
CUS00487,Maroc,Casablanca,Occasionnel,2024-01-18,348
CUS00488,Ghana,Kumasi,Occasionnel,2021-10-27,1161
CUS00489,Maroc,Casablanca,Standard,2021-06-11,1299
CUS00490,Nigeria,Abuja,Occasionnel,2023-09-09,479
CUS00491,Cameroun,Douala,Occasionnel,2022-07-10,905
CUS00492,Maroc,Casablanca,Premium,2024-04-16,259
CUS00493,Cameroun,Douala,Premium,2023-12-24,373
CUS00494,Cameroun,Douala,Premium,2023-04-27,614
CUS00495,Nigeria,Kano,Standard,2021-10-09,1179
CUS00496,Cote d'Ivoire,Bouake,Standard,2023-09-02,486
CUS00497,Belgique,Bruxelles,Occasionnel,2022-08-12,872
CUS00498,Nigeria,Abuja,Occasionnel,2021-07-03,1277
CUS00499,Cameroun,Douala,Nouveau,2021-12-25,1102
CUS00500,Ghana,Accra,Nouveau,2021-03-16,1386
CUS00501,Ghana,Kumasi,Standard,2022-08-16,868
CUS00502,Cote d'Ivoire,Abidjan,Standard,2024-05-19,226
CUS00503,Senegal,Thies,Standard,2024-01-18,348
CUS00504,Belgique,Bruxelles,Nouveau,2023-08-17,502
CUS00505,Maroc,Casablanca,Occasionnel,2022-11-09,783
CUS00506,France,Bordeaux,Occasionnel,2022-01-17,1079
CUS00507,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-03-08,298
CUS00508,Cameroun,Douala,Occasionnel,2023-04-11,630
CUS00509,Ghana,Kumasi,Premium,2021-07-15,1265
CUS00510,France,Lyon,Standard,2022-05-24,952
CUS00511,Cote d'Ivoire,Yamoussoukro,Standard,2023-07-04,546
CUS00512,Maroc,Rabat,Standard,2024-03-19,287
CUS00513,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-04-29,977
CUS00514,Cote d'Ivoire,Abidjan,Standard,2021-11-24,1133
CUS00515,Ghana,Kumasi,Occasionnel,2022-08-28,856
CUS00516,Nigeria,Kano,Standard,2021-10-01,1187
CUS00517,Belgique,Bruxelles,Standard,2024-05-25,220
CUS00518,Nigeria,Abuja,Occasionnel,2023-08-23,496
CUS00519,Cameroun,Douala,Occasionnel,2024-05-05,240
CUS00520,Senegal,Saint-Louis,Standard,2023-01-11,720
CUS00521,Senegal,Saint-Louis,Premium,2024-01-27,339
CUS00522,Cameroun,Douala,Standard,2023-12-02,395
CUS00523,Belgique,Bruxelles,Occasionnel,2024-04-09,266
CUS00524,Belgique,Bruxelles,Nouveau,2023-07-02,548
CUS00525,Cote d'Ivoire,Daloa,Premium,2023-05-01,610
CUS00526,Belgique,Bruxelles,Occasionnel,2022-09-24,829
CUS00527,Cote d'Ivoire,Daloa,Standard,2021-01-07,1454
CUS00528,Cameroun,Douala,Premium,2022-12-07,755
CUS00529,Senegal,Saint-Louis,Nouveau,2021-05-22,1319
CUS00530,Belgique,Bruxelles,Standard,2022-01-04,1092
CUS00531,France,Bordeaux,Standard,2023-02-23,677
CUS00532,Belgique,Liege,Standard,2024-01-10,356
CUS00533,France,Marseille,Premium,2024-01-06,360
CUS00534,Ghana,Accra,Occasionnel,2022-04-02,1004
CUS00535,Cote d'Ivoire,Abidjan,Nouveau,2023-08-07,512
CUS00536,Ghana,Kumasi,Occasionnel,2022-05-22,954
CUS00537,Belgique,Liege,Standard,2022-01-22,1074
CUS00538,Senegal,Dakar,Occasionnel,2023-05-09,602
CUS00539,Cote d'Ivoire,Bouake,Standard,2021-07-26,1254
CUS00540,Cote d'Ivoire,Daloa,Occasionnel,2021-04-10,1361
CUS00541,Cameroun,Douala,Standard,2022-04-25,981
CUS00542,Cameroun,Douala,Premium,2022-08-16,868
CUS00543,Cameroun,Yaounde,Occasionnel,2022-10-19,804
CUS00544,Cameroun,Yaounde,Nouveau,2023-12-04,393
CUS00545,Cameroun,Yaounde,Standard,2021-05-05,1336
CUS00546,France,Bordeaux,Occasionnel,2021-04-07,1364
CUS00547,Nigeria,Kano,Occasionnel,2023-12-11,386
CUS00548,Nigeria,Kano,Standard,2021-11-02,1155
CUS00549,Maroc,Rabat,Standard,2024-01-07,359
CUS00550,Belgique,Bruxelles,Occasionnel,2022-09-08,845
CUS00551,France,Bordeaux,Nouveau,2024-02-26,309
CUS00552,Ghana,Kumasi,Occasionnel,2021-10-02,1186
CUS00553,Ghana,Accra,Standard,2022-11-08,784
CUS00554,Senegal,Thies,Occasionnel,2021-07-09,1271
CUS00555,Cameroun,Douala,Standard,2024-05-23,222
CUS00556,Cote d'Ivoire,Abidjan,Standard,2024-04-18,257
CUS00557,Cameroun,Yaounde,Standard,2022-11-13,779
CUS00558,Maroc,Casablanca,Standard,2022-01-25,1071
CUS00559,Senegal,Saint-Louis,Nouveau,2023-09-08,480
CUS00560,Cameroun,Douala,Standard,2022-05-06,970
CUS00561,Nigeria,Abuja,Standard,2023-12-29,368
CUS00562,Nigeria,Abuja,Standard,2023-11-17,410
CUS00563,Belgique,Liege,Premium,2023-08-20,499
CUS00564,Nigeria,Lagos,Standard,2023-04-28,613
CUS00565,Cote d'Ivoire,Bouake,Occasionnel,2021-02-03,1427
CUS00566,Maroc,Marrakech,Nouveau,2024-04-01,274
CUS00567,Ghana,Kumasi,Standard,2022-11-07,785
CUS00568,Cameroun,Yaounde,Occasionnel,2022-05-19,957
CUS00569,Belgique,Liege,Standard,2023-09-28,460
CUS00570,Belgique,Liege,Standard,2022-12-23,739
CUS00571,France,Lyon,Occasionnel,2023-09-28,460
CUS00572,France,Paris,Occasionnel,2021-06-02,1308
CUS00573,Cote d'Ivoire,Abidjan,Standard,2022-04-19,987
CUS00574,Senegal,Saint-Louis,Standard,2022-03-24,1013
CUS00575,Belgique,Liege,Premium,2024-06-16,198
CUS00576,Belgique,Liege,Premium,2023-12-26,371
CUS00577,Ghana,Accra,Premium,2022-07-17,898
CUS00578,Maroc,Casablanca,Occasionnel,2023-06-01,579
CUS00579,France,Paris,Nouveau,2023-12-10,387
CUS00580,France,Lyon,Standard,2023-12-15,382
CUS00581,Maroc,Rabat,Standard,2023-03-24,648
CUS00582,Senegal,Thies,Nouveau,2023-07-30,520
CUS00583,Cameroun,Douala,Standard,2021-06-15,1295
CUS00584,Cote d'Ivoire,Abidjan,Standard,2023-02-12,688
CUS00585,Belgique,Bruxelles,Occasionnel,2021-12-17,1110
CUS00586,Senegal,Thies,Occasionnel,2022-11-10,782
CUS00587,Senegal,Saint-Louis,Nouveau,2022-04-16,990
CUS00588,Cameroun,Yaounde,Standard,2021-06-02,1308
CUS00589,Maroc,Marrakech,Occasionnel,2021-03-09,1393
CUS00590,France,Marseille,Premium,2022-03-01,1036
CUS00591,France,Bordeaux,Nouveau,2022-09-05,848
CUS00592,France,Lyon,Occasionnel,2023-03-08,664
CUS00593,Nigeria,Abuja,Occasionnel,2021-10-14,1174
CUS00594,Senegal,Saint-Louis,Occasionnel,2022-12-10,752
CUS00595,Cote d'Ivoire,Abidjan,Standard,2021-06-05,1305
CUS00596,Nigeria,Kano,Occasionnel,2024-05-04,241
CUS00597,Ghana,Kumasi,Premium,2022-07-14,901
CUS00598,Belgique,Liege,Standard,2024-02-07,328
CUS00599,Ghana,Kumasi,Standard,2024-04-14,261
CUS00600,Ghana,Accra,Occasionnel,2022-08-28,856
CUS00601,Cameroun,Douala,Premium,2021-11-12,1145
CUS00602,Ghana,Accra,Occasionnel,2022-10-11,812
CUS00603,Nigeria,Lagos,Premium,2022-09-24,829
CUS00604,Belgique,Liege,Occasionnel,2021-07-29,1251
CUS00605,France,Paris,Standard,2023-07-09,541
CUS00606,Ghana,Accra,Premium,2022-12-26,736
CUS00607,Senegal,Saint-Louis,Occasionnel,2022-10-27,796
CUS00608,Ghana,Accra,Standard,2023-03-06,666
CUS00609,Senegal,Saint-Louis,Nouveau,2022-05-13,963
CUS00610,France,Bordeaux,Standard,2022-07-05,910
CUS00611,Maroc,Rabat,Standard,2021-05-10,1331
CUS00612,France,Bordeaux,Standard,2022-09-06,847
CUS00613,Belgique,Bruxelles,Standard,2022-05-21,955
CUS00614,Belgique,Bruxelles,Standard,2021-10-05,1183
CUS00615,Maroc,Casablanca,Nouveau,2022-11-12,780
CUS00616,Ghana,Kumasi,Standard,2023-06-01,579
CUS00617,France,Marseille,Standard,2022-02-16,1049
CUS00618,Belgique,Liege,Standard,2023-03-27,645
CUS00619,Nigeria,Abuja,Occasionnel,2023-10-03,455
CUS00620,Cameroun,Yaounde,Standard,2023-03-16,656
CUS00621,Nigeria,Lagos,Nouveau,2022-02-14,1051
CUS00622,France,Paris,Nouveau,2023-08-04,515
CUS00623,Cameroun,Yaounde,Occasionnel,2021-05-22,1319
CUS00624,Ghana,Kumasi,Premium,2022-09-13,840
CUS00625,Cameroun,Yaounde,Occasionnel,2023-05-17,594
CUS00626,Ghana,Accra,Standard,2024-05-09,236
CUS00627,Belgique,Liege,Occasionnel,2023-05-07,604
CUS00628,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-01-05,361
CUS00629,Senegal,Dakar,Occasionnel,2022-12-29,733
CUS00630,France,Paris,Occasionnel,2023-03-30,642
CUS00631,Nigeria,Abuja,Premium,2021-07-21,1259
CUS00632,Maroc,Casablanca,Occasionnel,2023-11-29,398
CUS00633,Cameroun,Yaounde,Standard,2023-08-07,512
CUS00634,France,Marseille,Nouveau,2023-09-16,472
CUS00635,Senegal,Thies,Standard,2021-06-25,1285
CUS00636,Senegal,Saint-Louis,Premium,2022-10-01,822
CUS00637,Nigeria,Abuja,Occasionnel,2023-12-04,393
CUS00638,Belgique,Liege,Standard,2023-06-17,563
CUS00639,Belgique,Liege,Premium,2021-04-02,1369
CUS00640,Senegal,Dakar,Occasionnel,2021-08-12,1237
CUS00641,France,Lyon,Occasionnel,2024-02-05,330
CUS00642,France,Marseille,Occasionnel,2023-08-05,514
CUS00643,Cameroun,Yaounde,Occasionnel,2022-01-17,1079
CUS00644,Ghana,Kumasi,Premium,2024-06-11,203
CUS00645,Cameroun,Yaounde,Occasionnel,2023-03-08,664
CUS00646,Cote d'Ivoire,Bouake,Standard,2021-05-09,1332
CUS00647,Senegal,Saint-Louis,Standard,2022-10-30,793
CUS00648,Cameroun,Yaounde,Premium,2023-09-30,458
CUS00649,Nigeria,Kano,Standard,2023-03-15,657
CUS00650,Senegal,Thies,Standard,2023-07-27,523
CUS00651,France,Marseille,Nouveau,2024-04-23,252
CUS00652,Senegal,Saint-Louis,Premium,2021-08-30,1219
CUS00653,Cameroun,Yaounde,Premium,2023-02-04,696
CUS00654,France,Bordeaux,Standard,2021-10-10,1178
CUS00655,Ghana,Kumasi,Standard,2024-01-06,360
CUS00656,France,Lyon,Standard,2021-10-15,1173
CUS00657,France,Marseille,Occasionnel,2024-06-22,192
CUS00658,Cote d'Ivoire,Yamoussoukro,Nouveau,2023-09-20,468
CUS00659,France,Lyon,Occasionnel,2024-02-25,310
CUS00660,Belgique,Liege,Occasionnel,2023-05-02,609
CUS00661,Belgique,Liege,Standard,2024-03-03,303
CUS00662,Cote d'Ivoire,Bouake,Standard,2022-07-17,898
CUS00663,Cameroun,Yaounde,Standard,2023-07-26,524
CUS00664,Belgique,Bruxelles,Occasionnel,2022-07-03,912
CUS00665,Nigeria,Kano,Occasionnel,2021-03-27,1375
CUS00666,Belgique,Bruxelles,Nouveau,2021-07-29,1251
CUS00667,Cameroun,Yaounde,Nouveau,2021-03-08,1394
CUS00668,Belgique,Liege,Standard,2021-06-28,1282
CUS00669,Belgique,Bruxelles,Occasionnel,2022-05-01,975
CUS00670,Cameroun,Yaounde,Nouveau,2024-06-03,211
CUS00671,Ghana,Accra,Occasionnel,2022-02-28,1037
CUS00672,Cameroun,Douala,Occasionnel,2023-12-27,370
CUS00673,Maroc,Marrakech,Occasionnel,2022-10-25,798
CUS00674,Maroc,Rabat,Occasionnel,2023-11-20,407
CUS00675,Senegal,Dakar,Nouveau,2023-04-23,618
CUS00676,Cote d'Ivoire,Yamoussoukro,Nouveau,2021-09-17,1201
CUS00677,France,Lyon,Premium,2022-10-22,801
CUS00678,Cameroun,Yaounde,Standard,2024-03-28,278
CUS00679,Maroc,Marrakech,Standard,2023-07-15,535
CUS00680,Senegal,Saint-Louis,Occasionnel,2021-07-10,1270
CUS00681,Ghana,Kumasi,Occasionnel,2023-01-26,705
CUS00682,Belgique,Liege,Standard,2021-01-06,1455
CUS00683,Senegal,Saint-Louis,Nouveau,2023-01-04,727
CUS00684,Senegal,Saint-Louis,Standard,2023-05-30,581
CUS00685,Cameroun,Yaounde,Standard,2022-08-04,880
CUS00686,Nigeria,Kano,Occasionnel,2024-03-05,301
CUS00687,Belgique,Liege,Nouveau,2021-04-10,1361
CUS00688,Cote d'Ivoire,Abidjan,Occasionnel,2023-07-31,519
CUS00689,Cote d'Ivoire,Abidjan,Nouveau,2021-11-20,1137
CUS00690,Belgique,Liege,Premium,2023-05-27,584
CUS00691,Cameroun,Douala,Nouveau,2022-09-11,842
CUS00692,France,Marseille,Premium,2023-01-09,722
CUS00693,Maroc,Casablanca,Standard,2021-12-05,1122
CUS00694,Cote d'Ivoire,Daloa,Occasionnel,2022-04-25,981
CUS00695,Ghana,Accra,Occasionnel,2021-01-03,1458
CUS00696,Cameroun,Yaounde,Premium,2024-04-30,245
CUS00697,Cameroun,Yaounde,Premium,2022-12-05,757
CUS00698,Senegal,Thies,Occasionnel,2023-09-06,482
CUS00699,Senegal,Dakar,Standard,2021-07-29,1251
CUS00700,Senegal,Thies,Standard,2022-09-05,848
CUS00701,France,Bordeaux,Occasionnel,2021-09-30,1188
CUS00702,France,Paris,Occasionnel,2021-01-18,1443
CUS00703,France,Bordeaux,Standard,2022-03-13,1024
CUS00704,France,Bordeaux,Occasionnel,2023-06-26,554
CUS00705,Cameroun,Douala,Nouveau,2021-10-14,1174
CUS00706,Senegal,Saint-Louis,Occasionnel,2022-12-21,741
CUS00707,Ghana,Kumasi,Occasionnel,2022-05-23,953
CUS00708,Maroc,Marrakech,Premium,2024-02-08,327
CUS00709,Maroc,Marrakech,Premium,2022-09-10,843
CUS00710,Cameroun,Douala,Occasionnel,2022-08-29,855
CUS00711,Cote d'Ivoire,Bouake,Standard,2021-08-19,1230
CUS00712,Cameroun,Yaounde,Occasionnel,2021-05-26,1315
CUS00713,Cote d'Ivoire,Yamoussoukro,Nouveau,2021-09-28,1190
CUS00714,Ghana,Kumasi,Standard,2021-12-20,1107
CUS00715,Belgique,Bruxelles,Premium,2021-05-19,1322
CUS00716,Cote d'Ivoire,Yamoussoukro,Standard,2021-05-04,1337
CUS00717,Ghana,Kumasi,Occasionnel,2023-10-24,434
CUS00718,Ghana,Kumasi,Occasionnel,2021-06-18,1292
CUS00719,France,Marseille,Premium,2021-06-11,1299
CUS00720,Cameroun,Douala,Occasionnel,2023-03-12,660
CUS00721,Senegal,Thies,Occasionnel,2022-05-04,972
CUS00722,Cote d'Ivoire,Bouake,Premium,2023-06-09,571
CUS00723,Senegal,Thies,Occasionnel,2021-04-23,1348
CUS00724,Maroc,Marrakech,Occasionnel,2021-12-26,1101
CUS00725,Senegal,Dakar,Occasionnel,2021-01-24,1437
CUS00726,France,Bordeaux,Nouveau,2023-12-08,389
CUS00727,Maroc,Casablanca,Standard,2022-07-05,910
CUS00728,Senegal,Dakar,Standard,2023-05-30,581
CUS00729,Maroc,Marrakech,Premium,2024-03-26,280
CUS00730,Senegal,Thies,Standard,2023-01-08,723
CUS00731,Cote d'Ivoire,Daloa,Nouveau,2021-12-08,1119
CUS00732,Nigeria,Lagos,Standard,2021-07-30,1250
CUS00733,Senegal,Dakar,Occasionnel,2021-01-06,1455
CUS00734,Cote d'Ivoire,Abidjan,Standard,2023-08-25,494
CUS00735,Nigeria,Abuja,Nouveau,2022-01-02,1094
CUS00736,Cote d'Ivoire,Daloa,Standard,2022-05-24,952
CUS00737,Ghana,Kumasi,Standard,2021-06-09,1301
CUS00738,Nigeria,Lagos,Occasionnel,2021-04-18,1353
CUS00739,France,Lyon,Occasionnel,2021-04-05,1366
CUS00740,Ghana,Accra,Nouveau,2022-08-02,882
CUS00741,Maroc,Rabat,Premium,2023-07-25,525
CUS00742,Cote d'Ivoire,Yamoussoukro,Standard,2024-02-29,306
CUS00743,Maroc,Marrakech,Occasionnel,2023-08-09,510
CUS00744,Nigeria,Kano,Nouveau,2022-02-05,1060
CUS00745,Cameroun,Douala,Premium,2023-04-20,621
CUS00746,Cote d'Ivoire,Bouake,Occasionnel,2021-01-20,1441
CUS00747,Nigeria,Lagos,Occasionnel,2023-02-10,690
CUS00748,Maroc,Casablanca,Standard,2022-05-03,973
CUS00749,Ghana,Kumasi,Nouveau,2021-10-19,1169
CUS00750,Maroc,Casablanca,Premium,2022-04-20,986
CUS00751,Ghana,Kumasi,Standard,2021-06-23,1287
CUS00752,Senegal,Saint-Louis,Premium,2023-03-19,653
CUS00753,Senegal,Saint-Louis,Occasionnel,2023-06-10,570
CUS00754,France,Lyon,Standard,2022-10-08,815
CUS00755,Ghana,Kumasi,Standard,2022-07-11,904
CUS00756,Cameroun,Douala,Nouveau,2021-10-06,1182
CUS00757,Senegal,Dakar,Premium,2023-07-10,540
CUS00758,Belgique,Liege,Standard,2024-01-03,363
CUS00759,Nigeria,Lagos,Standard,2023-08-07,512
CUS00760,Maroc,Casablanca,Premium,2022-09-16,837
CUS00761,Cote d'Ivoire,Bouake,Occasionnel,2022-11-03,789
CUS00762,France,Paris,Occasionnel,2022-12-30,732
CUS00763,Ghana,Accra,Occasionnel,2022-06-17,928
CUS00764,France,Paris,Nouveau,2023-07-16,534
CUS00765,Cameroun,Douala,Standard,2021-10-14,1174
CUS00766,Senegal,Dakar,Premium,2022-04-01,1005
CUS00767,France,Lyon,Occasionnel,2023-02-02,698
CUS00768,Senegal,Saint-Louis,Occasionnel,2021-06-03,1307
CUS00769,Cote d'Ivoire,Abidjan,Standard,2023-06-28,552
CUS00770,France,Paris,Nouveau,2022-11-11,781
CUS00771,Senegal,Dakar,Nouveau,2021-04-14,1357
CUS00772,France,Bordeaux,Occasionnel,2023-03-20,652
CUS00773,Belgique,Bruxelles,Standard,2023-05-24,587
CUS00774,France,Marseille,Standard,2022-01-19,1077
CUS00775,Maroc,Rabat,Standard,2021-11-01,1156
CUS00776,Cote d'Ivoire,Bouake,Occasionnel,2023-10-19,439
CUS00777,Ghana,Kumasi,Premium,2022-07-27,888
CUS00778,Ghana,Accra,Standard,2023-12-13,384
CUS00779,Cameroun,Douala,Nouveau,2023-01-06,725
CUS00780,Belgique,Liege,Standard,2024-03-04,302
CUS00781,Nigeria,Abuja,Standard,2021-02-23,1407
CUS00782,Nigeria,Kano,Standard,2022-07-30,885
CUS00783,Cote d'Ivoire,Daloa,Occasionnel,2024-04-11,264
CUS00784,Cameroun,Douala,Premium,2022-05-09,967
CUS00785,Maroc,Marrakech,Occasionnel,2021-04-25,1346
CUS00786,Cameroun,Yaounde,Standard,2021-12-22,1105
CUS00787,France,Lyon,Occasionnel,2023-01-05,726
CUS00788,Cote d'Ivoire,Yamoussoukro,Nouveau,2024-02-29,306
CUS00789,France,Lyon,Occasionnel,2023-10-06,452
CUS00790,Maroc,Casablanca,Standard,2021-07-04,1276
CUS00791,Cote d'Ivoire,Bouake,Occasionnel,2021-02-10,1420
CUS00792,Belgique,Bruxelles,Standard,2024-06-11,203
CUS00793,Cameroun,Douala,Standard,2021-12-30,1097
CUS00794,Nigeria,Lagos,Premium,2024-04-16,259
CUS00795,France,Paris,Occasionnel,2023-01-18,713
CUS00796,Senegal,Thies,Occasionnel,2023-03-22,650
CUS00797,Senegal,Thies,Standard,2021-10-07,1181
CUS00798,France,Bordeaux,Occasionnel,2023-09-25,463
CUS00799,Nigeria,Lagos,Occasionnel,2024-02-25,310
CUS00800,Nigeria,Lagos,Occasionnel,2021-12-26,1101
CUS00801,Ghana,Kumasi,Occasionnel,2022-08-27,857
CUS00802,France,Lyon,Occasionnel,2024-03-19,287
CUS00803,Ghana,Accra,Standard,2022-10-14,809
CUS00804,Cameroun,Douala,Nouveau,2021-10-16,1172
CUS00805,Nigeria,Kano,Premium,2022-12-12,750
CUS00806,Nigeria,Lagos,Occasionnel,2021-07-01,1279
CUS00807,Nigeria,Abuja,Premium,2022-03-06,1031
CUS00808,Cameroun,Douala,Standard,2021-08-10,1239
CUS00809,Cote d'Ivoire,Abidjan,Standard,2023-05-10,601
CUS00810,France,Bordeaux,Standard,2023-02-15,685
CUS00811,Nigeria,Kano,Standard,2023-09-09,479
CUS00812,Cameroun,Douala,Standard,2021-03-10,1392
CUS00813,Maroc,Casablanca,Standard,2021-08-03,1246
CUS00814,Senegal,Thies,Standard,2023-02-08,692
CUS00815,France,Paris,Occasionnel,2021-07-10,1270
CUS00816,Nigeria,Kano,Nouveau,2023-09-16,472
CUS00817,Cote d'Ivoire,Daloa,Nouveau,2021-12-04,1123
CUS00818,Ghana,Accra,Premium,2022-11-10,782
CUS00819,Cameroun,Douala,Standard,2024-02-09,326
CUS00820,Maroc,Marrakech,Standard,2022-05-02,974
CUS00821,Senegal,Dakar,Standard,2024-01-31,335
CUS00822,Belgique,Bruxelles,Premium,2021-01-08,1453
CUS00823,Ghana,Accra,Standard,2024-05-14,231
CUS00824,Belgique,Bruxelles,Premium,2022-02-28,1037
CUS00825,France,Marseille,Nouveau,2023-08-28,491
CUS00826,Senegal,Thies,Occasionnel,2023-08-23,496
CUS00827,Belgique,Liege,Premium,2024-01-20,346
CUS00828,Ghana,Accra,Standard,2023-02-21,679
CUS00829,Nigeria,Lagos,Standard,2022-06-24,921
CUS00830,Belgique,Liege,Standard,2022-07-05,910
CUS00831,Cote d'Ivoire,Bouake,Occasionnel,2021-07-18,1262
CUS00832,Senegal,Saint-Louis,Standard,2024-01-14,352
CUS00833,Ghana,Accra,Occasionnel,2023-03-04,668
CUS00834,Ghana,Kumasi,Occasionnel,2022-04-28,978
CUS00835,Belgique,Liege,Premium,2021-03-13,1389
CUS00836,France,Paris,Nouveau,2023-07-09,541
CUS00837,France,Lyon,Nouveau,2022-01-30,1066
CUS00838,France,Paris,Standard,2023-06-11,569
CUS00839,Cameroun,Douala,Occasionnel,2022-06-13,932
CUS00840,Nigeria,Kano,Nouveau,2021-05-18,1323
CUS00841,Senegal,Thies,Occasionnel,2024-02-05,330
CUS00842,Nigeria,Abuja,Occasionnel,2021-01-26,1435
CUS00843,Ghana,Accra,Standard,2021-10-31,1157
CUS00844,Senegal,Dakar,Occasionnel,2021-07-26,1254
CUS00845,Maroc,Marrakech,Nouveau,2023-04-22,619
CUS00846,Maroc,Rabat,Occasionnel,2024-03-17,289
CUS00847,Belgique,Bruxelles,Standard,2023-04-06,635
CUS00848,France,Bordeaux,Premium,2022-11-10,782
CUS00849,Cameroun,Douala,Occasionnel,2022-07-05,910
CUS00850,Nigeria,Lagos,Standard,2022-09-13,840
CUS00851,Maroc,Rabat,Occasionnel,2021-07-21,1259
CUS00852,Cameroun,Douala,Standard,2023-06-27,553
CUS00853,Nigeria,Abuja,Occasionnel,2024-05-23,222
CUS00854,Senegal,Dakar,Standard,2023-04-14,627
CUS00855,Belgique,Liege,Occasionnel,2023-11-22,405
CUS00856,France,Paris,Standard,2023-11-04,423
CUS00857,Ghana,Accra,Occasionnel,2023-12-10,387
CUS00858,Cote d'Ivoire,Bouake,Standard,2022-02-16,1049
CUS00859,Cote d'Ivoire,Bouake,Premium,2021-04-14,1357
CUS00860,Nigeria,Kano,Standard,2023-01-25,706
CUS00861,Belgique,Liege,Occasionnel,2021-09-11,1207
CUS00862,Cote d'Ivoire,Bouake,Standard,2024-05-01,244
CUS00863,Belgique,Bruxelles,Nouveau,2023-08-30,489
CUS00864,Nigeria,Abuja,Standard,2022-06-14,931
CUS00865,Senegal,Thies,Premium,2021-04-12,1359
CUS00866,France,Lyon,Nouveau,2022-04-07,999
CUS00867,Cameroun,Yaounde,Occasionnel,2023-11-18,409
CUS00868,Cote d'Ivoire,Abidjan,Standard,2021-09-28,1190
CUS00869,France,Paris,Standard,2024-05-30,215
CUS00870,Maroc,Marrakech,Nouveau,2022-07-18,897
CUS00871,Ghana,Kumasi,Nouveau,2023-07-30,520
CUS00872,Maroc,Casablanca,Standard,2023-12-03,394
CUS00873,Ghana,Accra,Premium,2023-02-06,694
CUS00874,Maroc,Rabat,Occasionnel,2023-09-14,474
CUS00875,Senegal,Thies,Nouveau,2022-10-28,795
CUS00876,Maroc,Rabat,Occasionnel,2022-09-04,849
CUS00877,Cameroun,Douala,Occasionnel,2022-05-08,968
CUS00878,Cote d'Ivoire,Daloa,Occasionnel,2021-10-14,1174
CUS00879,Cote d'Ivoire,Daloa,Nouveau,2022-06-16,929
CUS00880,Ghana,Kumasi,Standard,2021-03-14,1388
CUS00881,Cameroun,Yaounde,Occasionnel,2022-04-01,1005
CUS00882,Belgique,Liege,Occasionnel,2021-12-15,1112
CUS00883,France,Marseille,Premium,2021-09-20,1198
