date,spend,clicks,conversions,spend_ma7,clicks_ma7,spend_ma30,spend_cumul
2023-12-30,1230.48,2966.0,126.0,1307.04,3152.0,1291.6,271048.0
2023-12-31,1184.61,2675.0,121.0,1300.96,3103.0,1288.48,272233.0
2024-01-01,1096.91,2470.0,98.0,1277.84,3025.0,1285.22,273330.0
2024-01-02,1111.58,2829.0,114.0,1246.57,2965.0,1282.69,274441.0
2024-01-03,1077.62,2419.0,105.0,1210.45,2856.0,1274.52,275519.0
2024-01-04,1027.25,2465.0,92.0,1153.15,2711.0,1263.33,276546.0
2024-01-05,1098.36,2280.0,90.0,1118.12,2586.0,1259.28,277645.0
2024-01-06,939.23,2134.0,99.0,1076.51,2467.0,1249.08,278584.0
2024-01-07,1023.46,2511.0,117.0,1053.49,2444.0,1239.17,279607.0
2024-01-08,1111.01,2756.0,124.0,1055.5,2485.0,1236.67,280718.0
2024-01-09,1063.13,2331.0,88.0,1048.58,2414.0,1231.95,281781.0
2024-01-10,1076.34,2410.0,75.0,1048.4,2412.0,1220.81,282858.0
2024-01-11,1110.34,2588.0,102.0,1060.27,2430.0,1211.98,283968.0
2024-01-12,1109.17,2701.0,96.0,1061.81,2490.0,1204.63,285077.0
2024-01-13,980.54,2276.0,87.0,1067.71,2510.0,1193.62,286058.0
2024-01-14,898.75,2122.0,95.0,1049.9,2455.0,1179.71,286957.0
2024-01-15,1076.85,2561.0,111.0,1045.02,2427.0,1175.22,288033.0
2024-01-16,1073.16,2651.0,96.0,1046.45,2473.0,1173.67,289107.0
2024-01-17,1117.63,2607.0,148.0,1052.35,2501.0,1164.15,290224.0
2024-01-18,1125.36,2647.0,113.0,1054.49,2509.0,1157.48,291350.0
2024-01-19,1058.62,2500.0,99.0,1047.27,2481.0,1146.02,292408.0
2024-01-20,918.68,2004.0,102.0,1038.44,2442.0,1130.03,293327.0
2024-01-21,970.07,2111.0,96.0,1048.62,2440.0,1119.55,294297.0
2024-01-22,1149.71,2980.0,123.0,1059.03,2500.0,1118.26,295447.0
2024-01-23,973.8,2204.0,88.0,1044.84,2436.0,1109.81,296420.0
2024-01-24,1125.29,2702.0,91.0,1045.93,2450.0,1105.36,297546.0
2024-01-25,1111.94,2761.0,95.0,1044.02,2466.0,1098.08,298658.0
2024-01-26,1049.52,2653.0,112.0,1042.72,2488.0,1088.71,299707.0
2024-01-27,988.2,2259.0,83.0,1052.65,2524.0,1074.04,300695.0
2024-01-28,929.53,2302.0,78.0,1046.86,2552.0,1060.24,301625.0
2024-01-29,1139.47,2506.0,126.0,1045.39,2484.0,1057.2,302764.0
2024-01-30,1129.06,2855.0,114.0,1067.57,2577.0,1055.35,303893.0
2024-01-31,1082.93,2556.0,100.0,1061.52,2556.0,1054.89,304976.0
2024-02-01,973.96,2405.0,122.0,1041.81,2505.0,1050.3,305950.0
2024-02-02,1018.65,2552.0,99.0,1037.4,2491.0,1048.33,306969.0
2024-02-03,867.58,2071.0,91.0,1020.17,2464.0,1043.01,307837.0
2024-02-04,877.31,2006.0,81.0,1012.71,2422.0,1035.64,308714.0
2024-02-05,974.67,2357.0,87.0,989.17,2400.0,1036.82,309689.0
2024-02-06,1052.21,2657.0,125.0,978.19,2372.0,1037.78,310741.0
2024-02-07,921.77,2151.0,96.0,955.16,2314.0,1031.47,311663.0
2024-02-08,1007.39,2396.0,80.0,959.94,2313.0,1029.62,312670.0
2024-02-09,946.13,2145.0,74.0,949.58,2255.0,1025.28,313616.0
2024-02-10,913.65,2205.0,87.0,956.16,2274.0,1018.72,314530.0
2024-02-11,954.29,2351.0,100.0,967.16,2323.0,1013.56,315484.0
2024-02-12,988.93,2545.0,101.0,969.2,2350.0,1013.84,316473.0
2024-02-13,963.94,2229.0,103.0,956.59,2289.0,1016.01,317437.0
2024-02-14,1000.7,2547.0,91.0,967.86,2345.0,1013.47,318438.0
2024-02-15,933.09,2356.0,97.0,957.25,2340.0,1008.8,319371.0
2024-02-16,964.21,2302.0,92.0,959.83,2362.0,1003.69,320335.0
2024-02-17,864.18,2039.0,77.0,952.76,2338.0,994.98,321199.0
2024-02-18,944.46,2160.0,82.0,951.36,2311.0,991.18,322144.0
2024-02-19,942.23,2277.0,73.0,944.69,2273.0,991.96,323086.0
2024-02-20,951.68,2211.0,89.0,942.94,2270.0,991.35,324037.0
2024-02-21,928.37,2193.0,86.0,932.6,2220.0,983.97,324966.0
2024-02-22,982.57,2011.0,73.0,939.67,2170.0,984.26,325948.0
2024-02-23,1012.81,2238.0,100.0,946.61,2161.0,980.51,326961.0
2024-02-24,982.68,2556.0,83.0,963.54,2235.0,976.21,327944.0
2024-02-25,886.84,2015.0,84.0,955.31,2214.0,970.78,328831.0
2024-02-26,1021.73,2364.0,103.0,966.67,2227.0,971.9,329852.0
2024-02-27,957.99,2316.0,106.0,967.57,2242.0,972.85,330810.0
2024-02-28,994.9,2339.0,71.0,977.07,2263.0,968.03,331805.0
2024-02-29,989.73,2404.0,86.0,978.1,2319.0,963.39,332795.0
2024-03-01,952.81,2444.0,85.0,969.53,2348.0,959.05,333748.0
2024-03-02,949.63,2109.0,62.0,964.8,2284.0,958.24,334697.0
2024-03-03,934.37,2081.0,86.0,971.59,2294.0,955.43,335632.0
2024-03-04,941.41,2285.0,113.0,960.12,2283.0,957.89,336573.0
2024-03-05,1058.82,2587.0,95.0,974.52,2321.0,963.94,337632.0
2024-03-06,981.57,2321.0,85.0,972.62,2319.0,964.17,338614.0
2024-03-07,986.35,2397.0,95.0,972.14,2318.0,961.97,339600.0
2024-03-08,966.5,2584.0,115.0,974.09,2338.0,963.47,340567.0
2024-03-09,889.48,2016.0,87.0,965.5,2324.0,959.53,341456.0
2024-03-10,940.57,2291.0,88.0,966.39,2354.0,959.35,342397.0
2024-03-11,972.66,2396.0,78.0,970.85,2370.0,961.32,343369.0
2024-03-12,956.31,2370.0,82.0,956.21,2339.0,961.38,344326.0
2024-03-13,979.88,2433.0,107.0,955.96,2355.0,961.08,345305.0
2024-03-14,1039.13,2586.0,84.0,963.5,2382.0,963.59,346345.0
2024-03-15,1017.67,2133.0,118.0,970.81,2318.0,964.15,347362.0
2024-03-16,856.88,1923.0,73.0,966.16,2305.0,961.61,348219.0
2024-03-17,900.82,2035.0,103.0,960.48,2268.0,959.5,349120.0
2024-03-18,959.13,2296.0,87.0,958.55,2254.0,962.67,350079.0
2024-03-19,889.7,2170.0,77.0,949.03,2225.0,960.84,350969.0
2024-03-20,1005.88,2594.0,122.0,952.74,2248.0,962.96,351975.0
2024-03-21,930.34,2240.0,72.0,937.2,2199.0,962.25,352905.0
2024-03-22,1039.09,2515.0,116.0,940.26,2253.0,965.94,353944.0
2024-03-23,898.48,2023.0,81.0,946.21,2268.0,963.14,354843.0
2024-03-24,852.74,1869.0,82.0,939.34,2244.0,957.8,355695.0
2024-03-25,975.24,2231.0,98.0,941.64,2235.0,957.56,356671.0
2024-03-26,1012.86,2441.0,116.0,959.23,2273.0,961.76,357683.0
2024-03-27,984.28,2018.0,82.0,956.15,2191.0,960.51,358668.0
2024-03-28,918.47,2138.0,99.0,954.45,2176.0,959.19,359586.0
2024-03-29,1030.76,2263.0,101.0,953.26,2140.0,960.39,360617.0
2024-03-30,895.42,2084.0,84.0,952.82,2149.0,957.24,361512.0
2024-03-31,865.39,1996.0,87.0,954.63,2167.0,954.33,362378.0
2024-04-01,1015.35,2545.0,105.0,960.36,2212.0,956.52,363393.0
2024-04-02,970.2,2155.0,94.0,954.27,2171.0,957.71,364363.0
2024-04-03,991.66,2266.0,80.0,955.32,2207.0,959.39,365355.0
2024-04-04,1002.2,2195.0,93.0,967.28,2215.0,957.5,366357.0
2024-04-05,1032.7,2413.0,70.0,967.56,2236.0,959.2,367390.0
2024-04-06,854.14,2113.0,79.0,961.66,2240.0,954.8,368244.0
2024-04-07,895.83,2082.0,87.0,966.01,2253.0,952.44,369140.0
2024-04-08,1033.03,2607.0,103.0,968.54,2262.0,957.23,370173.0
2024-04-09,971.97,2321.0,99.0,968.79,2285.0,958.27,371145.0
2024-04-10,1001.58,2415.0,110.0,970.21,2307.0,959.24,372146.0
2024-04-11,1003.85,2354.0,86.0,970.44,2329.0,960.82,373150.0
2024-04-12,928.1,2299.0,104.0,955.5,2313.0,959.1,374078.0
2024-04-13,864.82,1965.0,78.0,957.03,2292.0,953.29,374943.0
2024-04-14,898.2,2436.0,84.0,957.36,2342.0,949.3,375841.0
2024-04-15,1003.7,2351.0,92.0,953.17,2306.0,954.2,376845.0
2024-04-16,987.41,2351.0,93.0,955.38,2310.0,957.08,377832.0
2024-04-17,991.12,2204.0,89.0,953.89,2280.0,958.15,378824.0
2024-04-18,953.86,2214.0,113.0,946.74,2260.0,960.29,379777.0
2024-04-19,1023.41,2480.0,93.0,960.36,2286.0,960.87,380801.0
2024-04-20,922.79,1936.0,93.0,968.64,2282.0,960.62,381724.0
2024-04-21,947.05,2456.0,101.0,975.62,2285.0,957.55,382671.0
2024-04-22,968.35,2247.0,74.0,970.57,2270.0,959.88,383639.0
2024-04-23,1013.12,2551.0,92.0,974.24,2298.0,965.23,384652.0
2024-04-24,995.4,2370.0,120.0,974.85,2322.0,965.9,385648.0
2024-04-25,1028.67,2405.0,100.0,985.54,2349.0,966.43,386676.0
2024-04-26,904.67,2151.0,81.0,968.58,2302.0,963.77,387581.0
2024-04-27,928.32,2278.0,68.0,969.37,2351.0,964.1,388509.0
2024-04-28,923.94,2273.0,124.0,966.07,2325.0,960.54,389433.0
2024-04-29,977.03,2311.0,89.0,967.31,2334.0,963.26,390410.0
2024-04-30,940.21,2270.0,104.0,956.89,2294.0,965.76,391350.0
2024-05-01,958.8,2251.0,85.0,951.66,2277.0,963.87,392309.0
2024-05-02,962.74,2184.0,88.0,942.24,2245.0,963.62,393272.0
2024-05-03,1012.6,2249.0,114.0,957.66,2259.0,964.32,394285.0
2024-05-04,913.93,2056.0,98.0,955.61,2228.0,961.38,395198.0
2024-05-05,862.26,2020.0,89.0,946.8,2192.0,955.7,396061.0
2024-05-06,951.56,2069.0,78.0,943.16,2157.0,958.94,397012.0
2024-05-07,938.6,2146.0,66.0,942.93,2139.0,960.37,397951.0
2024-05-08,955.83,2247.0,115.0,942.5,2139.0,957.8,398907.0
2024-05-09,960.46,2145.0,86.0,942.18,2133.0,957.41,399867.0
2024-05-10,968.68,2208.0,93.0,935.9,2127.0,956.32,400836.0
2024-05-11,892.65,2203.0,86.0,932.86,2148.0,952.61,401728.0
2024-05-12,933.7,2236.0,92.0,943.07,2179.0,952.8,402662.0
2024-05-13,1009.09,2356.0,109.0,951.29,2220.0,957.61,403671.0
2024-05-14,940.26,2155.0,89.0,951.52,2221.0,959.01,404612.0
2024-05-15,1024.59,2455.0,103.0,961.35,2251.0,959.7,405636.0
2024-05-16,962.26,2356.0,108.0,961.6,2281.0,958.86,406598.0
2024-05-17,1068.07,2530.0,85.0,975.8,2327.0,961.43,407666.0
2024-05-18,895.87,2066.0,68.0,976.26,2308.0,959.5,408562.0
2024-05-19,837.7,2075.0,100.0,962.55,2285.0,953.31,409400.0
2024-05-20,1021.46,2388.0,74.0,964.32,2289.0,956.6,410421.0
2024-05-21,992.92,2613.0,106.0,971.84,2355.0,958.12,411414.0
2024-05-22,1012.9,2530.0,105.0,970.17,2365.0,959.61,412427.0
2024-05-23,983.05,2466.0,97.0,973.14,2381.0,958.61,413410.0
2024-05-24,979.8,2293.0,81.0,960.53,2347.0,958.09,414390.0
2024-05-25,854.6,2077.0,71.0,954.63,2349.0,952.28,415245.0
2024-05-26,870.7,1881.0,81.0,959.35,2321.0,951.15,416115.0
2024-05-27,967.86,2265.0,89.0,951.69,2304.0,952.47,417083.0
2024-05-28,950.5,2252.0,110.0,945.63,2252.0,953.36,418034.0
2024-05-29,1002.93,2311.0,85.0,944.21,2221.0,954.22,419037.0
2024-05-30,1018.0,2311.0,88.0,949.2,2199.0,956.81,420055.0
2024-05-31,987.97,2185.0,91.0,950.37,2183.0,957.78,421043.0
2024-06-01,869.23,2152.0,101.0,952.46,2194.0,954.67,421912.0
2024-06-02,913.83,2330.0,87.0,958.62,2258.0,951.38,422826.0
2024-06-03,1028.4,2565.0,76.0,967.27,2301.0,955.19,423854.0
2024-06-04,979.23,2321.0,79.0,971.37,2311.0,959.09,424833.0
2024-06-05,997.01,2259.0,95.0,970.52,2303.0,960.61,425830.0
2024-06-06,1006.32,2357.0,98.0,968.86,2310.0,962.86,426837.0
2024-06-07,1026.59,2593.0,104.0,974.37,2368.0,965.22,427863.0
2024-06-08,909.15,2161.0,97.0,980.08,2369.0,963.51,428772.0
2024-06-09,917.98,2021.0,60.0,980.67,2325.0,961.82,429690.0
2024-06-10,940.23,2312.0,103.0,968.07,2289.0,963.41,430631.0
2024-06-11,1045.94,2622.0,101.0,977.6,2332.0,967.15,431677.0
2024-06-12,954.62,2221.0,90.0,971.55,2327.0,965.33,432631.0
2024-06-13,979.24,2380.0,78.0,967.68,2330.0,966.63,433610.0
2024-06-14,1023.95,2382.0,137.0,967.3,2300.0,966.61,434634.0
2024-06-15,940.39,2180.0,90.0,971.76,2303.0,965.88,435575.0
2024-06-16,948.53,2377.0,137.0,976.13,2353.0,961.9,436523.0
2024-06-17,999.87,2465.0,87.0,984.65,2375.0,965.36,437523.0
2024-06-18,948.6,2165.0,99.0,970.74,2310.0,969.06,438472.0
2024-06-19,992.19,2363.0,112.0,976.11,2330.0,968.08,439464.0
2024-06-20,934.11,2235.0,99.0,969.66,2310.0,966.12,440398.0
2024-06-21,1037.96,2320.0,97.0,971.66,2301.0,966.96,441436.0
2024-06-22,818.93,2030.0,68.0,954.31,2279.0,961.49,442255.0
2024-06-23,906.8,2108.0,79.0,948.35,2241.0,959.06,443162.0
2024-06-24,970.32,2176.0,110.0,944.13,2200.0,962.91,444132.0
2024-06-25,1020.66,2420.0,87.0,954.42,2236.0,967.91,445153.0
2024-06-26,993.37,2513.0,118.0,954.59,2257.0,968.76,446146.0
2024-06-27,1024.9,2439.0,97.0,967.56,2287.0,971.24,447171.0
2024-06-28,1025.17,2316.0,96.0,965.74,2286.0,971.98,448196.0
2024-06-29,931.4,2263.0,115.0,981.8,2319.0,969.1,449128.0
2024-06-30,899.91,2037.0,77.0,980.82,2309.0,966.16,450028.0
2024-07-01,619.89,1482.0,55.0,930.76,2210.0,957.85,450647.0
2024-07-02,606.58,1439.0,63.0,871.6,2070.0,947.61,451254.0
2024-07-03,634.88,1544.0,49.0,820.39,1931.0,934.49,451889.0
2024-07-04,585.28,1383.0,54.0,757.59,1781.0,921.36,452474.0
2024-07-05,645.05,1458.0,60.0,703.28,1658.0,909.63,453119.0
2024-07-06,561.0,1408.0,55.0,650.37,1536.0,894.78,453680.0
2024-07-07,569.74,1359.0,32.0,603.2,1439.0,879.55,454250.0
2024-07-08,627.8,1576.0,69.0,604.33,1452.0,870.18,454878.0
2024-07-09,649.28,1607.0,61.0,610.43,1476.0,861.22,455527.0
2024-07-10,646.94,1602.0,66.0,612.16,1485.0,851.44,456174.0
2024-07-11,635.5,1511.0,56.0,619.33,1503.0,837.76,456809.0
2024-07-12,643.07,1554.0,53.0,619.05,1517.0,827.38,457453.0
2024-07-13,506.78,1108.0,49.0,611.3,1474.0,811.63,457959.0
2024-07-14,584.82,1399.0,55.0,613.46,1480.0,796.99,458544.0
2024-07-15,591.75,1490.0,52.0,608.31,1467.0,785.37,459136.0
2024-07-16,626.41,1479.0,63.0,605.04,1449.0,774.63,459762.0
2024-07-17,647.18,1446.0,55.0,605.07,1427.0,762.88,460409.0
2024-07-18,636.53,1453.0,55.0,605.22,1418.0,752.47,461046.0
2024-07-19,620.99,1332.0,54.0,602.07,1387.0,740.1,461667.0
2024-07-20,616.17,1574.0,57.0,617.69,1453.0,729.5,462283.0
2024-07-21,558.72,1337.0,66.0,613.96,1444.0,713.53,462842.0
2024-07-22,656.7,1648.0,57.0,623.24,1467.0,708.12,463499.0
2024-07-23,617.34,1343.0,76.0,621.95,1448.0,698.47,464116.0
2024-07-24,665.21,1573.0,63.0,624.52,1466.0,688.3,464781.0
2024-07-25,663.9,1500.0,78.0,628.43,1472.0,676.41,465445.0
2024-07-26,644.34,1415.0,54.0,631.77,1484.0,664.77,466089.0
2024-07-27,633.0,1382.0,47.0,634.17,1457.0,651.71,466722.0
2024-07-28,551.25,1274.0,49.0,633.11,1448.0,635.91,467274.0
2024-07-29,594.91,1341.0,51.0,624.28,1404.0,624.7,467869.0
2024-07-30,605.49,1456.0,58.0,622.59,1420.0,614.88,468474.0
2024-07-31,588.43,1441.0,62.0,611.62,1401.0,613.83,469062.0
2024-08-01,652.39,1579.0,60.0,609.97,1413.0,615.36,469715.0
2024-08-02,596.0,1543.0,48.0,603.07,1431.0,614.07,470311.0
2024-08-03,625.08,1491.0,54.0,601.94,1446.0,615.39,470936.0
2024-08-04,572.94,1330.0,58.0,605.03,1454.0,612.99,471509.0
2024-08-05,630.55,1467.0,55.0,610.13,1472.0,615.31,472139.0
2024-08-06,656.27,1597.0,50.0,617.38,1493.0,618.19,472796.0
2024-08-07,609.11,1473.0,77.0,620.33,1497.0,617.57,473405.0
2024-08-08,639.27,1521.0,61.0,618.46,1489.0,617.23,474044.0
2024-08-09,657.33,1566.0,65.0,627.22,1492.0,617.58,474701.0
2024-08-10,559.22,1264.0,58.0,617.81,1460.0,615.04,475261.0
2024-08-11,555.59,1173.0,54.0,615.33,1437.0,612.12,475816.0
2024-08-12,697.66,1762.0,74.0,624.92,1479.0,618.49,476514.0
2024-08-13,603.99,1552.0,57.0,617.45,1473.0,619.12,477118.0
2024-08-14,657.1,1582.0,86.0,624.31,1489.0,621.3,477775.0
2024-08-15,632.57,1470.0,52.0,623.35,1481.0,621.51,478408.0
2024-08-16,626.15,1317.0,52.0,618.9,1446.0,620.81,479034.0
2024-08-17,551.97,1269.0,51.0,617.86,1446.0,617.99,479586.0
2024-08-18,634.62,1632.0,66.0,629.15,1512.0,618.44,480220.0
2024-08-19,689.68,1635.0,55.0,628.01,1494.0,620.89,480910.0
2024-08-20,645.85,1478.0,72.0,633.99,1483.0,623.8,481556.0
2024-08-21,638.41,1613.0,73.0,631.32,1488.0,623.19,482194.0
2024-08-22,625.13,1598.0,62.0,630.26,1506.0,623.45,482819.0
2024-08-23,607.56,1428.0,60.0,627.6,1522.0,621.53,483427.0
2024-08-24,598.59,1470.0,49.0,634.26,1551.0,619.35,484026.0
2024-08-25,560.22,1238.0,36.0,623.63,1494.0,616.54,484586.0
2024-08-26,662.54,1443.0,49.0,619.76,1467.0,617.53,485248.0
2024-08-27,637.01,1389.0,44.0,618.49,1454.0,620.39,485885.0
2024-08-28,603.88,1521.0,66.0,613.56,1441.0,620.69,486489.0
2024-08-29,608.64,1350.0,55.0,611.21,1406.0,620.79,487098.0
2024-08-30,610.6,1417.0,48.0,611.64,1404.0,621.53,487708.0
2024-08-31,600.11,1448.0,73.0,611.86,1401.0,619.79,488309.0
2024-09-01,955.53,2200.0,99.0,668.33,1538.0,631.77,489264.0
2024-09-02,1091.51,2767.0,114.0,729.61,1727.0,647.32,490356.0
2024-09-03,1072.46,2793.0,114.0,791.82,1928.0,663.97,491428.0
2024-09-04,1171.24,2792.0,116.0,872.87,2110.0,681.99,492599.0
2024-09-05,1004.81,2422.0,101.0,929.47,2263.0,693.61,493604.0
2024-09-06,1151.95,2787.0,126.0,1006.8,2458.0,711.71,494756.0
2024-09-07,1002.14,2428.0,85.0,1064.23,2598.0,723.8,495758.0
2024-09-08,907.43,2114.0,80.0,1057.36,2586.0,732.14,496666.0
2024-09-09,1072.73,2557.0,104.0,1054.68,2556.0,749.26,497738.0
2024-09-10,1109.23,2535.0,101.0,1059.93,2519.0,767.71,498848.0
2024-09-11,1103.12,2675.0,102.0,1050.2,2503.0,781.23,499951.0
2024-09-12,1094.71,2765.0,138.0,1063.04,2552.0,797.58,501045.0
2024-09-13,1066.32,2421.0,89.0,1050.81,2499.0,811.22,502112.0
2024-09-14,1010.5,2352.0,78.0,1052.01,2488.0,823.82,503122.0
2024-09-15,915.75,2378.0,100.0,1053.19,2526.0,833.47,504038.0
2024-09-16,1133.16,2758.0,107.0,1061.83,2555.0,852.85,505171.0
2024-09-17,1118.08,2551.0,131.0,1063.09,2557.0,868.96,506289.0
2024-09-18,1099.79,2544.0,104.0,1062.62,2538.0,882.63,507389.0
2024-09-19,1147.64,2811.0,100.0,1070.18,2545.0,899.36,508537.0
2024-09-20,1053.0,2591.0,102.0,1068.27,2569.0,913.18,509590.0
2024-09-21,960.14,2221.0,75.0,1061.08,2551.0,924.35,510550.0
2024-09-22,961.4,2130.0,67.0,1067.6,2515.0,936.14,511511.0
2024-09-23,1099.05,2483.0,116.0,1062.73,2476.0,952.82,512610.0
2024-09-24,1066.29,2515.0,107.0,1055.33,2471.0,969.69,513676.0
2024-09-25,1050.42,2623.0,106.0,1048.28,2482.0,982.62,514727.0
2024-09-26,1134.96,2603.0,110.0,1046.47,2452.0,999.22,515862.0
2024-09-27,1065.62,2354.0,95.0,1048.27,2418.0,1014.61,516927.0
2024-09-28,992.87,2431.0,101.0,1052.94,2448.0,1027.42,517920.0
2024-09-29,1045.43,2710.0,92.0,1064.95,2531.0,1041.91,518966.0
2024-09-30,1190.46,2705.0,141.0,1078.01,2563.0,1061.59,520156.0
2024-10-01,953.99,2294.0,101.0,1061.96,2531.0,1061.54,521110.0
2024-10-02,984.25,2378.0,106.0,1052.51,2496.0,1057.96,522094.0
2024-10-03,948.58,2240.0,80.0,1025.89,2445.0,1053.84,523043.0
2024-10-04,928.12,2162.0,92.0,1006.24,2417.0,1045.73,523971.0
2024-10-05,843.17,1832.0,79.0,984.86,2332.0,1040.34,524814.0
2024-10-06,906.09,2041.0,85.0,964.95,2236.0,1032.15,525720.0
2024-10-07,1010.75,2335.0,95.0,939.28,2183.0,1032.44,526731.0
2024-10-08,1037.76,2559.0,90.0,951.25,2221.0,1036.78,527769.0
2024-10-09,957.86,2136.0,86.0,947.48,2186.0,1032.95,528727.0
2024-10-10,893.03,2345.0,92.0,939.54,2201.0,1025.74,529620.0
2024-10-11,964.46,2226.0,98.0,944.73,2211.0,1021.12,530584.0
2024-10-12,865.19,2151.0,98.0,947.88,2256.0,1013.47,531449.0
2024-10-13,964.2,2499.0,110.0,956.18,2322.0,1010.07,532414.0
2024-10-14,927.74,2161.0,70.0,944.32,2297.0,1007.31,533341.0
2024-10-15,959.81,2576.0,89.0,933.18,2299.0,1008.78,534301.0
2024-10-16,954.64,2307.0,76.0,932.72,2324.0,1002.83,535256.0
2024-10-17,954.25,2224.0,75.0,941.47,2306.0,997.37,536210.0
2024-10-18,1005.98,2444.0,99.0,947.4,2337.0,994.24,537216.0
2024-10-19,908.7,2080.0,76.0,953.62,2327.0,986.27,538125.0
2024-10-20,938.76,2217.0,94.0,949.98,2287.0,982.47,539064.0
2024-10-21,953.96,2173.0,90.0,953.73,2289.0,982.26,540018.0
2024-10-22,1064.15,2675.0,104.0,968.63,2303.0,985.68,541082.0
2024-10-23,1015.28,2335.0,97.0,977.3,2307.0,982.89,542097.0
2024-10-24,989.74,2228.0,112.0,982.37,2307.0,980.34,543087.0
2024-10-25,1019.83,2381.0,112.0,984.35,2298.0,979.32,544107.0
2024-10-26,913.81,2289.0,80.0,985.08,2328.0,971.95,545020.0
2024-10-27,844.13,2086.0,73.0,971.56,2310.0,964.57,545864.0
2024-10-28,1001.17,2278.0,99.0,978.3,2325.0,964.84,546866.0
2024-10-29,1038.72,2410.0,94.0,974.67,2287.0,964.62,547904.0
2024-10-30,1080.8,2722.0,118.0,984.03,2342.0,960.96,548985.0
2024-10-31,964.33,2231.0,102.0,980.4,2342.0,961.31,549949.0
2024-11-01,1180.33,2723.0,115.0,1003.33,2391.0,967.84,551130.0
2024-11-02,1091.14,2700.0,100.0,1028.66,2450.0,972.6,552221.0
2024-11-03,1092.14,2723.0,96.0,1064.09,2541.0,978.06,553313.0
2024-11-04,1150.66,2497.0,108.0,1085.45,2572.0,988.31,554464.0
2024-11-05,1272.06,3186.0,119.0,1118.78,2683.0,1000.51,555736.0
2024-11-06,1189.61,2900.0,84.0,1134.32,2709.0,1006.47,556925.0
2024-11-07,1170.59,2637.0,96.0,1163.79,2767.0,1010.9,558096.0
2024-11-08,1218.77,2815.0,115.0,1169.28,2780.0,1019.6,559315.0
2024-11-09,1059.63,2593.0,130.0,1164.78,2764.0,1025.15,560374.0
2024-11-10,1046.32,2542.0,96.0,1158.23,2739.0,1027.88,561421.0
2024-11-11,1167.55,2584.0,99.0,1160.65,2751.0,1037.96,562588.0
2024-11-12,1226.2,2837.0,149.0,1154.1,2701.0,1046.69,563814.0
2024-11-13,1140.49,2696.0,102.0,1147.08,2672.0,1053.79,564955.0
2024-11-14,1181.25,2893.0,132.0,1148.6,2709.0,1061.17,566136.0
2024-11-15,1173.79,2772.0,92.0,1142.18,2702.0,1068.47,567310.0
2024-11-16,1095.91,2631.0,89.0,1147.36,2708.0,1073.19,568406.0
2024-11-17,1034.25,2476.0,116.0,1145.63,2698.0,1074.14,569440.0
2024-11-18,1216.94,2831.0,110.0,1152.69,2734.0,1084.41,570657.0
2024-11-19,1151.8,2931.0,102.0,1142.06,2747.0,1091.51,571809.0
2024-11-20,1240.73,2955.0,105.0,1156.38,2784.0,1101.07,573050.0
2024-11-21,1189.58,2544.0,110.0,1157.57,2734.0,1105.25,574239.0
2024-11-22,1263.82,3112.0,152.0,1170.43,2783.0,1113.54,575503.0
2024-11-23,1108.34,2840.0,121.0,1172.21,2813.0,1117.49,576611.0
2024-11-24,1059.62,2756.0,93.0,1175.83,2853.0,1118.82,577671.0
2024-11-25,1163.33,2667.0,122.0,1168.17,2829.0,1127.13,578834.0
2024-11-26,1232.94,3145.0,115.0,1179.77,2860.0,1140.09,580067.0
2024-11-27,1161.59,2818.0,124.0,1168.46,2840.0,1145.44,581229.0
2024-11-28,1207.2,2928.0,119.0,1170.98,2895.0,1151.06,582436.0
2024-11-29,1210.54,2712.0,130.0,1163.37,2838.0,1155.38,583647.0
2024-11-30,1024.41,2498.0,99.0,1151.38,2789.0,1157.38,584671.0
2024-12-01,1317.54,3394.0,127.0,1188.22,2880.0,1161.96,585989.0
2024-12-02,1338.32,3055.0,112.0,1213.22,2936.0,1170.2,587327.0
2024-12-03,1406.16,3221.0,152.0,1237.97,2947.0,1180.66,588733.0
2024-12-04,1258.14,3003.0,133.0,1251.76,2973.0,1184.25,589991.0
2024-12-05,1369.18,3288.0,123.0,1274.9,3024.0,1187.48,591360.0
2024-12-06,1264.85,2980.0,130.0,1282.66,3063.0,1189.99,592625.0
2024-12-07,1200.79,2893.0,114.0,1307.85,3119.0,1191.0,593826.0
2024-12-08,1148.51,2625.0,90.0,1283.71,3009.0,1188.66,594975.0
2024-12-09,1378.22,3239.0,155.0,1289.41,3036.0,1199.28,596353.0
2024-12-10,1315.78,3531.0,144.0,1276.5,3080.0,1208.26,597669.0
2024-12-11,1359.75,3335.0,135.0,1291.01,3127.0,1214.67,599028.0
2024-12-12,1330.19,3110.0,129.0,1285.44,3102.0,1218.13,600358.0
2024-12-13,1297.6,2950.0,107.0,1290.12,3098.0,1223.37,601656.0
2024-12-14,1108.25,2766.0,96.0,1276.9,3079.0,1220.94,602764.0
2024-12-15,1225.98,2828.0,112.0,1287.97,3108.0,1222.68,603990.0
2024-12-16,1286.17,3045.0,130.0,1274.82,3081.0,1229.02,605276.0
2024-12-17,1305.05,3160.0,140.0,1273.28,3028.0,1238.04,606582.0
2024-12-18,1416.57,3169.0,133.0,1281.4,3004.0,1244.7,607998.0
2024-12-19,1393.41,3376.0,179.0,1290.43,3042.0,1252.75,609391.0
2024-12-20,1290.07,3318.0,159.0,1289.36,3095.0,1254.4,610682.0
