service_id,reservation_id,hotel_id,date_service,categorie,montant,quantite
SVC01449,RES01564,HTL003,2024-02-04,Restaurant,19402,2
SVC01450,RES01549,HTL003,2023-01-26,Restaurant,28433,3
SVC01451,RES01549,HTL003,2023-01-26,Minibar,18684,2
SVC01452,RES01549,HTL003,2023-01-25,Room service,11968,3
SVC01453,RES01549,HTL003,2023-01-25,Blanchisserie,13043,3
SVC01454,RES05504,HTL004,2024-02-18,Blanchisserie,10583,3
SVC01455,RES04312,HTL004,2022-12-12,Minibar,13173,3
SVC01456,RES04312,HTL004,2022-12-12,Room service,11620,2
SVC01457,RES04312,HTL004,2022-12-12,Restaurant,16600,1
SVC01458,RES03182,HTL002,2022-12-17,Transport,30573,2
SVC01459,RES01829,HTL005,2024-04-26,Restaurant,27035,2
SVC01460,RES01829,HTL005,2024-04-29,Room service,9823,2
SVC01461,RES04164,HTL004,2024-03-19,Restaurant,29501,3
SVC01462,RES04164,HTL004,2024-03-17,Salle conference,140668,2
SVC01463,RES02970,HTL005,2024-04-23,Restaurant,16146,1
SVC01464,RES06470,HTL004,2023-08-08,Minibar,6483,2
SVC01465,RES06470,HTL004,2023-08-08,Restaurant,26518,3
SVC01466,RES06470,HTL004,2023-08-08,Minibar,8182,2
SVC01467,RES06470,HTL004,2023-08-08,Restaurant,27639,3
SVC01468,RES06470,HTL004,2023-08-09,Restaurant,37475,3
SVC01469,RES00053,HTL003,2024-04-02,Restaurant,16729,1
SVC01470,RES00053,HTL003,2024-04-02,Room service,25018,3
SVC01471,RES02924,HTL001,2022-04-29,Salle conference,91980,1
SVC01472,RES02924,HTL001,2022-04-29,Restaurant,31578,1
SVC01473,RES02924,HTL001,2022-04-29,Restaurant,28693,1
SVC01474,RES02924,HTL001,2022-04-30,Salle conference,193031,3
SVC01475,RES02924,HTL001,2022-04-29,Spa & Bien-etre,81392,1
SVC01476,RES07175,HTL003,2023-09-08,Restaurant,13076,3
SVC01477,RES07175,HTL003,2023-09-07,Transport,39640,3
SVC01478,RES07175,HTL003,2023-09-07,Transport,18851,3
SVC01479,RES00351,HTL002,2023-09-23,Blanchisserie,14844,3
SVC01480,RES00351,HTL002,2023-09-23,Minibar,13309,1
SVC01481,RES00351,HTL002,2023-09-22,Salle conference,96604,3
SVC01482,RES01592,HTL001,2023-10-07,Minibar,14075,3
SVC01483,RES01592,HTL001,2023-10-10,Blanchisserie,9419,1
SVC01484,RES01592,HTL001,2023-10-10,Transport,41053,3
SVC01485,RES01592,HTL001,2023-10-09,Salle conference,120990,2
SVC01486,RES00194,HTL001,2023-07-14,Room service,14434,1
SVC01487,RES03121,HTL002,2024-05-13,Restaurant,27036,1
SVC01488,RES03121,HTL002,2024-05-12,Blanchisserie,8114,3
SVC01489,RES03121,HTL002,2024-05-11,Restaurant,31501,1
SVC01490,RES03121,HTL002,2024-05-11,Salle conference,79003,1
SVC01491,RES03121,HTL002,2024-05-12,Transport,40515,1
SVC01492,RES02448,HTL002,2022-06-30,Transport,24812,2
SVC01493,RES01687,HTL004,2024-02-26,Room service,17938,1
SVC01494,RES01687,HTL004,2024-02-25,Room service,23969,1
SVC01495,RES01687,HTL004,2024-02-25,Transport,25294,2
SVC01496,RES01687,HTL004,2024-02-26,Minibar,18789,2
SVC01497,RES03166,HTL002,2024-03-16,Room service,18617,2
SVC01498,RES03166,HTL002,2024-03-17,Salle conference,79848,1
SVC01499,RES02286,HTL005,2023-11-19,Spa & Bien-etre,81865,3
SVC01500,RES01169,HTL001,2022-06-10,Transport,44249,2
SVC01501,RES01169,HTL001,2022-06-08,Spa & Bien-etre,80626,1
SVC01502,RES01169,HTL001,2022-06-08,Restaurant,23007,3
SVC01503,RES01169,HTL001,2022-06-10,Blanchisserie,7014,1
SVC01504,RES06758,HTL002,2023-03-19,Room service,24602,2
SVC01505,RES06758,HTL002,2023-03-20,Restaurant,34569,1
SVC01506,RES06758,HTL002,2023-03-18,Restaurant,36073,2
SVC01507,RES06758,HTL002,2023-03-20,Restaurant,22206,3
SVC01508,RES06758,HTL002,2023-03-19,Restaurant,33892,3
SVC01509,RES01623,HTL002,2022-01-05,Room service,27776,2
SVC01510,RES01623,HTL002,2022-01-05,Salle conference,170711,1
SVC01511,RES01623,HTL002,2022-01-05,Restaurant,21818,2
SVC01512,RES01623,HTL002,2022-01-05,Minibar,13408,2
SVC01513,RES07751,HTL001,2023-12-31,Restaurant,33128,1
SVC01514,RES07751,HTL001,2023-12-31,Room service,23585,1
SVC01515,RES07751,HTL001,2023-12-31,Salle conference,131539,1
SVC01516,RES07751,HTL001,2023-12-31,Restaurant,12238,1
SVC01517,RES07751,HTL001,2023-12-31,Blanchisserie,9118,3
SVC01518,RES06662,HTL005,2022-09-15,Spa & Bien-etre,54923,2
SVC01519,RES06662,HTL005,2022-09-15,Spa & Bien-etre,74222,1
SVC01520,RES05257,HTL005,2022-02-02,Spa & Bien-etre,74455,3
SVC01521,RES05257,HTL005,2022-02-02,Blanchisserie,5898,1
SVC01522,RES05257,HTL005,2022-02-02,Room service,29400,1
SVC01523,RES01542,HTL001,2022-03-09,Blanchisserie,12352,3
SVC01524,RES01542,HTL001,2022-03-10,Blanchisserie,8160,1
SVC01525,RES01542,HTL001,2022-03-08,Salle conference,145086,3
SVC01526,RES01542,HTL001,2022-03-08,Room service,17612,1
SVC01527,RES01542,HTL001,2022-03-08,Minibar,18172,2
SVC01528,RES00101,HTL001,2022-08-25,Spa & Bien-etre,102946,2
SVC01529,RES04569,HTL002,2022-12-02,Restaurant,12602,1
SVC01530,RES04569,HTL002,2022-12-03,Minibar,15960,3
SVC01531,RES04569,HTL002,2022-12-02,Transport,21951,2
SVC01532,RES04569,HTL002,2022-12-02,Transport,44075,1
SVC01533,RES02992,HTL002,2023-02-16,Transport,41779,2
SVC01534,RES02658,HTL001,2023-04-13,Minibar,19139,1
SVC01535,RES02658,HTL001,2023-04-13,Blanchisserie,8087,2
SVC01536,RES02658,HTL001,2023-04-13,Room service,10939,2
SVC01537,RES02658,HTL001,2023-04-13,Room service,20737,3
SVC01538,RES05542,HTL002,2022-05-11,Salle conference,179691,2
SVC01539,RES05542,HTL002,2022-05-12,Room service,11417,2
SVC01540,RES05542,HTL002,2022-05-12,Spa & Bien-etre,100187,3
SVC01541,RES05542,HTL002,2022-05-11,Room service,14058,3
SVC01542,RES06737,HTL002,2022-07-06,Transport,40225,3
SVC01543,RES06737,HTL002,2022-07-06,Restaurant,21169,3
SVC01544,RES06737,HTL002,2022-07-06,Restaurant,27077,2
SVC01545,RES06737,HTL002,2022-07-07,Restaurant,18677,1
SVC01546,RES06737,HTL002,2022-07-07,Restaurant,25436,3
SVC01547,RES00474,HTL004,2022-10-22,Room service,28763,1
SVC01548,RES00474,HTL004,2022-10-22,Blanchisserie,7094,2
SVC01549,RES06615,HTL003,2024-05-06,Restaurant,21434,2
SVC01550,RES06615,HTL003,2024-05-07,Spa & Bien-etre,100128,2
SVC01551,RES07520,HTL003,2023-05-28,Spa & Bien-etre,38661,1
SVC01552,RES07520,HTL003,2023-05-28,Blanchisserie,11883,3
SVC01553,RES01419,HTL002,2022-06-09,Minibar,6466,1
SVC01554,RES01419,HTL002,2022-06-09,Spa & Bien-etre,103537,2
SVC01555,RES01419,HTL002,2022-06-07,Blanchisserie,9535,1
SVC01556,RES01419,HTL002,2022-06-08,Salle conference,102194,3
SVC01557,RES04465,HTL005,2022-10-01,Minibar,13786,2
SVC01558,RES04465,HTL005,2022-10-01,Blanchisserie,12915,2
SVC01559,RES04465,HTL005,2022-10-01,Restaurant,19260,3
SVC01560,RES04465,HTL005,2022-10-01,Salle conference,189611,1
SVC01561,RES04465,HTL005,2022-10-01,Blanchisserie,6116,2
SVC01562,RES04589,HTL005,2024-01-29,Salle conference,121612,2
SVC01563,RES02099,HTL004,2023-12-23,Restaurant,35708,3
SVC01564,RES03799,HTL003,2023-09-15,Minibar,16239,3
SVC01565,RES03799,HTL003,2023-09-15,Restaurant,35004,2
SVC01566,RES02733,HTL005,2023-12-29,Restaurant,30072,2
SVC01567,RES02733,HTL005,2023-12-31,Restaurant,26696,1
SVC01568,RES02733,HTL005,2023-12-29,Blanchisserie,11538,3
SVC01569,RES02733,HTL005,2023-12-29,Transport,34819,1
SVC01570,RES02733,HTL005,2023-12-30,Minibar,7960,3
SVC01571,RES07628,HTL004,2024-01-12,Transport,32192,3
SVC01572,RES07628,HTL004,2024-01-16,Restaurant,18580,1
SVC01573,RES07628,HTL004,2024-01-14,Restaurant,37120,2
SVC01574,RES07628,HTL004,2024-01-18,Minibar,11512,3
SVC01575,RES07628,HTL004,2024-01-13,Restaurant,13449,3
SVC01576,RES01136,HTL005,2022-04-22,Minibar,6667,1
SVC01577,RES00117,HTL002,2022-06-02,Room service,13711,2
SVC01578,RES00117,HTL002,2022-06-02,Restaurant,24840,3
SVC01579,RES00117,HTL002,2022-06-02,Blanchisserie,6476,3
SVC01580,RES00117,HTL002,2022-06-02,Minibar,9038,2
SVC01581,RES00117,HTL002,2022-06-02,Salle conference,74225,3
SVC01582,RES02603,HTL003,2023-08-18,Room service,19483,2
SVC01583,RES02603,HTL003,2023-08-17,Restaurant,20683,1
SVC01584,RES05752,HTL002,2024-03-13,Minibar,12482,1
SVC01585,RES05752,HTL002,2024-03-14,Restaurant,14665,1
SVC01586,RES05752,HTL002,2024-03-12,Minibar,13444,1
SVC01587,RES05752,HTL002,2024-03-13,Transport,26024,1
SVC01588,RES03788,HTL005,2023-09-18,Blanchisserie,13571,1
SVC01589,RES03788,HTL005,2023-09-17,Restaurant,28519,3
SVC01590,RES07037,HTL001,2022-03-03,Spa & Bien-etre,66579,2
SVC01591,RES07037,HTL001,2022-03-04,Spa & Bien-etre,69365,2
SVC01592,RES07037,HTL001,2022-03-02,Restaurant,12204,3
SVC01593,RES07037,HTL001,2022-03-04,Room service,26470,1
SVC01594,RES01805,HTL004,2022-10-14,Blanchisserie,7398,1
SVC01595,RES01805,HTL004,2022-10-14,Minibar,14469,3
SVC01596,RES01805,HTL004,2022-10-15,Transport,46288,1
SVC01597,RES01805,HTL004,2022-10-14,Transport,45465,2
SVC01598,RES01805,HTL004,2022-10-16,Room service,13272,1
SVC01599,RES06751,HTL004,2023-05-16,Restaurant,13906,1
SVC01600,RES06751,HTL004,2023-05-16,Restaurant,12533,2
SVC01601,RES06751,HTL004,2023-05-15,Restaurant,34603,3
SVC01602,RES06751,HTL004,2023-05-18,Room service,23669,3
SVC01603,RES07555,HTL004,2024-03-19,Blanchisserie,14081,1
SVC01604,RES04805,HTL004,2022-08-29,Restaurant,20890,2
SVC01605,RES04805,HTL004,2022-08-29,Minibar,15999,1
SVC01606,RES04805,HTL004,2022-08-30,Transport,36317,3
SVC01607,RES04805,HTL004,2022-09-01,Minibar,12413,3
SVC01608,RES07578,HTL002,2023-06-25,Salle conference,144712,2
SVC01609,RES07578,HTL002,2023-06-25,Room service,21114,1
SVC01610,RES02270,HTL004,2024-03-21,Spa & Bien-etre,102175,2
SVC01611,RES07831,HTL002,2022-06-12,Minibar,6935,2
SVC01612,RES03205,HTL004,2023-04-29,Minibar,19437,2
SVC01613,RES01707,HTL002,2022-11-03,Restaurant,37416,3
SVC01614,RES01707,HTL002,2022-11-02,Minibar,10736,3
SVC01615,RES01707,HTL002,2022-11-02,Salle conference,122267,1
SVC01616,RES01707,HTL002,2022-11-02,Restaurant,25891,3
SVC01617,RES01827,HTL005,2022-04-25,Restaurant,35529,3
SVC01618,RES00185,HTL005,2023-08-21,Room service,11336,3
SVC01619,RES00185,HTL005,2023-08-22,Salle conference,78836,3
SVC01620,RES06149,HTL003,2022-12-10,Minibar,18030,2
SVC01621,RES06149,HTL003,2022-12-10,Minibar,15025,3
SVC01622,RES07120,HTL005,2022-04-10,Restaurant,31372,3
SVC01623,RES01123,HTL005,2023-11-30,Room service,11420,3
SVC01624,RES01123,HTL005,2023-12-01,Restaurant,12615,1
SVC01625,RES05644,HTL005,2023-10-31,Restaurant,33251,3
SVC01626,RES02486,HTL005,2023-10-15,Restaurant,23537,2
SVC01627,RES02486,HTL005,2023-10-15,Restaurant,21537,3
SVC01628,RES02486,HTL005,2023-10-15,Restaurant,28437,1
SVC01629,RES03890,HTL005,2023-11-23,Salle conference,103719,1
SVC01630,RES03890,HTL005,2023-11-23,Minibar,7478,1
SVC01631,RES03890,HTL005,2023-11-23,Blanchisserie,14797,2
SVC01632,RES04378,HTL005,2023-11-02,Minibar,8965,1
SVC01633,RES04378,HTL005,2023-11-01,Room service,19197,1
SVC01634,RES02626,HTL001,2023-04-11,Salle conference,97400,3
SVC01635,RES02626,HTL001,2023-04-14,Blanchisserie,8643,3
SVC01636,RES04774,HTL002,2023-12-20,Restaurant,34871,1
SVC01637,RES04774,HTL002,2023-12-20,Restaurant,31320,2
SVC01638,RES07426,HTL003,2023-07-18,Restaurant,30456,2
SVC01639,RES07426,HTL003,2023-07-19,Restaurant,18945,2
SVC01640,RES05477,HTL003,2022-02-23,Transport,33092,1
SVC01641,RES05477,HTL003,2022-02-21,Minibar,17975,1
SVC01642,RES02423,HTL005,2023-09-03,Spa & Bien-etre,87736,3
SVC01643,RES02423,HTL005,2023-09-03,Minibar,16193,2
SVC01644,RES02423,HTL005,2023-09-03,Restaurant,17672,2
SVC01645,RES02423,HTL005,2023-09-03,Minibar,6675,1
SVC01646,RES02423,HTL005,2023-09-03,Restaurant,13505,2
SVC01647,RES02804,HTL005,2022-04-20,Minibar,8120,2
SVC01648,RES02804,HTL005,2022-04-22,Spa & Bien-etre,58718,3
SVC01649,RES07121,HTL001,2022-06-10,Room service,14944,1
SVC01650,RES07121,HTL001,2022-06-06,Spa & Bien-etre,54845,1
SVC01651,RES04923,HTL002,2022-08-27,Restaurant,25612,3
SVC01652,RES05086,HTL003,2022-11-29,Minibar,16720,3
SVC01653,RES05086,HTL003,2022-12-01,Restaurant,12441,1
SVC01654,RES05086,HTL003,2022-11-30,Salle conference,100987,1
SVC01655,RES05880,HTL001,2024-02-14,Minibar,6983,1
SVC01656,RES05880,HTL001,2024-02-15,Restaurant,14157,3
SVC01657,RES05880,HTL001,2024-02-15,Restaurant,21435,3
SVC01658,RES05880,HTL001,2024-02-15,Blanchisserie,7242,1
SVC01659,RES03051,HTL001,2022-11-12,Blanchisserie,13869,2
SVC01660,RES05148,HTL002,2022-05-09,Room service,10583,3
SVC01661,RES05148,HTL002,2022-05-08,Restaurant,32198,1
SVC01662,RES05148,HTL002,2022-05-09,Salle conference,79417,3
SVC01663,RES05148,HTL002,2022-05-08,Room service,13768,1
SVC01664,RES07950,HTL002,2023-09-12,Restaurant,29891,1
SVC01665,RES05547,HTL004,2024-03-03,Transport,21694,1
SVC01666,RES02045,HTL001,2023-05-24,Minibar,15557,1
SVC01667,RES00932,HTL005,2022-07-15,Room service,19254,1
SVC01668,RES00932,HTL005,2022-07-15,Restaurant,19239,2
SVC01669,RES00555,HTL003,2022-08-20,Restaurant,12884,2
SVC01670,RES00555,HTL003,2022-08-22,Blanchisserie,6307,1
SVC01671,RES00555,HTL003,2022-08-19,Minibar,11185,3
SVC01672,RES00555,HTL003,2022-08-22,Blanchisserie,7034,1
SVC01673,RES04683,HTL004,2023-07-27,Room service,21203,2
SVC01674,RES04683,HTL004,2023-07-27,Room service,22329,1
SVC01675,RES04683,HTL004,2023-07-27,Minibar,8417,1
SVC01676,RES04683,HTL004,2023-07-27,Transport,23260,2
SVC01677,RES04683,HTL004,2023-07-26,Restaurant,15334,2
SVC01678,RES01976,HTL001,2022-06-06,Spa & Bien-etre,95674,3
SVC01679,RES01976,HTL001,2022-06-06,Minibar,18115,3
SVC01680,RES01976,HTL001,2022-06-06,Restaurant,16577,2
SVC01681,RES07385,HTL004,2022-03-07,Transport,16210,2
SVC01682,RES07385,HTL004,2022-03-07,Spa & Bien-etre,76902,3
SVC01683,RES07385,HTL004,2022-03-06,Minibar,10157,2
SVC01684,RES00789,HTL005,2022-03-06,Room service,22990,2
SVC01685,RES00789,HTL005,2022-03-06,Restaurant,24670,2
SVC01686,RES00789,HTL005,2022-03-06,Room service,15743,1
SVC01687,RES02460,HTL005,2023-06-24,Minibar,14277,3
SVC01688,RES04788,HTL003,2023-12-14,Room service,11546,2
SVC01689,RES04788,HTL003,2023-12-13,Minibar,15984,3
SVC01690,RES04788,HTL003,2023-12-14,Minibar,18230,3
SVC01691,RES04410,HTL001,2023-10-08,Room service,21355,1
SVC01692,RES04410,HTL001,2023-10-08,Blanchisserie,11605,3
SVC01693,RES04701,HTL002,2023-05-01,Restaurant,31755,2
SVC01694,RES04701,HTL002,2023-05-01,Minibar,7843,1
SVC01695,RES04915,HTL002,2022-04-24,Minibar,13079,3
SVC01696,RES04915,HTL002,2022-04-22,Restaurant,32115,2
SVC01697,RES01088,HTL003,2022-07-29,Blanchisserie,14985,1
SVC01698,RES01088,HTL003,2022-07-27,Minibar,18111,3
SVC01699,RES01088,HTL003,2022-07-28,Blanchisserie,8778,1
SVC01700,RES01088,HTL003,2022-07-27,Salle conference,198781,3
SVC01701,RES05359,HTL005,2023-10-28,Transport,37121,1
SVC01702,RES05359,HTL005,2023-10-28,Transport,43944,1
SVC01703,RES05359,HTL005,2023-10-28,Restaurant,24485,1
SVC01704,RES05359,HTL005,2023-10-28,Restaurant,13757,1
SVC01705,RES06437,HTL005,2022-06-19,Restaurant,12355,3
SVC01706,RES06437,HTL005,2022-06-19,Blanchisserie,13677,3
SVC01707,RES06437,HTL005,2022-06-19,Room service,23746,1
SVC01708,RES06437,HTL005,2022-06-19,Spa & Bien-etre,52503,2
SVC01709,RES06437,HTL005,2022-06-19,Room service,10240,2
SVC01710,RES07030,HTL003,2024-02-16,Blanchisserie,7406,3
SVC01711,RES07030,HTL003,2024-02-16,Room service,27455,1
SVC01712,RES05347,HTL004,2023-07-22,Room service,29227,2
SVC01713,RES05347,HTL004,2023-07-22,Minibar,9130,2
SVC01714,RES05347,HTL004,2023-07-22,Minibar,12330,3
SVC01715,RES07800,HTL002,2022-04-08,Transport,41151,3
SVC01716,RES07800,HTL002,2022-04-09,Room service,11885,1
SVC01717,RES02132,HTL003,2023-04-22,Blanchisserie,11882,1
SVC01718,RES02132,HTL003,2023-04-23,Blanchisserie,7195,2
SVC01719,RES03303,HTL005,2022-01-03,Salle conference,123481,3
SVC01720,RES03303,HTL005,2022-01-04,Blanchisserie,13139,1
SVC01721,RES03303,HTL005,2022-01-06,Transport,38144,2
SVC01722,RES03303,HTL005,2022-01-03,Restaurant,22222,2
SVC01723,RES01821,HTL005,2023-01-18,Spa & Bien-etre,39747,1
SVC01724,RES01821,HTL005,2023-01-17,Salle conference,182336,3
SVC01725,RES01821,HTL005,2023-01-18,Room service,24145,2
SVC01726,RES01821,HTL005,2023-01-17,Minibar,7147,1
SVC01727,RES01821,HTL005,2023-01-17,Blanchisserie,12621,2
SVC01728,RES00079,HTL002,2024-05-31,Restaurant,23603,1
SVC01729,RES00079,HTL002,2024-05-30,Blanchisserie,6638,3
SVC01730,RES07294,HTL003,2023-12-28,Room service,22249,1
SVC01731,RES07294,HTL003,2023-12-28,Room service,19480,1
SVC01732,RES02089,HTL005,2024-02-29,Blanchisserie,12821,1
SVC01733,RES02089,HTL005,2024-02-26,Restaurant,16024,2
SVC01734,RES02089,HTL005,2024-02-29,Room service,24818,1
SVC01735,RES02657,HTL004,2024-04-16,Spa & Bien-etre,50812,3
SVC01736,RES02657,HTL004,2024-04-18,Restaurant,18612,3
SVC01737,RES02657,HTL004,2024-04-18,Restaurant,37432,1
SVC01738,RES02657,HTL004,2024-04-17,Room service,15730,2
SVC01739,RES05244,HTL001,2022-02-14,Restaurant,35141,1
SVC01740,RES05244,HTL001,2022-02-11,Spa & Bien-etre,93204,2
SVC01741,RES05244,HTL001,2022-02-15,Salle conference,117270,1
SVC01742,RES02860,HTL005,2024-03-11,Restaurant,13642,2
SVC01743,RES04133,HTL005,2022-04-27,Blanchisserie,13821,1
SVC01744,RES04133,HTL005,2022-04-28,Salle conference,126960,2
SVC01745,RES04133,HTL005,2022-04-27,Restaurant,30542,3
SVC01746,RES04133,HTL005,2022-04-28,Blanchisserie,8545,3
SVC01747,RES03688,HTL005,2022-12-19,Transport,35720,1
SVC01748,RES03688,HTL005,2022-12-19,Transport,32886,2
SVC01749,RES03688,HTL005,2022-12-19,Salle conference,181243,1
SVC01750,RES03688,HTL005,2022-12-19,Restaurant,23123,1
SVC01751,RES07852,HTL003,2022-06-21,Salle conference,123106,1
SVC01752,RES07852,HTL003,2022-06-21,Transport,31629,1
SVC01753,RES07852,HTL003,2022-06-20,Blanchisserie,6303,2
SVC01754,RES07852,HTL003,2022-06-21,Restaurant,13203,1
SVC01755,RES07852,HTL003,2022-06-21,Minibar,12987,3
SVC01756,RES00198,HTL004,2023-06-21,Minibar,10142,3
SVC01757,RES00198,HTL004,2023-06-20,Restaurant,35462,1
SVC01758,RES00933,HTL001,2024-02-15,Transport,26803,1
SVC01759,RES07878,HTL004,2024-04-24,Restaurant,37130,3
SVC01760,RES07878,HTL004,2024-04-24,Restaurant,34563,3
SVC01761,RES07878,HTL004,2024-04-24,Blanchisserie,11205,2
SVC01762,RES07878,HTL004,2024-04-23,Blanchisserie,12108,3
SVC01763,RES01892,HTL003,2023-05-23,Spa & Bien-etre,37904,3
SVC01764,RES07387,HTL004,2022-03-14,Room service,24119,1
SVC01765,RES07387,HTL004,2022-03-12,Room service,26727,1
SVC01766,RES07544,HTL003,2022-11-08,Spa & Bien-etre,48874,3
SVC01767,RES07544,HTL003,2022-11-08,Minibar,8043,2
SVC01768,RES07544,HTL003,2022-11-08,Transport,23979,3
SVC01769,RES00035,HTL001,2022-04-21,Room service,29288,2
SVC01770,RES00035,HTL001,2022-04-21,Minibar,9060,1
SVC01771,RES00035,HTL001,2022-04-21,Spa & Bien-etre,79234,1
SVC01772,RES00035,HTL001,2022-04-20,Restaurant,30463,2
SVC01773,RES03127,HTL004,2023-08-16,Restaurant,21149,2
SVC01774,RES03127,HTL004,2023-08-15,Restaurant,36625,1
SVC01775,RES06189,HTL003,2022-02-26,Spa & Bien-etre,77556,1
SVC01776,RES06189,HTL003,2022-02-25,Blanchisserie,14615,1
SVC01777,RES06189,HTL003,2022-02-24,Minibar,18472,1
SVC01778,RES06189,HTL003,2022-02-23,Restaurant,19315,2
SVC01779,RES06189,HTL003,2022-02-26,Room service,17948,3
SVC01780,RES02143,HTL003,2024-02-15,Restaurant,13971,3
SVC01781,RES02143,HTL003,2024-02-15,Minibar,17832,1
SVC01782,RES00186,HTL004,2023-03-11,Room service,21873,1
SVC01783,RES00186,HTL004,2023-03-14,Blanchisserie,5988,2
SVC01784,RES00890,HTL005,2024-02-10,Room service,28287,2
SVC01785,RES00890,HTL005,2024-02-10,Minibar,17642,2
SVC01786,RES00890,HTL005,2024-02-10,Minibar,8061,2
SVC01787,RES00890,HTL005,2024-02-09,Restaurant,30095,3
SVC01788,RES00890,HTL005,2024-02-09,Room service,14154,1
SVC01789,RES07456,HTL005,2022-06-29,Blanchisserie,10350,3
SVC01790,RES07456,HTL005,2022-06-30,Minibar,10179,1
SVC01791,RES06249,HTL005,2022-05-11,Restaurant,19058,3
SVC01792,RES06249,HTL005,2022-05-10,Minibar,11894,1
SVC01793,RES06249,HTL005,2022-05-11,Spa & Bien-etre,111895,2
SVC01794,RES04737,HTL001,2022-09-24,Restaurant,12331,2
SVC01795,RES04737,HTL001,2022-09-24,Restaurant,26108,1
SVC01796,RES01065,HTL004,2023-10-26,Transport,22276,1
SVC01797,RES01144,HTL002,2023-07-06,Room service,12787,3
SVC01798,RES01144,HTL002,2023-07-05,Restaurant,31115,2
SVC01799,RES01144,HTL002,2023-07-05,Restaurant,18745,2
SVC01800,RES01144,HTL002,2023-07-05,Restaurant,31168,2
SVC01801,RES01144,HTL002,2023-07-05,Minibar,12024,2
SVC01802,RES05055,HTL002,2023-05-01,Restaurant,32704,3
SVC01803,RES05055,HTL002,2023-05-02,Restaurant,12707,1
SVC01804,RES05055,HTL002,2023-05-02,Transport,38912,3
SVC01805,RES05055,HTL002,2023-05-02,Minibar,11271,3
SVC01806,RES05055,HTL002,2023-05-02,Restaurant,14834,3
SVC01807,RES00793,HTL004,2024-03-03,Salle conference,121483,1
SVC01808,RES00793,HTL004,2024-03-04,Restaurant,21536,1
SVC01809,RES00793,HTL004,2024-03-04,Restaurant,33459,2
SVC01810,RES03110,HTL003,2022-06-27,Room service,18399,3
SVC01811,RES03110,HTL003,2022-06-27,Transport,22733,3
SVC01812,RES00847,HTL003,2024-03-22,Restaurant,20191,2
SVC01813,RES00847,HTL003,2024-03-22,Restaurant,23551,1
SVC01814,RES00847,HTL003,2024-03-24,Restaurant,16829,2
SVC01815,RES02632,HTL003,2022-09-14,Blanchisserie,7080,2
SVC01816,RES02632,HTL003,2022-09-13,Transport,42191,2
SVC01817,RES02632,HTL003,2022-09-15,Room service,20649,3
SVC01818,RES01771,HTL005,2024-04-10,Spa & Bien-etre,46673,3
SVC01819,RES01771,HTL005,2024-04-10,Restaurant,21367,1
SVC01820,RES01771,HTL005,2024-04-07,Restaurant,22893,1
SVC01821,RES06334,HTL001,2022-10-22,Blanchisserie,8959,1
SVC01822,RES06334,HTL001,2022-10-22,Transport,23603,2
SVC01823,RES06334,HTL001,2022-10-22,Restaurant,24614,1
SVC01824,RES06334,HTL001,2022-10-22,Room service,24135,1
SVC01825,RES07354,HTL005,2022-09-11,Minibar,19885,1
SVC01826,RES07354,HTL005,2022-09-12,Minibar,13359,2
SVC01827,RES07354,HTL005,2022-09-11,Restaurant,16965,1
SVC01828,RES01773,HTL004,2023-03-05,Restaurant,29883,3
SVC01829,RES01773,HTL004,2023-03-06,Blanchisserie,11172,3
SVC01830,RES01773,HTL004,2023-03-05,Blanchisserie,10866,3
SVC01831,RES05996,HTL004,2023-08-11,Room service,28734,1
SVC01832,RES05996,HTL004,2023-08-11,Room service,29402,3
SVC01833,RES01712,HTL003,2022-09-24,Restaurant,33910,1
SVC01834,RES01712,HTL003,2022-09-23,Restaurant,34616,1
SVC01835,RES01712,HTL003,2022-09-23,Minibar,11052,3
SVC01836,RES01712,HTL003,2022-09-24,Restaurant,18076,1
SVC01837,RES01712,HTL003,2022-09-23,Blanchisserie,12666,1
SVC01838,RES05028,HTL004,2022-04-25,Room service,16627,3
SVC01839,RES05028,HTL004,2022-04-24,Room service,20696,2
SVC01840,RES05028,HTL004,2022-04-24,Restaurant,34371,2
SVC01841,RES05028,HTL004,2022-04-24,Restaurant,15448,3
SVC01842,RES00695,HTL002,2023-10-10,Salle conference,192263,2
SVC01843,RES00695,HTL002,2023-10-10,Minibar,14597,3
SVC01844,RES01921,HTL001,2023-03-15,Room service,15948,3
SVC01845,RES01256,HTL001,2022-10-20,Room service,26578,1
SVC01846,RES01256,HTL001,2022-10-20,Minibar,18889,2
SVC01847,RES01482,HTL002,2022-01-13,Restaurant,32879,1
SVC01848,RES01482,HTL002,2022-01-14,Room service,18173,3
SVC01849,RES01482,HTL002,2022-01-12,Minibar,8837,2
SVC01850,RES03538,HTL004,2023-10-01,Minibar,19387,1
SVC01851,RES03538,HTL004,2023-10-02,Restaurant,20097,3
SVC01852,RES07659,HTL005,2024-05-16,Room service,17319,1
SVC01853,RES07659,HTL005,2024-05-16,Room service,15743,2
SVC01854,RES01164,HTL001,2022-09-24,Transport,24184,3
SVC01855,RES01164,HTL001,2022-09-24,Restaurant,26804,2
SVC01856,RES02714,HTL005,2022-05-08,Transport,22702,3
SVC01857,RES02714,HTL005,2022-05-08,Restaurant,27990,1
SVC01858,RES02714,HTL005,2022-05-08,Salle conference,144604,3
SVC01859,RES02714,HTL005,2022-05-09,Minibar,13395,3
