reservation_id,hotel_id,chambre_id,client_id,date_arrivee,date_depart,nb_nuits,nb_adultes,canal,motif_sejour,prix_nuit_remise,montant_total,statut,csat,date_reservation
RES02201,HTL004,CH0353,CLI0893,2022-01-06,2022-01-07,1,2,Expedia,Tourisme,105600,105600,Terminee,5.0,2022-01-01
RES02202,HTL005,CH0398,CLI0962,2022-08-16,2022-08-17,1,2,Direct,Famille,156000,156000,Terminee,4.0,2022-07-07
RES02203,HTL001,CH0053,CLI2700,2022-08-15,2022-08-16,1,1,Direct,Famille,138000,138000,Terminee,5.0,2022-07-06
RES02204,HTL001,CH0107,CLI1505,2022-01-25,2022-01-29,4,1,Corporate,Tourisme,175950,703800,Terminee,3.0,2021-12-14
RES02205,HTL005,CH0447,CLI1613,2022-10-22,2022-10-24,2,2,Direct,Affaires,156000,312000,Terminee,5.0,2022-09-10
RES02206,HTL002,CH0134,CLI1001,2023-10-14,2023-10-16,2,2,Expedia,Affaires,308000,616000,Terminee,5.0,2023-09-13
RES02207,HTL001,CH0023,CLI2224,2023-10-07,2023-10-11,4,2,Direct,Affaires,92000,368000,Terminee,3.0,2023-09-23
RES02208,HTL003,CH0226,CLI2758,2022-03-12,2022-03-13,1,2,Booking.com,Affaires,82800,82800,Terminee,4.0,2022-02-01
RES02209,HTL002,CH0164,CLI0758,2024-06-02,2024-06-03,1,3,Booking.com,Famille,72000,72000,Terminee,3.0,2024-05-05
RES02210,HTL002,CH0188,CLI2970,2023-02-19,2023-02-21,2,3,Corporate,Conference,68000,136000,Terminee,5.0,2023-01-14
RES02211,HTL005,CH0480,CLI0263,2023-07-06,2023-07-08,2,1,Booking.com,Famille,93600,187200,Terminee,3.0,2023-06-01
RES02212,HTL004,CH0349,CLI1463,2023-02-01,2023-02-03,2,2,Expedia,Tourisme,70400,140800,Terminee,5.0,2022-12-18
RES02213,HTL001,CH0050,CLI1287,2023-05-13,2023-05-14,1,1,Booking.com,Conference,186300,186300,Terminee,5.0,2023-04-05
RES02214,HTL005,CH0436,CLI1457,2023-05-03,2023-05-05,2,1,Expedia,Affaires,91520,183040,Terminee,2.0,2023-03-06
RES02215,HTL005,CH0506,CLI2247,2022-10-04,2022-10-07,3,3,Expedia,Affaires,91520,274560,Terminee,5.0,2022-09-05
RES02216,HTL003,CH0210,CLI0315,2023-10-20,2023-10-23,3,2,Booking.com,Affaires,82800,248400,Terminee,5.0,2023-10-19
RES02217,HTL004,CH0352,CLI1652,2022-08-01,2022-08-05,4,1,Expedia,Conference,70400,281600,Terminee,4.0,2022-06-16
RES02218,HTL005,CH0487,CLI0351,2022-03-27,2022-04-01,5,2,Direct,Famille,234000,1170000,Terminee,5.0,2022-02-04
RES02219,HTL001,CH0098,CLI0222,2024-05-10,2024-05-13,3,2,Agence voyage,Conference,126960,380880,Confirmee,,2024-03-21
RES02220,HTL004,CH0328,CLI0967,2022-10-21,2022-10-23,2,1,Booking.com,Transit,72000,144000,Terminee,3.0,2022-08-25
RES02221,HTL001,CH0023,CLI2550,2023-09-20,2023-09-21,1,1,Booking.com,Transit,82800,82800,Terminee,5.0,2023-08-30
RES02222,HTL003,CH0266,CLI0792,2023-04-22,2023-04-23,1,1,Direct,Tourisme,138000,138000,Terminee,2.0,2023-03-27
RES02223,HTL004,CH0342,CLI2870,2024-03-03,2024-03-06,3,2,Direct,Affaires,80000,240000,Terminee,4.0,2024-01-16
RES02224,HTL002,CH0130,CLI1288,2022-03-09,2022-03-10,1,2,Direct,Conference,120000,120000,Terminee,4.0,2022-03-05
RES02225,HTL004,CH0361,CLI2505,2023-07-13,2023-07-17,4,2,Direct,Tourisme,80000,320000,Terminee,5.0,2023-05-24
RES02226,HTL001,CH0100,CLI2140,2022-04-13,2022-04-14,1,2,Expedia,Conference,182160,182160,Terminee,4.0,2022-02-27
RES02227,HTL005,CH0481,CLI2223,2024-03-08,2024-03-12,4,3,Booking.com,Affaires,93600,374400,Terminee,3.0,2024-01-25
RES02228,HTL003,CH0259,CLI0304,2023-04-25,2023-04-30,5,1,Direct,Tourisme,92000,460000,Terminee,4.0,2023-02-25
RES02229,HTL004,CH0351,CLI0017,2022-06-25,2022-06-26,1,3,Direct,Famille,180000,180000,Terminee,5.0,2022-05-03
RES02230,HTL003,CH0253,CLI1118,2023-05-18,2023-05-22,4,2,Direct,Affaires,92000,368000,Terminee,5.0,2023-04-29
RES02231,HTL001,CH0073,CLI2198,2023-10-16,2023-10-19,3,2,Booking.com,Affaires,186300,558900,Terminee,5.0,2023-09-14
RES02232,HTL001,CH0017,CLI1073,2023-03-27,2023-03-29,2,3,Booking.com,Conference,186300,372600,Terminee,5.0,2023-03-07
RES02233,HTL001,CH0089,CLI0862,2023-03-19,2023-03-24,5,2,Agence voyage,Transit,84640,423200,Terminee,4.0,2023-02-11
RES02234,HTL005,CH0514,CLI2901,2022-03-20,2022-03-21,1,1,Direct,Affaires,234000,234000,Terminee,4.0,2022-02-21
RES02235,HTL002,CH0148,CLI2161,2023-06-15,2023-06-16,1,3,Direct,Tourisme,120000,120000,Terminee,5.0,2023-05-24
RES02236,HTL003,CH0274,CLI2319,2022-11-23,2022-11-25,2,1,Direct,Affaires,207000,414000,Annulee,,2022-11-22
RES02237,HTL002,CH0172,CLI0246,2024-02-17,2024-02-21,4,1,Direct,Famille,120000,480000,Terminee,5.0,2024-01-07
RES02238,HTL002,CH0132,CLI1407,2023-01-07,2023-01-09,2,1,Agence voyage,Tourisme,165600,331200,Terminee,4.0,2022-12-26
RES02239,HTL003,CH0282,CLI1307,2022-10-05,2022-10-08,3,1,Corporate,Affaires,78200,234600,Terminee,4.0,2022-08-07
RES02240,HTL001,CH0031,CLI0904,2022-12-06,2022-12-10,4,2,Corporate,Conference,342125,1368500,Terminee,5.0,2022-10-14
RES02241,HTL002,CH0179,CLI1482,2022-01-06,2022-01-11,5,1,Expedia,Conference,105600,528000,Terminee,3.0,2021-12-07
RES02242,HTL003,CH0220,CLI2431,2023-12-29,2024-01-01,3,2,Corporate,Affaires,78200,234600,Terminee,3.0,2023-11-15
RES02243,HTL004,CH0301,CLI2369,2024-03-22,2024-03-25,3,2,Expedia,Tourisme,105600,316800,Terminee,4.0,2024-03-14
RES02244,HTL002,CH0122,CLI0532,2023-05-12,2023-05-15,3,1,Expedia,Tourisme,105600,316800,Annulee,,2023-04-27
RES02245,HTL001,CH0027,CLI1502,2022-11-03,2022-11-06,3,2,Agence voyage,Famille,84640,253920,Terminee,2.0,2022-09-20
RES02246,HTL005,CH0366,CLI1556,2022-09-13,2022-09-16,3,2,Booking.com,Tourisme,140400,421200,Terminee,4.0,2022-08-28
RES02247,HTL003,CH0292,CLI2426,2022-04-02,2022-04-04,2,2,Corporate,Affaires,117300,234600,Terminee,3.0,2022-02-02
RES02248,HTL002,CH0178,CLI1831,2024-05-24,2024-05-25,1,1,Direct,Tourisme,80000,80000,Terminee,4.0,2024-04-14
RES02249,HTL001,CH0026,CLI1856,2023-03-21,2023-03-23,2,1,Booking.com,Tourisme,82800,165600,Terminee,5.0,2023-02-23
RES02250,HTL001,CH0101,CLI1490,2022-11-28,2022-11-29,1,2,Corporate,Famille,175950,175950,Terminee,5.0,2022-10-30
RES02251,HTL003,CH0220,CLI0095,2023-12-28,2023-12-31,3,1,Booking.com,Famille,82800,248400,Terminee,5.0,2023-11-26
RES02252,HTL004,CH0345,CLI2290,2023-02-10,2023-02-15,5,2,Expedia,Conference,70400,352000,Terminee,4.0,2023-01-30
RES02253,HTL001,CH0092,CLI0258,2022-09-29,2022-10-01,2,2,Direct,Tourisme,92000,184000,Terminee,5.0,2022-09-08
RES02254,HTL003,CH0202,CLI2706,2023-10-28,2023-10-31,3,1,Booking.com,Transit,124200,372600,Terminee,4.0,2023-09-27
RES02255,HTL002,CH0149,CLI0725,2022-06-21,2022-06-22,1,1,Booking.com,Affaires,72000,72000,Annulee,,2022-06-13
RES02256,HTL004,CH0318,CLI1893,2023-04-09,2023-04-12,3,1,Booking.com,Famille,72000,216000,Terminee,5.0,2023-03-09
RES02257,HTL003,CH0284,CLI2242,2023-05-01,2023-05-02,1,2,Corporate,Conference,78200,78200,Terminee,5.0,2023-03-05
RES02258,HTL003,CH0281,CLI1454,2022-11-27,2022-11-28,1,1,Corporate,Conference,117300,117300,Terminee,3.0,2022-11-19
RES02259,HTL004,CH0354,CLI2268,2024-03-25,2024-03-27,2,1,Expedia,Affaires,308000,616000,Terminee,5.0,2024-03-13
RES02260,HTL001,CH0080,CLI0932,2022-10-18,2022-10-22,4,1,Expedia,Tourisme,121440,485760,Terminee,5.0,2022-10-14
RES02261,HTL001,CH0001,CLI2133,2022-01-09,2022-01-11,2,2,Expedia,Tourisme,80960,161920,Terminee,3.0,2021-12-07
RES02262,HTL002,CH0167,CLI2974,2022-10-16,2022-10-17,1,2,Booking.com,Conference,162000,162000,Terminee,4.0,2022-08-19
RES02263,HTL002,CH0179,CLI2312,2023-09-16,2023-09-19,3,2,Booking.com,Famille,108000,324000,Terminee,5.0,2023-07-21
RES02264,HTL005,CH0502,CLI2363,2022-06-28,2022-07-02,4,1,Booking.com,Conference,93600,374400,Terminee,3.0,2022-06-04
RES02265,HTL005,CH0406,CLI1311,2022-10-18,2022-10-20,2,2,Expedia,Affaires,137280,274560,Terminee,3.0,2022-10-12
RES02266,HTL002,CH0134,CLI2486,2022-09-08,2022-09-09,1,2,Direct,Transit,350000,350000,Terminee,2.0,2022-09-07
RES02267,HTL004,CH0362,CLI0057,2023-12-26,2023-12-30,4,2,Booking.com,Tourisme,162000,648000,Terminee,5.0,2023-11-03
RES02268,HTL005,CH0507,CLI1783,2023-08-06,2023-08-10,4,1,Direct,Tourisme,104000,416000,Terminee,2.0,2023-07-27
RES02269,HTL005,CH0506,CLI0979,2022-01-16,2022-01-21,5,2,Direct,Transit,104000,520000,Terminee,5.0,2021-11-22
RES02270,HTL004,CH0324,CLI1335,2024-03-21,2024-03-24,3,2,Corporate,Famille,153000,459000,Terminee,4.0,2024-02-19
RES02271,HTL001,CH0015,CLI0569,2024-05-16,2024-05-17,1,1,Expedia,Affaires,80960,80960,Terminee,3.0,2024-04-09
RES02272,HTL003,CH0220,CLI2330,2022-08-03,2022-08-04,1,2,Direct,Tourisme,92000,92000,Terminee,4.0,2022-06-16
RES02273,HTL001,CH0072,CLI1084,2022-11-11,2022-11-14,3,2,Direct,Affaires,138000,414000,Terminee,5.0,2022-10-17
RES02274,HTL003,CH0205,CLI1351,2022-06-09,2022-06-12,3,2,Booking.com,Affaires,82800,248400,Terminee,5.0,2022-04-25
RES02275,HTL004,CH0358,CLI1675,2023-11-11,2023-11-12,1,2,Direct,Affaires,180000,180000,Terminee,4.0,2023-10-19
RES02276,HTL005,CH0436,CLI2321,2023-11-27,2023-11-28,1,2,Direct,Affaires,104000,104000,Terminee,3.0,2023-10-27
RES02277,HTL004,CH0307,CLI2859,2022-07-06,2022-07-09,3,1,Booking.com,Conference,72000,216000,Terminee,4.0,2022-05-26
RES02278,HTL001,CH0015,CLI0491,2023-01-26,2023-02-02,7,2,Direct,Conference,92000,644000,Terminee,3.0,2022-12-23
RES02279,HTL004,CH0355,CLI1593,2023-07-24,2023-07-28,4,3,Corporate,Famille,68000,272000,Terminee,3.0,2023-06-06
RES02280,HTL001,CH0079,CLI2718,2022-12-04,2022-12-07,3,3,Direct,Affaires,207000,621000,Terminee,3.0,2022-11-05
RES02281,HTL004,CH0354,CLI0445,2024-01-26,2024-01-31,5,2,Booking.com,Affaires,315000,1575000,Terminee,3.0,2023-12-14
RES02282,HTL002,CH0134,CLI0592,2024-01-24,2024-01-25,1,2,Booking.com,Tourisme,315000,315000,Terminee,5.0,2023-12-16
RES02283,HTL001,CH0073,CLI0710,2023-10-31,2023-11-01,1,1,Direct,Famille,207000,207000,Terminee,3.0,2023-10-08
RES02284,HTL003,CH0240,CLI2208,2023-12-17,2023-12-20,3,1,Booking.com,Affaires,82800,248400,Terminee,3.0,2023-11-04
RES02285,HTL005,CH0445,CLI1221,2024-05-04,2024-05-06,2,3,Expedia,Affaires,137280,274560,Confirmee,,2024-04-18
RES02286,HTL005,CH0382,CLI2076,2023-11-19,2023-11-21,2,3,Booking.com,Conference,140400,280800,Terminee,4.0,2023-09-27
RES02287,HTL001,CH0061,CLI2474,2023-03-19,2023-03-21,2,2,Booking.com,Conference,82800,165600,Terminee,4.0,2023-02-25
RES02288,HTL002,CH0169,CLI0402,2022-03-30,2022-04-02,3,1,Direct,Affaires,120000,360000,Terminee,3.0,2022-03-09
RES02289,HTL005,CH0449,CLI1749,2022-06-27,2022-06-30,3,2,Expedia,Tourisme,205920,617760,Terminee,3.0,2022-05-05
RES02290,HTL002,CH0189,CLI0614,2023-12-01,2023-12-05,4,2,Agence voyage,Conference,110400,441600,Terminee,5.0,2023-11-23
RES02291,HTL003,CH0240,CLI2103,2022-05-19,2022-05-23,4,2,Expedia,Famille,80960,323840,Terminee,5.0,2022-04-18
RES02292,HTL005,CH0372,CLI2357,2023-09-10,2023-09-14,4,3,Direct,Famille,156000,624000,Terminee,5.0,2023-09-07
RES02293,HTL004,CH0322,CLI0315,2023-07-14,2023-07-18,4,3,Direct,Affaires,80000,320000,Terminee,5.0,2023-06-14
RES02294,HTL004,CH0365,CLI1788,2023-11-30,2023-12-02,2,2,Agence voyage,Tourisme,110400,220800,Terminee,5.0,2023-11-20
RES02295,HTL001,CH0037,CLI2125,2023-04-12,2023-04-15,3,3,Agence voyage,Tourisme,84640,253920,Terminee,5.0,2023-03-10
RES02296,HTL005,CH0462,CLI2711,2023-04-30,2023-05-04,4,1,Expedia,Affaires,91520,366080,Terminee,4.0,2023-03-05
RES02297,HTL002,CH0130,CLI2301,2022-05-17,2022-05-18,1,2,Expedia,Conference,105600,105600,Terminee,5.0,2022-04-17
RES02298,HTL002,CH0169,CLI1953,2022-11-11,2022-11-15,4,2,Agence voyage,Affaires,110400,441600,Terminee,5.0,2022-10-16
RES02299,HTL003,CH0269,CLI0223,2022-04-23,2022-04-25,2,1,Booking.com,Conference,362250,724500,Terminee,4.0,2022-04-07
RES02300,HTL005,CH0456,CLI0749,2024-03-04,2024-03-07,3,3,Booking.com,Affaires,93600,280800,Terminee,4.0,2024-01-12
RES02301,HTL002,CH0200,CLI0657,2022-06-10,2022-06-12,2,2,Booking.com,Affaires,72000,144000,Terminee,4.0,2022-04-14
RES02302,HTL002,CH0169,CLI0744,2024-03-11,2024-03-12,1,1,Expedia,Affaires,105600,105600,Terminee,4.0,2024-03-05
RES02303,HTL005,CH0366,CLI2494,2023-09-05,2023-09-09,4,3,Direct,Conference,156000,624000,Terminee,5.0,2023-08-25
RES02304,HTL004,CH0324,CLI2735,2023-09-10,2023-09-12,2,2,Expedia,Affaires,158400,316800,Annulee,,2023-08-04
RES02305,HTL005,CH0497,CLI0771,2023-04-12,2023-04-16,4,3,Booking.com,Affaires,409500,1638000,Terminee,5.0,2023-04-07
RES02306,HTL004,CH0339,CLI2904,2022-07-30,2022-08-04,5,1,Direct,Affaires,80000,400000,Terminee,5.0,2022-06-30
RES02307,HTL001,CH0014,CLI1755,2023-04-29,2023-05-01,2,2,Direct,Conference,138000,276000,Terminee,5.0,2023-03-23
RES02308,HTL001,CH0025,CLI2215,2023-12-18,2023-12-25,7,2,Booking.com,Tourisme,82800,579600,Terminee,5.0,2023-11-24
RES02309,HTL004,CH0303,CLI1466,2023-06-10,2023-06-11,1,3,Corporate,Famille,68000,68000,Terminee,2.0,2023-05-14
RES02310,HTL005,CH0398,CLI1587,2023-12-23,2023-12-24,1,1,Corporate,Famille,132600,132600,Terminee,3.0,2023-11-06
RES02311,HTL003,CH0287,CLI1002,2022-05-24,2022-05-27,3,2,Booking.com,Affaires,82800,248400,Terminee,4.0,2022-03-27
RES02312,HTL002,CH0157,CLI2389,2024-02-01,2024-02-02,1,3,Booking.com,Affaires,72000,72000,Terminee,2.0,2024-01-17
RES02313,HTL001,CH0062,CLI0644,2023-08-11,2023-08-14,3,1,Expedia,Affaires,182160,546480,Terminee,5.0,2023-07-13
RES02314,HTL001,CH0066,CLI0869,2023-06-15,2023-06-19,4,2,Direct,Conference,138000,552000,Annulee,,2023-05-21
RES02315,HTL004,CH0332,CLI2360,2023-08-19,2023-08-23,4,1,Corporate,Conference,68000,272000,Terminee,5.0,2023-08-15
RES02316,HTL003,CH0249,CLI2896,2023-05-22,2023-05-25,3,2,Booking.com,Affaires,362250,1086750,Terminee,5.0,2023-05-17
RES02317,HTL005,CH0388,CLI0225,2023-01-11,2023-01-16,5,1,Booking.com,Transit,93600,468000,Terminee,5.0,2023-01-02
RES02318,HTL003,CH0217,CLI0607,2022-04-22,2022-04-27,5,2,Agence voyage,Affaires,84640,423200,Terminee,3.0,2022-04-19
RES02319,HTL004,CH0346,CLI0366,2023-07-08,2023-07-09,1,2,Booking.com,Affaires,108000,108000,Terminee,4.0,2023-06-14
RES02320,HTL003,CH0206,CLI1974,2022-04-14,2022-04-16,2,2,Direct,Affaires,92000,184000,Terminee,5.0,2022-03-12
RES02321,HTL002,CH0179,CLI0934,2022-03-10,2022-03-11,1,1,Expedia,Conference,105600,105600,Terminee,3.0,2022-01-22
RES02322,HTL005,CH0436,CLI1316,2023-06-21,2023-06-23,2,1,Expedia,Conference,91520,183040,Terminee,2.0,2023-05-17
RES02323,HTL005,CH0398,CLI2949,2023-01-16,2023-01-18,2,1,Booking.com,Tourisme,140400,280800,Terminee,5.0,2023-01-09
RES02324,HTL003,CH0226,CLI2409,2023-02-02,2023-02-05,3,1,Booking.com,Conference,82800,248400,Terminee,3.0,2023-01-21
RES02325,HTL001,CH0111,CLI0639,2022-06-14,2022-06-15,1,1,Agence voyage,Affaires,126960,126960,Terminee,5.0,2022-05-23
RES02326,HTL002,CH0196,CLI0630,2024-01-29,2024-02-05,7,2,Booking.com,Affaires,108000,756000,Terminee,5.0,2024-01-22
RES02327,HTL005,CH0376,CLI1205,2023-03-01,2023-03-02,1,2,Direct,Affaires,156000,156000,Terminee,5.0,2023-01-25
RES02328,HTL005,CH0446,CLI1089,2022-04-30,2022-05-03,3,1,Direct,Affaires,455000,1365000,Terminee,3.0,2022-04-04
RES02329,HTL001,CH0079,CLI2172,2024-04-17,2024-04-21,4,1,Direct,Affaires,207000,828000,Confirmee,,2024-03-25
RES02330,HTL003,CH0272,CLI0435,2023-11-16,2023-11-18,2,1,Booking.com,Affaires,82800,165600,Terminee,3.0,2023-10-07
RES02331,HTL001,CH0047,CLI1057,2023-01-01,2023-01-04,3,3,Booking.com,Transit,82800,248400,Terminee,3.0,2022-11-17
RES02332,HTL004,CH0356,CLI1526,2022-06-26,2022-06-30,4,2,Corporate,Conference,102000,408000,Terminee,5.0,2022-06-01
RES02333,HTL001,CH0100,CLI2261,2023-06-29,2023-07-01,2,2,Booking.com,Transit,186300,372600,Terminee,2.0,2023-05-03
RES02334,HTL002,CH0160,CLI0889,2024-02-19,2024-02-23,4,2,Agence voyage,Affaires,73600,294400,Terminee,5.0,2024-01-21
RES02335,HTL005,CH0460,CLI2355,2023-08-16,2023-08-20,4,2,Corporate,Tourisme,88400,353600,Terminee,4.0,2023-06-30
RES02336,HTL003,CH0254,CLI1531,2023-07-25,2023-07-28,3,2,Corporate,Transit,117300,351900,Terminee,3.0,2023-07-05
RES02337,HTL004,CH0301,CLI1486,2024-03-08,2024-03-12,4,1,Corporate,Conference,102000,408000,Terminee,5.0,2024-02-25
RES02338,HTL002,CH0140,CLI1762,2023-11-16,2023-11-18,2,1,Agence voyage,Affaires,110400,220800,Terminee,5.0,2023-10-18
RES02339,HTL005,CH0508,CLI1949,2023-08-04,2023-08-08,4,1,Agence voyage,Conference,143520,574080,Terminee,5.0,2023-07-19
RES02340,HTL005,CH0450,CLI0258,2024-02-26,2024-03-04,7,3,Agence voyage,Affaires,143520,1004640,Terminee,2.0,2024-02-10
RES02341,HTL003,CH0294,CLI1328,2022-10-10,2022-10-11,1,2,Direct,Conference,138000,138000,Terminee,2.0,2022-09-30
RES02342,HTL003,CH0282,CLI1495,2022-11-19,2022-11-23,4,2,Booking.com,Affaires,82800,331200,Terminee,3.0,2022-10-18
RES02343,HTL003,CH0288,CLI2581,2023-08-22,2023-08-26,4,2,Direct,Tourisme,92000,368000,Terminee,4.0,2023-07-07
RES02344,HTL004,CH0323,CLI1017,2022-08-31,2022-09-02,2,1,Booking.com,Tourisme,315000,630000,Terminee,5.0,2022-07-21
RES02345,HTL003,CH0230,CLI0578,2023-04-06,2023-04-09,3,2,Booking.com,Conference,82800,248400,Terminee,4.0,2023-03-23
RES02346,HTL002,CH0135,CLI2290,2023-04-22,2023-04-24,2,1,Direct,Tourisme,120000,240000,Terminee,4.0,2023-04-14
RES02347,HTL003,CH0237,CLI1847,2024-06-05,2024-06-08,3,2,Corporate,Affaires,78200,234600,Terminee,5.0,2024-05-05
RES02348,HTL003,CH0255,CLI2793,2022-12-11,2022-12-13,2,1,Direct,Conference,138000,276000,Terminee,2.0,2022-11-27
RES02349,HTL002,CH0173,CLI2670,2024-01-29,2024-01-31,2,2,Booking.com,Conference,72000,144000,Terminee,5.0,2023-12-02
RES02350,HTL004,CH0314,CLI2529,2023-05-03,2023-05-04,1,2,Direct,Affaires,350000,350000,Terminee,5.0,2023-04-11
RES02351,HTL005,CH0389,CLI1009,2022-08-11,2022-08-15,4,1,Direct,Famille,156000,624000,Terminee,4.0,2022-08-10
RES02352,HTL003,CH0226,CLI0251,2022-12-28,2023-01-04,7,2,Corporate,Tourisme,78200,547400,Terminee,5.0,2022-10-30
RES02353,HTL001,CH0072,CLI1337,2024-03-08,2024-03-10,2,2,Agence voyage,Tourisme,126960,253920,Terminee,5.0,2024-02-21
RES02354,HTL002,CH0148,CLI0692,2022-12-05,2022-12-08,3,1,Expedia,Conference,105600,316800,Terminee,5.0,2022-11-01
RES02355,HTL001,CH0018,CLI1489,2022-10-29,2022-10-31,2,2,Direct,Tourisme,92000,184000,Terminee,3.0,2022-09-17
RES02356,HTL005,CH0515,CLI2307,2022-06-25,2022-06-27,2,2,Direct,Conference,156000,312000,Terminee,5.0,2022-05-02
RES02357,HTL004,CH0341,CLI0864,2023-08-31,2023-09-05,5,1,Agence voyage,Transit,73600,368000,Terminee,5.0,2023-08-19
RES02358,HTL001,CH0018,CLI2199,2023-10-07,2023-10-09,2,2,Expedia,Conference,80960,161920,Terminee,3.0,2023-09-27
RES02359,HTL001,CH0076,CLI0109,2023-09-04,2023-09-08,4,2,Expedia,Affaires,80960,323840,Terminee,5.0,2023-07-07
RES02360,HTL002,CH0174,CLI0305,2022-12-05,2022-12-09,4,2,Expedia,Transit,105600,422400,Terminee,5.0,2022-11-17
RES02361,HTL004,CH0356,CLI1489,2022-05-23,2022-05-24,1,2,Booking.com,Tourisme,108000,108000,Annulee,,2022-05-10
RES02362,HTL005,CH0444,CLI1708,2024-04-16,2024-04-17,1,2,Expedia,Affaires,205920,205920,En cours,,2024-03-08
RES02363,HTL004,CH0363,CLI2319,2023-09-14,2023-09-16,2,1,Direct,Tourisme,80000,160000,Terminee,5.0,2023-08-14
RES02364,HTL004,CH0354,CLI0233,2023-03-06,2023-03-07,1,2,Booking.com,Tourisme,315000,315000,Terminee,4.0,2023-01-14
RES02365,HTL005,CH0459,CLI1218,2022-04-03,2022-04-06,3,2,Expedia,Conference,91520,274560,Terminee,5.0,2022-03-15
RES02366,HTL001,CH0024,CLI0150,2024-04-02,2024-04-04,2,2,Corporate,Tourisme,78200,156400,Confirmee,,2024-02-22
RES02367,HTL001,CH0030,CLI1835,2022-01-14,2022-01-16,2,2,Booking.com,Conference,82800,165600,Terminee,5.0,2021-12-11
RES02368,HTL005,CH0419,CLI0078,2024-03-24,2024-03-27,3,2,Direct,Famille,156000,468000,Terminee,5.0,2024-03-07
RES02369,HTL001,CH0024,CLI0332,2022-01-27,2022-01-30,3,2,Agence voyage,Transit,84640,253920,Terminee,2.0,2021-11-30
RES02370,HTL004,CH0307,CLI2559,2023-11-17,2023-11-18,1,2,Direct,Affaires,80000,80000,Terminee,3.0,2023-10-16
RES02371,HTL001,CH0112,CLI0048,2023-12-16,2023-12-17,1,2,Agence voyage,Famille,84640,84640,Terminee,2.0,2023-12-14
RES02372,HTL003,CH0272,CLI1660,2022-01-16,2022-01-20,4,1,Direct,Conference,92000,368000,Terminee,5.0,2021-11-29
RES02373,HTL004,CH0305,CLI2182,2023-08-19,2023-08-22,3,2,Direct,Famille,350000,1050000,Terminee,3.0,2023-06-30
RES02374,HTL005,CH0503,CLI1247,2023-03-28,2023-03-31,3,2,Direct,Affaires,156000,468000,Terminee,3.0,2023-02-14
RES02375,HTL003,CH0294,CLI0883,2024-04-13,2024-04-15,2,2,Booking.com,Famille,124200,248400,Terminee,4.0,2024-03-20
RES02376,HTL004,CH0348,CLI2643,2022-08-20,2022-08-23,3,2,Expedia,Conference,158400,475200,Terminee,4.0,2022-07-19
RES02377,HTL002,CH0139,CLI0861,2023-05-02,2023-05-05,3,2,Direct,Tourisme,80000,240000,Terminee,5.0,2023-04-11
RES02378,HTL001,CH0032,CLI2498,2022-12-10,2022-12-12,2,2,Booking.com,Conference,82800,165600,Terminee,4.0,2022-11-12
RES02379,HTL001,CH0021,CLI1531,2024-02-15,2024-02-19,4,3,Direct,Transit,92000,368000,Terminee,5.0,2024-01-06
RES02380,HTL004,CH0315,CLI0638,2023-12-11,2023-12-13,2,2,Direct,Famille,180000,360000,Terminee,3.0,2023-11-08
RES02381,HTL003,CH0248,CLI0810,2022-02-14,2022-02-16,2,2,Direct,Transit,402500,805000,Terminee,3.0,2021-12-21
RES02382,HTL002,CH0159,CLI0918,2023-12-13,2023-12-16,3,2,Booking.com,Affaires,72000,216000,Terminee,5.0,2023-11-19
RES02383,HTL004,CH0364,CLI2815,2022-04-02,2022-04-07,5,1,Direct,Affaires,80000,400000,Terminee,4.0,2022-03-03
RES02384,HTL001,CH0076,CLI1873,2022-06-13,2022-06-14,1,2,Booking.com,Affaires,82800,82800,Terminee,5.0,2022-04-19
RES02385,HTL002,CH0150,CLI0052,2024-01-04,2024-01-07,3,2,Direct,Affaires,180000,540000,Terminee,5.0,2023-12-22
RES02386,HTL001,CH0082,CLI0176,2024-06-14,2024-06-15,1,2,Direct,Affaires,92000,92000,En cours,,2024-06-13
RES02387,HTL003,CH0215,CLI1494,2022-07-20,2022-07-23,3,1,Booking.com,Affaires,124200,372600,Terminee,3.0,2022-06-20
RES02388,HTL003,CH0275,CLI1692,2022-01-18,2022-01-20,2,1,Direct,Tourisme,92000,184000,Terminee,4.0,2021-12-22
RES02389,HTL002,CH0142,CLI0794,2022-08-06,2022-08-08,2,2,Corporate,Affaires,297500,595000,Terminee,4.0,2022-07-09
RES02390,HTL001,CH0039,CLI1097,2022-08-31,2022-09-02,2,1,Agence voyage,Tourisme,126960,253920,Terminee,5.0,2022-08-30
RES02391,HTL005,CH0375,CLI1575,2023-02-27,2023-03-03,4,3,Booking.com,Tourisme,140400,561600,Terminee,3.0,2023-01-31
RES02392,HTL003,CH0276,CLI2652,2022-04-26,2022-04-29,3,2,Expedia,Conference,80960,242880,Terminee,4.0,2022-03-14
RES02393,HTL002,CH0137,CLI1455,2022-02-20,2022-02-23,3,2,Booking.com,Conference,108000,324000,Terminee,2.0,2021-12-23
RES02394,HTL002,CH0132,CLI2467,2023-03-21,2023-03-26,5,2,Booking.com,Conference,162000,810000,Terminee,5.0,2023-02-22
RES02395,HTL004,CH0327,CLI0179,2023-07-21,2023-07-25,4,1,Direct,Famille,180000,720000,Terminee,4.0,2023-07-18
RES02396,HTL003,CH0240,CLI1415,2022-01-10,2022-01-11,1,2,Direct,Affaires,92000,92000,Terminee,5.0,2021-11-14
