paiement_id,reservation_id,date_paiement,montant,moyen_paiement,statut_paiement
PAY02636,RES02182,2023-04-14,36800,Carte bancaire,Valide
PAY02637,RES02182,2023-04-29,36800,Mobile Money,Valide
PAY02638,RES02183,2023-07-29,126960,Carte bancaire,Valide
PAY02639,RES02184,2022-11-10,169280,Carte bancaire,Valide
PAY02640,RES02185,2022-09-05,422400,Carte bancaire,Valide
PAY02641,RES02186,2024-06-06,248400,Carte bancaire,Valide
PAY02642,RES02186,2024-06-21,248400,Mobile Money,Valide
PAY02643,RES02187,2023-06-17,287040,Mobile Money,Valide
PAY02644,RES02188,2022-12-07,138000,Carte bancaire,Valide
PAY02645,RES02188,2022-12-22,138000,Carte bancaire,Valide
PAY02646,RES02189,2024-02-13,215280,Mobile Money,Valide
PAY02647,RES02190,2023-08-16,531300,Especes,Valide
PAY02648,RES02190,2023-08-31,531300,Mobile Money,Valide
PAY02649,RES02191,2022-12-08,209300,Mobile Money,Valide
PAY02650,RES02191,2022-12-23,209300,Carte bancaire,Valide
PAY02651,RES02192,2024-03-08,1416800,Mobile Money,Valide
PAY02652,RES02193,2023-07-02,80000,Virement,Valide
PAY02653,RES02194,2022-03-09,215280,Carte bancaire,Valide
PAY02654,RES02194,2022-03-24,215280,Virement,Valide
PAY02655,RES02195,2023-10-02,819000,Virement,Valide
PAY02656,RES02196,2023-08-31,312000,Mobile Money,Echoue
PAY02657,RES02197,2024-02-12,103500,Mobile Money,Valide
PAY02658,RES02197,2024-02-27,103500,Mobile Money,Valide
PAY02659,RES02198,2022-04-29,421200,Carte bancaire,Valide
PAY02660,RES02199,2022-08-29,421200,Carte bancaire,Valide
PAY02661,RES02199,2022-09-13,421200,Especes,Valide
PAY02662,RES02200,2022-02-08,648000,Carte bancaire,Valide
PAY02663,RES02201,2022-01-01,105600,Especes,Valide
PAY02664,RES02202,2022-07-07,156000,Carte bancaire,Valide
PAY02665,RES02203,2022-07-06,138000,Mobile Money,Valide
PAY02666,RES02204,2021-12-14,703800,Carte bancaire,Valide
PAY02667,RES02205,2022-09-10,312000,Especes,Valide
PAY02668,RES02206,2023-09-13,308000,Mobile Money,Valide
PAY02669,RES02206,2023-09-28,308000,Carte bancaire,Valide
PAY02670,RES02207,2023-09-23,368000,Carte bancaire,Valide
PAY02671,RES02208,2022-02-01,41400,Carte bancaire,Valide
PAY02672,RES02208,2022-02-16,41400,Carte bancaire,Valide
PAY02673,RES02209,2024-05-05,36000,Especes,Valide
PAY02674,RES02209,2024-05-20,36000,Carte bancaire,Valide
PAY02675,RES02210,2023-01-14,136000,Carte bancaire,Valide
PAY02676,RES02211,2023-06-01,93600,Mobile Money,Valide
PAY02677,RES02211,2023-06-16,93600,Carte bancaire,Valide
PAY02678,RES02212,2022-12-18,140800,Virement,Valide
PAY02679,RES02213,2023-04-05,186300,Carte bancaire,Valide
PAY02680,RES02214,2023-03-06,183040,Carte bancaire,Valide
PAY02681,RES02215,2022-09-05,137280,Carte bancaire,Valide
PAY02682,RES02215,2022-09-20,137280,Carte bancaire,Valide
PAY02683,RES02216,2023-10-19,248400,Carte bancaire,Valide
PAY02684,RES02217,2022-06-16,281600,Carte bancaire,Valide
PAY02685,RES02218,2022-02-04,1170000,Virement,Valide
PAY02686,RES02219,2024-03-21,380880,Mobile Money,Valide
PAY02687,RES02220,2022-08-25,144000,Mobile Money,Valide
PAY02688,RES02221,2023-08-30,41400,Carte bancaire,Valide
PAY02689,RES02221,2023-09-14,41400,Mobile Money,Valide
PAY02690,RES02222,2023-03-27,138000,Virement,Valide
PAY02691,RES02223,2024-01-16,240000,Carte bancaire,Valide
PAY02692,RES02224,2022-03-05,120000,Carte bancaire,Valide
PAY02693,RES02225,2023-05-24,160000,Carte bancaire,Valide
PAY02694,RES02225,2023-06-08,160000,Virement,Valide
PAY02695,RES02226,2022-02-27,182160,Carte bancaire,Valide
PAY02696,RES02227,2024-01-25,374400,Especes,Valide
PAY02697,RES02228,2023-02-25,460000,Mobile Money,Valide
PAY02698,RES02229,2022-05-03,90000,Carte bancaire,Valide
PAY02699,RES02229,2022-05-18,90000,Mobile Money,Valide
PAY02700,RES02230,2023-04-29,368000,Carte bancaire,Valide
PAY02701,RES02231,2023-09-14,558900,Mobile Money,Valide
PAY02702,RES02232,2023-03-07,372600,Carte bancaire,Valide
PAY02703,RES02233,2023-02-11,423200,Carte bancaire,Valide
PAY02704,RES02234,2022-02-21,234000,Mobile Money,Valide
PAY02705,RES02235,2023-05-24,120000,Mobile Money,Valide
PAY02706,RES02236,2022-11-22,124200,Especes,Rembourse
PAY02707,RES02237,2024-01-07,240000,Carte bancaire,Valide
PAY02708,RES02237,2024-01-22,240000,Carte bancaire,Valide
PAY02709,RES02238,2022-12-26,331200,Virement,Valide
PAY02710,RES02239,2022-08-07,234600,Carte bancaire,Valide
PAY02711,RES02240,2022-10-14,1368500,Carte bancaire,Valide
PAY02712,RES02241,2021-12-07,528000,Carte bancaire,Valide
PAY02713,RES02242,2023-11-15,234600,Carte bancaire,Valide
PAY02714,RES02243,2024-03-14,316800,Carte bancaire,Valide
PAY02715,RES02245,2022-09-20,253920,Mobile Money,Valide
PAY02716,RES02246,2022-08-28,421200,Mobile Money,Valide
PAY02717,RES02247,2022-02-02,234600,Mobile Money,Valide
PAY02718,RES02248,2024-04-14,80000,Mobile Money,Valide
PAY02719,RES02249,2023-02-23,165600,Carte bancaire,Valide
PAY02720,RES02250,2022-10-30,175950,Carte bancaire,Valide
PAY02721,RES02251,2023-11-26,248400,Virement,Valide
PAY02722,RES02252,2023-01-30,352000,Virement,Valide
PAY02723,RES02253,2022-09-08,184000,Carte bancaire,Valide
PAY02724,RES02254,2023-09-27,372600,Especes,Valide
PAY02725,RES02256,2023-03-09,216000,Carte bancaire,Valide
PAY02726,RES02257,2023-03-05,39100,Carte bancaire,Valide
PAY02727,RES02257,2023-03-20,39100,Carte bancaire,Valide
PAY02728,RES02258,2022-11-19,58650,Carte bancaire,Valide
PAY02729,RES02258,2022-12-04,58650,Virement,Valide
PAY02730,RES02259,2024-03-13,616000,Mobile Money,Valide
PAY02731,RES02260,2022-10-14,242880,Mobile Money,Valide
PAY02732,RES02260,2022-10-29,242880,Carte bancaire,Valide
PAY02733,RES02261,2021-12-07,161920,Mobile Money,Valide
PAY02734,RES02262,2022-08-19,162000,Especes,Valide
PAY02735,RES02263,2023-07-21,162000,Mobile Money,Valide
PAY02736,RES02263,2023-08-05,162000,Mobile Money,Valide
PAY02737,RES02264,2022-06-04,187200,Mobile Money,Valide
PAY02738,RES02264,2022-06-19,187200,Carte bancaire,Valide
PAY02739,RES02265,2022-10-12,137280,Mobile Money,Valide
PAY02740,RES02265,2022-10-27,137280,Carte bancaire,Valide
PAY02741,RES02266,2022-09-07,350000,Mobile Money,Valide
PAY02742,RES02267,2023-11-03,648000,Carte bancaire,Valide
PAY02743,RES02268,2023-07-27,416000,Mobile Money,Valide
PAY02744,RES02269,2021-11-22,260000,Virement,Valide
PAY02745,RES02269,2021-12-07,260000,Carte bancaire,Valide
PAY02746,RES02270,2024-02-19,459000,Mobile Money,Valide
PAY02747,RES02271,2024-04-09,40480,Mobile Money,Valide
PAY02748,RES02271,2024-04-24,40480,Carte bancaire,Valide
PAY02749,RES02272,2022-06-16,92000,Mobile Money,Valide
PAY02750,RES02273,2022-10-17,414000,Mobile Money,Valide
PAY02751,RES02274,2022-04-25,124200,Mobile Money,Valide
PAY02752,RES02274,2022-05-10,124200,Especes,Valide
PAY02753,RES02275,2023-10-19,180000,Carte bancaire,Valide
PAY02754,RES02276,2023-10-27,52000,Especes,Valide
PAY02755,RES02276,2023-11-11,52000,Mobile Money,Valide
PAY02756,RES02277,2022-05-26,216000,Mobile Money,Valide
PAY02757,RES02278,2022-12-23,644000,Carte bancaire,Valide
PAY02758,RES02279,2023-06-06,272000,Carte bancaire,Valide
PAY02759,RES02280,2022-11-05,310500,Especes,Valide
PAY02760,RES02280,2022-11-20,310500,Mobile Money,Valide
PAY02761,RES02281,2023-12-14,1575000,Carte bancaire,Valide
PAY02762,RES02282,2023-12-16,315000,Virement,Valide
PAY02763,RES02283,2023-10-08,207000,Carte bancaire,Valide
PAY02764,RES02284,2023-11-04,248400,Mobile Money,Valide
PAY02765,RES02285,2024-04-18,137280,Mobile Money,Valide
PAY02766,RES02285,2024-05-03,137280,Mobile Money,Valide
PAY02767,RES02286,2023-09-27,280800,Carte bancaire,Valide
PAY02768,RES02287,2023-02-25,165600,Carte bancaire,Valide
PAY02769,RES02288,2022-03-09,360000,Mobile Money,Valide
PAY02770,RES02289,2022-05-05,617760,Mobile Money,Valide
PAY02771,RES02290,2023-11-23,220800,Mobile Money,Valide
PAY02772,RES02290,2023-12-08,220800,Mobile Money,Valide
PAY02773,RES02291,2022-04-18,323840,Carte bancaire,Valide
PAY02774,RES02292,2023-09-07,624000,Mobile Money,Valide
PAY02775,RES02293,2023-06-14,160000,Carte bancaire,Valide
PAY02776,RES02293,2023-06-29,160000,Especes,Valide
PAY02777,RES02294,2023-11-20,220800,Mobile Money,Valide
PAY02778,RES02295,2023-03-10,253920,Mobile Money,Echoue
PAY02779,RES02296,2023-03-05,183040,Especes,Valide
PAY02780,RES02296,2023-03-20,183040,Mobile Money,Valide
PAY02781,RES02297,2022-04-17,105600,Carte bancaire,Valide
PAY02782,RES02298,2022-10-16,441600,Carte bancaire,Valide
PAY02783,RES02299,2022-04-07,724500,Carte bancaire,Valide
PAY02784,RES02300,2024-01-12,280800,Virement,Valide
PAY02785,RES02301,2022-04-14,144000,Carte bancaire,Valide
PAY02786,RES02302,2024-03-05,52800,Carte bancaire,Valide
PAY02787,RES02302,2024-03-20,52800,Carte bancaire,Valide
PAY02788,RES02303,2023-08-25,624000,Carte bancaire,Valide
PAY02789,RES02304,2023-08-04,95040,Virement,Rembourse
PAY02790,RES02305,2023-04-07,1638000,Carte bancaire,Valide
PAY02791,RES02306,2022-06-30,400000,Especes,Valide
PAY02792,RES02307,2023-03-23,276000,Especes,Valide
PAY02793,RES02308,2023-11-24,289800,Mobile Money,Valide
PAY02794,RES02308,2023-12-09,289800,Carte bancaire,Valide
PAY02795,RES02309,2023-05-14,68000,Carte bancaire,Valide
PAY02796,RES02310,2023-11-06,66300,Carte bancaire,Valide
PAY02797,RES02310,2023-11-21,66300,Virement,Valide
PAY02798,RES02311,2022-03-27,248400,Virement,Valide
PAY02799,RES02312,2024-01-17,72000,Mobile Money,Valide
PAY02800,RES02313,2023-07-13,273240,Mobile Money,Valide
PAY02801,RES02313,2023-07-28,273240,Especes,Valide
PAY02802,RES02314,2023-05-21,165600,Mobile Money,Rembourse
PAY02803,RES02315,2023-08-15,272000,Carte bancaire,Valide
PAY02804,RES02316,2023-05-17,543375,Virement,Valide
PAY02805,RES02316,2023-06-01,543375,Carte bancaire,Valide
PAY02806,RES02317,2023-01-02,234000,Carte bancaire,Valide
PAY02807,RES02317,2023-01-17,234000,Carte bancaire,Valide
PAY02808,RES02318,2022-04-19,211600,Carte bancaire,Valide
PAY02809,RES02318,2022-05-04,211600,Carte bancaire,Valide
PAY02810,RES02319,2023-06-14,54000,Carte bancaire,Valide
PAY02811,RES02319,2023-06-29,54000,Carte bancaire,Valide
PAY02812,RES02320,2022-03-12,184000,Carte bancaire,Valide
PAY02813,RES02321,2022-01-22,105600,Mobile Money,Valide
PAY02814,RES02322,2023-05-17,183040,Carte bancaire,Valide
PAY02815,RES02323,2023-01-09,140400,Virement,Valide
PAY02816,RES02323,2023-01-24,140400,Especes,Valide
PAY02817,RES02324,2023-01-21,124200,Carte bancaire,Valide
PAY02818,RES02324,2023-02-05,124200,Especes,Valide
PAY02819,RES02325,2022-05-23,126960,Mobile Money,Valide
PAY02820,RES02326,2024-01-22,756000,Carte bancaire,Valide
PAY02821,RES02327,2023-01-25,156000,Carte bancaire,Valide
PAY02822,RES02328,2022-04-04,1365000,Carte bancaire,Valide
PAY02823,RES02329,2024-03-25,828000,Carte bancaire,Valide
PAY02824,RES02330,2023-10-07,82800,Carte bancaire,Valide
PAY02825,RES02330,2023-10-22,82800,Carte bancaire,Valide
PAY02826,RES02331,2022-11-17,248400,Mobile Money,Valide
PAY02827,RES02332,2022-06-01,408000,Mobile Money,Valide
PAY02828,RES02333,2023-05-03,372600,Mobile Money,Valide
PAY02829,RES02334,2024-01-21,147200,Carte bancaire,Valide
PAY02830,RES02334,2024-02-05,147200,Carte bancaire,Valide
PAY02831,RES02335,2023-06-30,353600,Mobile Money,Valide
PAY02832,RES02336,2023-07-05,351900,Carte bancaire,Valide
PAY02833,RES02337,2024-02-25,408000,Especes,Valide
PAY02834,RES02338,2023-10-18,220800,Mobile Money,Valide
PAY02835,RES02339,2023-07-19,574080,Carte bancaire,Valide
PAY02836,RES02340,2024-02-10,502320,Carte bancaire,Valide
PAY02837,RES02340,2024-02-25,502320,Carte bancaire,Valide
PAY02838,RES02341,2022-09-30,138000,Carte bancaire,Valide
PAY02839,RES02342,2022-10-18,331200,Carte bancaire,Valide
PAY02840,RES02343,2023-07-07,368000,Mobile Money,Valide
PAY02841,RES02344,2022-07-21,630000,Virement,Valide
PAY02842,RES02345,2023-03-23,248400,Virement,Valide
PAY02843,RES02346,2023-04-14,240000,Mobile Money,Valide
PAY02844,RES02347,2024-05-05,234600,Carte bancaire,Valide
PAY02845,RES02348,2022-11-27,276000,Virement,Valide
PAY02846,RES02349,2023-12-02,72000,Carte bancaire,Valide
PAY02847,RES02349,2023-12-17,72000,Especes,Valide
PAY02848,RES02350,2023-04-11,175000,Mobile Money,Valide
PAY02849,RES02350,2023-04-26,175000,Carte bancaire,Valide
PAY02850,RES02351,2022-08-10,624000,Carte bancaire,Valide
PAY02851,RES02352,2022-10-30,547400,Carte bancaire,Valide
PAY02852,RES02353,2024-02-21,253920,Mobile Money,Valide
PAY02853,RES02354,2022-11-01,158400,Carte bancaire,Valide
PAY02854,RES02354,2022-11-16,158400,Carte bancaire,Valide
PAY02855,RES02355,2022-09-17,184000,Virement,Valide
PAY02856,RES02356,2022-05-02,312000,Carte bancaire,Valide
PAY02857,RES02357,2023-08-19,368000,Especes,Valide
PAY02858,RES02358,2023-09-27,80960,Mobile Money,Valide
PAY02859,RES02358,2023-10-12,80960,Mobile Money,Valide
PAY02860,RES02359,2023-07-07,323840,Mobile Money,Valide
PAY02861,RES02360,2022-11-17,422400,Especes,Valide
PAY02862,RES02362,2024-03-08,102960,Carte bancaire,Valide
PAY02863,RES02362,2024-03-23,102960,Virement,Valide
PAY02864,RES02363,2023-08-14,160000,Carte bancaire,Valide
PAY02865,RES02364,2023-01-14,157500,Mobile Money,Valide
PAY02866,RES02364,2023-01-29,157500,Carte bancaire,Valide
PAY02867,RES02365,2022-03-15,137280,Carte bancaire,Valide
PAY02868,RES02365,2022-03-30,137280,Mobile Money,Valide
PAY02869,RES02366,2024-02-22,78200,Mobile Money,Valide
PAY02870,RES02366,2024-03-08,78200,Mobile Money,Valide
PAY02871,RES02367,2021-12-11,82800,Carte bancaire,Valide
PAY02872,RES02367,2021-12-26,82800,Especes,Valide
PAY02873,RES02368,2024-03-07,468000,Mobile Money,Valide
PAY02874,RES02369,2021-11-30,126960,Virement,Valide
PAY02875,RES02369,2021-12-15,126960,Carte bancaire,Valide
PAY02876,RES02370,2023-10-16,80000,Especes,Valide
PAY02877,RES02371,2023-12-14,84640,Carte bancaire,Valide
PAY02878,RES02372,2021-11-29,368000,Especes,Valide
PAY02879,RES02373,2023-06-30,1050000,Carte bancaire,Valide
PAY02880,RES02374,2023-02-14,468000,Carte bancaire,Valide
PAY02881,RES02375,2024-03-20,248400,Mobile Money,Valide
PAY02882,RES02376,2022-07-19,475200,Mobile Money,Valide
PAY02883,RES02377,2023-04-11,240000,Carte bancaire,Valide
PAY02884,RES02378,2022-11-12,165600,Carte bancaire,Valide
PAY02885,RES02379,2024-01-06,184000,Carte bancaire,Valide
PAY02886,RES02379,2024-01-21,184000,Virement,Valide
PAY02887,RES02380,2023-11-08,360000,Mobile Money,Valide
PAY02888,RES02381,2021-12-21,805000,Carte bancaire,Valide
PAY02889,RES02382,2023-11-19,216000,Mobile Money,Valide
PAY02890,RES02383,2022-03-03,400000,Carte bancaire,Valide
PAY02891,RES02384,2022-04-19,82800,Carte bancaire,Valide
PAY02892,RES02385,2023-12-22,540000,Especes,Valide
PAY02893,RES02386,2024-06-13,92000,Virement,Valide
PAY02894,RES02387,2022-06-20,372600,Virement,Valide
PAY02895,RES02388,2021-12-22,184000,Carte bancaire,Valide
PAY02896,RES02389,2022-07-09,595000,Carte bancaire,Valide
PAY02897,RES02390,2022-08-30,253920,Especes,Valide
PAY02898,RES02391,2023-01-31,561600,Mobile Money,Valide
PAY02899,RES02392,2022-03-14,242880,Carte bancaire,Valide
PAY02900,RES02393,2021-12-23,324000,Virement,Valide
PAY02901,RES02394,2023-02-22,810000,Mobile Money,Valide
PAY02902,RES02395,2023-07-18,720000,Especes,Valide
PAY02903,RES02396,2021-11-14,92000,Carte bancaire,Valide
PAY02904,RES02397,2024-02-16,546480,Mobile Money,Valide
PAY02905,RES02398,2023-10-09,169280,Virement,Valide
PAY02906,RES02399,2022-12-25,700000,Mobile Money,Valide
PAY02907,RES02400,2023-03-16,1638000,Mobile Money,Valide
PAY02908,RES02401,2023-06-22,153000,Mobile Money,Valide
PAY02909,RES02401,2023-07-07,153000,Mobile Money,Valide
PAY02910,RES02402,2023-09-05,248400,Carte bancaire,Valide
PAY02911,RES02403,2022-11-19,211200,Carte bancaire,Valide
PAY02912,RES02404,2024-04-16,315000,Virement,Valide
PAY02913,RES02404,2024-05-01,315000,Virement,Valide
PAY02914,RES02405,2022-07-11,175950,Carte bancaire,Valide
PAY02915,RES02405,2022-07-26,175950,Mobile Money,Valide
PAY02916,RES02406,2023-04-04,496800,Carte bancaire,Valide
PAY02917,RES02407,2022-09-19,143520,Especes,Valide
PAY02918,RES02408,2024-03-08,351000,Mobile Money,Valide
PAY02919,RES02408,2024-03-23,351000,Mobile Money,Valide
PAY02920,RES02409,2023-11-21,140800,Especes,Valide
PAY02921,RES02410,2022-07-19,160000,Carte bancaire,Valide
PAY02922,RES02411,2023-12-12,416000,Carte bancaire,Valide
PAY02923,RES02412,2023-11-20,144000,Mobile Money,Valide
PAY02924,RES02413,2023-02-26,102960,Mobile Money,Valide
PAY02925,RES02413,2023-03-13,102960,Mobile Money,Valide
PAY02926,RES02414,2022-07-24,514800,Carte bancaire,Valide
PAY02927,RES02414,2022-08-08,514800,Especes,Valide
PAY02928,RES02415,2024-04-05,842400,Mobile Money,Valide
PAY02929,RES02416,2022-02-11,140800,Mobile Money,Valide
PAY02930,RES02416,2022-02-26,140800,Carte bancaire,Valide
PAY02931,RES02417,2022-02-24,40480,Virement,Valide
PAY02932,RES02417,2022-03-11,40480,Virement,Valide
PAY02933,RES02418,2022-07-22,183040,Mobile Money,Valide
PAY02934,RES02419,2022-08-17,160000,Mobile Money,Valide
PAY02935,RES02420,2023-12-28,1610000,Carte bancaire,Valide
PAY02936,RES02421,2022-10-16,105600,Carte bancaire,Valide
PAY02937,RES02421,2022-10-31,105600,Carte bancaire,Valide
PAY02938,RES02422,2022-06-09,364320,Especes,Echoue
PAY02939,RES02423,2023-08-08,91520,Carte bancaire,Valide
PAY02940,RES02424,2022-04-05,108000,Especes,Valide
PAY02941,RES02424,2022-04-20,108000,Especes,Valide
PAY02942,RES02425,2023-08-12,91520,Mobile Money,Valide
PAY02943,RES02426,2023-02-13,460000,Carte bancaire,Valide
PAY02944,RES02427,2022-08-12,120000,Virement,Valide
PAY02945,RES02427,2022-08-27,120000,Virement,Valide
PAY02946,RES02428,2023-12-26,242880,Mobile Money,Valide
PAY02947,RES02429,2023-10-26,287040,Carte bancaire,Valide
PAY02948,RES02430,2023-12-22,56160,Carte bancaire,Rembourse
PAY02949,RES02431,2023-06-04,165600,Mobile Money,Valide
PAY02950,RES02432,2024-03-26,78000,Especes,Valide
PAY02951,RES02432,2024-04-10,78000,Carte bancaire,Valide
PAY02952,RES02433,2022-12-16,422400,Mobile Money,Valide
PAY02953,RES02434,2022-09-08,211600,Mobile Money,Valide
PAY02954,RES02434,2022-09-23,211600,Carte bancaire,Valide
PAY02955,RES02435,2022-03-06,525000,Mobile Money,Valide
PAY02956,RES02435,2022-03-21,525000,Carte bancaire,Echoue
PAY02957,RES02437,2023-03-27,186300,Mobile Money,Valide
PAY02958,RES02438,2023-09-09,306000,Virement,Valide
PAY02959,RES02439,2022-09-10,102000,Especes,Valide
PAY02960,RES02439,2022-09-25,102000,Virement,Valide
PAY02961,RES02440,2022-10-12,80960,Carte bancaire,Valide
PAY02962,RES02440,2022-10-27,80960,Mobile Money,Valide
PAY02963,RES02441,2022-12-30,165600,Mobile Money,Valide
PAY02964,RES02441,2023-01-14,165600,Mobile Money,Valide
PAY02965,RES02442,2022-12-17,430560,Carte bancaire,Valide
PAY02966,RES02443,2022-10-14,160000,Mobile Money,Echoue
PAY02967,RES02444,2023-05-06,945000,Mobile Money,Valide
PAY02968,RES02445,2022-05-21,276000,Carte bancaire,Valide
PAY02969,RES02446,2022-12-28,624000,Mobile Money,Valide
PAY02970,RES02447,2022-05-20,248400,Mobile Money,Valide
PAY02971,RES02448,2022-05-12,36000,Carte bancaire,Valide
PAY02972,RES02448,2022-05-27,36000,Carte bancaire,Valide
PAY02973,RES02449,2022-08-04,414000,Mobile Money,Valide
PAY02974,RES02450,2023-05-04,41400,Mobile Money,Valide
PAY02975,RES02450,2023-05-19,41400,Mobile Money,Valide
PAY02976,RES02451,2023-09-22,108000,Especes,Valide
PAY02977,RES02452,2022-03-18,1228500,Mobile Money,Valide
PAY02978,RES02453,2024-03-17,60000,Virement,Valide
PAY02979,RES02453,2024-04-01,60000,Mobile Money,Valide
PAY02980,RES02454,2023-09-03,621000,Carte bancaire,Valide
PAY02981,RES02455,2022-05-25,84640,Mobile Money,Valide
PAY02982,RES02456,2023-04-02,1750000,Especes,Valide
PAY02983,RES02457,2022-10-22,120000,Carte bancaire,Valide
PAY02984,RES02457,2022-11-06,120000,Mobile Money,Valide
PAY02985,RES02458,2022-02-20,165600,Carte bancaire,Valide
PAY02986,RES02459,2023-05-27,121440,Mobile Money,Valide
PAY02987,RES02460,2023-06-04,198900,Carte bancaire,Valide
PAY02988,RES02460,2023-06-19,198900,Mobile Money,Valide
PAY02989,RES02461,2023-09-22,402500,Mobile Money,Valide
PAY02990,RES02462,2024-06-02,220800,Carte bancaire,Valide
PAY02991,RES02463,2023-03-23,72000,Carte bancaire,Valide
PAY02992,RES02464,2022-01-27,310500,Carte bancaire,Valide
PAY02993,RES02464,2022-02-11,310500,Mobile Money,Valide
PAY02994,RES02465,2024-01-27,350000,Mobile Money,Valide
PAY02995,RES02466,2022-11-04,240000,Virement,Echoue
PAY02996,RES02467,2023-09-10,160000,Virement,Valide
PAY02997,RES02468,2023-03-12,165600,Carte bancaire,Valide
PAY02998,RES02469,2022-05-29,248400,Carte bancaire,Valide
PAY02999,RES02470,2023-11-26,414000,Carte bancaire,Valide
PAY03000,RES02471,2022-04-17,207000,Especes,Valide
PAY03001,RES02471,2022-05-02,207000,Mobile Money,Valide
PAY03002,RES02472,2021-12-13,92000,Especes,Valide
PAY03003,RES02472,2021-12-28,92000,Virement,Valide
PAY03004,RES02473,2022-08-02,630000,Mobile Money,Valide
PAY03005,RES02474,2023-01-01,616000,Virement,Valide
PAY03006,RES02475,2024-04-07,165600,Virement,Valide
PAY03007,RES02476,2022-07-25,596700,Virement,Valide
PAY03008,RES02477,2024-05-26,78200,Mobile Money,Valide
PAY03009,RES02477,2024-06-10,78200,Especes,Valide
PAY03010,RES02478,2023-01-23,761760,Carte bancaire,Valide
PAY03011,RES02479,2023-01-21,600000,Carte bancaire,Valide
PAY03012,RES02480,2022-08-27,161920,Especes,Valide
PAY03013,RES02481,2022-10-12,306000,Especes,Valide
PAY03014,RES02482,2023-07-11,120000,Carte bancaire,Valide
PAY03015,RES02483,2024-02-03,121440,Carte bancaire,Valide
PAY03016,RES02484,2024-04-29,253920,Carte bancaire,Valide
PAY03017,RES02485,2022-03-28,1086750,Mobile Money,Valide
PAY03018,RES02486,2023-10-13,137280,Carte bancaire,Valide
PAY03019,RES02487,2024-01-13,144000,Especes,Valide
PAY03020,RES02488,2023-10-21,121440,Carte bancaire,Valide
PAY03021,RES02489,2022-05-21,104000,Mobile Money,Valide
PAY03022,RES02490,2022-05-10,280800,Especes,Valide
PAY03023,RES02491,2024-03-25,316800,Carte bancaire,Valide
PAY03024,RES02492,2022-04-22,84640,Carte bancaire,Valide
PAY03025,RES02492,2022-05-07,84640,Virement,Valide
PAY03026,RES02493,2022-09-24,108000,Carte bancaire,Valide
PAY03027,RES02493,2022-10-09,108000,Virement,Valide
PAY03028,RES02494,2024-02-05,624000,Carte bancaire,Valide
PAY03029,RES02495,2024-01-20,82800,Carte bancaire,Valide
PAY03030,RES02496,2023-03-23,372600,Carte bancaire,Valide
PAY03031,RES02497,2023-06-20,372600,Carte bancaire,Valide
PAY03032,RES02498,2022-04-08,78200,Especes,Valide
PAY03033,RES02499,2024-04-20,240000,Carte bancaire,Valide
PAY03034,RES02500,2023-11-27,414000,Carte bancaire,Valide
PAY03035,RES02501,2022-12-08,-5000,Carte bancaire,Valide
PAY03036,RES02501,2022-12-23,-5000,Mobile Money,Valide
PAY03037,RES02502,2023-02-26,144000,Carte bancaire,Valide
PAY03038,RES02502,2023-03-13,144000,Carte bancaire,Valide
PAY03039,RES02503,2022-06-16,184000,Mobile Money,Valide
PAY03040,RES02504,2023-12-31,72000,Mobile Money,Valide
PAY03041,RES02504,2024-01-15,72000,Mobile Money,Valide
PAY03042,RES02505,2023-12-17,869400,Carte bancaire,Valide
PAY03043,RES02506,2023-05-06,156400,Carte bancaire,Valide
PAY03044,RES02507,2021-12-06,274560,Virement,Valide
PAY03045,RES02508,2022-09-24,240000,Especes,Valide
PAY03046,RES02509,2024-01-13,234600,Mobile Money,Valide
PAY03047,RES02510,2022-06-14,644000,Especes,Valide
PAY03048,RES02511,2022-12-20,372600,Carte bancaire,Valide
PAY03049,RES02511,2023-01-04,372600,Carte bancaire,Valide
PAY03050,RES02512,2023-08-30,205920,Mobile Money,Valide
PAY03051,RES02512,2023-09-14,205920,Virement,Valide
PAY03052,RES02513,2023-07-17,182160,Mobile Money,Valide
PAY03053,RES02514,2022-07-09,323840,Carte bancaire,Valide
PAY03054,RES02515,2022-04-18,140800,Carte bancaire,Valide
PAY03055,RES02516,2023-07-22,120000,Especes,Valide
PAY03056,RES02516,2023-08-06,120000,Mobile Money,Valide
PAY03057,RES02517,2023-04-17,82800,Carte bancaire,Valide
PAY03058,RES02518,2022-05-16,2002000,Mobile Money,Valide
PAY03059,RES02519,2023-11-29,160000,Carte bancaire,Valide
PAY03060,RES02520,2024-05-04,828000,Virement,Valide
PAY03061,RES02521,2024-05-12,156000,Mobile Money,Valide
PAY03062,RES02521,2024-05-27,156000,Virement,Valide
PAY03063,RES02522,2024-03-30,702000,Virement,Valide
PAY03064,RES02523,2022-05-07,169280,Carte bancaire,Valide
PAY03065,RES02523,2022-05-22,169280,Mobile Money,Valide
PAY03066,RES02524,2022-02-23,175000,Mobile Money,Valide
PAY03067,RES02524,2022-03-10,175000,Carte bancaire,Valide
PAY03068,RES02525,2023-10-14,80000,Carte bancaire,Valide
PAY03069,RES02526,2022-12-23,240000,Carte bancaire,Valide
PAY03070,RES02527,2022-06-10,120000,Mobile Money,Valide
PAY03071,RES02527,2022-06-25,120000,Especes,Valide
PAY03072,RES02529,2024-01-04,287040,Especes,Valide
PAY03073,RES02530,2024-01-13,546480,Carte bancaire,Valide
PAY03074,RES02531,2024-05-01,165600,Mobile Money,Valide
