id_ticket,id_client,date_creation,type,statut,delai_resolution_jours
TK002599,CL02094,2024-12-29,Materiel,resolu,3.0
TK002600,CL02097,2024-08-07,Facturation,abandonne,1.0
TK002601,CL02097,2024-02-14,Offre,resolu,5.0
TK002602,CL02097,2024-10-16,Reseau,abandonne,19.0
TK002603,CL02098,2025-08-02,Offre,resolu,1.0
TK002604,CL02098,2024-09-09,Reseau,resolu,1.0
TK002605,CL02099,2024-05-06,Materiel,abandonne,2.0
TK002606,CL02099,2024-05-09,Reseau,ouvert,
TK002607,CL02100,2024-04-22,Offre,abandonne,4.0
TK002608,CL02100,2024-05-01,Reseau,ouvert,
TK002609,CL02100,2024-02-04,Facturation,abandonne,3.0
TK002610,CL02100,2024-06-15,Materiel,abandonne,10.0
TK002611,CL02101,2025-11-07,Facturation,resolu,1.0
TK002612,CL02107,2025-01-09,Offre,abandonne,4.0
TK002613,CL02107,2025-01-27,Reseau,ouvert,
TK002614,CL02107,2024-08-12,Materiel,abandonne,13.0
TK002615,CL02107,2024-12-04,Facturation,resolu,4.0
TK002616,CL02107,2024-08-09,Facturation,ouvert,
TK002617,CL02108,2025-12-05,Reseau,resolu,1.0
TK002618,CL02108,2024-11-04,Reseau,resolu,2.0
TK002619,CL02109,2024-01-03,Materiel,ouvert,
TK002620,CL02109,2024-01-05,Reseau,ouvert,
TK002621,CL02109,2024-02-21,Offre,abandonne,1.0
TK002622,CL02110,2025-07-06,Materiel,resolu,4.0
TK002623,CL02112,2025-04-18,Offre,resolu,5.0
TK002624,CL02112,2024-10-10,Reseau,resolu,1.0
TK002625,CL02114,2024-09-24,Facturation,abandonne,8.0
TK002626,CL02114,2025-05-21,Facturation,resolu,6.0
TK002627,CL02115,2025-01-10,Facturation,ouvert,
TK002628,CL02117,2025-02-04,Facturation,resolu,2.0
TK002629,CL02117,2024-12-16,Reseau,resolu,2.0
TK002630,CL02119,2024-12-25,Offre,resolu,1.0
TK002631,CL02120,2024-07-14,Materiel,resolu,1.0
TK002632,CL02121,2025-11-17,Facturation,resolu,1.0
TK002633,CL02126,2025-03-10,Facturation,ouvert,
TK002634,CL02128,2024-01-01,Facturation,abandonne,10.0
TK002635,CL02128,2024-01-02,Reseau,ouvert,
TK002636,CL02129,2024-08-25,Reseau,ouvert,
TK002637,CL02130,2025-11-03,Facturation,resolu,2.0
TK002638,CL02130,2025-09-24,Facturation,ouvert,
TK002639,CL02131,2024-04-05,Offre,abandonne,8.0
TK002640,CL02131,2025-02-12,Facturation,resolu,2.0
TK002641,CL02131,2024-04-10,Facturation,ouvert,
TK002642,CL02131,2024-08-06,Offre,abandonne,7.0
TK002643,CL02131,2024-08-24,Reseau,ouvert,
TK002644,CL02132,2024-05-06,Facturation,resolu,7.0
TK002645,CL02133,2024-10-12,Facturation,abandonne,14.0
TK002646,CL02133,2024-06-01,Facturation,ouvert,
TK002647,CL02134,2025-09-16,Facturation,ouvert,
TK002648,CL02135,2024-07-21,Offre,ouvert,
TK002649,CL02135,2025-05-31,Facturation,abandonne,3.0
TK002650,CL02135,2024-05-08,Offre,resolu,1.0
TK002651,CL02138,2025-04-23,Reseau,ouvert,
TK002652,CL02138,2024-10-23,Reseau,ouvert,
TK002653,CL02138,2025-02-25,Reseau,resolu,9.0
TK002654,CL02138,2024-07-02,Reseau,resolu,2.0
TK002655,CL02138,2025-04-05,Reseau,ouvert,
TK002656,CL02139,2024-04-13,Reseau,ouvert,
TK002657,CL02143,2024-07-12,Offre,resolu,1.0
TK002658,CL02145,2025-06-17,Reseau,resolu,2.0
TK002659,CL02145,2025-06-09,Facturation,ouvert,
TK002660,CL02145,2025-04-12,Reseau,abandonne,6.0
TK002661,CL02146,2024-04-11,Reseau,resolu,4.0
TK002662,CL02148,2025-06-27,Reseau,ouvert,
TK002663,CL02148,2025-07-27,Reseau,abandonne,7.0
TK002664,CL02149,2025-09-11,Reseau,ouvert,
TK002665,CL02149,2024-02-01,Reseau,resolu,1.0
TK002666,CL02151,2025-11-08,Materiel,ouvert,
TK002667,CL02152,2024-11-06,Reseau,resolu,2.0
TK002668,CL02155,2025-12-19,Facturation,resolu,1.0
TK002669,CL02157,2025-04-22,Materiel,ouvert,
TK002670,CL02159,2025-03-26,Materiel,abandonne,5.0
TK002671,CL02160,2024-06-25,Reseau,abandonne,4.0
TK002672,CL02160,2024-04-24,Reseau,resolu,3.0
TK002673,CL02160,2024-03-05,Materiel,abandonne,19.0
TK002674,CL02160,2025-09-29,Facturation,ouvert,
TK002675,CL02160,2024-08-23,Reseau,abandonne,7.0
TK002676,CL02161,2025-09-16,Offre,ouvert,
TK002677,CL02161,2025-05-13,Materiel,ouvert,
TK002678,CL02162,2025-08-16,Reseau,resolu,4.0
TK002679,CL02162,2025-11-04,Reseau,ouvert,
TK002680,CL02163,2024-09-07,Offre,resolu,2.0
TK002681,CL02163,2024-08-10,Reseau,resolu,3.0
TK002682,CL02164,2025-07-17,Reseau,abandonne,-1.0
TK002683,CL02164,2025-05-30,Materiel,ouvert,
TK002684,CL02166,2024-06-14,Materiel,resolu,7.0
TK002685,CL02168,2024-04-20,Offre,ouvert,
TK002686,CL02168,2024-03-07,Facturation,resolu,12.0
TK002687,CL02168,2024-03-01,Offre,ouvert,
TK002688,CL02168,2024-05-10,Offre,resolu,14.0
TK002689,CL02168,2024-04-16,Reseau,abandonne,-1.0
TK002690,CL02175,2024-07-05,Facturation,ouvert,
TK002691,CL02176,2024-05-12,Reseau,resolu,12.0
TK002692,CL02176,2024-03-18,Offre,resolu,1.0
TK002693,CL02177,2025-01-27,Facturation,resolu,1.0
TK002694,CL02178,2025-03-06,Materiel,resolu,3.0
TK002695,CL02178,2025-09-12,Facturation,resolu,2.0
TK002696,CL02179,2025-11-03,Offre,resolu,2.0
TK002697,CL02179,2025-06-08,Reseau,ouvert,
TK002698,CL02181,2024-09-25,Materiel,abandonne,5.0
TK002699,CL02181,2024-07-18,Facturation,abandonne,3.0
TK002700,CL02181,2024-08-05,Reseau,ouvert,
TK002701,CL02182,2025-05-22,Reseau,resolu,10.0
TK002702,CL02182,2024-11-10,Reseau,resolu,2.0
TK002703,CL02184,2025-08-05,Reseau,ouvert,
TK002704,CL02184,2025-01-17,Reseau,resolu,5.0
TK002705,CL02186,2024-03-08,Reseau,resolu,3.0
TK002706,CL02187,2024-08-15,Reseau,resolu,4.0
TK002707,CL02187,2024-12-30,Materiel,resolu,2.0
TK002708,CL02188,2024-11-06,Reseau,abandonne,38.0
TK002709,CL02188,2024-05-30,Offre,resolu,3.0
TK002710,CL02188,2024-08-25,Facturation,ouvert,
TK002711,CL02190,2025-01-21,Materiel,ouvert,
TK002712,CL02192,2024-05-13,Facturation,resolu,2.0
TK002713,CL02193,2024-09-21,Offre,ouvert,
TK002714,CL02194,2025-09-06,Materiel,resolu,3.0
TK002715,CL02194,2025-08-19,Facturation,resolu,8.0
TK002716,CL02195,2024-04-26,Facturation,ouvert,
TK002717,CL02195,2024-04-22,Materiel,abandonne,6.0
TK002718,CL02195,2024-02-25,Facturation,ouvert,
TK002719,CL02195,2024-01-20,Reseau,resolu,6.0
TK002720,CL02196,2025-12-11,Reseau,abandonne,17.0
TK002721,CL02196,2025-09-22,Facturation,resolu,2.0
TK002722,CL02198,2025-11-26,Reseau,resolu,2.0
TK002723,CL02202,2025-11-26,Reseau,resolu,27.0
TK002724,CL02202,2024-11-23,Facturation,resolu,1.0
TK002725,CL02203,2025-12-22,Facturation,resolu,1.0
TK002726,CL02203,2025-09-06,Facturation,ouvert,
TK002727,CL02204,2025-10-11,Reseau,resolu,1.0
TK002728,CL02204,2025-08-22,Facturation,abandonne,1.0
TK002729,CL02205,2025-11-04,Facturation,resolu,6.0
TK002730,CL02206,2025-04-14,Reseau,ouvert,
TK002731,CL02206,2025-05-01,Reseau,ouvert,
TK002732,CL02207,2025-05-15,Facturation,resolu,1.0
TK002733,CL02210,2025-08-05,Reseau,abandonne,1.0
TK002734,CL02210,2024-11-29,Reseau,ouvert,
TK002735,CL02211,2024-05-23,Reseau,ouvert,
TK002736,CL02212,2025-03-31,Reseau,resolu,10.0
TK002737,CL02212,2024-06-01,Facturation,ouvert,
TK002738,CL02212,2025-01-12,Facturation,resolu,7.0
TK002739,CL02212,2024-08-30,Reseau,ouvert,
TK002740,CL02213,2025-03-06,Materiel,resolu,3.0
TK002741,CL02217,2025-06-06,Offre,abandonne,14.0
TK002742,CL02218,2024-04-19,Offre,resolu,3.0
TK002743,CL02218,2025-08-28,Facturation,resolu,4.0
TK002744,CL02221,2024-06-24,Materiel,ouvert,
TK002745,CL02222,2024-11-28,Reseau,ouvert,
TK002746,CL02222,2024-04-22,Facturation,resolu,1.0
TK002747,CL02223,2024-02-06,Facturation,ouvert,
TK002748,CL02223,2025-06-12,Offre,resolu,2.0
TK002749,CL02224,2025-09-16,Facturation,abandonne,3.0
TK002750,CL02224,2025-10-04,Facturation,abandonne,3.0
TK002751,CL02224,2025-07-04,Facturation,abandonne,12.0
TK002752,CL02225,2024-07-24,Materiel,abandonne,1.0
TK002753,CL02225,2025-06-10,Materiel,abandonne,8.0
TK002754,CL02225,2025-01-04,Offre,ouvert,
TK002755,CL02225,2024-05-20,Materiel,resolu,2.0
TK002756,CL02226,2025-09-25,Reseau,resolu,9.0
TK002757,CL02229,2024-01-18,Materiel,abandonne,13.0
TK002758,CL02229,2024-03-16,Facturation,ouvert,
TK002759,CL02229,2024-04-03,Facturation,ouvert,
TK002760,CL02231,2024-06-10,Materiel,resolu,1.0
TK002761,CL02232,2024-03-01,Materiel,abandonne,11.0
TK002762,CL02232,2024-01-20,Facturation,ouvert,
TK002763,CL02233,2024-03-24,Facturation,resolu,7.0
TK002764,CL02234,2024-10-11,Reseau,resolu,1.0
TK002765,CL02237,2024-10-26,Reseau,ouvert,
TK002766,CL02238,2025-08-18,Reseau,resolu,1.0
TK002767,CL02238,2025-07-28,Facturation,resolu,4.0
TK002768,CL02239,2024-01-17,Materiel,resolu,5.0
TK002769,CL02240,2025-04-22,Offre,resolu,1.0
TK002770,CL02241,2024-03-21,Reseau,abandonne,9.0
TK002771,CL02241,2024-05-26,Facturation,resolu,1.0
TK002772,CL02242,2024-01-30,Facturation,resolu,3.0
TK002773,CL02243,2025-02-07,Facturation,resolu,1.0
TK002774,CL02243,2025-08-20,Materiel,ouvert,
TK002775,CL02244,2025-11-04,Materiel,resolu,6.0
TK002776,CL02249,2025-02-19,Facturation,abandonne,1.0
TK002777,CL02249,2024-11-23,Offre,resolu,2.0
TK002778,CL02252,2024-08-21,Facturation,resolu,3.0
TK002779,CL02254,2024-04-28,Facturation,ouvert,
TK002780,CL02255,2025-05-27,Materiel,resolu,7.0
TK002781,CL02255,2024-09-24,Facturation,resolu,1.0
TK002782,CL02257,2025-09-12,Facturation,resolu,2.0
TK002783,CL02257,2025-06-21,Reseau,ouvert,
TK002784,CL02258,2025-03-31,Reseau,resolu,6.0
TK002785,CL02259,2025-03-03,Reseau,resolu,1.0
TK002786,CL02260,2025-12-17,Reseau,resolu,3.0
TK002787,CL02260,2025-05-09,Offre,resolu,1.0
TK002788,CL02260,2025-12-04,Reseau,resolu,1.0
TK002789,CL02260,2025-08-27,Reseau,ouvert,
TK002790,CL02261,2024-02-28,Reseau,resolu,7.0
TK002791,CL02262,2025-07-12,Reseau,resolu,3.0
TK002792,CL02263,2024-01-20,Reseau,ouvert,
TK002793,CL02263,2024-03-28,Facturation,resolu,1.0
TK002794,CL02263,2024-04-14,Offre,abandonne,-2.0
TK002795,CL02264,2025-11-03,Reseau,resolu,-1.0
TK002796,CL02264,2025-10-03,Materiel,resolu,11.0
TK002797,CL02267,2024-07-29,Reseau,ouvert,
TK002798,CL02268,2024-09-21,Reseau,resolu,9.0
TK002799,CL02270,2025-12-04,Offre,ouvert,
TK002800,CL02271,2025-10-17,Reseau,resolu,2.0
TK002801,CL02273,2024-05-05,Reseau,abandonne,9.0
TK002802,CL02273,2024-06-15,Facturation,resolu,3.0
TK002803,CL02276,2024-01-17,Reseau,resolu,11.0
TK002804,CL02276,2024-02-08,Materiel,ouvert,
TK002805,CL02276,2024-03-24,Facturation,ouvert,
TK002806,CL02276,2024-08-12,Facturation,abandonne,4.0
TK002807,CL02277,2025-08-31,Offre,ouvert,
TK002808,CL02280,2025-11-16,Reseau,resolu,1.0
TK002809,CL02280,2024-05-02,Reseau,resolu,1.0
TK002810,CL02280,2025-12-02,Reseau,resolu,2.0
TK002811,CL02281,2025-08-07,Offre,resolu,10.0
TK002812,CL02282,2025-07-27,Facturation,abandonne,17.0
TK002813,CL02283,2024-09-30,Reseau,abandonne,-1.0
TK002814,CL02283,2024-06-10,Reseau,abandonne,1.0
TK002815,CL02284,2024-11-20,Facturation,resolu,1.0
TK002816,CL02284,2025-06-26,Reseau,resolu,14.0
TK002817,CL02285,2025-04-27,Reseau,resolu,4.0
TK002818,CL02286,2025-09-18,Facturation,ouvert,
TK002819,CL02286,2024-11-14,Materiel,resolu,10.0
TK002820,CL02287,2024-11-03,Reseau,ouvert,
TK002821,CL02287,2024-12-18,Facturation,abandonne,5.0
TK002822,CL02287,2025-01-23,Reseau,resolu,5.0
TK002823,CL02287,2024-12-09,Materiel,resolu,1.0
TK002824,CL02288,2025-06-14,Reseau,resolu,6.0
TK002825,CL02289,2025-07-01,Facturation,resolu,5.0
TK002826,CL02290,2025-08-08,Offre,ouvert,
TK002827,CL02290,2025-09-22,Offre,abandonne,1.0
TK002828,CL02290,2025-07-15,Offre,ouvert,
TK002829,CL02294,2024-10-28,Materiel,resolu,4.0
TK002830,CL02296,2024-10-14,Offre,resolu,3.0
TK002831,CL02297,2025-12-02,Facturation,resolu,1.0
TK002832,CL02297,2025-04-26,Facturation,resolu,1.0
TK002833,CL02298,2025-08-24,Reseau,resolu,7.0
TK002834,CL02299,2024-10-16,Offre,resolu,4.0
TK002835,CL02299,2024-01-09,Reseau,ouvert,
TK002836,CL02302,2025-06-07,Materiel,resolu,3.0
TK002837,CL02303,2025-10-30,Facturation,abandonne,10.0
TK002838,CL02304,2025-11-18,Facturation,ouvert,
TK002839,CL02306,2024-02-23,Facturation,ouvert,
TK002840,CL02306,2024-05-23,Reseau,ouvert,
TK002841,CL02307,2024-10-24,Facturation,resolu,1.0
TK002842,CL02308,2025-08-19,Reseau,resolu,1.0
TK002843,CL02308,2024-09-17,Reseau,resolu,3.0
TK002844,CL02308,2025-01-04,Reseau,abandonne,12.0
TK002845,CL02308,2024-07-21,Facturation,resolu,10.0
TK002846,CL02308,2025-03-20,Reseau,abandonne,14.0
TK002847,CL02310,2024-11-10,Offre,abandonne,5.0
TK002848,CL02310,2024-03-13,Offre,abandonne,4.0
TK002849,CL02311,2025-05-04,Reseau,resolu,7.0
TK002850,CL02312,2025-02-10,Materiel,resolu,1.0
TK002851,CL02313,2025-12-31,Offre,resolu,2.0
TK002852,CL02314,2025-07-07,Reseau,ouvert,
TK002853,CL02317,2024-07-08,Reseau,resolu,3.0
TK002854,CL02317,2025-01-02,Offre,abandonne,3.0
TK002855,CL02319,2025-12-29,Facturation,resolu,1.0
TK002856,CL02322,2025-10-11,Facturation,ouvert,
TK002857,CL02323,2025-01-16,Materiel,abandonne,9.0
TK002858,CL02323,2025-04-29,Facturation,ouvert,
TK002859,CL02323,2025-08-23,Materiel,ouvert,
TK002860,CL02325,2024-05-07,Facturation,resolu,1.0
TK002861,CL02325,2024-04-16,Offre,ouvert,
TK002862,CL02325,2024-03-19,Facturation,abandonne,-1.0
TK002863,CL02330,2025-05-10,Offre,resolu,2.0
TK002864,CL02332,2025-09-03,Offre,abandonne,10.0
TK002865,CL02332,2025-07-29,Facturation,resolu,1.0
TK002866,CL02333,2024-01-28,Facturation,abandonne,30.0
TK002867,CL02334,2025-11-28,Offre,resolu,1.0
TK002868,CL02335,2024-05-27,Facturation,resolu,9.0
TK002869,CL02335,2024-08-22,Reseau,resolu,6.0
TK002870,CL02336,2025-11-30,Reseau,resolu,1.0
TK002871,CL02337,2024-08-17,Facturation,resolu,1.0
TK002872,CL02337,2025-11-23,Materiel,resolu,3.0
TK002873,CL02337,2024-04-25,Facturation,ouvert,
TK002874,CL02338,2024-12-11,Offre,abandonne,7.0
TK002875,CL02338,2024-12-12,Materiel,resolu,8.0
TK002876,CL02338,2025-03-05,Reseau,ouvert,
TK002877,CL02338,2024-11-19,Reseau,ouvert,
TK002878,CL02338,2024-12-06,Facturation,abandonne,7.0
TK002879,CL02338,2024-11-09,Reseau,abandonne,8.0
TK002880,CL02338,2025-02-05,Materiel,resolu,1.0
TK002881,CL02340,2025-05-27,Reseau,resolu,2.0
TK002882,CL02341,2024-10-25,Facturation,resolu,5.0
TK002883,CL02341,2024-12-31,Reseau,ouvert,
TK002884,CL02341,2025-06-22,Materiel,ouvert,
TK002885,CL02341,2025-03-28,Offre,ouvert,
TK002886,CL02345,2025-12-19,Facturation,resolu,1.0
TK002887,CL02346,2024-07-30,Facturation,resolu,2.0
TK002888,CL02347,2025-04-09,Reseau,abandonne,-15.0
TK002889,CL02347,2025-06-19,Facturation,abandonne,38.0
TK002890,CL02347,2025-03-31,Offre,resolu,6.0
TK002891,CL02348,2025-09-18,Facturation,resolu,1.0
TK002892,CL02349,2025-03-04,Offre,resolu,1.0
TK002893,CL02350,2024-12-22,Offre,resolu,-1.0
TK002894,CL02352,2024-01-11,Reseau,ouvert,
TK002895,CL02352,2024-05-05,Facturation,resolu,6.0
TK002896,CL02352,2024-03-06,Reseau,ouvert,
TK002897,CL02352,2024-03-05,Materiel,ouvert,
TK002898,CL02352,2024-04-08,Materiel,ouvert,
TK002899,CL02353,2025-06-06,Materiel,ouvert,
TK002900,CL02353,2025-04-27,Reseau,resolu,6.0
TK002901,CL02354,2025-01-04,Materiel,resolu,1.0
TK002902,CL02356,2024-02-27,Materiel,ouvert,
TK002903,CL02360,2024-05-02,Facturation,resolu,1.0
TK002904,CL02360,2024-07-04,Facturation,resolu,2.0
TK002905,CL02361,2025-11-12,Offre,abandonne,-16.0
TK002906,CL02361,2024-02-22,Facturation,resolu,1.0
TK002907,CL02363,2024-08-26,Facturation,ouvert,
TK002908,CL02365,2025-10-23,Reseau,resolu,1.0
TK002909,CL02365,2025-11-23,Materiel,ouvert,
TK002910,CL02366,2025-06-10,Materiel,abandonne,1.0
TK002911,CL02366,2025-08-11,Reseau,abandonne,4.0
TK002912,CL02366,2025-10-14,Reseau,ouvert,
TK002913,CL02366,2025-09-19,Materiel,ouvert,
TK002914,CL02367,2024-06-14,Facturation,resolu,1.0
TK002915,CL02367,2024-06-05,Reseau,resolu,9.0
TK002916,CL02368,2024-06-03,Reseau,resolu,1.0
TK002917,CL02369,2025-10-05,Facturation,ouvert,
TK002918,CL02370,2024-08-19,Facturation,ouvert,
TK002919,CL02371,2025-06-20,Reseau,resolu,7.0
TK002920,CL02372,2025-10-20,Offre,resolu,7.0
TK002921,CL02375,2024-02-08,Reseau,resolu,2.0
TK002922,CL02375,2024-12-01,Offre,ouvert,
TK002923,CL02375,2025-09-30,Facturation,resolu,1.0
TK002924,CL02376,2024-12-25,Reseau,ouvert,
TK002925,CL02376,2024-01-31,Reseau,resolu,1.0
TK002926,CL02376,2025-07-18,Facturation,resolu,-2.0
TK002927,CL02377,2025-04-03,Materiel,abandonne,4.0
TK002928,CL02377,2025-02-23,Materiel,ouvert,
TK002929,CL02378,2024-01-13,Reseau,ouvert,
TK002930,CL02379,2024-10-13,Reseau,resolu,1.0
TK002931,CL02381,2024-01-25,Reseau,resolu,2.0
TK002932,CL02383,2025-07-13,Facturation,resolu,3.0
TK002933,CL02383,2025-06-12,Offre,resolu,1.0
TK002934,CL02384,2025-01-08,Offre,ouvert,
TK002935,CL02384,2024-07-20,Facturation,ouvert,
TK002936,CL02384,2024-09-05,Reseau,resolu,1.0
TK002937,CL02384,2025-05-30,Offre,ouvert,
TK002938,CL02384,2025-10-22,Reseau,ouvert,
TK002939,CL02385,2024-10-09,Facturation,resolu,4.0
TK002940,CL02391,2024-02-15,Facturation,abandonne,22.0
TK002941,CL02391,2024-01-27,Facturation,resolu,2.0
TK002942,CL02392,2025-12-07,Reseau,resolu,11.0
TK002943,CL02393,2025-04-17,Facturation,resolu,4.0
TK002944,CL02394,2025-11-09,Reseau,resolu,3.0
TK002945,CL02397,2025-03-23,Materiel,resolu,5.0
TK002946,CL02397,2025-07-18,Materiel,resolu,1.0
TK002947,CL02397,2025-02-18,Materiel,ouvert,
TK002948,CL02399,2024-07-25,Offre,ouvert,
TK002949,CL02400,2024-04-19,Facturation,ouvert,
TK002950,CL02402,2025-01-21,Facturation,abandonne,25.0
TK002951,CL02405,2025-03-28,Facturation,resolu,1.0
TK002952,CL02406,2025-03-05,Facturation,abandonne,14.0
TK002953,CL02406,2025-01-03,Facturation,ouvert,
TK002954,CL02407,2025-09-27,Reseau,resolu,9.0
TK002955,CL02408,2024-01-28,Reseau,abandonne,19.0
TK002956,CL02408,2024-08-11,Facturation,resolu,1.0
TK002957,CL02408,2024-08-07,Reseau,resolu,1.0
TK002958,CL02408,2024-08-17,Facturation,ouvert,
TK002959,CL02411,2025-10-30,Facturation,ouvert,
TK002960,CL02412,2024-09-30,Facturation,resolu,2.0
TK002961,CL02412,2024-08-03,Reseau,resolu,3.0
TK002962,CL02413,2024-04-22,Facturation,resolu,5.0
TK002963,CL02413,2025-11-23,Facturation,resolu,1.0
TK002964,CL02413,2024-05-30,Materiel,resolu,6.0
TK002965,CL02414,2025-03-29,Materiel,resolu,8.0
TK002966,CL02415,2024-01-15,Reseau,resolu,1.0
TK002967,CL02415,2024-02-10,Facturation,ouvert,
TK002968,CL02416,2024-09-29,Reseau,abandonne,8.0
TK002969,CL02416,2025-05-17,Facturation,ouvert,
TK002970,CL02416,2025-01-04,Reseau,ouvert,
TK002971,CL02416,2025-03-05,Materiel,resolu,1.0
TK002972,CL02417,2025-02-16,Offre,abandonne,3.0
TK002973,CL02418,2024-08-13,Facturation,ouvert,
TK002974,CL02418,2024-06-11,Facturation,resolu,2.0
TK002975,CL02419,2024-12-16,Offre,resolu,15.0
TK002976,CL02420,2025-09-07,Reseau,resolu,11.0
TK002977,CL02422,2025-06-25,Materiel,resolu,1.0
TK002978,CL02422,2025-07-28,Reseau,resolu,1.0
TK002979,CL02424,2025-11-02,Facturation,resolu,4.0
TK002980,CL02424,2025-12-02,Reseau,resolu,6.0
TK002981,CL02425,2024-04-04,Reseau,abandonne,5.0
TK002982,CL02425,2024-02-16,Reseau,ouvert,
TK002983,CL02426,2025-04-21,Reseau,resolu,12.0
TK002984,CL02426,2025-04-11,Materiel,resolu,-1.0
TK002985,CL02427,2025-08-27,Offre,resolu,10.0
TK002986,CL02429,2025-04-08,Facturation,ouvert,
TK002987,CL02429,2024-08-22,Reseau,abandonne,7.0
TK002988,CL02430,2024-02-04,Reseau,abandonne,12.0
TK002989,CL02430,2024-02-01,Offre,ouvert,
TK002990,CL02430,2024-03-24,Reseau,ouvert,
TK002991,CL02431,2024-06-14,Facturation,abandonne,9.0
TK002992,CL02432,2024-05-16,Facturation,ouvert,
TK002993,CL02432,2024-08-15,Materiel,abandonne,5.0
TK002994,CL02432,2025-02-21,Materiel,abandonne,6.0
TK002995,CL02433,2024-02-14,Facturation,resolu,10.0
TK002996,CL02434,2024-01-18,Materiel,resolu,2.0
TK002997,CL02434,2024-01-18,Offre,resolu,1.0
TK002998,CL02435,2025-06-17,Reseau,resolu,9.0
TK002999,CL02436,2025-02-13,Offre,resolu,1.0
TK003000,CL02437,2025-12-26,Facturation,resolu,1.0
TK003001,CL02438,2024-10-17,Reseau,ouvert,
TK003002,CL02438,2024-03-25,Facturation,ouvert,
TK003003,CL02438,2025-01-25,Reseau,abandonne,4.0
TK003004,CL02438,2025-04-14,Facturation,abandonne,5.0
TK003005,CL02439,2025-04-17,Materiel,resolu,1.0
TK003006,CL02440,2024-06-03,Offre,abandonne,9.0
TK003007,CL02440,2024-05-10,Materiel,abandonne,5.0
TK003008,CL02440,2024-08-11,Facturation,ouvert,
TK003009,CL02440,2024-05-28,Offre,abandonne,2.0
TK003010,CL02440,2024-06-06,Reseau,resolu,2.0
TK003011,CL02442,2025-06-02,Reseau,resolu,3.0
TK003012,CL02442,2024-03-06,Reseau,resolu,2.0
TK003013,CL02444,2025-09-10,Facturation,resolu,4.0
TK003014,CL02445,2025-03-04,Reseau,resolu,1.0
TK003015,CL02445,2025-08-08,Reseau,resolu,11.0
TK003016,CL02451,2025-09-26,Reseau,resolu,7.0
TK003017,CL02454,2025-08-22,Offre,resolu,1.0
TK003018,CL02456,2024-06-12,Reseau,ouvert,
TK003019,CL02456,2024-01-25,Reseau,ouvert,
TK003020,CL02457,2024-05-05,Reseau,abandonne,18.0
TK003021,CL02458,2025-11-08,Offre,resolu,1.0
TK003022,CL02458,2024-10-06,Materiel,resolu,3.0
TK003023,CL02459,2024-12-09,Facturation,abandonne,13.0
TK003024,CL02459,2025-02-15,Reseau,abandonne,3.0
TK003025,CL02459,2025-05-20,Reseau,abandonne,15.0
TK003026,CL02463,2025-04-20,Facturation,resolu,6.0
TK003027,CL02464,2025-08-27,Reseau,resolu,1.0
TK003028,CL02464,2025-10-24,Facturation,ouvert,
TK003029,CL02465,2025-02-15,Offre,resolu,9.0
TK003030,CL02466,2025-05-20,Facturation,resolu,1.0
TK003031,CL02467,2025-06-28,Offre,resolu,6.0
TK003032,CL02467,2025-04-10,Offre,resolu,1.0
TK003033,CL02468,2025-08-03,Facturation,resolu,1.0
TK003034,CL02468,2025-08-07,Reseau,ouvert,
TK003035,CL02468,2025-01-22,Facturation,abandonne,10.0
TK003036,CL02469,2024-12-18,Offre,resolu,1.0
TK003037,CL02471,2025-03-22,Reseau,ouvert,
TK003038,CL02472,2024-10-11,Reseau,ouvert,
TK003039,CL02472,2024-12-03,Facturation,ouvert,
TK003040,CL02472,2025-03-19,Facturation,ouvert,
TK003041,CL02473,2025-05-28,Facturation,resolu,1.0
TK003042,CL02474,2025-01-04,Reseau,resolu,3.0
TK003043,CL02475,2024-06-19,Reseau,resolu,3.0
TK003044,CL02476,2025-08-13,Reseau,resolu,1.0
TK003045,CL02476,2024-07-16,Facturation,ouvert,
TK003046,CL02476,2024-09-17,Facturation,ouvert,
TK003047,CL02476,2024-11-01,Reseau,ouvert,
TK003048,CL02477,2025-05-05,Reseau,ouvert,
TK003049,CL02480,2025-03-18,Reseau,resolu,4.0
TK003050,CL02480,2024-06-15,Offre,resolu,10.0
TK003051,CL02480,2024-09-10,Reseau,resolu,1.0
TK003052,CL02481,2024-07-13,Materiel,abandonne,14.0
TK003053,CL02481,2024-09-01,Reseau,resolu,3.0
TK003054,CL02481,2024-03-21,Reseau,resolu,1.0
TK003055,CL02482,2025-09-03,Reseau,resolu,6.0
TK003056,CL02483,2024-12-28,Reseau,resolu,1.0
TK003057,CL02484,2025-06-30,Facturation,resolu,1.0
TK003058,CL02485,2024-05-16,Offre,resolu,2.0
TK003059,CL02486,2025-08-06,Reseau,resolu,2.0
TK003060,CL02487,2024-10-10,Reseau,ouvert,
TK003061,CL02487,2024-09-16,Reseau,abandonne,11.0
TK003062,CL02488,2025-07-15,Reseau,resolu,5.0
TK003063,CL02489,2024-08-19,Materiel,abandonne,6.0
TK003064,CL02489,2024-04-12,Facturation,ouvert,
TK003065,CL02489,2024-02-15,Facturation,ouvert,
TK003066,CL02490,2024-04-11,Materiel,abandonne,19.0
TK003067,CL02491,2025-03-18,Materiel,resolu,1.0
TK003068,CL02492,2024-07-27,Offre,resolu,1.0
TK003069,CL02494,2025-08-11,Reseau,ouvert,
TK003070,CL02496,2025-06-21,Facturation,resolu,4.0
TK003071,CL02497,2025-09-03,Facturation,ouvert,
TK003072,CL02498,2024-11-30,Materiel,resolu,1.0
