id_client,mois,voix_min,sms_count,data_mb
CL00798,2024-04-01,41.2,53,1014.6
CL00798,2024-05-01,45.2,58,1113.3
CL00798,2024-06-01,48.4,62,1191.9
CL00798,2024-07-01,16.9,21,417.5
CL00798,2024-08-01,17.3,22,427.6
CL00798,2024-09-01,16.4,21,404.8
CL00799,2024-11-01,89.6,20,4430.2
CL00799,2024-12-01,95.3,22,4711.9
CL00799,2025-01-01,93.6,21,4630.9
CL00799,2025-02-01,117.1,27,5789.5
CL00799,2025-03-01,99.7,23,4930.3
CL00799,2025-04-01,90.4,21,4471.6
CL00799,2025-05-01,105.8,24,5232.9
CL00799,2025-06-01,94.1,21,4654.8
CL00799,2025-07-01,101.4,23,5012.5
CL00799,2025-08-01,99.6,23,4926.3
CL00799,2025-09-01,75.9,17,3751.3
CL00799,2025-10-01,109.4,25,5408.5
CL00799,2025-11-01,113.7,26,5620.5
CL00799,2025-12-01,108.1,25,5347.7
CL00800,2024-07-01,542.7,51,1069.6
CL00800,2024-08-01,542.7,51,1069.7
CL00800,2024-09-01,475.0,45,936.2
CL00800,2024-10-01,438.5,41,864.2
CL00800,2024-11-01,417.8,39,823.5
CL00800,2024-12-01,446.4,42,879.8
CL00800,2025-01-01,553.1,52,1090.1
CL00800,2025-02-01,463.4,44,913.3
CL00800,2025-03-01,481.1,45,948.3
CL00800,2025-04-01,584.8,55,1152.5
CL00800,2025-05-01,522.6,49,1030.0
CL00800,2025-06-01,514.0,48,1013.1
CL00800,2025-07-01,493.4,46,972.4
CL00800,2025-08-01,479.2,45,944.5
CL00800,2025-09-01,564.1,53,1111.8
CL00800,2025-10-01,491.7,46,969.1
CL00800,2025-11-01,425.5,40,838.7
CL00800,2025-12-01,480.3,45,946.6
CL00801,2025-04-01,419.4,21,5225.4
CL00801,2025-05-01,265.3,13,3304.9
CL00801,2025-06-01,316.0,16,3936.6
CL00801,2025-07-01,348.1,18,4337.3
CL00801,2025-08-01,401.1,21,4996.7
CL00801,2025-09-01,308.7,16,3846.3
CL00801,2025-10-01,321.7,16,4007.4
CL00801,2025-11-01,360.2,18,4487.5
CL00801,2025-12-01,277.8,14,3460.6
CL00802,2024-01-01,711.5,49,15669.2
CL00802,2024-02-01,823.6,56,18136.2
CL00802,2024-03-01,594.5,41,13091.8
CL00802,2024-04-01,719.9,49,15852.6
CL00802,2024-05-01,818.0,56,18013.0
CL00802,2024-06-01,816.9,56,17990.1
CL00802,2024-07-01,549.1,37,12092.8
CL00802,2024-08-01,605.4,41,13331.3
CL00802,2024-09-01,734.0,50,16164.1
CL00802,2024-10-01,587.1,40,12929.4
CL00802,2024-11-01,764.8,52,16842.7
CL00802,2024-12-01,629.0,43,13852.1
CL00802,2025-01-01,566.5,39,12474.9
CL00802,2025-02-01,827.5,57,18222.8
CL00802,2025-03-01,791.7,54,17435.3
CL00802,2025-04-01,520.5,35,11461.0
CL00802,2025-05-01,797.3,55,17556.7
CL00802,2025-06-01,645.7,44,14219.1
CL00802,2025-07-01,680.7,46,14990.6
CL00802,2025-08-01,660.3,45,14541.6
CL00802,2025-09-01,664.9,45,14642.6
CL00802,2025-10-01,584.5,40,12871.9
CL00802,2025-11-01,660.9,45,14554.7
CL00802,2025-12-01,678.3,46,14938.1
CL00803,2024-01-01,800.7,29,17193.2
CL00803,2024-02-01,815.1,30,17502.1
CL00803,2024-03-01,875.9,32,18808.4
CL00803,2024-04-01,927.0,34,19904.7
CL00803,2024-05-01,1038.5,38,22299.9
CL00803,2024-06-01,925.7,34,19878.5
CL00803,2024-07-01,1159.0,43,24887.5
CL00803,2024-08-01,1127.0,41,24200.6
CL00803,2024-09-01,966.3,35,20750.2
CL00803,2024-10-01,745.8,27,16014.0
CL00803,2024-11-01,894.9,33,19215.4
CL00803,2024-12-01,896.9,33,19259.2
CL00803,2025-01-01,858.0,31,18424.0
CL00803,2025-02-01,827.8,30,17775.6
CL00803,2025-03-01,742.8,27,15950.7
CL00803,2025-04-01,797.4,29,17122.2
CL00803,2025-05-01,814.5,30,17489.1
CL00803,2025-06-01,904.0,33,19411.7
CL00803,2025-07-01,1074.1,39,23064.9
CL00803,2025-08-01,929.9,34,19968.4
CL00803,2025-09-01,773.3,28,16604.8
CL00803,2025-10-01,792.7,29,17022.1
CL00803,2025-11-01,844.9,31,18141.8
CL00803,2025-12-01,865.4,32,18583.1
CL00804,2024-01-01,461.6,63,6361.0
CL00804,2024-02-01,411.1,56,5664.7
CL00804,2024-03-01,487.9,67,6723.5
CL00804,2024-04-01,574.7,79,7920.3
CL00804,2024-05-01,548.9,75,7564.8
CL00804,2024-06-01,506.1,69,6974.4
CL00804,2024-07-01,515.6,70,7105.2
CL00804,2024-08-01,465.1,63,6409.8
CL00804,2024-09-01,457.9,62,6310.6
CL00804,2024-10-01,498.3,68,6867.5
CL00804,2024-11-01,555.6,76,7655.9
CL00804,2024-12-01,389.3,53,5365.0
CL00804,2025-01-01,540.6,74,7449.3
CL00804,2025-02-01,437.6,60,6030.8
CL00804,2025-03-01,461.4,63,6358.9
CL00804,2025-04-01,481.6,66,6636.7
CL00804,2025-05-01,420.2,57,5791.3
CL00804,2025-06-01,279.0,38,3845.3
CL00804,2025-07-01,553.3,76,7624.7
CL00804,2025-08-01,444.7,61,6127.6
CL00804,2025-09-01,369.7,50,5094.2
CL00804,2025-10-01,552.6,75,7615.2
CL00804,2025-11-01,406.9,55,5606.9
CL00804,2025-12-01,448.6,61,6182.4
CL00805,2024-01-01,574.8,63,13119.5
CL00805,2024-02-01,587.1,64,13398.9
CL00805,2024-03-01,659.5,72,15051.3
CL00805,2024-04-01,554.5,61,12654.8
CL00805,2024-05-01,474.1,52,10819.6
CL00805,2024-06-01,647.5,71,14779.0
CL00805,2024-07-01,560.0,61,12782.2
CL00805,2024-08-01,606.9,66,13852.3
CL00805,2024-09-01,671.0,73,15314.0
CL00805,2024-10-01,661.7,72,15102.6
CL00805,2024-11-01,616.2,67,14064.8
CL00805,2024-12-01,583.3,64,13313.3
CL00805,2025-01-01,569.2,62,12992.1
CL00805,2025-02-01,620.4,68,14160.3
CL00805,2025-03-01,507.4,55,11580.2
CL00805,2025-04-01,598.6,65,13662.3
CL00805,2025-05-01,647.0,71,14767.0
CL00805,2025-06-01,443.1,48,10112.3
CL00805,2025-07-01,696.8,76,15903.3
CL00805,2025-08-01,585.3,64,13359.2
CL00805,2025-09-01,502.1,55,11459.6
CL00805,2025-10-01,460.7,50,10515.9
CL00805,2025-11-01,634.0,69,14470.0
CL00805,2025-12-01,623.3,68,14225.3
CL00806,2024-01-01,178.0,68,2408.9
CL00806,2024-02-01,198.8,76,2690.0
CL00806,2024-03-01,205.7,79,2783.2
CL00806,2024-04-01,185.8,71,2513.5
CL00806,2024-05-01,180.2,69,2437.9
CL00806,2024-06-01,172.9,66,2339.1
CL00806,2024-07-01,228.6,88,3093.2
CL00806,2024-08-01,190.2,73,2573.4
CL00806,2024-09-01,202.4,78,2738.1
CL00806,2024-10-01,170.5,65,2306.4
CL00806,2024-11-01,207.9,80,2813.3
CL00806,2024-12-01,188.4,72,2549.4
CL00806,2025-01-01,190.9,73,2583.3
CL00806,2025-02-01,176.6,68,2389.9
CL00806,2025-03-01,192.0,74,2598.1
CL00806,2025-04-01,183.2,70,2478.2
CL00806,2025-05-01,153.5,59,2077.4
CL00806,2025-06-01,157.2,60,2127.3
CL00806,2025-07-01,182.5,70,2468.6
CL00806,2025-08-01,142.3,55,1925.6
CL00806,2025-09-01,156.7,60,2120.7
CL00806,2025-10-01,132.7,51,1795.3
CL00806,2025-11-01,172.8,66,2338.0
CL00806,2025-12-01,150.8,58,2040.0
CL00807,2024-09-01,328.9,60,3263.9
CL00807,2024-10-01,386.5,71,3836.3
CL00807,2024-11-01,303.7,55,3013.8
CL00807,2024-12-01,322.8,59,3203.6
CL00807,2025-01-01,346.0,63,3434.2
CL00807,2025-02-01,348.6,64,3459.9
CL00807,2025-03-01,339.9,62,3373.8
CL00807,2025-04-01,317.2,58,3148.3
CL00807,2025-05-01,282.3,52,2801.7
CL00807,2025-06-01,361.1,66,3584.2
CL00807,2025-07-01,404.8,74,4017.1
CL00807,2025-08-01,329.6,60,3271.3
CL00807,2025-09-01,366.0,67,3632.8
CL00807,2025-10-01,160.9,29,1596.9
CL00807,2025-11-01,131.4,24,1303.7
CL00807,2025-12-01,161.0,29,1597.8
CL00808,2024-01-01,45.6,8,923.2
CL00808,2024-02-01,62.0,11,1254.5
CL00808,2024-03-01,50.3,9,1018.0
CL00809,2024-01-01,312.8,63,2154.5
CL00809,2024-02-01,368.8,74,2540.4
CL00809,2024-03-01,337.8,68,2326.9
CL00809,2024-04-01,273.6,55,1884.7
CL00809,2024-05-01,284.9,57,1962.3
CL00809,2024-06-01,320.0,64,2203.9
CL00809,2024-07-01,390.4,78,2689.2
CL00809,2024-08-01,313.1,63,2156.4
CL00809,2024-09-01,365.9,73,2520.3
CL00809,2024-10-01,293.3,59,2020.6
CL00809,2024-11-01,308.0,62,2121.3
CL00809,2024-12-01,335.0,67,2307.3
CL00809,2025-01-01,387.4,78,2668.6
CL00809,2025-02-01,246.6,49,1698.6
CL00809,2025-03-01,315.9,63,2176.1
CL00809,2025-04-01,299.3,60,2061.5
CL00809,2025-05-01,298.5,60,2056.0
CL00809,2025-06-01,366.3,74,2522.8
CL00809,2025-07-01,338.2,68,2329.8
CL00809,2025-08-01,288.6,58,1987.9
CL00809,2025-09-01,269.4,54,1855.9
CL00809,2025-10-01,280.7,56,1933.4
CL00809,2025-11-01,249.0,50,1714.9
CL00809,2025-12-01,333.8,67,2299.2
CL00810,2024-01-01,129.6,103,5711.8
CL00810,2024-02-01,126.0,100,5554.9
CL00810,2024-03-01,155.6,124,6858.1
CL00810,2024-04-01,133.9,107,5902.5
CL00810,2024-05-01,118.6,94,5229.4
CL00810,2024-06-01,129.2,103,5698.2
CL00810,2024-07-01,129.9,103,5725.0
CL00810,2024-08-01,160.3,128,7067.5
CL00810,2024-09-01,117.1,93,5162.8
CL00810,2024-10-01,142.1,113,6265.3
CL00810,2024-11-01,141.9,113,6255.6
CL00810,2024-12-01,112.2,89,4946.1
CL00810,2025-01-01,110.7,88,4880.5
CL00810,2025-02-01,111.3,89,4906.8
CL00810,2025-03-01,107.1,85,4723.3
CL00810,2025-04-01,126.6,101,5580.1
CL00810,2025-05-01,119.9,95,5284.2
CL00810,2025-06-01,129.0,103,5685.3
CL00810,2025-07-01,116.1,92,5120.6
CL00810,2025-08-01,105.4,84,4645.8
CL00810,2025-09-01,127.7,102,5630.8
CL00810,2025-10-01,140.6,112,6196.6
CL00810,2025-11-01,105.9,84,4670.8
CL00810,2025-12-01,109.9,87,4847.3
CL00811,2024-12-01,136.2,45,8087.5
CL00811,2025-01-01,168.4,56,10001.4
CL00811,2025-02-01,161.1,54,9567.9
CL00811,2025-03-01,54.5,18,3237.2
CL00811,2025-04-01,46.5,15,2761.9
CL00811,2025-05-01,57.9,19,3440.9
CL00812,2025-03-01,624.3,48,18077.6
CL00812,2025-04-01,580.9,44,16820.3
CL00812,2025-05-01,492.8,38,14267.9
CL00812,2025-06-01,528.2,40,15294.2
CL00812,2025-07-01,617.3,47,17874.7
CL00812,2025-08-01,561.8,43,16267.6
CL00812,2025-09-01,660.5,51,19125.2
CL00812,2025-10-01,640.7,49,18550.1
CL00812,2025-11-01,495.7,38,14352.7
CL00812,2025-12-01,530.1,40,15348.9
CL00813,2024-01-01,372.0,68,10291.7
CL00813,2024-02-01,418.1,77,11569.2
CL00813,2024-03-01,367.7,68,10174.5
CL00813,2024-04-01,299.1,55,8275.9
CL00813,2024-05-01,278.2,51,7698.7
CL00813,2024-06-01,406.6,75,11250.7
CL00813,2024-07-01,345.1,63,9547.2
CL00813,2024-08-01,356.4,66,9861.9
CL00813,2024-09-01,321.7,59,8900.8
CL00813,2024-10-01,352.0,65,9739.6
CL00813,2024-11-01,337.1,62,9328.0
CL00813,2024-12-01,323.3,59,8945.9
CL00813,2025-01-01,343.7,63,9508.4
CL00813,2025-02-01,366.9,67,10150.8
CL00813,2025-03-01,308.7,57,8540.8
CL00813,2025-04-01,353.3,65,9775.7
CL00813,2025-05-01,284.8,52,7878.9
CL00813,2025-06-01,368.2,68,10187.3
CL00813,2025-07-01,296.9,55,8214.0
CL00813,2025-08-01,310.0,57,8575.8
CL00813,2025-09-01,356.8,66,9873.4
CL00813,2025-10-01,293.3,54,8113.8
CL00813,2025-11-01,341.8,63,9457.9
CL00813,2025-12-01,378.6,70,10476.5
CL00814,2024-01-01,44.3,26,919.3
CL00814,2024-02-01,50.0,30,1037.0
CL00814,2024-03-01,42.2,25,875.6
CL00814,2024-04-01,51.7,31,1071.8
CL00814,2024-05-01,51.1,30,1059.6
CL00814,2024-06-01,53.8,32,1114.9
CL00814,2024-07-01,44.4,26,921.6
CL00814,2024-08-01,54.3,32,1125.2
CL00814,2024-09-01,42.4,25,878.2
CL00814,2024-10-01,46.4,27,961.8
CL00814,2024-11-01,43.4,26,899.7
CL00814,2024-12-01,44.1,26,913.6
CL00814,2025-01-01,46.2,27,957.0
CL00814,2025-02-01,43.9,26,909.5
CL00814,2025-03-01,40.4,24,838.4
CL00814,2025-04-01,36.8,22,763.0
CL00814,2025-05-01,46.5,27,964.0
CL00814,2025-06-01,35.4,21,733.9
CL00814,2025-07-01,51.5,30,1068.1
CL00814,2025-08-01,51.9,31,1075.4
CL00814,2025-09-01,48.1,28,998.1
CL00814,2025-10-01,45.5,27,943.3
CL00814,2025-11-01,42.7,25,885.2
CL00814,2025-12-01,49.5,29,1025.8
CL00815,2024-03-01,54.3,4,782.2
CL00815,2024-04-01,62.3,5,897.7
CL00815,2024-05-01,59.6,4,859.1
CL00815,2024-06-01,57.9,4,834.3
CL00815,2024-07-01,61.6,5,887.9
CL00815,2024-08-01,72.4,5,1043.5
CL00815,2024-09-01,57.1,4,823.1
CL00815,2024-10-01,72.3,5,1042.1
CL00815,2024-11-01,20.2,1,291.0
CL00815,2024-12-01,21.0,1,302.5
CL00815,2025-01-01,18.3,1,263.1
CL00816,2025-05-01,99.8,43,893.3
CL00816,2025-06-01,74.5,32,666.6
CL00816,2025-07-01,81.1,35,726.0
CL00816,2025-08-01,78.2,34,700.3
CL00816,2025-09-01,74.0,32,662.9
CL00816,2025-10-01,76.6,33,685.9
CL00816,2025-11-01,97.1,42,869.7
CL00816,2025-12-01,109.7,48,981.8
CL00817,2024-01-01,225.3,35,2082.0
CL00817,2024-02-01,206.9,32,1911.6
CL00817,2024-03-01,249.1,39,2301.8
CL00817,2024-04-01,272.9,43,2521.3
CL00817,2024-05-01,266.0,42,2457.7
CL00817,2024-06-01,238.0,37,2199.2
CL00817,2024-07-01,295.6,46,2730.7
CL00817,2024-08-01,267.1,42,2467.8
CL00817,2024-09-01,245.7,39,2269.8
CL00817,2024-10-01,236.4,37,2184.2
CL00817,2024-11-01,204.4,32,1888.5
CL00817,2024-12-01,270.3,42,2497.2
CL00817,2025-01-01,180.0,28,1662.9
CL00817,2025-02-01,229.4,36,2119.1
CL00817,2025-03-01,209.7,33,1937.2
CL00817,2025-04-01,223.2,35,2062.0
CL00817,2025-05-01,225.4,35,2082.1
CL00817,2025-06-01,280.8,44,2594.0
CL00817,2025-07-01,247.6,39,2287.8
CL00817,2025-08-01,188.3,29,1739.4
CL00817,2025-09-01,242.1,38,2236.4
CL00817,2025-10-01,112.7,17,1041.0
CL00817,2025-11-01,104.4,16,964.3
CL00817,2025-12-01,82.1,13,758.5
CL00818,2025-04-01,122.5,20,8969.1
CL00818,2025-05-01,79.5,13,5818.3
CL00818,2025-06-01,81.0,13,5925.1
CL00818,2025-07-01,94.0,15,6877.9
CL00818,2025-08-01,107.9,18,7899.8
CL00818,2025-09-01,43.5,7,3182.3
CL00818,2025-10-01,32.7,5,2395.8
CL00818,2025-11-01,31.9,5,2332.5
CL00819,2024-01-01,182.4,36,3082.6
CL00819,2024-02-01,229.1,46,3872.5
CL00819,2024-03-01,220.6,44,3728.7
CL00819,2024-04-01,241.6,48,4084.2
CL00819,2024-05-01,155.4,31,2627.5
CL00819,2024-06-01,247.1,49,4177.4
CL00819,2024-07-01,248.6,50,4201.9
CL00819,2024-08-01,212.6,42,3594.2
CL00819,2024-09-01,201.1,40,3399.1
CL00819,2024-10-01,191.8,38,3241.5
CL00819,2024-11-01,250.0,50,4226.5
CL00819,2024-12-01,237.4,47,4012.5
CL00819,2025-01-01,212.3,42,3589.1
CL00819,2025-02-01,234.2,47,3958.7
CL00819,2025-03-01,207.1,41,3501.4
CL00819,2025-04-01,251.6,50,4252.5
CL00819,2025-05-01,175.1,35,2959.6
CL00819,2025-06-01,252.0,50,4259.2
CL00819,2025-07-01,227.9,46,3852.0
CL00819,2025-08-01,241.2,48,4076.7
CL00819,2025-09-01,239.1,48,4042.1
CL00819,2025-10-01,247.2,49,4178.2
CL00819,2025-11-01,226.1,45,3822.7
CL00819,2025-12-01,265.4,53,4486.0
CL00820,2024-01-01,327.3,50,4847.1
CL00820,2024-02-01,313.4,48,4641.2
CL00820,2024-03-01,311.8,48,4616.9
CL00820,2024-04-01,277.7,42,4112.6
CL00820,2024-05-01,230.2,35,3408.8
CL00820,2024-06-01,346.6,53,5133.0
CL00820,2024-07-01,328.6,50,4865.3
CL00820,2024-08-01,214.4,33,3175.5
CL00820,2024-09-01,311.5,48,4611.9
CL00820,2024-10-01,308.0,47,4560.6
CL00820,2024-11-01,340.3,52,5038.5
CL00820,2024-12-01,311.2,48,4608.0
CL00820,2025-01-01,328.0,50,4856.3
CL00820,2025-02-01,296.3,45,4387.0
CL00820,2025-03-01,412.4,63,6107.3
CL00820,2025-04-01,265.3,41,3928.9
CL00820,2025-05-01,322.5,49,4774.9
CL00820,2025-06-01,376.1,58,5569.3
CL00820,2025-07-01,291.9,45,4322.6
CL00820,2025-08-01,286.8,44,4246.6
CL00820,2025-09-01,350.8,54,5194.2
CL00820,2025-10-01,313.8,48,4646.4
CL00820,2025-11-01,316.1,48,4680.3
CL00820,2025-12-01,323.3,50,4787.4
CL00821,2024-12-01,333.9,14,3642.7
CL00821,2025-01-01,356.2,15,3885.9
CL00821,2025-02-01,337.9,14,3685.9
CL00821,2025-03-01,284.8,12,3107.1
CL00821,2025-04-01,313.8,13,3423.7
CL00821,2025-05-01,299.7,12,3269.8
CL00821,2025-06-01,336.2,14,3667.5
CL00821,2025-07-01,358.7,15,3913.6
CL00821,2025-08-01,292.6,12,3191.7
CL00821,2025-09-01,301.3,13,3286.6
CL00821,2025-10-01,409.6,17,4468.5
CL00821,2025-11-01,320.7,13,3498.5
CL00821,2025-12-01,357.3,15,3897.6
CL00822,2025-05-01,42.7,60,697.5
CL00822,2025-06-01,50.9,72,832.0
CL00822,2025-07-01,53.9,76,880.9
CL00822,2025-08-01,45.6,64,745.6
CL00822,2025-09-01,56.9,80,931.1
CL00822,2025-10-01,54.9,77,897.5
CL00822,2025-11-01,49.4,70,808.2
CL00822,2025-12-01,53.8,76,879.5
CL00823,2025-04-01,329.4,38,1385.7
CL00823,2025-05-01,283.0,33,1190.6
CL00823,2025-06-01,341.2,40,1435.4
CL00823,2025-07-01,352.4,41,1482.4
CL00823,2025-08-01,126.1,14,530.4
CL00823,2025-09-01,107.5,12,452.2
CL00823,2025-10-01,138.8,16,584.1
CL00824,2025-06-01,126.6,19,1269.7
CL00824,2025-07-01,113.7,17,1140.2
CL00824,2025-08-01,89.9,13,901.8
CL00824,2025-09-01,86.6,13,869.1
CL00824,2025-10-01,48.0,7,481.6
CL00824,2025-11-01,35.7,5,358.1
CL00824,2025-12-01,39.1,6,392.6
CL00825,2025-06-01,93.5,34,972.0
CL00825,2025-07-01,95.7,35,995.0
CL00825,2025-08-01,89.3,33,928.9
CL00825,2025-09-01,98.0,36,1018.9
CL00825,2025-10-01,109.8,40,1142.3
CL00825,2025-11-01,107.0,39,1113.2
CL00825,2025-12-01,82.4,30,856.7
CL00826,2024-01-01,50.7,47,516.6
CL00826,2024-02-01,43.4,40,441.7
CL00826,2024-03-01,48.5,45,493.7
CL00826,2024-04-01,66.3,62,675.3
CL00826,2024-05-01,58.4,55,594.8
CL00826,2024-06-01,54.4,51,554.2
CL00826,2024-07-01,68.8,65,701.2
CL00826,2024-08-01,54.0,51,550.2
CL00826,2024-09-01,23.5,22,239.7
CL00826,2024-10-01,29.0,27,295.0
CL00826,2024-11-01,27.4,25,279.5
CL00827,2024-01-01,259.0,19,4654.6
CL00827,2024-02-01,224.9,16,4041.9
CL00827,2024-03-01,212.2,15,3812.8
CL00827,2024-04-01,249.5,18,4483.3
CL00827,2024-05-01,231.3,16,4156.3
CL00827,2024-07-01,255.3,18,4587.5
CL00827,2024-08-01,266.9,19,4794.9
CL00827,2024-09-01,184.8,13,3320.1
CL00827,2024-10-01,322.2,23,5788.6
CL00827,2024-11-01,289.0,21,5192.3
CL00827,2024-12-01,322.6,23,5795.9
CL00827,2025-01-01,279.0,20,5012.4
CL00827,2025-02-01,205.1,15,3684.5
CL00827,2025-03-01,219.3,16,3940.3
CL00827,2025-04-01,250.4,18,4499.9
CL00827,2025-05-01,279.6,20,5023.6
CL00827,2025-06-01,291.6,21,5239.8
CL00827,2025-08-01,188.1,13,3379.5
CL00827,2025-09-01,211.3,15,3796.6
CL00827,2025-10-01,241.1,17,4331.3
CL00827,2025-11-01,220.4,16,3960.5
CL00827,2025-12-01,223.0,16,4006.1
CL00828,2024-11-01,66.7,57,399.1
CL00828,2024-12-01,63.7,54,381.0
CL00828,2025-01-01,65.6,56,392.5
CL00828,2025-02-01,62.8,53,375.3
CL00828,2025-03-01,60.2,51,359.9
CL00828,2025-04-01,68.5,58,409.5
CL00828,2025-05-01,75.7,64,452.9
CL00828,2025-06-01,62.6,53,374.7
CL00828,2025-07-01,55.3,47,330.6
CL00828,2025-08-01,68.2,58,408.1
CL00828,2025-09-01,64.0,54,382.5
CL00828,2025-10-01,85.6,73,511.8
CL00828,2025-11-01,76.0,64,454.3
CL00828,2025-12-01,56.6,48,338.5
CL00829,2025-04-01,91.0,29,959.0
CL00829,2025-05-01,89.2,29,940.6
CL00829,2025-06-01,72.4,23,763.8
CL00829,2025-07-01,112.2,36,1182.7
CL00829,2025-08-01,106.0,34,1117.6
CL00829,2025-09-01,94.2,31,993.0
CL00829,2025-10-01,77.3,25,814.8
CL00829,2025-11-01,90.6,29,955.5
CL00829,2025-12-01,85.3,28,899.5
CL00830,2024-10-01,624.8,42,20609.0
CL00830,2024-11-01,782.9,53,25820.9
CL00830,2024-12-01,534.9,36,17642.4
CL00830,2025-01-01,477.3,32,15741.2
CL00830,2025-02-01,763.1,51,25168.7
CL00830,2025-03-01,891.4,60,29399.0
CL00830,2025-04-01,604.9,41,19951.1
CL00830,2025-05-01,609.7,41,20108.9
CL00830,2025-06-01,614.6,41,20271.6
CL00830,2025-07-01,768.4,52,25343.8
CL00830,2025-08-01,774.2,52,25534.5
CL00830,2025-09-01,899.7,60,29673.9
CL00830,2025-10-01,896.6,60,29571.3
CL00830,2025-11-01,856.4,58,28246.7
CL00830,2025-12-01,785.0,53,25891.2
CL00831,2025-02-01,91.5,14,573.2
CL00831,2025-03-01,87.9,13,550.4
CL00831,2025-04-01,94.1,14,589.3
CL00831,2025-05-01,84.9,13,532.1
CL00831,2025-06-01,28.5,4,178.6
CL00831,2025-07-01,34.9,5,218.5
CL00831,2025-08-01,34.6,5,216.5
CL00832,2024-01-01,119.8,53,897.6
CL00832,2024-02-01,84.2,37,630.7
CL00832,2024-03-01,86.6,38,648.9
CL00832,2024-04-01,91.5,40,685.5
CL00832,2024-05-01,103.5,45,775.2
CL00832,2024-06-01,85.3,37,639.3
CL00832,2024-07-01,98.4,43,737.4
CL00832,2024-08-01,93.8,41,702.6
CL00832,2024-09-01,84.7,37,634.8
CL00832,2024-10-01,77.7,34,582.0
CL00832,2024-11-01,106.2,47,795.8
CL00832,2024-12-01,75.0,33,562.1
CL00832,2025-01-01,96.7,42,724.1
CL00832,2025-02-01,40.7,18,304.8
CL00832,2025-03-01,34.2,15,256.4
CL00832,2025-04-01,39.8,17,297.9
CL00833,2024-01-01,175.1,49,2487.7
CL00833,2024-02-01,208.6,58,2963.8
CL00833,2024-03-01,193.4,54,2747.6
CL00833,2024-04-01,157.1,44,2231.8
CL00833,2024-05-01,208.2,58,2957.3
CL00833,2024-06-01,209.3,59,2973.7
CL00833,2024-07-01,225.5,63,3203.6
CL00833,2024-08-01,183.8,51,2611.9
CL00833,2024-09-01,210.5,59,2991.4
CL00833,2024-10-01,172.5,48,2450.6
CL00833,2024-11-01,199.9,56,2839.6
CL00833,2024-12-01,180.5,50,2564.6
CL00833,2025-01-01,159.6,45,2267.6
CL00833,2025-02-01,168.9,47,2400.0
CL00833,2025-03-01,218.8,61,3109.0
CL00833,2025-04-01,177.8,50,2526.8
CL00833,2025-05-01,187.0,52,2656.8
CL00833,2025-06-01,232.9,65,3308.4
CL00833,2025-07-01,211.5,59,3004.8
CL00833,2025-08-01,190.5,53,2706.9
CL00833,2025-09-01,187.4,52,2663.0
CL00833,2025-10-01,171.1,48,2431.6
CL00833,2025-11-01,212.3,59,3016.6
CL00833,2025-12-01,211.9,59,3009.9
CL00834,2024-01-01,222.1,54,1892.9
CL00834,2024-02-01,298.1,73,2540.9
CL00834,2024-03-01,261.9,64,2232.2
CL00834,2024-04-01,248.9,61,2121.4
CL00834,2024-05-01,286.4,70,2441.3
CL00834,2024-06-01,280.2,69,2388.2
CL00834,2024-07-01,260.4,64,2219.5
CL00834,2024-08-01,265.7,65,2264.4
CL00834,2024-09-01,241.9,59,2062.0
CL00834,2024-10-01,271.9,67,2317.7
CL00834,2024-11-01,223.3,55,1903.4
CL00834,2024-12-01,278.1,68,2370.4
CL00834,2025-01-01,277.0,68,2361.2
CL00834,2025-02-01,305.1,75,2600.7
CL00834,2025-03-01,290.1,71,2472.7
CL00834,2025-04-01,273.8,67,2334.2
CL00834,2025-05-01,243.8,60,2078.4
CL00834,2025-06-01,241.8,59,2061.4
CL00834,2025-07-01,217.2,53,1851.6
CL00834,2025-08-01,221.3,54,1886.7
CL00834,2025-09-01,273.1,67,2327.8
CL00834,2025-10-01,248.9,61,2121.6
CL00834,2025-11-01,174.8,43,1490.0
CL00834,2025-12-01,280.7,69,2392.6
CL00835,2025-03-01,133.0,73,1119.8
CL00835,2025-04-01,125.8,69,1059.5
CL00835,2025-05-01,123.5,68,1040.4
CL00835,2025-06-01,121.5,67,1023.7
CL00835,2025-07-01,96.3,53,810.8
CL00835,2025-08-01,119.3,65,1005.1
CL00835,2025-09-01,155.3,85,1308.1
CL00835,2025-10-01,121.3,66,1021.3
CL00835,2025-11-01,138.6,76,1167.5
CL00835,2025-12-01,120.9,66,1018.5
CL00836,2024-04-01,122.9,45,628.7
CL00836,2024-05-01,95.5,35,488.7
CL00836,2024-06-01,120.1,44,614.2
CL00836,2024-07-01,112.2,41,574.0
CL00836,2024-08-01,128.9,47,659.6
CL00836,2024-09-01,149.0,54,762.2
CL00836,2024-10-01,104.4,38,533.8
CL00836,2024-11-01,107.4,39,549.2
CL00836,2024-12-01,108.7,39,556.2
CL00836,2025-01-01,116.4,42,595.3
CL00836,2025-02-01,104.3,38,533.5
CL00836,2025-03-01,88.0,32,450.3
CL00836,2025-04-01,120.4,44,615.7
CL00836,2025-05-01,116.7,42,597.1
CL00836,2025-06-01,101.6,37,519.5
CL00836,2025-07-01,103.5,37,529.2
CL00836,2025-08-01,118.1,43,603.9
CL00836,2025-09-01,102.6,37,524.6
CL00836,2025-10-01,108.8,39,556.7
CL00836,2025-11-01,126.1,46,645.3
CL00836,2025-12-01,106.5,39,544.8
CL00837,2024-07-01,1292.8,5,31297.9
