id_facture,id_client,date_facturation,montant_fcfa,methode_paiement
F001327,CL00077,2024-01-01,4310.0,Orange Money
F001328,CL00077,2024-02-01,4147.0,Orange Money
F001329,CL00077,2024-03-01,4013.0,Orange Money
F001330,CL00077,2024-04-01,4253.0,MTN MoMo
F001331,CL00077,2024-05-01,3491.0,Orange Money
F001332,CL00077,2024-06-01,3434.0,Wave
F001333,CL00077,2024-07-01,3402.0,Especes
F001334,CL00077,2024-08-01,3990.0,Wave
F001335,CL00077,2024-09-01,4208.0,Especes
F001336,CL00077,2024-10-01,3981.0,Orange Money
F001337,CL00077,2024-11-01,3488.0,Wave
F001338,CL00077,2024-12-01,4209.0,Wave
F001339,CL00077,2025-01-01,3788.0,Orange Money
F001340,CL00077,2025-02-01,4344.0,Wave
F001341,CL00077,2025-03-01,4765.0,MTN MoMo
F001342,CL00077,2025-04-01,3504.0,Wave
F001343,CL00077,2025-05-01,3682.0,Wave
F001344,CL00077,2025-06-01,3913.0,Orange Money
F001345,CL00077,2025-07-01,1920.0,Wave
F001346,CL00077,2025-08-01,2040.0,Orange Money
F001347,CL00077,2025-09-01,2094.0,Orange Money
F001348,CL00078,2024-11-01,8333.0,Wave
F001349,CL00078,2024-12-01,8342.0,Wave
F001350,CL00078,2025-01-01,7401.0,Wave
F001351,CL00078,2025-02-01,7323.0,Wave
F001352,CL00078,2025-03-01,7730.0,Orange Money
F001353,CL00078,2025-04-01,8107.0,Wave
F001354,CL00078,2025-05-01,7871.0,Wave
F001355,CL00078,2025-06-01,7570.0,Wave
F001356,CL00078,2025-07-01,6864.0,Orange Money
F001357,CL00078,2025-08-01,7829.0,MTN MoMo
F001358,CL00078,2025-09-01,7452.0,Virement
F001359,CL00078,2025-10-01,7164.0,Wave
F001360,CL00078,2025-11-01,7438.0,Orange Money
F001361,CL00078,2025-12-01,7253.0,Wave
F001362,CL00079,2024-01-01,14098.0,Orange Money
F001363,CL00079,2024-02-01,12878.0,Orange Money
F001364,CL00079,2024-03-01,13734.0,Orange Money
F001365,CL00079,2024-04-01,15255.0,Wave
F001366,CL00079,2024-05-01,14661.0,Orange Money
F001367,CL00079,2024-06-01,15632.0,Orange Money
F001368,CL00079,2024-07-01,15121.0,Wave
F001369,CL00079,2024-08-01,12050.0,Orange Money
F001370,CL00079,2024-09-01,15497.0,Wave
F001371,CL00079,2024-10-01,13566.0,Orange Money
F001372,CL00079,2024-11-01,15003.0,Orange Money
F001373,CL00079,2024-12-01,13150.0,Wave
F001374,CL00079,2025-01-01,16171.0,Orange Money
F001375,CL00079,2025-02-01,15912.0,Wave
F001376,CL00079,2025-03-01,14717.0,Wave
F001377,CL00079,2025-04-01,15861.0,MTN MoMo
F001378,CL00079,2025-05-01,13809.0,Wave
F001379,CL00079,2025-06-01,14240.0,Orange Money
F001380,CL00079,2025-07-01,16132.0,Orange Money
F001381,CL00079,2025-08-01,11655.0,Wave
F001382,CL00079,2025-09-01,14761.0,Orange Money
F001383,CL00079,2025-10-01,15404.0,Wave
F001384,CL00079,2025-11-01,14428.0,Orange Money
F001385,CL00079,2025-12-01,16484.0,Wave
F001386,CL00080,2024-01-01,1698.0,MTN MoMo
F001387,CL00080,2024-02-01,1714.0,Orange Money
F001388,CL00080,2024-03-01,1740.0,Wave
F001389,CL00081,2024-04-01,4922.0,Virement
F001390,CL00081,2024-05-01,4664.0,Wave
F001391,CL00081,2024-06-01,4159.0,Wave
F001392,CL00081,2024-07-01,5139.0,Orange Money
F001393,CL00081,2024-08-01,4394.0,Wave
F001394,CL00081,2024-09-01,4170.0,Wave
F001395,CL00081,2024-10-01,3691.0,Orange Money
F001396,CL00081,2024-11-01,4458.0,Wave
F001397,CL00081,2024-12-01,4854.0,Wave
F001398,CL00081,2025-01-01,2557.0,Orange Money
F001399,CL00081,2025-02-01,2190.0,Wave
F001400,CL00081,2025-03-01,2538.0,Orange Money
F001401,CL00082,2025-07-01,7504.0,Orange Money
F001402,CL00082,2025-08-01,7254.0,Orange Money
F001403,CL00082,2025-09-01,6524.0,Wave
F001404,CL00082,2025-10-01,4662.0,MTN MoMo
F001405,CL00082,2025-11-01,4569.0,Wave
F001406,CL00082,2025-12-01,3886.0,Orange Money
F001407,CL00083,2024-01-01,22738.0,Wave
F001408,CL00083,2024-02-01,23970.0,MTN MoMo
F001409,CL00083,2024-03-01,23317.0,Especes
F001410,CL00083,2024-04-01,27425.0,Wave
F001411,CL00083,2024-05-01,27084.0,Orange Money
F001412,CL00083,2024-06-01,28334.0,Orange Money
F001413,CL00083,2024-07-01,23498.0,Orange Money
F001414,CL00083,2024-08-01,26318.0,Orange Money
F001415,CL00083,2024-09-01,25342.0,Orange Money
F001416,CL00083,2024-10-01,24016.0,Wave
F001417,CL00083,2024-11-01,23667.0,Virement
F001418,CL00083,2024-12-01,25214.0,Wave
F001419,CL00083,2025-01-01,23239.0,Orange Money
F001420,CL00083,2025-02-01,24682.0,MTN MoMo
F001421,CL00083,2025-03-01,26476.0,Wave
F001422,CL00083,2025-04-01,22252.0,Wave
F001423,CL00083,2025-05-01,23035.0,Orange Money
F001424,CL00083,2025-06-01,23501.0,Wave
F001425,CL00083,2025-07-01,25800.0,Orange Money
F001426,CL00083,2025-08-01,26751.0,Especes
F001427,CL00083,2025-09-01,25158.0,Orange Money
F001428,CL00083,2025-10-01,26351.0,Wave
F001429,CL00083,2025-11-01,25634.0,Especes
F001430,CL00083,2025-12-01,28579.0,Wave
F001431,CL00084,2024-01-01,6833.0,MTN MoMo
F001432,CL00084,2024-02-01,6812.0,Wave
F001433,CL00084,2024-03-01,6137.0,Wave
F001434,CL00084,2024-04-01,6666.0,Wave
F001435,CL00084,2024-05-01,7053.0,Orange Money
F001436,CL00084,2024-06-01,7514.0,Especes
F001437,CL00084,2024-07-01,7516.0,Orange Money
F001438,CL00084,2024-08-01,7742.0,Wave
F001439,CL00084,2024-09-01,7455.0,Wave
F001440,CL00084,2024-10-01,7496.0,Wave
F001441,CL00084,2024-11-01,7742.0,Orange Money
F001442,CL00084,2024-12-01,8465.0,Wave
F001443,CL00084,2025-01-01,8231.0,Especes
F001444,CL00084,2025-02-01,6738.0,Wave
F001445,CL00084,2025-03-01,8705.0,MTN MoMo
F001446,CL00084,2025-04-01,8804.0,Wave
F001447,CL00084,2025-05-01,6738.0,Wave
F001448,CL00084,2025-06-01,7319.0,Wave
F001449,CL00084,2025-07-01,7620.0,Wave
F001450,CL00084,2025-08-01,7834.0,Orange Money
F001451,CL00084,2025-09-01,6905.0,Orange Money
F001452,CL00084,2025-10-01,6575.0,Orange Money
F001453,CL00084,2025-11-01,8197.0,Wave
F001454,CL00084,2025-12-01,7926.0,Especes
F001455,CL00085,2025-08-01,2990.0,Orange Money
F001456,CL00085,2025-09-01,2936.0,Wave
F001457,CL00085,2025-10-01,1828.0,Wave
F001458,CL00085,2025-11-01,1708.0,Orange Money
F001459,CL00085,2025-12-01,1578.0,Orange Money
F001460,CL00086,2024-01-01,6865.0,Wave
F001461,CL00086,2024-02-01,7433.0,Wave
F001462,CL00086,2024-03-01,7311.0,Orange Money
F001463,CL00086,2024-04-01,6970.0,Wave
F001464,CL00086,2024-05-01,7763.0,Orange Money
F001465,CL00086,2024-06-01,8305.0,MTN MoMo
F001466,CL00086,2024-07-01,7486.0,Orange Money
F001467,CL00086,2024-08-01,7998.0,Wave
F001468,CL00086,2024-09-01,6928.0,Wave
F001469,CL00086,2024-10-01,8657.0,Wave
F001470,CL00086,2024-11-01,7805.0,Wave
F001471,CL00086,2024-12-01,7778.0,Orange Money
F001472,CL00086,2025-01-01,7720.0,Orange Money
F001473,CL00086,2025-02-01,7788.0,Orange Money
F001474,CL00086,2025-03-01,7934.0,Wave
F001475,CL00086,2025-04-01,7286.0,Wave
F001476,CL00086,2025-05-01,6706.0,Wave
F001477,CL00086,2025-06-01,6731.0,MTN MoMo
F001478,CL00086,2025-07-01,7536.0,Wave
F001479,CL00086,2025-08-01,8506.0,Orange Money
F001480,CL00086,2025-09-01,7422.0,Wave
F001481,CL00086,2025-10-01,8216.0,Virement
F001482,CL00086,2025-11-01,7448.0,Orange Money
F001483,CL00086,2025-12-01,8418.0,Orange Money
F001484,CL00087,2024-01-01,3109.0,Wave
F001485,CL00087,2024-02-01,3071.0,Orange Money
F001486,CL00087,2024-03-01,3259.0,Orange Money
F001487,CL00087,2024-04-01,3106.0,Wave
F001488,CL00087,2024-05-01,3162.0,Orange Money
F001489,CL00087,2024-06-01,3010.0,Especes
F001490,CL00087,2024-07-01,3088.0,MTN MoMo
F001491,CL00087,2024-08-01,2711.0,Wave
F001492,CL00087,2024-09-01,3318.0,Orange Money
F001493,CL00087,2024-10-01,3328.0,Orange Money
F001494,CL00087,2024-11-01,2926.0,Wave
F001495,CL00087,2024-12-01,2988.0,Wave
F001496,CL00087,2025-01-01,3456.0,Wave
F001497,CL00087,2025-02-01,2933.0,Wave
F001498,CL00087,2025-03-01,3189.0,Wave
F001499,CL00087,2025-04-01,3055.0,Wave
F001500,CL00087,2025-05-01,2649.0,MTN MoMo
F001501,CL00087,2025-06-01,3119.0,Wave
F001502,CL00087,2025-07-01,2668.0,Virement
F001503,CL00087,2025-08-01,3312.0,Orange Money
F001504,CL00087,2025-09-01,2956.0,Orange Money
F001505,CL00087,2025-10-01,2722.0,Orange Money
F001506,CL00087,2025-11-01,3212.0,Especes
F001507,CL00087,2025-12-01,2658.0,Wave
F001508,CL00088,2024-01-01,6678.0,Wave
F001509,CL00088,2024-02-01,8678.0,Orange Money
F001510,CL00088,2024-03-01,8167.0,Orange Money
F001511,CL00088,2024-04-01,7561.0,Wave
F001512,CL00088,2024-05-01,7816.0,Orange Money
F001513,CL00088,2024-06-01,0.0,Wave
F001514,CL00088,2024-07-01,7628.0,MTN MoMo
F001515,CL00088,2024-08-01,6860.0,Wave
F001516,CL00088,2024-09-01,6843.0,Virement
F001517,CL00088,2024-10-01,8062.0,Virement
F001518,CL00088,2024-11-01,7245.0,Wave
F001519,CL00088,2024-12-01,7151.0,Wave
F001520,CL00088,2025-01-01,7754.0,Wave
F001521,CL00088,2025-02-01,7129.0,MTN MoMo
F001522,CL00088,2025-03-01,0.0,MTN MoMo
F001523,CL00088,2025-04-01,8563.0,Orange Money
F001524,CL00088,2025-05-01,6674.0,Orange Money
F001525,CL00088,2025-06-01,8440.0,Orange Money
F001526,CL00088,2025-07-01,9382.0,Orange Money
F001527,CL00088,2025-08-01,6713.0,Wave
F001528,CL00088,2025-09-01,6788.0,Orange Money
F001529,CL00088,2025-10-01,7869.0,Wave
F001530,CL00088,2025-11-01,6219.0,MTN MoMo
F001531,CL00088,2025-12-01,7576.0,Orange Money
F001532,CL00089,2024-01-01,2820.0,Wave
F001533,CL00089,2024-02-01,3321.0,Wave
F001534,CL00089,2024-03-01,2916.0,MTN MoMo
F001535,CL00089,2024-04-01,3069.0,Orange Money
F001536,CL00089,2024-05-01,3182.0,Orange Money
F001537,CL00089,2024-06-01,3125.0,Wave
F001538,CL00089,2024-07-01,3007.0,Wave
F001539,CL00089,2024-08-01,3194.0,Wave
F001540,CL00089,2024-09-01,2640.0,Especes
F001541,CL00089,2024-10-01,3265.0,Wave
F001542,CL00089,2024-11-01,2933.0,Wave
F001543,CL00089,2024-12-01,3162.0,Wave
F001544,CL00089,2025-01-01,2996.0,Orange Money
F001545,CL00089,2025-02-01,2861.0,Orange Money
F001546,CL00089,2025-03-01,2978.0,Wave
F001547,CL00089,2025-04-01,3077.0,Wave
F001548,CL00089,2025-05-01,3116.0,Orange Money
F001549,CL00089,2025-06-01,3081.0,MTN MoMo
F001550,CL00089,2025-07-01,2845.0,MTN MoMo
F001551,CL00089,2025-08-01,2763.0,Orange Money
F001552,CL00089,2025-09-01,2784.0,Virement
F001553,CL00089,2025-10-01,2947.0,Orange Money
F001554,CL00089,2025-11-01,3158.0,Especes
F001555,CL00089,2025-12-01,3176.0,Wave
F001556,CL00090,2024-06-01,2873.0,Wave
F001557,CL00090,2024-07-01,3008.0,MTN MoMo
F001558,CL00090,2024-08-01,2658.0,Orange Money
F001559,CL00090,2024-09-01,2915.0,Orange Money
F001560,CL00090,2024-10-01,2871.0,Orange Money
F001561,CL00090,2024-11-01,2816.0,Orange Money
F001562,CL00090,2024-12-01,3033.0,Especes
F001563,CL00090,2025-01-01,3436.0,Especes
F001564,CL00090,2025-02-01,3021.0,Orange Money
F001565,CL00090,2025-03-01,3286.0,Wave
F001566,CL00090,2025-04-01,3225.0,Orange Money
F001567,CL00090,2025-05-01,2883.0,MTN MoMo
F001568,CL00090,2025-06-01,3197.0,Orange Money
F001569,CL00090,2025-07-01,3453.0,Wave
F001570,CL00090,2025-08-01,2718.0,MTN MoMo
F001571,CL00090,2025-09-01,3224.0,Orange Money
F001572,CL00090,2025-10-01,2990.0,Orange Money
F001573,CL00090,2025-11-01,2846.0,MTN MoMo
F001574,CL00090,2025-12-01,3101.0,Orange Money
F001575,CL00091,2025-06-01,15538.0,Wave
F001576,CL00091,2025-07-01,17970.0,Wave
F001577,CL00091,2025-08-01,14275.0,MTN MoMo
F001578,CL00091,2025-09-01,15103.0,MTN MoMo
F001579,CL00091,2025-10-01,15081.0,Virement
F001580,CL00091,2025-11-01,14268.0,Wave
F001581,CL00091,2025-12-01,13942.0,Orange Money
F001582,CL00092,2025-02-01,3880.0,Orange Money
F001583,CL00092,2025-03-01,3975.0,Orange Money
F001584,CL00092,2025-04-01,3699.0,Orange Money
F001585,CL00092,2025-05-01,4320.0,Orange Money
F001586,CL00092,2025-06-01,4176.0,Orange Money
F001587,CL00092,2025-07-01,3631.0,MTN MoMo
F001588,CL00092,2025-08-01,3875.0,Wave
F001589,CL00092,2025-09-01,4051.0,Orange Money
F001590,CL00092,2025-10-01,4242.0,Wave
F001591,CL00092,2025-11-01,3978.0,Orange Money
F001592,CL00092,2025-12-01,4222.0,Orange Money
F001593,CL00093,2024-01-01,3087.0,Orange Money
F001594,CL00093,2024-02-01,1893.0,Orange Money
F001595,CL00093,2024-03-01,1623.0,Orange Money
F001596,CL00093,2024-04-01,1822.0,Wave
F001597,CL00094,2024-01-01,3046.0,Wave
F001598,CL00094,2024-02-01,3382.0,Orange Money
F001599,CL00094,2024-03-01,2842.0,Wave
F001600,CL00094,2024-04-01,3003.0,Orange Money
F001601,CL00094,2024-05-01,3119.0,Orange Money
F001602,CL00094,2024-06-01,2006.0,Wave
F001603,CL00094,2024-07-01,1864.0,Orange Money
F001604,CL00094,2024-08-01,2138.0,Wave
F001605,CL00095,2024-01-01,3288.0,Orange Money
F001606,CL00095,2024-02-01,0.0,Orange Money
F001607,CL00095,2024-03-01,3210.0,MTN MoMo
F001608,CL00095,2024-04-01,2895.0,Wave
F001609,CL00095,2024-05-01,2669.0,MTN MoMo
F001610,CL00095,2024-06-01,2900.0,Orange Money
F001611,CL00095,2024-07-01,3326.0,Wave
F001612,CL00095,2024-08-01,2737.0,Wave
F001613,CL00095,2024-09-01,2679.0,MTN MoMo
F001614,CL00095,2024-10-01,2849.0,Orange Money
F001615,CL00095,2024-11-01,2772.0,Wave
F001616,CL00095,2024-12-01,2806.0,Wave
F001617,CL00095,2025-01-01,2573.0,Orange Money
F001618,CL00095,2025-02-01,3051.0,Wave
F001619,CL00095,2025-03-01,3098.0,Wave
F001620,CL00095,2025-04-01,2959.0,Wave
F001621,CL00095,2025-05-01,2672.0,Wave
F001622,CL00095,2025-06-01,2851.0,Wave
F001623,CL00095,2025-07-01,3091.0,Orange Money
F001624,CL00095,2025-08-01,3123.0,Orange Money
F001625,CL00095,2025-09-01,2581.0,Wave
F001626,CL00095,2025-10-01,3014.0,Wave
F001627,CL00095,2025-11-01,2833.0,Wave
F001628,CL00095,2025-12-01,2998.0,Wave
F001629,CL00096,2024-11-01,2688.0,Wave
F001630,CL00096,2024-12-01,2612.0,Wave
F001631,CL00096,2025-01-01,2953.0,Wave
F001632,CL00096,2025-02-01,2974.0,Wave
F001633,CL00096,2025-03-01,2795.0,Wave
F001634,CL00096,2025-04-01,3366.0,Wave
F001635,CL00096,2025-05-01,2826.0,Virement
F001636,CL00096,2025-06-01,2822.0,MTN MoMo
F001637,CL00096,2025-07-01,3006.0,Wave
F001638,CL00096,2025-08-01,2975.0,Wave
F001639,CL00096,2025-09-01,2827.0,Orange Money
F001640,CL00096,2025-10-01,3096.0,Orange Money
F001641,CL00096,2025-11-01,3095.0,Orange Money
F001642,CL00096,2025-12-01,3011.0,Orange Money
F001643,CL00097,2024-01-01,3049.0,Wave
F001644,CL00097,2024-02-01,2990.0,Wave
F001645,CL00097,2024-03-01,2977.0,Orange Money
F001646,CL00097,2024-04-01,2692.0,Wave
F001647,CL00097,2024-05-01,3024.0,Orange Money
F001648,CL00097,2024-06-01,3214.0,Orange Money
F001649,CL00097,2024-07-01,3050.0,Wave
F001650,CL00097,2024-08-01,2928.0,Wave
F001651,CL00097,2024-09-01,3202.0,Orange Money
F001652,CL00097,2024-10-01,3050.0,Orange Money
F001653,CL00097,2024-11-01,2825.0,MTN MoMo
F001654,CL00097,2024-12-01,3202.0,Wave
F001655,CL00097,2025-01-01,2883.0,Wave
F001656,CL00097,2025-02-01,2747.0,Wave
F001657,CL00097,2025-03-01,2798.0,Orange Money
F001658,CL00097,2025-04-01,2863.0,Orange Money
F001659,CL00097,2025-05-01,2681.0,Orange Money
F001660,CL00097,2025-06-01,3303.0,Wave
F001661,CL00097,2025-07-01,2603.0,Orange Money
F001662,CL00097,2025-08-01,3126.0,Wave
F001663,CL00097,2025-09-01,3062.0,Orange Money
F001664,CL00097,2025-10-01,3046.0,Wave
F001665,CL00097,2025-11-01,3094.0,Orange Money
F001666,CL00097,2025-12-01,2950.0,Especes
F001667,CL00098,2024-01-01,15635.0,Especes
F001668,CL00098,2024-02-01,14849.0,Orange Money
F001669,CL00098,2024-03-01,8962.0,Orange Money
F001670,CL00098,2024-04-01,8375.0,MTN MoMo
F001671,CL00098,2024-05-01,6920.0,Wave
F001672,CL00099,2024-01-01,3177.0,Wave
F001673,CL00099,2024-02-01,3146.0,Orange Money
F001674,CL00099,2024-03-01,3191.0,Wave
F001675,CL00099,2024-04-01,2992.0,Orange Money
F001676,CL00099,2024-05-01,3011.0,Wave
F001677,CL00099,2024-06-01,3476.0,Wave
F001678,CL00099,2024-07-01,3242.0,Wave
F001679,CL00099,2024-08-01,2910.0,MTN MoMo
F001680,CL00099,2024-09-01,0.0,Wave
F001681,CL00099,2024-10-01,2776.0,Orange Money
F001682,CL00099,2024-11-01,2933.0,Wave
F001683,CL00099,2024-12-01,2694.0,Wave
F001684,CL00099,2025-01-01,3142.0,MTN MoMo
F001685,CL00099,2025-02-01,2835.0,Orange Money
F001686,CL00099,2025-03-01,3114.0,Orange Money
F001687,CL00099,2025-04-01,2982.0,Wave
F001688,CL00099,2025-05-01,2788.0,Orange Money
F001689,CL00099,2025-06-01,2867.0,Wave
F001690,CL00099,2025-07-01,3108.0,Wave
F001691,CL00099,2025-08-01,2987.0,Wave
F001692,CL00099,2025-09-01,2935.0,Orange Money
F001693,CL00099,2025-10-01,3126.0,Wave
F001694,CL00099,2025-11-01,2989.0,Orange Money
F001695,CL00099,2025-12-01,3212.0,Wave
F001696,CL00100,2025-03-01,26086.0,Orange Money
F001697,CL00100,2025-04-01,14992.0,Especes
F001698,CL00100,2025-05-01,12725.0,Wave
F001699,CL00100,2025-06-01,13006.0,Especes
F001700,CL00101,2025-02-01,2826.0,Orange Money
F001701,CL00101,2025-03-01,3437.0,Orange Money
F001702,CL00101,2025-04-01,2827.0,Orange Money
F001703,CL00101,2025-05-01,3160.0,Wave
F001704,CL00101,2025-06-01,1374.0,Orange Money
F001705,CL00101,2025-07-01,1451.0,Wave
F001706,CL00101,2025-08-01,1365.0,Orange Money
F001707,CL00102,2024-06-01,7515.0,Wave
F001708,CL00102,2024-07-01,6990.0,Wave
F001709,CL00102,2024-08-01,6871.0,Orange Money
F001710,CL00102,2024-09-01,7753.0,Orange Money
F001711,CL00102,2024-10-01,7363.0,Virement
F001712,CL00102,2024-11-01,7921.0,Orange Money
F001713,CL00102,2024-12-01,3678.0,Orange Money
F001714,CL00102,2025-01-01,4791.0,Orange Money
F001715,CL00102,2025-02-01,3515.0,MTN MoMo
F001716,CL00103,2024-01-01,7263.0,Wave
F001717,CL00103,2024-02-01,7248.0,Orange Money
F001718,CL00103,2024-03-01,7094.0,Virement
F001719,CL00103,2024-04-01,8138.0,Orange Money
F001720,CL00103,2024-05-01,7251.0,Wave
F001721,CL00103,2024-06-01,6524.0,Wave
F001722,CL00103,2024-07-01,7749.0,Wave
F001723,CL00103,2024-08-01,7283.0,Orange Money
F001724,CL00103,2024-09-01,8426.0,Wave
F001725,CL00103,2024-10-01,7848.0,Especes
F001726,CL00103,2024-11-01,8390.0,Wave
F001727,CL00103,2024-12-01,7967.0,Wave
F001728,CL00103,2025-01-01,8156.0,Orange Money
F001729,CL00103,2025-02-01,7716.0,Wave
F001730,CL00103,2025-03-01,8009.0,Wave
F001731,CL00103,2025-04-01,7018.0,Wave
F001732,CL00103,2025-05-01,7964.0,Wave
F001733,CL00103,2025-06-01,6731.0,Wave
F001734,CL00103,2025-07-01,7460.0,Wave
F001735,CL00103,2025-08-01,7159.0,Orange Money
F001736,CL00103,2025-09-01,7646.0,Wave
F001737,CL00103,2025-10-01,0.0,Wave
F001738,CL00103,2025-11-01,6750.0,Wave
F001739,CL00103,2025-12-01,6704.0,Orange Money
F001740,CL00104,2024-01-01,2718.0,Wave
F001741,CL00104,2024-02-01,3065.0,Orange Money
F001742,CL00104,2024-03-01,3074.0,Wave
F001743,CL00104,2024-04-01,2894.0,Wave
F001744,CL00104,2024-05-01,3108.0,Wave
F001745,CL00104,2024-06-01,2961.0,Especes
F001746,CL00104,2024-07-01,3090.0,Wave
F001747,CL00104,2024-08-01,2998.0,MTN MoMo
F001748,CL00104,2024-09-01,3195.0,Especes
F001749,CL00104,2024-10-01,2804.0,Orange Money
F001750,CL00104,2024-11-01,2575.0,Wave
F001751,CL00104,2024-12-01,2963.0,Orange Money
F001752,CL00104,2025-01-01,3022.0,Wave
F001753,CL00104,2025-02-01,2755.0,MTN MoMo
F001754,CL00104,2025-03-01,2790.0,Wave
F001755,CL00104,2025-04-01,3132.0,Orange Money
F001756,CL00104,2025-05-01,3139.0,Wave
F001757,CL00104,2025-06-01,2953.0,Wave
F001758,CL00104,2025-07-01,2632.0,Orange Money
F001759,CL00104,2025-08-01,3123.0,MTN MoMo
F001760,CL00104,2025-09-01,3019.0,MTN MoMo
F001761,CL00104,2025-10-01,2868.0,MTN MoMo
F001762,CL00104,2025-11-01,3222.0,Especes
F001763,CL00104,2025-12-01,2467.0,Wave
F001764,CL00105,2025-03-01,4477.0,Wave
F001765,CL00105,2025-04-01,4689.0,Orange Money
F001766,CL00105,2025-05-01,4041.0,Orange Money
F001767,CL00105,2025-06-01,4011.0,Wave
F001768,CL00105,2025-07-01,5094.0,Wave
F001769,CL00105,2025-08-01,4704.0,Wave
F001770,CL00105,2025-09-01,4981.0,Wave
F001771,CL00105,2025-10-01,4805.0,Orange Money
F001772,CL00105,2025-11-01,4604.0,MTN MoMo
F001773,CL00105,2025-12-01,0.0,MTN MoMo
F001774,CL00106,2025-07-01,3043.0,Orange Money
F001775,CL00106,2025-08-01,2966.0,Especes
F001776,CL00106,2025-09-01,3204.0,Orange Money
F001777,CL00106,2025-10-01,3227.0,Wave
F001778,CL00106,2025-11-01,3103.0,Orange Money
F001779,CL00106,2025-12-01,2868.0,Wave
F001780,CL00107,2024-01-01,8006.0,Orange Money
F001781,CL00107,2024-02-01,7159.0,Wave
F001782,CL00107,2024-03-01,7514.0,Wave
F001783,CL00107,2024-04-01,6972.0,Orange Money
F001784,CL00107,2024-05-01,7006.0,Orange Money
F001785,CL00107,2024-06-01,6281.0,MTN MoMo
F001786,CL00107,2024-07-01,7398.0,Orange Money
F001787,CL00107,2024-08-01,7691.0,MTN MoMo
F001788,CL00107,2024-09-01,8557.0,Orange Money
F001789,CL00107,2024-10-01,7112.0,Orange Money
F001790,CL00107,2024-11-01,7535.0,Wave
F001791,CL00107,2024-12-01,7428.0,MTN MoMo
F001792,CL00107,2025-01-01,7715.0,Especes
F001793,CL00107,2025-02-01,7312.0,Wave
F001794,CL00107,2025-03-01,7852.0,Orange Money
F001795,CL00107,2025-04-01,6938.0,Orange Money
F001796,CL00107,2025-05-01,7483.0,Orange Money
F001797,CL00107,2025-06-01,7682.0,Orange Money
F001798,CL00107,2025-07-01,8105.0,Orange Money
F001799,CL00107,2025-08-01,7863.0,Wave
F001800,CL00107,2025-09-01,7470.0,Orange Money
F001801,CL00107,2025-10-01,7007.0,Wave
F001802,CL00107,2025-11-01,8646.0,Wave
F001803,CL00107,2025-12-01,7079.0,MTN MoMo
F001804,CL00108,2024-05-01,6781.0,Orange Money
F001805,CL00108,2024-06-01,7134.0,Wave
F001806,CL00108,2024-07-01,6676.0,Especes
F001807,CL00108,2024-08-01,7675.0,Wave
F001808,CL00108,2024-09-01,7467.0,MTN MoMo
F001809,CL00108,2024-10-01,7344.0,Wave
F001810,CL00108,2024-11-01,7410.0,Orange Money
F001811,CL00108,2024-12-01,7167.0,MTN MoMo
F001812,CL00108,2025-01-01,6390.0,Wave
F001813,CL00108,2025-02-01,8010.0,Orange Money
F001814,CL00108,2025-03-01,7217.0,MTN MoMo
F001815,CL00108,2025-04-01,6697.0,Wave
F001816,CL00108,2025-05-01,0.0,MTN MoMo
F001817,CL00108,2025-06-01,4587.0,Wave
F001818,CL00108,2025-07-01,4127.0,MTN MoMo
F001819,CL00109,2024-01-01,7188.0,Wave
F001820,CL00109,2024-02-01,7140.0,Orange Money
F001821,CL00109,2024-03-01,6623.0,Virement
F001822,CL00109,2024-04-01,6713.0,Wave
F001823,CL00109,2024-05-01,7900.0,MTN MoMo
F001824,CL00109,2024-06-01,6681.0,Wave
F001825,CL00109,2024-07-01,7261.0,Orange Money
F001826,CL00109,2024-08-01,7561.0,Wave
F001827,CL00109,2024-09-01,7305.0,Especes
F001828,CL00109,2024-10-01,6356.0,Orange Money
F001829,CL00109,2024-11-01,7611.0,Wave
F001830,CL00109,2024-12-01,7803.0,Wave
F001831,CL00109,2025-01-01,7655.0,Virement
F001832,CL00109,2025-02-01,7938.0,Wave
F001833,CL00109,2025-03-01,6932.0,Wave
F001834,CL00109,2025-04-01,6662.0,Wave
F001835,CL00109,2025-05-01,8713.0,Wave
F001836,CL00109,2025-06-01,7018.0,Wave
F001837,CL00109,2025-07-01,7286.0,Orange Money
F001838,CL00109,2025-08-01,8589.0,Orange Money
F001839,CL00109,2025-09-01,7587.0,Especes
F001840,CL00109,2025-10-01,8077.0,Orange Money
F001841,CL00109,2025-11-01,6933.0,Orange Money
F001842,CL00109,2025-12-01,6687.0,Orange Money
F001843,CL00110,2024-03-01,6868.0,Orange Money
F001844,CL00110,2024-04-01,7930.0,Orange Money
F001845,CL00110,2024-05-01,7375.0,Virement
F001846,CL00110,2024-06-01,8715.0,Wave
F001847,CL00110,2024-07-01,7913.0,Wave
F001848,CL00110,2024-08-01,6943.0,Wave
F001849,CL00110,2024-09-01,7268.0,Wave
F001850,CL00110,2024-10-01,6858.0,Wave
F001851,CL00110,2024-11-01,7953.0,MTN MoMo
F001852,CL00110,2024-12-01,7944.0,MTN MoMo
F001853,CL00110,2025-01-01,8126.0,Orange Money
F001854,CL00110,2025-02-01,7364.0,Orange Money
F001855,CL00110,2025-03-01,6954.0,Orange Money
F001856,CL00110,2025-04-01,7917.0,Orange Money
F001857,CL00110,2025-05-01,6923.0,MTN MoMo
F001858,CL00110,2025-06-01,7074.0,Wave
F001859,CL00110,2025-07-01,7634.0,MTN MoMo
