ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,sla_heures,first_response_heures,resolution_heures,sla_breach,nb_contacts,reopened,csat,in_backlog,mois,jour_semaine,ratio_sla
TKT002411,2022-05-30 14:13:00,CAT001,AGT001,CI,Chat,4,En cours,240,78.6,338.7,1,2,0,,0,5,0,1.411
TKT002412,2022-05-30 13:13:00,CAT008,AGT004,CI,Email,2,Backlog,120,17.6,103.6,0,1,0,,1,5,0,0.863
TKT002413,2022-05-30 11:57:00,CAT005,AGT008,France,App mobile,1,Escaladé,60,16.7,67.7,1,1,0,,0,5,0,1.128
TKT002414,2022-05-30 09:31:00,CAT002,AGT004,Cameroun,Email,2,En cours,120,14.6,111.2,0,1,0,,0,5,0,0.927
TKT002415,2022-05-30 09:56:00,CAT007,AGT003,Senegal,Chat,5,Escaladé,480,118.0,641.4,1,1,0,,0,5,0,1.336
TKT002416,2022-05-30 15:01:00,CAT001,AGT001,Maroc,Téléphone,4,Résolu,240,28.3,255.4,1,3,0,4.3,0,5,0,1.064
TKT002417,2022-05-30 10:52:00,CAT003,AGT010,CI,Téléphone,3,Backlog,180,17.9,137.8,0,2,0,,1,5,0,0.766
TKT002418,2022-05-30 09:57:00,CAT007,AGT011,Maroc,Email,5,Résolu,480,71.5,566.1,1,2,0,2.6,0,5,0,1.179
TKT002419,2022-05-30 06:46:00,CAT008,AGT004,Cameroun,Email,2,Résolu,120,8.0,37.4,0,2,0,3.9,0,5,0,0.312
TKT002420,2022-05-30 17:19:00,CAT001,AGT008,France,Téléphone,4,Résolu,240,35.7,422.0,1,2,0,4.1,0,5,0,1.758
TKT002421,2022-05-30 10:56:00,CAT009,AGT006,Maroc,Email,1,En cours,480,82.3,470.3,0,1,0,,0,5,0,0.98
TKT002422,2022-05-30 15:26:00,CAT007,AGT001,Mali,Téléphone,5,Résolu,480,59.0,442.0,0,1,0,4.4,0,5,0,0.921
TKT002423,2022-05-30 08:08:00,CAT008,AGT001,France,App mobile,2,Résolu,120,6.6,104.7,0,3,0,5.0,0,5,0,0.872
TKT002424,2022-05-30 17:54:00,CAT005,AGT008,Mali,Web form,1,Résolu,60,4.3,22.2,0,1,0,4.1,0,5,0,0.37
TKT002425,2022-05-30 14:13:00,CAT007,AGT002,CI,Chat,5,En cours,480,39.9,771.6,1,2,0,,0,5,0,1.608
TKT002426,2022-05-30 10:08:00,CAT004,AGT004,Maroc,Téléphone,3,Résolu,240,9.5,126.5,0,1,0,3.4,0,5,0,0.527
TKT002427,2022-05-30 16:22:00,CAT006,AGT010,CI,Web form,3,En cours,360,34.5,487.3,1,3,0,,0,5,0,1.354
TKT002428,2022-05-30 18:08:00,CAT007,AGT002,France,Chat,5,Résolu,480,110.0,834.3,1,1,0,3.1,0,5,0,1.738
TKT002429,2022-05-30 16:25:00,CAT005,AGT011,Maroc,Email,1,En cours,60,7.6,91.9,1,4,1,,0,5,0,1.532
TKT002430,2022-05-30 18:32:00,CAT002,AGT007,France,Chat,2,Résolu,120,3.7,41.9,0,2,0,4.2,0,5,0,0.349
TKT002431,2022-05-31 08:58:00,CAT001,AGT007,Belgique,Chat,4,Résolu,240,51.6,361.1,1,2,0,3.8,0,5,1,1.505
TKT002432,2022-05-31 10:39:00,CAT002,AGT006,France,Email,2,Résolu,120,6.6,48.3,0,5,0,5.0,0,5,1,0.402
TKT002433,2022-05-31 14:47:00,CAT003,AGT001,France,Email,3,Résolu,180,54.7,234.0,1,4,1,3.9,0,5,1,1.3
TKT002434,2022-05-31 10:35:00,CAT007,AGT002,Mali,Téléphone,5,Résolu,480,108.4,645.3,1,4,0,3.8,0,5,1,1.344
TKT002435,2022-05-31 15:53:00,CAT003,AGT002,France,Chat,3,Résolu,180,19.5,318.1,1,2,0,3.6,0,5,1,1.767
TKT002436,2022-05-31 10:45:00,CAT007,AGT001,Ghana,Email,5,Escaladé,480,122.2,753.2,1,4,0,,0,5,1,1.569
TKT002437,2022-05-31 17:37:00,CAT004,AGT001,Maroc,Téléphone,3,Résolu,240,33.7,171.6,0,1,0,4.8,0,5,1,0.715
TKT002438,2022-05-31 15:31:00,CAT006,AGT002,Maroc,Chat,3,Résolu,360,78.2,320.8,0,1,0,3.4,0,5,1,0.891
TKT002439,2022-05-31 09:12:00,CAT006,AGT006,CI,Email,3,Résolu,360,70.5,398.8,1,1,0,5.0,0,5,1,1.108
TKT002440,2022-05-31 15:01:00,CAT002,AGT001,CI,Web form,2,En cours,120,48.7,235.0,1,4,0,,0,5,1,1.958
TKT002441,2022-05-31 11:30:00,CAT003,AGT005,Maroc,Chat,3,En cours,180,24.7,229.4,1,1,0,,0,5,1,1.274
TKT002442,2022-05-31 17:48:00,CAT007,AGT008,Cameroun,Téléphone,5,Résolu,480,85.1,465.8,0,2,0,3.5,0,5,1,0.97
TKT002443,2022-05-31 05:24:00,CAT008,AGT011,Ghana,Chat,2,Résolu,120,16.3,132.8,1,1,0,3.3,0,5,1,1.107
TKT002444,2022-05-31 10:41:00,CAT009,AGT004,Senegal,Téléphone,1,Escaladé,480,63.9,529.3,1,3,1,,0,5,1,1.103
TKT002445,2022-05-31 14:54:00,CAT007,AGT005,France,Téléphone,5,Escaladé,480,38.2,316.6,0,2,0,,0,5,1,0.66
TKT002446,2022-06-01 09:25:00,CAT003,AGT003,Cameroun,App mobile,3,Résolu,180,18.6,230.4,1,3,0,3.6,0,6,2,1.28
TKT002447,2022-06-01 19:18:00,CAT004,AGT009,France,Web form,3,En cours,240,36.9,205.0,0,3,0,,0,6,2,0.854
TKT002448,2022-06-01 22:27:00,CAT002,AGT011,Senegal,Email,2,Résolu,120,16.4,135.4,1,3,0,3.5,0,6,2,1.128
TKT002449,2022-06-01 14:34:00,CAT003,AGT001,Senegal,Téléphone,3,Résolu,180,10.3,52.4,0,1,0,4.1,0,6,2,0.291
TKT002450,2022-06-01 14:12:00,CAT004,AGT005,CI,Web form,3,Escaladé,240,31.3,328.2,1,3,0,,0,6,2,1.368
TKT002451,2022-06-01 20:42:00,CAT008,AGT010,Senegal,Téléphone,2,Résolu,120,19.8,121.6,1,1,0,4.2,0,6,2,1.013
TKT002452,2022-06-01 11:43:00,CAT003,AGT006,France,Chat,3,Résolu,180,4.6,89.5,0,5,1,4.8,0,6,2,0.497
TKT002453,2022-06-01 09:04:00,CAT002,AGT009,CI,Email,2,Résolu,120,7.1,69.0,0,2,0,3.5,0,6,2,0.575
TKT002454,2022-06-01 15:53:00,CAT006,AGT004,Cameroun,Téléphone,3,Résolu,360,42.1,582.1,1,1,0,2.1,0,6,2,1.617
TKT002455,2022-06-01 11:11:00,CAT003,AGT001,Senegal,App mobile,3,En cours,180,19.6,245.8,1,1,0,,0,6,2,1.366
TKT002456,2022-06-01 15:33:00,CAT006,AGT003,Ghana,Chat,3,Résolu,360,22.4,252.8,0,2,0,4.8,0,6,2,0.702
TKT002457,2022-06-01 15:27:00,CAT003,AGT005,Senegal,Email,3,En cours,180,59.6,277.6,1,2,0,,0,6,2,1.542
TKT002458,2022-06-01 19:19:00,CAT005,AGT006,CI,Chat,1,Résolu,60,3.0,15.0,0,1,0,4.4,0,6,2,0.25
TKT002459,2022-06-02 13:34:00,CAT004,AGT001,Mali,Chat,3,Résolu,240,34.0,342.0,1,1,0,3.8,0,6,3,1.425
TKT002460,2022-06-02 18:23:00,CAT001,AGT003,Cameroun,Téléphone,4,En cours,240,81.3,401.6,1,3,0,,0,6,3,1.673
TKT002461,2022-06-02 13:33:00,CAT002,AGT002,CI,Chat,2,Fermé,120,13.4,73.9,0,1,0,3.6,0,6,3,0.616
TKT002462,2022-06-02 09:38:00,CAT001,AGT010,Mali,Chat,4,Résolu,240,86.7,369.4,1,2,0,5.0,0,6,3,1.539
TKT002463,2022-06-02 10:02:00,CAT009,AGT007,Ghana,Web form,1,En cours,480,67.3,314.0,0,2,0,,0,6,3,0.654
TKT002464,2022-06-02 12:14:00,CAT008,AGT003,Mali,Téléphone,2,Résolu,120,6.5,76.5,0,3,1,4.8,0,6,3,0.638
TKT002465,2022-06-02 04:32:00,CAT002,AGT009,Mali,Chat,2,Escaladé,120,12.6,69.2,0,2,0,,0,6,3,0.577
TKT002466,2022-06-02 10:02:00,CAT001,AGT006,Maroc,Email,4,Résolu,240,75.6,365.1,1,1,0,4.2,0,6,3,1.521
TKT002467,2022-06-02 12:29:00,CAT002,AGT003,France,Téléphone,2,Résolu,120,3.8,52.9,0,1,0,5.0,0,6,3,0.441
TKT002468,2022-06-02 19:33:00,CAT005,AGT012,Senegal,Email,1,Escaladé,60,6.9,69.1,1,4,0,,0,6,3,1.152
TKT002469,2022-06-02 18:42:00,CAT008,AGT002,Cameroun,Téléphone,2,Résolu,120,37.1,199.8,1,1,0,2.9,0,6,3,1.665
TKT002470,2022-06-02 15:29:00,CAT001,AGT003,Maroc,Email,4,Escaladé,240,52.4,247.6,1,4,1,,0,6,3,1.032
TKT002471,2022-06-02 14:47:00,CAT002,AGT002,Cameroun,Email,2,Résolu,120,0.1,0.5,0,2,0,3.5,0,6,3,0.004
TKT002472,2022-06-02 19:50:00,CAT002,AGT010,France,Chat,2,Résolu,120,13.9,98.1,0,3,1,4.8,0,6,3,0.818
TKT002473,2022-06-02 13:28:00,CAT001,AGT003,France,Téléphone,4,Résolu,240,38.1,305.3,1,1,0,4.4,0,6,3,1.272
TKT002474,2022-06-02 08:08:00,CAT002,AGT006,CI,App mobile,2,Résolu,120,24.1,113.9,0,1,0,4.9,0,6,3,0.949
TKT002475,2022-06-02 20:40:00,CAT004,AGT010,CI,Email,3,Résolu,240,37.2,220.4,0,2,0,4.0,0,6,3,0.918
TKT002476,2022-06-02 05:00:00,CAT004,AGT007,CI,Téléphone,3,En cours,240,27.5,301.6,1,1,0,,0,6,3,1.257
TKT002477,2022-06-02 13:46:00,CAT007,AGT011,Senegal,Téléphone,5,En cours,480,74.5,470.6,0,1,0,,0,6,3,0.98
TKT002478,2022-06-02 12:04:00,CAT001,AGT004,Cameroun,Téléphone,4,En cours,240,7.9,112.4,0,1,0,,0,6,3,0.468
TKT002479,2022-06-03 00:15:00,CAT003,AGT002,France,Email,3,Escaladé,180,64.1,306.2,1,1,0,,0,6,4,1.701
TKT002480,2022-06-03 19:43:00,CAT007,AGT012,CI,Téléphone,5,Escaladé,480,48.4,512.8,1,3,1,,0,6,4,1.068
TKT002481,2022-06-03 16:15:00,CAT005,AGT011,Maroc,Téléphone,1,Escaladé,60,13.1,65.5,1,2,0,,0,6,4,1.092
TKT002482,2022-06-03 05:22:00,CAT003,AGT008,Senegal,Email,3,Résolu,180,13.1,67.6,0,3,0,4.4,0,6,4,0.376
TKT002483,2022-06-03 14:55:00,CAT008,AGT008,CI,Email,2,En cours,120,27.6,149.8,1,3,0,,0,6,4,1.248
TKT002484,2022-06-03 17:56:00,CAT002,AGT008,CI,Chat,2,En cours,120,24.7,141.8,1,3,0,,0,6,4,1.182
TKT002485,2022-06-03 15:22:00,CAT002,AGT006,Senegal,Chat,2,En cours,120,8.9,52.2,0,2,0,,0,6,4,0.435
TKT002486,2022-06-03 17:44:00,CAT004,AGT004,France,Téléphone,3,Escaladé,240,73.7,368.4,1,3,1,,0,6,4,1.535
TKT002487,2022-06-03 18:59:00,CAT003,AGT002,CI,Chat,3,Résolu,180,39.5,317.6,1,2,0,3.6,0,6,4,1.764
TKT002488,2022-06-03 13:18:00,CAT004,AGT004,France,App mobile,3,Résolu,240,40.0,428.1,1,2,0,3.0,0,6,4,1.784
TKT002489,2022-06-03 10:50:00,CAT007,AGT005,Maroc,Web form,5,Escaladé,480,79.1,586.3,1,2,0,,0,6,4,1.221
TKT002490,2022-06-03 12:06:00,CAT001,AGT011,CI,App mobile,4,Résolu,240,49.0,391.9,1,1,0,2.9,0,6,4,1.633
TKT002491,2022-06-03 12:56:00,CAT002,AGT010,Senegal,Chat,2,Résolu,120,34.3,157.0,1,1,0,4.0,0,6,4,1.308
TKT002492,2022-06-03 13:01:00,CAT003,AGT010,Senegal,Chat,3,Résolu,180,17.8,86.7,0,1,0,4.7,0,6,4,0.482
TKT002493,2022-06-03 20:14:00,CAT001,AGT009,CI,Téléphone,4,Résolu,240,54.1,266.6,1,2,0,3.5,0,6,4,1.111
TKT002494,2022-06-03 20:07:00,CAT002,AGT003,Ghana,Téléphone,2,Résolu,120,18.3,144.3,1,2,0,4.6,0,6,4,1.203
TKT002495,2022-06-03 16:43:00,CAT002,AGT001,Mali,Email,2,Résolu,120,6.2,39.1,0,1,0,3.6,0,6,4,0.326
TKT002496,2022-06-03 02:34:00,CAT004,AGT005,France,Chat,3,Résolu,240,22.5,110.0,0,4,0,4.5,0,6,4,0.458
TKT002497,2022-06-03 14:50:00,CAT008,AGT008,Senegal,Chat,2,Escaladé,120,31.8,146.9,1,2,0,,0,6,4,1.224
TKT002498,2022-06-03 10:59:00,CAT002,AGT010,France,Téléphone,2,Résolu,120,9.6,133.8,1,2,0,3.7,0,6,4,1.115
TKT002499,2022-06-03 16:35:00,CAT003,AGT006,Belgique,Chat,3,Résolu,180,24.9,182.3,1,2,0,4.7,0,6,4,1.013
TKT002500,2022-06-03 10:55:00,CAT006,AGT011,Cameroun,App mobile,3,Fermé,360,28.3,314.9,0,1,0,3.3,0,6,4,0.875
TKT002501,2022-06-04 08:55:00,CAT005,AGT006,Cameroun,Chat,1,Résolu,60,5.0,29.6,0,2,0,5.0,0,6,5,0.493
TKT002502,2022-06-04 17:13:00,CAT002,AGT009,France,Email,2,Résolu,120,17.6,104.7,0,2,0,4.3,0,6,5,0.872
TKT002503,2022-06-04 15:07:00,CAT005,AGT007,France,Web form,1,Résolu,60,9.0,60.2,1,1,0,4.4,0,6,5,1.003
TKT002504,2022-06-04 07:14:00,CAT004,AGT004,Ghana,Téléphone,3,Escaladé,240,83.4,356.2,1,3,1,,0,6,5,1.484
TKT002505,2022-06-04 16:02:00,CAT004,AGT009,Senegal,Chat,3,Résolu,240,8.4,137.6,0,2,0,4.6,0,6,5,0.573
TKT002506,2022-06-04 16:32:00,CAT002,AGT006,Ghana,Chat,2,Résolu,120,13.8,60.0,0,3,1,4.9,0,6,5,0.5
TKT002507,2022-06-04 08:54:00,CAT005,AGT010,France,App mobile,1,En cours,60,7.4,43.5,0,1,0,,0,6,5,0.725
TKT002508,2022-06-04 06:38:00,CAT008,AGT006,CI,App mobile,2,Résolu,120,15.6,96.4,0,3,0,5.0,0,6,5,0.803
TKT002509,2022-06-04 18:57:00,CAT008,AGT005,Cameroun,App mobile,2,En cours,120,34.1,137.5,1,2,0,,0,6,5,1.146
TKT002510,2022-06-04 09:38:00,CAT003,AGT001,CI,Chat,3,Résolu,180,25.9,120.6,0,2,0,4.2,0,6,5,0.67
TKT002511,2022-06-04 09:03:00,CAT005,AGT006,CI,Chat,1,Résolu,60,5.5,26.9,0,2,0,4.5,0,6,5,0.448
TKT002512,2022-06-04 14:41:00,CAT003,AGT011,Ghana,Téléphone,3,Escaladé,180,33.2,270.8,1,3,0,,0,6,5,1.504
TKT002513,2022-06-04 22:39:00,CAT002,AGT005,Mali,Email,2,Résolu,120,18.8,132.0,1,2,0,4.6,0,6,5,1.1
TKT002514,2022-06-04 07:25:00,CAT008,AGT006,Maroc,Téléphone,2,Résolu,120,9.4,103.3,0,5,0,4.7,0,6,5,0.861
TKT002515,2022-06-04 07:42:00,CAT009,AGT008,CI,Téléphone,1,Résolu,480,18.1,347.0,0,4,0,4.2,0,6,5,0.723
TKT002516,2022-06-05 09:44:00,CAT006,AGT011,CI,App mobile,3,Backlog,360,118.1,541.9,1,1,0,,1,6,6,1.505
TKT002517,2022-06-05 15:27:00,CAT007,AGT007,Maroc,Email,5,Backlog,480,29.4,427.2,0,2,0,,1,6,6,0.89
TKT002518,2022-06-05 16:35:00,CAT006,AGT005,Senegal,Email,3,Résolu,360,50.5,620.1,1,1,0,3.7,0,6,6,1.723
TKT002519,2022-06-05 11:22:00,CAT007,AGT006,CI,Téléphone,5,Escaladé,480,66.1,898.2,1,3,0,,0,6,6,1.871
TKT002520,2022-06-05 14:36:00,CAT001,AGT006,Senegal,Email,4,Résolu,240,20.7,171.8,0,2,0,4.7,0,6,6,0.716
TKT002521,2022-06-05 10:53:00,CAT006,AGT002,Mali,Chat,3,Résolu,360,37.2,324.0,0,1,0,3.6,0,6,6,0.9
TKT002522,2022-06-05 11:04:00,CAT006,AGT001,France,App mobile,3,En cours,360,23.2,362.3,1,2,0,,0,6,6,1.006
TKT002523,2022-06-05 13:11:00,CAT003,AGT006,Maroc,Email,3,Escaladé,180,4.7,47.7,0,1,0,,0,6,6,0.265
TKT002524,2022-06-05 14:49:00,CAT003,AGT010,Maroc,Web form,3,Résolu,180,9.0,93.9,0,1,0,5.0,0,6,6,0.522
TKT002525,2022-06-05 13:48:00,CAT005,AGT002,Cameroun,Téléphone,1,Résolu,60,6.6,30.3,0,3,0,3.9,0,6,6,0.505
TKT002526,2022-06-05 10:24:00,CAT003,AGT005,Maroc,App mobile,3,Résolu,180,23.1,116.3,0,1,0,4.3,0,6,6,0.646
TKT002527,2022-06-05 09:15:00,CAT002,AGT005,Maroc,Chat,2,Résolu,120,7.8,110.6,0,4,0,4.4,0,6,6,0.922
TKT002528,2022-06-06 12:51:00,CAT003,AGT010,Senegal,Email,3,Résolu,180,14.1,132.4,0,2,0,4.6,0,6,0,0.736
TKT002529,2022-06-06 11:28:00,CAT002,AGT010,Mali,Chat,2,Résolu,120,20.4,94.2,0,2,0,5.0,0,6,0,0.785
TKT002530,2022-06-06 17:23:00,CAT003,AGT009,Maroc,Web form,3,Backlog,180,49.2,210.2,1,3,0,,1,6,0,1.168
TKT002531,2022-06-06 21:18:00,CAT002,AGT007,Ghana,Téléphone,2,Résolu,120,5.2,74.6,0,3,0,3.9,0,6,0,0.622
TKT002532,2022-06-06 09:02:00,CAT001,AGT008,CI,Chat,4,En cours,240,44.9,380.6,1,1,0,,0,6,0,1.586
TKT002533,2022-06-06 10:46:00,CAT004,AGT008,CI,Email,3,Escaladé,240,48.1,313.8,1,1,0,,0,6,0,1.308
TKT002534,2022-06-06 01:44:00,CAT004,AGT009,Maroc,Email,3,En cours,240,27.7,125.4,0,1,0,,0,6,0,0.523
TKT002535,2022-06-06 09:28:00,CAT008,AGT007,France,Email,2,Résolu,120,37.4,178.5,1,1,0,4.3,0,6,0,1.488
TKT002536,2022-06-06 10:30:00,CAT010,AGT012,Mali,Chat,1,Escaladé,60,3.1,62.9,1,1,0,,0,6,0,1.048
TKT002537,2022-06-06 07:31:00,CAT005,AGT009,Senegal,Email,1,Résolu,60,12.9,56.7,0,2,0,3.4,0,6,0,0.945
TKT002538,2022-06-06 14:40:00,CAT002,AGT012,CI,Web form,2,Résolu,120,11.3,98.2,0,4,0,4.6,0,6,0,0.818
TKT002539,2022-06-06 11:45:00,CAT002,AGT001,Maroc,Téléphone,2,Escaladé,120,16.1,109.8,0,1,0,,0,6,0,0.915
TKT002540,2022-06-06 08:35:00,CAT002,AGT012,Ghana,Email,2,Résolu,120,15.1,79.2,0,2,0,4.5,0,6,0,0.66
TKT002541,2022-06-06 18:21:00,CAT008,AGT008,CI,Web form,2,Backlog,120,9.4,42.4,0,2,0,,1,6,0,0.353
TKT002542,2022-06-06 11:53:00,CAT008,AGT008,Senegal,Email,2,Fermé,120,6.6,102.5,0,1,0,4.3,0,6,0,0.854
TKT002543,2022-06-06 16:26:00,CAT007,AGT009,Maroc,Chat,5,Backlog,480,161.9,878.7,1,1,0,,1,6,0,1.831
TKT002544,2022-06-06 02:05:00,CAT004,AGT004,CI,App mobile,3,Escaladé,240,74.7,438.7,1,1,0,,0,6,0,1.828
TKT002545,2022-06-06 15:32:00,CAT007,AGT011,CI,Téléphone,5,Escaladé,480,140.5,989.8,1,2,0,,0,6,0,2.062
TKT002546,2022-06-06 12:03:00,CAT007,AGT001,Mali,Chat,5,En cours,480,95.8,1029.2,1,1,0,,0,6,0,2.144
TKT002547,2022-06-06 17:24:00,CAT002,AGT011,Maroc,Chat,2,En cours,120,13.3,137.5,1,2,0,,0,6,0,1.146
TKT002548,2022-06-06 15:05:00,CAT006,AGT003,CI,Chat,3,En cours,360,67.1,291.4,0,1,0,,0,6,0,0.809
TKT002549,2022-06-06 18:29:00,CAT002,AGT002,Cameroun,Chat,2,Résolu,120,19.9,107.7,0,4,0,3.8,0,6,0,0.898
TKT002550,2022-06-06 13:57:00,CAT009,AGT008,France,Téléphone,1,Backlog,480,94.5,552.1,1,3,1,,1,6,0,1.15
TKT002551,2022-06-06 15:18:00,CAT004,AGT006,Maroc,Téléphone,3,En cours,240,24.2,312.2,1,1,0,,0,6,0,1.301
TKT002552,2022-06-06 18:01:00,CAT002,AGT012,France,Email,2,En cours,120,16.6,114.5,0,2,0,,0,6,0,0.954
TKT002553,2022-06-06 02:55:00,CAT005,AGT005,CI,App mobile,1,Résolu,60,2.2,34.0,0,2,0,5.0,0,6,0,0.567
TKT002554,2022-06-07 13:13:00,CAT003,AGT005,CI,Chat,3,Résolu,180,40.9,196.7,1,2,0,5.0,0,6,1,1.093
TKT002555,2022-06-07 11:22:00,CAT001,AGT005,Ghana,Téléphone,4,Escaladé,240,59.5,305.9,1,1,0,,0,6,1,1.275
TKT002556,2022-06-07 09:11:00,CAT004,AGT006,Maroc,Chat,3,Backlog,240,20.7,272.6,1,1,0,,1,6,1,1.136
TKT002557,2022-06-07 17:55:00,CAT010,AGT011,Maroc,App mobile,1,Résolu,60,15.9,71.9,1,2,0,3.3,0,6,1,1.198
TKT002558,2022-06-07 14:48:00,CAT001,AGT001,Ghana,App mobile,4,En cours,240,18.9,288.2,1,2,0,,0,6,1,1.201
TKT002559,2022-06-07 18:05:00,CAT007,AGT009,France,Téléphone,5,Résolu,480,66.5,292.3,0,2,0,4.2,0,6,1,0.609
TKT002560,2022-06-07 12:19:00,CAT007,AGT008,Ghana,Email,5,Escaladé,480,187.2,797.8,1,2,0,,0,6,1,1.662
TKT002561,2022-06-07 10:29:00,CAT007,AGT007,France,Téléphone,5,Escaladé,480,141.0,883.9,1,1,0,,0,6,1,1.841
TKT002562,2022-06-07 11:38:00,CAT005,AGT012,Senegal,Email,1,Résolu,60,7.1,67.4,1,1,0,4.2,0,6,1,1.123
TKT002563,2022-06-07 16:31:00,CAT002,AGT004,CI,Email,2,Résolu,120,5.9,110.4,0,1,0,3.3,0,6,1,0.92
TKT002564,2022-06-07 20:04:00,CAT004,AGT004,Maroc,Chat,3,Résolu,240,13.5,145.0,0,1,0,3.3,0,6,1,0.604
TKT002565,2022-06-07 18:13:00,CAT003,AGT001,Senegal,Chat,3,En cours,180,17.6,174.8,0,3,0,,0,6,1,0.971
TKT002566,2022-06-07 08:12:00,CAT002,AGT008,Senegal,Chat,2,Résolu,120,6.2,87.4,0,4,0,5.0,0,6,1,0.728
TKT002567,2022-06-07 15:53:00,CAT006,AGT012,CI,Chat,3,Résolu,360,55.2,236.9,0,2,0,4.2,0,6,1,0.658
TKT002568,2022-06-07 18:30:00,CAT007,AGT007,Senegal,Web form,5,Résolu,480,113.9,487.2,1,1,0,4.1,0,6,1,1.015
TKT002569,2022-06-07 09:57:00,CAT006,AGT001,CI,Chat,3,Escaladé,360,91.5,583.3,1,1,0,,0,6,1,1.62
TKT002570,2022-06-07 11:10:00,CAT002,AGT010,Mali,Téléphone,2,Escaladé,120,18.0,151.8,1,2,0,,0,6,1,1.265
TKT002571,2022-06-07 15:04:00,CAT005,AGT010,France,Téléphone,1,Fermé,60,5.1,32.0,0,1,0,3.6,0,6,1,0.533
TKT002572,2022-06-08 07:29:00,CAT003,AGT009,Cameroun,Web form,3,Résolu,180,30.0,190.5,1,4,1,3.3,0,6,2,1.058
TKT002573,2022-06-08 14:45:00,CAT002,AGT009,Ghana,Chat,2,En cours,120,17.5,70.4,0,5,1,,0,6,2,0.587
TKT002574,2022-06-08 14:52:00,CAT002,AGT007,CI,Email,2,Backlog,120,5.4,76.6,0,2,0,,1,6,2,0.638
TKT002575,2022-06-08 17:03:00,CAT003,AGT008,Ghana,Email,3,En cours,180,18.6,264.2,1,1,0,,0,6,2,1.468
TKT002576,2022-06-08 22:18:00,CAT003,AGT008,Mali,Email,3,Résolu,180,12.7,189.7,1,4,0,3.9,0,6,2,1.054
TKT002577,2022-06-08 04:03:00,CAT002,AGT001,Mali,Chat,2,Résolu,120,16.6,118.9,0,2,0,4.2,0,6,2,0.991
TKT002578,2022-06-08 19:26:00,CAT006,AGT002,Mali,Téléphone,3,Résolu,360,50.7,277.4,0,1,0,4.0,0,6,2,0.771
TKT002579,2022-06-08 16:19:00,CAT004,AGT012,Cameroun,Chat,3,Backlog,240,3.4,45.8,0,2,0,,1,6,2,0.191
TKT002580,2022-06-08 20:54:00,CAT010,AGT010,Maroc,Email,1,Résolu,60,4.1,50.3,0,1,0,4.1,0,6,2,0.838
TKT002581,2022-06-08 02:06:00,CAT007,AGT010,Mali,App mobile,5,En cours,480,218.1,884.8,1,1,0,,0,6,2,1.843
TKT002582,2022-06-08 18:44:00,CAT005,AGT001,CI,Téléphone,1,Résolu,60,3.9,47.7,0,1,0,4.5,0,6,2,0.795
TKT002583,2022-06-08 18:59:00,CAT007,AGT002,Senegal,Email,5,Résolu,480,31.3,177.5,0,2,0,3.8,0,6,2,0.37
TKT002584,2022-06-08 18:36:00,CAT008,AGT007,CI,Téléphone,2,Escaladé,120,8.9,159.4,1,1,0,,0,6,2,1.328
TKT002585,2022-06-08 16:00:00,CAT002,AGT010,Ghana,Téléphone,2,Escaladé,120,18.2,122.5,1,3,0,,0,6,2,1.021
TKT002586,2022-06-08 05:41:00,CAT004,AGT012,CI,Email,3,Backlog,240,26.9,260.0,1,1,0,,1,6,2,1.083
TKT002587,2022-06-08 12:07:00,CAT004,AGT003,Senegal,Email,3,Résolu,240,15.6,142.9,0,1,0,3.8,0,6,2,0.595
TKT002588,2022-06-08 19:51:00,CAT007,AGT001,Senegal,Web form,5,En cours,480,40.4,508.3,1,2,0,,0,6,2,1.059
TKT002589,2022-06-09 14:11:00,CAT004,AGT001,Ghana,Email,3,En cours,240,33.7,329.0,1,1,0,,0,6,3,1.371
TKT002590,2022-06-09 21:25:00,CAT003,AGT005,Cameroun,Email,3,Escaladé,180,15.0,256.9,1,2,0,,0,6,3,1.427
TKT002591,2022-06-09 14:21:00,CAT002,AGT002,Maroc,Web form,2,Escaladé,120,7.0,69.0,0,1,0,,0,6,3,0.575
TKT002592,2022-06-09 17:14:00,CAT008,AGT006,Maroc,Chat,2,Résolu,120,16.8,110.8,0,2,0,5.0,0,6,3,0.923
TKT002593,2022-06-09 19:39:00,CAT007,AGT007,Senegal,Téléphone,5,Résolu,480,102.7,802.8,1,4,0,3.7,0,6,3,1.672
TKT002594,2022-06-09 07:06:00,CAT002,AGT003,Cameroun,Email,2,Backlog,120,22.0,136.6,1,1,0,,1,6,3,1.138
TKT002595,2022-06-09 19:05:00,CAT002,AGT010,Senegal,Téléphone,2,Résolu,120,8.4,90.7,0,1,0,5.0,0,6,3,0.756
TKT002596,2022-06-09 13:51:00,CAT003,AGT012,Ghana,App mobile,3,Résolu,180,42.8,264.2,1,4,0,4.4,0,6,3,1.468
TKT002597,2022-06-09 12:36:00,CAT003,AGT010,Ghana,Email,3,Escaladé,180,16.0,165.4,0,1,0,,0,6,3,0.919
TKT002598,2022-06-09 16:30:00,CAT005,AGT010,Senegal,Email,1,Résolu,60,1.8,11.3,0,2,0,5.0,0,6,3,0.188
TKT002599,2022-06-09 14:55:00,CAT002,AGT012,Senegal,Email,2,Résolu,120,19.8,92.9,0,2,0,5.0,0,6,3,0.774
TKT002600,2022-06-09 14:10:00,CAT007,AGT006,Senegal,Téléphone,5,Résolu,480,108.5,483.3,1,1,0,4.1,0,6,3,1.007
