ticket_id,alert_timestamp,depassement_heures,statut_notification,manager_alerte
TKT009663,2023-08-07 14:09:00,0.1,Non notifié,True
TKT002746,2022-06-24 12:13:00,111.9,Notifié,True
TKT008163,2023-05-24 14:20:00,12.3,Notifié,True
TKT003111,2022-07-20 22:42:00,53.9,En attente,False
TKT013338,2024-03-17 11:17:00,84.1,Non notifié,True
TKT010196,2023-09-25 09:38:00,222.4,Notifié,True
TKT010690,2023-10-19 17:49:00,28.6,En attente,True
TKT006682,2023-02-07 17:58:00,44.5,Non notifié,False
TKT009562,2023-08-04 00:09:00,26.8,Non notifié,True
TKT011228,2023-11-22 12:56:00,69.2,Notifié,False
TKT009118,2023-07-08 10:51:00,31.5,Notifié,True
TKT008151,2023-05-14 08:29:00,7.3,Notifié,False
TKT012550,2024-01-23 15:35:00,153.8,Non notifié,True
TKT005031,2022-11-17 11:00:00,235.2,En attente,False
TKT008595,2023-06-07 02:04:00,71.4,Notifié,True
TKT014024,2024-04-21 01:12:00,5.9,En attente,True
TKT008220,2023-05-14 22:05:00,0.5,Non notifié,True
TKT014602,2024-05-29 18:27:00,127.0,Notifié,False
TKT005346,2022-12-01 05:24:00,40.6,Non notifié,True
TKT003805,2022-08-29 05:06:00,48.4,Non notifié,False
TKT015206,2024-06-29 19:25:00,15.5,Notifié,False
TKT011665,2023-12-08 03:17:00,3.4,En attente,False
TKT006895,2023-02-16 04:08:00,50.6,Non notifié,True
TKT009859,2023-08-21 22:13:00,23.5,En attente,False
TKT003889,2022-09-04 05:33:00,27.7,Non notifié,True
TKT010403,2023-10-05 05:30:00,99.2,En attente,True
TKT001780,2022-05-05 08:23:00,292.7,En attente,True
TKT014327,2024-05-12 09:37:00,35.5,Notifié,True
TKT002717,2022-06-25 09:21:00,70.5,En attente,False
TKT004110,2022-09-20 01:22:00,29.6,Non notifié,False
TKT004158,2022-10-04 07:41:00,562.1,Notifié,False
TKT001435,2022-04-04 15:54:00,135.6,Non notifié,True
TKT002059,2022-05-15 12:31:00,189.0,Non notifié,False
TKT013228,2024-03-01 21:09:00,114.0,Notifié,False
TKT004379,2022-10-10 12:14:00,127.0,Notifié,True
TKT002163,2022-05-22 11:10:00,65.9,Non notifié,False
TKT010524,2023-10-07 18:26:00,231.5,Non notifié,True
TKT009682,2023-08-25 01:07:00,132.8,Notifié,False
TKT010173,2023-09-15 19:07:00,153.6,Notifié,False
TKT014604,2024-05-30 19:15:00,65.3,En attente,True
TKT006077,2023-01-08 14:31:00,47.5,En attente,False
TKT012268,2024-01-15 22:47:00,29.5,Notifié,True
TKT011331,2023-11-26 15:29:00,40.7,En attente,True
TKT013487,2024-03-14 00:42:00,46.3,Non notifié,False
TKT001499,2022-04-04 04:17:00,13.3,En attente,False
TKT009370,2023-08-05 14:23:00,327.7,Non notifié,True
TKT008586,2023-06-10 09:47:00,179.0,Non notifié,False
TKT005839,2022-12-28 14:50:00,143.2,Notifié,False
TKT001577,2022-04-09 03:07:00,40.2,En attente,False
TKT011872,2023-12-23 08:30:00,105.2,Notifié,True
TKT002516,2022-06-18 21:44:00,181.9,En attente,True
TKT009691,2023-08-25 08:24:00,483.4,Notifié,True
TKT004049,2022-09-18 16:57:00,67.3,Non notifié,False
TKT001519,2022-04-04 20:33:00,67.5,En attente,True
TKT002469,2022-06-07 06:42:00,79.8,Non notifié,False
TKT011803,2023-12-14 20:52:00,31.7,En attente,True
TKT006798,2023-02-19 02:16:00,75.4,Notifié,True
TKT012625,2024-01-22 23:43:00,22.5,Non notifié,True
TKT013140,2024-03-04 19:34:00,159.8,En attente,False
TKT013879,2024-04-06 23:25:00,6.5,Non notifié,True
TKT001715,2022-05-01 14:37:00,53.6,Notifié,False
TKT001540,2022-04-08 04:34:00,34.6,En attente,True
TKT003397,2022-08-15 08:42:00,233.0,En attente,False
TKT011815,2023-12-18 02:23:00,53.0,Notifié,False
TKT011189,2023-11-16 13:40:00,136.9,Non notifié,True
TKT004227,2022-09-30 18:26:00,222.0,Notifié,False
TKT001846,2022-05-01 12:04:00,98.7,Non notifié,True
TKT004944,2022-11-17 21:40:00,402.7,Non notifié,True
TKT014592,2024-06-07 15:55:00,12.1,Notifié,False
TKT009459,2023-08-11 09:22:00,605.3,Non notifié,False
TKT008474,2023-06-12 10:40:00,62.5,Notifié,True
TKT001057,2022-03-20 17:58:00,456.6,En attente,False
TKT000628,2022-02-05 21:25:00,12.5,Non notifié,True
TKT005486,2022-12-08 04:21:00,70.2,Notifié,False
TKT001647,2022-04-26 19:19:00,79.7,Notifié,False
TKT013422,2024-03-23 15:41:00,520.0,En attente,False
TKT008009,2023-05-14 11:44:00,474.9,Notifié,False
TKT007221,2023-03-22 16:39:00,27.2,Non notifié,True
TKT005222,2022-11-23 03:06:00,57.3,Notifié,True
TKT000133,2022-01-26 15:43:00,366.9,En attente,False
TKT005122,2022-11-22 13:40:00,196.6,Non notifié,False
TKT008546,2023-06-03 13:09:00,38.9,Non notifié,True
TKT002575,2022-06-15 11:03:00,84.2,Notifié,True
TKT002647,2022-06-17 00:41:00,18.2,Non notifié,False
TKT000958,2022-03-01 07:27:00,26.8,En attente,False
TKT003240,2022-08-06 12:56:00,299.1,Non notifié,True
TKT008045,2023-05-07 06:40:00,154.5,Notifié,False
TKT012787,2024-02-13 11:15:00,246.0,Non notifié,True
TKT001071,2022-03-12 19:48:00,13.7,Non notifié,True
TKT008499,2023-06-04 06:31:00,24.9,En attente,False
TKT002357,2022-06-04 08:37:00,128.1,En attente,False
TKT014949,2024-06-24 00:49:00,210.2,En attente,False
TKT007810,2023-04-17 11:17:00,35.4,Non notifié,False
TKT002015,2022-05-22 16:56:00,331.2,Notifié,True
TKT002044,2022-05-09 22:43:00,9.1,Notifié,True
TKT013604,2024-03-25 04:03:00,64.3,Non notifié,True
TKT003347,2022-07-30 21:08:00,3.6,En attente,True
TKT015216,2024-07-03 07:55:00,50.1,Notifié,False
TKT013149,2024-02-25 16:22:00,309.3,Notifié,False
TKT013874,2024-04-09 01:53:00,12.6,Notifié,False
TKT011553,2023-12-04 02:14:00,11.4,Notifié,True
TKT004319,2022-10-02 04:02:00,16.6,Notifié,True
TKT003851,2022-09-05 08:45:00,98.6,En attente,False
TKT000412,2022-01-25 19:16:00,29.2,En attente,False
TKT008707,2023-06-22 03:49:00,44.9,Notifié,False
TKT005706,2022-12-19 08:55:00,53.3,Notifié,True
TKT000078,2022-01-23 12:12:00,369.6,Notifié,False
TKT006899,2023-03-01 09:29:00,520.3,Non notifié,False
TKT001736,2022-04-23 02:21:00,135.1,Notifié,False
TKT005752,2022-12-18 22:00:00,18.3,Non notifié,True
TKT002040,2022-05-14 20:13:00,106.2,Non notifié,False
TKT000603,2022-02-11 21:32:00,51.8,Notifié,False
TKT006172,2023-01-22 23:47:00,287.2,En attente,True
TKT011640,2023-12-15 08:08:00,71.8,Non notifié,False
TKT001114,2022-03-24 17:02:00,567.7,Non notifié,True
TKT010536,2023-10-01 23:27:00,26.8,En attente,False
TKT002739,2022-06-24 15:30:00,20.8,Non notifié,False
TKT009368,2023-07-24 13:41:00,141.8,Notifié,False
TKT007604,2023-04-01 17:56:00,4.7,En attente,False
TKT008153,2023-05-08 00:51:00,10.9,En attente,False
TKT000060,2022-01-12 13:15:00,97.0,Non notifié,True
TKT003732,2022-08-22 14:54:00,15.8,En attente,True
TKT009914,2023-09-04 04:34:00,339.3,Notifié,True
TKT005159,2022-11-24 13:29:00,143.3,En attente,False
TKT012016,2023-12-29 18:27:00,164.3,Non notifié,False
TKT003489,2022-08-09 07:09:00,79.3,En attente,False
TKT003436,2022-08-09 14:47:00,39.4,Non notifié,False
TKT010091,2023-09-04 19:38:00,0.4,En attente,False
TKT014763,2024-06-06 01:47:00,57.0,Non notifié,False
TKT008636,2023-06-12 05:45:00,17.3,En attente,True
TKT001269,2022-04-03 21:35:00,456.1,Notifié,False
TKT003583,2022-08-18 12:01:00,12.7,En attente,False
TKT006519,2023-01-27 23:51:00,6.8,Non notifié,False
TKT008491,2023-06-01 00:08:00,11.2,Non notifié,False
TKT008021,2023-05-06 19:57:00,74.6,Notifié,True
TKT005088,2022-11-29 05:31:00,457.3,Non notifié,False
TKT012772,2024-02-12 14:00:00,243.8,En attente,False
TKT008893,2023-06-27 14:41:00,96.2,En attente,True
TKT007943,2023-04-26 05:39:00,8.3,En attente,True
TKT004145,2022-09-23 05:35:00,42.7,Non notifié,False
TKT006724,2023-02-05 04:57:00,41.8,Non notifié,True
TKT013368,2024-03-15 00:28:00,244.4,En attente,True
TKT011539,2023-12-02 04:23:00,33.0,Notifié,False
TKT009837,2023-08-24 12:31:00,288.8,En attente,False
TKT006011,2023-01-03 15:25:00,147.5,Notifié,True
TKT000658,2022-02-13 01:15:00,11.6,Notifié,False
TKT010401,2023-09-30 09:16:00,76.1,En attente,True
TKT007410,2023-03-24 10:41:00,37.5,Non notifié,False
TKT009524,2023-08-02 00:27:00,48.4,Non notifié,False
TKT013342,2024-03-01 12:23:00,3.4,Non notifié,False
TKT003325,2022-08-03 14:56:00,195.1,Notifié,False
TKT012491,2024-01-16 18:00:00,13.8,En attente,True
TKT007553,2023-03-31 03:20:00,12.9,En attente,False
TKT003788,2022-08-31 09:51:00,25.9,Notifié,False
TKT007343,2023-03-17 03:58:00,28.9,En attente,True
TKT008362,2023-05-23 07:15:00,12.0,Notifié,True
TKT014025,2024-04-30 14:11:00,216.7,Notifié,False
TKT005879,2023-01-07 13:37:00,355.6,Notifié,True
TKT000117,2022-01-12 02:05:00,4.9,Notifié,True
TKT008849,2023-07-03 11:06:00,63.1,En attente,False
TKT003740,2022-08-25 08:51:00,45.4,Non notifié,True
TKT005551,2022-12-23 17:35:00,57.9,Notifié,False
TKT006410,2023-01-25 14:55:00,226.8,En attente,True
TKT000951,2022-03-09 14:37:00,82.2,Notifié,True
TKT008926,2023-06-25 02:45:00,4.2,Notifié,True
TKT002722,2022-06-25 11:31:00,68.2,Notifié,False
TKT001928,2022-05-06 12:37:00,13.7,Non notifié,True
TKT005939,2023-01-01 16:32:00,8.4,Non notifié,True
TKT006312,2023-01-15 17:50:00,12.2,En attente,True
TKT005837,2022-12-23 02:40:00,41.4,Non notifié,True
TKT006779,2023-02-12 08:36:00,27.9,Notifié,True
TKT003040,2022-07-11 05:13:00,26.5,En attente,False
TKT006977,2023-02-25 00:12:00,106.4,Non notifié,False
TKT013167,2024-02-24 13:11:00,123.7,Non notifié,False
TKT002562,2022-06-09 17:38:00,7.4,Notifié,False
TKT011292,2023-11-22 10:43:00,62.4,En attente,True
TKT006316,2023-01-20 14:34:00,183.9,En attente,True
TKT008853,2023-06-19 22:26:00,53.1,Non notifié,True
TKT001127,2022-03-25 08:13:00,124.3,Non notifié,True
TKT010771,2023-11-01 13:39:00,218.4,En attente,True
TKT005812,2022-12-26 04:42:00,159.7,Notifié,True
TKT000680,2022-02-17 12:48:00,103.8,Non notifié,False
TKT011759,2023-12-16 14:51:00,51.1,En attente,True
TKT005605,2022-12-26 15:05:00,134.4,Notifié,False
TKT007189,2023-03-09 11:30:00,25.1,Non notifié,True
TKT011037,2023-11-05 19:37:00,1.6,Notifié,True
TKT005705,2022-12-30 13:26:00,391.6,En attente,False
TKT009431,2023-07-31 16:11:00,17.8,Notifié,False
TKT015104,2024-06-29 16:30:00,66.6,En attente,True
TKT006741,2023-02-10 12:24:00,25.7,Notifié,True
TKT001086,2022-03-22 18:02:00,54.4,Notifié,False
TKT014415,2024-05-13 00:34:00,31.5,Notifié,False
TKT001170,2022-03-19 14:13:00,126.9,En attente,False
TKT002610,2022-06-23 01:48:00,23.7,Notifié,False
TKT005149,2022-11-22 01:00:00,92.5,Notifié,True
TKT010743,2023-10-25 16:06:00,200.9,En attente,True
TKT008439,2023-06-01 12:34:00,42.3,Notifié,True
TKT004080,2022-09-16 02:20:00,52.0,En attente,True
TKT003091,2022-07-27 15:33:00,178.9,Non notifié,False
TKT001281,2022-03-26 09:55:00,58.1,Notifié,False
TKT000302,2022-01-21 23:49:00,42.4,Non notifié,False
TKT014558,2024-05-22 10:18:00,9.0,Non notifié,True
TKT012176,2024-01-15 10:39:00,441.5,Notifié,True
TKT006097,2023-01-01 21:59:00,21.1,En attente,True
TKT001073,2022-03-10 03:54:00,122.7,Non notifié,True
TKT012822,2024-02-04 10:42:00,87.2,Notifié,True
TKT014694,2024-06-13 19:05:00,25.8,Non notifié,False
TKT014305,2024-05-09 12:48:00,33.7,Non notifié,False
TKT006919,2023-02-18 03:39:00,13.3,Notifié,False
TKT011110,2023-11-23 12:41:00,323.9,Notifié,True
TKT003244,2022-07-21 14:54:00,6.8,Non notifié,False
TKT004524,2022-10-13 09:55:00,1.3,En attente,True
TKT008119,2023-05-12 09:15:00,85.6,Notifié,False
TKT006824,2023-02-08 23:55:00,24.5,En attente,False
TKT006293,2023-01-24 07:33:00,64.5,Non notifié,True
TKT014411,2024-05-12 16:20:00,24.0,En attente,False
TKT014457,2024-05-28 13:24:00,165.2,En attente,True
TKT004639,2022-11-04 13:05:00,195.1,Notifié,True
TKT006199,2023-01-23 13:24:00,541.6,Non notifié,False
TKT014878,2024-06-14 09:18:00,74.4,Non notifié,True
TKT005396,2022-12-04 07:44:00,0.4,Non notifié,False
TKT013375,2024-03-20 14:17:00,246.6,Notifié,True
TKT012374,2024-01-24 21:26:00,167.2,Non notifié,True
TKT000737,2022-02-20 21:24:00,180.7,En attente,True
TKT009346,2023-07-25 15:35:00,83.3,Notifié,False
TKT000262,2022-01-25 08:14:00,133.7,Non notifié,False
TKT001673,2022-04-28 12:28:00,183.1,En attente,False
TKT005434,2022-12-06 10:35:00,84.0,Notifié,True
TKT005953,2022-12-28 09:07:00,7.6,En attente,True
TKT001260,2022-03-24 08:20:00,115.3,En attente,True
TKT013455,2024-03-25 18:28:00,159.7,Non notifié,False
TKT011329,2023-11-24 02:08:00,63.1,Notifié,True
TKT007427,2023-04-04 11:44:00,338.0,En attente,False
TKT000651,2022-02-10 00:23:00,23.4,Notifié,True
TKT003048,2022-07-20 03:39:00,331.9,Notifié,False
TKT000471,2022-02-02 11:11:00,85.2,En attente,True
TKT013719,2024-04-08 02:11:00,228.3,En attente,False
TKT013062,2024-02-16 01:44:00,22.9,En attente,True
TKT013110,2024-02-18 19:49:00,78.8,En attente,False
TKT005794,2023-01-03 10:59:00,264.6,En attente,True
TKT014282,2024-05-05 07:10:00,7.5,Non notifié,True
TKT010195,2023-09-12 06:02:00,49.9,Non notifié,False
TKT005779,2022-12-29 05:07:00,90.7,En attente,True
TKT009574,2023-08-09 06:20:00,184.0,Non notifié,True
TKT002146,2022-05-15 21:36:00,46.5,Non notifié,True
TKT008661,2023-06-20 09:27:00,71.6,En attente,False
TKT001374,2022-03-27 08:19:00,21.9,Notifié,False
TKT011947,2023-12-22 22:53:00,54.8,En attente,True
TKT014188,2024-05-02 06:57:00,2.8,Notifié,True
TKT008585,2023-06-08 07:52:00,87.4,Notifié,False
TKT001524,2022-04-09 14:52:00,154.0,Notifié,False
TKT008379,2023-05-24 03:04:00,5.6,En attente,False
TKT010380,2023-09-21 16:55:00,3.6,En attente,True
TKT011136,2023-11-16 02:33:00,30.3,En attente,True
TKT007535,2023-04-02 21:30:00,26.7,En attente,False
TKT012855,2024-02-04 00:05:00,5.3,Notifié,False
TKT012111,2024-01-12 12:36:00,12.7,Non notifié,False
TKT011289,2023-11-24 08:51:00,86.2,Notifié,False
TKT004783,2022-11-13 04:05:00,196.6,Notifié,False
TKT004971,2022-11-14 15:54:00,178.8,Non notifié,True
TKT004672,2022-11-06 07:24:00,385.1,En attente,True
TKT014897,2024-06-09 21:13:00,3.4,Non notifié,True
TKT011531,2023-12-14 11:22:00,377.6,Notifié,True
TKT004859,2022-11-05 02:54:00,8.9,Non notifié,True
TKT014142,2024-05-04 22:18:00,186.0,En attente,False
TKT004555,2022-10-17 02:47:00,31.7,Notifié,False
TKT011097,2023-11-08 22:12:00,25.4,Non notifié,True
TKT002191,2022-05-23 15:38:00,108.3,Non notifié,False
TKT010876,2023-10-30 14:25:00,41.2,En attente,True
TKT010878,2023-10-26 21:27:00,36.5,En attente,True
TKT007645,2023-04-19 16:49:00,462.1,Non notifié,True
TKT005590,2022-12-12 03:59:00,28.2,En attente,True
TKT001192,2022-03-13 14:01:00,2.0,Non notifié,True
TKT012252,2024-01-08 08:47:00,37.2,Notifié,True
TKT014784,2024-06-18 06:18:00,395.7,Notifié,False
TKT002664,2022-06-18 06:12:00,45.7,En attente,False
TKT001823,2022-04-27 06:19:00,115.9,En attente,True
TKT011397,2023-12-08 13:50:00,167.9,Notifié,True
TKT007044,2023-02-28 05:59:00,37.2,En attente,True
TKT008099,2023-05-07 01:13:00,39.8,Non notifié,True
TKT000222,2022-01-17 17:04:00,40.1,Non notifié,False
TKT014767,2024-06-04 05:44:00,26.0,Non notifié,False
TKT006759,2023-02-07 01:02:00,13.3,En attente,True
TKT014988,2024-06-18 07:16:00,28.7,En attente,True
TKT006821,2023-02-11 02:31:00,82.1,Notifié,True
TKT014480,2024-05-17 13:24:00,41.9,Non notifié,True
TKT008783,2023-06-20 06:22:00,1.7,En attente,True
TKT014410,2024-05-26 04:08:00,130.9,Notifié,True
TKT014982,2024-06-25 21:22:00,58.7,Non notifié,True
TKT001651,2022-04-13 02:42:00,40.4,Notifié,False
TKT006974,2023-02-20 20:16:00,30.1,En attente,True
TKT007818,2023-04-22 19:29:00,66.3,Notifié,False
TKT001509,2022-04-09 18:32:00,51.7,Notifié,False
TKT001793,2022-05-06 17:14:00,501.7,Non notifié,True
TKT002032,2022-05-06 16:48:00,7.1,Non notifié,True
TKT000035,2022-01-08 00:19:00,14.8,En attente,False
TKT002939,2022-07-18 13:45:00,287.5,Notifié,True
TKT014427,2024-05-27 06:17:00,648.5,En attente,True
TKT004781,2022-10-30 18:19:00,45.1,En attente,True
TKT010445,2023-10-02 10:27:00,138.4,Non notifié,True
TKT009231,2023-07-27 22:30:00,432.1,Notifié,True
TKT010309,2023-09-24 14:13:00,54.9,En attente,False
TKT003993,2022-09-23 14:35:00,483.3,Non notifié,False
TKT000221,2022-01-22 18:41:00,96.6,Notifié,True
TKT007020,2023-03-01 11:15:00,14.8,En attente,True
TKT010531,2023-10-08 12:42:00,17.2,En attente,True
TKT001806,2022-04-24 03:48:00,16.2,En attente,False
TKT012993,2024-02-08 18:19:00,22.8,Notifié,True
TKT001939,2022-05-16 15:32:00,283.0,En attente,True
TKT011371,2023-11-25 02:33:00,56.2,En attente,True
TKT003487,2022-08-07 00:24:00,12.7,En attente,True
TKT000870,2022-02-23 21:28:00,21.3,Notifié,False
TKT001475,2022-04-16 09:25:00,220.2,Non notifié,True
TKT005404,2022-12-15 10:26:00,436.2,Notifié,True
TKT009510,2023-08-05 15:19:00,78.8,Notifié,False
TKT000568,2022-02-18 09:51:00,92.7,Non notifié,False
TKT006781,2023-02-17 08:52:00,236.9,En attente,True
TKT009501,2023-08-13 10:33:00,391.7,Notifié,False
TKT000450,2022-02-01 12:52:00,16.8,Notifié,False
TKT002220,2022-05-25 08:54:00,102.1,Non notifié,False
TKT009537,2023-08-06 14:51:00,30.4,Notifié,True
TKT010485,2023-09-30 22:08:00,29.4,Notifié,True
TKT014865,2024-06-23 08:34:00,360.1,En attente,False
TKT009809,2023-08-19 02:38:00,57.7,Non notifié,True
TKT008506,2023-06-01 20:36:00,32.7,Non notifié,False
TKT008288,2023-05-23 10:05:00,30.0,En attente,False
TKT000362,2022-02-07 14:49:00,479.9,Non notifié,False
TKT008245,2023-05-20 20:04:00,131.1,Non notifié,False
TKT007403,2023-03-21 07:45:00,14.6,En attente,False
TKT007353,2023-03-26 15:43:00,173.7,Notifié,False
TKT014402,2024-05-16 14:30:00,67.7,Non notifié,False
TKT010315,2023-09-24 19:15:00,74.7,Notifié,False
TKT003358,2022-08-13 11:42:00,56.1,En attente,True
TKT003185,2022-08-02 10:56:00,649.8,Non notifié,False
TKT000400,2022-01-29 08:32:00,71.1,En attente,True
TKT002995,2022-07-13 14:37:00,25.4,Notifié,False
TKT000492,2022-02-05 13:38:00,26.4,Notifié,False
TKT009343,2023-07-25 16:30:00,71.0,Non notifié,True
TKT008774,2023-06-15 01:36:00,9.2,En attente,False
TKT005188,2022-11-25 17:01:00,105.6,Notifié,False
TKT006502,2023-01-29 12:39:00,98.5,En attente,True
TKT003420,2022-08-17 14:54:00,380.9,En attente,False
TKT000558,2022-02-09 14:06:00,124.8,En attente,True
TKT012771,2024-02-07 18:46:00,94.0,Notifié,False
TKT010225,2023-09-14 00:59:00,9.9,Non notifié,True
TKT007080,2023-03-04 10:03:00,240.4,En attente,False
TKT004466,2022-10-20 20:05:00,114.5,Non notifié,True
TKT002550,2022-06-24 13:57:00,72.1,Non notifié,True
TKT002457,2022-06-08 09:27:00,97.6,Non notifié,True
TKT005563,2022-12-11 08:29:00,2.9,En attente,True
TKT004888,2022-11-19 22:46:00,651.5,Non notifié,False
TKT003353,2022-08-04 10:04:00,53.8,En attente,False
TKT001724,2022-05-01 09:02:00,73.7,En attente,True
TKT010813,2023-10-21 21:19:00,14.7,En attente,False
TKT010127,2023-09-12 17:45:00,30.8,En attente,False
TKT011984,2024-01-06 12:52:00,139.5,En attente,True
TKT013883,2024-04-09 06:56:00,4.1,Notifié,True
TKT010120,2023-09-06 23:07:00,17.8,Notifié,True
TKT004787,2022-11-04 15:50:00,136.2,Notifié,True
TKT013300,2024-03-14 09:54:00,376.6,En attente,False
TKT003464,2022-08-08 03:40:00,30.6,Non notifié,False
TKT002570,2022-06-11 23:10:00,31.8,En attente,True
TKT009702,2023-08-12 16:32:00,36.2,Notifié,False
TKT002470,2022-06-11 15:29:00,7.6,Notifié,True
TKT012873,2024-02-13 08:38:00,178.9,En attente,False
TKT009586,2023-08-09 13:53:00,83.0,Notifié,True
TKT003797,2022-09-07 05:40:00,160.7,Non notifié,True
TKT013555,2024-03-19 01:55:00,43.2,Non notifié,True
TKT002910,2022-07-05 13:22:00,17.9,En attente,False
TKT010431,2023-10-01 08:04:00,6.4,Non notifié,False
TKT009991,2023-09-03 10:23:00,34.1,Non notifié,False
TKT009454,2023-07-31 03:14:00,56.3,En attente,False
TKT010148,2023-09-11 03:40:00,19.4,En attente,False
TKT005927,2023-01-09 19:22:00,207.2,Notifié,True
TKT014609,2024-05-30 15:22:00,248.9,En attente,True
TKT013596,2024-03-26 12:33:00,29.9,Notifié,True
TKT009557,2023-08-07 07:40:00,166.4,En attente,False
TKT011811,2023-12-16 23:46:00,63.8,Non notifié,True
TKT000717,2022-02-19 21:38:00,155.6,En attente,False
TKT008569,2023-06-08 12:46:00,21.5,Notifié,True
TKT009697,2023-08-17 03:46:00,255.9,Notifié,False
TKT003292,2022-07-31 09:23:00,19.9,Notifié,True
TKT006711,2023-02-04 21:44:00,15.6,En attente,False
TKT002638,2022-06-20 14:49:00,52.4,Non notifié,False
TKT002594,2022-06-13 19:06:00,16.6,En attente,True
TKT007362,2023-03-21 12:48:00,106.7,Notifié,False
TKT012739,2024-02-11 07:56:00,482.0,Notifié,False
TKT011774,2023-12-10 23:14:00,14.8,Notifié,False
TKT008423,2023-05-29 10:35:00,146.9,Non notifié,False
TKT013084,2024-03-01 13:08:00,467.1,Notifié,False
TKT001049,2022-03-11 10:12:00,174.7,Non notifié,True
TKT006550,2023-02-10 13:59:00,386.5,Notifié,False
TKT000746,2022-02-20 15:21:00,224.0,Non notifié,False
TKT003054,2022-07-16 07:35:00,68.1,Non notifié,True
TKT004357,2022-10-17 04:44:00,159.8,Notifié,True
TKT009696,2023-08-17 14:40:00,68.5,Notifié,False
TKT009420,2023-07-28 02:13:00,64.9,Non notifié,True
TKT008696,2023-06-21 07:55:00,140.2,Non notifié,True
TKT013285,2024-03-13 20:02:00,570.5,En attente,False
TKT003908,2022-09-18 10:45:00,92.5,En attente,False
TKT002581,2022-06-26 02:06:00,404.8,Non notifié,False
TKT008110,2023-05-09 01:21:00,40.0,En attente,False
TKT007766,2023-04-12 12:59:00,2.1,En attente,True
TKT006606,2023-02-01 14:53:00,31.3,Notifié,False
TKT007872,2023-04-24 10:48:00,75.8,Notifié,True
TKT013559,2024-03-23 10:11:00,42.8,Notifié,True
TKT004489,2022-10-18 19:41:00,174.8,Non notifié,False
TKT002264,2022-05-26 08:44:00,28.6,Notifié,True
TKT003272,2022-08-07 02:56:00,570.0,En attente,True
TKT010592,2023-10-16 22:43:00,150.1,En attente,True
TKT003252,2022-07-26 08:27:00,3.5,Non notifié,True
TKT010554,2023-10-09 14:26:00,120.5,Notifié,False
TKT006051,2023-01-12 03:22:00,165.1,Non notifié,False
TKT004111,2022-09-15 21:06:00,4.4,En attente,False
TKT011389,2023-11-27 17:12:00,88.9,En attente,True
TKT010664,2023-10-10 22:46:00,0.7,Non notifié,True
TKT010483,2023-10-14 23:26:00,314.7,En attente,True
TKT013799,2024-04-01 14:27:00,4.3,Non notifié,True
TKT001851,2022-04-27 04:06:00,44.8,Notifié,False
TKT011868,2023-12-18 12:10:00,62.0,En attente,True
TKT008187,2023-05-17 22:31:00,152.7,Notifié,True
TKT000143,2022-01-27 11:50:00,337.9,En attente,False
TKT001351,2022-04-08 17:35:00,654.5,En attente,True
TKT000039,2022-01-21 21:58:00,45.6,Non notifié,True
TKT014883,2024-06-24 21:24:00,15.8,En attente,False
TKT008055,2023-05-12 00:24:00,137.7,Notifié,False
TKT005714,2022-12-21 14:36:00,115.2,Non notifié,False
TKT012281,2024-01-20 09:36:00,441.9,En attente,False
TKT001668,2022-04-19 15:03:00,125.3,En attente,False
TKT002479,2022-06-09 18:15:00,126.2,En attente,False
TKT000103,2022-01-11 19:13:00,30.8,Non notifié,True
TKT006013,2023-01-05 21:34:00,76.8,Non notifié,True
TKT002431,2022-06-09 08:58:00,121.1,Non notifié,False
TKT008911,2023-06-28 23:47:00,4.8,En attente,True
TKT012371,2024-01-13 01:21:00,143.7,Non notifié,True
TKT011786,2023-12-17 22:19:00,94.6,Notifié,False
TKT005006,2022-11-25 13:51:00,582.5,Non notifié,True
TKT011593,2023-12-06 09:52:00,113.9,En attente,False
TKT007232,2023-03-10 12:44:00,14.4,En attente,False
TKT013657,2024-03-26 05:46:00,13.9,Notifié,True
TKT007338,2023-03-17 04:14:00,19.5,En attente,True
TKT005156,2022-11-19 20:34:00,1.8,Non notifié,True
TKT011656,2023-12-09 09:50:00,92.2,Non notifié,False
TKT012103,2024-01-03 14:07:00,58.5,Notifié,True
TKT013832,2024-04-09 11:45:00,97.5,Notifié,False
TKT009485,2023-08-02 06:04:00,107.5,Notifié,False
TKT009456,2023-07-29 01:29:00,2.3,En attente,True
TKT012849,2024-02-07 08:37:00,145.8,En attente,False
TKT003434,2022-08-05 07:52:00,44.1,Notifié,False
TKT007946,2023-04-23 08:53:00,4.1,En attente,False
TKT007540,2023-04-01 06:25:00,88.8,Notifié,False
TKT014520,2024-05-22 07:23:00,102.0,Notifié,True
TKT014676,2024-05-28 23:46:00,15.1,Notifié,True
TKT008241,2023-05-18 02:43:00,77.0,Notifié,False
TKT002561,2022-06-25 10:29:00,403.9,Non notifié,False
TKT008229,2023-05-23 19:13:00,21.8,En attente,True
TKT009815,2023-09-01 14:44:00,119.0,Notifié,True
TKT010799,2023-10-22 09:58:00,74.0,Non notifié,True
TKT009106,2023-07-03 23:38:00,5.2,Notifié,True
TKT000670,2022-02-12 01:27:00,47.5,En attente,False
TKT007303,2023-03-17 04:12:00,138.7,Non notifié,True
TKT012944,2024-02-09 01:26:00,8.8,Notifié,False
TKT010177,2023-09-15 11:07:00,2.7,Non notifié,True
TKT001191,2022-03-16 00:42:00,15.3,En attente,False
TKT012621,2024-01-27 10:00:00,77.6,Non notifié,True
