interaction_id,ticket_id,timestamp,agent_id,action_type,visible_client
INT0001919,TKT011314,2023-11-22 22:43:00,AGT005,Appel sortant,True
INT0001920,TKT001244,2022-03-14 21:17:00,AGT003,Note interne,False
INT0001921,TKT001244,2022-03-16 05:47:00,AGT003,Email client,True
INT0001922,TKT013687,2024-03-23 13:40:00,AGT010,Note interne,False
INT0001923,TKT000146,2022-01-10 16:40:00,AGT006,Note interne,False
INT0001924,TKT006371,2023-01-13 16:26:00,AGT003,Note interne,True
INT0001925,TKT006371,2023-01-15 17:08:00,AGT003,Email client,True
INT0001926,TKT008782,2023-06-12 11:46:00,AGT007,Note interne,True
INT0001927,TKT008782,2023-06-14 01:46:00,AGT007,Email client,True
INT0001928,TKT012447,2024-01-10 11:53:00,AGT001,Note interne,False
INT0001929,TKT012447,2024-01-29 16:41:00,AGT001,Email client,False
INT0001930,TKT001326,2022-03-19 08:06:00,AGT003,Note interne,False
INT0001931,TKT001326,2022-03-29 11:46:00,AGT003,Email client,True
INT0001932,TKT001326,2022-04-08 15:26:00,AGT003,Appel sortant,False
INT0001933,TKT001997,2022-05-02 09:52:00,AGT012,Note interne,False
INT0001934,TKT015110,2024-06-20 13:31:00,AGT004,Note interne,False
INT0001935,TKT007817,2023-04-13 18:46:00,AGT004,Note interne,False
INT0001936,TKT007817,2023-05-08 16:46:00,AGT004,Email client,True
INT0001937,TKT012319,2024-01-03 08:53:00,AGT007,Note interne,False
INT0001938,TKT012319,2024-01-06 16:59:00,AGT007,Email client,False
INT0001939,TKT012107,2023-12-25 08:27:00,AGT011,Note interne,False
INT0001940,TKT009049,2023-06-28 16:51:00,AGT004,Note interne,False
INT0001941,TKT005659,2022-12-09 08:05:00,AGT002,Note interne,False
INT0001942,TKT007661,2023-04-03 10:52:00,AGT010,Note interne,False
INT0001943,TKT007661,2023-04-05 03:46:00,AGT010,Email client,True
INT0001944,TKT006043,2022-12-28 18:12:00,AGT004,Note interne,False
INT0001945,TKT006043,2022-12-30 10:06:00,AGT004,Email client,True
INT0001946,TKT013144,2024-02-16 15:57:00,AGT004,Note interne,False
INT0001947,TKT013144,2024-03-03 08:12:00,AGT004,Email client,False
INT0001948,TKT005080,2022-11-11 20:44:00,AGT005,Note interne,True
INT0001949,TKT005080,2022-11-19 17:26:00,AGT005,Email client,False
INT0001950,TKT005080,2022-11-27 14:08:00,AGT005,Appel sortant,False
INT0001951,TKT003471,2022-08-03 20:40:00,AGT004,Note interne,True
INT0001952,TKT003471,2022-08-08 03:28:00,AGT004,Email client,False
INT0001953,TKT011355,2023-11-18 11:11:00,AGT001,Note interne,False
INT0001954,TKT011355,2023-11-20 01:23:00,AGT001,Email client,True
INT0001955,TKT009088,2023-06-30 12:38:00,AGT004,Note interne,True
INT0001956,TKT004233,2022-09-21 09:06:00,AGT004,Note interne,False
INT0001957,TKT004233,2022-09-22 07:18:00,AGT004,Email client,False
INT0001958,TKT012243,2024-01-01 13:50:00,AGT008,Note interne,False
INT0001959,TKT012243,2024-01-03 03:47:00,AGT008,Email client,False
INT0001960,TKT003980,2022-09-05 12:26:00,AGT004,Note interne,False
INT0001961,TKT003980,2022-09-07 08:46:00,AGT004,Email client,True
INT0001962,TKT003980,2022-09-09 05:06:00,AGT004,Appel sortant,True
INT0001963,TKT011686,2023-12-04 06:04:00,AGT008,Note interne,False
INT0001964,TKT011686,2023-12-09 09:40:00,AGT008,Email client,True
INT0001965,TKT011686,2023-12-14 13:16:00,AGT008,Appel sortant,True
INT0001966,TKT005611,2022-12-08 15:06:00,AGT009,Note interne,False
INT0001967,TKT009398,2023-07-19 21:53:00,AGT011,Note interne,False
INT0001968,TKT009398,2023-07-20 12:24:12,AGT011,Email client,False
INT0001969,TKT009398,2023-07-21 02:55:24,AGT011,Appel sortant,False
INT0001970,TKT009398,2023-07-21 17:26:36,AGT011,Escalade,False
INT0001971,TKT009398,2023-07-22 07:57:48,AGT011,Résolution,False
INT0001972,TKT015015,2024-06-14 18:59:00,AGT002,Note interne,False
INT0001973,TKT013849,2024-04-02 20:53:00,AGT009,Note interne,True
INT0001974,TKT004872,2022-11-01 15:56:00,AGT009,Note interne,True
INT0001975,TKT014968,2024-06-12 18:46:00,AGT003,Note interne,True
INT0001976,TKT010978,2023-10-29 09:51:00,AGT010,Note interne,True
INT0001977,TKT010978,2023-10-31 01:12:00,AGT010,Email client,False
INT0001978,TKT013560,2024-03-14 10:26:00,AGT004,Note interne,True
INT0001979,TKT007130,2023-02-26 19:51:00,AGT002,Note interne,False
INT0001980,TKT007130,2023-02-27 05:07:30,AGT002,Email client,False
INT0001981,TKT007130,2023-02-27 14:24:00,AGT002,Appel sortant,False
INT0001982,TKT007130,2023-02-27 23:40:30,AGT002,Escalade,True
INT0001983,TKT011144,2023-11-07 10:53:00,AGT007,Note interne,True
INT0001984,TKT011144,2023-11-24 16:26:00,AGT007,Email client,False
INT0001985,TKT007623,2023-03-31 10:41:00,AGT009,Note interne,True
INT0001986,TKT007623,2023-04-04 09:11:00,AGT009,Email client,True
INT0001987,TKT010500,2023-09-27 12:14:00,AGT009,Note interne,True
INT0001988,TKT002516,2022-06-05 09:44:00,AGT011,Note interne,False
INT0001989,TKT006407,2023-01-16 11:08:00,AGT010,Note interne,False
INT0001990,TKT008833,2023-06-15 21:56:00,AGT006,Note interne,True
INT0001991,TKT008833,2023-06-16 21:42:00,AGT006,Email client,False
INT0001992,TKT008833,2023-06-17 21:28:00,AGT006,Appel sortant,False
INT0001993,TKT014174,2024-04-23 11:18:00,AGT004,Note interne,True
INT0001994,TKT006903,2023-02-11 15:05:00,AGT006,Note interne,True
INT0001995,TKT006903,2023-02-23 09:23:00,AGT006,Email client,True
INT0001996,TKT010513,2023-09-28 22:39:00,AGT007,Note interne,False
INT0001997,TKT010513,2023-09-30 23:45:00,AGT007,Email client,False
INT0001998,TKT011990,2023-12-19 12:23:00,AGT011,Note interne,True
INT0001999,TKT011840,2023-12-12 18:40:00,AGT002,Note interne,True
INT0002000,TKT011840,2023-12-16 05:49:00,AGT002,Email client,True
INT0002001,TKT013737,2024-03-26 16:00:00,AGT005,Note interne,True
INT0002002,TKT013708,2024-03-24 12:22:00,AGT011,Note interne,True
INT0002003,TKT013708,2024-03-27 04:05:12,AGT011,Email client,False
INT0002004,TKT013708,2024-03-29 19:48:24,AGT011,Appel sortant,True
INT0002005,TKT013708,2024-04-01 11:31:36,AGT011,Escalade,False
INT0002006,TKT013708,2024-04-04 03:14:48,AGT011,Résolution,False
INT0002007,TKT010957,2023-10-27 19:39:00,AGT001,Note interne,True
INT0002008,TKT004241,2022-09-21 11:37:00,AGT009,Note interne,True
INT0002009,TKT005703,2022-12-12 13:29:00,AGT004,Note interne,False
INT0002010,TKT005703,2022-12-13 11:05:00,AGT004,Email client,False
INT0002011,TKT014257,2024-04-28 04:00:00,AGT005,Note interne,True
INT0002012,TKT014257,2024-04-30 22:06:00,AGT005,Email client,False
INT0002013,TKT014257,2024-05-03 16:12:00,AGT005,Appel sortant,False
INT0002014,TKT014257,2024-05-06 10:18:00,AGT005,Escalade,False
INT0002015,TKT014257,2024-05-09 04:24:00,AGT005,Résolution,False
INT0002016,TKT010821,2023-10-18 15:14:00,AGT001,Note interne,False
INT0002017,TKT010821,2023-10-20 01:59:00,AGT001,Email client,False
INT0002018,TKT013731,2024-03-26 08:35:00,AGT004,Note interne,True
INT0002019,TKT013731,2024-04-04 19:43:00,AGT004,Email client,True
INT0002020,TKT013731,2024-04-14 06:51:00,AGT004,Appel sortant,True
INT0002021,TKT000589,2022-02-01 10:34:00,AGT012,Note interne,True
INT0002022,TKT000589,2022-02-04 05:04:00,AGT012,Email client,True
INT0002023,TKT006239,2023-01-07 00:39:00,AGT008,Note interne,True
INT0002024,TKT000439,2022-01-25 14:01:00,AGT002,Note interne,True
INT0002025,TKT000439,2022-01-31 03:52:00,AGT002,Email client,False
INT0002026,TKT008737,2023-06-09 09:26:00,AGT008,Note interne,False
INT0002027,TKT008737,2023-06-19 00:02:00,AGT008,Email client,False
INT0002028,TKT008737,2023-06-28 14:38:00,AGT008,Appel sortant,True
INT0002029,TKT008737,2023-07-08 05:14:00,AGT008,Escalade,True
INT0002030,TKT010368,2023-09-19 14:00:00,AGT010,Note interne,True
INT0002031,TKT010368,2023-09-20 19:48:00,AGT010,Email client,False
INT0002032,TKT010368,2023-09-22 01:36:00,AGT010,Appel sortant,False
INT0002033,TKT008057,2023-04-29 18:17:00,AGT011,Note interne,False
INT0002034,TKT008057,2023-05-01 11:53:00,AGT011,Email client,True
INT0002035,TKT008057,2023-05-03 05:29:00,AGT011,Appel sortant,True
INT0002036,TKT008036,2023-04-28 14:36:00,AGT010,Note interne,True
INT0002037,TKT000182,2022-01-12 11:22:00,AGT011,Note interne,False
INT0002038,TKT003274,2022-07-20 09:15:00,AGT010,Note interne,False
INT0002039,TKT003274,2022-07-28 02:37:00,AGT010,Email client,True
INT0002040,TKT003274,2022-08-04 19:59:00,AGT010,Appel sortant,False
INT0002041,TKT000257,2022-01-15 00:49:00,AGT008,Note interne,False
INT0002042,TKT000257,2022-01-18 15:46:00,AGT008,Email client,False
INT0002043,TKT013048,2024-02-10 14:05:00,AGT001,Note interne,False
INT0002044,TKT013048,2024-02-10 22:41:00,AGT001,Email client,False
INT0002045,TKT013048,2024-02-11 07:17:00,AGT001,Appel sortant,True
INT0002046,TKT013299,2024-02-25 09:56:00,AGT008,Note interne,False
INT0002047,TKT011214,2023-11-12 12:11:00,AGT005,Note interne,True
INT0002048,TKT011214,2023-11-16 08:05:00,AGT005,Email client,True
INT0002049,TKT011214,2023-11-20 03:59:00,AGT005,Appel sortant,False
INT0002050,TKT004435,2022-10-05 16:34:00,AGT003,Note interne,False
INT0002051,TKT006438,2023-01-17 10:49:00,AGT008,Note interne,False
INT0002052,TKT006438,2023-01-22 09:40:00,AGT008,Email client,False
INT0002053,TKT011254,2023-11-14 14:20:00,AGT001,Note interne,False
INT0002054,TKT001964,2022-04-29 17:41:00,AGT010,Note interne,True
INT0002055,TKT001964,2022-05-03 13:59:00,AGT010,Email client,True
INT0002056,TKT000709,2022-02-10 23:18:00,AGT012,Note interne,True
INT0002057,TKT011756,2023-12-07 10:17:00,AGT010,Note interne,True
INT0002058,TKT011257,2023-11-14 16:22:00,AGT002,Note interne,False
INT0002059,TKT007912,2023-04-19 08:31:00,AGT008,Note interne,True
INT0002060,TKT007912,2023-04-22 20:01:00,AGT008,Email client,True
INT0002061,TKT007912,2023-04-26 07:31:00,AGT008,Appel sortant,True
INT0002062,TKT002464,2022-06-02 12:14:00,AGT003,Note interne,True
INT0002063,TKT002464,2022-06-03 13:44:00,AGT003,Email client,True
INT0002064,TKT002464,2022-06-04 15:14:00,AGT003,Appel sortant,False
INT0002065,TKT011208,2023-11-11 14:17:00,AGT010,Note interne,True
INT0002066,TKT003938,2022-09-01 14:43:00,AGT012,Note interne,True
INT0002067,TKT003938,2022-09-08 23:46:00,AGT012,Email client,False
INT0002068,TKT003323,2022-07-25 17:08:00,AGT011,Note interne,True
INT0002069,TKT003323,2022-07-25 19:04:00,AGT011,Email client,False
INT0002070,TKT003323,2022-07-25 21:00:00,AGT011,Appel sortant,False
INT0002071,TKT001922,2022-04-26 08:51:00,AGT008,Note interne,False
INT0002072,TKT011626,2023-11-30 22:22:00,AGT004,Note interne,False
INT0002073,TKT003055,2022-07-07 15:14:00,AGT012,Note interne,False
INT0002074,TKT000463,2022-01-26 12:23:00,AGT006,Note interne,False
INT0002075,TKT000463,2022-02-02 04:51:00,AGT006,Email client,False
INT0002076,TKT000463,2022-02-08 21:19:00,AGT006,Appel sortant,True
INT0002077,TKT004740,2022-10-24 21:50:00,AGT005,Note interne,True
INT0002078,TKT000335,2022-01-19 14:39:00,AGT002,Note interne,True
INT0002079,TKT000335,2022-01-20 20:59:00,AGT002,Email client,True
INT0002080,TKT000335,2022-01-22 03:19:00,AGT002,Appel sortant,True
INT0002081,TKT004725,2022-10-22 08:48:00,AGT011,Note interne,True
INT0002082,TKT004725,2022-10-23 20:38:00,AGT011,Email client,False
INT0002083,TKT004725,2022-10-25 08:28:00,AGT011,Appel sortant,False
INT0002084,TKT007449,2023-03-19 08:30:00,AGT011,Note interne,False
INT0002085,TKT007449,2023-03-28 00:24:00,AGT011,Email client,False
INT0002086,TKT000487,2022-01-27 14:27:00,AGT011,Note interne,True
INT0002087,TKT000487,2022-02-10 22:45:00,AGT011,Email client,False
INT0002088,TKT008690,2023-06-07 11:33:00,AGT004,Note interne,False
INT0002089,TKT008690,2023-06-11 12:07:00,AGT004,Email client,True
INT0002090,TKT008690,2023-06-15 12:41:00,AGT004,Appel sortant,True
INT0002091,TKT001000,2022-02-26 12:48:00,AGT007,Note interne,True
INT0002092,TKT008223,2023-05-10 06:52:00,AGT001,Note interne,True
INT0002093,TKT014377,2024-05-06 11:23:00,AGT009,Note interne,False
INT0002094,TKT014377,2024-05-08 02:32:00,AGT009,Email client,False
INT0002095,TKT009615,2023-08-02 16:06:00,AGT002,Note interne,True
INT0002096,TKT009615,2023-08-02 19:16:00,AGT002,Email client,False
INT0002097,TKT009615,2023-08-02 22:26:00,AGT002,Appel sortant,True
INT0002098,TKT013100,2024-02-13 17:59:00,AGT006,Note interne,False
INT0002099,TKT013100,2024-02-15 03:43:00,AGT006,Email client,False
INT0002100,TKT013100,2024-02-16 13:27:00,AGT006,Appel sortant,False
INT0002101,TKT001756,2022-04-15 08:16:00,AGT003,Note interne,True
INT0002102,TKT001756,2022-04-17 17:16:00,AGT003,Email client,True
INT0002103,TKT012424,2024-01-09 11:04:00,AGT006,Note interne,True
INT0002104,TKT009290,2023-07-13 10:07:00,AGT008,Note interne,False
INT0002105,TKT009290,2023-07-15 08:52:00,AGT008,Email client,False
INT0002106,TKT004319,2022-09-27 16:02:00,AGT002,Note interne,True
INT0002107,TKT009312,2023-07-14 11:20:00,AGT007,Note interne,True
INT0002108,TKT011321,2023-11-17 12:38:00,AGT009,Note interne,False
INT0002109,TKT011321,2023-11-21 00:40:00,AGT009,Email client,False
INT0002110,TKT011321,2023-11-24 12:42:00,AGT009,Appel sortant,True
INT0002111,TKT008325,2023-05-16 11:36:00,AGT006,Note interne,True
INT0002112,TKT008325,2023-05-17 03:36:00,AGT006,Email client,True
INT0002113,TKT008325,2023-05-17 19:36:00,AGT006,Appel sortant,False
INT0002114,TKT008325,2023-05-18 11:36:00,AGT006,Escalade,True
INT0002115,TKT008325,2023-05-19 03:36:00,AGT006,Résolution,True
INT0002116,TKT008459,2023-05-24 11:36:00,AGT005,Note interne,False
INT0002117,TKT008459,2023-05-27 04:54:00,AGT005,Email client,False
INT0002118,TKT000755,2022-02-12 10:42:00,AGT011,Note interne,False
INT0002119,TKT000755,2022-02-13 05:24:00,AGT011,Email client,False
INT0002120,TKT007144,2023-02-28 10:44:00,AGT009,Note interne,True
INT0002121,TKT007144,2023-03-02 11:52:00,AGT009,Email client,False
INT0002122,TKT007144,2023-03-04 13:00:00,AGT009,Appel sortant,True
INT0002123,TKT006258,2023-01-09 21:31:00,AGT010,Note interne,False
INT0002124,TKT011677,2023-12-04 07:41:00,AGT002,Note interne,False
INT0002125,TKT009891,2023-08-18 18:49:00,AGT003,Note interne,False
INT0002126,TKT009891,2023-08-22 02:49:00,AGT003,Email client,True
INT0002127,TKT009035,2023-06-27 21:41:00,AGT005,Note interne,True
INT0002128,TKT009035,2023-06-28 10:08:00,AGT005,Email client,True
INT0002129,TKT009035,2023-06-28 22:35:00,AGT005,Appel sortant,False
INT0002130,TKT009035,2023-06-29 11:02:00,AGT005,Escalade,True
INT0002131,TKT013551,2024-03-13 16:47:00,AGT010,Note interne,False
INT0002132,TKT013551,2024-03-18 05:45:00,AGT010,Email client,True
INT0002133,TKT013551,2024-03-22 18:43:00,AGT010,Appel sortant,False
INT0002134,TKT003948,2022-09-02 06:06:00,AGT007,Note interne,True
INT0002135,TKT003948,2022-09-03 13:30:00,AGT007,Email client,True
INT0002136,TKT003948,2022-09-04 20:54:00,AGT007,Appel sortant,False
INT0002137,TKT003948,2022-09-06 04:18:00,AGT007,Escalade,True
INT0002138,TKT009790,2023-08-13 06:56:00,AGT008,Note interne,False
INT0002139,TKT008082,2023-05-01 13:25:00,AGT012,Note interne,True
INT0002140,TKT008082,2023-05-04 19:46:00,AGT012,Email client,False
INT0002141,TKT015162,2024-06-23 21:08:00,AGT004,Note interne,False
INT0002142,TKT015162,2024-06-24 09:47:00,AGT004,Email client,True
INT0002143,TKT013596,2024-03-17 12:33:00,AGT007,Note interne,False
INT0002144,TKT013596,2024-03-20 08:01:30,AGT007,Email client,False
INT0002145,TKT013596,2024-03-23 03:30:00,AGT007,Appel sortant,True
INT0002146,TKT013596,2024-03-25 22:58:30,AGT007,Escalade,False
INT0002147,TKT004309,2022-09-26 03:46:00,AGT002,Note interne,True
INT0002148,TKT004309,2022-09-26 13:37:00,AGT002,Email client,True
INT0002149,TKT001176,2022-03-10 08:33:00,AGT003,Note interne,True
INT0002150,TKT003970,2022-09-04 09:59:00,AGT004,Note interne,False
INT0002151,TKT008440,2023-05-23 17:02:00,AGT011,Note interne,False
INT0002152,TKT008440,2023-05-25 09:53:00,AGT011,Email client,False
INT0002153,TKT012985,2024-02-06 11:45:00,AGT007,Note interne,True
INT0002154,TKT012985,2024-02-06 22:39:00,AGT007,Email client,True
INT0002155,TKT012985,2024-02-07 09:33:00,AGT007,Appel sortant,True
INT0002156,TKT012985,2024-02-07 20:27:00,AGT007,Escalade,False
INT0002157,TKT011088,2023-11-03 10:25:00,AGT003,Note interne,True
INT0002158,TKT011088,2023-11-06 17:28:00,AGT003,Email client,True
INT0002159,TKT009309,2023-07-14 12:52:00,AGT008,Note interne,False
INT0002160,TKT002575,2022-06-08 17:03:00,AGT008,Note interne,False
INT0002161,TKT013382,2024-03-02 20:53:00,AGT001,Note interne,False
INT0002162,TKT004003,2022-09-06 07:28:00,AGT006,Note interne,False
INT0002163,TKT008983,2023-06-23 21:14:00,AGT010,Note interne,False
INT0002164,TKT014909,2024-06-07 16:12:00,AGT001,Note interne,True
INT0002165,TKT014909,2024-06-21 07:33:00,AGT001,Email client,False
INT0002166,TKT003616,2022-08-12 15:32:00,AGT006,Note interne,False
INT0002167,TKT003616,2022-08-13 08:10:00,AGT006,Email client,True
INT0002168,TKT003616,2022-08-14 00:48:00,AGT006,Appel sortant,True
INT0002169,TKT003263,2022-07-20 21:46:00,AGT003,Note interne,False
INT0002170,TKT003263,2022-07-21 05:34:00,AGT003,Email client,False
INT0002171,TKT003263,2022-07-21 13:22:00,AGT003,Appel sortant,True
INT0002172,TKT003263,2022-07-21 21:10:00,AGT003,Escalade,True
INT0002173,TKT014104,2024-04-18 08:05:00,AGT010,Note interne,False
INT0002174,TKT014104,2024-04-27 03:17:00,AGT010,Email client,True
INT0002175,TKT008040,2023-04-28 14:39:00,AGT001,Note interne,True
INT0002176,TKT012173,2023-12-28 14:08:00,AGT008,Note interne,True
INT0002177,TKT012173,2023-12-30 01:50:00,AGT008,Email client,True
INT0002178,TKT007482,2023-03-21 16:43:00,AGT008,Note interne,False
INT0002179,TKT003260,2022-07-20 12:42:00,AGT010,Note interne,False
INT0002180,TKT009825,2023-08-15 08:38:00,AGT008,Note interne,False
INT0002181,TKT000807,2022-02-15 08:12:00,AGT006,Note interne,True
INT0002182,TKT014156,2024-04-22 23:56:00,AGT008,Note interne,False
INT0002183,TKT014156,2024-04-23 10:23:00,AGT008,Email client,False
INT0002184,TKT014683,2024-05-25 18:18:00,AGT010,Note interne,False
INT0002185,TKT014079,2024-04-17 07:08:00,AGT005,Note interne,False
INT0002186,TKT014079,2024-04-18 23:50:00,AGT005,Email client,True
INT0002187,TKT014079,2024-04-20 16:32:00,AGT005,Appel sortant,True
INT0002188,TKT014079,2024-04-22 09:14:00,AGT005,Escalade,True
INT0002189,TKT003425,2022-07-30 12:26:00,AGT004,Note interne,True
INT0002190,TKT014747,2024-05-29 09:03:00,AGT012,Note interne,False
INT0002191,TKT014747,2024-05-30 00:51:00,AGT012,Email client,True
INT0002192,TKT014747,2024-05-30 16:39:00,AGT012,Appel sortant,False
INT0002193,TKT013408,2024-03-05 13:30:00,AGT010,Note interne,False
INT0002194,TKT000821,2022-02-16 00:55:00,AGT006,Note interne,True
INT0002195,TKT003887,2022-08-30 05:01:00,AGT011,Note interne,True
INT0002196,TKT001221,2022-03-13 15:29:00,AGT008,Note interne,True
INT0002197,TKT001221,2022-03-14 09:56:00,AGT008,Email client,False
INT0002198,TKT002194,2022-05-14 08:36:00,AGT003,Note interne,True
INT0002199,TKT010642,2023-10-06 07:49:00,AGT001,Note interne,False
INT0002200,TKT011478,2023-11-23 10:47:00,AGT010,Note interne,False
INT0002201,TKT011478,2023-11-26 20:50:00,AGT010,Email client,True
INT0002202,TKT000829,2022-02-16 14:59:00,AGT012,Note interne,False
INT0002203,TKT000829,2022-02-20 23:26:00,AGT012,Email client,False
INT0002204,TKT004424,2022-10-04 12:59:00,AGT007,Note interne,True
INT0002205,TKT014136,2024-04-20 17:45:00,AGT011,Note interne,True
INT0002206,TKT014136,2024-05-11 17:48:00,AGT011,Email client,True
INT0002207,TKT013714,2024-03-25 18:11:00,AGT011,Note interne,False
INT0002208,TKT013714,2024-04-09 14:11:00,AGT011,Email client,False
INT0002209,TKT002818,2022-06-22 10:34:00,AGT002,Note interne,True
INT0002210,TKT002818,2022-06-23 04:34:00,AGT002,Email client,False
INT0002211,TKT002818,2022-06-23 22:34:00,AGT002,Appel sortant,False
INT0002212,TKT008503,2023-05-28 14:14:00,AGT012,Note interne,True
INT0002213,TKT008503,2023-05-31 19:56:00,AGT012,Email client,False
INT0002214,TKT007848,2023-04-14 07:51:00,AGT008,Note interne,False
INT0002215,TKT007848,2023-04-15 02:54:00,AGT008,Email client,False
INT0002216,TKT007848,2023-04-15 21:57:00,AGT008,Appel sortant,False
INT0002217,TKT007848,2023-04-16 17:00:00,AGT008,Escalade,False
INT0002218,TKT007679,2023-04-04 14:25:00,AGT008,Note interne,False
INT0002219,TKT007679,2023-04-11 05:04:00,AGT008,Email client,False
INT0002220,TKT010698,2023-10-10 22:20:00,AGT003,Note interne,True
INT0002221,TKT010698,2023-10-12 05:38:00,AGT003,Email client,True
INT0002222,TKT009285,2023-07-13 12:12:00,AGT012,Note interne,False
INT0002223,TKT009285,2023-07-26 03:48:00,AGT012,Email client,False
INT0002224,TKT009285,2023-08-07 19:24:00,AGT012,Appel sortant,True
INT0002225,TKT001077,2022-03-03 19:21:00,AGT012,Note interne,True
INT0002226,TKT008384,2023-05-20 09:55:00,AGT007,Note interne,True
INT0002227,TKT011220,2023-11-12 13:44:00,AGT001,Note interne,False
INT0002228,TKT011220,2023-11-17 02:32:00,AGT001,Email client,False
INT0002229,TKT003962,2022-09-03 15:42:00,AGT001,Note interne,True
INT0002230,TKT003962,2022-09-05 02:33:00,AGT001,Email client,True
INT0002231,TKT003962,2022-09-06 13:24:00,AGT001,Appel sortant,True
INT0002232,TKT003962,2022-09-08 00:15:00,AGT001,Escalade,False
INT0002233,TKT009633,2023-08-03 08:52:00,AGT008,Note interne,True
INT0002234,TKT009633,2023-08-12 07:04:00,AGT008,Email client,True
INT0002235,TKT009633,2023-08-21 05:16:00,AGT008,Appel sortant,True
INT0002236,TKT004357,2022-09-29 04:44:00,AGT002,Note interne,False
INT0002237,TKT004357,2022-10-08 02:00:00,AGT002,Email client,True
INT0002238,TKT004357,2022-10-16 23:16:00,AGT002,Appel sortant,False
INT0002239,TKT007094,2023-02-24 21:10:00,AGT012,Note interne,True
INT0002240,TKT007094,2023-02-26 04:10:00,AGT012,Email client,True
INT0002241,TKT010100,2023-09-01 06:50:00,AGT006,Note interne,False
INT0002242,TKT014041,2024-04-14 17:28:00,AGT009,Note interne,False
INT0002243,TKT014041,2024-04-15 07:42:24,AGT009,Email client,False
INT0002244,TKT014041,2024-04-15 21:56:48,AGT009,Appel sortant,True
INT0002245,TKT014041,2024-04-16 12:11:12,AGT009,Escalade,True
INT0002246,TKT014041,2024-04-17 02:25:36,AGT009,Résolution,True
INT0002247,TKT013710,2024-03-25 11:46:00,AGT003,Note interne,False
INT0002248,TKT013710,2024-03-25 23:43:00,AGT003,Email client,True
INT0002249,TKT006824,2023-02-06 17:55:00,AGT011,Note interne,True
INT0002250,TKT006824,2023-02-07 10:49:00,AGT011,Email client,True
INT0002251,TKT006824,2023-02-08 03:43:00,AGT011,Appel sortant,True
INT0002252,TKT006824,2023-02-08 20:37:00,AGT011,Escalade,True
INT0002253,TKT006824,2023-02-09 13:31:00,AGT011,Résolution,True
INT0002254,TKT009019,2023-06-27 17:52:00,AGT001,Note interne,True
INT0002255,TKT006184,2023-01-05 09:24:00,AGT009,Note interne,True
INT0002256,TKT003927,2022-09-01 14:59:00,AGT008,Note interne,False
INT0002257,TKT005790,2022-12-15 13:12:00,AGT011,Note interne,False
INT0002258,TKT005578,2022-12-06 18:42:00,AGT003,Note interne,True
INT0002259,TKT014588,2024-05-19 07:49:00,AGT009,Note interne,True
INT0002260,TKT007007,2023-02-19 12:47:00,AGT007,Note interne,False
INT0002261,TKT007007,2023-02-25 10:29:00,AGT007,Email client,True
INT0002262,TKT007007,2023-03-03 08:11:00,AGT007,Appel sortant,False
INT0002263,TKT002257,2022-05-19 11:45:00,AGT002,Note interne,True
INT0002264,TKT015140,2024-06-21 00:19:00,AGT003,Note interne,True
INT0002265,TKT015140,2024-06-22 18:29:00,AGT003,Email client,False
INT0002266,TKT015140,2024-06-24 12:39:00,AGT003,Appel sortant,True
INT0002267,TKT007486,2023-03-21 11:20:00,AGT011,Note interne,True
INT0002268,TKT000485,2022-01-27 10:32:00,AGT006,Note interne,True
INT0002269,TKT003798,2022-08-24 19:45:00,AGT001,Note interne,False
INT0002270,TKT000910,2022-02-21 11:44:00,AGT012,Note interne,True
INT0002271,TKT000910,2022-02-22 15:20:00,AGT012,Email client,True
INT0002272,TKT014987,2024-06-13 13:53:00,AGT009,Note interne,False
INT0002273,TKT014987,2024-06-13 21:32:00,AGT009,Email client,True
INT0002274,TKT004870,2022-10-31 09:42:00,AGT003,Note interne,False
INT0002275,TKT003496,2022-08-05 14:55:00,AGT012,Note interne,True
INT0002276,TKT003496,2022-08-07 11:46:00,AGT012,Email client,False
INT0002277,TKT007168,2023-03-01 08:42:00,AGT005,Note interne,True
INT0002278,TKT009466,2023-07-25 21:30:00,AGT002,Note interne,True
INT0002279,TKT009080,2023-06-30 09:57:00,AGT003,Note interne,True
INT0002280,TKT009080,2023-07-03 04:39:00,AGT003,Email client,True
INT0002281,TKT002211,2022-05-16 12:32:00,AGT011,Note interne,True
INT0002282,TKT006508,2023-01-20 18:24:00,AGT006,Note interne,True
INT0002283,TKT011484,2023-11-23 22:11:00,AGT012,Note interne,False
INT0002284,TKT011484,2023-11-27 07:33:00,AGT012,Email client,False
INT0002285,TKT011484,2023-11-30 16:55:00,AGT012,Appel sortant,True
INT0002286,TKT003404,2022-07-29 01:30:00,AGT004,Note interne,False
INT0002287,TKT002795,2022-06-21 15:56:00,AGT010,Note interne,True
INT0002288,TKT002795,2022-06-26 21:11:00,AGT010,Email client,False
INT0002289,TKT009954,2023-08-23 08:25:00,AGT001,Note interne,False
INT0002290,TKT009039,2023-06-27 18:49:00,AGT005,Note interne,False
INT0002291,TKT000897,2022-02-21 17:34:00,AGT001,Note interne,True
INT0002292,TKT000897,2022-03-04 09:04:00,AGT001,Email client,True
INT0002293,TKT005463,2022-11-30 14:56:00,AGT004,Note interne,True
INT0002294,TKT005463,2022-12-21 23:56:00,AGT004,Email client,True
INT0002295,TKT013882,2024-04-04 17:25:00,AGT002,Note interne,False
