id_consommation,date,id_medicament,id_service,quantite_consommee,cout_euro
CONSO002734,2022-02-16,MED011,SRV004,8,96.0
CONSO002735,2022-02-16,MED014,SRV004,16,352.0
CONSO002736,2022-02-16,MED012,SRV004,5,92.5
CONSO002737,2022-02-16,MED013,SRV004,7,47.6
CONSO002738,2022-02-16,MED002,SRV004,10,8.0
CONSO002739,2022-02-16,MED009,SRV004,6,10.8
CONSO002740,2022-02-16,MED004,SRV005,25,37.5
CONSO002741,2022-02-16,MED008,SRV005,16,720.0
CONSO002742,2022-02-16,MED005,SRV005,10,32.0
CONSO002743,2022-02-16,MED010,SRV005,7,29.4
CONSO002744,2022-02-16,MED002,SRV005,6,4.8
CONSO002745,2022-02-16,MED007,SRV006,9,76.5
CONSO002746,2022-02-16,MED001,SRV006,7,17.5
CONSO002747,2022-02-16,MED013,SRV006,6,40.8
CONSO002748,2022-02-16,MED015,SRV006,4,22.0
CONSO002749,2022-02-16,MED002,SRV006,8,6.4
CONSO002750,2022-02-16,MED012,SRV007,9,166.5
CONSO002751,2022-02-16,MED014,SRV007,19,418.0
CONSO002752,2022-02-16,MED013,SRV007,15,102.0
CONSO002753,2022-02-16,MED008,SRV007,9,405.0
CONSO002754,2022-02-16,MED023,SRV007,3,255.0
CONSO002755,2022-02-16,MED024,SRV007,5,175.0
CONSO002756,2022-02-16,MED011,SRV007,7,84.0
CONSO002757,2022-02-16,MED023,SRV008,6,510.0
CONSO002758,2022-02-16,MED013,SRV008,8,54.4
CONSO002759,2022-02-16,MED012,SRV008,6,111.0
CONSO002760,2022-02-16,MED024,SRV008,5,175.0
CONSO002761,2022-02-16,MED002,SRV008,11,8.8
CONSO002762,2022-02-16,MED014,SRV008,5,110.0
CONSO002763,2022-02-16,MED002,SRV009,11,8.8
CONSO002764,2022-02-16,MED005,SRV009,6,19.2
CONSO002765,2022-02-16,MED017,SRV009,6,24.6
CONSO002766,2022-02-16,MED009,SRV009,5,9.0
CONSO002767,2022-02-16,MED010,SRV009,6,25.2
CONSO002768,2022-02-16,MED002,SRV010,13,10.4
CONSO002769,2022-02-16,MED022,SRV010,9,8.1
CONSO002770,2022-02-16,MED021,SRV010,7,7.7
CONSO002771,2022-02-16,MED001,SRV010,6,15.0
CONSO002772,2022-02-16,MED013,SRV010,4,27.2
CONSO002773,2022-02-16,MED014,SRV010,7,154.0
CONSO002774,2022-02-17,MED001,SRV001,7,17.5
CONSO002775,2022-02-17,MED002,SRV001,17,13.6
CONSO002776,2022-02-17,MED003,SRV001,12,14.4
CONSO002777,2022-02-17,MED011,SRV001,7,84.0
CONSO002778,2022-02-17,MED013,SRV001,6,40.8
CONSO002779,2022-02-17,MED019,SRV001,5,24.0
CONSO002780,2022-02-17,MED017,SRV001,4,16.4
CONSO002781,2022-02-17,MED005,SRV002,17,54.4
CONSO002782,2022-02-17,MED009,SRV002,9,16.2
CONSO002783,2022-02-17,MED010,SRV002,10,42.0
CONSO002784,2022-02-17,MED014,SRV002,6,132.0
CONSO002785,2022-02-17,MED025,SRV002,5,19.0
CONSO002786,2022-02-17,MED002,SRV002,6,4.8
CONSO002787,2022-02-17,MED020,SRV003,11,35.2
CONSO002788,2022-02-17,MED002,SRV003,8,6.4
CONSO002789,2022-02-17,MED015,SRV003,7,38.5
CONSO002790,2022-02-17,MED007,SRV003,9,76.5
CONSO002791,2022-02-17,MED022,SRV003,6,5.4
CONSO002792,2022-02-17,MED001,SRV003,4,10.0
CONSO002793,2022-02-17,MED011,SRV004,9,108.0
CONSO002794,2022-02-17,MED014,SRV004,10,220.0
CONSO002795,2022-02-17,MED012,SRV004,6,111.0
CONSO002796,2022-02-17,MED013,SRV004,6,40.8
CONSO002797,2022-02-17,MED002,SRV004,11,8.8
CONSO002798,2022-02-17,MED009,SRV004,3,5.4
CONSO002799,2022-02-17,MED004,SRV005,21,31.5
CONSO002800,2022-02-17,MED008,SRV005,15,675.0
CONSO002801,2022-02-17,MED005,SRV005,10,32.0
CONSO002802,2022-02-17,MED010,SRV005,10,42.0
CONSO002803,2022-02-17,MED002,SRV005,6,4.8
CONSO002804,2022-02-17,MED007,SRV006,12,102.0
CONSO002805,2022-02-17,MED001,SRV006,7,17.5
CONSO002806,2022-02-17,MED013,SRV006,4,27.2
CONSO002807,2022-02-17,MED015,SRV006,5,27.5
CONSO002808,2022-02-17,MED002,SRV006,6,4.8
CONSO002809,2022-02-17,MED012,SRV007,11,203.5
CONSO002810,2022-02-17,MED014,SRV007,13,286.0
CONSO002811,2022-02-17,MED013,SRV007,12,81.6
CONSO002812,2022-02-17,MED008,SRV007,9,405.0
CONSO002813,2022-02-17,MED023,SRV007,4,340.0
CONSO002814,2022-02-17,MED024,SRV007,4,140.0
CONSO002815,2022-02-17,MED011,SRV007,9,108.0
CONSO002816,2022-02-17,MED023,SRV008,7,595.0
CONSO002817,2022-02-17,MED013,SRV008,10,68.0
CONSO002818,2022-02-17,MED012,SRV008,8,148.0
CONSO002819,2022-02-17,MED024,SRV008,5,175.0
CONSO002820,2022-02-17,MED002,SRV008,7,5.6
CONSO002821,2022-02-17,MED014,SRV008,6,132.0
CONSO002822,2022-02-17,MED002,SRV009,11,8.8
CONSO002823,2022-02-17,MED005,SRV009,7,22.4
CONSO002824,2022-02-17,MED017,SRV009,5,20.5
CONSO002825,2022-02-17,MED009,SRV009,5,9.0
CONSO002826,2022-02-17,MED010,SRV009,7,29.4
CONSO002827,2022-02-17,MED002,SRV010,15,12.0
CONSO002828,2022-02-17,MED022,SRV010,10,9.0
CONSO002829,2022-02-17,MED021,SRV010,8,8.8
CONSO002830,2022-02-17,MED001,SRV010,5,12.5
CONSO002831,2022-02-17,MED013,SRV010,3,20.4
CONSO002832,2022-02-17,MED014,SRV010,6,132.0
CONSO002833,2022-02-18,MED001,SRV001,12,30.0
CONSO002834,2022-02-18,MED002,SRV001,18,14.4
CONSO002835,2022-02-18,MED003,SRV001,12,14.4
CONSO002836,2022-02-18,MED011,SRV001,7,84.0
CONSO002837,2022-02-18,MED013,SRV001,8,54.4
CONSO002838,2022-02-18,MED019,SRV001,6,28.8
CONSO002839,2022-02-18,MED017,SRV001,5,20.5
CONSO002840,2022-02-18,MED005,SRV002,14,44.8
CONSO002841,2022-02-18,MED009,SRV002,10,18.0
CONSO002842,2022-02-18,MED010,SRV002,9,37.8
CONSO002843,2022-02-18,MED014,SRV002,9,198.0
CONSO002844,2022-02-18,MED025,SRV002,5,19.0
CONSO002845,2022-02-18,MED002,SRV002,6,4.8
CONSO002846,2022-02-18,MED020,SRV003,10,32.0
CONSO002847,2022-02-18,MED002,SRV003,9,7.2
CONSO002848,2022-02-18,MED015,SRV003,6,33.0
CONSO002849,2022-02-18,MED007,SRV003,8,68.0
CONSO002850,2022-02-18,MED022,SRV003,5,4.5
CONSO002851,2022-02-18,MED001,SRV003,4,10.0
CONSO002852,2022-02-18,MED011,SRV004,11,132.0
CONSO002853,2022-02-18,MED014,SRV004,10,220.0
CONSO002854,2022-02-18,MED012,SRV004,6,111.0
CONSO002855,2022-02-18,MED013,SRV004,8,54.4
CONSO002856,2022-02-18,MED002,SRV004,9,7.2
CONSO002857,2022-02-18,MED009,SRV004,4,7.2
CONSO002858,2022-02-18,MED004,SRV005,22,33.0
CONSO002859,2022-02-18,MED008,SRV005,17,765.0
CONSO002860,2022-02-18,MED005,SRV005,10,32.0
CONSO002861,2022-02-18,MED010,SRV005,7,29.4
CONSO002862,2022-02-18,MED002,SRV005,6,4.8
CONSO002863,2022-02-18,MED007,SRV006,12,102.0
CONSO002864,2022-02-18,MED001,SRV006,8,20.0
CONSO002865,2022-02-18,MED013,SRV006,6,40.8
CONSO002866,2022-02-18,MED015,SRV006,4,22.0
CONSO002867,2022-02-18,MED002,SRV006,6,4.8
CONSO002868,2022-02-18,MED012,SRV007,8,148.0
CONSO002869,2022-02-18,MED014,SRV007,16,352.0
CONSO002870,2022-02-18,MED013,SRV007,15,102.0
CONSO002871,2022-02-18,MED008,SRV007,9,405.0
CONSO002872,2022-02-18,MED023,SRV007,4,340.0
CONSO002873,2022-02-18,MED024,SRV007,3,105.0
CONSO002874,2022-02-18,MED011,SRV007,6,72.0
CONSO002875,2022-02-18,MED023,SRV008,6,510.0
CONSO002876,2022-02-18,MED013,SRV008,8,54.4
CONSO002877,2022-02-18,MED012,SRV008,6,111.0
CONSO002878,2022-02-18,MED024,SRV008,4,140.0
CONSO002879,2022-02-18,MED002,SRV008,10,8.0
CONSO002880,2022-02-18,MED014,SRV008,6,132.0
CONSO002881,2022-02-18,MED002,SRV009,6,4.8
CONSO002882,2022-02-18,MED005,SRV009,5,16.0
CONSO002883,2022-02-18,MED017,SRV009,5,20.5
CONSO002884,2022-02-18,MED009,SRV009,5,9.0
CONSO002885,2022-02-18,MED010,SRV009,3,12.6
CONSO002886,2022-02-18,MED002,SRV010,11,8.8
CONSO002887,2022-02-18,MED022,SRV010,9,8.1
CONSO002888,2022-02-18,MED021,SRV010,9,9.9
CONSO002889,2022-02-18,MED001,SRV010,5,12.5
CONSO002890,2022-02-18,MED013,SRV010,5,34.0
CONSO002891,2022-02-18,MED014,SRV010,7,154.0
CONSO002892,2022-02-19,MED001,SRV001,5,12.5
CONSO002893,2022-02-19,MED002,SRV001,15,12.0
CONSO002894,2022-02-19,MED003,SRV001,9,10.8
CONSO002895,2022-02-19,MED011,SRV001,6,72.0
CONSO002896,2022-02-19,MED013,SRV001,7,47.6
CONSO002897,2022-02-19,MED019,SRV001,2,9.6
CONSO002898,2022-02-19,MED017,SRV001,3,12.3
CONSO002899,2022-02-19,MED005,SRV002,10,32.0
CONSO002900,2022-02-19,MED009,SRV002,7,12.6
CONSO002901,2022-02-19,MED010,SRV002,9,37.8
CONSO002902,2022-02-19,MED014,SRV002,5,110.0
CONSO002903,2022-02-19,MED025,SRV002,4,15.2
CONSO002904,2022-02-19,MED002,SRV002,4,3.2
CONSO002905,2022-02-19,MED020,SRV003,7,22.4
CONSO002906,2022-02-19,MED002,SRV003,8,6.4
CONSO002907,2022-02-19,MED015,SRV003,5,27.5
CONSO002908,2022-02-19,MED007,SRV003,5,42.5
CONSO002909,2022-02-19,MED022,SRV003,4,3.6
CONSO002910,2022-02-19,MED001,SRV003,4,10.0
CONSO002911,2022-02-19,MED011,SRV004,6,72.0
CONSO002912,2022-02-19,MED014,SRV004,10,220.0
CONSO002913,2022-02-19,MED012,SRV004,4,74.0
CONSO002914,2022-02-19,MED013,SRV004,6,40.8
CONSO002915,2022-02-19,MED002,SRV004,8,6.4
CONSO002916,2022-02-19,MED009,SRV004,4,7.2
CONSO002917,2022-02-19,MED004,SRV005,16,24.0
CONSO002918,2022-02-19,MED008,SRV005,12,540.0
CONSO002919,2022-02-19,MED005,SRV005,7,22.4
CONSO002920,2022-02-19,MED010,SRV005,6,25.2
CONSO002921,2022-02-19,MED002,SRV005,4,3.2
CONSO002922,2022-02-19,MED007,SRV006,12,102.0
CONSO002923,2022-02-19,MED001,SRV006,5,12.5
CONSO002924,2022-02-19,MED013,SRV006,4,27.2
CONSO002925,2022-02-19,MED015,SRV006,3,16.5
CONSO002926,2022-02-19,MED002,SRV006,5,4.0
CONSO002927,2022-02-19,MED012,SRV007,7,129.5
CONSO002928,2022-02-19,MED014,SRV007,11,242.0
CONSO002929,2022-02-19,MED013,SRV007,11,74.8
CONSO002930,2022-02-19,MED008,SRV007,8,360.0
CONSO002931,2022-02-19,MED023,SRV007,3,255.0
CONSO002932,2022-02-19,MED024,SRV007,3,105.0
CONSO002933,2022-02-19,MED011,SRV007,4,48.0
CONSO002934,2022-02-19,MED023,SRV008,5,425.0
CONSO002935,2022-02-19,MED013,SRV008,8,54.4
CONSO002936,2022-02-19,MED012,SRV008,6,111.0
CONSO002937,2022-02-19,MED024,SRV008,3,105.0
CONSO002938,2022-02-19,MED002,SRV008,7,5.6
CONSO002939,2022-02-19,MED014,SRV008,3,66.0
CONSO002940,2022-02-19,MED002,SRV009,7,5.6
CONSO002941,2022-02-19,MED005,SRV009,6,19.2
CONSO002942,2022-02-19,MED017,SRV009,4,16.4
CONSO002943,2022-02-19,MED009,SRV009,4,7.2
CONSO002944,2022-02-19,MED010,SRV009,4,16.8
CONSO002945,2022-02-19,MED002,SRV010,9,7.2
CONSO002946,2022-02-19,MED022,SRV010,6,5.4
CONSO002947,2022-02-19,MED021,SRV010,5,5.5
CONSO002948,2022-02-19,MED001,SRV010,2,5.0
CONSO002949,2022-02-19,MED013,SRV010,3,20.4
CONSO002950,2022-02-19,MED014,SRV010,4,88.0
CONSO002951,2022-02-20,MED001,SRV001,8,20.0
CONSO002952,2022-02-20,MED002,SRV001,15,12.0
CONSO002953,2022-02-20,MED003,SRV001,10,12.0
CONSO002954,2022-02-20,MED011,SRV001,7,84.0
CONSO002955,2022-02-20,MED013,SRV001,4,27.2
CONSO002956,2022-02-20,MED019,SRV001,4,19.2
CONSO002957,2022-02-20,MED017,SRV001,3,12.3
CONSO002958,2022-02-20,MED005,SRV002,11,35.2
CONSO002959,2022-02-20,MED009,SRV002,8,14.4
CONSO002960,2022-02-20,MED010,SRV002,7,29.4
CONSO002961,2022-02-20,MED014,SRV002,5,110.0
CONSO002962,2022-02-20,MED025,SRV002,4,15.2
CONSO002963,2022-02-20,MED002,SRV002,4,3.2
CONSO002964,2022-02-20,MED020,SRV003,8,25.6
CONSO002965,2022-02-20,MED002,SRV003,9,7.2
CONSO002966,2022-02-20,MED015,SRV003,5,27.5
CONSO002967,2022-02-20,MED007,SRV003,7,59.5
CONSO002968,2022-02-20,MED022,SRV003,4,3.6
CONSO002969,2022-02-20,MED001,SRV003,2,5.0
CONSO002970,2022-02-20,MED011,SRV004,7,84.0
CONSO002971,2022-02-20,MED014,SRV004,6,132.0
CONSO002972,2022-02-20,MED012,SRV004,4,74.0
CONSO002973,2022-02-20,MED013,SRV004,4,27.2
CONSO002974,2022-02-20,MED002,SRV004,9,7.2
CONSO002975,2022-02-20,MED009,SRV004,4,7.2
CONSO002976,2022-02-20,MED004,SRV005,17,25.5
CONSO002977,2022-02-20,MED008,SRV005,13,585.0
CONSO002978,2022-02-20,MED005,SRV005,6,19.2
CONSO002979,2022-02-20,MED010,SRV005,6,25.2
CONSO002980,2022-02-20,MED002,SRV005,4,3.2
CONSO002981,2022-02-20,MED007,SRV006,11,93.5
CONSO002982,2022-02-20,MED001,SRV006,6,15.0
CONSO002983,2022-02-20,MED013,SRV006,5,34.0
CONSO002984,2022-02-20,MED015,SRV006,3,16.5
CONSO002985,2022-02-20,MED002,SRV006,4,3.2
CONSO002986,2022-02-20,MED012,SRV007,6,111.0
CONSO002987,2022-02-20,MED014,SRV007,11,242.0
CONSO002988,2022-02-20,MED013,SRV007,9,61.2
CONSO002989,2022-02-20,MED008,SRV007,6,270.0
CONSO002990,2022-02-20,MED023,SRV007,3,255.0
CONSO002991,2022-02-20,MED024,SRV007,4,140.0
CONSO002992,2022-02-20,MED011,SRV007,6,72.0
CONSO002993,2022-02-20,MED023,SRV008,4,340.0
CONSO002994,2022-02-20,MED013,SRV008,7,47.6
CONSO002995,2022-02-20,MED012,SRV008,4,74.0
CONSO002996,2022-02-20,MED024,SRV008,3,105.0
CONSO002997,2022-02-20,MED002,SRV008,7,5.6
CONSO002998,2022-02-20,MED014,SRV008,3,66.0
CONSO002999,2022-02-20,MED002,SRV009,7,5.6
CONSO003000,2022-02-20,MED005,SRV009,5,16.0
CONSO003001,2022-02-20,MED017,SRV009,3,12.3
CONSO003002,2022-02-20,MED009,SRV009,3,5.4
CONSO003003,2022-02-20,MED010,SRV009,4,16.8
CONSO003004,2022-02-20,MED002,SRV010,12,9.6
CONSO003005,2022-02-20,MED022,SRV010,8,7.2
CONSO003006,2022-02-20,MED021,SRV010,4,4.4
CONSO003007,2022-02-20,MED001,SRV010,5,12.5
CONSO003008,2022-02-20,MED013,SRV010,2,13.6
CONSO003009,2022-02-20,MED014,SRV010,6,132.0
CONSO003010,2022-02-21,MED001,SRV001,9,22.5
CONSO003011,2022-02-21,MED002,SRV001,18,14.4
CONSO003012,2022-02-21,MED003,SRV001,15,18.0
CONSO003013,2022-02-21,MED011,SRV001,6,72.0
CONSO003014,2022-02-21,MED013,SRV001,5,34.0
CONSO003015,2022-02-21,MED019,SRV001,4,19.2
CONSO003016,2022-02-21,MED017,SRV001,4,16.4
CONSO003017,2022-02-21,MED005,SRV002,11,35.2
CONSO003018,2022-02-21,MED009,SRV002,5,9.0
CONSO003019,2022-02-21,MED010,SRV002,11,46.2
CONSO003020,2022-02-21,MED014,SRV002,8,176.0
CONSO003021,2022-02-21,MED025,SRV002,7,26.6
CONSO003022,2022-02-21,MED002,SRV002,5,4.0
CONSO003023,2022-02-21,MED020,SRV003,11,35.2
CONSO003024,2022-02-21,MED002,SRV003,11,8.8
CONSO003025,2022-02-21,MED015,SRV003,5,27.5
CONSO003026,2022-02-21,MED007,SRV003,8,68.0
CONSO003027,2022-02-21,MED022,SRV003,6,5.4
CONSO003028,2022-02-21,MED001,SRV003,5,12.5
CONSO003029,2022-02-21,MED011,SRV004,9,108.0
CONSO003030,2022-02-21,MED014,SRV004,12,264.0
CONSO003031,2022-02-21,MED012,SRV004,3,55.5
CONSO003032,2022-02-21,MED013,SRV004,6,40.8
CONSO003033,2022-02-21,MED002,SRV004,10,8.0
CONSO003034,2022-02-21,MED009,SRV004,4,7.2
CONSO003035,2022-02-21,MED004,SRV005,23,34.5
CONSO003036,2022-02-21,MED008,SRV005,16,720.0
CONSO003037,2022-02-21,MED005,SRV005,9,28.8
CONSO003038,2022-02-21,MED010,SRV005,7,29.4
CONSO003039,2022-02-21,MED002,SRV005,5,4.0
CONSO003040,2022-02-21,MED007,SRV006,14,119.0
CONSO003041,2022-02-21,MED001,SRV006,8,20.0
CONSO003042,2022-02-21,MED013,SRV006,6,40.8
CONSO003043,2022-02-21,MED015,SRV006,4,22.0
CONSO003044,2022-02-21,MED002,SRV006,7,5.6
CONSO003045,2022-02-21,MED012,SRV007,11,203.5
CONSO003046,2022-02-21,MED014,SRV007,10,220.0
CONSO003047,2022-02-21,MED013,SRV007,14,95.2
CONSO003048,2022-02-21,MED008,SRV007,9,405.0
CONSO003049,2022-02-21,MED023,SRV007,4,340.0
CONSO003050,2022-02-21,MED024,SRV007,5,175.0
CONSO003051,2022-02-21,MED011,SRV007,6,72.0
CONSO003052,2022-02-21,MED023,SRV008,5,425.0
CONSO003053,2022-02-21,MED013,SRV008,9,61.2
CONSO003054,2022-02-21,MED012,SRV008,6,111.0
CONSO003055,2022-02-21,MED024,SRV008,6,210.0
CONSO003056,2022-02-21,MED002,SRV008,8,6.4
CONSO003057,2022-02-21,MED014,SRV008,5,110.0
CONSO003058,2022-02-21,MED002,SRV009,10,8.0
CONSO003059,2022-02-21,MED005,SRV009,6,19.2
CONSO003060,2022-02-21,MED017,SRV009,5,20.5
CONSO003061,2022-02-21,MED009,SRV009,5,9.0
CONSO003062,2022-02-21,MED010,SRV009,6,25.2
CONSO003063,2022-02-21,MED002,SRV010,12,9.6
CONSO003064,2022-02-21,MED022,SRV010,9,8.1
CONSO003065,2022-02-21,MED021,SRV010,5,5.5
CONSO003066,2022-02-21,MED001,SRV010,6,15.0
CONSO003067,2022-02-21,MED013,SRV010,6,40.8
CONSO003068,2022-02-21,MED014,SRV010,7,154.0
CONSO003069,2022-02-22,MED001,SRV001,10,25.0
CONSO003070,2022-02-22,MED002,SRV001,21,16.8
CONSO003071,2022-02-22,MED003,SRV001,10,12.0
CONSO003072,2022-02-22,MED011,SRV001,9,108.0
CONSO003073,2022-02-22,MED013,SRV001,6,40.8
CONSO003074,2022-02-22,MED019,SRV001,6,28.8
CONSO003075,2022-02-22,MED017,SRV001,3,12.3
CONSO003076,2022-02-22,MED005,SRV002,19,60.8
CONSO003077,2022-02-22,MED009,SRV002,11,19.8
CONSO003078,2022-02-22,MED010,SRV002,13,54.6
CONSO003079,2022-02-22,MED014,SRV002,7,154.0
CONSO003080,2022-02-22,MED025,SRV002,6,22.8
CONSO003081,2022-02-22,MED002,SRV002,7,5.6
CONSO003082,2022-02-22,MED020,SRV003,12,38.4
CONSO003083,2022-02-22,MED002,SRV003,7,5.6
CONSO003084,2022-02-22,MED015,SRV003,6,33.0
CONSO003085,2022-02-22,MED007,SRV003,8,68.0
CONSO003086,2022-02-22,MED022,SRV003,6,5.4
CONSO003087,2022-02-22,MED001,SRV003,5,12.5
CONSO003088,2022-02-22,MED011,SRV004,12,144.0
CONSO003089,2022-02-22,MED014,SRV004,8,176.0
CONSO003090,2022-02-22,MED012,SRV004,6,111.0
CONSO003091,2022-02-22,MED013,SRV004,5,34.0
CONSO003092,2022-02-22,MED002,SRV004,11,8.8
CONSO003093,2022-02-22,MED009,SRV004,5,9.0
CONSO003094,2022-02-22,MED004,SRV005,24,36.0
CONSO003095,2022-02-22,MED008,SRV005,13,585.0
CONSO003096,2022-02-22,MED005,SRV005,12,38.4
CONSO003097,2022-02-22,MED010,SRV005,8,33.6
CONSO003098,2022-02-22,MED002,SRV005,6,4.8
CONSO003099,2022-02-22,MED007,SRV006,14,119.0
CONSO003100,2022-02-22,MED001,SRV006,8,20.0
CONSO003101,2022-02-22,MED013,SRV006,5,34.0
CONSO003102,2022-02-22,MED015,SRV006,5,27.5
CONSO003103,2022-02-22,MED002,SRV006,9,7.2
CONSO003104,2022-02-22,MED012,SRV007,11,203.5
CONSO003105,2022-02-22,MED014,SRV007,13,286.0
CONSO003106,2022-02-22,MED013,SRV007,13,88.4
CONSO003107,2022-02-22,MED008,SRV007,8,360.0
CONSO003108,2022-02-22,MED023,SRV007,4,340.0
CONSO003109,2022-02-22,MED024,SRV007,5,175.0
CONSO003110,2022-02-22,MED011,SRV007,5,60.0
CONSO003111,2022-02-22,MED023,SRV008,5,425.0
CONSO003112,2022-02-22,MED013,SRV008,9,61.2
CONSO003113,2022-02-22,MED012,SRV008,7,129.5
CONSO003114,2022-02-22,MED024,SRV008,4,140.0
CONSO003115,2022-02-22,MED002,SRV008,10,8.0
CONSO003116,2022-02-22,MED014,SRV008,6,132.0
CONSO003117,2022-02-22,MED002,SRV009,9,7.2
CONSO003118,2022-02-22,MED005,SRV009,6,19.2
CONSO003119,2022-02-22,MED017,SRV009,7,28.7
CONSO003120,2022-02-22,MED009,SRV009,6,10.8
CONSO003121,2022-02-22,MED010,SRV009,5,21.0
CONSO003122,2022-02-22,MED002,SRV010,11,8.8
CONSO003123,2022-02-22,MED022,SRV010,10,9.0
CONSO003124,2022-02-22,MED021,SRV010,7,7.7
CONSO003125,2022-02-22,MED001,SRV010,6,15.0
CONSO003126,2022-02-22,MED013,SRV010,5,34.0
CONSO003127,2022-02-22,MED014,SRV010,5,110.0
CONSO003128,2022-02-23,MED001,SRV001,12,30.0
CONSO003129,2022-02-23,MED002,SRV001,19,15.2
CONSO003130,2022-02-23,MED003,SRV001,11,13.2
CONSO003131,2022-02-23,MED011,SRV001,7,84.0
CONSO003132,2022-02-23,MED013,SRV001,6,40.8
CONSO003133,2022-02-23,MED019,SRV001,3,14.4
CONSO003134,2022-02-23,MED017,SRV001,4,16.4
CONSO003135,2022-02-23,MED005,SRV002,15,48.0
CONSO003136,2022-02-23,MED009,SRV002,10,18.0
CONSO003137,2022-02-23,MED010,SRV002,14,58.8
CONSO003138,2022-02-23,MED014,SRV002,6,132.0
CONSO003139,2022-02-23,MED025,SRV002,6,22.8
CONSO003140,2022-02-23,MED002,SRV002,6,4.8
CONSO003141,2022-02-23,MED020,SRV003,14,44.8
CONSO003142,2022-02-23,MED002,SRV003,6,4.8
CONSO003143,2022-02-23,MED015,SRV003,7,38.5
CONSO003144,2022-02-23,MED007,SRV003,8,68.0
CONSO003145,2022-02-23,MED022,SRV003,6,5.4
CONSO003146,2022-02-23,MED001,SRV003,5,12.5
CONSO003147,2022-02-23,MED011,SRV004,9,108.0
CONSO003148,2022-02-23,MED014,SRV004,11,242.0
CONSO003149,2022-02-23,MED012,SRV004,6,111.0
CONSO003150,2022-02-23,MED013,SRV004,6,40.8
CONSO003151,2022-02-23,MED002,SRV004,11,8.8
CONSO003152,2022-02-23,MED009,SRV004,4,7.2
CONSO003153,2022-02-23,MED004,SRV005,12,18.0
CONSO003154,2022-02-23,MED008,SRV005,14,630.0
CONSO003155,2022-02-23,MED005,SRV005,8,25.6
CONSO003156,2022-02-23,MED010,SRV005,5,21.0
CONSO003157,2022-02-23,MED002,SRV005,5,4.0
CONSO003158,2022-02-23,MED007,SRV006,15,127.5
CONSO003159,2022-02-23,MED001,SRV006,9,22.5
CONSO003160,2022-02-23,MED013,SRV006,6,40.8
CONSO003161,2022-02-23,MED015,SRV006,4,22.0
CONSO003162,2022-02-23,MED002,SRV006,8,6.4
CONSO003163,2022-02-23,MED012,SRV007,9,166.5
CONSO003164,2022-02-23,MED014,SRV007,13,286.0
CONSO003165,2022-02-23,MED013,SRV007,10,68.0
CONSO003166,2022-02-23,MED008,SRV007,7,315.0
CONSO003167,2022-02-23,MED023,SRV007,3,255.0
CONSO003168,2022-02-23,MED024,SRV007,5,175.0
CONSO003169,2022-02-23,MED011,SRV007,7,84.0
CONSO003170,2022-02-23,MED023,SRV008,5,425.0
CONSO003171,2022-02-23,MED013,SRV008,8,54.4
CONSO003172,2022-02-23,MED012,SRV008,8,148.0
CONSO003173,2022-02-23,MED024,SRV008,4,140.0
CONSO003174,2022-02-23,MED002,SRV008,11,8.8
CONSO003175,2022-02-23,MED014,SRV008,5,110.0
CONSO003176,2022-02-23,MED002,SRV009,9,7.2
CONSO003177,2022-02-23,MED005,SRV009,5,16.0
CONSO003178,2022-02-23,MED017,SRV009,5,20.5
CONSO003179,2022-02-23,MED009,SRV009,5,9.0
CONSO003180,2022-02-23,MED010,SRV009,6,25.2
CONSO003181,2022-02-23,MED002,SRV010,14,11.2
CONSO003182,2022-02-23,MED022,SRV010,10,9.0
CONSO003183,2022-02-23,MED021,SRV010,6,6.6
CONSO003184,2022-02-23,MED001,SRV010,6,15.0
CONSO003185,2022-02-23,MED013,SRV010,4,27.2
CONSO003186,2022-02-23,MED014,SRV010,9,198.0
CONSO003187,2022-02-24,MED001,SRV001,8,20.0
CONSO003188,2022-02-24,MED002,SRV001,21,16.8
CONSO003189,2022-02-24,MED003,SRV001,14,16.8
CONSO003190,2022-02-24,MED011,SRV001,9,108.0
CONSO003191,2022-02-24,MED013,SRV001,5,34.0
CONSO003192,2022-02-24,MED019,SRV001,5,24.0
CONSO003193,2022-02-24,MED017,SRV001,5,20.5
CONSO003194,2022-02-24,MED005,SRV002,13,41.6
CONSO003195,2022-02-24,MED009,SRV002,7,12.6
CONSO003196,2022-02-24,MED010,SRV002,9,37.8
CONSO003197,2022-02-24,MED014,SRV002,8,176.0
CONSO003198,2022-02-24,MED025,SRV002,4,15.2
CONSO003199,2022-02-24,MED002,SRV002,5,4.0
CONSO003200,2022-02-24,MED020,SRV003,13,41.6
CONSO003201,2022-02-24,MED002,SRV003,10,8.0
CONSO003202,2022-02-24,MED015,SRV003,8,44.0
CONSO003203,2022-02-24,MED007,SRV003,9,76.5
CONSO003204,2022-02-24,MED022,SRV003,7,6.3
CONSO003205,2022-02-24,MED001,SRV003,4,10.0
CONSO003206,2022-02-24,MED011,SRV004,9,108.0
CONSO003207,2022-02-24,MED014,SRV004,11,242.0
CONSO003208,2022-02-24,MED012,SRV004,7,129.5
CONSO003209,2022-02-24,MED013,SRV004,8,54.4
CONSO003210,2022-02-24,MED002,SRV004,10,8.0
CONSO003211,2022-02-24,MED009,SRV004,5,9.0
CONSO003212,2022-02-24,MED004,SRV005,18,27.0
CONSO003213,2022-02-24,MED008,SRV005,19,855.0
CONSO003214,2022-02-24,MED005,SRV005,12,38.4
