contact_id,client_id,campagne_source_id,canal_acquisition,date_acquisition,pays,segment,nb_achats,ltv_fcfa,dernier_achat_date,statut_crm
CNT0000812,CLI018,CAM00252,Google,2022-07-10,Sénégal,Prospect,1,70137,2023-05-12,Inactif
CNT0000813,CLI012,CAM00137,SMS,2024-04-24,Sénégal,Client actif,7,118944,2025-03-23,Inactif
CNT0000814,CLI017,CAM00225,Email,2023-12-31,Burkina Faso,Nouveau client,3,164928,2024-06-18,Actif
CNT0000815,CLI018,CAM00262,SMS,2024-02-15,Cameroun,Prospect,6,426036,2024-02-27,Actif
CNT0000816,CLI010,CAM00091,SMS,2023-12-24,Cameroun,Nouveau client,8,629520,2024-08-09,Perdu
CNT0000817,CLI017,CAM00233,Google,2023-07-16,Ghana,Prospect,6,167064,2024-05-06,Inactif
CNT0000818,CLI017,CAM00225,Email,2023-12-28,Burkina Faso,Client dormant,3,118887,2024-02-13,Inactif
CNT0000819,CLI012,CAM00135,SMS,2024-04-29,Sénégal,Client dormant,8,451944,2025-05-04,Inactif
CNT0000820,CLI010,CAM00096,Email,2023-10-08,Sénégal,Nouveau client,2,122500,2024-10-30,Perdu
CNT0000821,CLI010,CAM00110,SMS,2022-07-16,Mali,Nouveau client,8,478304,2022-08-12,Inactif
CNT0000822,CLI015,CAM00190,SMS,2023-10-28,Burkina Faso,Client actif,0,0,,Actif
CNT0000823,CLI015,CAM00186,Google,2023-02-17,Mali,Client actif,6,191136,2023-08-07,Actif
CNT0000824,CLI017,CAM00234,Facebook,2024-02-28,Burkina Faso,Client dormant,8,342768,2024-08-27,Perdu
CNT0000825,CLI020,CAM00290,Email,2024-04-24,Sénégal,Prospect,2,63356,2024-05-13,Inactif
CNT0000826,CLI020,CAM00283,Facebook,2023-09-27,Mali,Prospect,5,266325,2024-04-17,Perdu
CNT0000827,CLI016,CAM00216,SMS,2022-06-16,Cameroun,Nouveau client,5,388625,2023-02-22,Actif
CNT0000828,CLI012,CAM00131,Email,2023-12-18,Burkina Faso,Client actif,1,68180,2024-11-07,Inactif
CNT0000829,CLI011,CAM00113,Email,2022-06-05,Mali,Nouveau client,1,18421,2022-06-08,Actif
CNT0000830,CLI017,CAM00225,Email,2023-12-30,Burkina Faso,Prospect,3,64869,2024-06-11,Inactif
CNT0000831,CLI015,CAM00191,Google,2023-04-14,Sénégal,Client actif,3,146913,2023-08-10,Perdu
CNT0000832,CLI011,CAM00112,SMS,2022-12-06,Cameroun,Client actif,5,326170,2023-08-15,Actif
CNT0000833,CLI020,CAM00290,Email,2024-04-27,Sénégal,Nouveau client,5,93690,2025-03-25,Inactif
CNT0000834,CLI012,CAM00131,Email,2023-12-04,Burkina Faso,Client actif,5,57265,2024-07-10,Perdu
CNT0000835,CLI017,CAM00234,Facebook,2024-02-23,Burkina Faso,Client actif,4,286324,2025-03-04,Perdu
CNT0000836,CLI015,CAM00184,SMS,2023-10-31,Côte d'Ivoire,Client actif,6,30540,2024-02-09,Inactif
CNT0000837,CLI012,CAM00137,SMS,2024-05-22,Sénégal,Prospect,5,259675,2024-11-29,Inactif
CNT0000838,CLI006,CAM00045,Email,2022-11-24,Côte d'Ivoire,Nouveau client,4,171672,2023-01-11,Actif
CNT0000839,CLI015,CAM00184,SMS,2023-10-22,Côte d'Ivoire,Nouveau client,5,357330,2023-10-29,Inactif
CNT0000840,CLI015,CAM00190,SMS,2023-10-27,Burkina Faso,Client actif,4,277944,2023-11-18,Inactif
CNT0000841,CLI010,CAM00103,SMS,2024-05-10,Cameroun,Prospect,3,126879,2024-10-24,Actif
CNT0000842,CLI017,CAM00231,Email,2023-03-20,Burkina Faso,Prospect,2,117878,2023-09-29,Actif
CNT0000843,CLI004,CAM00032,SMS,2023-03-06,Burkina Faso,Client actif,1,32308,2023-03-09,Inactif
CNT0000844,CLI012,CAM00131,Email,2023-12-24,Burkina Faso,Client dormant,4,183392,2024-01-07,Inactif
CNT0000845,CLI007,CAM00061,SMS,2023-09-30,Côte d'Ivoire,Client actif,4,228872,2024-07-06,Actif
CNT0000846,CLI015,CAM00197,Email,2024-01-16,Burkina Faso,Nouveau client,3,162228,2024-04-30,Perdu
CNT0000847,CLI015,CAM00197,Email,2024-01-01,Burkina Faso,Nouveau client,8,118464,2025-02-04,Inactif
CNT0000848,CLI018,CAM00251,Facebook,2022-10-14,Burkina Faso,Nouveau client,3,102933,2023-04-14,Perdu
CNT0000849,CLI017,CAM00225,Email,2023-12-24,Burkina Faso,Client dormant,1,16457,2025-01-03,Perdu
CNT0000850,CLI010,CAM00091,SMS,2024-01-12,Cameroun,Prospect,1,6298,2024-08-06,Inactif
CNT0000851,CLI015,CAM00182,SMS,2023-12-20,Burkina Faso,Prospect,4,252652,2024-11-23,Inactif
CNT0000852,CLI017,CAM00231,Email,2023-03-30,Burkina Faso,Client dormant,1,55052,2023-12-20,Inactif
CNT0000853,CLI017,CAM00231,Email,2023-03-20,Burkina Faso,Prospect,0,0,,Perdu
CNT0000854,CLI015,CAM00190,SMS,2023-10-12,Burkina Faso,Prospect,8,65960,2024-05-15,Perdu
CNT0000855,CLI023,CAM00330,SMS,2023-08-06,Cameroun,Client actif,7,264404,2023-12-29,Actif
CNT0000856,CLI015,CAM00196,Email,2023-11-04,Côte d'Ivoire,Client actif,2,146990,2023-11-09,Actif
CNT0000857,CLI015,CAM00197,Email,2024-01-07,Burkina Faso,Prospect,7,290199,2024-06-16,Inactif
CNT0000858,CLI015,CAM00190,SMS,2023-10-27,Burkina Faso,Prospect,4,73524,2024-06-30,Inactif
CNT0000859,CLI006,CAM00045,Email,2022-11-30,Côte d'Ivoire,Client dormant,1,67589,2023-07-04,Perdu
CNT0000860,CLI016,CAM00216,SMS,2022-06-17,Cameroun,Nouveau client,7,500374,2022-10-03,Inactif
CNT0000861,CLI017,CAM00231,Email,2023-03-29,Burkina Faso,Prospect,0,0,,Inactif
CNT0000862,CLI012,CAM00144,Email,2023-06-01,Mali,Client actif,5,87060,2024-05-30,Perdu
CNT0000863,CLI015,CAM00176,Email,2022-12-08,Burkina Faso,Nouveau client,7,271782,2023-06-07,Perdu
CNT0000864,CLI017,CAM00231,Email,2023-03-28,Burkina Faso,Prospect,4,100812,2023-12-27,Inactif
CNT0000865,CLI015,CAM00194,SMS,2023-01-15,Burkina Faso,Prospect,1,74158,2023-11-21,Actif
CNT0000866,CLI015,CAM00197,Email,2024-01-08,Burkina Faso,Prospect,0,0,,Perdu
CNT0000867,CLI015,CAM00184,SMS,2023-11-08,Côte d'Ivoire,Client actif,1,47620,2024-02-07,Inactif
CNT0000868,CLI017,CAM00244,Google,2022-07-16,Sénégal,Nouveau client,1,10930,2022-09-04,Inactif
CNT0000869,CLI013,CAM00162,Facebook,2022-08-06,Côte d'Ivoire,Prospect,7,374878,2023-04-04,Perdu
CNT0000870,CLI007,CAM00064,Email,2023-12-31,Mali,Client actif,7,127393,2024-02-10,Perdu
CNT0000871,CLI019,CAM00271,Email,2022-07-28,Mali,Client dormant,5,374220,2023-08-01,Actif
CNT0000872,CLI020,CAM00286,Email,2023-09-19,Côte d'Ivoire,Prospect,3,189354,2023-11-20,Inactif
CNT0000873,CLI010,CAM00099,SMS,2022-11-21,Côte d'Ivoire,Client dormant,0,0,,Actif
CNT0000874,CLI015,CAM00197,Email,2024-01-03,Burkina Faso,Prospect,3,139629,2024-05-11,Inactif
CNT0000875,CLI010,CAM00109,Email,2023-05-13,Sénégal,Client dormant,5,390520,2024-02-22,Perdu
CNT0000876,CLI010,CAM00102,Email,2023-10-22,Cameroun,Prospect,3,172941,2024-08-15,Inactif
CNT0000877,CLI010,CAM00110,SMS,2022-07-17,Mali,Client dormant,7,400624,2022-08-21,Perdu
CNT0000878,CLI015,CAM00190,SMS,2023-10-13,Burkina Faso,Nouveau client,4,59044,2024-05-25,Inactif
CNT0000879,CLI015,CAM00190,SMS,2023-10-22,Burkina Faso,Nouveau client,5,262385,2023-12-20,Actif
CNT0000880,CLI016,CAM00205,Email,2022-12-16,Burkina Faso,Client actif,5,322985,2023-02-12,Actif
CNT0000881,CLI016,CAM00206,SMS,2022-11-08,Burkina Faso,Nouveau client,3,188997,2023-01-05,Actif
CNT0000882,CLI010,CAM00102,Email,2023-10-25,Cameroun,Prospect,7,268261,2023-12-26,Actif
CNT0000883,CLI011,CAM00113,Email,2022-06-05,Mali,Client dormant,6,372756,2022-08-25,Inactif
CNT0000884,CLI023,CAM00335,Google,2022-12-09,Ghana,Prospect,6,373962,2023-01-01,Perdu
CNT0000885,CLI010,CAM00109,Email,2023-05-18,Sénégal,Client dormant,6,334878,2023-08-14,Perdu
CNT0000886,CLI023,CAM00342,Email,2022-09-30,Ghana,Client actif,0,0,,Actif
CNT0000887,CLI010,CAM00099,SMS,2022-11-14,Côte d'Ivoire,Nouveau client,1,74349,2022-11-23,Perdu
CNT0000888,CLI012,CAM00135,SMS,2024-05-10,Sénégal,Client actif,4,167836,2025-01-31,Inactif
CNT0000889,CLI012,CAM00130,SMS,2024-05-18,Ghana,Client actif,8,132808,2024-10-07,Perdu
CNT0000890,CLI015,CAM00187,Email,2022-09-27,Côte d'Ivoire,Client dormant,6,316800,2023-07-05,Actif
CNT0000891,CLI020,CAM00287,Email,2023-10-04,Burkina Faso,Prospect,5,52105,2024-08-14,Perdu
CNT0000892,CLI017,CAM00242,Email,2022-07-01,Sénégal,Nouveau client,8,319040,2022-12-05,Inactif
CNT0000893,CLI012,CAM00144,Email,2023-06-08,Mali,Nouveau client,8,421016,2024-06-01,Perdu
CNT0000894,CLI020,CAM00293,Email,2022-08-30,Ghana,Nouveau client,8,95848,2022-12-17,Actif
CNT0000895,CLI015,CAM00193,SMS,2023-10-14,Burkina Faso,Prospect,4,159728,2024-08-07,Perdu
CNT0000896,CLI016,CAM00213,SMS,2023-10-14,Burkina Faso,Prospect,2,126362,2024-05-01,Inactif
CNT0000897,CLI017,CAM00231,Email,2023-03-15,Burkina Faso,Client dormant,4,188916,2024-01-14,Inactif
CNT0000898,CLI015,CAM00194,SMS,2023-01-19,Burkina Faso,Client dormant,4,251276,2024-01-14,Inactif
CNT0000899,CLI010,CAM00091,SMS,2023-12-22,Cameroun,Client actif,2,157666,2024-02-29,Perdu
CNT0000900,CLI013,CAM00153,Email,2023-09-05,Burkina Faso,Nouveau client,0,0,,Actif
CNT0000901,CLI012,CAM00131,Email,2023-11-21,Burkina Faso,Client actif,3,142629,2024-11-20,Inactif
CNT0000902,CLI022,CAM00314,Email,2023-04-03,Mali,Nouveau client,6,346464,2024-02-01,Inactif
CNT0000903,CLI023,CAM00337,Email,2024-01-04,Burkina Faso,Client actif,1,9510,2024-02-07,Actif
CNT0000904,CLI015,CAM00183,Email,2022-10-04,Mali,Nouveau client,1,16431,2023-01-13,Actif
CNT0000905,CLI006,CAM00045,Email,2022-11-15,Côte d'Ivoire,Client dormant,5,326055,2022-12-18,Inactif
CNT0000906,CLI017,CAM00246,SMS,2023-08-13,Côte d'Ivoire,Client dormant,4,161048,2023-11-27,Perdu
CNT0000907,CLI016,CAM00208,Email,2023-10-12,Mali,Nouveau client,2,77274,2024-11-13,Perdu
CNT0000908,CLI018,CAM00265,Email,2023-01-30,Côte d'Ivoire,Client actif,6,187326,2023-10-21,Actif
CNT0000909,CLI010,CAM00091,SMS,2024-01-08,Cameroun,Client dormant,1,35647,2024-06-23,Inactif
CNT0000910,CLI010,CAM00093,Google,2023-08-01,Cameroun,Client actif,3,210609,2024-03-25,Inactif
CNT0000911,CLI007,CAM00056,Google,2024-03-18,Burkina Faso,Prospect,7,521612,2025-03-28,Perdu
CNT0000912,CLI012,CAM00126,Facebook,2022-06-22,Côte d'Ivoire,Nouveau client,5,37105,2023-07-25,Perdu
CNT0000913,CLI015,CAM00179,Google,2022-07-19,Mali,Client actif,4,286000,2023-07-11,Actif
CNT0000914,CLI016,CAM00216,SMS,2022-06-12,Cameroun,Client dormant,1,75220,2023-02-11,Perdu
CNT0000915,CLI016,CAM00213,SMS,2023-10-06,Burkina Faso,Nouveau client,5,250285,2024-11-03,Perdu
CNT0000916,CLI012,CAM00149,SMS,2024-02-20,Cameroun,Client actif,0,0,,Actif
CNT0000917,CLI017,CAM00246,SMS,2023-08-06,Côte d'Ivoire,Prospect,3,133902,2023-12-19,Actif
CNT0000918,CLI021,CAM00301,Email,2022-12-15,Ghana,Nouveau client,5,84280,2023-03-29,Inactif
CNT0000919,CLI016,CAM00201,SMS,2023-06-26,Burkina Faso,Client dormant,5,183360,2023-08-06,Actif
CNT0000920,CLI012,CAM00130,SMS,2024-05-18,Ghana,Client dormant,5,75080,2024-08-10,Perdu
CNT0000921,CLI011,CAM00117,Email,2023-07-11,Côte d'Ivoire,Prospect,5,258455,2023-10-11,Actif
CNT0000922,CLI018,CAM00250,Email,2024-05-14,Ghana,Nouveau client,3,163482,2024-12-31,Perdu
CNT0000923,CLI015,CAM00183,Email,2022-10-15,Mali,Nouveau client,3,54198,2023-10-21,Actif
CNT0000924,CLI017,CAM00234,Facebook,2024-02-25,Burkina Faso,Client actif,2,84986,2024-03-18,Perdu
CNT0000925,CLI012,CAM00131,Email,2023-12-09,Burkina Faso,Client actif,3,100626,2024-01-05,Actif
CNT0000926,CLI012,CAM00150,Google,2024-02-21,Ghana,Nouveau client,5,242965,2025-01-31,Actif
CNT0000927,CLI017,CAM00231,Email,2023-03-07,Burkina Faso,Nouveau client,1,73680,2023-09-08,Actif
CNT0000928,CLI020,CAM00290,Email,2024-05-02,Sénégal,Nouveau client,7,350259,2025-03-02,Perdu
CNT0000929,CLI017,CAM00238,Facebook,2023-01-14,Mali,Nouveau client,5,296565,2024-01-21,Actif
CNT0000930,CLI023,CAM00339,SMS,2022-06-02,Sénégal,Nouveau client,4,306488,2023-05-19,Perdu
CNT0000931,CLI016,CAM00216,SMS,2022-06-10,Cameroun,Prospect,1,75640,2022-08-02,Inactif
CNT0000932,CLI015,CAM00184,SMS,2023-11-06,Côte d'Ivoire,Client dormant,6,293994,2024-11-19,Actif
CNT0000933,CLI015,CAM00197,Email,2024-01-12,Burkina Faso,Nouveau client,1,18301,2024-05-27,Inactif
CNT0000934,CLI005,CAM00037,Email,2023-04-22,Sénégal,Client actif,4,185360,2023-07-02,Actif
CNT0000935,CLI017,CAM00226,SMS,2023-02-26,Mali,Nouveau client,0,0,,Inactif
CNT0000936,CLI010,CAM00099,SMS,2022-11-15,Côte d'Ivoire,Prospect,0,0,,Perdu
CNT0000937,CLI012,CAM00133,SMS,2023-06-05,Côte d'Ivoire,Prospect,1,48243,2023-12-03,Actif
CNT0000938,CLI015,CAM00176,Email,2022-12-10,Burkina Faso,Client actif,1,42651,2023-03-08,Actif
CNT0000939,CLI021,CAM00303,SMS,2023-11-02,Côte d'Ivoire,Nouveau client,6,359178,2023-11-16,Perdu
CNT0000940,CLI012,CAM00144,Email,2023-06-01,Mali,Client dormant,3,141411,2023-08-31,Inactif
CNT0000941,CLI005,CAM00039,SMS,2023-04-22,Côte d'Ivoire,Prospect,8,120912,2023-11-21,Inactif
CNT0000942,CLI012,CAM00131,Email,2023-12-06,Burkina Faso,Prospect,8,488528,2024-04-17,Actif
CNT0000943,CLI017,CAM00231,Email,2023-03-29,Burkina Faso,Client dormant,7,35336,2024-01-24,Perdu
CNT0000944,CLI021,CAM00303,SMS,2023-11-02,Côte d'Ivoire,Client actif,8,627792,2024-05-30,Perdu
CNT0000945,CLI015,CAM00193,SMS,2023-10-13,Burkina Faso,Client actif,3,187191,2024-02-20,Inactif
CNT0000946,CLI010,CAM00109,Email,2023-05-22,Sénégal,Prospect,7,454342,2023-06-10,Actif
CNT0000947,CLI016,CAM00213,SMS,2023-09-30,Burkina Faso,Nouveau client,4,75772,2023-10-02,Perdu
CNT0000948,CLI016,CAM00205,Email,2022-12-11,Burkina Faso,Nouveau client,6,49998,2023-10-27,Inactif
CNT0000949,CLI006,CAM00045,Email,2022-12-06,Côte d'Ivoire,Client actif,8,206944,2023-02-07,Perdu
CNT0000950,CLI007,CAM00064,Email,2023-12-31,Mali,Prospect,6,165432,2024-04-09,Perdu
CNT0000951,CLI017,CAM00245,Facebook,2023-05-02,Sénégal,Prospect,5,268510,2023-10-18,Actif
CNT0000952,CLI006,CAM00045,Email,2022-12-01,Côte d'Ivoire,Prospect,1,46920,2023-10-21,Perdu
CNT0000953,CLI017,CAM00245,Facebook,2023-05-15,Sénégal,Prospect,5,316300,2024-04-13,Actif
CNT0000954,CLI006,CAM00045,Email,2022-12-01,Côte d'Ivoire,Client actif,5,266310,2023-02-26,Perdu
CNT0000955,CLI016,CAM00199,Email,2022-11-10,Côte d'Ivoire,Client dormant,2,149904,2022-12-24,Actif
CNT0000956,CLI010,CAM00099,SMS,2022-12-02,Côte d'Ivoire,Client actif,0,0,,Perdu
CNT0000957,CLI016,CAM00214,Email,2022-11-16,Côte d'Ivoire,Nouveau client,7,241668,2023-06-30,Perdu
CNT0000958,CLI015,CAM00182,SMS,2023-12-17,Burkina Faso,Client actif,4,105124,2024-11-04,Actif
CNT0000959,CLI013,CAM00158,Email,2022-11-17,Mali,Prospect,3,176115,2022-12-24,Inactif
CNT0000960,CLI013,CAM00161,Facebook,2023-07-05,Ghana,Client actif,6,476466,2023-07-10,Inactif
CNT0000961,CLI020,CAM00287,Email,2023-10-08,Burkina Faso,Nouveau client,4,243960,2024-06-09,Perdu
CNT0000962,CLI018,CAM00250,Email,2024-05-21,Ghana,Prospect,4,79796,2025-02-11,Inactif
CNT0000963,CLI015,CAM00197,Email,2024-01-17,Burkina Faso,Nouveau client,3,67830,2024-06-06,Actif
CNT0000964,CLI010,CAM00091,SMS,2024-01-23,Cameroun,Prospect,1,15153,2024-10-11,Inactif
CNT0000965,CLI010,CAM00109,Email,2023-04-27,Sénégal,Prospect,0,0,,Inactif
CNT0000966,CLI018,CAM00265,Email,2023-02-07,Côte d'Ivoire,Nouveau client,1,12781,2023-11-18,Actif
CNT0000967,CLI010,CAM00099,SMS,2022-11-08,Côte d'Ivoire,Client dormant,3,160038,2023-02-05,Inactif
CNT0000968,CLI020,CAM00291,Google,2024-03-21,Mali,Client dormant,2,38154,2024-11-16,Perdu
CNT0000969,CLI006,CAM00052,SMS,2023-03-27,Côte d'Ivoire,Nouveau client,5,67805,2023-07-14,Perdu
CNT0000970,CLI018,CAM00250,Email,2024-05-10,Ghana,Client actif,2,97512,2024-10-21,Inactif
CNT0000971,CLI016,CAM00219,Facebook,2023-06-14,Côte d'Ivoire,Nouveau client,2,90918,2023-12-22,Actif
CNT0000972,CLI015,CAM00190,SMS,2023-10-21,Burkina Faso,Client dormant,3,17403,2024-06-05,Inactif
CNT0000973,CLI015,CAM00185,Google,2022-08-24,Ghana,Client dormant,7,328377,2023-09-07,Actif
CNT0000974,CLI011,CAM00117,Email,2023-07-18,Côte d'Ivoire,Client actif,8,519360,2024-03-03,Inactif
CNT0000975,CLI015,CAM00183,Email,2022-09-20,Mali,Client actif,7,190148,2023-06-01,Actif
CNT0000976,CLI012,CAM00133,SMS,2023-06-01,Côte d'Ivoire,Nouveau client,4,313272,2024-06-24,Inactif
CNT0000977,CLI015,CAM00190,SMS,2023-10-02,Burkina Faso,Prospect,5,213640,2023-10-03,Actif
CNT0000978,CLI018,CAM00253,SMS,2023-02-27,Mali,Nouveau client,1,30771,2023-03-02,Actif
CNT0000979,CLI017,CAM00231,Email,2023-03-03,Burkina Faso,Client dormant,4,152072,2023-07-24,Inactif
CNT0000980,CLI021,CAM00303,SMS,2023-11-05,Côte d'Ivoire,Prospect,8,107752,2024-05-16,Actif
CNT0000981,CLI017,CAM00246,SMS,2023-08-07,Côte d'Ivoire,Prospect,5,67470,2024-08-28,Perdu
CNT0000982,CLI019,CAM00275,SMS,2023-11-12,Burkina Faso,Client dormant,5,254730,2024-05-02,Actif
CNT0000983,CLI015,CAM00190,SMS,2023-10-12,Burkina Faso,Client dormant,1,52801,2023-10-19,Perdu
CNT0000984,CLI017,CAM00240,Email,2022-10-08,Sénégal,Prospect,7,120757,2023-09-03,Perdu
CNT0000985,CLI006,CAM00045,Email,2022-11-14,Côte d'Ivoire,Nouveau client,7,254478,2023-04-12,Actif
CNT0000986,CLI017,CAM00248,Email,2024-03-02,Cameroun,Client actif,6,380736,2025-02-24,Actif
CNT0000987,CLI010,CAM00109,Email,2023-05-01,Sénégal,Nouveau client,0,0,,Inactif
CNT0000988,CLI018,CAM00256,SMS,2023-11-10,Sénégal,Client actif,2,104526,2024-02-15,Actif
CNT0000989,CLI017,CAM00233,Google,2023-07-17,Ghana,Client actif,2,149934,2023-08-28,Inactif
CNT0000990,CLI015,CAM00190,SMS,2023-10-22,Burkina Faso,Nouveau client,1,76292,2024-11-10,Inactif
CNT0000991,CLI017,CAM00225,Email,2024-01-12,Burkina Faso,Client actif,7,206668,2024-04-19,Actif
CNT0000992,CLI008,CAM00075,Email,2022-07-08,Sénégal,Client dormant,7,421687,2023-06-07,Inactif
CNT0000993,CLI012,CAM00144,Email,2023-06-09,Mali,Client actif,4,260176,2023-09-24,Actif
CNT0000994,CLI017,CAM00235,Email,2023-08-21,Côte d'Ivoire,Client actif,4,271036,2023-12-31,Perdu
CNT0000995,CLI015,CAM00187,Email,2022-09-19,Côte d'Ivoire,Nouveau client,0,0,,Perdu
CNT0000996,CLI013,CAM00156,Google,2023-10-30,Burkina Faso,Prospect,1,32706,2023-10-31,Perdu
CNT0000997,CLI010,CAM00103,SMS,2024-05-05,Cameroun,Client dormant,7,201845,2025-02-16,Actif
CNT0000998,CLI015,CAM00190,SMS,2023-10-26,Burkina Faso,Nouveau client,4,96536,2024-04-27,Actif
CNT0000999,CLI012,CAM00150,Google,2024-03-11,Ghana,Client dormant,1,37150,2024-12-24,Perdu
CNT0001000,CLI006,CAM00045,Email,2022-12-05,Côte d'Ivoire,Nouveau client,6,429594,2023-05-18,Perdu
CNT0001001,CLI015,CAM00183,Email,2022-10-16,Mali,Client dormant,5,328030,2022-11-16,Actif
CNT0001002,CLI020,CAM00288,Facebook,2022-11-01,Burkina Faso,Client actif,3,116943,2023-09-17,Actif
CNT0001003,CLI010,CAM00109,Email,2023-06-03,Sénégal,Client dormant,1,60868,2023-06-22,Perdu
CNT0001004,CLI007,CAM00065,SMS,2023-01-01,Côte d'Ivoire,Client dormant,6,131718,2023-08-24,Inactif
CNT0001005,CLI020,CAM00287,Email,2023-10-03,Burkina Faso,Client actif,0,0,,Actif
CNT0001006,CLI015,CAM00188,Email,2023-02-10,Sénégal,Nouveau client,8,311224,2023-06-13,Inactif
CNT0001007,CLI010,CAM00103,SMS,2024-05-15,Cameroun,Client dormant,6,46890,2024-09-12,Inactif
CNT0001008,CLI019,CAM00275,SMS,2023-11-06,Burkina Faso,Client dormant,7,330148,2024-05-25,Actif
CNT0001009,CLI012,CAM00137,SMS,2024-05-14,Sénégal,Nouveau client,5,100915,2025-05-05,Perdu
CNT0001010,CLI016,CAM00201,SMS,2023-07-05,Burkina Faso,Client dormant,5,159505,2023-08-31,Inactif
CNT0001011,CLI015,CAM00188,Email,2023-02-13,Sénégal,Nouveau client,4,51312,2024-01-08,Inactif
CNT0001012,CLI017,CAM00231,Email,2023-03-18,Burkina Faso,Prospect,7,275989,2023-07-09,Perdu
CNT0001013,CLI017,CAM00231,Email,2023-03-04,Burkina Faso,Prospect,3,224274,2023-03-06,Actif
CNT0001014,CLI017,CAM00246,SMS,2023-08-04,Côte d'Ivoire,Client dormant,2,36502,2024-05-26,Actif
CNT0001015,CLI015,CAM00197,Email,2024-01-09,Burkina Faso,Prospect,8,471544,2024-03-13,Inactif
CNT0001016,CLI012,CAM00143,Email,2023-01-07,Burkina Faso,Prospect,5,39155,2023-12-23,Perdu
CNT0001017,CLI008,CAM00069,SMS,2023-11-05,Sénégal,Prospect,5,239135,2024-05-06,Actif
CNT0001018,CLI017,CAM00227,Facebook,2023-05-29,Sénégal,Client actif,3,230490,2023-09-26,Perdu
CNT0001019,CLI012,CAM00131,Email,2023-11-25,Burkina Faso,Client dormant,1,61294,2024-11-01,Inactif
CNT0001020,CLI020,CAM00287,Email,2023-10-09,Burkina Faso,Client actif,8,283872,2024-09-13,Actif
CNT0001021,CLI012,CAM00131,Email,2023-12-18,Burkina Faso,Nouveau client,5,125550,2024-05-17,Actif
CNT0001022,CLI020,CAM00286,Email,2023-09-21,Côte d'Ivoire,Client dormant,2,153678,2024-05-19,Perdu
CNT0001023,CLI015,CAM00193,SMS,2023-10-20,Burkina Faso,Client dormant,2,158828,2024-05-04,Actif
CNT0001024,CLI013,CAM00162,Facebook,2022-08-08,Côte d'Ivoire,Client actif,3,42030,2023-01-18,Inactif
CNT0001025,CLI017,CAM00242,Email,2022-07-23,Sénégal,Client dormant,5,315870,2022-10-21,Actif
CNT0001026,CLI012,CAM00131,Email,2023-12-10,Burkina Faso,Client dormant,6,444804,2024-12-09,Actif
CNT0001027,CLI012,CAM00137,SMS,2024-05-03,Sénégal,Nouveau client,8,501336,2024-08-31,Inactif
CNT0001028,CLI017,CAM00231,Email,2023-04-01,Burkina Faso,Client dormant,6,95136,2023-12-23,Perdu
CNT0001029,CLI012,CAM00149,SMS,2024-02-16,Cameroun,Prospect,8,303208,2024-02-27,Perdu
CNT0001030,CLI015,CAM00183,Email,2022-10-01,Mali,Client dormant,4,97752,2023-06-02,Perdu
CNT0001031,CLI015,CAM00190,SMS,2023-10-12,Burkina Faso,Client actif,5,393115,2023-12-04,Perdu
CNT0001032,CLI015,CAM00190,SMS,2023-10-01,Burkina Faso,Prospect,0,0,,Inactif
CNT0001033,CLI017,CAM00236,Email,2024-04-14,Burkina Faso,Client dormant,6,161892,2024-05-02,Actif
CNT0001034,CLI012,CAM00151,Google,2022-09-16,Cameroun,Nouveau client,4,232040,2023-01-02,Perdu
CNT0001035,CLI004,CAM00032,SMS,2023-03-14,Burkina Faso,Nouveau client,3,236964,2024-02-13,Actif
CNT0001036,CLI017,CAM00238,Facebook,2023-01-10,Mali,Client actif,7,414106,2023-06-22,Actif
CNT0001037,CLI018,CAM00262,SMS,2024-02-10,Cameroun,Client actif,3,220323,2024-10-01,Perdu
CNT0001038,CLI017,CAM00242,Email,2022-07-18,Sénégal,Prospect,3,217179,2023-07-09,Inactif
CNT0001039,CLI009,CAM00087,Google,2024-03-24,Burkina Faso,Prospect,5,54525,2024-07-31,Inactif
CNT0001040,CLI010,CAM00099,SMS,2022-11-17,Côte d'Ivoire,Prospect,3,32391,2023-04-30,Inactif
CNT0001041,CLI016,CAM00216,SMS,2022-06-20,Cameroun,Client actif,6,147696,2022-10-12,Actif
CNT0001042,CLI008,CAM00069,SMS,2023-11-12,Sénégal,Client actif,6,169158,2024-08-27,Actif
CNT0001043,CLI017,CAM00231,Email,2023-03-26,Burkina Faso,Client dormant,4,22580,2023-10-17,Inactif
CNT0001044,CLI015,CAM00187,Email,2022-09-26,Côte d'Ivoire,Prospect,2,67928,2023-03-02,Inactif
CNT0001045,CLI010,CAM00102,Email,2023-10-24,Cameroun,Client actif,5,129525,2023-11-09,Inactif
CNT0001046,CLI017,CAM00246,SMS,2023-08-04,Côte d'Ivoire,Prospect,0,0,,Inactif
CNT0001047,CLI017,CAM00246,SMS,2023-08-15,Côte d'Ivoire,Client dormant,7,527310,2023-11-20,Inactif
CNT0001048,CLI015,CAM00197,Email,2024-01-17,Burkina Faso,Nouveau client,2,72432,2024-11-26,Perdu
CNT0001049,CLI010,CAM00093,Google,2023-07-16,Cameroun,Client dormant,2,110500,2024-07-05,Perdu
CNT0001050,CLI015,CAM00184,SMS,2023-11-01,Côte d'Ivoire,Prospect,1,13352,2024-02-10,Inactif
CNT0001051,CLI023,CAM00335,Google,2022-12-11,Ghana,Nouveau client,0,0,,Perdu
