perf_id,campagne_id,date_perf,canal,impressions,clics,depenses_fcfa,conversions,revenu_genere_fcfa,ctr,cpc_fcfa,cpa_fcfa,roas,taux_conversion,jour_campagne
PRF0002012,CAM00080,2023-12-10,Facebook,9896,178,24558,6,81882,0.018,138.0,4093.0,3.334,0.0337,9
PRF0002013,CAM00080,2023-12-11,Facebook,6989,174,21957,3,94046,0.025,126.2,7319.0,4.283,0.0172,10
PRF0002014,CAM00080,2023-12-12,Facebook,8252,261,36055,9,78164,0.0317,138.1,4006.1,2.168,0.0345,11
PRF0002015,CAM00080,2023-12-13,Facebook,7703,174,31264,3,82169,0.0227,179.7,10421.3,2.628,0.0172,12
PRF0002016,CAM00080,2023-12-14,Facebook,9819,197,35068,3,131337,0.0201,178.0,11689.3,3.745,0.0152,13
PRF0002017,CAM00080,2023-12-15,Facebook,7179,194,31753,7,90207,0.0271,163.7,4536.1,2.841,0.0361,14
PRF0002018,CAM00080,2023-12-16,Facebook,18991,316,39695,7,97120,0.0167,125.6,5670.7,2.447,0.0222,15
PRF0002019,CAM00080,2023-12-17,Facebook,5655,149,20159,4,75316,0.0264,135.3,5039.8,3.736,0.0268,16
PRF0002020,CAM00080,2023-12-18,Facebook,6338,168,27126,3,84287,0.0266,161.5,9042.0,3.107,0.0179,17
PRF0002021,CAM00080,2023-12-19,Facebook,8821,190,35169,5,133488,0.0216,185.1,7033.8,3.796,0.0263,18
PRF0002022,CAM00080,2023-12-20,Facebook,6101,142,18795,3,49989,0.0233,132.4,6265.0,2.66,0.0211,19
PRF0002023,CAM00080,2023-12-21,Facebook,5543,124,17561,3,48673,0.0225,141.6,5853.7,2.772,0.0242,20
PRF0002024,CAM00080,2023-12-22,Facebook,18176,250,35385,8,130201,0.0138,141.5,4423.1,3.68,0.032,21
PRF0002025,CAM00080,2023-12-23,Facebook,8640,158,23862,4,70528,0.0183,151.0,5965.5,2.956,0.0253,22
PRF0002026,CAM00080,2023-12-24,Facebook,5871,130,21072,4,59682,0.0223,162.1,5268.0,2.832,0.0308,23
PRF0002027,CAM00080,2023-12-25,Facebook,11098,152,23010,3,100723,0.0138,151.4,7670.0,4.377,0.0197,24
PRF0002028,CAM00080,2023-12-26,Facebook,7816,107,17737,3,56266,0.0137,165.8,5912.3,3.172,0.028,25
PRF0002029,CAM00080,2023-12-27,Facebook,8831,155,20376,4,68374,0.0176,131.5,5094.0,3.356,0.0258,26
PRF0002030,CAM00080,2023-12-28,Facebook,18413,256,39350,9,149495,0.0139,153.7,4372.2,3.799,0.0352,27
PRF0002031,CAM00080,2023-12-29,Facebook,8888,163,28099,6,96274,0.0184,172.4,4683.2,3.426,0.0368,28
PRF0002032,CAM00080,2023-12-30,Facebook,22002,254,36676,8,122063,0.0116,144.4,4584.5,3.328,0.0315,29
PRF0002033,CAM00080,2023-12-31,Facebook,9335,129,18109,3,49467,0.0139,140.4,6036.3,2.732,0.0233,30
PRF0002034,CAM00080,2024-01-01,Facebook,10287,142,21167,2,82155,0.0139,149.1,10583.5,3.881,0.0141,31
PRF0002035,CAM00080,2024-01-02,Facebook,16601,250,35335,8,114064,0.0151,141.3,4416.9,3.228,0.032,32
PRF0002036,CAM00080,2024-01-03,Facebook,25699,229,39125,4,165048,0.0089,170.9,9781.2,4.218,0.0175,33
PRF0002037,CAM00080,2024-01-04,Facebook,8001,114,17919,3,49116,0.0143,157.2,5973.0,2.741,0.0263,34
PRF0002038,CAM00081,2023-12-08,Google,5537,115,22373,1,43452,0.0209,194.5,22373.0,1.942,0.0087,1
PRF0002039,CAM00081,2023-12-09,Google,4586,69,18665,1,11866,0.0152,270.5,18665.0,0.636,0.0145,2
PRF0002040,CAM00081,2023-12-10,Google,4410,69,16440,0,24806,0.0157,238.3,,1.509,0.0,3
PRF0002041,CAM00081,2023-12-11,Google,5136,84,20562,1,17536,0.0165,244.8,20562.0,0.853,0.0119,4
PRF0002042,CAM00081,2023-12-12,Google,3942,58,11597,0,17836,0.0148,199.9,,1.538,0.0,5
PRF0002043,CAM00081,2023-12-13,Google,6190,129,23940,1,38772,0.021,185.6,23940.0,1.62,0.0078,6
PRF0002044,CAM00081,2023-12-14,Google,4776,76,14973,0,29863,0.0161,197.0,,1.995,0.0,7
PRF0002045,CAM00081,2023-12-15,Google,6399,72,19324,1,20662,0.0114,268.4,19324.0,1.069,0.0139,8
PRF0002046,CAM00081,2023-12-16,Google,15612,119,23756,1,17658,0.0076,199.6,23756.0,0.743,0.0084,9
PRF0002047,CAM00081,2023-12-17,Google,5500,61,12746,0,16082,0.0111,209.0,,1.262,0.0,10
PRF0002048,CAM00081,2023-12-18,Google,7086,72,15065,0,32548,0.0103,209.2,,2.161,0.0,11
PRF0002049,CAM00081,2023-12-19,Google,7528,106,22034,0,35433,0.0142,207.9,,1.608,0.0,12
PRF0002050,CAM00081,2023-12-20,Google,4116,60,15964,0,20842,0.0146,266.1,,1.306,0.0,13
PRF0002051,CAM00081,2023-12-21,Google,7502,71,19116,1,40240,0.0095,269.2,19116.0,2.105,0.0141,14
PRF0002052,CAM00081,2023-12-22,Google,11338,90,17231,1,20673,0.008,191.5,17231.0,1.2,0.0111,15
PRF0002053,CAM00081,2023-12-23,Google,5013,71,19247,0,12186,0.0143,271.1,,0.633,0.0,16
PRF0002054,CAM00081,2023-12-24,Google,3165,48,11119,0,14772,0.0153,231.6,,1.329,0.0,17
PRF0002055,CAM00081,2023-12-25,Google,8756,99,22705,0,38450,0.0113,229.3,,1.693,0.0,18
PRF0002056,CAM00081,2023-12-26,Google,7806,114,21319,0,33370,0.0147,187.0,,1.565,0.0,19
PRF0002057,CAM00081,2023-12-27,Google,8889,60,14135,0,14671,0.0068,235.6,,1.038,0.0,20
PRF0002058,CAM00081,2023-12-28,Google,5059,65,14550,0,29205,0.0129,223.8,,2.007,0.0,21
PRF0002059,CAM00081,2023-12-29,Google,5224,77,21296,1,28988,0.0149,276.6,21296.0,1.361,0.013,22
PRF0002060,CAM00081,2023-12-30,Google,9226,72,13569,1,29076,0.0079,188.5,13569.0,2.143,0.0139,23
PRF0002061,CAM00081,2023-12-31,Google,8282,110,20504,1,37270,0.0134,186.4,20504.0,1.818,0.0091,24
PRF0002062,CAM00081,2024-01-01,Google,6053,53,11429,0,14132,0.0089,215.6,,1.237,0.0,25
PRF0002063,CAM00081,2024-01-02,Google,8842,120,23856,1,47532,0.0136,198.8,23856.0,1.992,0.0083,26
PRF0002064,CAM00081,2024-01-03,Google,12202,87,19378,1,17365,0.0072,222.7,19378.0,0.896,0.0115,27
PRF0002065,CAM00081,2024-01-04,Google,5999,67,16187,0,15894,0.0112,241.6,,0.982,0.0,28
PRF0002066,CAM00081,2024-01-05,Google,5135,58,12141,0,18490,0.0115,209.3,,1.523,0.0,29
PRF0002067,CAM00081,2024-01-06,Google,5809,63,11633,0,15115,0.0109,184.7,,1.299,0.0,30
PRF0002068,CAM00081,2024-01-07,Google,12059,88,17496,1,22756,0.0073,198.8,17496.0,1.301,0.0114,31
PRF0002069,CAM00081,2024-01-08,Google,15508,62,16125,0,14234,0.0041,260.1,,0.883,0.0,32
PRF0002070,CAM00081,2024-01-09,Google,10304,87,19893,0,21574,0.0084,228.7,,1.085,0.0,33
PRF0002071,CAM00081,2024-01-10,Google,6030,64,12274,0,9447,0.0107,191.8,,0.77,0.0,34
PRF0002072,CAM00081,2024-01-11,Google,12699,60,11914,0,16289,0.0047,198.6,,1.367,0.0,35
PRF0002073,CAM00081,2024-01-12,Google,7190,69,15143,0,30769,0.0097,219.5,,2.032,0.0,36
PRF0002074,CAM00081,2024-01-13,Google,9335,76,17984,1,20470,0.0082,236.6,17984.0,1.138,0.0132,37
PRF0002075,CAM00082,2023-04-30,Email,29513,464,18351,11,46919,0.0157,39.5,1668.3,2.557,0.0237,1
PRF0002076,CAM00082,2023-05-01,Email,12764,321,18048,6,29282,0.0252,56.2,3008.0,1.622,0.0187,2
PRF0002077,CAM00082,2023-05-02,Email,11222,324,14365,5,29165,0.0289,44.3,2873.0,2.03,0.0154,3
PRF0002078,CAM00082,2023-05-03,Email,19792,319,16089,6,21895,0.0161,50.4,2681.5,1.361,0.0188,4
PRF0002079,CAM00082,2023-05-04,Email,26767,451,18921,7,28412,0.0169,42.0,2703.0,1.502,0.0155,5
PRF0002080,CAM00082,2023-05-05,Email,17514,286,13382,2,44177,0.0164,46.8,6691.0,3.301,0.007,6
PRF0002081,CAM00082,2023-05-06,Email,17281,428,16192,6,54343,0.0248,37.8,2698.7,3.356,0.014,7
PRF0002082,CAM00082,2023-05-07,Email,18993,387,17159,3,38521,0.0204,44.3,5719.7,2.245,0.0078,8
PRF0002083,CAM00082,2023-05-08,Email,13791,323,14826,6,22935,0.0235,45.9,2471.0,1.547,0.0186,9
PRF0002084,CAM00082,2023-05-09,Email,13736,340,16918,7,29564,0.0248,49.8,2416.9,1.748,0.0206,10
PRF0002085,CAM00082,2023-05-10,Email,19149,569,26467,5,56861,0.0298,46.5,5293.4,2.148,0.0088,11
PRF0002086,CAM00082,2023-05-11,Email,29191,449,23478,3,62551,0.0154,52.3,7826.0,2.664,0.0067,12
PRF0002087,CAM00082,2023-05-12,Email,15181,353,16896,4,52923,0.0233,47.9,4224.0,3.132,0.0113,13
PRF0002088,CAM00082,2023-05-13,Email,27106,522,21738,10,30685,0.0193,41.6,2173.8,1.412,0.0192,14
PRF0002089,CAM00082,2023-05-14,Email,16249,333,17650,3,33868,0.0205,53.0,5883.3,1.919,0.009,15
PRF0002090,CAM00082,2023-05-15,Email,13285,325,16238,4,46138,0.0245,50.0,4059.5,2.841,0.0123,16
PRF0002091,CAM00082,2023-05-16,Email,20152,545,23859,5,81994,0.0271,43.8,4771.8,3.437,0.0092,17
PRF0002092,CAM00082,2023-05-17,Email,36377,591,25110,4,88458,0.0163,42.5,6277.5,3.523,0.0068,18
PRF0002093,CAM00082,2023-05-18,Email,14191,323,12729,3,22124,0.0228,39.4,4243.0,1.738,0.0093,19
PRF0002094,CAM00082,2023-05-19,Email,39949,624,25453,5,42716,0.0156,40.8,5090.6,1.678,0.008,20
PRF0002095,CAM00082,2023-05-20,Email,33432,514,21626,12,66253,0.0154,42.1,1802.2,3.064,0.0233,21
PRF0002096,CAM00082,2023-05-21,Email,29287,394,14795,7,47293,0.0135,37.6,2113.6,3.197,0.0178,22
PRF0002097,CAM00082,2023-05-22,Email,16336,318,11977,7,38872,0.0195,37.7,1711.0,3.246,0.022,23
PRF0002098,CAM00082,2023-05-23,Email,22317,438,16857,4,20577,0.0197,38.5,4214.2,1.221,0.0091,24
PRF0002099,CAM00082,2023-05-24,Email,26899,552,22331,6,45437,0.0206,40.5,3721.8,2.035,0.0109,25
PRF0002100,CAM00082,2023-05-25,Email,28811,415,20219,10,47593,0.0144,48.7,2021.9,2.354,0.0241,26
PRF0002101,CAM00082,2023-05-26,Email,15036,267,14762,5,44394,0.0178,55.3,2952.4,3.007,0.0187,27
PRF0002102,CAM00082,2023-05-27,Email,26880,222,12052,1,41370,0.0083,54.3,12052.0,3.433,0.0045,28
PRF0002103,CAM00082,2023-05-28,Email,42504,432,19453,4,58506,0.0102,45.0,4863.2,3.008,0.0093,29
PRF0002104,CAM00082,2023-05-29,Email,59764,394,17186,9,55978,0.0066,43.6,1909.6,3.257,0.0228,30
PRF0002105,CAM00082,2023-05-30,Email,46472,319,16236,2,20577,0.0069,50.9,8118.0,1.267,0.0063,31
PRF0002106,CAM00082,2023-05-31,Email,56748,419,17031,4,30460,0.0074,40.6,4257.8,1.789,0.0095,32
PRF0002107,CAM00082,2023-06-01,Email,58171,435,18689,9,21935,0.0075,43.0,2076.6,1.174,0.0207,33
PRF0002108,CAM00082,2023-06-02,Email,24126,248,13458,3,37536,0.0103,54.3,4486.0,2.789,0.0121,34
PRF0002109,CAM00082,2023-06-03,Email,94154,662,25232,6,61950,0.007,38.1,4205.3,2.455,0.0091,35
PRF0002110,CAM00082,2023-06-04,Email,43822,503,26364,7,74504,0.0115,52.4,3766.3,2.826,0.0139,36
PRF0002111,CAM00082,2023-06-05,Email,40550,305,11875,6,42519,0.0075,38.9,1979.2,3.581,0.0197,37
PRF0002112,CAM00082,2023-06-06,Email,59624,569,24045,13,79704,0.0096,42.3,1849.6,3.315,0.0228,38
PRF0002113,CAM00082,2023-06-07,Email,56727,412,18930,9,56448,0.0073,45.9,2103.3,2.982,0.0218,39
PRF0002114,CAM00082,2023-06-08,Email,44563,487,24661,8,33093,0.0109,50.6,3082.6,1.342,0.0164,40
PRF0002115,CAM00082,2023-06-09,Email,29165,444,19592,7,63126,0.0152,44.1,2798.9,3.222,0.0158,41
PRF0002116,CAM00082,2023-06-10,Email,66260,493,21194,7,22342,0.8584,43.0,3027.7,1.054,0.0142,42
PRF0002117,CAM00083,2022-12-17,SMS,3378,220,7524,8,34812,0.0651,34.2,940.5,4.627,0.0364,1
PRF0002118,CAM00083,2022-12-18,SMS,9595,428,11134,10,39902,0.0447,26.0,1113.4,3.584,0.0234,2
PRF0002119,CAM00083,2022-12-19,SMS,7040,330,11022,11,44939,0.0469,33.4,1002.0,4.077,0.0333,3
PRF0002120,CAM00083,2022-12-20,SMS,9354,473,13721,13,59789,0.0506,29.0,1055.5,4.357,0.0275,4
PRF0002121,CAM00083,2022-12-21,SMS,8944,491,14355,11,80920,0.055,29.2,1305.0,5.637,0.0224,5
PRF0002122,CAM00083,2022-12-22,SMS,5970,324,10886,12,53480,0.0543,33.6,907.2,4.913,0.037,6
PRF0002123,CAM00083,2022-12-23,SMS,7330,484,15077,24,66412,0.0661,31.2,628.2,4.405,0.0496,7
PRF0002124,CAM00083,2022-12-24,SMS,9819,357,10890,15,52918,0.0364,30.5,726.0,4.859,0.042,8
PRF0002125,CAM00083,2022-12-25,SMS,11908,483,13689,17,61389,0.0406,28.3,805.2,4.485,0.0352,9
PRF0002126,CAM00083,2022-12-26,SMS,11169,495,13215,13,63329,0.0443,26.7,1016.5,4.792,0.0263,10
PRF0002127,CAM00083,2022-12-27,SMS,6781,385,12821,21,67986,0.0569,33.3,610.5,5.303,0.0545,11
PRF0002128,CAM00083,2022-12-28,SMS,6241,405,11584,18,61250,0.065,28.6,643.6,5.287,0.0444,12
PRF0002129,CAM00083,2022-12-29,SMS,6018,262,6833,11,22808,0.0435,26.1,621.2,3.338,0.042,13
PRF0002130,CAM00083,2022-12-30,SMS,5686,320,10589,11,31261,0.0563,33.1,962.6,2.952,0.0344,14
PRF0002131,CAM00083,2022-12-31,SMS,4548,186,6638,10,23580,0.0411,35.7,663.8,3.552,0.0538,15
PRF0002132,CAM00083,2023-01-01,SMS,11068,396,13434,12,72731,0.0359,33.9,1119.5,5.414,0.0303,16
PRF0002133,CAM00083,2023-01-02,SMS,7995,252,7694,8,45393,0.0316,30.5,961.8,5.9,0.0317,17
PRF0002134,CAM00083,2023-01-03,SMS,5407,245,7892,7,47441,0.0454,32.2,1127.4,6.011,0.0286,18
PRF0002135,CAM00083,2023-01-04,SMS,8299,342,11621,14,64231,0.0413,34.0,830.1,5.527,0.0409,19
PRF0002136,CAM00083,2023-01-05,SMS,11519,437,12378,24,55264,0.038,28.3,515.8,4.465,0.0549,20
PRF0002137,CAM00083,2023-01-06,SMS,6697,336,8517,17,40959,0.0502,25.3,501.0,4.809,0.0506,21
PRF0002138,CAM00083,2023-01-07,SMS,6015,203,6844,10,40854,0.0338,33.7,684.4,5.969,0.0493,22
PRF0002139,CAM00083,2023-01-08,SMS,8535,333,8477,13,31498,0.0391,25.5,652.1,3.716,0.039,23
PRF0002140,CAM00083,2023-01-09,SMS,11847,329,9449,18,35090,0.0278,28.7,524.9,3.714,0.0547,24
PRF0002141,CAM00083,2023-01-10,SMS,13936,410,12501,11,46768,0.0294,30.5,1136.5,3.741,0.0268,25
PRF0002142,CAM00083,2023-01-11,SMS,7471,290,9336,15,29753,0.0389,32.2,622.4,3.187,0.0517,26
PRF0002143,CAM00083,2023-01-12,SMS,14244,280,7280,9,36824,0.0197,26.0,808.9,5.058,0.0321,27
PRF0002144,CAM00083,2023-01-13,SMS,10243,363,10717,18,61572,0.0355,29.5,595.4,5.745,0.0496,28
PRF0002145,CAM00083,2023-01-14,SMS,11503,322,9373,14,47856,0.028,29.1,669.5,5.106,0.0435,29
PRF0002146,CAM00083,2023-01-15,SMS,18083,306,9673,17,55486,0.0169,31.6,569.0,5.736,0.0556,30
PRF0002147,CAM00083,2023-01-16,SMS,7874,208,6650,9,28903,0.0265,32.0,738.9,4.346,0.0433,31
PRF0002148,CAM00083,2023-01-17,SMS,10328,343,10403,15,31867,0.0333,30.3,693.5,3.063,0.0437,32
PRF0002149,CAM00083,2023-01-18,SMS,7415,234,8786,6,30164,0.0316,37.5,1464.3,3.433,0.0256,33
PRF0002150,CAM00083,2023-01-19,SMS,19562,422,14231,9,66247,0.0216,33.7,1581.2,4.655,0.0213,34
PRF0002151,CAM00083,2023-01-20,SMS,10179,303,8113,14,38705,0.0299,26.8,579.5,4.771,0.0462,35
PRF0002152,CAM00084,2022-08-05,SMS,31110,796,23512,11,27404,0.0256,29.5,2137.5,1.166,0.0138,1
PRF0002153,CAM00084,2022-08-06,SMS,60653,1616,42473,20,72569,0.0267,26.3,2123.7,1.709,0.0124,2
PRF0002154,CAM00084,2022-08-07,SMS,103460,1299,45578,14,114869,0.0126,35.1,3255.6,2.52,0.0108,3
PRF0002155,CAM00084,2022-08-08,SMS,69471,844,25823,12,23883,0.0122,30.6,2151.9,0.925,0.0142,4
PRF0002156,CAM00084,2022-08-09,SMS,53145,986,26837,6,21556,0.0186,27.2,4472.8,0.803,0.0061,5
PRF0002157,CAM00084,2022-08-10,SMS,97492,1011,26249,6,23102,0.0104,26.0,4374.8,0.88,0.0059,6
PRF0002158,CAM00084,2022-08-11,SMS,119326,1211,33621,8,78497,0.0102,27.8,4202.6,2.335,0.0066,7
PRF0002159,CAM00085,2023-08-18,Google,1497,48,11524,2,34205,0.0325,240.1,5762.0,2.968,0.0417,1
PRF0002160,CAM00085,2023-08-19,Google,1014,49,11137,1,44743,0.0485,227.3,11137.0,4.018,0.0204,2
PRF0002161,CAM00085,2023-08-20,Google,878,39,10097,1,45574,0.0452,258.9,10097.0,4.514,0.0256,3
PRF0002162,CAM00085,2023-08-21,Google,1379,58,13900,2,48610,0.0426,239.7,6950.0,3.497,0.0345,4
PRF0002163,CAM00085,2023-08-22,Google,1663,69,13226,1,52491,0.0418,191.7,13226.0,3.969,0.0145,5
PRF0002164,CAM00085,2023-08-23,Google,907,47,11610,1,52909,0.0522,247.0,11610.0,4.557,0.0213,6
PRF0002165,CAM00085,2023-08-24,Google,2163,60,12303,2,60222,0.028,205.1,6151.5,4.895,0.0333,7
PRF0002166,CAM00085,2023-08-25,Google,1457,67,12413,2,44822,0.0463,185.3,6206.5,3.611,0.0299,8
PRF0002167,CAM00085,2023-08-26,Google,1158,45,9736,2,32019,0.0392,216.4,4868.0,3.289,0.0444,9
PRF0002168,CAM00085,2023-08-27,Google,1170,56,14180,1,69917,0.0485,253.2,14180.0,4.931,0.0179,10
PRF0002169,CAM00085,2023-08-28,Google,701,33,7441,1,18364,0.0479,225.5,7441.0,2.468,0.0303,11
PRF0002170,CAM00085,2023-08-29,Google,1172,43,11746,1,33770,0.0374,273.2,11746.0,2.875,0.0233,12
PRF0002171,CAM00085,2023-08-30,Google,1686,55,13226,2,56776,0.0332,240.5,6613.0,4.293,0.0364,13
PRF0002172,CAM00085,2023-08-31,Google,891,43,8100,2,27068,0.0484,188.4,4050.0,3.342,0.0465,14
PRF0002173,CAM00085,2023-09-01,Google,1504,42,8115,2,24468,0.028,193.2,4057.5,3.015,0.0476,15
PRF0002174,CAM00085,2023-09-02,Google,750,34,7892,1,32461,0.0466,232.1,7892.0,4.113,0.0294,16
PRF0002175,CAM00085,2023-09-03,Google,1072,40,8076,1,21342,0.0376,201.9,8076.0,2.643,0.025,17
PRF0002176,CAM00085,2023-09-04,Google,901,36,7377,1,36002,0.0401,204.9,7377.0,4.88,0.0278,18
PRF0002177,CAM00085,2023-09-05,Google,2161,54,11318,2,44497,0.0254,209.6,5659.0,3.932,0.037,19
PRF0002178,CAM00085,2023-09-06,Google,1911,60,12215,3,54920,0.0318,203.6,4071.7,4.496,0.05,20
PRF0002179,CAM00086,2023-11-01,Email,33371,1687,67983,83,386636,0.0506,40.3,819.1,5.687,0.0492,1
PRF0002180,CAM00086,2023-11-02,Email,47933,2022,100716,92,757700,0.0422,49.8,1094.7,7.523,0.0455,2
PRF0002181,CAM00086,2023-11-03,Email,36849,2702,116089,113,835783,0.0733,43.0,1027.3,7.2,0.0418,3
PRF0002182,CAM00086,2023-11-04,Email,45778,2232,94212,104,749087,0.0488,42.2,905.9,7.951,0.0466,4
PRF0002183,CAM00086,2023-11-05,Email,30111,1838,79490,120,475402,0.0611,43.2,662.4,5.981,0.0653,5
PRF0002184,CAM00086,2023-11-06,Email,20927,1392,60710,134,273655,0.0665,43.6,453.1,4.508,0.0963,6
PRF0002185,CAM00086,2023-11-07,Email,52805,2882,110817,135,765222,0.0546,38.5,820.9,6.905,0.0468,7
PRF0002186,CAM00086,2023-11-08,Email,28100,1990,105974,155,716218,0.0708,53.3,683.7,6.758,0.0779,8
PRF0002187,CAM00086,2023-11-09,Email,22492,1071,54026,61,352516,0.0476,50.4,885.7,6.525,0.057,9
PRF0002188,CAM00087,2024-03-20,Google,1521,65,17925,3,76102,0.043,275.8,5975.0,4.246,0.0462,1
PRF0002189,CAM00087,2024-03-21,Google,2690,79,16012,2,68718,0.0296,202.7,8006.0,4.292,0.0253,2
PRF0002190,CAM00087,2024-03-22,Google,2252,76,19913,4,94425,0.0341,262.0,4978.2,4.742,0.0526,3
PRF0002191,CAM00087,2024-03-23,Google,1798,93,21887,3,71645,0.0522,235.3,7295.7,3.273,0.0323,4
PRF0002192,CAM00087,2024-03-24,Google,2168,63,17027,2,71719,0.0295,270.3,8513.5,4.212,0.0317,5
PRF0002193,CAM00087,2024-03-25,Google,1034,54,14026,2,40795,0.0524,259.7,7013.0,2.909,0.037,6
PRF0002194,CAM00087,2024-03-26,Google,1117,54,14135,2,65994,0.0488,261.8,7067.5,4.669,0.037,7
PRF0002195,CAM00087,2024-03-27,Google,2134,85,16742,4,41331,0.04,197.0,4185.5,2.469,0.0471,8
PRF0002196,CAM00087,2024-03-28,Google,2010,93,18663,5,75510,0.0464,200.7,3732.6,4.046,0.0538,9
PRF0002197,CAM00087,2024-03-29,Google,2497,83,16893,4,64994,0.0333,203.5,4223.2,3.847,0.0482,10
PRF0002198,CAM00087,2024-03-30,Google,1411,56,14646,2,37584,0.0402,261.5,7323.0,2.566,0.0357,11
PRF0002199,CAM00087,2024-03-31,Google,2035,66,14885,3,72778,0.0325,225.5,4961.7,4.889,0.0455,12
PRF0002200,CAM00087,2024-04-01,Google,2119,84,17252,2,63582,0.0401,205.4,8626.0,3.686,0.0238,13
PRF0002201,CAM00087,2024-04-02,Google,2190,105,22756,2,108905,0.0482,216.7,11378.0,4.786,0.019,14
PRF0002202,CAM00087,2024-04-03,Google,2023,53,13866,2,66915,0.0263,261.6,6933.0,4.826,0.0377,15
PRF0002203,CAM00087,2024-04-04,Google,1584,65,15700,1,63426,0.0416,241.5,15700.0,4.04,0.0154,16
PRF0002204,CAM00087,2024-04-05,Google,3375,105,20460,4,63169,0.0313,194.9,5115.0,3.087,0.0381,17
PRF0002205,CAM00087,2024-04-06,Google,4258,107,23030,3,107124,0.0253,215.2,7676.7,4.652,0.028,18
PRF0002206,CAM00087,2024-04-07,Google,3431,75,14371,1,56742,0.0221,191.6,14371.0,3.948,0.0133,19
PRF0002207,CAM00087,2024-04-08,Google,3583,81,16862,2,39982,0.0227,208.2,8431.0,2.371,0.0247,20
PRF0002208,CAM00087,2024-04-09,Google,3541,107,23286,6,72615,0.0303,217.6,3881.0,3.118,0.0561,21
PRF0002209,CAM00087,2024-04-10,Google,3868,106,21668,4,62185,0.0275,204.4,5417.0,2.87,0.0377,22
PRF0002210,CAM00087,2024-04-11,Google,4373,106,20883,4,55588,0.0243,197.0,5220.8,2.662,0.0377,23
PRF0002211,CAM00087,2024-04-12,Google,1987,69,16117,2,39022,0.035,233.6,8058.5,2.421,0.029,24
PRF0002212,CAM00087,2024-04-13,Google,2403,81,15567,2,56965,0.0338,192.2,7783.5,3.659,0.0247,25
PRF0002213,CAM00087,2024-04-14,Google,1669,51,12703,1,54172,0.0307,249.1,12703.0,4.265,0.0196,26
PRF0002214,CAM00087,2024-04-15,Google,6230,118,21769,7,102433,0.019,184.5,3109.9,4.705,0.0593,27
PRF0002215,CAM00087,2024-04-16,Google,4890,106,21908,6,66493,0.0217,206.7,3651.3,3.035,0.0566,28
PRF0002216,CAM00087,2024-04-17,Google,4241,77,20038,4,54698,0.0182,260.2,5009.5,2.73,0.0519,29
PRF0002217,CAM00087,2024-04-18,Google,4381,79,15102,4,48122,0.0181,191.2,3775.5,3.187,0.0506,30
PRF0002218,CAM00087,2024-04-19,Google,3419,68,13542,2,62823,0.02,199.1,6771.0,4.639,0.0294,31
PRF0002219,CAM00087,2024-04-20,Google,4138,99,21770,6,75330,0.024,219.9,3628.3,3.46,0.0606,32
PRF0002220,CAM00088,2023-04-30,Google,4438,60,14827,0,29770,0.0136,247.1,,2.008,0.0,1
PRF0002221,CAM00088,2023-05-01,Google,5465,72,14384,1,27827,0.0133,199.8,14384.0,1.935,0.0139,2
PRF0002222,CAM00088,2023-05-02,Google,7025,91,20611,0,21348,0.0131,226.5,,1.036,0.0,3
PRF0002223,CAM00088,2023-05-03,Google,3882,71,15648,1,23426,0.0185,220.4,15648.0,1.497,0.0141,4
PRF0002224,CAM00088,2023-05-04,Google,4590,100,23335,1,32838,0.0219,233.3,23335.0,1.407,0.01,5
PRF0002225,CAM00088,2023-05-05,Google,3383,43,11517,0,22334,0.013,267.8,,1.939,0.0,6
PRF0002226,CAM00088,2023-05-06,Google,6327,73,14309,0,11237,0.0116,196.0,,0.785,0.0,7
PRF0002227,CAM00088,2023-05-07,Google,3156,71,17403,0,35776,0.0227,245.1,,2.056,0.0,8
PRF0002228,CAM00088,2023-05-08,Google,14118,128,25289,1,31872,0.0091,197.6,25289.0,1.26,0.0078,9
PRF0002229,CAM00088,2023-05-09,Google,6114,53,11562,0,23559,0.0087,218.2,,2.038,0.0,10
PRF0002230,CAM00088,2023-05-10,Google,3127,55,14855,0,20879,0.0179,270.1,,1.406,0.0,11
PRF0002231,CAM00088,2023-05-11,Google,7113,93,19732,1,12354,0.0131,212.2,19732.0,0.626,0.0108,12
PRF0002232,CAM00088,2023-05-12,Google,3216,57,11688,0,17019,0.0178,205.1,,1.456,0.0,13
PRF0002233,CAM00088,2023-05-13,Google,4274,80,16959,0,21540,0.0189,212.0,,1.27,0.0,14
PRF0002234,CAM00088,2023-05-14,Google,2907,60,14788,0,21239,0.0207,246.5,,1.436,0.0,15
PRF0002235,CAM00088,2023-05-15,Google,5205,73,16759,0,12296,0.0142,229.6,,0.734,0.0,16
PRF0002236,CAM00088,2023-05-16,Google,12961,94,23911,1,20095,0.0073,254.4,23911.0,0.84,0.0106,17
PRF0002237,CAM00088,2023-05-17,Google,7361,95,19068,0,33825,0.013,200.7,,1.774,0.0,18
PRF0002238,CAM00088,2023-05-18,Google,5323,58,11838,0,19759,0.0109,204.1,,1.669,0.0,19
PRF0002239,CAM00088,2023-05-19,Google,10161,98,24029,0,42946,0.0097,245.2,,1.787,0.0,20
PRF0002240,CAM00088,2023-05-20,Google,4016,55,14551,0,26598,0.0139,264.6,,1.828,0.0,21
PRF0002241,CAM00088,2023-05-21,Google,4576,50,13165,0,10174,0.011,263.3,,0.773,0.0,22
