evenement_id,livraison_id,type_evenement,date_evenement,localisation,commentaire,agent_id
EVT0004872,LIV010495,Départ entrepôt,2023-12-29 12:00,Accra,,AGT004
EVT0004873,LIV010495,Passage frontière,2023-12-30 20:00,Douala,,AGT025
EVT0004874,LIV010495,Arrivée entrepôt transit,2024-01-01 02:00,Abidjan,,AGT007
EVT0004875,LIV010495,Départ entrepôt transit,2024-01-01 19:00,Douala,,AGT018
EVT0004876,LIV008299,Prise en charge,2023-12-20 07:00,Dakar,,AGT015
EVT0004877,LIV008299,Départ entrepôt,2023-12-20 12:00,Ouagadougou,,AGT007
EVT0004878,LIV008299,Passage frontière,2023-12-21 16:00,Bamako,,AGT022
EVT0004879,LIV011814,Prise en charge,2023-01-22 21:00,Ouagadougou,,AGT022
EVT0004880,LIV011814,Départ entrepôt,2023-01-23 10:00,Ouagadougou,,AGT013
EVT0004881,LIV011814,Passage frontière,2023-01-24 02:00,Dakar,,AGT014
EVT0004882,LIV014170,Prise en charge,2023-04-22 09:00,Dakar,,AGT024
EVT0004883,LIV014170,Départ entrepôt,2023-04-22 21:00,Frontière,,AGT016
EVT0004884,LIV014170,Passage frontière,2023-04-23 21:00,Bamako,,AGT025
EVT0004885,LIV014170,Arrivée entrepôt transit,2023-04-24 03:00,Ouagadougou,,AGT004
EVT0004886,LIV014942,Prise en charge,2023-03-11 04:00,Frontière,,AGT002
EVT0004887,LIV014942,Départ entrepôt,2023-03-12 05:00,Frontière,,AGT003
EVT0004888,LIV010237,Prise en charge,2023-10-20 02:00,Dakar,,AGT024
EVT0004889,LIV010237,Départ entrepôt,2023-10-20 15:00,Dakar,,AGT010
EVT0004890,LIV010237,Passage frontière,2023-10-20 23:00,Douala,,AGT020
EVT0004891,LIV010237,Arrivée entrepôt transit,2023-10-21 23:00,Bamako,,AGT015
EVT0004892,LIV009954,Prise en charge,2023-12-20 01:00,Ouagadougou,,AGT006
EVT0004893,LIV009954,Départ entrepôt,2023-12-20 23:00,Douala,,AGT004
EVT0004894,LIV009954,Passage frontière,2023-12-21 13:00,Dakar,,AGT006
EVT0004895,LIV009954,Arrivée entrepôt transit,2023-12-22 19:00,Abidjan,,AGT018
EVT0004896,LIV009954,Départ entrepôt transit,2023-12-24 01:00,Dakar,,AGT018
EVT0004897,LIV004829,Prise en charge,2022-10-05 21:00,Ouagadougou,,AGT008
EVT0004898,LIV004829,Départ entrepôt,2022-10-06 08:00,Ouagadougou,,AGT005
EVT0004899,LIV004829,Passage frontière,2022-10-07 16:00,Abidjan,,AGT025
EVT0004900,LIV004829,Arrivée entrepôt transit,2022-10-07 22:00,Dakar,,AGT013
EVT0004901,LIV004829,Départ entrepôt transit,2022-10-09 08:00,Accra,,AGT016
EVT0004902,LIV005816,Prise en charge,2022-02-14 05:00,Bamako,,AGT023
EVT0004903,LIV005816,Départ entrepôt,2022-02-15 08:00,Accra,,AGT019
EVT0004904,LIV005816,Passage frontière,2022-02-15 23:00,Accra,,AGT001
EVT0004905,LIV011318,Prise en charge,2023-04-25 02:00,Douala,,AGT003
EVT0004906,LIV011318,Départ entrepôt,2023-04-26 05:00,Abidjan,,AGT006
EVT0004907,LIV011318,Passage frontière,2023-04-26 17:00,Bamako,,AGT010
EVT0004908,LIV011318,Arrivée entrepôt transit,2023-04-27 22:00,Dakar,,AGT004
EVT0004909,LIV011318,Départ entrepôt transit,2023-04-28 14:00,Ouagadougou,,AGT011
EVT0004910,LIV004792,Prise en charge,2023-12-14 09:00,Douala,,AGT020
EVT0004911,LIV004792,Départ entrepôt,2023-12-15 20:00,Abidjan,,AGT020
EVT0004912,LIV004792,Passage frontière,2023-12-17 02:00,Dakar,,AGT012
EVT0004913,LIV004792,Arrivée entrepôt transit,2023-12-17 22:00,Dakar,,AGT017
EVT0004914,LIV009989,Prise en charge,2023-05-21 05:00,Accra,,AGT011
EVT0004915,LIV009989,Départ entrepôt,2023-05-21 19:00,Abidjan,,AGT021
EVT0004916,LIV009989,Passage frontière,2023-05-22 14:00,Ouagadougou,,AGT010
EVT0004917,LIV009989,Arrivée entrepôt transit,2023-05-23 10:00,Accra,,AGT014
EVT0004918,LIV006919,Prise en charge,2022-01-02 06:00,Douala,,AGT024
EVT0004919,LIV006919,Départ entrepôt,2022-01-03 15:00,Ouagadougou,,AGT003
EVT0004920,LIV006919,Passage frontière,2022-01-04 16:00,Bamako,,AGT002
EVT0004921,LIV006919,Arrivée entrepôt transit,2022-01-05 04:00,Frontière,,AGT020
EVT0004922,LIV000994,Prise en charge,2022-10-22 05:00,Douala,,AGT013
EVT0004923,LIV000994,Départ entrepôt,2022-10-22 21:00,Accra,,AGT013
EVT0004924,LIV003996,Prise en charge,2023-09-07 21:00,Ouagadougou,,AGT013
EVT0004925,LIV003996,Départ entrepôt,2023-09-08 22:00,Douala,,AGT017
EVT0004926,LIV003996,Passage frontière,2023-09-10 05:00,Accra,,AGT023
EVT0004927,LIV003996,Arrivée entrepôt transit,2023-09-11 06:00,Dakar,,AGT012
EVT0004928,LIV003996,Départ entrepôt transit,2023-09-12 02:00,Bamako,,AGT007
EVT0004929,LIV004960,Prise en charge,2023-10-25 22:00,Douala,,AGT003
EVT0004930,LIV004960,Départ entrepôt,2023-10-27 06:00,Ouagadougou,,AGT003
EVT0004931,LIV004960,Passage frontière,2023-10-28 06:00,Frontière,,AGT017
EVT0004932,LIV004960,Arrivée entrepôt transit,2023-10-28 17:00,Abidjan,,AGT005
EVT0004933,LIV004960,Départ entrepôt transit,2023-10-29 03:00,Dakar,,AGT003
EVT0004934,LIV003188,Prise en charge,2023-12-25 03:00,Abidjan,,AGT005
EVT0004935,LIV003188,Départ entrepôt,2023-12-25 22:00,Frontière,,AGT003
EVT0004936,LIV003188,Passage frontière,2023-12-26 06:00,Abidjan,,AGT024
EVT0004937,LIV001922,Prise en charge,2022-09-26 01:00,Frontière,,AGT020
EVT0004938,LIV001922,Départ entrepôt,2022-09-26 09:00,Dakar,,AGT019
EVT0004939,LIV006348,Prise en charge,2022-10-06 01:00,Frontière,,AGT022
EVT0004940,LIV006348,Départ entrepôt,2022-10-06 11:00,Bamako,,AGT004
EVT0004941,LIV006348,Passage frontière,2022-10-06 18:00,Ouagadougou,,AGT005
EVT0004942,LIV006348,Arrivée entrepôt transit,2022-10-07 10:00,Ouagadougou,,AGT003
EVT0004943,LIV006348,Départ entrepôt transit,2022-10-08 01:00,Abidjan,,AGT023
EVT0004944,LIV006135,Prise en charge,2022-12-19 18:00,Dakar,,AGT002
EVT0004945,LIV006135,Départ entrepôt,2022-12-20 03:00,Accra,,AGT011
EVT0004946,LIV012271,Prise en charge,2022-08-19 16:00,Ouagadougou,,AGT016
EVT0004947,LIV012271,Départ entrepôt,2022-08-20 07:00,Accra,,AGT010
EVT0004948,LIV012271,Passage frontière,2022-08-20 14:00,Accra,,AGT006
EVT0004949,LIV004827,Prise en charge,2022-03-31 16:00,Douala,,AGT005
EVT0004950,LIV004827,Départ entrepôt,2022-04-01 08:00,Ouagadougou,,AGT004
EVT0004951,LIV000812,Prise en charge,2022-12-12 00:00,Frontière,,AGT008
EVT0004952,LIV000812,Départ entrepôt,2022-12-12 14:00,Accra,,AGT021
EVT0004953,LIV010585,Prise en charge,2022-02-26 12:00,Ouagadougou,,AGT010
EVT0004954,LIV010585,Départ entrepôt,2022-02-27 05:00,Accra,,AGT009
EVT0004955,LIV010585,Passage frontière,2022-02-28 07:00,Ouagadougou,,AGT008
EVT0004956,LIV010585,Arrivée entrepôt transit,2022-02-28 11:00,Ouagadougou,,AGT022
EVT0004957,LIV007029,Prise en charge,2022-10-12 22:00,Frontière,,AGT006
EVT0004958,LIV007029,Départ entrepôt,2022-10-13 06:00,Abidjan,,AGT003
EVT0004959,LIV007029,Passage frontière,2022-10-14 17:00,Douala,,AGT024
EVT0004960,LIV007029,Arrivée entrepôt transit,2022-10-15 00:00,Bamako,,AGT025
EVT0004961,LIV006073,Prise en charge,2022-04-26 09:00,Ouagadougou,,AGT025
EVT0004962,LIV006073,Départ entrepôt,2022-04-27 17:00,Abidjan,,AGT024
EVT0004963,LIV006073,Passage frontière,2022-04-28 02:00,Douala,,AGT019
EVT0004964,LIV006073,Arrivée entrepôt transit,2022-04-29 05:00,Ouagadougou,,AGT022
EVT0004965,LIV006073,Départ entrepôt transit,2022-04-29 13:00,Bamako,,AGT009
EVT0004966,LIV008331,Prise en charge,2022-02-21 08:00,Douala,,AGT024
EVT0004967,LIV008331,Départ entrepôt,2022-02-22 18:00,Douala,,AGT016
EVT0004968,LIV008331,Passage frontière,2022-02-23 17:00,Frontière,,AGT016
EVT0004969,LIV008331,Arrivée entrepôt transit,2022-02-24 17:00,Bamako,,AGT024
EVT0004970,LIV014822,Prise en charge,2023-07-18 18:00,Bamako,,AGT006
EVT0004971,LIV014822,Départ entrepôt,2023-07-19 00:00,Ouagadougou,,AGT012
EVT0004972,LIV014822,Passage frontière,2023-07-20 06:00,Accra,,AGT015
EVT0004973,LIV007530,Prise en charge,2023-10-21 05:00,Accra,,AGT015
EVT0004974,LIV007530,Départ entrepôt,2023-10-22 13:00,Dakar,,AGT005
EVT0004975,LIV007530,Passage frontière,2023-10-23 17:00,Accra,,AGT001
EVT0004976,LIV007530,Arrivée entrepôt transit,2023-10-24 05:00,Frontière,,AGT011
EVT0004977,LIV014084,Prise en charge,2022-05-06 13:00,Accra,,AGT012
EVT0004978,LIV014084,Départ entrepôt,2022-05-06 17:00,Accra,,AGT022
EVT0004979,LIV014084,Passage frontière,2022-05-07 08:00,Dakar,,AGT019
EVT0004980,LIV014084,Arrivée entrepôt transit,2022-05-07 23:00,Dakar,,AGT004
EVT0004981,LIV014084,Départ entrepôt transit,2022-05-08 04:00,Accra,,AGT016
EVT0004982,LIV006960,Prise en charge,2022-11-23 21:00,Douala,,AGT007
EVT0004983,LIV006960,Départ entrepôt,2022-11-24 02:00,Accra,,AGT013
EVT0004984,LIV006960,Passage frontière,2022-11-24 16:00,Douala,,AGT018
EVT0004985,LIV007924,Prise en charge,2022-09-16 18:00,Dakar,,AGT016
EVT0004986,LIV007924,Départ entrepôt,2022-09-18 05:00,Accra,,AGT014
EVT0004987,LIV007924,Passage frontière,2022-09-18 19:00,Accra,,AGT022
EVT0004988,LIV007924,Arrivée entrepôt transit,2022-09-19 02:00,Douala,,AGT004
EVT0004989,LIV007540,Prise en charge,2022-12-07 00:00,Ouagadougou,,AGT016
EVT0004990,LIV007540,Départ entrepôt,2022-12-07 22:00,Dakar,,AGT008
EVT0004991,LIV009951,Prise en charge,2023-11-26 17:00,Accra,,AGT016
EVT0004992,LIV009951,Départ entrepôt,2023-11-26 21:00,Douala,,AGT021
EVT0004993,LIV009951,Passage frontière,2023-11-27 11:00,Douala,,AGT021
EVT0004994,LIV009951,Arrivée entrepôt transit,2023-11-28 10:00,Ouagadougou,,AGT020
EVT0004995,LIV009951,Départ entrepôt transit,2023-11-29 17:00,Bamako,,AGT004
EVT0004996,LIV013824,Prise en charge,2022-09-27 22:00,Douala,,AGT024
EVT0004997,LIV013824,Départ entrepôt,2022-09-29 01:00,Frontière,,AGT023
EVT0004998,LIV013824,Passage frontière,2022-09-29 13:00,Douala,,AGT019
EVT0004999,LIV004058,Prise en charge,2022-06-11 08:00,Douala,,AGT014
EVT0005000,LIV004058,Départ entrepôt,2022-06-12 03:00,Dakar,,AGT011
EVT0005001,LIV004058,Passage frontière,2022-06-12 21:00,Frontière,,AGT011
EVT0005002,LIV004058,Arrivée entrepôt transit,2022-06-14 07:00,Frontière,,AGT009
EVT0005003,LIV004058,Départ entrepôt transit,2022-06-15 08:00,Bamako,,AGT011
EVT0005004,LIV001663,Prise en charge,2023-02-25 00:00,Frontière,,AGT021
EVT0005005,LIV001663,Départ entrepôt,2023-02-25 18:00,Ouagadougou,,AGT019
EVT0005006,LIV001663,Passage frontière,2023-02-26 13:00,Frontière,,AGT008
EVT0005007,LIV014814,Prise en charge,2022-05-03 05:00,Douala,,AGT017
EVT0005008,LIV014814,Départ entrepôt,2022-05-03 15:00,Accra,,AGT025
EVT0005009,LIV014814,Passage frontière,2022-05-04 04:00,Bamako,,AGT011
EVT0005010,LIV014814,Arrivée entrepôt transit,2022-05-04 13:00,Bamako,,AGT016
EVT0005011,LIV014814,Départ entrepôt transit,2022-05-05 22:00,Bamako,,AGT024
EVT0005012,LIV005853,Prise en charge,2023-09-17 08:00,Accra,,AGT013
EVT0005013,LIV005853,Départ entrepôt,2023-09-18 00:00,Frontière,,AGT025
EVT0005014,LIV005853,Passage frontière,2023-09-18 21:00,Ouagadougou,,AGT005
EVT0005015,LIV005853,Arrivée entrepôt transit,2023-09-20 00:00,Frontière,,AGT025
EVT0005016,LIV005059,Prise en charge,2023-03-17 10:00,Dakar,,AGT008
EVT0005017,LIV005059,Départ entrepôt,2023-03-17 14:00,Douala,,AGT012
EVT0005018,LIV011931,Prise en charge,2022-07-26 13:00,Frontière,,AGT009
EVT0005019,LIV011931,Départ entrepôt,2022-07-27 13:00,Accra,,AGT011
EVT0005020,LIV011931,Passage frontière,2022-07-28 05:00,Frontière,,AGT021
EVT0005021,LIV011931,Arrivée entrepôt transit,2022-07-28 21:00,Bamako,,AGT020
EVT0005022,LIV011931,Départ entrepôt transit,2022-07-29 08:00,Douala,,AGT024
EVT0005023,LIV008952,Prise en charge,2022-02-02 16:00,Bamako,,AGT017
EVT0005024,LIV008952,Départ entrepôt,2022-02-03 14:00,Dakar,,AGT013
EVT0005025,LIV008939,Prise en charge,2022-06-11 04:00,Douala,,AGT009
EVT0005026,LIV008939,Départ entrepôt,2022-06-11 21:00,Dakar,,AGT010
EVT0005027,LIV008939,Passage frontière,2022-06-12 02:00,Abidjan,,AGT021
EVT0005028,LIV008939,Arrivée entrepôt transit,2022-06-13 08:00,Abidjan,,AGT012
EVT0005029,LIV008939,Départ entrepôt transit,2022-06-14 17:00,Frontière,,AGT005
EVT0005030,LIV013766,Prise en charge,2022-06-06 14:00,Bamako,,AGT015
EVT0005031,LIV013766,Départ entrepôt,2022-06-07 14:00,Abidjan,,AGT009
EVT0005032,LIV013766,Passage frontière,2022-06-08 23:00,Douala,,AGT007
EVT0005033,LIV013766,Arrivée entrepôt transit,2022-06-10 08:00,Douala,,AGT006
EVT0005034,LIV013766,Départ entrepôt transit,2022-06-10 20:00,Douala,,AGT001
EVT0005035,LIV003496,Prise en charge,2023-07-31 07:00,Frontière,,AGT011
EVT0005036,LIV003496,Départ entrepôt,2023-08-01 17:00,Douala,,AGT005
EVT0005037,LIV011902,Prise en charge,2023-12-28 04:00,Bamako,,AGT001
EVT0005038,LIV011902,Départ entrepôt,2023-12-29 11:00,Ouagadougou,,AGT011
EVT0005039,LIV011902,Passage frontière,2023-12-30 16:00,Dakar,,AGT011
EVT0005040,LIV011902,Arrivée entrepôt transit,2023-12-30 22:00,Ouagadougou,,AGT010
EVT0005041,LIV009773,Prise en charge,2023-04-23 06:00,Bamako,,AGT002
EVT0005042,LIV009773,Départ entrepôt,2023-04-23 18:00,Accra,,AGT003
EVT0005043,LIV009773,Passage frontière,2023-04-24 02:00,Dakar,,AGT005
EVT0005044,LIV009773,Arrivée entrepôt transit,2023-04-24 12:00,Bamako,,AGT006
EVT0005045,LIV012018,Prise en charge,2022-05-19 09:00,Frontière,,AGT012
EVT0005046,LIV012018,Départ entrepôt,2022-05-20 11:00,Douala,,AGT003
EVT0005047,LIV012018,Passage frontière,2022-05-21 17:00,Douala,,AGT025
EVT0005048,LIV002309,Prise en charge,2022-10-04 07:00,Bamako,,AGT014
EVT0005049,LIV002309,Départ entrepôt,2022-10-05 12:00,Ouagadougou,,AGT005
EVT0005050,LIV007517,Prise en charge,2022-05-24 17:00,Accra,,AGT006
EVT0005051,LIV007517,Départ entrepôt,2022-05-25 04:00,Frontière,,AGT009
EVT0005052,LIV006352,Prise en charge,2023-10-02 05:00,Abidjan,,AGT021
EVT0005053,LIV006352,Départ entrepôt,2023-10-02 23:00,Accra,,AGT002
EVT0005054,LIV006352,Passage frontière,2023-10-03 05:00,Dakar,,AGT025
EVT0005055,LIV001656,Prise en charge,2023-12-11 13:00,Frontière,,AGT005
EVT0005056,LIV001656,Départ entrepôt,2023-12-13 01:00,Douala,,AGT011
EVT0005057,LIV001656,Passage frontière,2023-12-14 05:00,Frontière,,AGT021
EVT0005058,LIV005847,Prise en charge,2023-02-23 05:00,Bamako,,AGT025
EVT0005059,LIV005847,Départ entrepôt,2023-02-24 03:00,Accra,,AGT001
EVT0005060,LIV005847,Passage frontière,2023-02-25 09:00,Bamako,,AGT003
EVT0005061,LIV005847,Arrivée entrepôt transit,2023-02-25 15:00,Dakar,,AGT019
EVT0005062,LIV005847,Départ entrepôt transit,2023-02-25 21:00,Dakar,,AGT008
EVT0005063,LIV013398,Prise en charge,2023-02-25 04:00,Douala,,AGT023
EVT0005064,LIV013398,Départ entrepôt,2023-02-25 13:00,Bamako,,AGT012
EVT0005065,LIV013398,Passage frontière,2023-02-27 01:00,Frontière,,AGT006
EVT0005066,LIV013398,Arrivée entrepôt transit,2023-02-28 06:00,Dakar,,AGT005
EVT0005067,LIV013398,Départ entrepôt transit,2023-02-28 10:00,Ouagadougou,,AGT024
EVT0005068,LIV008695,Prise en charge,2022-12-07 21:00,Bamako,,AGT012
EVT0005069,LIV008695,Départ entrepôt,2022-12-09 09:00,Accra,,AGT006
EVT0005070,LIV008695,Passage frontière,2022-12-10 01:00,Frontière,,AGT020
EVT0005071,LIV008695,Arrivée entrepôt transit,2022-12-10 21:00,Douala,,AGT007
EVT0005072,LIV008571,Prise en charge,2022-06-15 05:00,Abidjan,,AGT021
EVT0005073,LIV008571,Départ entrepôt,2022-06-16 03:00,Accra,,AGT001
EVT0005074,LIV008571,Passage frontière,2022-06-17 11:00,Bamako,,AGT021
EVT0005075,LIV008571,Arrivée entrepôt transit,2022-06-18 23:00,Frontière,,AGT013
EVT0005076,LIV005334,Prise en charge,2023-05-01 06:00,Accra,,AGT004
EVT0005077,LIV005334,Départ entrepôt,2023-05-01 23:00,Dakar,,AGT025
EVT0005078,LIV005334,Passage frontière,2023-05-02 22:00,Frontière,,AGT023
EVT0005079,LIV006959,Prise en charge,2022-05-15 23:00,Douala,,AGT015
EVT0005080,LIV006959,Départ entrepôt,2022-05-16 06:00,Ouagadougou,,AGT021
EVT0005081,LIV006959,Passage frontière,2022-05-17 00:00,Bamako,,AGT009
EVT0005082,LIV013911,Prise en charge,2022-10-14 12:00,Abidjan,,AGT010
EVT0005083,LIV013911,Départ entrepôt,2022-10-14 16:00,Dakar,,AGT006
EVT0005084,LIV013911,Passage frontière,2022-10-15 17:00,Dakar,,AGT016
EVT0005085,LIV014019,Prise en charge,2023-11-16 00:00,Accra,,AGT013
EVT0005086,LIV014019,Départ entrepôt,2023-11-16 14:00,Accra,,AGT016
EVT0005087,LIV014019,Passage frontière,2023-11-17 12:00,Frontière,,AGT022
EVT0005088,LIV014019,Arrivée entrepôt transit,2023-11-18 07:00,Abidjan,,AGT020
EVT0005089,LIV014019,Départ entrepôt transit,2023-11-18 17:00,Abidjan,,AGT001
EVT0005090,LIV002955,Prise en charge,2023-02-02 04:00,Douala,,AGT001
EVT0005091,LIV002955,Départ entrepôt,2023-02-03 03:00,Accra,,AGT013
EVT0005092,LIV007976,Prise en charge,2023-09-30 10:00,Abidjan,,AGT012
EVT0005093,LIV007976,Départ entrepôt,2023-10-01 03:00,Ouagadougou,,AGT007
EVT0005094,LIV007976,Passage frontière,2023-10-02 10:00,Ouagadougou,,AGT012
EVT0005095,LIV014588,Prise en charge,2023-08-29 05:00,Douala,,AGT025
EVT0005096,LIV014588,Départ entrepôt,2023-08-29 11:00,Abidjan,,AGT010
EVT0005097,LIV011692,Prise en charge,2022-11-07 17:00,Abidjan,,AGT021
EVT0005098,LIV011692,Départ entrepôt,2022-11-07 22:00,Accra,,AGT006
EVT0005099,LIV011692,Passage frontière,2022-11-08 02:00,Abidjan,,AGT003
EVT0005100,LIV012375,Prise en charge,2023-06-22 09:00,Frontière,,AGT019
EVT0005101,LIV012375,Départ entrepôt,2023-06-23 06:00,Douala,,AGT001
EVT0005102,LIV012375,Passage frontière,2023-06-24 16:00,Abidjan,,AGT024
EVT0005103,LIV004097,Prise en charge,2023-06-11 05:00,Ouagadougou,,AGT013
EVT0005104,LIV004097,Départ entrepôt,2023-06-11 10:00,Abidjan,,AGT016
EVT0005105,LIV004097,Passage frontière,2023-06-12 17:00,Frontière,,AGT015
EVT0005106,LIV002127,Prise en charge,2023-10-04 15:00,Abidjan,,AGT019
EVT0005107,LIV002127,Départ entrepôt,2023-10-04 21:00,Ouagadougou,,AGT003
EVT0005108,LIV002127,Passage frontière,2023-10-05 18:00,Ouagadougou,,AGT010
EVT0005109,LIV002127,Arrivée entrepôt transit,2023-10-07 04:00,Dakar,,AGT009
EVT0005110,LIV002127,Départ entrepôt transit,2023-10-07 09:00,Ouagadougou,,AGT009
EVT0005111,LIV009051,Prise en charge,2022-03-11 19:00,Ouagadougou,,AGT015
EVT0005112,LIV009051,Départ entrepôt,2022-03-11 23:00,Ouagadougou,,AGT002
EVT0005113,LIV009051,Passage frontière,2022-03-13 06:00,Bamako,,AGT023
EVT0005114,LIV013751,Prise en charge,2023-12-10 07:00,Douala,,AGT012
EVT0005115,LIV013751,Départ entrepôt,2023-12-10 16:00,Bamako,,AGT012
EVT0005116,LIV013751,Passage frontière,2023-12-12 01:00,Frontière,,AGT016
EVT0005117,LIV013751,Arrivée entrepôt transit,2023-12-12 15:00,Douala,,AGT022
EVT0005118,LIV013751,Départ entrepôt transit,2023-12-13 18:00,Ouagadougou,,AGT018
EVT0005119,LIV008671,Prise en charge,2023-08-30 00:00,Ouagadougou,,AGT021
EVT0005120,LIV008671,Départ entrepôt,2023-08-31 02:00,Accra,,AGT006
EVT0005121,LIV008671,Passage frontière,2023-09-01 07:00,Douala,,AGT015
EVT0005122,LIV010592,Prise en charge,2023-03-15 22:00,Dakar,,AGT022
EVT0005123,LIV010592,Départ entrepôt,2023-03-17 09:00,Ouagadougou,,AGT018
EVT0005124,LIV010592,Passage frontière,2023-03-18 15:00,Douala,,AGT014
EVT0005125,LIV010592,Arrivée entrepôt transit,2023-03-19 00:00,Bamako,,AGT009
EVT0005126,LIV005555,Prise en charge,2022-12-14 02:00,Ouagadougou,,AGT015
EVT0005127,LIV005555,Départ entrepôt,2022-12-15 10:00,Frontière,,AGT018
EVT0005128,LIV005555,Passage frontière,2022-12-16 00:00,Abidjan,,AGT011
EVT0005129,LIV003843,Prise en charge,2022-06-01 14:00,Frontière,,AGT019
EVT0005130,LIV003843,Départ entrepôt,2022-06-02 02:00,Frontière,,AGT007
EVT0005131,LIV003843,Passage frontière,2022-06-03 07:00,Abidjan,,AGT014
EVT0005132,LIV008179,Prise en charge,2023-07-08 06:00,Bamako,,AGT004
EVT0005133,LIV008179,Départ entrepôt,2023-07-08 10:00,Douala,,AGT018
EVT0005134,LIV009791,Prise en charge,2023-07-21 01:00,Accra,,AGT004
EVT0005135,LIV009791,Départ entrepôt,2023-07-22 01:00,Ouagadougou,,AGT012
EVT0005136,LIV009791,Passage frontière,2023-07-23 06:00,Bamako,,AGT022
EVT0005137,LIV007631,Prise en charge,2022-10-03 18:00,Bamako,,AGT012
EVT0005138,LIV007631,Départ entrepôt,2022-10-05 00:00,Ouagadougou,,AGT025
EVT0005139,LIV007631,Passage frontière,2022-10-05 10:00,Dakar,,AGT021
EVT0005140,LIV007631,Arrivée entrepôt transit,2022-10-06 19:00,Dakar,,AGT023
EVT0005141,LIV007631,Départ entrepôt transit,2022-10-07 11:00,Ouagadougou,,AGT001
EVT0005142,LIV004515,Prise en charge,2022-10-07 11:00,Dakar,,AGT003
EVT0005143,LIV004515,Départ entrepôt,2022-10-08 10:00,Dakar,,AGT025
EVT0005144,LIV009549,Prise en charge,2022-12-11 23:00,Frontière,,AGT007
EVT0005145,LIV009549,Départ entrepôt,2022-12-12 09:00,Frontière,,AGT007
EVT0005146,LIV009549,Passage frontière,2022-12-12 14:00,Abidjan,,AGT001
EVT0005147,LIV009549,Arrivée entrepôt transit,2022-12-13 12:00,Abidjan,,AGT007
EVT0005148,LIV009549,Départ entrepôt transit,2022-12-14 03:00,Frontière,,AGT025
EVT0005149,LIV000004,Prise en charge,2023-12-21 08:00,Douala,,AGT015
EVT0005150,LIV000004,Départ entrepôt,2023-12-21 19:00,Accra,,AGT012
EVT0005151,LIV014183,Prise en charge,2023-04-13 23:00,Douala,,AGT013
EVT0005152,LIV014183,Départ entrepôt,2023-04-15 02:00,Dakar,,AGT010
EVT0005153,LIV014183,Passage frontière,2023-04-16 09:00,Bamako,,AGT019
EVT0005154,LIV014183,Arrivée entrepôt transit,2023-04-17 19:00,Ouagadougou,,AGT020
EVT0005155,LIV014183,Départ entrepôt transit,2023-04-18 01:00,Ouagadougou,,AGT016
EVT0005156,LIV007483,Prise en charge,2022-08-27 02:00,Abidjan,,AGT009
EVT0005157,LIV007483,Départ entrepôt,2022-08-28 12:00,Frontière,,AGT013
EVT0005158,LIV009782,Prise en charge,2023-06-08 07:00,Ouagadougou,,AGT019
EVT0005159,LIV009782,Départ entrepôt,2023-06-09 09:00,Ouagadougou,,AGT016
EVT0005160,LIV006028,Prise en charge,2022-06-14 11:00,Frontière,,AGT003
EVT0005161,LIV006028,Départ entrepôt,2022-06-15 21:00,Douala,,AGT018
EVT0005162,LIV002184,Prise en charge,2023-01-04 09:00,Dakar,,AGT024
EVT0005163,LIV002184,Départ entrepôt,2023-01-04 19:00,Accra,,AGT013
EVT0005164,LIV014869,Prise en charge,2023-09-17 10:00,Abidjan,,AGT011
EVT0005165,LIV014869,Départ entrepôt,2023-09-18 09:00,Bamako,,AGT025
EVT0005166,LIV014869,Passage frontière,2023-09-19 17:00,Dakar,,AGT020
EVT0005167,LIV014869,Arrivée entrepôt transit,2023-09-20 23:00,Abidjan,,AGT001
EVT0005168,LIV014523,Prise en charge,2023-04-07 05:00,Bamako,,AGT015
EVT0005169,LIV014523,Départ entrepôt,2023-04-07 13:00,Bamako,,AGT006
EVT0005170,LIV014523,Passage frontière,2023-04-08 22:00,Douala,,AGT023
EVT0005171,LIV011270,Prise en charge,2022-12-31 07:00,Douala,,AGT019
EVT0005172,LIV011270,Départ entrepôt,2022-12-31 18:00,Ouagadougou,,AGT017
EVT0005173,LIV011270,Passage frontière,2023-01-02 05:00,Dakar,,AGT015
EVT0005174,LIV011270,Arrivée entrepôt transit,2023-01-03 03:00,Frontière,,AGT006
EVT0005175,LIV011270,Départ entrepôt transit,2023-01-03 09:00,Douala,,AGT020
EVT0005176,LIV002035,Prise en charge,2022-12-02 07:00,Abidjan,,AGT022
EVT0005177,LIV002035,Départ entrepôt,2022-12-02 20:00,Frontière,,AGT003
EVT0005178,LIV002035,Passage frontière,2022-12-03 12:00,Accra,,AGT016
EVT0005179,LIV002035,Arrivée entrepôt transit,2022-12-04 07:00,Abidjan,,AGT013
EVT0005180,LIV008279,Prise en charge,2023-09-06 04:00,Abidjan,,AGT010
EVT0005181,LIV008279,Départ entrepôt,2023-09-06 19:00,Dakar,,AGT011
EVT0005182,LIV008279,Passage frontière,2023-09-08 06:00,Dakar,,AGT023
EVT0005183,LIV006344,Prise en charge,2023-09-29 11:00,Abidjan,,AGT006
EVT0005184,LIV006344,Départ entrepôt,2023-09-29 23:00,Dakar,,AGT024
EVT0005185,LIV006344,Passage frontière,2023-09-30 04:00,Accra,,AGT016
EVT0005186,LIV006344,Arrivée entrepôt transit,2023-10-01 07:00,Frontière,,AGT023
EVT0005187,LIV006344,Départ entrepôt transit,2023-10-02 14:00,Abidjan,,AGT023
EVT0005188,LIV009587,Prise en charge,2022-03-07 10:00,Accra,,AGT016
