alerte_id,livraison_id,client_id,transporteur_id,type_alerte,date_alerte,delai_retard_jours,penalite_estimee_fcfa,niveau_urgence,traitee
ALT00797,LIV014955,CLI017,TRP06,Retard critique,2022-10-04 01:00,6.9,0,Élevé,0
ALT00798,LIV009610,CLI018,TRP06,Retard critique,2022-01-29 02:00,12.9,96,Élevé,1
ALT00799,LIV003633,CLI024,TRP05,Escalade client,2022-02-13 04:00,6.8,42,Critique,0
ALT00800,LIV003576,CLI009,TRP13,SLA Breach,2022-07-13 05:00,15.2,0,Élevé,1
ALT00801,LIV009140,CLI001,TRP12,Escalade client,2023-05-11 12:00,5.3,89,Élevé,0
ALT00802,LIV011643,CLI028,TRP03,Retard critique,2022-07-27 03:00,2.0,0,Moyen,1
ALT00803,LIV005971,CLI012,TRP01,Escalade client,2022-03-10 01:00,3.1,0,Élevé,0
ALT00804,LIV002965,CLI019,TRP04,SLA Breach,2023-10-05 08:00,8.9,0,Critique,1
ALT00805,LIV013395,CLI012,TRP03,Retard critique,2023-08-04 06:00,0.6,0,Moyen,1
ALT00806,LIV002748,CLI015,TRP11,SLA Breach,2022-08-11 03:00,6.4,0,Critique,1
ALT00807,LIV002990,CLI006,TRP05,Retard critique,2022-01-30 02:00,6.4,0,Élevé,0
ALT00808,LIV004100,CLI006,TRP10,SLA Breach,2022-09-16 05:00,4.4,0,Élevé,1
ALT00809,LIV005451,CLI001,TRP12,SLA Breach,2023-06-18 12:00,11.8,6,Élevé,1
ALT00810,LIV001541,CLI024,TRP05,Escalade client,2023-08-20 11:00,0.8,0,Moyen,1
ALT00811,LIV009172,CLI009,TRP06,Escalade client,2023-08-19 12:00,0.3,0,Moyen,1
ALT00812,LIV012557,CLI010,TRP04,SLA Breach,2022-05-28 11:00,0.8,73,Moyen,1
ALT00813,LIV012658,CLI026,TRP05,SLA Breach,2023-01-02 07:00,0.3,0,Moyen,0
ALT00814,LIV012456,CLI024,TRP03,Escalade client,2024-01-03 07:00,4.6,102,Élevé,1
ALT00815,LIV011386,CLI027,TRP11,Escalade client,2023-07-12 04:00,7.2,0,Critique,1
ALT00816,LIV010464,CLI017,TRP05,Retard critique,2023-02-28 07:00,0.9,0,Moyen,0
ALT00817,LIV013290,CLI003,TRP07,Retard critique,2023-03-01 11:00,0.1,34,Moyen,0
ALT00818,LIV001245,CLI004,TRP11,Retard critique,2023-08-26 03:00,5.4,2,Élevé,0
ALT00819,LIV003822,CLI001,TRP05,Retard critique,2023-09-14 11:00,4.5,60,Élevé,0
ALT00820,LIV009440,CLI015,TRP12,Escalade client,2023-05-21 06:00,12.5,0,Élevé,0
ALT00821,LIV003903,CLI006,TRP10,SLA Breach,2022-03-02 04:00,7.6,0,Critique,1
ALT00822,LIV007456,CLI002,TRP12,SLA Breach,2022-05-14 03:00,3.2,0,Élevé,1
ALT00823,LIV013214,CLI002,TRP10,SLA Breach,2022-01-22 12:00,6.0,0,Élevé,0
ALT00824,LIV011411,CLI018,TRP05,Escalade client,2023-01-03 08:00,0.1,17,Moyen,0
ALT00825,LIV013952,CLI006,TRP01,Retard critique,2022-11-15 09:00,1.4,0,Moyen,1
ALT00826,LIV013204,CLI016,TRP10,Escalade client,2023-09-18 07:00,0.6,0,Moyen,1
ALT00827,LIV008791,CLI006,TRP04,SLA Breach,2023-07-16 02:00,4.4,0,Élevé,0
ALT00828,LIV000302,CLI012,TRP07,Retard critique,2022-04-25 08:00,6.5,0,Élevé,0
ALT00829,LIV013449,CLI002,TRP04,Escalade client,2022-10-13 01:00,21.4,0,Élevé,1
ALT00830,LIV006606,CLI009,TRP12,Escalade client,2022-03-14 02:00,8.6,0,Élevé,0
ALT00831,LIV011893,CLI001,TRP04,Retard critique,2022-03-04 10:00,15.2,593,Élevé,0
ALT00832,LIV007865,CLI008,TRP02,SLA Breach,2022-06-06 10:00,8.5,127,Élevé,1
ALT00833,LIV008037,CLI029,TRP05,SLA Breach,2022-09-02 01:00,5.2,163,Élevé,1
ALT00834,LIV006000,CLI018,TRP05,Escalade client,2023-07-20 02:00,16.5,327,Critique,1
ALT00835,LIV009123,CLI009,TRP05,Escalade client,2022-02-26 01:00,1.1,0,Moyen,1
ALT00836,LIV014254,CLI013,TRP12,SLA Breach,2022-01-16 05:00,11.1,306,Critique,1
ALT00837,LIV009922,CLI018,TRP09,Escalade client,2023-08-11 10:00,1.0,4,Moyen,1
ALT00838,LIV009495,CLI002,TRP09,Retard critique,2023-02-20 09:00,8.2,0,Critique,0
ALT00839,LIV007094,CLI009,TRP07,Retard critique,2024-01-03 01:00,5.2,0,Élevé,1
ALT00840,LIV007213,CLI001,TRP12,Retard critique,2023-05-28 08:00,17.9,307,Élevé,1
ALT00841,LIV014555,CLI029,TRP12,Retard critique,2023-01-06 11:00,21.6,101,Critique,1
ALT00842,LIV011665,CLI001,TRP14,SLA Breach,2022-03-06 01:00,4.5,25,Élevé,1
ALT00843,LIV005391,CLI017,TRP01,Retard critique,2023-08-31 10:00,18.9,0,Critique,1
ALT00844,LIV006748,CLI012,TRP04,Escalade client,2022-08-10 07:00,1.5,0,Moyen,1
ALT00845,LIV004108,CLI001,TRP04,Escalade client,2023-10-22 05:00,3.2,57,Élevé,1
ALT00846,LIV003080,CLI001,TRP13,Escalade client,2023-10-07 03:00,5.9,59,Élevé,0
ALT00847,LIV012409,CLI025,TRP03,SLA Breach,2022-12-13 04:00,4.7,0,Élevé,1
ALT00848,LIV006594,CLI013,TRP03,SLA Breach,2023-09-17 10:00,3.7,12,Élevé,0
ALT00849,LIV002641,CLI030,TRP09,Retard critique,2023-10-19 02:00,4.0,0,Élevé,1
ALT00850,LIV001018,CLI013,TRP06,SLA Breach,2022-05-20 09:00,1.3,1,Moyen,0
ALT00851,LIV001765,CLI018,TRP01,Retard critique,2023-07-24 03:00,1.9,170,Moyen,1
ALT00852,LIV008796,CLI026,TRP01,SLA Breach,2022-07-22 10:00,0.1,0,Moyen,1
ALT00853,LIV006515,CLI019,TRP01,SLA Breach,2023-06-26 08:00,5.9,0,Élevé,1
ALT00854,LIV001405,CLI002,TRP03,SLA Breach,2022-06-26 04:00,9.4,0,Critique,1
ALT00855,LIV001170,CLI012,TRP13,SLA Breach,2022-02-08 02:00,8.1,0,Critique,1
ALT00856,LIV006500,CLI030,TRP06,Escalade client,2022-02-04 07:00,3.6,0,Élevé,1
ALT00857,LIV003818,CLI001,TRP11,Retard critique,2022-06-26 11:00,17.6,113,Critique,1
ALT00858,LIV000475,CLI029,TRP11,Retard critique,2023-05-18 10:00,4.8,34,Élevé,1
ALT00859,LIV012800,CLI011,TRP13,Escalade client,2023-11-06 08:00,6.5,0,Critique,1
ALT00860,LIV000393,CLI002,TRP12,Escalade client,2023-06-30 09:00,8.0,0,Critique,1
ALT00861,LIV002802,CLI017,TRP05,Retard critique,2023-03-13 08:00,0.1,0,Moyen,1
ALT00862,LIV014975,CLI004,TRP13,Retard critique,2022-05-27 02:00,0.9,0,Moyen,0
ALT00863,LIV002513,CLI006,TRP10,Retard critique,2022-09-10 03:00,4.0,0,Élevé,1
ALT00864,LIV003740,CLI008,TRP10,SLA Breach,2023-12-17 07:00,2.0,7,Moyen,1
ALT00865,LIV013126,CLI030,TRP01,Escalade client,2022-04-07 03:00,0.9,0,Moyen,1
ALT00866,LIV004877,CLI018,TRP07,Retard critique,2023-02-03 04:00,7.4,104,Critique,1
ALT00867,LIV001522,CLI021,TRP02,SLA Breach,2023-05-01 12:00,1.5,2,Moyen,1
ALT00868,LIV004313,CLI007,TRP05,Escalade client,2022-08-14 12:00,3.6,0,Élevé,1
ALT00869,LIV007599,CLI013,TRP04,Retard critique,2023-07-05 02:00,1.9,54,Moyen,1
ALT00870,LIV004889,CLI006,TRP04,Escalade client,2023-05-29 09:00,9.1,0,Élevé,1
ALT00871,LIV000254,CLI030,TRP12,Escalade client,2022-11-22 11:00,9.4,0,Élevé,1
ALT00872,LIV004504,CLI018,TRP13,Retard critique,2023-02-04 08:00,13.6,155,Élevé,0
ALT00873,LIV014618,CLI030,TRP06,SLA Breach,2023-05-23 06:00,12.8,0,Élevé,1
ALT00874,LIV001220,CLI024,TRP07,Retard critique,2023-04-01 04:00,1.3,85,Moyen,0
ALT00875,LIV009135,CLI027,TRP12,Retard critique,2023-01-04 11:00,13.3,0,Élevé,1
ALT00876,LIV004789,CLI025,TRP02,SLA Breach,2023-08-09 08:00,1.0,0,Moyen,1
ALT00877,LIV008278,CLI001,TRP06,Retard critique,2023-03-01 03:00,16.3,227,Élevé,1
ALT00878,LIV007097,CLI027,TRP12,Escalade client,2023-01-22 12:00,17.4,0,Élevé,0
ALT00879,LIV013224,CLI029,TRP04,Retard critique,2024-01-07 11:00,6.9,27,Critique,1
ALT00880,LIV001840,CLI001,TRP02,Escalade client,2022-03-22 08:00,14.0,192,Élevé,0
ALT00881,LIV006102,CLI001,TRP10,Escalade client,2022-01-14 08:00,10.2,238,Élevé,1
ALT00882,LIV010022,CLI027,TRP12,SLA Breach,2023-11-03 07:00,1.5,0,Moyen,1
ALT00883,LIV009352,CLI021,TRP02,SLA Breach,2023-06-02 11:00,3.9,127,Élevé,1
ALT00884,LIV004636,CLI008,TRP07,Escalade client,2022-05-26 03:00,1.0,31,Moyen,0
ALT00885,LIV001160,CLI001,TRP02,Retard critique,2022-04-19 05:00,10.3,167,Critique,1
ALT00886,LIV011784,CLI001,TRP07,Escalade client,2022-07-25 04:00,1.6,65,Moyen,1
ALT00887,LIV008970,CLI017,TRP09,SLA Breach,2023-03-23 06:00,3.3,0,Élevé,1
ALT00888,LIV012942,CLI001,TRP02,Retard critique,2023-12-10 08:00,6.6,136,Élevé,1
ALT00889,LIV003009,CLI008,TRP09,SLA Breach,2023-12-21 03:00,9.6,74,Élevé,0
ALT00890,LIV002412,CLI015,TRP06,Escalade client,2023-12-27 06:00,2.1,0,Moyen,1
ALT00891,LIV000306,CLI018,TRP09,SLA Breach,2023-09-03 02:00,7.0,16,Élevé,1
ALT00892,LIV001161,CLI012,TRP04,Escalade client,2022-01-28 06:00,3.9,0,Élevé,1
ALT00893,LIV014377,CLI007,TRP08,SLA Breach,2023-12-18 10:00,0.1,0,Moyen,0
ALT00894,LIV006955,CLI023,TRP03,SLA Breach,2023-02-13 02:00,3.7,0,Élevé,1
ALT00895,LIV011825,CLI008,TRP03,Escalade client,2023-01-23 11:00,2.6,49,Moyen,1
ALT00896,LIV005486,CLI012,TRP14,SLA Breach,2022-02-15 06:00,9.2,0,Critique,1
ALT00897,LIV006164,CLI018,TRP08,Escalade client,2022-06-22 12:00,4.1,34,Élevé,0
ALT00898,LIV009591,CLI024,TRP01,SLA Breach,2022-11-08 11:00,0.7,1,Moyen,1
ALT00899,LIV009715,CLI012,TRP14,Escalade client,2023-06-11 08:00,6.5,0,Élevé,0
ALT00900,LIV012121,CLI006,TRP11,SLA Breach,2022-08-28 09:00,3.9,0,Élevé,0
ALT00901,LIV012755,CLI025,TRP02,SLA Breach,2022-10-21 12:00,7.0,0,Élevé,1
ALT00902,LIV000706,CLI006,TRP06,SLA Breach,2022-06-05 09:00,8.2,0,Critique,1
ALT00903,LIV002334,CLI015,TRP09,Retard critique,2022-07-01 01:00,10.7,0,Élevé,0
ALT00904,LIV004234,CLI029,TRP05,Escalade client,2022-06-14 09:00,12.2,160,Élevé,1
ALT00905,LIV000860,CLI018,TRP11,SLA Breach,2023-02-09 01:00,9.5,74,Élevé,1
ALT00906,LIV013187,CLI017,TRP11,Escalade client,2023-06-28 11:00,8.9,0,Élevé,1
ALT00907,LIV008053,CLI012,TRP05,SLA Breach,2023-02-28 12:00,17.9,0,Élevé,0
ALT00908,LIV010596,CLI001,TRP13,SLA Breach,2023-07-02 01:00,0.2,9,Moyen,1
ALT00909,LIV001572,CLI030,TRP10,SLA Breach,2023-06-10 10:00,3.1,0,Élevé,1
ALT00910,LIV012578,CLI025,TRP01,SLA Breach,2022-07-31 04:00,2.9,0,Moyen,1
ALT00911,LIV003323,CLI016,TRP11,Escalade client,2023-10-21 07:00,4.0,0,Élevé,0
ALT00912,LIV007472,CLI021,TRP05,SLA Breach,2022-12-31 07:00,26.8,220,Critique,1
ALT00913,LIV004330,CLI016,TRP04,SLA Breach,2022-09-06 08:00,5.5,0,Critique,1
ALT00914,LIV009365,CLI001,TRP05,Escalade client,2022-12-24 09:00,7.3,153,Élevé,1
ALT00915,LIV006793,CLI024,TRP13,Retard critique,2022-09-18 10:00,6.8,25,Élevé,1
ALT00916,LIV001191,CLI019,TRP10,Retard critique,2022-10-21 05:00,2.1,0,Moyen,0
ALT00917,LIV005998,CLI001,TRP04,Retard critique,2023-12-07 10:00,1.3,3,Moyen,1
ALT00918,LIV006503,CLI029,TRP14,SLA Breach,2022-05-30 11:00,0.8,126,Moyen,1
ALT00919,LIV001850,CLI006,TRP05,SLA Breach,2022-05-27 03:00,3.0,0,Moyen,1
ALT00920,LIV001985,CLI001,TRP02,Escalade client,2023-08-18 04:00,0.1,27,Moyen,1
ALT00921,LIV000758,CLI001,TRP12,Escalade client,2023-07-22 11:00,6.0,9,Critique,0
ALT00922,LIV012334,CLI029,TRP01,Escalade client,2022-03-31 09:00,4.6,121,Élevé,0
ALT00923,LIV014829,CLI023,TRP13,SLA Breach,2022-02-22 05:00,0.3,0,Moyen,1
ALT00924,LIV013890,CLI002,TRP06,Retard critique,2022-01-21 01:00,6.7,0,Critique,1
ALT00925,LIV007824,CLI003,TRP06,Escalade client,2022-04-07 02:00,0.1,3,Moyen,0
ALT00926,LIV013492,CLI024,TRP05,Retard critique,2023-05-02 10:00,2.8,19,Moyen,1
ALT00927,LIV000661,CLI027,TRP12,Retard critique,2022-06-08 10:00,4.7,0,Élevé,1
ALT00928,LIV013345,CLI021,TRP10,Escalade client,2022-10-13 03:00,0.1,9,Moyen,1
ALT00929,LIV003028,CLI018,TRP02,Retard critique,2023-01-15 04:00,1.2,8,Moyen,0
ALT00930,LIV011722,CLI006,TRP12,SLA Breach,2023-09-29 05:00,2.1,0,Moyen,0
ALT00931,LIV011683,CLI019,TRP05,Escalade client,2023-09-01 10:00,0.4,0,Moyen,1
ALT00932,LIV007303,CLI017,TRP03,SLA Breach,2022-01-14 06:00,6.6,0,Critique,1
ALT00933,LIV013629,CLI015,TRP11,SLA Breach,2023-05-05 02:00,4.9,0,Élevé,1
ALT00934,LIV009070,CLI017,TRP04,Retard critique,2023-06-23 04:00,0.7,0,Moyen,1
ALT00935,LIV006627,CLI006,TRP05,SLA Breach,2022-05-20 02:00,17.3,0,Élevé,1
ALT00936,LIV010316,CLI018,TRP02,Retard critique,2023-02-18 08:00,3.7,101,Élevé,1
ALT00937,LIV014521,CLI028,TRP05,Retard critique,2023-10-26 02:00,8.1,0,Critique,1
ALT00938,LIV011507,CLI025,TRP06,SLA Breach,2023-12-25 01:00,1.7,0,Moyen,1
ALT00939,LIV003554,CLI007,TRP11,SLA Breach,2022-10-23 06:00,5.0,0,Élevé,1
ALT00940,LIV012730,CLI014,TRP13,Escalade client,2023-10-14 05:00,6.0,0,Critique,1
ALT00941,LIV013092,CLI027,TRP06,SLA Breach,2023-05-05 12:00,11.7,0,Élevé,1
ALT00942,LIV007381,CLI012,TRP13,Retard critique,2022-02-26 11:00,45.4,0,Élevé,1
ALT00943,LIV012243,CLI002,TRP01,Retard critique,2022-07-13 06:00,3.8,0,Élevé,1
ALT00944,LIV005492,CLI006,TRP04,Retard critique,2023-07-14 10:00,20.8,0,Critique,1
ALT00945,LIV001819,CLI001,TRP09,Escalade client,2023-05-13 09:00,3.2,46,Élevé,1
ALT00946,LIV011211,CLI024,TRP07,Retard critique,2023-10-10 03:00,9.9,327,Élevé,1
ALT00947,LIV004803,CLI017,TRP13,SLA Breach,2022-12-19 05:00,2.3,0,Moyen,0
ALT00948,LIV010459,CLI025,TRP02,Retard critique,2023-04-29 10:00,7.7,0,Critique,1
ALT00949,LIV004566,CLI025,TRP02,Escalade client,2023-05-05 10:00,7.9,0,Élevé,1
ALT00950,LIV001905,CLI012,TRP05,Retard critique,2022-03-06 06:00,2.5,0,Moyen,1
ALT00951,LIV010751,CLI011,TRP06,Escalade client,2023-01-12 06:00,3.4,0,Élevé,1
ALT00952,LIV014524,CLI008,TRP12,Retard critique,2022-09-08 04:00,2.1,42,Moyen,0
ALT00953,LIV012299,CLI024,TRP10,Escalade client,2022-10-13 10:00,9.5,24,Élevé,1
ALT00954,LIV012046,CLI024,TRP09,SLA Breach,2022-07-19 02:00,0.3,5,Moyen,0
ALT00955,LIV004542,CLI016,TRP10,SLA Breach,2023-10-04 03:00,3.7,0,Élevé,0
ALT00956,LIV003283,CLI004,TRP07,Escalade client,2022-10-03 03:00,21.2,501,Élevé,1
ALT00957,LIV005913,CLI030,TRP01,Retard critique,2022-10-14 03:00,6.3,0,Élevé,0
ALT00958,LIV007038,CLI001,TRP12,SLA Breach,2023-09-02 02:00,0.4,10,Moyen,0
ALT00959,LIV013950,CLI010,TRP09,SLA Breach,2022-08-03 08:00,3.5,11,Élevé,1
ALT00960,LIV009079,CLI008,TRP07,Escalade client,2023-12-16 10:00,9.9,8,Élevé,0
ALT00961,LIV014166,CLI027,TRP06,SLA Breach,2023-09-30 03:00,5.1,0,Critique,0
ALT00962,LIV002680,CLI005,TRP03,SLA Breach,2023-10-13 08:00,3.1,0,Élevé,1
ALT00963,LIV014056,CLI025,TRP09,Retard critique,2023-07-09 07:00,7.2,0,Élevé,0
ALT00964,LIV014588,CLI026,TRP10,Retard critique,2023-09-10 04:00,11.7,0,Élevé,0
ALT00965,LIV002565,CLI009,TRP04,SLA Breach,2022-09-08 06:00,3.9,0,Élevé,0
ALT00966,LIV007412,CLI008,TRP12,SLA Breach,2022-05-05 06:00,13.3,12,Élevé,1
ALT00967,LIV000199,CLI018,TRP04,Escalade client,2022-04-19 01:00,10.8,400,Élevé,0
ALT00968,LIV007210,CLI001,TRP05,Retard critique,2023-11-27 04:00,5.4,10,Élevé,0
ALT00969,LIV007324,CLI008,TRP06,SLA Breach,2023-03-20 03:00,9.7,15,Élevé,0
ALT00970,LIV013864,CLI001,TRP04,Escalade client,2022-02-15 07:00,9.9,136,Critique,1
ALT00971,LIV009160,CLI011,TRP13,Escalade client,2022-11-23 11:00,14.1,0,Critique,0
ALT00972,LIV007157,CLI025,TRP08,SLA Breach,2023-04-03 11:00,6.4,0,Critique,1
ALT00973,LIV008388,CLI030,TRP13,Retard critique,2023-11-14 05:00,5.3,0,Élevé,1
ALT00974,LIV006018,CLI024,TRP08,SLA Breach,2023-01-07 12:00,1.8,3,Moyen,1
ALT00975,LIV012208,CLI024,TRP13,SLA Breach,2022-10-26 05:00,4.8,96,Élevé,1
ALT00976,LIV013058,CLI029,TRP13,SLA Breach,2022-12-12 01:00,1.4,57,Moyen,1
ALT00977,LIV000608,CLI008,TRP05,Retard critique,2022-06-13 02:00,4.7,34,Élevé,1
ALT00978,LIV003003,CLI016,TRP05,Escalade client,2022-03-14 05:00,1.7,0,Moyen,1
ALT00979,LIV013303,CLI025,TRP12,Escalade client,2023-01-19 08:00,11.3,0,Critique,1
ALT00980,LIV014068,CLI028,TRP14,Retard critique,2023-07-19 08:00,21.9,0,Élevé,1
ALT00981,LIV010061,CLI013,TRP04,SLA Breach,2022-04-20 07:00,15.3,767,Critique,1
ALT00982,LIV002798,CLI001,TRP11,SLA Breach,2023-11-16 12:00,8.2,1,Élevé,1
ALT00983,LIV013243,CLI019,TRP06,SLA Breach,2023-05-25 04:00,0.1,0,Moyen,1
ALT00984,LIV011986,CLI024,TRP11,Retard critique,2022-05-09 03:00,3.4,13,Élevé,1
ALT00985,LIV005345,CLI025,TRP10,SLA Breach,2022-01-24 11:00,17.3,0,Élevé,1
ALT00986,LIV009673,CLI011,TRP07,SLA Breach,2022-05-04 12:00,0.7,0,Moyen,1
ALT00987,LIV010015,CLI024,TRP06,SLA Breach,2022-02-22 12:00,6.7,56,Élevé,1
ALT00988,LIV004611,CLI012,TRP05,SLA Breach,2023-07-16 07:00,3.2,0,Élevé,0
ALT00989,LIV002367,CLI013,TRP06,SLA Breach,2023-07-06 12:00,4.7,28,Élevé,1
ALT00990,LIV000037,CLI021,TRP02,Retard critique,2023-12-22 03:00,0.7,19,Moyen,1
ALT00991,LIV000132,CLI027,TRP05,Retard critique,2023-03-28 02:00,7.3,0,Élevé,1
ALT00992,LIV010404,CLI017,TRP05,Retard critique,2023-11-14 10:00,0.2,0,Moyen,1
ALT00993,LIV013013,CLI011,TRP05,Retard critique,2023-04-17 10:00,26.2,0,Élevé,0
ALT00994,LIV008983,CLI017,TRP06,SLA Breach,2022-06-29 08:00,1.2,0,Moyen,0
ALT00995,LIV001085,CLI024,TRP06,Retard critique,2023-11-18 05:00,3.5,9,Élevé,1
ALT00996,LIV004978,CLI025,TRP05,Escalade client,2023-04-10 12:00,0.2,0,Moyen,0
ALT00997,LIV000114,CLI001,TRP05,SLA Breach,2022-11-15 01:00,1.9,33,Moyen,1
ALT00998,LIV008956,CLI001,TRP03,Escalade client,2023-12-03 10:00,2.4,63,Moyen,0
ALT00999,LIV003215,CLI010,TRP13,Escalade client,2023-04-04 12:00,20.5,340,Élevé,0
ALT01000,LIV011024,CLI019,TRP07,SLA Breach,2023-09-11 08:00,0.6,0,Moyen,1
ALT01001,LIV007866,CLI016,TRP14,SLA Breach,2023-02-21 05:00,0.9,0,Moyen,0
ALT01002,LIV005591,CLI028,TRP14,Retard critique,2023-11-03 05:00,10.7,0,Élevé,1
ALT01003,LIV007205,CLI024,TRP10,SLA Breach,2023-01-22 11:00,0.9,9,Moyen,0
ALT01004,LIV003332,CLI017,TRP13,SLA Breach,2023-07-18 06:00,2.3,0,Moyen,1
ALT01005,LIV007347,CLI010,TRP03,SLA Breach,2023-09-05 04:00,5.7,48,Critique,1
ALT01006,LIV001876,CLI005,TRP01,SLA Breach,2023-01-24 11:00,6.0,0,Élevé,1
ALT01007,LIV005615,CLI009,TRP09,Retard critique,2022-04-28 09:00,15.6,0,Élevé,1
ALT01008,LIV006163,CLI008,TRP13,Escalade client,2023-07-16 07:00,4.0,1,Élevé,1
ALT01009,LIV013946,CLI001,TRP10,SLA Breach,2023-04-06 02:00,5.6,62,Élevé,0
ALT01010,LIV005535,CLI011,TRP10,SLA Breach,2023-07-06 02:00,4.1,0,Élevé,0
ALT01011,LIV004858,CLI027,TRP02,SLA Breach,2022-03-05 08:00,0.5,0,Moyen,1
ALT01012,LIV002215,CLI008,TRP02,Escalade client,2023-11-05 07:00,0.5,9,Moyen,1
ALT01013,LIV010324,CLI006,TRP10,Retard critique,2022-05-15 11:00,10.4,0,Élevé,1
ALT01014,LIV010054,CLI002,TRP05,SLA Breach,2022-09-01 11:00,10.4,0,Critique,1
ALT01015,LIV014698,CLI018,TRP06,Escalade client,2022-02-27 05:00,19.7,649,Critique,0
ALT01016,LIV008320,CLI003,TRP06,SLA Breach,2023-12-02 07:00,0.5,6,Moyen,1
ALT01017,LIV014276,CLI013,TRP12,Retard critique,2022-04-10 08:00,17.7,41,Critique,0
ALT01018,LIV005084,CLI015,TRP08,Retard critique,2023-09-04 12:00,7.7,0,Critique,1
ALT01019,LIV013735,CLI001,TRP08,Escalade client,2023-07-23 02:00,1.4,16,Moyen,1
ALT01020,LIV006182,CLI001,TRP11,Escalade client,2023-08-20 12:00,6.3,275,Élevé,1
ALT01021,LIV005780,CLI010,TRP06,SLA Breach,2022-02-26 06:00,3.1,28,Élevé,1
ALT01022,LIV006690,CLI004,TRP06,Retard critique,2022-06-06 02:00,2.9,21,Moyen,1
ALT01023,LIV014050,CLI013,TRP06,SLA Breach,2022-05-29 09:00,3.7,24,Élevé,0
ALT01024,LIV014727,CLI005,TRP06,SLA Breach,2022-05-10 05:00,8.9,0,Élevé,1
ALT01025,LIV012721,CLI018,TRP12,Escalade client,2023-10-05 03:00,18.7,470,Élevé,1
ALT01026,LIV011869,CLI011,TRP06,Retard critique,2023-11-17 09:00,2.2,0,Moyen,1
ALT01027,LIV002658,CLI028,TRP10,SLA Breach,2023-04-14 03:00,5.5,0,Critique,1
ALT01028,LIV002001,CLI009,TRP05,Retard critique,2022-05-27 04:00,5.7,0,Élevé,0
ALT01029,LIV014489,CLI027,TRP08,Escalade client,2023-05-06 03:00,6.9,0,Élevé,1
ALT01030,LIV000490,CLI003,TRP04,SLA Breach,2023-09-25 11:00,6.4,55,Élevé,1
ALT01031,LIV005018,CLI006,TRP03,Escalade client,2022-11-03 07:00,8.2,0,Élevé,0
ALT01032,LIV014876,CLI006,TRP03,Retard critique,2023-01-07 12:00,1.3,0,Moyen,1
ALT01033,LIV007729,CLI029,TRP11,Retard critique,2022-01-16 04:00,5.7,396,Élevé,1
ALT01034,LIV010499,CLI011,TRP06,Escalade client,2022-03-11 09:00,1.1,0,Moyen,1
ALT01035,LIV001898,CLI019,TRP04,Retard critique,2022-03-15 01:00,0.3,0,Moyen,1
ALT01036,LIV010733,CLI018,TRP01,Escalade client,2023-12-22 04:00,18.8,71,Critique,0
ALT01037,LIV001185,CLI029,TRP06,Escalade client,2022-12-16 05:00,8.2,51,Élevé,1
ALT01038,LIV006448,CLI017,TRP05,Escalade client,2022-09-11 06:00,18.7,0,Élevé,1
ALT01039,LIV001107,CLI001,TRP06,Escalade client,2022-05-09 04:00,11.2,40,Critique,1
ALT01040,LIV010367,CLI018,TRP09,SLA Breach,2023-05-11 03:00,4.8,9,Élevé,0
ALT01041,LIV011548,CLI024,TRP05,SLA Breach,2022-07-24 02:00,0.4,12,Moyen,1
ALT01042,LIV000093,CLI009,TRP13,Escalade client,2023-05-12 01:00,6.6,0,Élevé,1
ALT01043,LIV002049,CLI001,TRP06,Retard critique,2022-04-23 02:00,19.7,17,Critique,1
ALT01044,LIV014059,CLI008,TRP14,Escalade client,2023-09-06 01:00,17.2,75,Élevé,1
ALT01045,LIV014708,CLI025,TRP02,Retard critique,2023-06-11 02:00,0.6,0,Moyen,1
ALT01046,LIV000269,CLI014,TRP06,Retard critique,2022-12-02 09:00,5.1,0,Critique,1
ALT01047,LIV013892,CLI019,TRP09,Escalade client,2022-07-21 12:00,1.5,0,Moyen,1
ALT01048,LIV005748,CLI015,TRP12,Retard critique,2023-01-02 04:00,6.3,0,Critique,1
ALT01049,LIV012363,CLI017,TRP03,Retard critique,2022-01-23 03:00,0.1,0,Moyen,0
ALT01050,LIV006230,CLI030,TRP06,Retard critique,2023-03-18 11:00,9.2,0,Élevé,1
ALT01051,LIV008562,CLI018,TRP06,Retard critique,2022-09-26 09:00,11.7,140,Critique,1
ALT01052,LIV003904,CLI012,TRP06,Retard critique,2023-03-12 04:00,6.6,0,Élevé,1
ALT01053,LIV002248,CLI001,TRP05,Escalade client,2023-08-16 01:00,3.3,34,Élevé,1
ALT01054,LIV002350,CLI009,TRP11,Escalade client,2022-05-07 06:00,23.2,0,Critique,1
ALT01055,LIV004692,CLI014,TRP12,Retard critique,2023-05-30 07:00,0.9,0,Moyen,1
ALT01056,LIV000305,CLI024,TRP06,SLA Breach,2022-12-28 02:00,6.6,82,Critique,1
ALT01057,LIV010113,CLI010,TRP01,Retard critique,2023-07-29 03:00,2.7,4,Moyen,1
ALT01058,LIV003069,CLI018,TRP06,Escalade client,2022-07-19 06:00,3.5,27,Élevé,1
ALT01059,LIV014280,CLI007,TRP09,Retard critique,2023-04-27 06:00,8.0,0,Élevé,0
ALT01060,LIV006745,CLI008,TRP06,Retard critique,2023-05-26 05:00,8.3,52,Critique,1
ALT01061,LIV011378,CLI012,TRP14,Escalade client,2023-08-11 10:00,4.2,0,Élevé,1
ALT01062,LIV008639,CLI018,TRP12,Escalade client,2023-10-05 10:00,2.4,21,Moyen,1
ALT01063,LIV014669,CLI009,TRP11,Escalade client,2023-06-02 08:00,6.2,0,Critique,0
