salaire_id,employe_id,departement_id,periode,annee,mois,salaire_brut,prime,cotisations,impot_revenu,salaire_net,statut_paiement
SAL001136,EMP0034,DEP02,2023-11,2023,11,665000,0,43225,79800,541975,Paye
SAL001137,EMP0034,DEP02,2023-12,2023,12,665000,355892,43225,79800,897867,Paye
SAL001138,EMP0034,DEP02,2024-01,2024,1,691794,0,44967,83015,563812,Paye
SAL001139,EMP0034,DEP02,2024-02,2024,2,691794,0,44967,83015,563812,Paye
SAL001140,EMP0034,DEP02,2024-03,2024,3,691794,0,44967,83015,563812,Paye
SAL001141,EMP0034,DEP02,2024-04,2024,4,691794,0,44967,83015,563812,Paye
SAL001142,EMP0034,DEP02,2024-05,2024,5,691794,0,44967,83015,563812,Paye
SAL001143,EMP0034,DEP02,2024-06,2024,6,691794,118233,44967,83015,682045,Paye
SAL001144,EMP0035,DEP02,2021-06,2021,6,682000,99627,44330,81840,655457,Paye
SAL001145,EMP0035,DEP02,2021-07,2021,7,682000,0,44330,81840,555830,Paye
SAL001146,EMP0035,DEP02,2021-08,2021,8,682000,0,44330,81840,555830,Paye
SAL001147,EMP0035,DEP02,2021-09,2021,9,682000,0,44330,81840,555830,Paye
SAL001148,EMP0035,DEP02,2021-10,2021,10,682000,0,44330,81840,555830,Paye
SAL001149,EMP0035,DEP02,2021-11,2021,11,682000,0,44330,81840,555830,Paye
SAL001150,EMP0035,DEP02,2021-12,2021,12,682000,478673,44330,81840,1034503,Paye
SAL001151,EMP0035,DEP02,2022-01,2022,1,723527,0,47029,86823,589675,Paye
SAL001152,EMP0035,DEP02,2022-02,2022,2,723527,0,47029,86823,589675,Paye
SAL001153,EMP0035,DEP02,2022-03,2022,3,723527,0,47029,86823,589675,Paye
SAL001154,EMP0035,DEP02,2022-04,2022,4,723527,0,47029,86823,589675,Paye
SAL001155,EMP0035,DEP02,2022-05,2022,5,723527,0,47029,86823,589675,Paye
SAL001156,EMP0035,DEP02,2022-06,2022,6,723527,167390,47029,86823,757065,Paye
SAL001157,EMP0035,DEP02,2022-07,2022,7,723527,0,47029,86823,589675,Paye
SAL001158,EMP0035,DEP02,2022-08,2022,8,723527,0,47029,86823,589675,Paye
SAL001159,EMP0035,DEP02,2022-09,2022,9,723527,0,47029,86823,589675,Paye
SAL001160,EMP0035,DEP02,2022-10,2022,10,723527,0,47029,86823,589675,Paye
SAL001161,EMP0035,DEP02,2022-11,2022,11,723527,0,47029,86823,589675,Paye
SAL001162,EMP0035,DEP02,2022-12,2022,12,723527,834365,47029,86823,1424040,Paye
SAL001163,EMP0035,DEP02,2023-01,2023,1,760961,0,49462,91315,620184,Paye
SAL001164,EMP0035,DEP02,2023-02,2023,2,760961,0,49462,91315,620184,Paye
SAL001165,EMP0035,DEP02,2023-03,2023,3,760961,0,49462,91315,620184,Paye
SAL001166,EMP0035,DEP02,2023-04,2023,4,760961,0,49462,91315,620184,Paye
SAL001167,EMP0035,DEP02,2023-05,2023,5,760961,0,49462,91315,620184,Paye
SAL001168,EMP0035,DEP02,2023-06,2023,6,760961,100594,49462,91315,720778,Paye
SAL001169,EMP0035,DEP02,2023-07,2023,7,760961,0,49462,91315,620184,Paye
SAL001170,EMP0035,DEP02,2023-08,2023,8,760961,0,49462,91315,620184,Paye
SAL001171,EMP0035,DEP02,2023-09,2023,9,760961,0,49462,91315,620184,Paye
SAL001172,EMP0035,DEP02,2023-10,2023,10,760961,0,49462,91315,620184,Paye
SAL001173,EMP0035,DEP02,2023-11,2023,11,760961,0,49462,91315,620184,Paye
SAL001174,EMP0035,DEP02,2023-12,2023,12,760961,744179,49462,91315,1364363,Paye
SAL001175,EMP0035,DEP02,2024-01,2024,1,786332,0,51112,94360,640860,Paye
SAL001176,EMP0035,DEP02,2024-02,2024,2,786332,0,51112,94360,640860,Paye
SAL001177,EMP0035,DEP02,2024-03,2024,3,786332,0,51112,94360,640860,Paye
SAL001178,EMP0035,DEP02,2024-04,2024,4,786332,0,51112,94360,640860,Paye
SAL001179,EMP0035,DEP02,2024-05,2024,5,786332,0,51112,94360,640860,Paye
SAL001180,EMP0035,DEP02,2024-06,2024,6,786332,189271,51112,94360,830131,Paye
SAL001181,EMP0036,DEP02,2023-08,2023,8,670000,0,43550,80400,546050,Paye
SAL001182,EMP0036,DEP02,2023-09,2023,9,670000,0,43550,80400,546050,Paye
SAL001183,EMP0036,DEP02,2023-10,2023,10,670000,0,43550,80400,546050,Paye
SAL001184,EMP0036,DEP02,2023-11,2023,11,670000,0,43550,80400,546050,Paye
SAL001185,EMP0036,DEP02,2023-12,2023,12,670000,858777,43550,80400,1404827,Paye
SAL001186,EMP0036,DEP02,2024-01,2024,1,711471,0,46246,85377,579848,Paye
SAL001187,EMP0036,DEP02,2024-02,2024,2,711471,0,46246,85377,579848,Paye
SAL001188,EMP0036,DEP02,2024-03,2024,3,711471,0,46246,85377,579848,Paye
SAL001189,EMP0037,DEP02,2021-01,2021,1,844122,0,54868,101295,687959,Paye
SAL001190,EMP0037,DEP02,2021-02,2021,2,844122,0,54868,101295,687959,Paye
SAL001191,EMP0037,DEP02,2021-03,2021,3,844122,0,54868,101295,687959,Paye
SAL001192,EMP0037,DEP02,2021-04,2021,4,844122,0,54868,101295,687959,Paye
SAL001193,EMP0037,DEP02,2021-05,2021,5,844122,0,54868,101295,687959,Paye
SAL001194,EMP0037,DEP02,2021-06,2021,6,844122,212490,54868,101295,900449,Paye
SAL001195,EMP0037,DEP02,2021-07,2021,7,844122,0,54868,101295,687959,Paye
SAL001196,EMP0037,DEP02,2021-08,2021,8,844122,0,54868,101295,687959,Paye
SAL001197,EMP0037,DEP02,2021-09,2021,9,844122,0,54868,101295,687959,Paye
SAL001198,EMP0037,DEP02,2021-10,2021,10,844122,0,54868,101295,687959,Paye
SAL001199,EMP0037,DEP02,2021-11,2021,11,844122,0,54868,101295,687959,Paye
SAL001200,EMP0037,DEP02,2021-12,2021,12,844122,951178,54868,101295,1639137,Paye
SAL001201,EMP0037,DEP02,2022-01,2022,1,907207,0,58968,108865,739374,Paye
SAL001202,EMP0037,DEP02,2022-02,2022,2,907207,0,58968,108865,739374,Paye
SAL001203,EMP0037,DEP02,2022-03,2022,3,907207,0,58968,108865,739374,Paye
SAL001204,EMP0037,DEP02,2022-04,2022,4,907207,0,58968,108865,739374,Paye
SAL001205,EMP0037,DEP02,2022-05,2022,5,907207,0,58968,108865,739374,Paye
SAL001206,EMP0037,DEP02,2022-06,2022,6,907207,170010,58968,108865,909384,Paye
SAL001207,EMP0037,DEP02,2022-07,2022,7,907207,0,58968,108865,739374,Paye
SAL001208,EMP0037,DEP02,2022-08,2022,8,907207,0,58968,108865,739374,Paye
SAL001209,EMP0037,DEP02,2022-09,2022,9,907207,0,58968,108865,739374,Paye
SAL001210,EMP0037,DEP02,2022-10,2022,10,907207,0,58968,108865,739374,Paye
SAL001211,EMP0037,DEP02,2022-11,2022,11,907207,0,58968,108865,739374,Paye
SAL001212,EMP0037,DEP02,2022-12,2022,12,907207,887616,58968,108865,1626990,Paye
SAL001213,EMP0037,DEP02,2023-01,2023,1,946826,0,61544,113619,771663,Paye
SAL001214,EMP0037,DEP02,2023-02,2023,2,946826,0,61544,113619,771663,Paye
SAL001215,EMP0037,DEP02,2023-03,2023,3,946826,0,61544,113619,771663,Paye
SAL001216,EMP0037,DEP02,2023-04,2023,4,946826,0,61544,113619,771663,Paye
SAL001217,EMP0037,DEP02,2023-05,2023,5,946826,0,61544,113619,771663,Paye
SAL001218,EMP0037,DEP02,2023-06,2023,6,946826,231345,61544,113619,1003008,Paye
SAL001219,EMP0037,DEP02,2023-07,2023,7,946826,0,61544,113619,771663,Paye
SAL001220,EMP0037,DEP02,2023-08,2023,8,946826,0,61544,113619,771663,Paye
SAL001221,EMP0037,DEP02,2023-09,2023,9,946826,0,61544,113619,771663,Paye
SAL001222,EMP0037,DEP02,2023-10,2023,10,946826,0,61544,113619,771663,Paye
SAL001223,EMP0037,DEP02,2023-11,2023,11,946826,0,61544,113619,771663,Paye
SAL001224,EMP0037,DEP02,2023-12,2023,12,946826,815038,61544,113619,1586701,Paye
SAL001225,EMP0037,DEP02,2024-01,2024,1,997362,0,64829,119683,812850,Paye
SAL001226,EMP0037,DEP02,2024-02,2024,2,997362,0,64829,119683,812850,Paye
SAL001227,EMP0037,DEP02,2024-03,2024,3,997362,0,64829,119683,812850,Paye
SAL001228,EMP0037,DEP02,2024-04,2024,4,997362,0,64829,119683,812850,Paye
SAL001229,EMP0037,DEP02,2024-05,2024,5,997362,0,64829,119683,812850,Paye
SAL001230,EMP0037,DEP02,2024-06,2024,6,997362,138900,64829,119683,951750,Paye
SAL001231,EMP0038,DEP02,2022-03,2022,3,804000,0,52260,96480,655260,Paye
SAL001232,EMP0038,DEP02,2022-04,2022,4,804000,0,52260,96480,655260,Paye
SAL001233,EMP0038,DEP02,2022-05,2022,5,804000,0,52260,96480,655260,Paye
SAL001234,EMP0038,DEP02,2022-06,2022,6,804000,264473,52260,96480,919733,Paye
SAL001235,EMP0038,DEP02,2022-07,2022,7,804000,0,52260,96480,655260,Paye
SAL001236,EMP0038,DEP02,2022-08,2022,8,804000,0,52260,96480,655260,Paye
SAL001237,EMP0038,DEP02,2022-09,2022,9,804000,0,52260,96480,655260,Paye
SAL001238,EMP0038,DEP02,2022-10,2022,10,804000,0,52260,96480,655260,Paye
SAL001239,EMP0038,DEP02,2022-11,2022,11,804000,0,52260,96480,655260,Paye
SAL001240,EMP0038,DEP02,2022-12,2022,12,804000,1117383,52260,96480,1772643,Paye
SAL001241,EMP0038,DEP02,2023-01,2023,1,859936,0,55896,103192,700848,Paye
SAL001242,EMP0038,DEP02,2023-02,2023,2,859936,0,55896,103192,700848,Paye
SAL001243,EMP0038,DEP02,2023-03,2023,3,859936,0,55896,103192,700848,Paye
SAL001244,EMP0038,DEP02,2023-04,2023,4,859936,0,55896,103192,700848,Paye
SAL001245,EMP0038,DEP02,2023-05,2023,5,859936,0,55896,103192,700848,Paye
SAL001246,EMP0038,DEP02,2023-06,2023,6,859936,191085,55896,103192,891933,Paye
SAL001247,EMP0038,DEP02,2023-07,2023,7,859936,0,55896,103192,700848,Paye
SAL001248,EMP0038,DEP02,2023-08,2023,8,859936,0,55896,103192,700848,Paye
SAL001249,EMP0038,DEP02,2023-09,2023,9,859936,0,55896,103192,700848,Paye
SAL001250,EMP0038,DEP02,2023-10,2023,10,859936,0,55896,103192,700848,Paye
SAL001251,EMP0038,DEP02,2023-11,2023,11,859936,0,55896,103192,700848,Paye
SAL001252,EMP0038,DEP02,2023-12,2023,12,859936,1159053,55896,103192,1859901,Paye
SAL001253,EMP0038,DEP02,2024-01,2024,1,923267,0,60012,110792,752463,Paye
SAL001254,EMP0038,DEP02,2024-02,2024,2,923267,0,60012,110792,752463,Paye
SAL001255,EMP0038,DEP02,2024-03,2024,3,923267,0,60012,110792,752463,Paye
SAL001256,EMP0038,DEP02,2024-04,2024,4,923267,0,60012,110792,752463,Paye
SAL001257,EMP0038,DEP02,2024-05,2024,5,923267,0,60012,110792,752463,Paye
SAL001258,EMP0038,DEP02,2024-06,2024,6,923267,352357,60012,110792,1104820,Paye
SAL001259,EMP0039,DEP02,2023-09,2023,9,747000,0,48555,89640,608805,Paye
SAL001260,EMP0039,DEP02,2023-10,2023,10,747000,0,48555,89640,608805,Paye
SAL001261,EMP0039,DEP02,2023-11,2023,11,747000,0,48555,89640,608805,Paye
SAL001262,EMP0039,DEP02,2023-12,2023,12,747000,519304,48555,89640,1128109,Paye
SAL001263,EMP0039,DEP02,2024-01,2024,1,804866,0,52316,96584,655966,Paye
SAL001264,EMP0039,DEP02,2024-02,2024,2,804866,0,52316,96584,655966,Paye
SAL001265,EMP0039,DEP02,2024-03,2024,3,804866,0,52316,96584,655966,Paye
SAL001266,EMP0039,DEP02,2024-04,2024,4,804866,0,52316,96584,655966,Paye
SAL001267,EMP0039,DEP02,2024-05,2024,5,804866,0,52316,96584,655966,Paye
SAL001268,EMP0039,DEP02,2024-06,2024,6,804866,276549,52316,96584,932515,Paye
SAL001269,EMP0040,DEP02,2021-01,2021,1,691652,0,44957,82998,563697,Paye
SAL001270,EMP0040,DEP02,2021-02,2021,2,691652,0,44957,82998,563697,Paye
SAL001271,EMP0040,DEP02,2021-03,2021,3,691652,0,44957,82998,563697,Paye
SAL001272,EMP0040,DEP02,2021-04,2021,4,691652,0,44957,82998,563697,Paye
SAL001273,EMP0040,DEP02,2021-05,2021,5,691652,0,44957,82998,563697,Paye
SAL001274,EMP0040,DEP02,2021-06,2021,6,691652,269299,44957,82998,832996,Paye
SAL001275,EMP0040,DEP02,2021-07,2021,7,691652,0,44957,82998,563697,Paye
SAL001276,EMP0040,DEP02,2021-08,2021,8,691652,0,44957,82998,563697,Paye
SAL001277,EMP0040,DEP02,2021-09,2021,9,691652,0,44957,82998,563697,Paye
SAL001278,EMP0040,DEP02,2021-10,2021,10,691652,0,44957,82998,563697,Paye
SAL001279,EMP0040,DEP02,2021-11,2021,11,691652,0,44957,82998,563697,Paye
SAL001280,EMP0040,DEP02,2021-12,2021,12,691652,607490,44957,82998,1171187,Paye
SAL001281,EMP0040,DEP02,2022-01,2022,1,719770,0,46785,86372,586613,En attente
SAL001282,EMP0040,DEP02,2022-02,2022,2,719770,0,46785,86372,586613,Paye
SAL001283,EMP0040,DEP02,2022-03,2022,3,719770,0,46785,86372,586613,Paye
SAL001284,EMP0040,DEP02,2022-04,2022,4,719770,0,46785,86372,586613,Paye
SAL001285,EMP0040,DEP02,2022-05,2022,5,719770,0,46785,86372,586613,Paye
SAL001286,EMP0040,DEP02,2022-06,2022,6,719770,184027,46785,86372,770640,Paye
SAL001287,EMP0040,DEP02,2022-07,2022,7,719770,0,46785,86372,586613,Paye
SAL001288,EMP0040,DEP02,2022-08,2022,8,719770,0,46785,86372,586613,Paye
SAL001289,EMP0040,DEP02,2022-09,2022,9,719770,0,46785,86372,586613,Paye
SAL001290,EMP0040,DEP02,2022-10,2022,10,719770,0,46785,86372,586613,Paye
SAL001291,EMP0040,DEP02,2022-11,2022,11,719770,0,46785,86372,586613,Paye
SAL001292,EMP0040,DEP02,2022-12,2022,12,719770,500597,46785,86372,1087210,Paye
SAL001293,EMP0040,DEP02,2023-01,2023,1,758617,0,49310,91034,618273,Paye
SAL001294,EMP0040,DEP02,2023-02,2023,2,758617,0,49310,91034,618273,Paye
SAL001295,EMP0040,DEP02,2023-03,2023,3,758617,0,49310,91034,618273,Paye
SAL001296,EMP0040,DEP02,2023-04,2023,4,758617,0,49310,91034,618273,Paye
SAL001297,EMP0040,DEP02,2023-05,2023,5,758617,0,49310,91034,618273,Paye
SAL001298,EMP0040,DEP02,2023-06,2023,6,758617,167659,49310,91034,785932,Paye
SAL001299,EMP0040,DEP02,2023-07,2023,7,758617,0,49310,91034,618273,Paye
SAL001300,EMP0040,DEP02,2023-08,2023,8,758617,0,49310,91034,618273,Paye
SAL001301,EMP0040,DEP02,2023-09,2023,9,758617,0,49310,91034,618273,Paye
SAL001302,EMP0040,DEP02,2023-10,2023,10,758617,0,49310,91034,618273,Paye
SAL001303,EMP0040,DEP02,2023-11,2023,11,758617,0,49310,91034,618273,Paye
SAL001304,EMP0040,DEP02,2023-12,2023,12,758617,531459,49310,91034,1149732,Paye
SAL001305,EMP0040,DEP02,2024-01,2024,1,798969,0,51933,95876,651160,Paye
SAL001306,EMP0040,DEP02,2024-02,2024,2,798969,0,51933,95876,651160,Paye
SAL001307,EMP0040,DEP02,2024-03,2024,3,798969,0,51933,95876,651160,Paye
SAL001308,EMP0040,DEP02,2024-04,2024,4,798969,0,51933,95876,651160,Paye
SAL001309,EMP0040,DEP02,2024-05,2024,5,798969,0,51933,95876,651160,Paye
SAL001310,EMP0040,DEP02,2024-06,2024,6,798969,145604,51933,95876,796764,Paye
SAL001311,EMP0041,DEP02,2021-09,2021,9,855000,0,55575,102600,696825,Paye
SAL001312,EMP0041,DEP02,2021-10,2021,10,855000,0,55575,102600,696825,Paye
SAL001313,EMP0041,DEP02,2021-11,2021,11,855000,0,55575,102600,696825,Paye
SAL001314,EMP0041,DEP02,2021-12,2021,12,855000,619610,55575,102600,1316435,Paye
SAL001315,EMP0041,DEP02,2022-01,2022,1,897716,0,58352,107726,731638,Paye
SAL001316,EMP0041,DEP02,2022-02,2022,2,897716,0,58352,107726,731638,Paye
SAL001317,EMP0041,DEP02,2022-03,2022,3,897716,0,58352,107726,731638,Paye
SAL001318,EMP0041,DEP02,2022-04,2022,4,897716,0,58352,107726,731638,Paye
SAL001319,EMP0041,DEP02,2022-05,2022,5,897716,0,58352,107726,731638,Paye
SAL001320,EMP0041,DEP02,2022-06,2022,6,897716,336840,58352,107726,1068478,Paye
SAL001321,EMP0041,DEP02,2022-07,2022,7,897716,0,58352,107726,731638,Paye
SAL001322,EMP0041,DEP02,2022-08,2022,8,897716,0,58352,107726,731638,Paye
SAL001323,EMP0041,DEP02,2022-09,2022,9,897716,0,58352,107726,731638,Paye
SAL001324,EMP0041,DEP02,2022-10,2022,10,897716,0,58352,107726,731638,Paye
SAL001325,EMP0041,DEP02,2022-11,2022,11,897716,0,58352,107726,731638,Paye
SAL001326,EMP0041,DEP02,2022-12,2022,12,897716,1004469,58352,107726,1736107,Paye
SAL001327,EMP0041,DEP02,2023-01,2023,1,930406,0,60476,111649,758281,Paye
SAL001328,EMP0041,DEP02,2023-02,2023,2,930406,0,60476,111649,758281,Paye
SAL001329,EMP0041,DEP02,2023-03,2023,3,930406,0,60476,111649,758281,Paye
SAL001330,EMP0041,DEP02,2023-04,2023,4,930406,0,60476,111649,758281,Paye
SAL001331,EMP0041,DEP02,2023-05,2023,5,930406,0,60476,111649,758281,Paye
SAL001332,EMP0041,DEP02,2023-06,2023,6,930406,240266,60476,111649,998547,Paye
SAL001333,EMP0041,DEP02,2023-07,2023,7,930406,0,60476,111649,758281,Paye
SAL001334,EMP0041,DEP02,2023-08,2023,8,930406,0,60476,111649,758281,Paye
SAL001335,EMP0041,DEP02,2023-09,2023,9,930406,0,60476,111649,758281,Paye
SAL001336,EMP0041,DEP02,2023-10,2023,10,930406,0,60476,111649,758281,Paye
SAL001337,EMP0041,DEP02,2023-11,2023,11,930406,0,60476,111649,758281,Paye
SAL001338,EMP0041,DEP02,2023-12,2023,12,930406,933081,60476,111649,1691362,Paye
SAL001339,EMP0041,DEP02,2024-01,2024,1,985423,0,64052,118251,803120,Paye
SAL001340,EMP0041,DEP02,2024-02,2024,2,985423,0,64052,118251,803120,Paye
SAL001341,EMP0041,DEP02,2024-03,2024,3,985423,0,64052,118251,803120,Paye
SAL001342,EMP0041,DEP02,2024-04,2024,4,985423,0,64052,118251,803120,Paye
SAL001343,EMP0041,DEP02,2024-05,2024,5,985423,0,64052,118251,803120,Paye
SAL001344,EMP0041,DEP02,2024-06,2024,6,985423,298969,64052,118251,1102089,Paye
SAL001345,EMP0042,DEP02,2022-03,2022,3,814000,0,52910,97680,663410,Paye
SAL001346,EMP0042,DEP02,2022-04,2022,4,814000,0,52910,97680,663410,Paye
SAL001347,EMP0042,DEP02,2022-05,2022,5,814000,0,52910,97680,663410,Paye
SAL001348,EMP0042,DEP02,2022-06,2022,6,814000,257672,52910,97680,921082,Paye
SAL001349,EMP0042,DEP02,2022-07,2022,7,814000,0,52910,97680,663410,Paye
SAL001350,EMP0042,DEP02,2022-08,2022,8,814000,0,52910,97680,663410,Paye
SAL001351,EMP0042,DEP02,2022-09,2022,9,814000,0,52910,97680,663410,Paye
SAL001352,EMP0042,DEP02,2022-10,2022,10,814000,0,52910,97680,663410,Paye
SAL001353,EMP0042,DEP02,2022-11,2022,11,814000,0,52910,97680,663410,Paye
SAL001354,EMP0042,DEP02,2022-12,2022,12,814000,483360,52910,97680,1146770,Paye
SAL001355,EMP0042,DEP02,2023-01,2023,1,874054,0,56814,104886,712354,Paye
SAL001356,EMP0042,DEP02,2023-02,2023,2,874054,0,56814,104886,712354,Paye
SAL001357,EMP0042,DEP02,2023-03,2023,3,874054,0,56814,104886,712354,Paye
SAL001358,EMP0042,DEP02,2023-04,2023,4,874054,0,56814,104886,712354,Paye
SAL001359,EMP0042,DEP02,2023-05,2023,5,874054,0,56814,104886,712354,Paye
SAL001360,EMP0042,DEP02,2023-06,2023,6,874054,166416,56814,104886,878770,Paye
SAL001361,EMP0042,DEP02,2023-07,2023,7,874054,0,56814,104886,712354,Paye
SAL001362,EMP0042,DEP02,2023-08,2023,8,874054,0,56814,104886,712354,Paye
SAL001363,EMP0042,DEP02,2023-09,2023,9,874054,0,56814,104886,712354,Paye
SAL001364,EMP0042,DEP02,2023-10,2023,10,874054,0,56814,104886,712354,Paye
SAL001365,EMP0043,DEP02,2021-01,2021,1,798166,0,51881,95780,650505,Paye
SAL001366,EMP0043,DEP02,2021-02,2021,2,798166,0,51881,95780,650505,Paye
SAL001367,EMP0043,DEP02,2021-03,2021,3,798166,0,51881,95780,650505,Paye
SAL001368,EMP0043,DEP02,2021-04,2021,4,798166,0,51881,95780,650505,Paye
SAL001369,EMP0043,DEP02,2021-05,2021,5,798166,0,51881,95780,650505,Paye
SAL001370,EMP0043,DEP02,2021-06,2021,6,798166,163211,51881,95780,813716,Paye
SAL001371,EMP0043,DEP02,2021-07,2021,7,798166,0,51881,95780,650505,Paye
SAL001372,EMP0043,DEP02,2021-08,2021,8,798166,0,51881,95780,650505,Paye
SAL001373,EMP0043,DEP02,2021-09,2021,9,798166,0,51881,95780,650505,Paye
SAL001374,EMP0043,DEP02,2021-10,2021,10,798166,0,51881,95780,650505,Paye
SAL001375,EMP0043,DEP02,2021-11,2021,11,798166,0,51881,95780,650505,Paye
SAL001376,EMP0043,DEP02,2021-12,2021,12,798166,604701,51881,95780,1255206,Paye
SAL001377,EMP0043,DEP02,2022-01,2022,1,851885,0,55373,102226,694286,Paye
SAL001378,EMP0043,DEP02,2022-02,2022,2,851885,0,55373,102226,694286,Paye
SAL001379,EMP0043,DEP02,2022-03,2022,3,851885,0,55373,102226,694286,Paye
SAL001380,EMP0043,DEP02,2022-04,2022,4,851885,0,55373,102226,694286,Paye
SAL001381,EMP0043,DEP02,2022-05,2022,5,851885,0,55373,102226,694286,Paye
SAL001382,EMP0043,DEP02,2022-06,2022,6,851885,144159,55373,102226,838445,Paye
SAL001383,EMP0043,DEP02,2022-07,2022,7,851885,0,55373,102226,694286,Paye
SAL001384,EMP0043,DEP02,2022-08,2022,8,851885,0,55373,102226,694286,Paye
SAL001385,EMP0043,DEP02,2022-09,2022,9,851885,0,55373,102226,694286,Paye
SAL001386,EMP0043,DEP02,2022-10,2022,10,851885,0,55373,102226,694286,Paye
SAL001387,EMP0043,DEP02,2022-11,2022,11,851885,0,55373,102226,694286,Paye
SAL001388,EMP0043,DEP02,2022-12,2022,12,851885,831554,55373,102226,1525840,Paye
SAL001389,EMP0043,DEP02,2023-01,2023,1,904721,0,58807,108567,737347,Paye
SAL001390,EMP0043,DEP02,2023-02,2023,2,904721,0,58807,108567,737347,Paye
SAL001391,EMP0043,DEP02,2023-03,2023,3,904721,0,58807,108567,737347,Paye
SAL001392,EMP0043,DEP02,2023-04,2023,4,904721,0,58807,108567,737347,Paye
SAL001393,EMP0043,DEP02,2023-05,2023,5,904721,0,58807,108567,737347,Paye
SAL001394,EMP0043,DEP02,2023-06,2023,6,904721,128749,58807,108567,866096,Paye
SAL001395,EMP0043,DEP02,2023-07,2023,7,904721,0,58807,108567,737347,Paye
SAL001396,EMP0043,DEP02,2023-08,2023,8,904721,0,58807,108567,737347,Paye
SAL001397,EMP0043,DEP02,2023-09,2023,9,904721,0,58807,108567,737347,Paye
SAL001398,EMP0043,DEP02,2023-10,2023,10,904721,0,58807,108567,737347,Paye
SAL001399,EMP0043,DEP02,2023-11,2023,11,904721,0,58807,108567,737347,Paye
SAL001400,EMP0043,DEP02,2023-12,2023,12,904721,533787,58807,108567,1271134,Paye
SAL001401,EMP0043,DEP02,2024-01,2024,1,935088,0,60781,112211,762096,Paye
SAL001402,EMP0043,DEP02,2024-02,2024,2,935088,0,60781,112211,762096,Paye
SAL001403,EMP0043,DEP02,2024-03,2024,3,935088,0,60781,112211,762096,Paye
SAL001404,EMP0043,DEP02,2024-04,2024,4,935088,0,60781,112211,762096,Paye
SAL001405,EMP0043,DEP02,2024-05,2024,5,935088,0,60781,112211,762096,Paye
SAL001406,EMP0043,DEP02,2024-06,2024,6,935088,310753,60781,112211,1072849,Paye
SAL001407,EMP0044,DEP02,2021-01,2021,1,787322,0,51176,94479,641667,Paye
SAL001408,EMP0044,DEP02,2021-02,2021,2,787322,0,51176,94479,641667,Paye
SAL001409,EMP0044,DEP02,2021-03,2021,3,787322,0,51176,94479,641667,Paye
SAL001410,EMP0044,DEP02,2021-04,2021,4,787322,0,51176,94479,641667,Paye
SAL001411,EMP0044,DEP02,2021-05,2021,5,787322,0,51176,94479,641667,Paye
SAL001412,EMP0044,DEP02,2021-06,2021,6,787322,189190,51176,94479,830857,Paye
SAL001413,EMP0044,DEP02,2021-07,2021,7,787322,0,51176,94479,641667,Paye
SAL001414,EMP0044,DEP02,2021-08,2021,8,787322,0,51176,94479,641667,Paye
SAL001415,EMP0044,DEP02,2021-09,2021,9,787322,0,51176,94479,641667,Paye
SAL001416,EMP0044,DEP02,2021-10,2021,10,787322,0,51176,94479,641667,Paye
SAL001417,EMP0044,DEP02,2021-11,2021,11,787322,0,51176,94479,641667,Paye
SAL001418,EMP0044,DEP02,2021-12,2021,12,787322,653636,51176,94479,1295303,Paye
SAL001419,EMP0044,DEP02,2022-01,2022,1,844655,0,54903,101359,688393,Paye
SAL001420,EMP0044,DEP02,2022-02,2022,2,844655,0,54903,101359,688393,Paye
SAL001421,EMP0044,DEP02,2022-03,2022,3,844655,0,54903,101359,688393,Paye
SAL001422,EMP0044,DEP02,2022-04,2022,4,844655,0,54903,101359,688393,Paye
SAL001423,EMP0044,DEP02,2022-05,2022,5,844655,0,54903,101359,688393,Paye
SAL001424,EMP0044,DEP02,2022-06,2022,6,844655,315005,54903,101359,1003398,Paye
SAL001425,EMP0044,DEP02,2022-07,2022,7,844655,0,54903,101359,688393,Paye
SAL001426,EMP0044,DEP02,2022-08,2022,8,844655,0,54903,101359,688393,Paye
SAL001427,EMP0044,DEP02,2022-09,2022,9,844655,0,54903,101359,688393,Paye
SAL001428,EMP0044,DEP02,2022-10,2022,10,844655,0,54903,101359,688393,Paye
SAL001429,EMP0044,DEP02,2022-11,2022,11,844655,0,54903,101359,688393,Paye
SAL001430,EMP0044,DEP02,2022-12,2022,12,844655,949009,54903,101359,1637402,Paye
SAL001431,EMP0044,DEP02,2023-01,2023,1,899285,0,58454,107914,732917,Paye
SAL001432,EMP0044,DEP02,2023-02,2023,2,899285,0,58454,107914,732917,Paye
SAL001433,EMP0044,DEP02,2023-03,2023,3,899285,0,58454,107914,732917,Paye
SAL001434,EMP0044,DEP02,2023-04,2023,4,899285,0,58454,107914,732917,Paye
SAL001435,EMP0044,DEP02,2023-05,2023,5,899285,0,58454,107914,732917,Paye
SAL001436,EMP0044,DEP02,2023-06,2023,6,899285,113322,58454,107914,846239,Paye
SAL001437,EMP0044,DEP02,2023-07,2023,7,899285,0,58454,107914,732917,Paye
SAL001438,EMP0044,DEP02,2023-08,2023,8,899285,0,58454,107914,732917,Paye
SAL001439,EMP0044,DEP02,2023-09,2023,9,899285,0,58454,107914,732917,Paye
SAL001440,EMP0044,DEP02,2023-10,2023,10,899285,0,58454,107914,732917,Paye
SAL001441,EMP0044,DEP02,2023-11,2023,11,899285,0,58454,107914,732917,Paye
SAL001442,EMP0044,DEP02,2023-12,2023,12,899285,1133478,58454,107914,1866395,Paye
