id_client,code_offre,ville,statut,jours_depuis_derniere_facture,n_reclamations_6m,arpu_6m,R_score,F_score,M_score
CL02472,PULSE,San-Pedro,resilie,91,0,2074.0,2,4,1
CL06972,PULSE,Abidjan,resilie,60,0,2074.2,2,4,1
CL02651,PULSE,Bouake,resilie,60,0,2075.2,2,4,1
CL00985,PULSE,Abidjan,resilie,30,2,2075.4,4,1,1
CL05568,PULSE,San-Pedro,resilie,60,0,2076.0,2,4,1
CL02767,PULSE,Abidjan,resilie,30,0,2077.8,5,2,1
CL00619,PULSE,Abidjan,resilie,60,1,2079.6666666666665,2,1,1
CL06384,PULSE,Abidjan,resilie,60,0,2081.6,2,4,1
CL04193,PULSE,Abidjan,resilie,60,2,2086.0,2,1,1
CL06098,ETUDIANT,Abidjan,resilie,183,0,2089.0,1,4,1
CL03334,ETUDIANT,Abidjan,resilie,152,2,2094.5,1,1,1
CL03869,PULSE,Abidjan,resilie,91,0,2095.25,1,4,1
CL02525,ETUDIANT,Abidjan,resilie,183,0,2096.0,1,5,1
CL05784,PULSE,Korhogo,resilie,60,0,2096.8,2,4,1
CL04214,PULSE,Abidjan,resilie,91,1,2097.25,2,1,1
CL01007,SENIOR,Abidjan,resilie,152,0,2101.5,1,4,1
CL06159,ETUDIANT,Korhogo,resilie,121,3,2102.6666666666665,1,1,1
CL04870,PULSE,San-Pedro,resilie,91,4,2104.25,2,1,1
CL00394,PULSE,Abidjan,resilie,60,1,2104.4,2,1,1
CL02952,ETUDIANT,Bouake,resilie,152,1,2105.0,1,1,1
CL07040,PULSE,Abidjan,resilie,60,0,2105.4,2,4,1
CL04936,PULSE,Korhogo,resilie,91,0,2109.75,1,4,1
CL04494,PULSE,Abidjan,resilie,60,0,2113.2,2,4,1
CL06689,PULSE,Abidjan,resilie,30,1,2113.5,3,1,1
CL01459,PULSE,San-Pedro,resilie,60,4,2114.0,2,1,1
CL07666,PULSE,Abidjan,resilie,60,2,2115.0,2,1,1
CL03604,PULSE,Abidjan,resilie,60,7,2117.0,2,1,1
CL00749,PULSE,Bouake,resilie,60,0,2119.2,2,4,1
CL07926,PULSE,Abidjan,resilie,60,2,2121.8,2,1,1
CL01893,PULSE,Abidjan,resilie,60,4,2122.2,2,1,1
CL00604,PULSE,Korhogo,resilie,60,1,2122.6,2,1,1
CL06532,PULSE,Korhogo,resilie,91,0,2126.0,1,4,1
CL02238,SENIOR,Abidjan,resilie,152,2,2127.0,1,1,1
CL00896,PULSE,Yamoussoukro,resilie,91,0,2128.75,1,4,1
CL03796,PULSE,Abidjan,resilie,91,1,2132.5,2,1,1
CL03193,PULSE,Korhogo,resilie,60,1,2135.8,2,1,1
CL04064,PULSE,Abidjan,resilie,60,1,2135.8,2,1,1
CL07559,PULSE,Abidjan,resilie,30,2,2139.2,4,1,1
CL01212,PULSE,Abidjan,resilie,60,1,2141.6,2,1,1
CL07403,SENIOR,Abidjan,resilie,121,0,2143.0,1,4,1
CL04023,PULSE,Abidjan,resilie,30,4,2143.75,3,1,1
CL01577,ETUDIANT,Abidjan,resilie,121,1,2145.3333333333335,1,1,1
CL02021,ETUDIANT,Abidjan,resilie,183,0,2146.0,1,4,1
CL01462,PULSE,Abidjan,resilie,30,2,2147.6666666666665,4,1,1
CL02415,PULSE,Abidjan,resilie,60,0,2149.4,2,4,1
CL07862,PULSE,Abidjan,resilie,60,1,2154.6,2,1,1
CL05941,PULSE,Abidjan,resilie,60,1,2157.8,2,1,1
CL02586,PULSE,Abidjan,resilie,91,1,2161.25,1,1,1
CL05491,PULSE,Bouake,resilie,30,0,2161.5,2,5,1
CL01978,PULSE,Korhogo,resilie,30,0,2161.6666666666665,2,5,1
CL02629,PULSE,Abidjan,resilie,30,1,2162.5,5,1,1
CL02980,PULSE,Abidjan,resilie,30,1,2167.6,3,1,1
CL06927,PULSE,Abidjan,resilie,30,2,2169.4,5,1,1
CL00037,PULSE,Abidjan,resilie,30,3,2170.6,4,1,1
CL02160,PULSE,Bouake,resilie,30,1,2170.6,4,1,1
CL07368,PULSE,Abidjan,resilie,60,0,2174.4,2,4,1
CL04373,PULSE,Abidjan,resilie,30,1,2174.5,5,1,1
CL07861,ETUDIANT,Yamoussoukro,resilie,152,0,2180.0,1,4,1
CL03705,PULSE,Abidjan,resilie,60,1,2180.2,2,1,1
CL01264,PULSE,Abidjan,resilie,60,0,2182.8,2,4,1
CL05988,PULSE,Abidjan,resilie,30,3,2183.0,5,1,1
CL03148,PULSE,Bouake,resilie,91,0,2183.0,2,4,1
CL02517,PULSE,Bouake,resilie,60,0,2183.4,2,4,1
CL04871,PULSE,Abidjan,resilie,30,0,2186.8333333333335,5,2,1
CL01267,PULSE,Abidjan,resilie,30,2,2187.0,5,1,1
CL06353,PULSE,Abidjan,resilie,60,2,2189.2,2,1,1
CL00838,PULSE,Bouake,resilie,30,1,2190.8333333333335,2,2,1
CL00370,PULSE,Korhogo,resilie,60,0,2193.0,2,4,1
CL06879,PULSE,Abidjan,resilie,60,5,2193.4,2,1,1
CL03392,PULSE,Abidjan,resilie,60,3,2196.8,2,1,1
CL01891,PULSE,Abidjan,resilie,60,1,2197.4,2,1,1
CL01723,PULSE,San-Pedro,resilie,30,1,2198.4,3,2,1
CL05675,SENIOR,Abidjan,resilie,121,2,2203.0,1,1,1
CL01296,PULSE,Abidjan,resilie,30,1,2204.6,5,1,1
CL07818,PULSE,Abidjan,resilie,60,4,2205.2,2,1,1
CL00085,PULSE,Bouake,resilie,30,3,2208.0,5,1,1
CL06687,PULSE,Abidjan,resilie,30,1,2210.3333333333335,2,1,1
CL06405,PULSE,Abidjan,resilie,60,2,2213.2,2,1,1
CL02179,PULSE,Abidjan,resilie,60,1,2216.0,2,1,1
CL03644,PULSE,Abidjan,resilie,30,2,2216.8333333333335,5,1,1
CL00993,PULSE,Abidjan,resilie,91,2,2220.0,1,1,1
CL01018,PULSE,Abidjan,resilie,60,5,2223.0,2,1,1
CL04733,PULSE,Abidjan,resilie,60,0,2225.2,2,4,1
CL04307,PULSE,Korhogo,resilie,30,1,2226.6666666666665,4,1,1
CL01280,PULSE,Bouake,resilie,60,4,2226.8,2,1,1
CL06603,PULSE,Bouake,resilie,30,1,2228.6,3,1,1
CL07068,PULSE,Yamoussoukro,resilie,60,1,2230.6,2,1,1
CL07267,PULSE,San-Pedro,resilie,60,3,2230.8,2,1,1
CL05335,PULSE,Abidjan,resilie,30,0,2235.0,2,5,1
CL06427,PULSE,Yamoussoukro,resilie,30,2,2238.1666666666665,4,1,1
CL06434,PULSE,Abidjan,resilie,60,2,2247.0,2,1,1
CL03574,PULSE,Bouake,resilie,30,3,2249.1666666666665,5,1,1
CL02895,PULSE,Abidjan,resilie,30,0,2250.3333333333335,5,2,1
CL03366,PULSE,Abidjan,resilie,60,0,2251.4,2,4,1
CL00858,PULSE,Korhogo,resilie,30,0,2252.1666666666665,2,5,1
CL07396,SENIOR,Korhogo,resilie,121,0,2252.3333333333335,1,4,1
CL01828,ETUDIANT,Abidjan,resilie,183,2,2254.0,1,1,1
CL06063,PULSE,Korhogo,resilie,60,2,2254.0,2,1,1
CL00964,PULSE,Yamoussoukro,resilie,30,0,2254.8333333333335,2,5,1
CL05402,PULSE,Abidjan,resilie,30,1,2255.8333333333335,5,1,1
CL04283,ETUDIANT,Yamoussoukro,resilie,183,0,2257.0,1,4,1
CL06189,PULSE,Bouake,resilie,60,2,2257.2,2,1,1
CL03133,PULSE,Abidjan,resilie,30,2,2259.4,4,1,1
CL03595,PULSE,Bouake,resilie,60,2,2259.6,2,1,1
CL05211,PULSE,Abidjan,resilie,30,2,2268.0,3,1,1
CL02277,PULSE,Abidjan,resilie,60,1,2268.6,2,1,1
CL00734,PULSE,Abidjan,resilie,30,3,2273.8333333333335,5,1,1
CL02849,PULSE,Abidjan,resilie,30,5,2275.4,5,1,1
CL00385,PULSE,Bouake,resilie,30,1,2282.8333333333335,4,1,1
CL05592,PULSE,Abidjan,resilie,60,0,2284.6,2,4,1
CL04085,ETUDIANT,Abidjan,resilie,121,0,2285.3333333333335,1,4,1
CL02042,PULSE,Abidjan,resilie,60,0,2289.0,2,4,1
CL04743,SENIOR,Abidjan,resilie,152,0,2289.5,1,4,1
CL05615,PULSE,Bouake,resilie,30,1,2295.1666666666665,3,1,1
CL03320,PULSE,Abidjan,resilie,60,0,2298.2,2,4,1
CL02547,PULSE,Bouake,resilie,30,2,2298.5,5,1,1
CL07236,PULSE,Yamoussoukro,resilie,30,1,2299.8333333333335,4,1,1
CL07814,PULSE,Abidjan,resilie,60,2,2300.6,2,1,1
CL06104,PULSE,Yamoussoukro,resilie,60,1,2303.0,2,1,1
CL07348,PULSE,Abidjan,resilie,30,2,2304.8333333333335,5,1,1
CL06873,PULSE,Yamoussoukro,resilie,60,3,2311.8,2,1,1
CL04375,PULSE,Abidjan,resilie,91,0,2316.75,1,4,1
CL01104,PULSE,Abidjan,resilie,60,2,2319.2,2,1,1
CL00947,PULSE,Bouake,resilie,30,0,2321.0,2,5,1
CL05644,PULSE,Bouake,resilie,30,1,2325.0,3,1,1
CL00758,PULSE,Abidjan,resilie,30,1,2326.6666666666665,4,1,1
CL07473,PULSE,Yamoussoukro,resilie,30,0,2330.0,2,5,1
CL05824,PULSE,Abidjan,resilie,30,2,2331.0,4,1,1
CL04275,PULSE,Abidjan,resilie,60,0,2331.6,2,4,1
CL07961,PULSE,Abidjan,resilie,30,1,2333.0,4,1,1
CL06295,PULSE,Bouake,resilie,60,0,2336.8,2,4,1
CL03892,PULSE,Bouake,resilie,30,1,2337.0,4,1,1
CL00847,PULSE,Abidjan,resilie,30,1,2337.1666666666665,4,1,1
CL03559,PULSE,San-Pedro,resilie,30,1,2338.6666666666665,5,1,1
CL07131,PULSE,Abidjan,resilie,60,0,2349.8,2,4,1
CL04486,ETUDIANT,Abidjan,resilie,121,1,2356.0,1,1,1
CL00824,PULSE,Abidjan,resilie,30,0,2357.6666666666665,2,5,1
CL03030,PULSE,Bouake,resilie,30,0,2357.8333333333335,2,5,1
CL01251,PULSE,San-Pedro,resilie,60,0,2362.2,2,4,1
CL01909,ETUDIANT,San-Pedro,resilie,121,0,2367.0,1,4,1
CL06809,ETUDIANT,Bouake,resilie,183,0,2375.0,1,5,1
CL05441,ETUDIANT,Bouake,resilie,152,0,2377.0,1,4,1
CL03598,PULSE,Abidjan,resilie,30,1,2379.1666666666665,3,2,1
CL04822,ETUDIANT,Abidjan,resilie,121,0,2379.3333333333335,1,4,1
CL00823,SENIOR,Abidjan,resilie,91,4,2383.75,1,1,1
CL04588,PULSE,Bouake,resilie,30,0,2384.8333333333335,2,5,1
CL06910,PULSE,Abidjan,resilie,30,2,2386.6666666666665,4,1,1
CL05252,PULSE,Abidjan,resilie,30,0,2392.3333333333335,4,3,1
CL03277,PULSE,Bouake,resilie,30,3,2394.8333333333335,4,1,1
CL03442,ETUDIANT,Abidjan,resilie,152,0,2396.0,1,4,1
CL06545,PULSE,Bouake,resilie,60,1,2398.0,2,1,1
CL06609,ETUDIANT,Bouake,resilie,183,0,2399.0,1,4,1
CL00539,ETUDIANT,Bouake,resilie,121,1,2402.0,1,1,1
CL05444,PULSE,Abidjan,resilie,30,1,2406.8333333333335,3,1,1
CL05526,ETUDIANT,Abidjan,resilie,183,0,2411.0,1,4,1
CL02871,ETUDIANT,Abidjan,resilie,121,0,2411.6666666666665,1,4,1
CL07182,ETUDIANT,Bouake,resilie,183,0,2416.0,1,4,1
CL04832,PULSE,Abidjan,resilie,30,1,2418.4,3,1,1
CL06500,PULSE,Abidjan,resilie,30,0,2422.0,5,2,1
CL00176,PULSE,Abidjan,resilie,60,0,2425.0,2,4,1
CL06264,PULSE,Korhogo,resilie,30,2,2426.6666666666665,2,1,1
CL01805,PULSE,Abidjan,resilie,60,0,2427.6,2,4,1
CL02816,PULSE,Abidjan,resilie,30,3,2430.8333333333335,2,1,1
CL05367,ETUDIANT,Abidjan,resilie,121,0,2440.0,1,4,1
CL06423,PULSE,Yamoussoukro,resilie,30,0,2442.1666666666665,5,2,1
CL03887,ETUDIANT,Abidjan,resilie,121,0,2442.3333333333335,1,4,1
CL02468,PULSE,Yamoussoukro,resilie,30,2,2447.3333333333335,4,1,1
CL01968,PULSE,Abidjan,resilie,60,3,2448.8,2,1,1
CL06513,PULSE,Korhogo,resilie,30,2,2465.4,2,1,1
CL06116,ETUDIANT,Abidjan,resilie,183,0,2478.0,1,4,1
CL07613,SENIOR,Bouake,resilie,152,1,2484.0,1,1,1
CL06693,PULSE,San-Pedro,resilie,30,0,2489.6,4,3,1
CL06458,PULSE,San-Pedro,resilie,30,1,2492.5,4,1,1
CL01399,ETUDIANT,Abidjan,resilie,121,1,2498.0,1,1,1
CL00151,PULSE,Bouake,resilie,30,2,2508.5,2,1,1
CL07575,PULSE,Abidjan,resilie,30,0,2511.1666666666665,5,2,1
CL04950,ETUDIANT,San-Pedro,resilie,152,0,2518.0,1,4,1
CL01285,PULSE,San-Pedro,resilie,30,5,2524.8333333333335,5,1,1
CL00347,ETUDIANT,Abidjan,resilie,121,0,2536.6666666666665,1,4,1
CL02780,ETUDIANT,Korhogo,resilie,121,1,2541.0,1,1,1
CL04261,ETUDIANT,Abidjan,resilie,183,0,2541.0,1,4,1
CL03682,ETUDIANT,Abidjan,resilie,121,2,2541.6666666666665,1,1,1
CL00792,PULSE,Abidjan,resilie,30,0,2547.6666666666665,3,5,1
CL04748,ETUDIANT,Abidjan,resilie,121,5,2562.3333333333335,1,1,1
CL06582,ETUDIANT,Abidjan,resilie,183,0,2568.0,1,4,1
CL02164,ETUDIANT,San-Pedro,resilie,91,1,2573.0,1,1,1
CL02144,ETUDIANT,Bouake,resilie,152,0,2587.0,1,4,1
CL05379,SENIOR,Korhogo,resilie,30,0,2595.75,2,5,2
CL04867,ETUDIANT,Abidjan,resilie,121,2,2602.3333333333335,1,1,2
CL06193,ETUDIANT,Bouake,resilie,152,0,2608.0,1,4,2
CL03773,SENIOR,San-Pedro,resilie,152,2,2610.0,1,1,2
CL03941,ETUDIANT,Yamoussoukro,resilie,183,0,2633.0,1,4,2
CL06953,ETUDIANT,Abidjan,resilie,30,1,2639.75,4,1,2
CL02209,PULSE,Abidjan,actif,30,0,2639.8333333333335,3,3,2
CL05370,SENIOR,Bouake,resilie,30,2,2651.5,3,1,2
CL05257,SENIOR,San-Pedro,resilie,91,1,2657.0,1,1,2
CL07729,SENIOR,Yamoussoukro,resilie,91,0,2662.5,2,4,2
CL07173,ETUDIANT,Bouake,resilie,152,0,2665.0,1,4,2
CL03710,SENIOR,Bouake,resilie,91,0,2673.5,1,4,2
CL05722,SENIOR,Korhogo,resilie,30,4,2681.75,4,1,2
CL03022,SENIOR,San-Pedro,resilie,152,0,2683.5,1,4,2
CL05345,PULSE,Abidjan,actif,30,1,2683.6,5,1,2
CL06336,SENIOR,Yamoussoukro,resilie,91,0,2689.5,1,4,2
CL05895,PULSE,San-Pedro,actif,30,0,2689.5,2,5,2
CL00519,SENIOR,Abidjan,resilie,91,1,2693.0,1,1,2
CL05145,PULSE,Bouake,actif,30,0,2706.0,3,3,2
CL06754,ETUDIANT,Abidjan,resilie,152,0,2709.0,1,4,2
CL02800,SENIOR,Abidjan,resilie,30,5,2709.75,2,1,2
CL06855,ETUDIANT,Abidjan,resilie,152,2,2719.5,1,1,2
CL04839,PULSE,Yamoussoukro,actif,30,0,2721.3333333333335,3,5,2
CL06552,SENIOR,Abidjan,resilie,60,1,2721.6,2,1,2
CL02861,ETUDIANT,Abidjan,resilie,30,0,2722.25,3,3,2
CL01131,PULSE,Yamoussoukro,actif,30,1,2722.5,5,1,2
CL07922,PULSE,Bouake,actif,30,1,2727.4,4,1,2
CL04702,ETUDIANT,Abidjan,resilie,60,4,2734.5,2,1,2
CL07129,ETUDIANT,Bouake,resilie,121,0,2735.3333333333335,1,4,2
CL00257,ETUDIANT,Abidjan,resilie,152,0,2742.5,1,4,2
CL04186,PULSE,Bouake,actif,30,1,2746.3333333333335,5,1,2
CL04629,SENIOR,Bouake,resilie,183,0,2747.0,1,4,2
CL02567,PULSE,Bouake,actif,30,0,2757.6666666666665,3,3,2
CL06964,PULSE,Abidjan,actif,30,0,2759.5,2,5,2
CL00020,PULSE,Yamoussoukro,actif,30,1,2760.3333333333335,3,2,2
CL05844,ETUDIANT,Abidjan,resilie,91,4,2760.5,1,1,2
CL01678,PULSE,Bouake,actif,30,0,2762.8333333333335,3,5,2
CL02971,PULSE,Abidjan,actif,30,0,2763.3333333333335,3,3,2
CL01780,PULSE,Yamoussoukro,actif,30,0,2765.6666666666665,4,3,2
CL02708,PULSE,Korhogo,actif,30,0,2767.0,3,5,2
CL04550,ETUDIANT,Abidjan,resilie,30,2,2767.25,5,1,2
CL06112,PULSE,Abidjan,actif,30,0,2770.6666666666665,5,2,2
CL04542,PULSE,Yamoussoukro,actif,30,1,2772.0,4,1,2
CL00704,PULSE,Yamoussoukro,actif,30,0,2772.8,5,2,2
CL03840,PULSE,Abidjan,actif,30,1,2773.6666666666665,4,1,2
CL02814,PULSE,San-Pedro,actif,30,1,2775.3333333333335,3,2,2
CL03016,PULSE,Bouake,actif,30,0,2778.1666666666665,5,2,2
CL01626,PULSE,Abidjan,actif,30,0,2779.1666666666665,5,2,2
CL06256,PULSE,Abidjan,actif,30,0,2780.3333333333335,2,5,2
CL04450,PULSE,Bouake,actif,30,0,2781.0,5,2,2
CL05996,ETUDIANT,San-Pedro,resilie,91,1,2786.5,2,1,2
CL05260,PULSE,Abidjan,actif,30,0,2787.8,2,5,2
CL04893,PULSE,Korhogo,actif,30,0,2788.3333333333335,5,2,2
CL02794,PULSE,Abidjan,actif,30,0,2789.2,4,3,2
CL01352,PULSE,Abidjan,actif,30,0,2792.3333333333335,4,3,2
CL00941,PULSE,Bouake,actif,30,0,2794.0,4,3,2
CL03734,PULSE,Yamoussoukro,actif,30,3,2795.0,3,1,2
CL04912,PULSE,Abidjan,actif,30,0,2796.1666666666665,3,3,2
CL01927,PULSE,Bouake,actif,30,0,2796.1666666666665,4,3,2
CL01152,PULSE,Abidjan,actif,30,0,2797.0,5,2,2
CL07274,PULSE,Bouake,actif,30,0,2799.0,3,5,2
CL06439,PULSE,Korhogo,actif,30,1,2799.3333333333335,4,1,2
CL06435,PULSE,Abidjan,actif,30,0,2800.4,3,5,2
CL07406,PULSE,Abidjan,actif,30,0,2800.5,5,2,2
CL04133,PULSE,Abidjan,actif,30,0,2800.8333333333335,2,5,2
CL06844,PULSE,Abidjan,actif,30,0,2801.5,2,5,2
CL05263,PULSE,Abidjan,actif,30,1,2803.0,5,1,2
CL04352,PULSE,Abidjan,actif,30,0,2806.6666666666665,4,3,2
CL04880,PULSE,Bouake,actif,30,0,2806.8333333333335,4,3,2
CL00006,PULSE,Abidjan,actif,30,0,2807.1666666666665,4,3,2
CL03216,PULSE,Yamoussoukro,actif,30,0,2807.3333333333335,3,3,2
CL04876,PULSE,Korhogo,actif,30,0,2808.3333333333335,3,3,2
CL00473,PULSE,Yamoussoukro,actif,30,0,2808.6666666666665,4,3,2
CL03783,PULSE,Bouake,actif,30,0,2809.6,3,5,2
CL06735,SENIOR,Yamoussoukro,resilie,60,2,2809.8,2,1,2
CL02894,PULSE,Yamoussoukro,actif,30,0,2810.5,2,5,2
CL06719,PULSE,Abidjan,actif,30,0,2811.0,3,5,2
CL01837,PULSE,Bouake,actif,30,0,2812.0,2,5,2
CL04209,PULSE,Yamoussoukro,actif,30,0,2812.0,2,5,2
CL06501,PULSE,Abidjan,actif,30,0,2812.0,2,5,2
CL00265,PULSE,Abidjan,actif,30,0,2812.8333333333335,4,3,2
CL06199,PULSE,Abidjan,actif,30,0,2813.0,4,3,2
CL01127,PULSE,Yamoussoukro,actif,30,0,2813.5,4,3,2
CL01926,PULSE,Korhogo,actif,30,0,2814.0,4,3,2
CL00672,PULSE,San-Pedro,actif,30,2,2815.5,5,1,2
CL05482,PULSE,San-Pedro,actif,30,0,2815.6666666666665,4,3,2
CL05428,PULSE,Abidjan,actif,30,0,2817.3333333333335,5,2,2
CL06271,PULSE,Korhogo,actif,30,1,2817.6666666666665,3,1,2
CL00949,PULSE,Bouake,actif,30,0,2818.0,4,3,2
CL05863,PULSE,Abidjan,actif,30,0,2818.1666666666665,4,3,2
CL02913,PULSE,Korhogo,actif,30,1,2818.5,2,2,2
CL05271,PULSE,Yamoussoukro,actif,30,0,2820.0,4,3,2
CL00744,PULSE,Abidjan,actif,30,1,2820.1666666666665,5,1,2
CL04756,PULSE,Abidjan,actif,30,1,2820.3333333333335,5,1,2
CL05519,PULSE,Abidjan,actif,30,0,2821.3333333333335,2,5,2
CL05126,PULSE,Yamoussoukro,actif,30,0,2822.0,3,3,2
CL01820,PULSE,Abidjan,actif,30,0,2822.6,4,3,2
CL07502,PULSE,Korhogo,actif,30,0,2822.8,2,5,2
CL00670,SENIOR,Abidjan,resilie,60,0,2823.8,2,4,2
CL00063,PULSE,Bouake,actif,30,0,2825.1666666666665,4,3,2
CL04568,PULSE,Abidjan,actif,30,0,2825.3333333333335,3,3,2
CL07544,PULSE,Bouake,actif,30,0,2825.3333333333335,2,4,2
CL05154,PULSE,Bouake,actif,30,0,2825.8333333333335,4,3,2
CL06982,PULSE,Abidjan,actif,30,0,2828.3333333333335,5,2,2
CL01901,ETUDIANT,Yamoussoukro,resilie,30,4,2828.75,5,1,2
CL02028,PULSE,Yamoussoukro,actif,30,0,2829.6666666666665,2,5,2
CL01339,PULSE,Abidjan,actif,30,0,2831.0,5,2,2
CL05108,PULSE,Bouake,actif,30,0,2831.2,5,2,2
CL00934,PULSE,Bouake,actif,30,1,2831.8333333333335,5,1,2
CL03138,PULSE,Abidjan,actif,30,1,2833.0,3,2,2
CL06147,PULSE,Abidjan,actif,30,0,2833.3333333333335,2,5,2
CL03309,PULSE,Yamoussoukro,actif,30,0,2834.3333333333335,5,2,2
CL01605,PULSE,Abidjan,actif,30,0,2834.3333333333335,4,3,2
CL01709,PULSE,Bouake,actif,30,0,2834.3333333333335,2,5,2
CL02564,PULSE,Abidjan,actif,30,1,2835.1666666666665,4,1,2
CL04015,PULSE,Bouake,actif,30,0,2836.0,4,3,2
CL06975,PULSE,Abidjan,actif,30,0,2836.1666666666665,5,2,2
CL05907,PULSE,Korhogo,actif,30,0,2836.6666666666665,3,5,2
CL05316,PULSE,San-Pedro,actif,30,0,2837.0,3,5,2
CL02154,PULSE,Abidjan,actif,30,0,2837.3333333333335,5,2,2
CL02098,PULSE,Bouake,actif,30,1,2839.0,4,1,2
CL01799,PULSE,Abidjan,actif,30,0,2840.3333333333335,2,5,2
CL02129,PULSE,Abidjan,actif,30,0,2841.1666666666665,5,2,2
CL02384,ETUDIANT,Abidjan,resilie,91,1,2841.25,1,1,2
CL07335,PULSE,Abidjan,actif,30,1,2841.5,2,2,2
CL04418,PULSE,Abidjan,actif,30,0,2842.3333333333335,4,3,2
CL03912,PULSE,Abidjan,actif,30,0,2843.0,3,5,2
CL06716,SENIOR,Yamoussoukro,resilie,60,1,2843.2,2,1,2
CL06776,PULSE,Abidjan,actif,30,0,2844.0,3,3,2
CL02418,PULSE,San-Pedro,actif,30,0,2844.5,5,2,2
CL05770,PULSE,Korhogo,actif,30,0,2845.0,4,2,2
CL00154,PULSE,Abidjan,actif,30,0,2845.0,2,5,2
CL06005,PULSE,Bouake,actif,30,0,2845.3333333333335,2,5,2
CL07985,PULSE,Yamoussoukro,actif,30,0,2846.0,3,3,2
CL00041,PULSE,Abidjan,actif,30,0,2846.0,3,3,2
CL06117,PULSE,Abidjan,actif,30,0,2846.6666666666665,5,2,2
CL03972,PULSE,Abidjan,actif,30,0,2846.6666666666665,2,5,2
CL07917,ETUDIANT,San-Pedro,resilie,91,0,2847.25,1,4,2
CL00033,PULSE,Yamoussoukro,actif,30,0,2847.3333333333335,4,3,2
CL05933,PULSE,Bouake,actif,30,0,2847.8,2,5,2
CL05231,PULSE,Yamoussoukro,actif,30,0,2848.5,4,3,2
CL03894,PULSE,Bouake,actif,30,1,2849.0,4,1,2
CL02492,PULSE,Abidjan,actif,30,0,2849.0,3,5,2
CL06273,PULSE,Bouake,actif,30,1,2849.1666666666665,3,1,2
CL07109,PULSE,Abidjan,actif,30,1,2849.6666666666665,2,2,2
CL04137,PULSE,Abidjan,actif,30,0,2850.5,5,2,2
CL03418,PULSE,Abidjan,actif,30,0,2850.6666666666665,3,5,2
CL01873,PULSE,Abidjan,actif,30,2,2850.8,3,1,2
CL04916,PULSE,San-Pedro,actif,30,1,2851.0,4,1,2
CL05259,PULSE,Abidjan,actif,30,1,2851.0,3,2,2
CL05823,PULSE,Abidjan,actif,30,1,2851.1666666666665,2,2,2
CL07534,PULSE,Bouake,actif,30,0,2851.3333333333335,5,2,2
CL03152,PULSE,Yamoussoukro,actif,30,0,2851.6666666666665,4,3,2
CL05384,PULSE,Abidjan,actif,30,0,2852.5,2,5,2
CL00336,PULSE,Yamoussoukro,actif,30,1,2853.1666666666665,5,1,2
CL06748,PULSE,Korhogo,actif,30,0,2853.6666666666665,2,5,2
CL02350,PULSE,Abidjan,actif,30,0,2853.8,2,5,2
CL06213,PULSE,Abidjan,actif,30,0,2854.6666666666665,3,3,2
CL00726,PULSE,Abidjan,actif,30,1,2855.5,2,2,2
CL05621,ETUDIANT,Abidjan,resilie,91,0,2855.5,1,4,2
CL00436,PULSE,Korhogo,actif,30,0,2855.5,2,5,2
CL00022,PULSE,Abidjan,actif,30,2,2856.4,3,1,2
CL06707,PULSE,Abidjan,actif,30,0,2857.0,3,3,2
CL07343,PULSE,Abidjan,actif,30,1,2857.5,3,1,2
CL00771,PULSE,Abidjan,actif,30,0,2858.0,3,3,2
CL00495,PULSE,Korhogo,actif,30,0,2858.6666666666665,3,3,2
CL00147,PULSE,Abidjan,actif,30,1,2858.8,4,1,2
CL06203,ETUDIANT,San-Pedro,resilie,183,0,2859.0,1,4,2
CL01884,PULSE,Abidjan,actif,30,0,2859.1666666666665,4,3,2
CL07754,PULSE,Abidjan,actif,30,1,2859.3333333333335,5,1,2
CL06764,PULSE,San-Pedro,actif,30,0,2860.5,5,2,2
CL05872,PULSE,Yamoussoukro,actif,30,0,2861.1666666666665,2,5,2
CL01728,PULSE,Abidjan,actif,30,1,2862.0,3,2,2
CL07257,PULSE,Abidjan,actif,30,0,2862.1666666666665,5,2,2
CL03196,PULSE,Abidjan,actif,30,0,2862.25,3,3,2
CL04289,PULSE,Abidjan,actif,30,0,2862.3333333333335,4,3,2
CL02192,PULSE,Yamoussoukro,actif,30,0,2862.5,4,3,2
CL01414,PULSE,Abidjan,actif,30,0,2863.3333333333335,3,5,2
CL07124,PULSE,Abidjan,actif,30,1,2863.5,2,2,2
CL05220,PULSE,Abidjan,actif,30,2,2863.6666666666665,5,1,2
CL06810,PULSE,Abidjan,actif,30,0,2863.8333333333335,4,2,2
CL01579,PULSE,Abidjan,actif,30,0,2864.3333333333335,4,3,2
CL06187,PULSE,Abidjan,actif,30,0,2865.0,3,3,2
CL02149,PULSE,Abidjan,actif,30,1,2865.0,3,2,2
CL06258,PULSE,Abidjan,actif,30,0,2865.1666666666665,2,5,2
CL00175,PULSE,Abidjan,actif,30,0,2865.2,2,4,2
CL03934,PULSE,Abidjan,actif,30,0,2865.5,5,2,2
CL06413,PULSE,San-Pedro,actif,30,1,2865.6666666666665,5,1,2
CL03569,PULSE,Abidjan,actif,30,1,2865.8333333333335,2,2,2
CL01480,PULSE,Abidjan,actif,30,0,2868.3333333333335,3,5,2
CL06065,PULSE,Bouake,actif,30,0,2868.4,3,5,2
CL01343,PULSE,Bouake,actif,30,1,2868.5,2,2,2
CL00889,PULSE,Yamoussoukro,actif,30,0,2869.0,5,2,2
